# _root_ Pravděpodobnost , že pracovník úřadu bude kontrolovat právě " svého " taxikáře , je však malá .
#goldHeads=14,3,1,7,4,7,3,12,10,12,10,7,3,15,0,14,0,
#predictedHeads=14,3,1,7,4,7,3,12,10,12,10,7,15,15,0,14,0,
(7,3),(7,4),-0.106066 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.110565 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0145969 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.209355 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.128718 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.128718 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.19183 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.12212 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.183922 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0147512 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.146278 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.174514 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.298472 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.174679 # DEPENDENCYPART_SIBL
(7,4),(7,9),3.65079e-05 # DEPENDENCYPART_SIBL
(7,4),(7,11),3.65079e-05 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0829794 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0161477 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0419113 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0336133 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0422581 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.301408 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.166676 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.010812 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.010812 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0455798 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00418376 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0354966 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0167889 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0333577 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0610521 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0348602 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0348602 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0534705 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.11023 # DEPENDENCYPART_SIBL
(7,6),(7,14),-7.15917e-05 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.033211 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0130625 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.111203 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.111203 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0990334 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.112081 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.096907 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0726331 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0482883 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.110207 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00582249 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.041265 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0648403 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0364042 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0351392 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00582249 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.041265 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0648403 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0364042 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0351392 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0139408 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0477545 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0337176 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0325832 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.122391 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0335898 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0848942 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.00963565 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.101229 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0422519 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.235457 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0199554 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0189882 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0432874 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0576144 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0576144 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.104941 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0294255 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00219054 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0270997 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0249665 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.235145 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0175972 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0175972 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.142205 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.297559 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.137029 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0191779 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0450861 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0504197 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0504197 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0923854 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0241691 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00355569 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0428046 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0553377 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0553377 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.103014 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0310144 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00317069 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0222535 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0222535 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.037296 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.147967 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0214924 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.220755 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0161187 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0575758 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0947032 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0161187 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0575758 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0947032 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0175627 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0926212 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.127325 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.17622 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0629461 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0897549 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.048634 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.00330479 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0226984 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0126112 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0519526 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0708618 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0534568 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0296903 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0330497 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.151177 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0891824 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0709792 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0266239 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.066999 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00407258 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0417899 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.319352 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0498649 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0405025 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0651658 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0156533 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0312939 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0407583 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0145317 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0339366 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0341222 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0788488 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0594573 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.020082 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0232554 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0283259 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0815817 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.368759 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.002897 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0904938 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.068247 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0337653 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0618222 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0397958 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.412907 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00738581 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0907109 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0366233 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0423534 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0151608 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00652692 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0168068 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.012277 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00653582 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0813189 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0272765 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0653157 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0107849 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0332949 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0127832 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0515828 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0333007 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0309581 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0459781 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.011669 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.139127 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0184578 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0157305 # DEPENDENCYPART_SIBL
(10,9),(10,11),1.11202 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00109112 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00888383 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0414395 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0658639 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0151806 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0132724 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0510849 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0091489 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0271518 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0736544 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00535809 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0494129 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0753856 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0130297 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0100033 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0409624 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00120772 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0150047 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0675147 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0405025 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0651658 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0156533 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0107778 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0407583 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0145317 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0339366 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0788488 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0594573 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.020082 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.117282 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0283259 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0815817 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.368759 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0904938 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.068247 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.117571 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0618222 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0397958 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.412907 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0907109 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0112431 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0423534 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0151608 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00652692 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.012277 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0406969 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.108242 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.205713 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0612387 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0332949 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0127832 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0333007 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0309581 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.011669 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0184578 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.112367 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0844112 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.140687 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0844112 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00590741 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00974352 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0924642 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.122273 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0413055 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.148591 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.272292 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.148591 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0553382 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0640245 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00363891 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0402868 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.119123 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00215179 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0823061 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0814099 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0386668 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.01947 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0690413 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.238446 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.23667 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0653164 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0261751 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0247836 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0707592 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0939906 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0814099 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0386668 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.01947 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0690413 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.238446 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0328994 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0262734 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0190388 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.11183 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.14686 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0126136 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0208476 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0127641 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.164157 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.153755 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.237691 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0550713 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.049843 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0331446 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.104474 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.104474 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0729228 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.104256 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0892423 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0195466 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.018469 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.181164 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0875409 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0831295 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.244011 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.244011 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.064872 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0211266 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.472226 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00337963 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0528464 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00231193 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0185914 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.194841 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.194841 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0023667 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.664375 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0294786 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0177669 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0396135 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0722208 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.212577 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.212577 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0502296 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.708592 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0216491 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00474806 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00678083 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0684852 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0684852 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0371118 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.000163822 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0307022 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0444486 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.155226 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.147519 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0257418 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.30071 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0922041 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0256909 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0911872 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0257418 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.30071 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0922041 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0256909 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0911872 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0164515 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0222883 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00369543 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0315608 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0979031 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00429994 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.18415 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0351097 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.374946 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.106138 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0673354 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.367228 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.3671 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.172466 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.100659 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.125398 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0746629 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0746629 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.377857 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.147061 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0112789 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0610659 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0316546 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.120813 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.125313 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0153842 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.168052 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.141926 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0714076 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0714076 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.131042 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.173659 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0120784 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.115738 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.225869 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.369106 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.167606 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.102445 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.130056 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0767359 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0767359 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.379863 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.149731 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0291849 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0701343 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0355124 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.170542 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.102105 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.126729 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0726725 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0726725 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.377537 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.142358 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0124587 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0613326 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0296414 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.189744 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0918177 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0220491 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0220491 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.198141 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00929066 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0362159 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0116526 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.017905 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.107417 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0612218 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0612218 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0709347 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0756142 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00392683 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00393845 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0643082 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.107892 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.107892 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.229263 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.250957 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.127058 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.135147 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.330889 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0417274 # DEPENDENCYPART_SIBL
