# _root_ Stát má v podnicích obvykle 30 procentní majetkovou účast , která by mohla být převedena českým věřitelům , uvedl E . Obminskij .
#goldHeads=2,19,2,3,2,7,9,9,2,13,13,13,9,15,13,17,15,2,0,22,20,19,0,
#predictedHeads=2,0,2,3,6,7,9,9,2,13,13,13,9,15,13,17,15,13,0,22,20,19,0,
(5,8),(5,10),0.015328 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.152302 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0504363 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.179719 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.193642 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0990511 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0337591 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.00283984 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0735786 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0724543 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0301472 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0898071 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.123617 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0604273 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0853606 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0842446 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0439478 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0784296 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.00593466 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0728176 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0716932 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0297935 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0908347 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0291023 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0316655 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0485112 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0221948 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.174214 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.069485 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.00737167 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0694833 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.00740258 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0248592 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0546384 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0479842 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0942765 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0200184 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0887548 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0426465 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0125019 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00285688 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.00798907 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0421433 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00281866 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0993666 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0533727 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00085385 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0106245 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0508197 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.123751 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0641003 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0435219 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.056938 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0805337 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.133048 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.129015 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.017151 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0797055 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.108912 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0796642 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.118285 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0823467 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.146659 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.032148 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00424793 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00760119 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00388339 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0246793 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0481314 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0385534 # DEPENDENCYPART_SIBL
(9,4),(9,13),5.60838e-05 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0214384 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00308351 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00305728 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0658563 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0035746 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.00344373 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0190875 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0935013 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0673665 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0447963 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0447986 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.035893 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0549947 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0241453 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0519766 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.051012 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.124471 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0404967 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.020078 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0406935 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0171558 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.042266 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00597967 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0033923 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0835498 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0162977 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0273031 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0109952 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0291294 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0917023 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00161788 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0907474 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0304267 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0129193 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0253789 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0147457 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0889875 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0684014 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0235505 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0231911 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0307507 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0194047 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0156368 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0198946 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0239877 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.030001 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0178794 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0391838 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.204315 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.189972 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.198641 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00485236 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.257293 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.263164 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0159518 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.288481 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0955199 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0158076 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.191818 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0143137 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00321883 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.00315439 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.050087 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00413357 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0158424 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0133693 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00157926 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0499126 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0717536 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.107601 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.106817 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.097203 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.578824 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.512656 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.606894 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0620998 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.00507774 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0188964 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0310213 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00479049 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0465631 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.074928 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0386131 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0329191 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0036971 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.100973 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0135069 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0151998 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0558688 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00787834 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0326156 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.00377959 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0135015 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0187849 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0594538 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0114634 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.031512 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0045454 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0118105 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00557218 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0210463 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0255699 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0196108 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.35547 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.364635 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0438233 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.145122 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.376358 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0768465 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.137863 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0470579 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.132263 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.00696691 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0657267 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.192365 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.190985 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.192365 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00302312 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.00308582 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.00302312 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.124536 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.124524 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.11898 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00593559 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0153201 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.172805 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0166473 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0477522 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.16718 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.16712 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.156414 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.113054 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.348431 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.156226 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.139747 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0589616 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0815168 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.114551 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0242855 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0625136 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.119401 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0595732 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.114465 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0595732 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0375548 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0485364 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0860837 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.107906 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.112143 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.111364 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0438339 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.141007 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.251166 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.140861 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.188704 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.082103 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0584532 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0390835 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0631957 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.10895 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0408124 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.091219 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.039036 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.091219 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.00946233 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00147055 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0901497 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.11582 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.115603 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.016912 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.310498 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.253869 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0165994 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0296132 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.118787 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0298112 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.086373 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0191467 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.115812 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0831513 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0682213 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0864095 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0682213 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0133941 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0753893 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.194464 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.194405 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.185619 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.170207 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.369335 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0727438 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.106676 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0310773 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0658915 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0849451 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0488435 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0342411 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0897954 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0607662 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0848591 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0607662 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.033224 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.010863 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0127282 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0113071 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.145687 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.171627 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.156286 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0252648 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00343434 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0569716 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.035733 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0208796 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0100737 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0370369 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.210672 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0356964 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.210672 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0157806 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00366403 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0310231 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0697046 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.187623 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0918445 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.121446 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.051313 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0715915 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0158279 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0475779 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0535142 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.021419 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0289856 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0158644 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0289856 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0148674 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0403179 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0385354 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.200704 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.109971 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.172736 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0822782 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0722417 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0728308 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0646844 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0866503 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0783272 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.116836 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0727914 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.116836 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0403174 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0385354 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.200704 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.109972 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.176329 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0858713 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0744849 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.076818 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0635889 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0902434 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0823144 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.116079 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0767785 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.116079 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.174747 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.38051 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0515274 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.114316 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0387168 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0677998 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0868168 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0380246 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0418806 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0916671 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0582527 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0867307 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0582527 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.281159 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.333289 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0437343 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00193926 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0383828 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0113781 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.148795 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0177621 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.013942 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0473733 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0113414 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0473733 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.313003 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00647996 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00373881 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.15217 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0424964 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.179514 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00160954 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0448966 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.12778 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0424599 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.12778 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00738832 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.186101 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0282726 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0264889 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0451371 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.159151 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0282177 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.021867 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0264414 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.021867 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.366742 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.336612 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0308083 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0849507 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.375877 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0312935 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.113567 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0315116 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.113567 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.105313 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0407891 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.025658 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.254979 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0412743 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0279094 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0414924 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0279094 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.100296 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0568891 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0535719 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0996983 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.155738 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0995928 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.155738 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0119576 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0113803 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0979411 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.126594 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0978296 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.126594 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.104152 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0997683 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.118416 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0995806 # DEPENDENCYPART_SIBL
