# _root_ Předpisem , který upravuje organizování a hlavně financování soutěží a přehlídek žáků , je vyhláška č . 431 / 1992 Sb .
#goldHeads=14,4,4,1,6,4,8,6,10,6,10,11,4,0,14,15,16,16,20,18,16,21,
#predictedHeads=14,4,4,1,4,4,8,6,10,8,10,11,4,0,14,15,16,16,20,18,16,0,
(4,15),(4,16),-0.112541 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.00709899 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0633341 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0144477 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0275357 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.0755978 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0358941 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0661707 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0530537 # DEPENDENCYPART_SIBL
(4,19),(4,20),-0.00837852 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0643559 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.260793 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0122687 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.323937 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0461226 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0455558 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.124969 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.153534 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0476062 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00357749 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0940574 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0426288 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0354761 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0255775 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0487929 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0186776 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0305579 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0655543 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0487704 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0580809 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0345837 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.00301207 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.0258351 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0468223 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.213892 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0302626 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0202394 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0902484 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0215162 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0280539 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0147587 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0180496 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0286776 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0343656 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0235424 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0153152 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.00345148 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0179193 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.00196114 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0189467 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.00891788 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.154435 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0190421 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0968711 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0211851 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0288128 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0291157 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0190495 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0296739 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.272073 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.216354 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0166031 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0194553 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00716023 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0677622 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00316838 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0191313 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.129179 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0716276 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.155644 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.1669 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0285578 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.150222 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.160846 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0119204 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.429926 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.150228 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.151887 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.00389456 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.01867 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0121068 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.150307 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0889512 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0596281 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0524755 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0214938 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0657922 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.035677 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0213556 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0613534 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0657697 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0750803 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0294775 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00364363 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0207289 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0638216 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0303497 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0355472 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0427257 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0303497 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0360726 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0166057 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.28156 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0303497 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0308636 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.00393665 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0453461 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.00541867 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0303651 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00296343 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0757742 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00919965 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00509998 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0354039 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.538792 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00919965 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0122811 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0109685 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0574119 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0220399 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.0196296 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.092901 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0360456 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0503452 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0488209 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.551088 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0360456 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0329642 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.00615963 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0708081 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.00491174 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0256156 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.074403 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0801265 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00237326 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.234629 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.074403 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0744723 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0307194 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0303286 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0315662 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0744279 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.048792 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0521956 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.550764 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0344924 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.031411 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00583459 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0742035 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.00523679 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0240625 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0533099 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.551219 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0348042 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0317228 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00604624 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0749108 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.00502514 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0243742 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.32637 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0353391 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0420002 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.00644857 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.103678 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.023546 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0372327 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00630377 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00593811 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0526209 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.050964 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0514531 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.00628837 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.031411 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00583459 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0725187 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00523679 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0240625 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0193835 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0769445 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00932121 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.00963924 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.103946 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0752255 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0268813 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0279724 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0546903 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0267981 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.233648 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.107751 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.117646 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0964946 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.1026 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0311132 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0415735 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0272734 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.37037 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.227748 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.113424 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.114397 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.087544 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0777383 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.283759 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.22816 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.037319 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0374661 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0221522 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.219208 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0546062 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0380973 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.038263 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0316113 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00144266 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00426755 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.100112 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.197839 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0482167 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0207968 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.197839 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0519266 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0176798 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0913444 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0474421 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0636753 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0869374 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.111313 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0198676 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0940791 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0461236 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.094199 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0975011 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.24652 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0472302 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00830988 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.033192 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0313196 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0112467 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0310632 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0187326 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0197602 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0303232 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.18467 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0075119 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00531659 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00728926 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0110427 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0409147 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.000600938 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0679262 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0373555 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0672588 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0639567 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.025662 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0112087 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.304458 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0483268 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.053412 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0332313 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00779468 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00159053 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00249319 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0178024 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00329466 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0521583 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0369118 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00781329 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0402652 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00496281 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0332525 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0889825 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.113389 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0177901 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0889589 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.10123 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00815597 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0330406 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0108855 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0234304 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.184766 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0186684 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0129867 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.278817 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0607476 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0200939 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.124969 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.153534 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0476062 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00357749 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0173023 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0466753 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0186679 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0159539 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0487929 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0186776 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0305579 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0655543 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0487704 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0580809 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0855908 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0345837 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.00301207 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0258351 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0468223 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.213892 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0302626 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0202394 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0531232 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0184815 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00152878 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0405222 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0180496 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0286776 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0343656 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0235424 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0153152 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00345148 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0364068 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0179193 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00196114 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0189467 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.00891788 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.154435 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0190421 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0186811 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0376274 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.028901 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0176982 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0190495 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0296739 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.272073 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.216354 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0166031 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0194553 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.029815 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.00716023 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0677622 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00316838 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.0191313 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.129179 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0364835 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.147346 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.133505 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.123941 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.150222 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.160846 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0119204 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.429926 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.150228 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.151887 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0232331 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00389456 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.01867 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0121068 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.150307 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0167574 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0472202 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0200222 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0145996 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0657922 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.035677 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0213556 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0613534 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0657697 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0750803 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0789351 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0294775 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.00364363 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0207289 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0638216 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0500755 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0200453 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.00460151 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00147933 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0123293 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0303046 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0129957 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00185154 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00318477 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0915816 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0092145 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0318115 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0135199 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0020832 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0179855 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0338829 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0207261 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0101018 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0531089 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0480645 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0207228 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0166229 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.207085 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00251177 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.028858 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.011032 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0206448 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0102725 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.072614 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0424987 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0150408 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0559307 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0725914 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.081902 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0700768 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0242879 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0125051 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0155393 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0706433 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0360126 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00589733 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0424221 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0885689 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0359901 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0453006 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.097064 # DEPENDENCYPART_SIBL
