# _root_ Nakonec zůstala 1 pracovnice , která pracuje více jak 8.5 hodiny denně , ale je také lépe placena .
#goldHeads=2,0,4,2,14,14,14,7,8,9,10,11,14,4,18,18,18,14,0,
#predictedHeads=2,14,4,2,7,7,4,7,10,7,10,7,14,0,14,15,18,15,0,
(5,1),(5,18),0.00294083 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.00216945 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0502197 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.648511 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.112033 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0358786 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.658777 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.02934 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0205547 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.119088 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0223653 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0202261 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0208431 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0168653 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0191026 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0198994 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0138268 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0471971 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.362685 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.00327087 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0711383 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0429737 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0745948 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0786639 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0392504 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0521707 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.112995 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.095255 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0425042 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0560304 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0098624 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0486483 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.020831 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0592015 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.025676 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0752461 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.136396 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0461283 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0229539 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0692464 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0246733 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0927243 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.162766 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.026921 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0449016 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0800264 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0378237 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.00688204 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00928752 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0119306 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0618924 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.022029 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0120084 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0285791 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00401643 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.029824 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0948501 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0449773 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0126279 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0265928 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0507199 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0100036 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0284283 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00693816 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0554842 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0316182 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0026978 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0535304 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.159164 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.315816 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.103814 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0554747 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0578019 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.05598 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0154025 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00967773 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00324693 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.060074 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0626907 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0381487 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0450471 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.358443 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0200065 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0273219 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0150894 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0391217 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0576002 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.241623 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0587445 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00575185 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0172041 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0625252 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0352949 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0901862 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0152967 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0379907 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0195695 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0348818 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.22976 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0501523 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0385745 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0967689 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0283869 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0243631 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0467587 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.017536 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0212163 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0360344 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0704096 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.108627 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0970941 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0504052 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0448681 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0437521 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0415619 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0155537 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00302225 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0661503 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0718557 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0565847 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0167321 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0118559 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0029381 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0642396 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0146332 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0112171 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.089419 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0328142 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.013779 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0168121 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0157323 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0119718 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00999342 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.15595 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0525857 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.00670317 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00488409 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.02114 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0175712 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.031935 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00657767 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0193203 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0241912 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0599197 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0888164 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.127397 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0395825 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0361094 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.104585 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0150566 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0207254 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0566815 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00272399 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0476938 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0485367 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.260795 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.064621 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.142424 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0429414 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0424595 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0138361 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0165215 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0885758 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0303755 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0231812 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.146807 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0323738 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0979683 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0722247 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0327242 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0625113 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0702998 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0534503 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0677267 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00085499 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0694606 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0351052 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0629304 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0552396 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.047116 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0152245 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0356883 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0546531 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0681307 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0306526 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0169727 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.128741 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0441194 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0224298 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0518585 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0588349 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.03795 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0375466 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0636206 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0174361 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0828917 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00691974 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00901547 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0447474 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0171114 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0377544 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.018526 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0112482 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0112617 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.000705855 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0783151 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0318598 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0149052 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.225772 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0711776 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.000237575 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00910568 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0354973 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0157904 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0437438 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00567669 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.14524 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0302603 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0911032 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0380949 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0443711 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0239094 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0439324 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0122373 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0344809 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0234936 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00644445 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0158568 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0691656 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0473743 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0599864 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.035538 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0164757 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0468084 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0883479 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0088112 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0399722 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0904769 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0662303 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0768041 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.020104 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0182179 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0217797 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0256151 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0142987 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0604268 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0936554 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0518974 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.149296 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0439674 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0756377 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0602717 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0480283 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0435224 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0453572 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0134246 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0193367 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0088272 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0500088 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0484428 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0194241 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00253784 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0361486 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.000592448 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0302877 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.164485 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.100166 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.123856 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0782752 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0484146 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.105518 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0123506 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0323442 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0411673 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.062971 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.028826 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0129335 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0308873 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0594598 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0353315 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0314837 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00409505 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.014735 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0025405 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.011691 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0338809 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0931387 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0698249 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0151557 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.029657 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0157802 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0565636 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0229327 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0348752 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.040791 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.27978 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00143969 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0398695 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0345502 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.233559 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0891174 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0947434 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0652641 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0195446 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0326913 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00390223 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0192059 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0323472 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.338372 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.152507 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.000977183 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.00575804 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0987126 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.156956 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.305458 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.048091 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0804881 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0280559 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0116079 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0976965 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0284972 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.070573 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0307535 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0752774 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.136796 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.266729 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0283122 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0198356 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0485744 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0310808 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0235792 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00640779 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0188937 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.045588 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.047377 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0016219 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0279997 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0305688 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0566659 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0636753 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.016878 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00507392 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.022941 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0129912 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.00216945 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0530517 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0289098 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0579503 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.701576 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.116027 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.118264 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.658777 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.133193 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0702841 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0473009 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00427515 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0244013 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0410677 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0202261 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.00776263 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0217593 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.750048 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.146846 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.149082 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.710214 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0406424 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0035122 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0137628 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.029909 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0285007 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00156922 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.116207 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.170027 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0149901 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0404952 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0405184 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.367038 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0389177 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0317099 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0210881 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0207883 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0551541 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0515768 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.124402 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0438436 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.00580249 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0630987 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.122757 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0777875 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0626975 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.045472 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.124402 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0275195 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00844312 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0888093 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.00339003 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.19536 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0946328 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0791908 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0209569 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.076282 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0663681 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0888643 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.1372 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0928603 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0850836 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0728286 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0209569 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.157971 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0585113 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.00514219 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.121207 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0303275 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0899908 # DEPENDENCYPART_SIBL
