# _root_ Náš brankář Hnilička inteligentní není a přesně to , co navrhoval agent Winter Hrbkovi , udělal .
#goldHeads=2,3,6,5,6,0,8,16,11,11,8,13,11,11,11,6,0,
#predictedHeads=2,3,5,3,6,0,8,16,11,11,8,14,14,11,11,6,0,
(6,8),(6,15),-0.0823108 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.442492 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.136401 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.284833 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0353397 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0353391 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0353391 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.235972 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.290879 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0987846 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0259344 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0260585 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0260585 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0212458 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.838679 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0591976 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0347116 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0347116 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.053078 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.487292 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.244712 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0344931 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0521962 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.487295 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.243998 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0521956 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.487292 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.243997 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.290879 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0987846 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0585475 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0555778 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00225321 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0392761 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0190885 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00611334 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0275414 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.105691 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0402971 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0516052 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00953669 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0632532 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0578471 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.122141 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.464941 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00622678 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0418405 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0242048 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0156408 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.262011 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.262697 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0418405 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0169207 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0551022 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0605404 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.122157 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.465043 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00637118 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0365796 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0242011 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0167084 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.264622 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.265308 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0365796 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0179884 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0559913 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0432505 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.321731 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0300678 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0472845 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.021209 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0580845 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.194775 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.194786 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0472845 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0596125 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0323411 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.303931 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0720726 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0135348 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0685356 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00251711 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0857864 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.085891 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0135348 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0172401 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0247571 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.130472 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0654244 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00271446 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0729695 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.32304 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.323051 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0654244 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0727985 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0876109 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0805673 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0103294 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.050023 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.197238 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.197255 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0805673 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0518493 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0488843 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.156672 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0089251 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0505016 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0505022 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0865464 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0096835 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0634296 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0341078 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0637397 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0618515 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0124781 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0341104 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00620223 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00458101 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00445694 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.039697 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.342171 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00385471 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.115887 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0024017 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0120265 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.130289 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00151982 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0120284 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.129575 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0096835 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0634296 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00767288 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0118807 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0304606 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.152506 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0233312 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00375529 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0207774 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0582758 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0157939 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.15854 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.162862 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.162862 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0144119 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00635389 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0277251 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.152558 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0234704 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00393633 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0207408 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0583943 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0148448 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.16131 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.165632 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.165632 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00930883 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.00540475 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0593669 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00121666 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0120302 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0214517 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0375828 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0113623 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00381468 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00141873 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00141873 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0314075 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.020573 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0441114 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.107758 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0544122 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0661455 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.692414 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0320513 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0345342 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0345342 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.106496 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.642819 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0598186 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00750608 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0392632 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0560228 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0552457 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0576416 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0576416 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0159761 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0484544 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0201742 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0260736 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0181839 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00220311 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00460489 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00460489 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0011999 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0125277 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0579643 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0524078 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.109778 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.112532 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.112532 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0194986 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0444107 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0952309 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.026102 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0242318 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0242318 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0316513 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0952335 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0219424 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0218049 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0218049 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0463289 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.364299 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0211284 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0211284 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0328457 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.023621 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0195038 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0352269 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0226553 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0352269 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0226533 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0437357 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.295369 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.239366 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.240288 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.240288 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00172265 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00184672 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00184672 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.127414 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.127414 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.127195 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.202063 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.185514 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0053328 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0473319 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0295258 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00485133 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.155578 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.215618 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0411782 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0398054 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0398054 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00220671 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0166933 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0299563 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.180107 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.00806713 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0444703 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0325284 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.00213752 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.152836 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.212904 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0306537 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.029281 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.029281 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00195534 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0122688 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0235649 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0103383 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0462392 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0278436 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0290126 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.032634 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.161937 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0486932 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0479956 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0479956 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0379158 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0810692 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.099328 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0344565 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0133278 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0319846 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.034085 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.162274 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0210192 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0218877 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0218877 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0111057 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0326479 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0238776 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0790587 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.039331 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.104904 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.129661 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0173345 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0180321 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0180321 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00948827 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0139736 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0654297 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0342748 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.144587 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0866861 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.046875 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0461747 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0461747 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0316438 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00706383 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.224197 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.284775 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.274866 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0651226 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0637242 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0637242 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.017875 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0219357 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.172189 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.114017 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0231947 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0250561 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0250563 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.186955 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0259525 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0201367 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.068449 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0670507 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0670507 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.151299 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0687773 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.165363 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.110383 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.108913 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0128356 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.024221 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.129482 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.108782 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.011426 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0243121 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.128405 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0108891 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0237713 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.127868 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.104471 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.111555 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.019687 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0242182 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.024218 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0280481 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0272077 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0604816 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0376005 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00825848 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0376004 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.00826062 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0150775 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0109896 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.024926 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00391011 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00343718 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0371462 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00871225 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.20461 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0150775 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.11183 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0481848 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0149427 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0134527 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0240845 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00474057 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00259588 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0128734 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0248516 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.003991 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0033628 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.024202 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00403159 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00267171 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0150759 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.11183 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0481762 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0304606 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.152506 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0233312 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0207774 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.494749 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.139972 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0116651 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0118807 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0118807 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00635389 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0325991 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0593669 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.00121666 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0214517 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.521095 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0734926 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0129173 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0127193 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0127193 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.020573 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.00459668 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0441114 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0544122 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.05324 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0393282 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0817453 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.080612 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.080612 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.642819 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0822839 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.00750608 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.173551 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0151316 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.00647412 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.00779421 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.00779421 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0484544 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00896536 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.144812 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.100522 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0195788 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0193903 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0193903 # DEPENDENCYPART_SIBL
