# _root_ Stačí jen , aby se jedné z nich pokusil násilím zmocnit oplzlý klient , a autoritativní šéfka kurtizán jej bez mrknutí oka odstřelí .
#goldHeads=15,1,4,1,9,11,6,7,4,11,9,13,9,15,0,17,23,17,23,23,20,21,15,0,
#predictedHeads=0,1,4,1,9,9,6,7,4,9,9,13,15,15,11,17,23,17,23,23,20,21,15,0,
(9,4),(9,11),0.00979429 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0328668 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.08335 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0352502 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0225147 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0328668 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0808711 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0808711 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0418019 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0808711 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0809433 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.00887312 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0149064 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0968477 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0653567 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0390432 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.294415 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0459652 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0472697 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0210856 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.294415 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0473774 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0473774 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0318811 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0473774 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0474496 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0402096 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0511757 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0268539 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0637192 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0724841 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0153543 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0390636 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0462483 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0724841 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0168569 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0168569 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0303274 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0168569 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0169291 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0625528 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0573123 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0472073 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0644825 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.044962 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0444747 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00252798 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0644825 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0473153 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0473153 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00144999 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0473153 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0474356 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0460409 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0182366 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0152718 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.115777 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0140018 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.248162 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0152718 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.115646 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.115646 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0315792 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.115646 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.115917 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0182209 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0969135 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0296439 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00249391 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.142733 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0969135 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0298628 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0298628 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0702946 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0298628 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0297724 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.234567 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.110476 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0514015 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0688172 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.345669 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.110397 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.110397 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0131691 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.110397 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.110488 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0500744 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00116241 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.228738 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00421915 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.09558 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.09558 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0717874 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.09558 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0958511 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0236485 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.140426 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0763589 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.110134 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.110134 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.126357 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.110134 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.110225 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.100227 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0522066 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0208993 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0208993 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0405204 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0208993 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0209897 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0371866 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.110397 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.110397 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0131691 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.110397 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.110488 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0500744 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.117579 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0228404 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.117579 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.11785 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.017295 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0228404 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.117579 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.11785 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.017295 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0140878 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0141782 # DEPENDENCYPART_SIBL
(9,20),(9,23),-0.0742958 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.11785 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.017295 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.017295 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0987259 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0398404 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0452456 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.142263 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0761407 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00162133 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.142263 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0738523 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0452556 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0246437 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0143443 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00118577 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0127649 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0112491 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00118577 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0105161 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0143543 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0724418 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.109729 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0176402 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0274879 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.109729 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0194756 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0724318 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0137666 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00208278 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.250246 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0137666 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00233445 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.259556 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0281145 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.115543 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.108925 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.028015 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00789198 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.307778 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0319606 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0626555 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.015853 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00118672 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00790309 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0126306 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.028015 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.00789198 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0116568 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0398179 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0952234 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0686351 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0397096 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0702682 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0305517 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.235095 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.00358405 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0182251 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0075111 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.010072 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0243828 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0182251 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00709841 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00709841 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0200263 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.00709841 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00721869 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0288599 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0838223 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0324271 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.022903 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00183784 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0588506 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0224718 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0550129 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0315696 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0628376 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0619263 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0366629 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0315696 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0643513 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0643513 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0116386 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0643513 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0644235 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0117988 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0500881 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0259831 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0105236 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0176277 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.116509 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0342798 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0274263 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0226234 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.181764 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00625435 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0274263 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00761151 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00761151 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.00527291 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.00761151 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.00753934 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.00056589 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0666868 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0782794 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.117438 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0730303 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0542694 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.031416 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0720108 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0295159 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0178854 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.031416 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0695319 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0695319 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0389306 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0695319 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.0696041 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.00117027 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.018039 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.091093 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0134279 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0476903 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.311281 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.050783 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0347428 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0081253 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.311281 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0521951 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0521951 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0504261 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0521951 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0522673 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.00988648 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.050937 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00867858 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0573296 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0724841 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00521869 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0363731 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0430698 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0724841 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00672127 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00672127 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.031748 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.00672127 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00679344 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.075676 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0456772 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0233534 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0521667 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0140454 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0294492 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0194904 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0521667 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0163987 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0163987 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0174454 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0163987 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.016519 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0473875 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00293522 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0170395 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00868594 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0115616 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0202147 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0170395 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00827325 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00827325 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0164727 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.00827325 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00839353 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.00753078 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0344681 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0283902 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00240445 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00432881 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0344681 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.031214 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.031214 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0322728 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.031214 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0313343 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0113077 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.114277 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0493901 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0674808 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.345669 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.114199 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.114199 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00837799 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.114199 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.114289 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0506334 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00438305 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.226738 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00488305 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0987176 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0987176 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0775928 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0987176 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0989887 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0248834 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.139006 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0762757 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.113853 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.113853 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.121482 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.113853 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.113943 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0995844 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0522065 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0247007 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0247007 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0357292 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0247007 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0247911 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0366275 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.114199 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.114199 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.00837799 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.114199 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.114289 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0506334 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.120716 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0286458 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.120716 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.120987 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.01606 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0286458 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.120716 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.120987 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.01606 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0120433 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0121337 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.068132 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.120987 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.01606 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.01606 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0236119 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0278373 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00303603 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.121757 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.108337 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.039032 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.130707 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.236636 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.113564 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.00151279 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0213346 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.010674 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.061673 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.061673 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0371268 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0987299 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0398442 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.113928 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.33075 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.119687 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0569896 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.00150359 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.142265 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0738554 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0738554 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0440531 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0246439 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0366173 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.179394 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.134246 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.00792495 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0111303 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00118576 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0105181 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0105181 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0131541 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0670998 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0762301 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0760708 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0477047 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0276068 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.109729 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0194736 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0194736 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0736321 # DEPENDENCYPART_SIBL
