# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,11,7,8,9,12,0,12,15,13,17,18,12,0,
(6,2),(6,5),-0.00369777 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0308269 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.024822 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0567558 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0546054 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0205067 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0156351 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00653516 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0196959 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0145103 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0171215 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0223071 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0594571 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0160931 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.124969 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.263726 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.263734 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0161877 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0850739 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0487899 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0331317 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0305579 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0256207 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0590023 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0129258 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0483184 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.102289 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0329044 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0636825 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.124969 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.263726 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.263734 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0161877 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0850739 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0487899 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0331317 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0305579 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0256207 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0590023 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0129258 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0483184 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.102289 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0329044 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0636825 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.016446 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0165102 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00412665 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0135553 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0180602 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.014318 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0343656 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0431564 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0437863 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0256597 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0181033 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0768152 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0141173 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0237725 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0198736 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.035181 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00892073 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00827399 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.652639 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0201762 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.205337 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0324681 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0466586 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00663661 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.114799 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.653805 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00916909 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0350483 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0206573 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00346258 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.64713 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0263751 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.202761 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0192922 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0469417 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.00509996 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.115084 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.648296 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00256748 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0894264 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0531423 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0331506 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0317223 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0294579 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0590729 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0129257 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0526709 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.10235 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0329234 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0680349 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0381728 # DEPENDENCYPART_SIBL
(7,8),(7,10),5.69352e-05 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0532509 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.481883 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0449435 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.00355422 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0374475 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0334416 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.00244492 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0410198 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.000479666 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0521967 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.478893 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0321914 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.000615926 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0345079 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0263184 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00223586 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0380802 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0173502 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.477854 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0244532 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0811513 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.193298 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0399754 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.294799 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.190599 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.28633 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00797056 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.145571 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0353713 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0315951 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0480285 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0358093 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.055981 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0177096 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0238893 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0026818 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0316329 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0241385 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0889365 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00125276 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0230103 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0264865 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.00106832 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0102086 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.00398943 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0131944 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0108085 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0263209 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.00538322 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0380803 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.035941 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0367793 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.190599 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0176961 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0162523 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.102959 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0111145 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0136281 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.10679 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00981589 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00396382 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0443918 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0154173 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00541274 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0243311 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0356505 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.019715 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0325791 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0157789 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00769354 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.108987 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0163339 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0188124 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0144268 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0134527 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00586585 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00366611 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0181436 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00831197 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0160725 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00654703 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0240845 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0104142 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0969366 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0347222 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.018408 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.043881 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.00850398 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0212471 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00586585 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00366611 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0181436 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00831197 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0160725 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00654703 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0240845 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0104142 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0969366 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0347222 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.018408 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.043881 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00850398 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0212471 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00656028 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.197989 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0178046 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.183356 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.113994 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0143256 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00547755 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0588691 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0768204 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0132873 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0146264 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.117825 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0169644 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.198233 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0177327 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.1836 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.116318 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0153016 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0127911 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0983459 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.064273 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0235302 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0271725 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.120149 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0198531 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00556654 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00784354 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00924467 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0236803 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0208916 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0943477 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0320057 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0254745 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0412251 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0112016 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0283136 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0189256 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00542701 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0413265 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0220015 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.026024 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0358894 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0122275 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0559618 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00687594 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.014331 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00695383 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0275332 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00986363 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0970943 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0348799 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0131573 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0440401 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00891077 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0159964 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.015513 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00517578 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0246377 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0715757 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0280495 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0111229 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.10897 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.024873 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0186937 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0207379 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0554906 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00761828 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0585146 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0189605 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0079044 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0781155 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0284522 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00216405 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0142862 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0144082 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00257891 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00585784 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0131184 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0090119 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0249671 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0133039 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0149373 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00473918 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0431309 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0152938 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0129916 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0348081 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0634949 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.049049 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0122465 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0248609 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.119321 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0712537 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0604831 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0604978 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.119056 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.144965 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.121942 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.11805 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0233055 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00050284 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0631281 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0371444 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00441776 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.00205221 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0712537 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0604831 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0604978 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.119056 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.144965 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.121942 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.11805 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0233055 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00050284 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0631281 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0371444 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.00441776 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.00205221 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0860903 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0860675 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.196293 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.218604 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.199491 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.195838 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.398066 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.179379 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.338536 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.187849 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.318308 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.312589 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.15348 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.153016 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0832379 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.148176 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.147659 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00539341 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0418001 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0370482 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0200059 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00637342 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0032437 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.153103 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0831808 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.148263 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.147746 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.000419398 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0389443 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0505091 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0200088 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0184654 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0153357 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.144965 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.1192 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.115309 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0244699 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00333429 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0631987 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0371445 # DEPENDENCYPART_SIBL
(10,6),(10,15),-6.53256e-05 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.00230023 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00806203 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00766741 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00331081 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0313366 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00101607 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0316381 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0147269 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0120784 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.118047 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0265967 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.000738598 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0631284 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0371446 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00951104 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.00714549 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0233203 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.000505758 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0631319 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0371473 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00443461 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00206906 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0140119 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00973061 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0151458 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0103246 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0112782 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.088955 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.033057 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00519869 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00400007 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0536294 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0237522 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0230348 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0261935 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0272272 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.113832 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0110567 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.4948 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.027724 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0108718 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0234704 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.013677 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0106603 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0310733 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0187289 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0313051 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.165249 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0354376 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00815197 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.4948 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.027724 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0108718 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0234704 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.013677 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0106603 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0310733 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0187289 # DEPENDENCYPART_SIBL
