# _root_ Havel se vyslovil pro to , co si myslí většina na obou stranách : Měli bychom hledět do budoucnosti , aniž by se zapomnělo poučení minulosti .
#goldHeads=3,3,0,3,14,9,9,9,5,9,10,13,11,4,14,15,15,17,18,21,17,24,24,21,24,25,0,
#predictedHeads=3,3,0,3,4,9,9,9,5,9,10,13,11,0,14,15,15,17,18,21,17,24,24,21,24,25,0,
(15,7),(15,9),0.011097 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0203846 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.115141 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0434221 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.00940742 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.143099 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.12716 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.115945 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0410311 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.131924 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.116214 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.162351 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.115801 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.158532 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.131101 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.102207 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0583255 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.160529 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0408071 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0285589 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.155862 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.100649 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0894072 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0521464 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0343065 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0524102 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0413499 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.089264 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0586273 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.0334866 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0120215 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0129692 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0596255 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0226706 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.138849 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0268083 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0430002 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00332462 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0284518 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00137529 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0862646 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.0430111 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0362032 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.0296908 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.00652837 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0328015 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.180808 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.122748 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0192987 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00527004 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.00475606 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.115552 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0227167 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0519986 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0041209 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.12211 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.114095 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.125364 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0691448 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.237935 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0715655 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.060795 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.115286 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0518176 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0419352 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0208208 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0588621 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0433751 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0509138 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0710411 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.114209 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0763952 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0650721 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0710514 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.034085 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0690883 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0065044 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0639232 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0394257 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0349755 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.137974 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0271301 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0131013 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00700428 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0826669 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0177404 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0272058 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0119522 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0892252 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0812095 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0473789 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0909862 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0261104 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00314327 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0920676 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.113608 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0910682 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0051428 # DEPENDENCYPART_SIBL
(15,14),(15,26),0.00354998 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.180679 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.107472 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0517952 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0379534 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0451156 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.173332 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0530534 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.0509758 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0657647 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0629502 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0263345 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0458562 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.201431 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0642084 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.0621308 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0375954 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00915901 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.086031 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.00993136 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0405044 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.037321 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0445428 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0157381 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0305237 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.129687 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.129745 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00504732 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0949859 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.108521 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.110921 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0254159 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0055815 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.00318162 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0648135 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.0627359 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.134436 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0337073 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0102044 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0303728 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0272809 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.132375 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.1894 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.00911576 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0105468 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.161656 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0143425 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0417118 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.174971 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.13003 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.00217603 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0168993 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0283423 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.00887568 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0212707 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0397422 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.00737966 # DEPENDENCYPART_SIBL
(17,1),(17,25),-0.015434 # DEPENDENCYPART_SIBL
(17,1),(17,26),-0.00741827 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0149003 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.173638 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0262003 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.213826 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.240915 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0291263 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0191389 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0682972 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.204676 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0131845 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0308192 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.114527 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0407031 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0337237 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0162312 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0539587 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0346997 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0147288 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.011078 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0805686 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.0531352 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.00241672 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0422339 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0933692 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.150162 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0148409 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.238936 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.00194968 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.00138751 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0608555 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0125988 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.141791 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.253888 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.230726 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0139478 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.00828092 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0136183 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0459825 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.00992532 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0160324 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.00951993 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0636093 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.32123 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.150648 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.00439987 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.00691108 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0522442 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.104162 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0893559 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0728213 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.238883 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.00671322 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0172879 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0329033 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.019171 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.00326485 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0639449 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.00763695 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.0276135 # DEPENDENCYPART_SIBL
(17,4),(17,26),0.0200759 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.283572 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.273429 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0145523 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0112247 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.00382031 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.00754471 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0717294 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0403774 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.186758 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0328013 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0234992 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.00393705 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0716829 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0178481 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.030896 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0305013 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.0982904 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.0708595 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.107785 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.00528646 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.110065 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0304269 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0356637 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.00521649 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0259472 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.124431 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0861646 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.167121 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0107079 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0017254 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.181373 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0483209 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.00430243 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.008906 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.00343373 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.13767 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0138754 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0473344 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.141244 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.033147 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0175424 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.134904 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.00891949 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.015778 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0142351 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0750094 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.151326 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.141698 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0772703 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.101617 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.074186 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.100343 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0884959 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.192554 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0279909 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0587293 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.145126 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.120589 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.111343 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.012648 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.034027 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.00407194 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0706245 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0449823 # DEPENDENCYPART_SIBL
(17,8),(17,25),0.00970624 # DEPENDENCYPART_SIBL
(17,8),(17,26),0.0348469 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.00146485 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.00325602 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0584954 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.00918427 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.138107 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.250721 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.227559 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0141152 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0144442 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0155027 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0447359 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0192479 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0221957 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0156833 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0165461 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0384196 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.17131 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.129441 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0214327 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.040508 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0227674 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0606755 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.00693289 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0500718 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.00791052 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0672339 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0592181 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.102803 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0372766 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.2162 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.119489 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.101775 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.094889 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.00756385 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00470413 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0425427 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0549743 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0160064 # DEPENDENCYPART_SIBL
(17,11),(17,26),0.00846762 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0587376 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.112892 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0197333 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.00119239 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0689685 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0013763 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0566719 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.000583788 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0754859 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.00671695 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.00226676 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.144667 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0129131 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00616223 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0250156 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0277904 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00195662 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0252789 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0157418 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0343487 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0263329 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0194925 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0789745 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0114333 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00996331 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0924959 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0904895 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0658598 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.00167723 # DEPENDENCYPART_SIBL
(17,14),(17,26),0.01037 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.229228 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0204243 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00286418 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0180594 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0388888 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0122543 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0106157 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.00410319 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0902775 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0116146 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.109454 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.125568 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0547557 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.00386316 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.0103756 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0415418 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00160193 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0695064 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0267846 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0444508 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0412674 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0101952 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.032696 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0122101 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.108348 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.108406 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00980609 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0996015 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.105322 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.107722 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.00899305 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.00477767 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.00237779 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.0342185 # DEPENDENCYPART_SIBL
(17,24),(17,26),0.0321409 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.113098 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.259593 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.913585 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.491697 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.299213 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0821739 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0904482 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0738302 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.121929 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0959051 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0438952 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0129951 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0102695 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0219046 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.195194 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0796229 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.00136923 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.00566065 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.026205 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.21043 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.00216082 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0375875 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.050776 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.052147 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.665057 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0122335 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.0121019 # DEPENDENCYPART_SIBL
