# _root_ Záplava objevů v infračerveném světle je prostě neuvěřitelná : poznali jsme , jak velká složka hmoty ve vesmíru je chladná , vlastně přímo mrazivá .
#goldHeads=6,1,2,5,3,9,6,6,0,9,10,21,14,15,19,15,16,17,21,19,10,21,24,21,0,
#predictedHeads=6,1,2,5,3,9,8,6,0,9,10,21,14,15,19,15,15,17,21,19,9,24,24,21,0,
(11,10),(11,15),0.0133195 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0133388 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0049028 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0361286 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0167079 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0268895 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0555713 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0670104 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0687945 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.100549 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0806861 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0410468 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0666853 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0462153 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0453048 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.110902 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0230972 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.104276 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.102483 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.105387 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0510697 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.012479 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.342001 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.11387 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.00640396 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0452063 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.02053 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0249317 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0465758 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.021709 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0228341 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.033444 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0938444 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0508015 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.135782 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0124252 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0277203 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0809393 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.140017 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0949426 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0586162 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00952546 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.154213 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0164515 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.00930883 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0131556 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0120783 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0158637 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0768537 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0799929 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.1326 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0431485 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.078714 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0594564 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0569411 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0155964 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0199303 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0200765 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0134106 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.02581 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0566017 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0730625 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.242372 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0127624 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.074811 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0300345 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0447662 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0225966 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.940096 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0023078 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0653157 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.085799 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0440785 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.101263 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0989707 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.105468 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.153946 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0465369 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00185588 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00164062 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0380765 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.17284 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.213362 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0364828 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0734886 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.037341 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0498959 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.555173 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00594021 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.039717 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0313935 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0431753 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0106673 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.13515 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0871739 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0724212 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0309288 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00146874 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.126533 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0113683 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0144135 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.017631 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0528791 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0827165 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00552439 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0171837 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.707581 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0383604 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.114248 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.134482 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0971625 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0424713 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0614016 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.611996 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0348107 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.122202 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.145846 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0163222 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0446863 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0785661 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0340133 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.111837 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.115164 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0397086 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0661406 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0185255 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0185852 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.030662 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0323496 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0351527 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0617807 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.06282 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.112773 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.039238 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0328477 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0335975 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0253314 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0760286 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0833509 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.112962 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0465522 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0386647 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0287071 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0316794 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0486577 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0461031 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0981551 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00109186 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0700337 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0700726 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.132644 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0962145 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0130685 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0887197 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0887586 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0921505 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.246351 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.109132 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0961783 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.351621 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0642726 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.065247 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0419011 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.111528 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0268055 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0280856 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.000567298 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0288176 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0165353 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0209575 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0652326 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.30429 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.317706 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.303873 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.305294 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0349585 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0305363 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00975067 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.11 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0729379 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0912846 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0103125 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0244994 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0196305 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.00405193 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00108415 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0217013 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00221037 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0164077 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0942108 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.00883226 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.00419172 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.0942108 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0482048 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0198261 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.013847 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0247091 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00583035 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.022447 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0450559 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0455515 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.00270644 # DEPENDENCYPART_SIBL
(15,7),(15,23),-5.37385e-05 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0455515 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.201407 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0547313 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0209612 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0169342 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0044265 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0172469 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0176716 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0318501 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.026442 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0176716 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0609356 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0598446 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0255928 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.057583 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.129827 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.097377 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0487603 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0466135 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.097377 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.044464 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0141923 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0433378 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00108658 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.103649 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00433092 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0173549 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.103649 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.123652 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0620691 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00647924 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0346415 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.000417424 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00731711 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0346415 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0334295 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0260366 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0217759 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0160381 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.00330384 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0217759 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0466576 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0724717 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0395531 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0326534 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0724717 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0120829 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0448421 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.047298 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0120829 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0159892 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0121717 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.108449 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0129656 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.083436 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0624632 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.186043 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.013244 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0422923 # DEPENDENCYPART_SIBL
(16,14),(16,19),5.4312e-05 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.102296 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00274639 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0157704 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.102296 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0435433 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0201063 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0348462 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00323138 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0118441 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0343761 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.00323138 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0335461 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0262368 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0212582 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0160281 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.00329383 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0212582 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0456396 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0707687 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0388735 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0319738 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0707687 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0126002 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0448523 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0473082 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0126002 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0161615 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0123441 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.109129 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0129924 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.082902 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0619292 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.088416 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0670441 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.416032 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0161235 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0345988 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.00357358 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.00357358 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0296318 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00106414 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.00106414 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0126017 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0126017 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.108932 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.378139 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.173092 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.38058 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0671842 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0464314 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.249044 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.165769 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.100516 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0161771 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.147293 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.211022 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.249275 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.373718 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.374784 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.145314 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.378506 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0775994 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.00405706 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0849709 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0999019 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0775994 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.0302858 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.173092 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.38058 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0671842 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0464314 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.249044 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.165769 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.100516 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0161771 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.147293 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.211022 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.249275 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.373718 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.374784 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.145314 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.378506 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0775994 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.00405706 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0849709 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0999019 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0775994 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0302858 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.14403 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0611949 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0587658 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.199756 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.282578 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0843986 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.176496 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.351147 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.270017 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.200717 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.138779 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.143225 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.172521 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.144489 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0113438 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0624624 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0281106 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0877935 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.0113438 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.147539 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0562665 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0220353 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.238082 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.154847 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0895836 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0052445 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.136411 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.186626 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.238312 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.354284 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.355351 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.134428 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.359072 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0733245 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.00833192 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.0892457 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.0956271 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0733245 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0260109 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0202969 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0758453 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.136801 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.3106 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.265597 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0927004 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.142074 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0768715 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0522942 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0567455 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0163483 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0567567 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0110823 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0207734 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.062934 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0826068 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0110823 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0586458 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.0159187 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.137269 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0101897 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.209364 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.11698 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.178086 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0162584 # DEPENDENCYPART_SIBL
