# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,16,16,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(19,14),-2.07947 # DEPENDENCYPART_ARC
(19,15),0.23057 # DEPENDENCYPART_ARC
(19,16),-0.0399015 # DEPENDENCYPART_ARC
(19,17),2.50326 # DEPENDENCYPART_ARC
(19,18),3.27221 # DEPENDENCYPART_ARC
(19,20),1.12175 # DEPENDENCYPART_ARC
(19,21),2.46182 # DEPENDENCYPART_ARC
(19,22),0.480593 # DEPENDENCYPART_ARC
(19,23),-1.20724 # DEPENDENCYPART_ARC
(19,24),-1.02305 # DEPENDENCYPART_ARC
(19,25),-5.19051 # DEPENDENCYPART_ARC
(19,26),-2.59021 # DEPENDENCYPART_ARC
(19,27),-1.87642 # DEPENDENCYPART_ARC
(19,28),-0.181435 # DEPENDENCYPART_ARC
(19,29),-0.173451 # DEPENDENCYPART_ARC
(19,30),-0.650672 # DEPENDENCYPART_ARC
(20,1),-2.57215 # DEPENDENCYPART_ARC
(20,2),-0.841624 # DEPENDENCYPART_ARC
(20,3),-1.55076 # DEPENDENCYPART_ARC
(20,4),-1.42593 # DEPENDENCYPART_ARC
(20,5),-1.60922 # DEPENDENCYPART_ARC
(20,6),-1.38778 # DEPENDENCYPART_ARC
(20,7),-1.9579 # DEPENDENCYPART_ARC
(20,8),-0.423639 # DEPENDENCYPART_ARC
(20,9),-0.921584 # DEPENDENCYPART_ARC
(20,10),-1.84707 # DEPENDENCYPART_ARC
(20,11),0.00751199 # DEPENDENCYPART_ARC
(20,12),-0.846656 # DEPENDENCYPART_ARC
(20,13),-0.920425 # DEPENDENCYPART_ARC
(20,14),-1.53597 # DEPENDENCYPART_ARC
(20,15),-0.0124618 # DEPENDENCYPART_ARC
(20,16),-0.0987941 # DEPENDENCYPART_ARC
(20,17),-0.961083 # DEPENDENCYPART_ARC
(20,18),-0.225084 # DEPENDENCYPART_ARC
(20,19),-0.839983 # DEPENDENCYPART_ARC
(20,21),0.160563 # DEPENDENCYPART_ARC
(20,22),-0.655034 # DEPENDENCYPART_ARC
(20,23),-2.0824 # DEPENDENCYPART_ARC
(20,24),-1.84229 # DEPENDENCYPART_ARC
(20,25),-2.99589 # DEPENDENCYPART_ARC
(20,26),-1.37561 # DEPENDENCYPART_ARC
(20,27),-2.80141 # DEPENDENCYPART_ARC
(20,28),-1.05993 # DEPENDENCYPART_ARC
(20,29),-1.16072 # DEPENDENCYPART_ARC
(20,30),-1.34685 # DEPENDENCYPART_ARC
(21,1),-1.68299 # DEPENDENCYPART_ARC
(21,2),-2.33438 # DEPENDENCYPART_ARC
(21,3),-3.17312 # DEPENDENCYPART_ARC
(21,4),-2.40904 # DEPENDENCYPART_ARC
(21,5),-3.4161 # DEPENDENCYPART_ARC
(21,6),-3.37253 # DEPENDENCYPART_ARC
(21,7),-2.14988 # DEPENDENCYPART_ARC
(21,8),-2.01546 # DEPENDENCYPART_ARC
(21,9),-1.21147 # DEPENDENCYPART_ARC
(21,10),-2.89762 # DEPENDENCYPART_ARC
(21,11),-0.949636 # DEPENDENCYPART_ARC
(21,13),-1.78878 # DEPENDENCYPART_ARC
(21,14),-2.32905 # DEPENDENCYPART_ARC
(21,15),-0.186876 # DEPENDENCYPART_ARC
(21,16),-0.831059 # DEPENDENCYPART_ARC
(21,17),-0.956322 # DEPENDENCYPART_ARC
(21,19),-0.683071 # DEPENDENCYPART_ARC
(21,20),2.86921 # DEPENDENCYPART_ARC
(21,22),2.6882 # DEPENDENCYPART_ARC
(21,23),-0.981591 # DEPENDENCYPART_ARC
(21,24),-0.812982 # DEPENDENCYPART_ARC
(21,25),-2.28982 # DEPENDENCYPART_ARC
(21,26),1.69339 # DEPENDENCYPART_ARC
(21,27),-1.73459 # DEPENDENCYPART_ARC
(21,28),-0.0134039 # DEPENDENCYPART_ARC
(21,29),0.346995 # DEPENDENCYPART_ARC
(21,30),0.142867 # DEPENDENCYPART_ARC
(22,1),-3.55406 # DEPENDENCYPART_ARC
(22,2),-5.28203 # DEPENDENCYPART_ARC
(22,3),-3.656 # DEPENDENCYPART_ARC
(22,4),-5.70514 # DEPENDENCYPART_ARC
(22,5),-4.51369 # DEPENDENCYPART_ARC
(22,6),-5.55996 # DEPENDENCYPART_ARC
(22,7),-2.62405 # DEPENDENCYPART_ARC
(22,8),-3.95568 # DEPENDENCYPART_ARC
(22,9),-2.55413 # DEPENDENCYPART_ARC
(22,10),-3.01185 # DEPENDENCYPART_ARC
(22,11),-2.8498 # DEPENDENCYPART_ARC
(22,13),-3.1369 # DEPENDENCYPART_ARC
(22,14),-3.32739 # DEPENDENCYPART_ARC
(22,15),-2.44621 # DEPENDENCYPART_ARC
(22,16),-2.65502 # DEPENDENCYPART_ARC
(22,17),-1.00598 # DEPENDENCYPART_ARC
(22,18),0.239614 # DEPENDENCYPART_ARC
(22,19),-4.20059 # DEPENDENCYPART_ARC
(22,20),-1.29593 # DEPENDENCYPART_ARC
(22,21),-1.20779 # DEPENDENCYPART_ARC
(22,23),2.90406 # DEPENDENCYPART_ARC
(22,24),1.14232 # DEPENDENCYPART_ARC
(22,25),-1.15749 # DEPENDENCYPART_ARC
(22,26),-1.12287 # DEPENDENCYPART_ARC
(22,27),1.38672 # DEPENDENCYPART_ARC
(22,28),-0.765115 # DEPENDENCYPART_ARC
(22,29),-0.879265 # DEPENDENCYPART_ARC
(22,30),-1.24234 # DEPENDENCYPART_ARC
(23,1),-12.6331 # DEPENDENCYPART_ARC
(23,2),-4.02842 # DEPENDENCYPART_ARC
(23,3),-3.83291 # DEPENDENCYPART_ARC
(23,4),-6.45438 # DEPENDENCYPART_ARC
(23,5),-8.56261 # DEPENDENCYPART_ARC
(23,6),-11.7812 # DEPENDENCYPART_ARC
(23,7),-1.97563 # DEPENDENCYPART_ARC
(23,8),-3.16753 # DEPENDENCYPART_ARC
(23,9),-3.97059 # DEPENDENCYPART_ARC
(23,10),-8.60827 # DEPENDENCYPART_ARC
(23,11),-4.36931 # DEPENDENCYPART_ARC
(23,12),-2.80567 # DEPENDENCYPART_ARC
(23,13),-8.10967 # DEPENDENCYPART_ARC
(23,14),-7.82573 # DEPENDENCYPART_ARC
(23,15),-1.60004 # DEPENDENCYPART_ARC
(23,16),-3.41612 # DEPENDENCYPART_ARC
(23,17),-2.0365 # DEPENDENCYPART_ARC
(23,18),-5.04435 # DEPENDENCYPART_ARC
(23,19),-2.39156 # DEPENDENCYPART_ARC
(23,20),-1.38183 # DEPENDENCYPART_ARC
(23,21),-1.32281 # DEPENDENCYPART_ARC
(23,22),-0.468098 # DEPENDENCYPART_ARC
(23,24),2.10049 # DEPENDENCYPART_ARC
(23,25),1.13011 # DEPENDENCYPART_ARC
(23,26),-0.984246 # DEPENDENCYPART_ARC
(23,27),-2.68787 # DEPENDENCYPART_ARC
(23,28),-1.03539 # DEPENDENCYPART_ARC
(23,29),-1.47005 # DEPENDENCYPART_ARC
(23,30),-2.08395 # DEPENDENCYPART_ARC
(24,1),-5.77371 # DEPENDENCYPART_ARC
(24,2),-4.27889 # DEPENDENCYPART_ARC
(24,3),-4.47439 # DEPENDENCYPART_ARC
(24,4),-3.75732 # DEPENDENCYPART_ARC
(24,5),-4.53359 # DEPENDENCYPART_ARC
(24,6),-5.12345 # DEPENDENCYPART_ARC
(24,7),-1.64529 # DEPENDENCYPART_ARC
(24,8),-2.9381 # DEPENDENCYPART_ARC
(24,9),-2.95804 # DEPENDENCYPART_ARC
(24,10),-4.1594 # DEPENDENCYPART_ARC
(24,11),-2.95969 # DEPENDENCYPART_ARC
(24,12),-3.97844 # DEPENDENCYPART_ARC
(24,13),-4.33842 # DEPENDENCYPART_ARC
(24,14),-4.20723 # DEPENDENCYPART_ARC
(24,15),-1.45222 # DEPENDENCYPART_ARC
(24,16),-2.63059 # DEPENDENCYPART_ARC
(24,17),-2.75168 # DEPENDENCYPART_ARC
(24,19),-3.16029 # DEPENDENCYPART_ARC
(24,20),-0.961552 # DEPENDENCYPART_ARC
(24,21),-1.63426 # DEPENDENCYPART_ARC
(24,23),-1.29486 # DEPENDENCYPART_ARC
(24,25),5.39395 # DEPENDENCYPART_ARC
(24,26),-1.04008 # DEPENDENCYPART_ARC
(24,27),-2.05871 # DEPENDENCYPART_ARC
(24,28),-0.91878 # DEPENDENCYPART_ARC
(24,29),-1.31637 # DEPENDENCYPART_ARC
(24,30),-1.6235 # DEPENDENCYPART_ARC
(25,1),-11.7478 # DEPENDENCYPART_ARC
(25,2),-4.04227 # DEPENDENCYPART_ARC
(25,3),-4.19951 # DEPENDENCYPART_ARC
(25,4),-6.69685 # DEPENDENCYPART_ARC
(25,5),-7.50379 # DEPENDENCYPART_ARC
(25,6),-11.3537 # DEPENDENCYPART_ARC
(25,7),-2.31974 # DEPENDENCYPART_ARC
(25,8),-3.75084 # DEPENDENCYPART_ARC
(25,9),-4.39936 # DEPENDENCYPART_ARC
(25,10),-8.17944 # DEPENDENCYPART_ARC
(25,11),-4.8754 # DEPENDENCYPART_ARC
(25,12),-3.25581 # DEPENDENCYPART_ARC
(25,13),-7.88645 # DEPENDENCYPART_ARC
(25,14),-6.92918 # DEPENDENCYPART_ARC
(25,15),-1.89388 # DEPENDENCYPART_ARC
(25,16),-4.13456 # DEPENDENCYPART_ARC
(25,17),-2.18017 # DEPENDENCYPART_ARC
(25,18),-5.59731 # DEPENDENCYPART_ARC
(25,19),-3.35916 # DEPENDENCYPART_ARC
(25,20),-1.84074 # DEPENDENCYPART_ARC
(25,21),-2.63764 # DEPENDENCYPART_ARC
(25,22),-1.12036 # DEPENDENCYPART_ARC
(25,23),-2.42508 # DEPENDENCYPART_ARC
(25,24),0.850995 # DEPENDENCYPART_ARC
(25,26),-0.651605 # DEPENDENCYPART_ARC
(25,27),-1.80227 # DEPENDENCYPART_ARC
(25,28),-0.479642 # DEPENDENCYPART_ARC
(25,29),-1.07895 # DEPENDENCYPART_ARC
(25,30),-1.81612 # DEPENDENCYPART_ARC
(26,1),-0.811197 # DEPENDENCYPART_ARC
(26,2),-3.30095 # DEPENDENCYPART_ARC
(26,3),-1.00067 # DEPENDENCYPART_ARC
(26,4),-4.34502 # DEPENDENCYPART_ARC
(26,5),-3.10593 # DEPENDENCYPART_ARC
(26,6),-3.05917 # DEPENDENCYPART_ARC
(26,7),-1.05539 # DEPENDENCYPART_ARC
(26,8),-1.74528 # DEPENDENCYPART_ARC
(26,9),0.358023 # DEPENDENCYPART_ARC
(26,10),-0.554977 # DEPENDENCYPART_ARC
(26,11),-0.438692 # DEPENDENCYPART_ARC
(26,12),-3.12614 # DEPENDENCYPART_ARC
(26,13),0.163847 # DEPENDENCYPART_ARC
(26,14),-1.64495 # DEPENDENCYPART_ARC
(26,15),-1.85415 # DEPENDENCYPART_ARC
(26,16),-1.14594 # DEPENDENCYPART_ARC
(26,17),0.977829 # DEPENDENCYPART_ARC
(26,18),0.48044 # DEPENDENCYPART_ARC
(26,19),-1.57524 # DEPENDENCYPART_ARC
(26,20),-0.925794 # DEPENDENCYPART_ARC
(26,21),-0.739146 # DEPENDENCYPART_ARC
(26,22),3.11219 # DEPENDENCYPART_ARC
(26,23),1.6918 # DEPENDENCYPART_ARC
(26,24),0.173249 # DEPENDENCYPART_ARC
(26,25),-0.672552 # DEPENDENCYPART_ARC
(26,27),4.40938 # DEPENDENCYPART_ARC
(26,28),-0.0583058 # DEPENDENCYPART_ARC
(26,29),0.161057 # DEPENDENCYPART_ARC
(26,30),-0.286671 # DEPENDENCYPART_ARC
(27,1),-5.05892 # DEPENDENCYPART_ARC
(27,2),-4.39215 # DEPENDENCYPART_ARC
(27,3),-2.89923 # DEPENDENCYPART_ARC
(27,4),-3.46415 # DEPENDENCYPART_ARC
(27,5),-4.02782 # DEPENDENCYPART_ARC
(27,6),-4.45164 # DEPENDENCYPART_ARC
(27,7),-2.06934 # DEPENDENCYPART_ARC
(27,8),-2.42556 # DEPENDENCYPART_ARC
(27,9),-2.42622 # DEPENDENCYPART_ARC
(27,10),-3.56074 # DEPENDENCYPART_ARC
(27,11),-2.43808 # DEPENDENCYPART_ARC
(27,12),-3.61595 # DEPENDENCYPART_ARC
(27,13),-3.80426 # DEPENDENCYPART_ARC
(27,14),-3.50629 # DEPENDENCYPART_ARC
(27,15),-2.29851 # DEPENDENCYPART_ARC
(27,16),-2.16662 # DEPENDENCYPART_ARC
(27,17),-2.10148 # DEPENDENCYPART_ARC
(27,18),-0.969535 # DEPENDENCYPART_ARC
(27,19),-2.64941 # DEPENDENCYPART_ARC
(27,20),-1.48841 # DEPENDENCYPART_ARC
(27,21),-1.33041 # DEPENDENCYPART_ARC
(27,22),-0.751546 # DEPENDENCYPART_ARC
(27,23),-0.714447 # DEPENDENCYPART_ARC
(27,24),0.494994 # DEPENDENCYPART_ARC
(27,25),-2.03889 # DEPENDENCYPART_ARC
(27,26),-1.39052 # DEPENDENCYPART_ARC
(27,28),0.559086 # DEPENDENCYPART_ARC
(27,29),-0.357367 # DEPENDENCYPART_ARC
(27,30),-1.01956 # DEPENDENCYPART_ARC
(28,1),-5.76125 # DEPENDENCYPART_ARC
(28,2),-3.90889 # DEPENDENCYPART_ARC
(28,3),-4.51775 # DEPENDENCYPART_ARC
(28,4),-2.93251 # DEPENDENCYPART_ARC
(28,5),-3.54153 # DEPENDENCYPART_ARC
(28,6),-4.34207 # DEPENDENCYPART_ARC
(28,7),-4.28062 # DEPENDENCYPART_ARC
(28,8),-3.0559 # DEPENDENCYPART_ARC
(28,9),-2.96787 # DEPENDENCYPART_ARC
(28,10),-3.4212 # DEPENDENCYPART_ARC
(28,11),-2.64894 # DEPENDENCYPART_ARC
(28,12),-2.73785 # DEPENDENCYPART_ARC
(28,13),-3.85402 # DEPENDENCYPART_ARC
(28,14),-3.07889 # DEPENDENCYPART_ARC
(28,15),-2.96027 # DEPENDENCYPART_ARC
(28,16),-3.12864 # DEPENDENCYPART_ARC
(28,17),-2.86846 # DEPENDENCYPART_ARC
(28,18),-2.37486 # DEPENDENCYPART_ARC
(28,19),-2.9515 # DEPENDENCYPART_ARC
(28,20),-2.34085 # DEPENDENCYPART_ARC
(28,21),-2.02322 # DEPENDENCYPART_ARC
(28,22),-1.94082 # DEPENDENCYPART_ARC
(28,23),-2.1179 # DEPENDENCYPART_ARC
(28,24),-1.92149 # DEPENDENCYPART_ARC
(28,25),-1.35538 # DEPENDENCYPART_ARC
(28,26),-2.06176 # DEPENDENCYPART_ARC
(28,27),-0.122632 # DEPENDENCYPART_ARC
(28,29),-0.452859 # DEPENDENCYPART_ARC
(28,30),-1.42509 # DEPENDENCYPART_ARC
(29,1),-5.70021 # DEPENDENCYPART_ARC
(29,2),-4.02746 # DEPENDENCYPART_ARC
(29,3),-4.7394 # DEPENDENCYPART_ARC
(29,4),-3.29628 # DEPENDENCYPART_ARC
(29,5),-3.77014 # DEPENDENCYPART_ARC
(29,6),-4.11618 # DEPENDENCYPART_ARC
(29,7),-4.67791 # DEPENDENCYPART_ARC
(29,8),-3.79831 # DEPENDENCYPART_ARC
(29,9),-3.26532 # DEPENDENCYPART_ARC
(29,10),-3.50427 # DEPENDENCYPART_ARC
(29,11),-3.00046 # DEPENDENCYPART_ARC
(29,12),-3.07074 # DEPENDENCYPART_ARC
(29,13),-3.89745 # DEPENDENCYPART_ARC
(29,14),-3.36077 # DEPENDENCYPART_ARC
(29,15),-3.22017 # DEPENDENCYPART_ARC
(29,16),-3.59095 # DEPENDENCYPART_ARC
(29,17),-3.09329 # DEPENDENCYPART_ARC
(29,18),-2.66733 # DEPENDENCYPART_ARC
(29,19),-3.25572 # DEPENDENCYPART_ARC
(29,20),-2.60568 # DEPENDENCYPART_ARC
(29,21),-2.43774 # DEPENDENCYPART_ARC
(29,22),-2.05292 # DEPENDENCYPART_ARC
(29,23),-2.23395 # DEPENDENCYPART_ARC
(29,24),-2.21388 # DEPENDENCYPART_ARC
(29,25),-1.62626 # DEPENDENCYPART_ARC
(29,26),-1.8366 # DEPENDENCYPART_ARC
(29,27),-1.10439 # DEPENDENCYPART_ARC
(29,28),-0.333002 # DEPENDENCYPART_ARC
(29,30),-1.01627 # DEPENDENCYPART_ARC
(30,1),-6.04586 # DEPENDENCYPART_ARC
(30,2),-4.35863 # DEPENDENCYPART_ARC
(30,3),-5.30834 # DEPENDENCYPART_ARC
(30,4),-3.64235 # DEPENDENCYPART_ARC
(30,5),-4.12218 # DEPENDENCYPART_ARC
(30,6),-4.16408 # DEPENDENCYPART_ARC
(30,7),-4.41401 # DEPENDENCYPART_ARC
(30,8),-4.27416 # DEPENDENCYPART_ARC
(30,9),-4.11314 # DEPENDENCYPART_ARC
(30,10),-3.86157 # DEPENDENCYPART_ARC
(30,11),-3.49639 # DEPENDENCYPART_ARC
(30,12),-3.47749 # DEPENDENCYPART_ARC
(30,13),-4.06075 # DEPENDENCYPART_ARC
(30,14),-3.81559 # DEPENDENCYPART_ARC
(30,15),-3.02797 # DEPENDENCYPART_ARC
(30,16),-4.11876 # DEPENDENCYPART_ARC
(30,17),-3.39861 # DEPENDENCYPART_ARC
(30,18),-3.11609 # DEPENDENCYPART_ARC
(30,19),-3.66186 # DEPENDENCYPART_ARC
(30,20),-2.34361 # DEPENDENCYPART_ARC
(30,21),-2.91772 # DEPENDENCYPART_ARC
(30,22),-2.47724 # DEPENDENCYPART_ARC
(30,23),-2.39192 # DEPENDENCYPART_ARC
(30,24),-2.54204 # DEPENDENCYPART_ARC
(30,25),-1.78269 # DEPENDENCYPART_ARC
(30,26),-2.46394 # DEPENDENCYPART_ARC
(30,27),-1.49083 # DEPENDENCYPART_ARC
(30,28),-0.809664 # DEPENDENCYPART_ARC
(30,29),-0.654206 # DEPENDENCYPART_ARC
