# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=3,1,8,3,4,8,6,0,11,11,8,11,12,22,24,22,22,22,22,21,19,13,22,28,28,25,28,22,28,31,29,0,
(16,6),-1.79635 # DEPENDENCYPART_ARC
(16,7),-1.0562 # DEPENDENCYPART_ARC
(16,8),-0.554852 # DEPENDENCYPART_ARC
(16,9),-0.631376 # DEPENDENCYPART_ARC
(16,10),-0.631118 # DEPENDENCYPART_ARC
(16,11),-0.384782 # DEPENDENCYPART_ARC
(16,12),-0.974748 # DEPENDENCYPART_ARC
(16,13),0.75361 # DEPENDENCYPART_ARC
(16,14),-0.268247 # DEPENDENCYPART_ARC
(16,15),0.564261 # DEPENDENCYPART_ARC
(16,17),0.13983 # DEPENDENCYPART_ARC
(16,18),0.375627 # DEPENDENCYPART_ARC
(16,19),0.0915001 # DEPENDENCYPART_ARC
(16,20),0.371648 # DEPENDENCYPART_ARC
(16,21),0.155228 # DEPENDENCYPART_ARC
(16,22),0.621291 # DEPENDENCYPART_ARC
(16,23),0.20273 # DEPENDENCYPART_ARC
(16,24),-0.0735916 # DEPENDENCYPART_ARC
(16,25),-1.01199 # DEPENDENCYPART_ARC
(16,26),-0.762662 # DEPENDENCYPART_ARC
(16,27),-0.596517 # DEPENDENCYPART_ARC
(16,28),0.0717407 # DEPENDENCYPART_ARC
(16,29),-1.4909 # DEPENDENCYPART_ARC
(16,30),-0.804424 # DEPENDENCYPART_ARC
(16,31),-1.86267 # DEPENDENCYPART_ARC
(16,32),-1.26569 # DEPENDENCYPART_ARC
(17,1),-2.71703 # DEPENDENCYPART_ARC
(17,2),-2.46069 # DEPENDENCYPART_ARC
(17,3),-2.33825 # DEPENDENCYPART_ARC
(17,4),-2.18435 # DEPENDENCYPART_ARC
(17,5),-2.05159 # DEPENDENCYPART_ARC
(17,6),-1.93002 # DEPENDENCYPART_ARC
(17,7),-1.88456 # DEPENDENCYPART_ARC
(17,8),-1.46359 # DEPENDENCYPART_ARC
(17,9),-0.872431 # DEPENDENCYPART_ARC
(17,10),-1.12928 # DEPENDENCYPART_ARC
(17,11),-1.30019 # DEPENDENCYPART_ARC
(17,12),-0.844124 # DEPENDENCYPART_ARC
(17,13),-0.386122 # DEPENDENCYPART_ARC
(17,14),-0.36894 # DEPENDENCYPART_ARC
(17,15),-0.273081 # DEPENDENCYPART_ARC
(17,16),-0.0104234 # DEPENDENCYPART_ARC
(17,18),0.032269 # DEPENDENCYPART_ARC
(17,19),-0.0298002 # DEPENDENCYPART_ARC
(17,20),-0.515688 # DEPENDENCYPART_ARC
(17,21),-0.581241 # DEPENDENCYPART_ARC
(17,22),0.236338 # DEPENDENCYPART_ARC
(17,23),-0.123215 # DEPENDENCYPART_ARC
(17,24),-0.478334 # DEPENDENCYPART_ARC
(17,25),-1.23753 # DEPENDENCYPART_ARC
(17,26),-1.29656 # DEPENDENCYPART_ARC
(17,27),-0.392268 # DEPENDENCYPART_ARC
(17,28),-1.62826 # DEPENDENCYPART_ARC
(17,29),-1.46825 # DEPENDENCYPART_ARC
(17,30),-1.52175 # DEPENDENCYPART_ARC
(17,31),-2.15445 # DEPENDENCYPART_ARC
(17,32),-2.20198 # DEPENDENCYPART_ARC
(18,1),-2.63669 # DEPENDENCYPART_ARC
(18,2),-4.68835 # DEPENDENCYPART_ARC
(18,3),-3.59799 # DEPENDENCYPART_ARC
(18,4),-2.34254 # DEPENDENCYPART_ARC
(18,5),-4.08097 # DEPENDENCYPART_ARC
(18,6),-2.32797 # DEPENDENCYPART_ARC
(18,7),-3.832 # DEPENDENCYPART_ARC
(18,8),-3.00757 # DEPENDENCYPART_ARC
(18,9),-2.25354 # DEPENDENCYPART_ARC
(18,10),-3.06515 # DEPENDENCYPART_ARC
(18,11),-3.83524 # DEPENDENCYPART_ARC
(18,12),-1.92481 # DEPENDENCYPART_ARC
(18,13),-3.02233 # DEPENDENCYPART_ARC
(18,14),-1.98248 # DEPENDENCYPART_ARC
(18,15),-2.44703 # DEPENDENCYPART_ARC
(18,16),-1.17366 # DEPENDENCYPART_ARC
(18,17),-0.494007 # DEPENDENCYPART_ARC
(18,19),-0.613621 # DEPENDENCYPART_ARC
(18,20),-0.943892 # DEPENDENCYPART_ARC
(18,21),-1.33884 # DEPENDENCYPART_ARC
(18,22),-2.38581 # DEPENDENCYPART_ARC
(18,23),-1.72916 # DEPENDENCYPART_ARC
(18,24),-4.35558 # DEPENDENCYPART_ARC
(18,25),-2.58762 # DEPENDENCYPART_ARC
(18,26),-2.51747 # DEPENDENCYPART_ARC
(18,27),-1.50396 # DEPENDENCYPART_ARC
(18,28),-2.54263 # DEPENDENCYPART_ARC
(18,29),-3.02158 # DEPENDENCYPART_ARC
(18,30),-3.32365 # DEPENDENCYPART_ARC
(18,31),-2.62972 # DEPENDENCYPART_ARC
(18,32),-2.3146 # DEPENDENCYPART_ARC
(19,1),-4.73617 # DEPENDENCYPART_ARC
(19,2),-4.14895 # DEPENDENCYPART_ARC
(19,3),-3.81049 # DEPENDENCYPART_ARC
(19,4),-3.93334 # DEPENDENCYPART_ARC
(19,5),-3.34472 # DEPENDENCYPART_ARC
(19,6),-4.10577 # DEPENDENCYPART_ARC
(19,7),-3.53658 # DEPENDENCYPART_ARC
(19,8),-3.46999 # DEPENDENCYPART_ARC
(19,9),-2.40173 # DEPENDENCYPART_ARC
(19,10),-3.24711 # DEPENDENCYPART_ARC
(19,11),-4.49656 # DEPENDENCYPART_ARC
(19,12),-3.22825 # DEPENDENCYPART_ARC
(19,13),-2.91036 # DEPENDENCYPART_ARC
(19,14),-0.166848 # DEPENDENCYPART_ARC
(19,15),-2.38587 # DEPENDENCYPART_ARC
(19,16),-0.0539728 # DEPENDENCYPART_ARC
(19,17),-0.986277 # DEPENDENCYPART_ARC
(19,18),-0.681316 # DEPENDENCYPART_ARC
(19,20),1.73325 # DEPENDENCYPART_ARC
(19,21),5.22452 # DEPENDENCYPART_ARC
(19,22),-1.10616 # DEPENDENCYPART_ARC
(19,23),-0.165815 # DEPENDENCYPART_ARC
(19,24),-1.03812 # DEPENDENCYPART_ARC
(19,25),-1.31699 # DEPENDENCYPART_ARC
(19,26),-1.80905 # DEPENDENCYPART_ARC
(19,27),-1.20534 # DEPENDENCYPART_ARC
(19,28),-1.09422 # DEPENDENCYPART_ARC
(19,29),-1.65089 # DEPENDENCYPART_ARC
(19,30),-2.33259 # DEPENDENCYPART_ARC
(19,31),-2.33769 # DEPENDENCYPART_ARC
(19,32),-2.26687 # DEPENDENCYPART_ARC
(20,1),-2.1481 # DEPENDENCYPART_ARC
(20,2),-2.41171 # DEPENDENCYPART_ARC
(20,3),-4.61145 # DEPENDENCYPART_ARC
(20,4),-1.68019 # DEPENDENCYPART_ARC
(20,5),-2.14873 # DEPENDENCYPART_ARC
(20,6),-1.1514 # DEPENDENCYPART_ARC
(20,7),-1.47073 # DEPENDENCYPART_ARC
(20,8),-4.16954 # DEPENDENCYPART_ARC
(20,9),-1.17385 # DEPENDENCYPART_ARC
(20,10),-3.43065 # DEPENDENCYPART_ARC
(20,11),-2.25856 # DEPENDENCYPART_ARC
(20,12),-0.611121 # DEPENDENCYPART_ARC
(20,13),-0.932378 # DEPENDENCYPART_ARC
(20,14),-1.33124 # DEPENDENCYPART_ARC
(20,15),-2.53109 # DEPENDENCYPART_ARC
(20,16),-0.78783 # DEPENDENCYPART_ARC
(20,17),-0.258089 # DEPENDENCYPART_ARC
(20,18),-0.413034 # DEPENDENCYPART_ARC
(20,19),0.1101 # DEPENDENCYPART_ARC
(20,21),1.99046 # DEPENDENCYPART_ARC
(20,22),-2.36999 # DEPENDENCYPART_ARC
(20,23),-1.15279 # DEPENDENCYPART_ARC
(20,24),-2.39369 # DEPENDENCYPART_ARC
(20,25),-1.16807 # DEPENDENCYPART_ARC
(20,26),-3.6996 # DEPENDENCYPART_ARC
(20,27),-1.58298 # DEPENDENCYPART_ARC
(20,28),-1.31014 # DEPENDENCYPART_ARC
(20,29),-1.75273 # DEPENDENCYPART_ARC
(20,30),-4.18868 # DEPENDENCYPART_ARC
(20,31),-3.72766 # DEPENDENCYPART_ARC
(20,32),-2.15113 # DEPENDENCYPART_ARC
(21,1),-1.5629 # DEPENDENCYPART_ARC
(21,2),-5.51608 # DEPENDENCYPART_ARC
(21,3),-6.03753 # DEPENDENCYPART_ARC
(21,4),-2.87662 # DEPENDENCYPART_ARC
(21,5),-3.99963 # DEPENDENCYPART_ARC
(21,6),-1.68861 # DEPENDENCYPART_ARC
(21,7),-2.95647 # DEPENDENCYPART_ARC
(21,8),-4.53241 # DEPENDENCYPART_ARC
(21,9),-0.883729 # DEPENDENCYPART_ARC
(21,10),-4.21307 # DEPENDENCYPART_ARC
(21,11),-3.85846 # DEPENDENCYPART_ARC
(21,12),-1.23242 # DEPENDENCYPART_ARC
(21,13),-1.73764 # DEPENDENCYPART_ARC
(21,14),-0.470504 # DEPENDENCYPART_ARC
(21,15),-3.06198 # DEPENDENCYPART_ARC
(21,16),0.334291 # DEPENDENCYPART_ARC
(21,17),0.0356902 # DEPENDENCYPART_ARC
(21,18),-1.31513 # DEPENDENCYPART_ARC
(21,19),0.631287 # DEPENDENCYPART_ARC
(21,20),5.00654 # DEPENDENCYPART_ARC
(21,22),-1.78184 # DEPENDENCYPART_ARC
(21,23),-1.52581 # DEPENDENCYPART_ARC
(21,24),-4.16507 # DEPENDENCYPART_ARC
(21,25),-1.7882 # DEPENDENCYPART_ARC
(21,26),-4.10022 # DEPENDENCYPART_ARC
(21,27),-1.74713 # DEPENDENCYPART_ARC
(21,28),-1.61595 # DEPENDENCYPART_ARC
(21,29),-2.55084 # DEPENDENCYPART_ARC
(21,30),-5.21893 # DEPENDENCYPART_ARC
(21,31),-4.62458 # DEPENDENCYPART_ARC
(21,32),-4.20612 # DEPENDENCYPART_ARC
(22,1),0.601074 # DEPENDENCYPART_ARC
(22,2),-1.62951 # DEPENDENCYPART_ARC
(22,3),-3.01978 # DEPENDENCYPART_ARC
(22,4),0.944352 # DEPENDENCYPART_ARC
(22,5),-2.63475 # DEPENDENCYPART_ARC
(22,6),-0.0581382 # DEPENDENCYPART_ARC
(22,7),-3.52941 # DEPENDENCYPART_ARC
(22,8),-2.80405 # DEPENDENCYPART_ARC
(22,9),-1.41666 # DEPENDENCYPART_ARC
(22,10),-0.263274 # DEPENDENCYPART_ARC
(22,11),0.0632764 # DEPENDENCYPART_ARC
(22,12),-0.433699 # DEPENDENCYPART_ARC
(22,13),-4.20578 # DEPENDENCYPART_ARC
(22,14),2.08105 # DEPENDENCYPART_ARC
(22,15),0.457337 # DEPENDENCYPART_ARC
(22,16),1.16284 # DEPENDENCYPART_ARC
(22,17),2.3788 # DEPENDENCYPART_ARC
(22,18),4.90031 # DEPENDENCYPART_ARC
(22,19),3.48467 # DEPENDENCYPART_ARC
(22,20),-0.311046 # DEPENDENCYPART_ARC
(22,21),1.58349 # DEPENDENCYPART_ARC
(22,23),1.5027 # DEPENDENCYPART_ARC
(22,24),-2.43075 # DEPENDENCYPART_ARC
(22,25),0.615176 # DEPENDENCYPART_ARC
(22,26),-1.39711 # DEPENDENCYPART_ARC
(22,27),0.245284 # DEPENDENCYPART_ARC
(22,28),0.744256 # DEPENDENCYPART_ARC
(22,29),-0.474382 # DEPENDENCYPART_ARC
(22,30),-4.40925 # DEPENDENCYPART_ARC
(22,31),-1.43193 # DEPENDENCYPART_ARC
(22,32),-1.03007 # DEPENDENCYPART_ARC
(23,1),-3.13851 # DEPENDENCYPART_ARC
(23,2),-3.46898 # DEPENDENCYPART_ARC
(23,3),-0.204069 # DEPENDENCYPART_ARC
(23,4),-2.09575 # DEPENDENCYPART_ARC
(23,5),-2.84929 # DEPENDENCYPART_ARC
(23,6),-2.3839 # DEPENDENCYPART_ARC
(23,7),-1.97714 # DEPENDENCYPART_ARC
(23,8),-0.466359 # DEPENDENCYPART_ARC
(23,9),-0.819755 # DEPENDENCYPART_ARC
(23,10),-2.05399 # DEPENDENCYPART_ARC
(23,11),-1.7306 # DEPENDENCYPART_ARC
(23,12),-1.45275 # DEPENDENCYPART_ARC
(23,13),-0.99982 # DEPENDENCYPART_ARC
(23,14),-0.324036 # DEPENDENCYPART_ARC
(23,15),0.00903257 # DEPENDENCYPART_ARC
(23,16),-0.331255 # DEPENDENCYPART_ARC
(23,17),-0.341869 # DEPENDENCYPART_ARC
(23,18),-0.0414433 # DEPENDENCYPART_ARC
(23,19),-0.0137245 # DEPENDENCYPART_ARC
(23,20),0.953349 # DEPENDENCYPART_ARC
(23,21),1.32273 # DEPENDENCYPART_ARC
(23,22),0.411965 # DEPENDENCYPART_ARC
(23,24),0.0308036 # DEPENDENCYPART_ARC
(23,25),-0.899862 # DEPENDENCYPART_ARC
(23,26),-0.373611 # DEPENDENCYPART_ARC
(23,27),-0.783056 # DEPENDENCYPART_ARC
(23,28),0.0959145 # DEPENDENCYPART_ARC
(23,29),-1.49011 # DEPENDENCYPART_ARC
(23,30),-1.08893 # DEPENDENCYPART_ARC
(23,31),-1.49824 # DEPENDENCYPART_ARC
(23,32),-1.05127 # DEPENDENCYPART_ARC
(24,1),0.586045 # DEPENDENCYPART_ARC
(24,2),-1.00952 # DEPENDENCYPART_ARC
(24,3),-1.11667 # DEPENDENCYPART_ARC
(24,4),-0.82783 # DEPENDENCYPART_ARC
(24,5),-1.86862 # DEPENDENCYPART_ARC
(24,6),-1.07552 # DEPENDENCYPART_ARC
(24,7),-3.98666 # DEPENDENCYPART_ARC
(24,8),-0.953849 # DEPENDENCYPART_ARC
(24,9),-0.809548 # DEPENDENCYPART_ARC
(24,10),-0.159483 # DEPENDENCYPART_ARC
(24,11),0.867174 # DEPENDENCYPART_ARC
(24,12),-1.15385 # DEPENDENCYPART_ARC
(24,13),-3.67109 # DEPENDENCYPART_ARC
(24,14),1.06784 # DEPENDENCYPART_ARC
(24,15),1.25294 # DEPENDENCYPART_ARC
(24,16),0.530706 # DEPENDENCYPART_ARC
(24,17),1.47362 # DEPENDENCYPART_ARC
(24,18),2.71769 # DEPENDENCYPART_ARC
(24,19),1.48975 # DEPENDENCYPART_ARC
(24,20),-0.816669 # DEPENDENCYPART_ARC
(24,21),0.125119 # DEPENDENCYPART_ARC
(24,22),1.07152 # DEPENDENCYPART_ARC
(24,23),0.513181 # DEPENDENCYPART_ARC
(24,25),2.24644 # DEPENDENCYPART_ARC
(24,26),-0.0977632 # DEPENDENCYPART_ARC
(24,27),0.369477 # DEPENDENCYPART_ARC
(24,28),1.25375 # DEPENDENCYPART_ARC
(24,29),0.520373 # DEPENDENCYPART_ARC
(24,30),-3.72665 # DEPENDENCYPART_ARC
(24,31),0.0567894 # DEPENDENCYPART_ARC
(24,32),-0.414894 # DEPENDENCYPART_ARC
(25,1),-4.45592 # DEPENDENCYPART_ARC
(25,2),-3.16556 # DEPENDENCYPART_ARC
(25,3),-3.81596 # DEPENDENCYPART_ARC
(25,4),-3.93564 # DEPENDENCYPART_ARC
(25,5),-3.42652 # DEPENDENCYPART_ARC
(25,6),-4.13021 # DEPENDENCYPART_ARC
(25,7),-3.51584 # DEPENDENCYPART_ARC
(25,8),-3.60652 # DEPENDENCYPART_ARC
(25,9),-2.40323 # DEPENDENCYPART_ARC
(25,10),-3.58076 # DEPENDENCYPART_ARC
(25,11),-4.24108 # DEPENDENCYPART_ARC
(25,12),-3.40217 # DEPENDENCYPART_ARC
(25,13),-2.98769 # DEPENDENCYPART_ARC
(25,14),-2.19053 # DEPENDENCYPART_ARC
(25,15),-3.25375 # DEPENDENCYPART_ARC
(25,16),-1.26887 # DEPENDENCYPART_ARC
(25,17),-2.1017 # DEPENDENCYPART_ARC
(25,18),-2.42919 # DEPENDENCYPART_ARC
(25,19),-1.60877 # DEPENDENCYPART_ARC
(25,20),-1.32543 # DEPENDENCYPART_ARC
(25,21),-0.542868 # DEPENDENCYPART_ARC
(25,22),-1.78612 # DEPENDENCYPART_ARC
(25,23),-0.063164 # DEPENDENCYPART_ARC
(25,24),-1.0427 # DEPENDENCYPART_ARC
(25,26),2.62299 # DEPENDENCYPART_ARC
(25,27),0.0642491 # DEPENDENCYPART_ARC
(25,28),0.38479 # DEPENDENCYPART_ARC
(25,29),-0.883462 # DEPENDENCYPART_ARC
(25,30),0.642192 # DEPENDENCYPART_ARC
(25,31),2.56827 # DEPENDENCYPART_ARC
(25,32),-0.581699 # DEPENDENCYPART_ARC
(26,1),-4.05225 # DEPENDENCYPART_ARC
(26,2),-4.13493 # DEPENDENCYPART_ARC
(26,3),-5.55909 # DEPENDENCYPART_ARC
(26,4),-3.20941 # DEPENDENCYPART_ARC
(26,5),-6.05337 # DEPENDENCYPART_ARC
(26,6),-2.68682 # DEPENDENCYPART_ARC
(26,7),-5.07098 # DEPENDENCYPART_ARC
(26,8),-5.65567 # DEPENDENCYPART_ARC
(26,9),-1.60618 # DEPENDENCYPART_ARC
(26,10),-5.68908 # DEPENDENCYPART_ARC
(26,11),-5.60106 # DEPENDENCYPART_ARC
(26,12),-1.92434 # DEPENDENCYPART_ARC
(26,13),-4.46105 # DEPENDENCYPART_ARC
(26,14),-2.25768 # DEPENDENCYPART_ARC
(26,15),-5.38888 # DEPENDENCYPART_ARC
(26,16),-1.35084 # DEPENDENCYPART_ARC
(26,17),-1.47842 # DEPENDENCYPART_ARC
(26,18),-1.07934 # DEPENDENCYPART_ARC
(26,19),-1.54013 # DEPENDENCYPART_ARC
(26,20),-3.879 # DEPENDENCYPART_ARC
(26,21),-3.89017 # DEPENDENCYPART_ARC
(26,22),-3.61523 # DEPENDENCYPART_ARC
(26,23),-0.799285 # DEPENDENCYPART_ARC
(26,24),-3.37467 # DEPENDENCYPART_ARC
(26,25),0.15278 # DEPENDENCYPART_ARC
(26,27),-0.00121148 # DEPENDENCYPART_ARC
(26,28),-0.0812278 # DEPENDENCYPART_ARC
(26,29),-0.764452 # DEPENDENCYPART_ARC
(26,30),-1.1969 # DEPENDENCYPART_ARC
(26,31),-1.60775 # DEPENDENCYPART_ARC
(26,32),-1.16798 # DEPENDENCYPART_ARC
(27,1),-3.03019 # DEPENDENCYPART_ARC
(27,2),-4.2169 # DEPENDENCYPART_ARC
(27,3),-1.13905 # DEPENDENCYPART_ARC
(27,4),-2.37549 # DEPENDENCYPART_ARC
(27,5),-3.56834 # DEPENDENCYPART_ARC
(27,6),-2.83252 # DEPENDENCYPART_ARC
(27,7),-3.19372 # DEPENDENCYPART_ARC
(27,8),-0.919806 # DEPENDENCYPART_ARC
(27,9),-2.05397 # DEPENDENCYPART_ARC
(27,10),-1.95197 # DEPENDENCYPART_ARC
(27,11),-3.05755 # DEPENDENCYPART_ARC
(27,12),-2.27359 # DEPENDENCYPART_ARC
(27,13),-2.554 # DEPENDENCYPART_ARC
(27,14),-1.3927 # DEPENDENCYPART_ARC
(27,15),-1.06429 # DEPENDENCYPART_ARC
(27,16),-1.29227 # DEPENDENCYPART_ARC
(27,17),-1.75661 # DEPENDENCYPART_ARC
(27,18),-1.41241 # DEPENDENCYPART_ARC
(27,19),-1.60906 # DEPENDENCYPART_ARC
(27,20),-1.43791 # DEPENDENCYPART_ARC
(27,21),-1.83806 # DEPENDENCYPART_ARC
(27,22),-1.07356 # DEPENDENCYPART_ARC
(27,23),-1.09063 # DEPENDENCYPART_ARC
(27,24),-0.162075 # DEPENDENCYPART_ARC
(27,25),-0.903278 # DEPENDENCYPART_ARC
(27,26),-0.128435 # DEPENDENCYPART_ARC
(27,28),0.578442 # DEPENDENCYPART_ARC
(27,29),0.0497252 # DEPENDENCYPART_ARC
(27,30),1.32628 # DEPENDENCYPART_ARC
(27,31),-0.563478 # DEPENDENCYPART_ARC
(27,32),-0.788414 # DEPENDENCYPART_ARC
(28,1),-1.61686 # DEPENDENCYPART_ARC
(28,2),-0.0162002 # DEPENDENCYPART_ARC
(28,3),0.553739 # DEPENDENCYPART_ARC
(28,4),-1.07098 # DEPENDENCYPART_ARC
(28,5),-0.126903 # DEPENDENCYPART_ARC
(28,6),-0.237118 # DEPENDENCYPART_ARC
(28,7),0.158022 # DEPENDENCYPART_ARC
(28,8),0.725163 # DEPENDENCYPART_ARC
(28,9),-1.99926 # DEPENDENCYPART_ARC
(28,10),-2.40689 # DEPENDENCYPART_ARC
(28,11),-0.791304 # DEPENDENCYPART_ARC
(28,12),-0.750581 # DEPENDENCYPART_ARC
(28,13),-0.0112177 # DEPENDENCYPART_ARC
(28,14),0.208067 # DEPENDENCYPART_ARC
(28,15),1.00846 # DEPENDENCYPART_ARC
(28,16),0.112792 # DEPENDENCYPART_ARC
(28,17),-0.0104546 # DEPENDENCYPART_ARC
(28,18),0.59096 # DEPENDENCYPART_ARC
(28,19),0.644191 # DEPENDENCYPART_ARC
(28,20),-1.04579 # DEPENDENCYPART_ARC
(28,21),-0.155198 # DEPENDENCYPART_ARC
(28,22),1.10165 # DEPENDENCYPART_ARC
(28,23),0.295704 # DEPENDENCYPART_ARC
(28,24),1.78453 # DEPENDENCYPART_ARC
(28,25),2.3373 # DEPENDENCYPART_ARC
(28,26),1.52699 # DEPENDENCYPART_ARC
(28,27),2.86695 # DEPENDENCYPART_ARC
(28,29),1.42888 # DEPENDENCYPART_ARC
(28,30),1.34784 # DEPENDENCYPART_ARC
(28,31),1.06784 # DEPENDENCYPART_ARC
(28,32),0.275037 # DEPENDENCYPART_ARC
(29,1),-4.5704 # DEPENDENCYPART_ARC
(29,2),-3.54059 # DEPENDENCYPART_ARC
(29,3),-3.98041 # DEPENDENCYPART_ARC
(29,4),-4.37986 # DEPENDENCYPART_ARC
(29,5),-3.82426 # DEPENDENCYPART_ARC
(29,6),-4.39568 # DEPENDENCYPART_ARC
(29,7),-3.76547 # DEPENDENCYPART_ARC
(29,8),-3.71555 # DEPENDENCYPART_ARC
(29,9),-2.71063 # DEPENDENCYPART_ARC
(29,10),-3.81351 # DEPENDENCYPART_ARC
(29,11),-4.59522 # DEPENDENCYPART_ARC
(29,12),-3.76953 # DEPENDENCYPART_ARC
(29,13),-3.2392 # DEPENDENCYPART_ARC
(29,14),-2.40813 # DEPENDENCYPART_ARC
(29,15),-3.51109 # DEPENDENCYPART_ARC
(29,16),-1.62455 # DEPENDENCYPART_ARC
(29,17),-2.48995 # DEPENDENCYPART_ARC
(29,18),-2.73106 # DEPENDENCYPART_ARC
(29,19),-1.98445 # DEPENDENCYPART_ARC
(29,20),-1.90366 # DEPENDENCYPART_ARC
(29,21),-1.13358 # DEPENDENCYPART_ARC
(29,22),-2.50075 # DEPENDENCYPART_ARC
(29,23),-1.10913 # DEPENDENCYPART_ARC
(29,24),-2.38854 # DEPENDENCYPART_ARC
(29,25),-0.936885 # DEPENDENCYPART_ARC
(29,26),-1.65363 # DEPENDENCYPART_ARC
(29,27),0.253387 # DEPENDENCYPART_ARC
(29,28),0.00151981 # DEPENDENCYPART_ARC
(29,30),1.6529 # DEPENDENCYPART_ARC
(29,31),4.05145 # DEPENDENCYPART_ARC
(29,32),-0.213694 # DEPENDENCYPART_ARC
(30,1),-4.68362 # DEPENDENCYPART_ARC
(30,2),-4.91991 # DEPENDENCYPART_ARC
(30,3),-6.13301 # DEPENDENCYPART_ARC
(30,4),-4.02017 # DEPENDENCYPART_ARC
(30,5),-6.9904 # DEPENDENCYPART_ARC
(30,6),-3.73351 # DEPENDENCYPART_ARC
(30,7),-5.93028 # DEPENDENCYPART_ARC
(30,8),-6.06498 # DEPENDENCYPART_ARC
(30,9),-2.48284 # DEPENDENCYPART_ARC
(30,10),-6.10163 # DEPENDENCYPART_ARC
(30,11),-6.52101 # DEPENDENCYPART_ARC
(30,12),-2.9536 # DEPENDENCYPART_ARC
(30,13),-5.40305 # DEPENDENCYPART_ARC
(30,14),-3.03453 # DEPENDENCYPART_ARC
(30,15),-6.08093 # DEPENDENCYPART_ARC
(30,16),-2.23266 # DEPENDENCYPART_ARC
(30,17),-2.50812 # DEPENDENCYPART_ARC
(30,18),-1.92785 # DEPENDENCYPART_ARC
(30,19),-2.31077 # DEPENDENCYPART_ARC
(30,20),-4.25228 # DEPENDENCYPART_ARC
(30,21),-5.15278 # DEPENDENCYPART_ARC
(30,22),-4.55827 # DEPENDENCYPART_ARC
(30,23),-1.92942 # DEPENDENCYPART_ARC
(30,24),-4.83345 # DEPENDENCYPART_ARC
(30,25),-1.6054 # DEPENDENCYPART_ARC
(30,26),-1.29693 # DEPENDENCYPART_ARC
(30,27),-0.283127 # DEPENDENCYPART_ARC
(30,28),-0.0105111 # DEPENDENCYPART_ARC
(30,29),-0.14553 # DEPENDENCYPART_ARC
(30,31),1.1015 # DEPENDENCYPART_ARC
(30,32),-0.0672382 # DEPENDENCYPART_ARC
(31,1),-3.20238 # DEPENDENCYPART_ARC
(31,2),-10.646 # DEPENDENCYPART_ARC
(31,3),-6.30681 # DEPENDENCYPART_ARC
(31,4),-6.32754 # DEPENDENCYPART_ARC
(31,5),-10.2132 # DEPENDENCYPART_ARC
(31,6),-3.45042 # DEPENDENCYPART_ARC
(31,7),-8.0442 # DEPENDENCYPART_ARC
(31,8),-4.77944 # DEPENDENCYPART_ARC
(31,9),-4.00996 # DEPENDENCYPART_ARC
(31,10),-7.46427 # DEPENDENCYPART_ARC
(31,11),-9.50162 # DEPENDENCYPART_ARC
(31,12),-3.16522 # DEPENDENCYPART_ARC
(31,13),-7.16999 # DEPENDENCYPART_ARC
(31,14),-2.79078 # DEPENDENCYPART_ARC
(31,15),-5.75772 # DEPENDENCYPART_ARC
(31,16),-1.70168 # DEPENDENCYPART_ARC
(31,17),-2.85965 # DEPENDENCYPART_ARC
(31,18),-3.95823 # DEPENDENCYPART_ARC
(31,19),-2.10812 # DEPENDENCYPART_ARC
(31,20),-2.04392 # DEPENDENCYPART_ARC
(31,21),-6.57224 # DEPENDENCYPART_ARC
(31,22),-3.04587 # DEPENDENCYPART_ARC
(31,23),-1.59747 # DEPENDENCYPART_ARC
(31,24),-2.80208 # DEPENDENCYPART_ARC
(31,25),-1.47133 # DEPENDENCYPART_ARC
(31,26),1.25554 # DEPENDENCYPART_ARC
(31,27),0.433579 # DEPENDENCYPART_ARC
(31,28),0.706705 # DEPENDENCYPART_ARC
(31,29),-0.557846 # DEPENDENCYPART_ARC
(31,30),5.60581 # DEPENDENCYPART_ARC
(31,32),-0.421049 # DEPENDENCYPART_ARC
(32,1),-7.28861 # DEPENDENCYPART_ARC
(32,2),-7.73531 # DEPENDENCYPART_ARC
(32,3),-4.94638 # DEPENDENCYPART_ARC
(32,4),-5.87316 # DEPENDENCYPART_ARC
(32,5),-6.7592 # DEPENDENCYPART_ARC
(32,6),-6.28319 # DEPENDENCYPART_ARC
(32,7),-6.60753 # DEPENDENCYPART_ARC
(32,8),-5.04605 # DEPENDENCYPART_ARC
(32,9),-5.44169 # DEPENDENCYPART_ARC
(32,10),-6.27996 # DEPENDENCYPART_ARC
(32,11),-5.78563 # DEPENDENCYPART_ARC
(32,12),-5.12133 # DEPENDENCYPART_ARC
(32,13),-4.55242 # DEPENDENCYPART_ARC
(32,14),-4.39165 # DEPENDENCYPART_ARC
(32,15),-3.88236 # DEPENDENCYPART_ARC
(32,16),-4.06902 # DEPENDENCYPART_ARC
(32,17),-3.87479 # DEPENDENCYPART_ARC
(32,18),-4.02697 # DEPENDENCYPART_ARC
(32,19),-4.35768 # DEPENDENCYPART_ARC
(32,20),-4.68035 # DEPENDENCYPART_ARC
(32,21),-4.19913 # DEPENDENCYPART_ARC
