# _root_ Tím , že Schumpeter opouští abstraktní schéma tržní ekonomiky a zkoumá kapitalistický systém , je blíž klasické škole a Marxovi než Marshallovi a Walrasovi .
#goldHeads=15,3,1,10,10,7,5,9,7,3,10,13,11,3,0,15,18,19,16,19,16,23,21,23,0,
#predictedHeads=16,3,1,5,10,7,5,9,7,3,10,13,11,11,0,15,18,19,15,19,16,21,21,23,0,
(21,2),-4.07825 # DEPENDENCYPART_ARC
(21,3),-2.8177 # DEPENDENCYPART_ARC
(21,4),-2.86556 # DEPENDENCYPART_ARC
(21,5),-3.00609 # DEPENDENCYPART_ARC
(21,6),-3.04355 # DEPENDENCYPART_ARC
(21,7),-2.47101 # DEPENDENCYPART_ARC
(21,8),-3.1692 # DEPENDENCYPART_ARC
(21,9),-1.85982 # DEPENDENCYPART_ARC
(21,10),-1.90616 # DEPENDENCYPART_ARC
(21,11),-2.43124 # DEPENDENCYPART_ARC
(21,12),-2.04467 # DEPENDENCYPART_ARC
(21,13),-0.979761 # DEPENDENCYPART_ARC
(21,14),-0.675903 # DEPENDENCYPART_ARC
(21,15),-1.63673 # DEPENDENCYPART_ARC
(21,16),-1.26821 # DEPENDENCYPART_ARC
(21,17),-1.41585 # DEPENDENCYPART_ARC
(21,18),-0.413426 # DEPENDENCYPART_ARC
(21,19),-0.873401 # DEPENDENCYPART_ARC
(21,20),1.31921 # DEPENDENCYPART_ARC
(21,22),4.34269 # DEPENDENCYPART_ARC
(21,23),0.83349 # DEPENDENCYPART_ARC
(21,24),1.54833 # DEPENDENCYPART_ARC
(21,25),0.224145 # DEPENDENCYPART_ARC
(22,1),-7.47481 # DEPENDENCYPART_ARC
(22,2),-3.25261 # DEPENDENCYPART_ARC
(22,3),-7.90091 # DEPENDENCYPART_ARC
(22,4),-7.56361 # DEPENDENCYPART_ARC
(22,5),-5.73095 # DEPENDENCYPART_ARC
(22,6),-7.89396 # DEPENDENCYPART_ARC
(22,7),-7.65887 # DEPENDENCYPART_ARC
(22,8),-7.72921 # DEPENDENCYPART_ARC
(22,9),-7.79731 # DEPENDENCYPART_ARC
(22,10),-4.16269 # DEPENDENCYPART_ARC
(22,11),-5.31721 # DEPENDENCYPART_ARC
(22,12),-7.45211 # DEPENDENCYPART_ARC
(22,13),-7.71212 # DEPENDENCYPART_ARC
(22,14),-2.52036 # DEPENDENCYPART_ARC
(22,15),-4.94072 # DEPENDENCYPART_ARC
(22,16),-3.1702 # DEPENDENCYPART_ARC
(22,17),-3.27035 # DEPENDENCYPART_ARC
(22,18),-3.70549 # DEPENDENCYPART_ARC
(22,19),-2.34082 # DEPENDENCYPART_ARC
(22,20),-0.516375 # DEPENDENCYPART_ARC
(22,21),-1.58367 # DEPENDENCYPART_ARC
(22,23),-0.617111 # DEPENDENCYPART_ARC
(22,24),-5.13059 # DEPENDENCYPART_ARC
(22,25),-1.41544 # DEPENDENCYPART_ARC
(23,1),-0.0783714 # DEPENDENCYPART_ARC
(23,2),-0.652347 # DEPENDENCYPART_ARC
(23,3),-0.200057 # DEPENDENCYPART_ARC
(23,4),-1.33082 # DEPENDENCYPART_ARC
(23,5),-0.870252 # DEPENDENCYPART_ARC
(23,6),-1.42981 # DEPENDENCYPART_ARC
(23,7),-0.97548 # DEPENDENCYPART_ARC
(23,8),-1.64008 # DEPENDENCYPART_ARC
(23,9),-0.368014 # DEPENDENCYPART_ARC
(23,10),-0.622879 # DEPENDENCYPART_ARC
(23,11),-0.408905 # DEPENDENCYPART_ARC
(23,12),-0.483474 # DEPENDENCYPART_ARC
(23,13),0.891305 # DEPENDENCYPART_ARC
(23,14),-0.130757 # DEPENDENCYPART_ARC
(23,15),0.461733 # DEPENDENCYPART_ARC
(23,16),-0.144218 # DEPENDENCYPART_ARC
(23,17),-0.30205 # DEPENDENCYPART_ARC
(23,18),0.82953 # DEPENDENCYPART_ARC
(23,19),-0.258809 # DEPENDENCYPART_ARC
(23,20),1.57142 # DEPENDENCYPART_ARC
(23,21),0.405392 # DEPENDENCYPART_ARC
(23,22),3.58783 # DEPENDENCYPART_ARC
(23,24),3.52875 # DEPENDENCYPART_ARC
(23,25),0.208735 # DEPENDENCYPART_ARC
(24,1),-7.75484 # DEPENDENCYPART_ARC
(24,2),-3.4394 # DEPENDENCYPART_ARC
(24,3),-8.53423 # DEPENDENCYPART_ARC
(24,4),-7.53806 # DEPENDENCYPART_ARC
(24,5),-5.87165 # DEPENDENCYPART_ARC
(24,6),-7.66281 # DEPENDENCYPART_ARC
(24,7),-8.5187 # DEPENDENCYPART_ARC
(24,8),-8.05704 # DEPENDENCYPART_ARC
(24,9),-10.1853 # DEPENDENCYPART_ARC
(24,10),-4.35563 # DEPENDENCYPART_ARC
(24,11),-5.45839 # DEPENDENCYPART_ARC
(24,12),-7.10279 # DEPENDENCYPART_ARC
(24,13),-8.8429 # DEPENDENCYPART_ARC
(24,14),-2.7652 # DEPENDENCYPART_ARC
(24,15),-5.03346 # DEPENDENCYPART_ARC
(24,16),-3.56685 # DEPENDENCYPART_ARC
(24,17),-3.9411 # DEPENDENCYPART_ARC
(24,18),-6.06083 # DEPENDENCYPART_ARC
(24,19),-2.71165 # DEPENDENCYPART_ARC
(24,20),-0.99869 # DEPENDENCYPART_ARC
(24,21),-2.66965 # DEPENDENCYPART_ARC
(24,22),0.822479 # DEPENDENCYPART_ARC
(24,23),-0.895182 # DEPENDENCYPART_ARC
(24,25),-0.0505567 # DEPENDENCYPART_ARC
(25,1),-5.2489 # DEPENDENCYPART_ARC
(25,2),-6.71499 # DEPENDENCYPART_ARC
(25,3),-5.3934 # DEPENDENCYPART_ARC
(25,4),-6.88542 # DEPENDENCYPART_ARC
(25,5),-4.93747 # DEPENDENCYPART_ARC
(25,6),-4.79195 # DEPENDENCYPART_ARC
(25,7),-5.84773 # DEPENDENCYPART_ARC
(25,8),-4.97842 # DEPENDENCYPART_ARC
(25,9),-5.38379 # DEPENDENCYPART_ARC
(25,10),-4.79137 # DEPENDENCYPART_ARC
(25,11),-4.28915 # DEPENDENCYPART_ARC
(25,12),-4.28278 # DEPENDENCYPART_ARC
(25,13),-4.5563 # DEPENDENCYPART_ARC
(25,14),-4.54131 # DEPENDENCYPART_ARC
(25,15),-3.58645 # DEPENDENCYPART_ARC
(25,16),-3.7782 # DEPENDENCYPART_ARC
(25,17),-4.25381 # DEPENDENCYPART_ARC
(25,18),-3.70727 # DEPENDENCYPART_ARC
(25,19),-3.89404 # DEPENDENCYPART_ARC
(25,20),-3.52656 # DEPENDENCYPART_ARC
(25,21),-3.29147 # DEPENDENCYPART_ARC
(25,22),-2.76876 # DEPENDENCYPART_ARC
(25,23),-3.51876 # DEPENDENCYPART_ARC
(25,24),-2.88442 # DEPENDENCYPART_ARC
