# _root_ Pro tento školní rok není změněno nic , uvažuje se však o systému školného a půjček u vysokoškoláků , zazněly úvahy o podílu na placení středního odborného školství .
#goldHeads=5,4,4,1,11,5,5,11,19,9,0,9,12,15,13,15,15,17,11,19,20,21,22,23,24,28,28,25,0,
#predictedHeads=6,4,4,1,11,5,5,11,11,9,0,9,12,15,13,15,16,17,9,11,20,21,22,23,24,28,28,25,0,
(19,24),-1.17324 # DEPENDENCYPART_ARC
(19,25),-2.44223 # DEPENDENCYPART_ARC
(19,26),-2.24695 # DEPENDENCYPART_ARC
(19,27),-2.22754 # DEPENDENCYPART_ARC
(19,28),-2.51481 # DEPENDENCYPART_ARC
(19,29),-1.0432 # DEPENDENCYPART_ARC
(20,1),-0.139509 # DEPENDENCYPART_ARC
(20,2),-4.11199 # DEPENDENCYPART_ARC
(20,3),-4.29552 # DEPENDENCYPART_ARC
(20,4),-2.16382 # DEPENDENCYPART_ARC
(20,5),-2.48335 # DEPENDENCYPART_ARC
(20,6),-1.00849 # DEPENDENCYPART_ARC
(20,7),-1.5322 # DEPENDENCYPART_ARC
(20,8),-0.950374 # DEPENDENCYPART_ARC
(20,9),-0.355627 # DEPENDENCYPART_ARC
(20,10),0.80406 # DEPENDENCYPART_ARC
(20,11),0.961494 # DEPENDENCYPART_ARC
(20,12),0.454106 # DEPENDENCYPART_ARC
(20,13),-1.24626 # DEPENDENCYPART_ARC
(20,14),-3.35573 # DEPENDENCYPART_ARC
(20,15),0.0609452 # DEPENDENCYPART_ARC
(20,16),-0.325199 # DEPENDENCYPART_ARC
(20,17),0.823742 # DEPENDENCYPART_ARC
(20,18),-1.91136 # DEPENDENCYPART_ARC
(20,19),0.27515 # DEPENDENCYPART_ARC
(20,21),3.94613 # DEPENDENCYPART_ARC
(20,22),1.3576 # DEPENDENCYPART_ARC
(20,23),-0.276655 # DEPENDENCYPART_ARC
(20,24),1.12818 # DEPENDENCYPART_ARC
(20,25),-1.53505 # DEPENDENCYPART_ARC
(20,26),-2.74081 # DEPENDENCYPART_ARC
(20,27),-3.8727 # DEPENDENCYPART_ARC
(20,28),-1.77238 # DEPENDENCYPART_ARC
(20,29),-0.232072 # DEPENDENCYPART_ARC
(21,1),-2.14989 # DEPENDENCYPART_ARC
(21,2),-7.91459 # DEPENDENCYPART_ARC
(21,3),-10.6693 # DEPENDENCYPART_ARC
(21,4),-9.17641 # DEPENDENCYPART_ARC
(21,5),-4.60542 # DEPENDENCYPART_ARC
(21,6),-4.29275 # DEPENDENCYPART_ARC
(21,7),-6.75722 # DEPENDENCYPART_ARC
(21,8),-3.32833 # DEPENDENCYPART_ARC
(21,9),-3.5902 # DEPENDENCYPART_ARC
(21,10),-6.83508 # DEPENDENCYPART_ARC
(21,11),-3.5226 # DEPENDENCYPART_ARC
(21,12),-2.16465 # DEPENDENCYPART_ARC
(21,13),-5.44097 # DEPENDENCYPART_ARC
(21,14),-6.73411 # DEPENDENCYPART_ARC
(21,15),-2.68537 # DEPENDENCYPART_ARC
(21,16),-4.17208 # DEPENDENCYPART_ARC
(21,17),-1.37071 # DEPENDENCYPART_ARC
(21,18),-4.07175 # DEPENDENCYPART_ARC
(21,19),-1.55022 # DEPENDENCYPART_ARC
(21,20),-2.79094 # DEPENDENCYPART_ARC
(21,22),2.24511 # DEPENDENCYPART_ARC
(21,23),-0.159605 # DEPENDENCYPART_ARC
(21,24),0.664568 # DEPENDENCYPART_ARC
(21,25),-1.64234 # DEPENDENCYPART_ARC
(21,26),-3.00135 # DEPENDENCYPART_ARC
(21,27),-3.7931 # DEPENDENCYPART_ARC
(21,28),-1.1513 # DEPENDENCYPART_ARC
(21,29),-2.8684 # DEPENDENCYPART_ARC
(22,1),-5.32028 # DEPENDENCYPART_ARC
(22,2),-2.57953 # DEPENDENCYPART_ARC
(22,3),-3.64013 # DEPENDENCYPART_ARC
(22,4),-5.09318 # DEPENDENCYPART_ARC
(22,5),-3.64147 # DEPENDENCYPART_ARC
(22,7),-2.77535 # DEPENDENCYPART_ARC
(22,8),-2.67064 # DEPENDENCYPART_ARC
(22,9),-3.50112 # DEPENDENCYPART_ARC
(22,11),-2.31845 # DEPENDENCYPART_ARC
(22,12),-3.5434 # DEPENDENCYPART_ARC
(22,13),-2.08856 # DEPENDENCYPART_ARC
(22,14),-3.69849 # DEPENDENCYPART_ARC
(22,15),-2.19383 # DEPENDENCYPART_ARC
(22,16),-3.92002 # DEPENDENCYPART_ARC
(22,17),-2.19248 # DEPENDENCYPART_ARC
(22,18),-2.89833 # DEPENDENCYPART_ARC
(22,19),-1.14081 # DEPENDENCYPART_ARC
(22,20),-1.76724 # DEPENDENCYPART_ARC
(22,21),-2.33794 # DEPENDENCYPART_ARC
(22,23),4.06671 # DEPENDENCYPART_ARC
(22,24),-1.04824 # DEPENDENCYPART_ARC
(22,25),1.02774 # DEPENDENCYPART_ARC
(22,26),-2.50063 # DEPENDENCYPART_ARC
(22,27),-2.67902 # DEPENDENCYPART_ARC
(22,28),-4.09649 # DEPENDENCYPART_ARC
(22,29),-1.07834 # DEPENDENCYPART_ARC
(23,1),-2.7515 # DEPENDENCYPART_ARC
(23,2),-4.44095 # DEPENDENCYPART_ARC
(23,3),-7.40322 # DEPENDENCYPART_ARC
(23,4),-8.03956 # DEPENDENCYPART_ARC
(23,5),-4.53143 # DEPENDENCYPART_ARC
(23,6),-3.74796 # DEPENDENCYPART_ARC
(23,7),-6.73848 # DEPENDENCYPART_ARC
(23,8),-3.2775 # DEPENDENCYPART_ARC
(23,9),-3.41581 # DEPENDENCYPART_ARC
(23,10),-6.62861 # DEPENDENCYPART_ARC
(23,11),-3.79211 # DEPENDENCYPART_ARC
(23,12),-1.5147 # DEPENDENCYPART_ARC
(23,13),-3.16295 # DEPENDENCYPART_ARC
(23,14),-4.85017 # DEPENDENCYPART_ARC
(23,15),-3.20269 # DEPENDENCYPART_ARC
(23,16),-5.66606 # DEPENDENCYPART_ARC
(23,17),-1.85629 # DEPENDENCYPART_ARC
(23,18),-3.47611 # DEPENDENCYPART_ARC
(23,19),-1.8873 # DEPENDENCYPART_ARC
(23,20),-4.67388 # DEPENDENCYPART_ARC
(23,21),-3.22789 # DEPENDENCYPART_ARC
(23,22),0.00488253 # DEPENDENCYPART_ARC
(23,24),2.7187 # DEPENDENCYPART_ARC
(23,25),0.570103 # DEPENDENCYPART_ARC
(23,26),-0.450034 # DEPENDENCYPART_ARC
(23,27),-1.0162 # DEPENDENCYPART_ARC
(23,28),0.561047 # DEPENDENCYPART_ARC
(23,29),-1.29177 # DEPENDENCYPART_ARC
(24,1),-4.10453 # DEPENDENCYPART_ARC
(24,2),-2.36572 # DEPENDENCYPART_ARC
(24,3),-3.36863 # DEPENDENCYPART_ARC
(24,4),-4.57312 # DEPENDENCYPART_ARC
(24,5),-3.27174 # DEPENDENCYPART_ARC
(24,7),-2.66899 # DEPENDENCYPART_ARC
(24,8),-2.28527 # DEPENDENCYPART_ARC
(24,9),-3.14111 # DEPENDENCYPART_ARC
(24,11),-1.96217 # DEPENDENCYPART_ARC
(24,12),-2.72681 # DEPENDENCYPART_ARC
(24,13),-1.68029 # DEPENDENCYPART_ARC
(24,14),-3.24892 # DEPENDENCYPART_ARC
(24,15),-1.76055 # DEPENDENCYPART_ARC
(24,16),-3.47693 # DEPENDENCYPART_ARC
(24,17),-1.85169 # DEPENDENCYPART_ARC
(24,18),-2.71501 # DEPENDENCYPART_ARC
(24,19),-1.30127 # DEPENDENCYPART_ARC
(24,20),-2.12318 # DEPENDENCYPART_ARC
(24,21),-2.72822 # DEPENDENCYPART_ARC
(24,22),-0.0173824 # DEPENDENCYPART_ARC
(24,23),2.12635 # DEPENDENCYPART_ARC
(24,25),3.9599 # DEPENDENCYPART_ARC
(24,26),-1.63408 # DEPENDENCYPART_ARC
(24,27),-2.24629 # DEPENDENCYPART_ARC
(24,28),-2.43743 # DEPENDENCYPART_ARC
(24,29),-1.15316 # DEPENDENCYPART_ARC
(25,1),-3.55756 # DEPENDENCYPART_ARC
(25,2),-5.97098 # DEPENDENCYPART_ARC
(25,3),-9.90421 # DEPENDENCYPART_ARC
(25,4),-9.09876 # DEPENDENCYPART_ARC
(25,5),-4.5395 # DEPENDENCYPART_ARC
(25,6),-2.95149 # DEPENDENCYPART_ARC
(25,7),-7.00211 # DEPENDENCYPART_ARC
(25,8),-3.59085 # DEPENDENCYPART_ARC
(25,9),-3.45422 # DEPENDENCYPART_ARC
(25,10),-7.24839 # DEPENDENCYPART_ARC
(25,11),-4.36769 # DEPENDENCYPART_ARC
(25,12),-1.47942 # DEPENDENCYPART_ARC
(25,13),-4.30301 # DEPENDENCYPART_ARC
(25,14),-5.09888 # DEPENDENCYPART_ARC
(25,15),-3.64865 # DEPENDENCYPART_ARC
(25,16),-6.73608 # DEPENDENCYPART_ARC
(25,17),-1.19991 # DEPENDENCYPART_ARC
(25,18),-4.34737 # DEPENDENCYPART_ARC
(25,19),-2.3603 # DEPENDENCYPART_ARC
(25,20),-5.24825 # DEPENDENCYPART_ARC
(25,21),-5.17473 # DEPENDENCYPART_ARC
(25,22),-0.368343 # DEPENDENCYPART_ARC
(25,23),-1.14069 # DEPENDENCYPART_ARC
(25,24),1.31352 # DEPENDENCYPART_ARC
(25,26),1.71646 # DEPENDENCYPART_ARC
(25,27),1.01183 # DEPENDENCYPART_ARC
(25,28),2.78695 # DEPENDENCYPART_ARC
(25,29),-0.184879 # DEPENDENCYPART_ARC
(26,1),-3.28077 # DEPENDENCYPART_ARC
(26,2),-4.26743 # DEPENDENCYPART_ARC
(26,3),-5.59202 # DEPENDENCYPART_ARC
(26,4),-5.17792 # DEPENDENCYPART_ARC
(26,5),-4.39053 # DEPENDENCYPART_ARC
(26,6),-5.71621 # DEPENDENCYPART_ARC
(26,7),-2.84531 # DEPENDENCYPART_ARC
(26,8),-2.94764 # DEPENDENCYPART_ARC
(26,9),-4.78516 # DEPENDENCYPART_ARC
(26,10),-1.75189 # DEPENDENCYPART_ARC
(26,11),-2.05627 # DEPENDENCYPART_ARC
(26,12),-2.16634 # DEPENDENCYPART_ARC
(26,13),-4.61293 # DEPENDENCYPART_ARC
(26,14),-3.64933 # DEPENDENCYPART_ARC
(26,15),-1.49742 # DEPENDENCYPART_ARC
(26,16),-3.59858 # DEPENDENCYPART_ARC
(26,17),-1.90175 # DEPENDENCYPART_ARC
(26,18),-2.7866 # DEPENDENCYPART_ARC
(26,19),-1.55913 # DEPENDENCYPART_ARC
(26,20),-5.11444 # DEPENDENCYPART_ARC
(26,21),-3.57372 # DEPENDENCYPART_ARC
(26,22),-0.577911 # DEPENDENCYPART_ARC
(26,23),-3.13677 # DEPENDENCYPART_ARC
(26,24),-0.0539012 # DEPENDENCYPART_ARC
(26,25),-1.76318 # DEPENDENCYPART_ARC
(26,27),-1.4073 # DEPENDENCYPART_ARC
(26,28),0.368263 # DEPENDENCYPART_ARC
(26,29),-0.288612 # DEPENDENCYPART_ARC
(27,1),-3.58163 # DEPENDENCYPART_ARC
(27,2),-4.42256 # DEPENDENCYPART_ARC
(27,3),-5.98889 # DEPENDENCYPART_ARC
(27,4),-5.84117 # DEPENDENCYPART_ARC
(27,5),-4.56154 # DEPENDENCYPART_ARC
(27,6),-5.91535 # DEPENDENCYPART_ARC
(27,7),-3.01625 # DEPENDENCYPART_ARC
(27,8),-3.27601 # DEPENDENCYPART_ARC
(27,9),-5.03396 # DEPENDENCYPART_ARC
(27,10),-1.9704 # DEPENDENCYPART_ARC
(27,11),-2.3041 # DEPENDENCYPART_ARC
(27,12),-2.8797 # DEPENDENCYPART_ARC
(27,13),-5.20165 # DEPENDENCYPART_ARC
(27,14),-4.19945 # DEPENDENCYPART_ARC
(27,15),-2.07071 # DEPENDENCYPART_ARC
(27,16),-4.20483 # DEPENDENCYPART_ARC
(27,17),-2.57127 # DEPENDENCYPART_ARC
(27,18),-3.37488 # DEPENDENCYPART_ARC
(27,19),-2.01719 # DEPENDENCYPART_ARC
(27,20),-5.384 # DEPENDENCYPART_ARC
(27,21),-4.44548 # DEPENDENCYPART_ARC
(27,22),-1.34595 # DEPENDENCYPART_ARC
(27,23),-3.84842 # DEPENDENCYPART_ARC
(27,24),-0.888654 # DEPENDENCYPART_ARC
(27,25),-2.75586 # DEPENDENCYPART_ARC
(27,26),-0.304718 # DEPENDENCYPART_ARC
(27,28),-0.74176 # DEPENDENCYPART_ARC
(27,29),-0.443093 # DEPENDENCYPART_ARC
(28,1),-2.78186 # DEPENDENCYPART_ARC
(28,2),-4.67994 # DEPENDENCYPART_ARC
(28,3),-8.85878 # DEPENDENCYPART_ARC
(28,4),-9.61927 # DEPENDENCYPART_ARC
(28,5),-3.89903 # DEPENDENCYPART_ARC
(28,6),-1.87319 # DEPENDENCYPART_ARC
(28,7),-6.1463 # DEPENDENCYPART_ARC
(28,8),-3.09044 # DEPENDENCYPART_ARC
(28,9),-2.82604 # DEPENDENCYPART_ARC
(28,10),-6.452 # DEPENDENCYPART_ARC
(28,11),-4.2854 # DEPENDENCYPART_ARC
(28,12),-1.67398 # DEPENDENCYPART_ARC
(28,13),-6.07091 # DEPENDENCYPART_ARC
(28,14),-4.85929 # DEPENDENCYPART_ARC
(28,15),-3.11958 # DEPENDENCYPART_ARC
(28,16),-5.91523 # DEPENDENCYPART_ARC
(28,17),-1.41589 # DEPENDENCYPART_ARC
(28,18),-3.17822 # DEPENDENCYPART_ARC
(28,19),-2.1595 # DEPENDENCYPART_ARC
(28,20),-3.85865 # DEPENDENCYPART_ARC
(28,21),-5.92811 # DEPENDENCYPART_ARC
(28,22),-1.2321 # DEPENDENCYPART_ARC
(28,23),-3.7341 # DEPENDENCYPART_ARC
(28,24),-0.735781 # DEPENDENCYPART_ARC
(28,25),-1.67472 # DEPENDENCYPART_ARC
(28,26),4.52476 # DEPENDENCYPART_ARC
(28,27),4.93799 # DEPENDENCYPART_ARC
(28,29),0.0421818 # DEPENDENCYPART_ARC
(29,1),-6.6483 # DEPENDENCYPART_ARC
(29,2),-5.02084 # DEPENDENCYPART_ARC
(29,3),-6.01666 # DEPENDENCYPART_ARC
(29,4),-7.5444 # DEPENDENCYPART_ARC
(29,5),-5.34432 # DEPENDENCYPART_ARC
(29,6),-5.23625 # DEPENDENCYPART_ARC
(29,7),-4.85128 # DEPENDENCYPART_ARC
(29,8),-6.62198 # DEPENDENCYPART_ARC
(29,9),-4.65948 # DEPENDENCYPART_ARC
(29,10),-5.35754 # DEPENDENCYPART_ARC
(29,11),-3.43795 # DEPENDENCYPART_ARC
(29,12),-5.63315 # DEPENDENCYPART_ARC
(29,13),-4.55832 # DEPENDENCYPART_ARC
(29,14),-5.08574 # DEPENDENCYPART_ARC
(29,15),-4.41893 # DEPENDENCYPART_ARC
(29,16),-4.96705 # DEPENDENCYPART_ARC
(29,17),-4.25149 # DEPENDENCYPART_ARC
(29,18),-3.91412 # DEPENDENCYPART_ARC
(29,19),-4.07966 # DEPENDENCYPART_ARC
(29,20),-3.6493 # DEPENDENCYPART_ARC
(29,21),-3.69311 # DEPENDENCYPART_ARC
(29,22),-3.86557 # DEPENDENCYPART_ARC
(29,23),-2.9801 # DEPENDENCYPART_ARC
(29,24),-3.56362 # DEPENDENCYPART_ARC
(29,25),-2.73413 # DEPENDENCYPART_ARC
(29,26),-2.82679 # DEPENDENCYPART_ARC
(29,27),-2.76878 # DEPENDENCYPART_ARC
(29,28),-3.24003 # DEPENDENCYPART_ARC
