# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,15,2,3,3,5,6,2,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(19,10),-3.50681 # DEPENDENCYPART_ARC
(19,11),-3.50094 # DEPENDENCYPART_ARC
(19,12),-4.42377 # DEPENDENCYPART_ARC
(19,13),-2.92786 # DEPENDENCYPART_ARC
(19,14),-2.34655 # DEPENDENCYPART_ARC
(19,15),-1.73646 # DEPENDENCYPART_ARC
(19,16),-2.32636 # DEPENDENCYPART_ARC
(19,17),-1.65216 # DEPENDENCYPART_ARC
(19,18),-2.13854 # DEPENDENCYPART_ARC
(19,20),3.98241 # DEPENDENCYPART_ARC
(19,21),-1.50893 # DEPENDENCYPART_ARC
(19,22),-0.967894 # DEPENDENCYPART_ARC
(19,23),-1.98622 # DEPENDENCYPART_ARC
(19,24),-2.94888 # DEPENDENCYPART_ARC
(19,25),-5.02815 # DEPENDENCYPART_ARC
(19,26),-6.37446 # DEPENDENCYPART_ARC
(19,27),-1.96684 # DEPENDENCYPART_ARC
(20,1),-6.79202 # DEPENDENCYPART_ARC
(20,2),-5.35471 # DEPENDENCYPART_ARC
(20,3),-7.05395 # DEPENDENCYPART_ARC
(20,4),-7.01187 # DEPENDENCYPART_ARC
(20,5),-1.1232 # DEPENDENCYPART_ARC
(20,6),-5.35683 # DEPENDENCYPART_ARC
(20,7),-6.29681 # DEPENDENCYPART_ARC
(20,8),-3.41181 # DEPENDENCYPART_ARC
(20,9),-4.58461 # DEPENDENCYPART_ARC
(20,10),-7.63448 # DEPENDENCYPART_ARC
(20,11),-7.52308 # DEPENDENCYPART_ARC
(20,12),-6.32473 # DEPENDENCYPART_ARC
(20,13),-0.660519 # DEPENDENCYPART_ARC
(20,14),-2.81082 # DEPENDENCYPART_ARC
(20,15),-1.99444 # DEPENDENCYPART_ARC
(20,16),-3.80374 # DEPENDENCYPART_ARC
(20,17),-0.848351 # DEPENDENCYPART_ARC
(20,18),-2.5569 # DEPENDENCYPART_ARC
(20,19),1.76275 # DEPENDENCYPART_ARC
(20,21),3.33414 # DEPENDENCYPART_ARC
(20,22),0.857122 # DEPENDENCYPART_ARC
(20,23),-1.1946 # DEPENDENCYPART_ARC
(20,24),-3.54799 # DEPENDENCYPART_ARC
(20,25),-3.55599 # DEPENDENCYPART_ARC
(20,26),-0.285129 # DEPENDENCYPART_ARC
(20,27),-2.40476 # DEPENDENCYPART_ARC
(21,1),-7.29051 # DEPENDENCYPART_ARC
(21,2),-3.56083 # DEPENDENCYPART_ARC
(21,3),-6.11435 # DEPENDENCYPART_ARC
(21,4),-5.39574 # DEPENDENCYPART_ARC
(21,5),-1.54176 # DEPENDENCYPART_ARC
(21,6),-3.81999 # DEPENDENCYPART_ARC
(21,7),-5.5884 # DEPENDENCYPART_ARC
(21,8),-2.8294 # DEPENDENCYPART_ARC
(21,9),-2.81748 # DEPENDENCYPART_ARC
(21,10),-5.70769 # DEPENDENCYPART_ARC
(21,11),-5.32574 # DEPENDENCYPART_ARC
(21,12),-5.75707 # DEPENDENCYPART_ARC
(21,13),-1.07723 # DEPENDENCYPART_ARC
(21,14),-3.65224 # DEPENDENCYPART_ARC
(21,15),-1.55389 # DEPENDENCYPART_ARC
(21,16),-2.10173 # DEPENDENCYPART_ARC
(21,17),-2.52997 # DEPENDENCYPART_ARC
(21,18),-2.83958 # DEPENDENCYPART_ARC
(21,19),-0.256998 # DEPENDENCYPART_ARC
(21,20),-0.175998 # DEPENDENCYPART_ARC
(21,22),-0.419015 # DEPENDENCYPART_ARC
(21,23),-2.40085 # DEPENDENCYPART_ARC
(21,24),-3.74533 # DEPENDENCYPART_ARC
(21,25),-4.34439 # DEPENDENCYPART_ARC
(21,26),-0.917166 # DEPENDENCYPART_ARC
(21,27),-2.72943 # DEPENDENCYPART_ARC
(22,1),1.2974 # DEPENDENCYPART_ARC
(22,2),0.382412 # DEPENDENCYPART_ARC
(22,3),0.211072 # DEPENDENCYPART_ARC
(22,4),0.0706073 # DEPENDENCYPART_ARC
(22,5),-0.324586 # DEPENDENCYPART_ARC
(22,6),0.435781 # DEPENDENCYPART_ARC
(22,7),-0.0238123 # DEPENDENCYPART_ARC
(22,8),0.57791 # DEPENDENCYPART_ARC
(22,9),1.82978 # DEPENDENCYPART_ARC
(22,10),-1.03373 # DEPENDENCYPART_ARC
(22,11),-1.1087 # DEPENDENCYPART_ARC
(22,12),0.954303 # DEPENDENCYPART_ARC
(22,13),0.0162145 # DEPENDENCYPART_ARC
(22,14),1.07321 # DEPENDENCYPART_ARC
(22,15),1.23149 # DEPENDENCYPART_ARC
(22,16),2.95883 # DEPENDENCYPART_ARC
(22,17),-0.11843 # DEPENDENCYPART_ARC
(22,18),1.54749 # DEPENDENCYPART_ARC
(22,19),0.610212 # DEPENDENCYPART_ARC
(22,20),1.98102 # DEPENDENCYPART_ARC
(22,21),1.12289 # DEPENDENCYPART_ARC
(22,23),2.58783 # DEPENDENCYPART_ARC
(22,24),0.23949 # DEPENDENCYPART_ARC
(22,25),0.965652 # DEPENDENCYPART_ARC
(22,26),0.162898 # DEPENDENCYPART_ARC
(22,27),-0.586177 # DEPENDENCYPART_ARC
(23,1),0.303938 # DEPENDENCYPART_ARC
(23,2),-3.64901 # DEPENDENCYPART_ARC
(23,3),-2.44241 # DEPENDENCYPART_ARC
(23,4),-4.55256 # DEPENDENCYPART_ARC
(23,5),-2.48235 # DEPENDENCYPART_ARC
(23,6),-2.15667 # DEPENDENCYPART_ARC
(23,7),-5.36659 # DEPENDENCYPART_ARC
(23,8),-2.70016 # DEPENDENCYPART_ARC
(23,9),-2.55224 # DEPENDENCYPART_ARC
(23,10),-5.75382 # DEPENDENCYPART_ARC
(23,11),-5.14851 # DEPENDENCYPART_ARC
(23,12),-1.9999 # DEPENDENCYPART_ARC
(23,13),-2.01108 # DEPENDENCYPART_ARC
(23,14),-1.99076 # DEPENDENCYPART_ARC
(23,15),-1.89228 # DEPENDENCYPART_ARC
(23,16),-1.86533 # DEPENDENCYPART_ARC
(23,17),-4.52142 # DEPENDENCYPART_ARC
(23,18),-0.793847 # DEPENDENCYPART_ARC
(23,19),-0.705444 # DEPENDENCYPART_ARC
(23,20),-1.31279 # DEPENDENCYPART_ARC
(23,21),-2.71601 # DEPENDENCYPART_ARC
(23,22),0.340562 # DEPENDENCYPART_ARC
(23,24),0.857844 # DEPENDENCYPART_ARC
(23,25),3.07322 # DEPENDENCYPART_ARC
(23,26),-0.142153 # DEPENDENCYPART_ARC
(23,27),-0.270237 # DEPENDENCYPART_ARC
(24,1),-6.77396 # DEPENDENCYPART_ARC
(24,2),-4.98134 # DEPENDENCYPART_ARC
(24,3),-4.41083 # DEPENDENCYPART_ARC
(24,4),-6.03014 # DEPENDENCYPART_ARC
(24,5),-3.43372 # DEPENDENCYPART_ARC
(24,6),-4.07332 # DEPENDENCYPART_ARC
(24,7),-5.68196 # DEPENDENCYPART_ARC
(24,8),-3.47811 # DEPENDENCYPART_ARC
(24,9),-4.54884 # DEPENDENCYPART_ARC
(24,10),-5.2985 # DEPENDENCYPART_ARC
(24,11),-4.94096 # DEPENDENCYPART_ARC
(24,12),-4.24018 # DEPENDENCYPART_ARC
(24,13),-2.34269 # DEPENDENCYPART_ARC
(24,14),-3.31208 # DEPENDENCYPART_ARC
(24,15),-2.16385 # DEPENDENCYPART_ARC
(24,16),-4.07177 # DEPENDENCYPART_ARC
(24,17),-3.03192 # DEPENDENCYPART_ARC
(24,18),-3.26017 # DEPENDENCYPART_ARC
(24,19),-0.813002 # DEPENDENCYPART_ARC
(24,20),-3.66811 # DEPENDENCYPART_ARC
(24,21),-3.53984 # DEPENDENCYPART_ARC
(24,22),-0.391249 # DEPENDENCYPART_ARC
(24,23),-2.26482 # DEPENDENCYPART_ARC
(24,25),-0.585573 # DEPENDENCYPART_ARC
(24,26),-0.72332 # DEPENDENCYPART_ARC
(24,27),-0.765681 # DEPENDENCYPART_ARC
(25,1),-8.64797 # DEPENDENCYPART_ARC
(25,2),-3.17848 # DEPENDENCYPART_ARC
(25,3),-6.39505 # DEPENDENCYPART_ARC
(25,4),-7.86967 # DEPENDENCYPART_ARC
(25,5),-1.3512 # DEPENDENCYPART_ARC
(25,6),-5.81701 # DEPENDENCYPART_ARC
(25,7),-7.49386 # DEPENDENCYPART_ARC
(25,8),-3.32707 # DEPENDENCYPART_ARC
(25,9),-2.53898 # DEPENDENCYPART_ARC
(25,10),-5.87659 # DEPENDENCYPART_ARC
(25,11),-5.4121 # DEPENDENCYPART_ARC
(25,12),-6.46928 # DEPENDENCYPART_ARC
(25,13),-1.00258 # DEPENDENCYPART_ARC
(25,14),-2.7982 # DEPENDENCYPART_ARC
(25,15),-2.10245 # DEPENDENCYPART_ARC
(25,16),-2.13653 # DEPENDENCYPART_ARC
(25,17),-0.778442 # DEPENDENCYPART_ARC
(25,18),-3.34692 # DEPENDENCYPART_ARC
(25,19),-1.30576 # DEPENDENCYPART_ARC
(25,20),-3.4054 # DEPENDENCYPART_ARC
(25,21),-4.64099 # DEPENDENCYPART_ARC
(25,22),-0.711309 # DEPENDENCYPART_ARC
(25,23),-0.815393 # DEPENDENCYPART_ARC
(25,24),4.21408 # DEPENDENCYPART_ARC
(25,26),3.83529 # DEPENDENCYPART_ARC
(25,27),0.192216 # DEPENDENCYPART_ARC
(26,1),-9.07136 # DEPENDENCYPART_ARC
(26,2),-4.86568 # DEPENDENCYPART_ARC
(26,3),-5.70727 # DEPENDENCYPART_ARC
(26,4),-5.53365 # DEPENDENCYPART_ARC
(26,5),-1.9517 # DEPENDENCYPART_ARC
(26,6),-6.71101 # DEPENDENCYPART_ARC
(26,7),-4.74484 # DEPENDENCYPART_ARC
(26,8),-3.45496 # DEPENDENCYPART_ARC
(26,9),-4.05446 # DEPENDENCYPART_ARC
(26,10),-6.29983 # DEPENDENCYPART_ARC
(26,11),-6.65029 # DEPENDENCYPART_ARC
(26,12),-6.39925 # DEPENDENCYPART_ARC
(26,13),-1.3906 # DEPENDENCYPART_ARC
(26,14),-5.45001 # DEPENDENCYPART_ARC
(26,15),-2.31801 # DEPENDENCYPART_ARC
(26,16),-3.63203 # DEPENDENCYPART_ARC
(26,17),-3.70067 # DEPENDENCYPART_ARC
(26,18),-5.06929 # DEPENDENCYPART_ARC
(26,19),-2.2483 # DEPENDENCYPART_ARC
(26,20),-3.58672 # DEPENDENCYPART_ARC
(26,21),-3.379 # DEPENDENCYPART_ARC
(26,22),-0.401539 # DEPENDENCYPART_ARC
(26,23),-2.69164 # DEPENDENCYPART_ARC
(26,24),-0.868994 # DEPENDENCYPART_ARC
(26,25),-0.985972 # DEPENDENCYPART_ARC
(26,27),0.159516 # DEPENDENCYPART_ARC
(27,1),-7.87503 # DEPENDENCYPART_ARC
(27,2),-4.93735 # DEPENDENCYPART_ARC
(27,3),-6.71898 # DEPENDENCYPART_ARC
(27,4),-6.68239 # DEPENDENCYPART_ARC
(27,5),-6.4045 # DEPENDENCYPART_ARC
(27,6),-6.10503 # DEPENDENCYPART_ARC
(27,7),-5.84309 # DEPENDENCYPART_ARC
(27,8),-5.81515 # DEPENDENCYPART_ARC
(27,9),-4.71951 # DEPENDENCYPART_ARC
(27,10),-4.76916 # DEPENDENCYPART_ARC
(27,11),-4.82364 # DEPENDENCYPART_ARC
(27,12),-5.46215 # DEPENDENCYPART_ARC
(27,13),-5.16242 # DEPENDENCYPART_ARC
(27,14),-4.36017 # DEPENDENCYPART_ARC
(27,15),-4.81312 # DEPENDENCYPART_ARC
(27,16),-3.9261 # DEPENDENCYPART_ARC
(27,17),-4.03102 # DEPENDENCYPART_ARC
(27,18),-4.36875 # DEPENDENCYPART_ARC
(27,19),-4.15123 # DEPENDENCYPART_ARC
(27,20),-3.40289 # DEPENDENCYPART_ARC
(27,21),-3.67586 # DEPENDENCYPART_ARC
(27,22),-3.86241 # DEPENDENCYPART_ARC
(27,23),-3.63343 # DEPENDENCYPART_ARC
(27,24),-2.72666 # DEPENDENCYPART_ARC
(27,25),-3.28652 # DEPENDENCYPART_ARC
(27,26),-2.92791 # DEPENDENCYPART_ARC
