# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,0,9,14,9,14,12,9,15,18,9,21,21,18,21,22,25,23,0,
(20,6),-3.99849 # DEPENDENCYPART_ARC
(20,7),-2.48356 # DEPENDENCYPART_ARC
(20,8),-1.75419 # DEPENDENCYPART_ARC
(20,9),-3.58256 # DEPENDENCYPART_ARC
(20,10),-2.59365 # DEPENDENCYPART_ARC
(20,11),-1.51524 # DEPENDENCYPART_ARC
(20,12),-0.812614 # DEPENDENCYPART_ARC
(20,13),-3.54309 # DEPENDENCYPART_ARC
(20,14),-3.15731 # DEPENDENCYPART_ARC
(20,15),-0.958289 # DEPENDENCYPART_ARC
(20,16),-1.86501 # DEPENDENCYPART_ARC
(20,17),-0.29585 # DEPENDENCYPART_ARC
(20,18),-0.245159 # DEPENDENCYPART_ARC
(20,19),1.49119 # DEPENDENCYPART_ARC
(20,21),-0.937252 # DEPENDENCYPART_ARC
(20,22),-0.992906 # DEPENDENCYPART_ARC
(20,23),-1.15922 # DEPENDENCYPART_ARC
(20,24),-4.55774 # DEPENDENCYPART_ARC
(20,25),-2.57775 # DEPENDENCYPART_ARC
(20,26),-0.151495 # DEPENDENCYPART_ARC
(21,1),0.844093 # DEPENDENCYPART_ARC
(21,2),-0.192595 # DEPENDENCYPART_ARC
(21,3),-0.157147 # DEPENDENCYPART_ARC
(21,4),-2.96091 # DEPENDENCYPART_ARC
(21,5),-1.14593 # DEPENDENCYPART_ARC
(21,6),-2.12528 # DEPENDENCYPART_ARC
(21,7),-1.08854 # DEPENDENCYPART_ARC
(21,8),-1.26676 # DEPENDENCYPART_ARC
(21,9),-1.77161 # DEPENDENCYPART_ARC
(21,10),0.472042 # DEPENDENCYPART_ARC
(21,11),-0.27425 # DEPENDENCYPART_ARC
(21,12),0.637797 # DEPENDENCYPART_ARC
(21,13),-2.29118 # DEPENDENCYPART_ARC
(21,14),-0.873855 # DEPENDENCYPART_ARC
(21,15),0.119998 # DEPENDENCYPART_ARC
(21,16),-0.979943 # DEPENDENCYPART_ARC
(21,17),0.384325 # DEPENDENCYPART_ARC
(21,18),0.746777 # DEPENDENCYPART_ARC
(21,19),2.41125 # DEPENDENCYPART_ARC
(21,20),4.06826 # DEPENDENCYPART_ARC
(21,22),2.55221 # DEPENDENCYPART_ARC
(21,23),1.43221 # DEPENDENCYPART_ARC
(21,24),-2.25074 # DEPENDENCYPART_ARC
(21,25),-0.671196 # DEPENDENCYPART_ARC
(21,26),-0.256348 # DEPENDENCYPART_ARC
(22,1),-6.04555 # DEPENDENCYPART_ARC
(22,2),-3.01614 # DEPENDENCYPART_ARC
(22,3),-2.73032 # DEPENDENCYPART_ARC
(22,4),-4.56969 # DEPENDENCYPART_ARC
(22,5),-2.72624 # DEPENDENCYPART_ARC
(22,6),-3.59773 # DEPENDENCYPART_ARC
(22,7),-4.00028 # DEPENDENCYPART_ARC
(22,8),-2.95306 # DEPENDENCYPART_ARC
(22,9),-3.81461 # DEPENDENCYPART_ARC
(22,10),-3.9423 # DEPENDENCYPART_ARC
(22,11),-2.5311 # DEPENDENCYPART_ARC
(22,12),-3.30001 # DEPENDENCYPART_ARC
(22,13),-2.8183 # DEPENDENCYPART_ARC
(22,14),-3.06275 # DEPENDENCYPART_ARC
(22,15),-2.08486 # DEPENDENCYPART_ARC
(22,16),-2.54278 # DEPENDENCYPART_ARC
(22,17),-0.858184 # DEPENDENCYPART_ARC
(22,18),-1.77 # DEPENDENCYPART_ARC
(22,19),-1.92672 # DEPENDENCYPART_ARC
(22,20),-2.26844 # DEPENDENCYPART_ARC
(22,21),-1.71982 # DEPENDENCYPART_ARC
(22,23),3.69052 # DEPENDENCYPART_ARC
(22,24),-1.69403 # DEPENDENCYPART_ARC
(22,25),-2.75607 # DEPENDENCYPART_ARC
(22,26),-0.450904 # DEPENDENCYPART_ARC
(23,1),-9.79724 # DEPENDENCYPART_ARC
(23,2),-7.10554 # DEPENDENCYPART_ARC
(23,3),-3.66653 # DEPENDENCYPART_ARC
(23,4),-4.77673 # DEPENDENCYPART_ARC
(23,5),-3.70483 # DEPENDENCYPART_ARC
(23,6),-4.95259 # DEPENDENCYPART_ARC
(23,7),-7.1114 # DEPENDENCYPART_ARC
(23,8),-3.51298 # DEPENDENCYPART_ARC
(23,9),-3.59483 # DEPENDENCYPART_ARC
(23,10),-2.63829 # DEPENDENCYPART_ARC
(23,11),-0.400994 # DEPENDENCYPART_ARC
(23,12),-1.91186 # DEPENDENCYPART_ARC
(23,13),-4.43213 # DEPENDENCYPART_ARC
(23,14),-7.76723 # DEPENDENCYPART_ARC
(23,15),-0.811749 # DEPENDENCYPART_ARC
(23,16),-1.2999 # DEPENDENCYPART_ARC
(23,17),-1.31921 # DEPENDENCYPART_ARC
(23,18),-1.85508 # DEPENDENCYPART_ARC
(23,19),-0.910789 # DEPENDENCYPART_ARC
(23,20),-1.38943 # DEPENDENCYPART_ARC
(23,21),-2.20821 # DEPENDENCYPART_ARC
(23,22),1.23676 # DEPENDENCYPART_ARC
(23,24),1.26304 # DEPENDENCYPART_ARC
(23,25),3.42849 # DEPENDENCYPART_ARC
(23,26),-0.120908 # DEPENDENCYPART_ARC
(24,1),-6.04823 # DEPENDENCYPART_ARC
(24,2),-2.43563 # DEPENDENCYPART_ARC
(24,3),-3.40238 # DEPENDENCYPART_ARC
(24,4),-5.51093 # DEPENDENCYPART_ARC
(24,5),-2.00163 # DEPENDENCYPART_ARC
(24,6),-4.13702 # DEPENDENCYPART_ARC
(24,7),-3.66174 # DEPENDENCYPART_ARC
(24,8),-3.25484 # DEPENDENCYPART_ARC
(24,9),-4.53685 # DEPENDENCYPART_ARC
(24,10),-3.75236 # DEPENDENCYPART_ARC
(24,11),-2.76971 # DEPENDENCYPART_ARC
(24,12),-1.51826 # DEPENDENCYPART_ARC
(24,13),-4.06483 # DEPENDENCYPART_ARC
(24,14),-4.84327 # DEPENDENCYPART_ARC
(24,15),-1.22908 # DEPENDENCYPART_ARC
(24,16),-2.38503 # DEPENDENCYPART_ARC
(24,17),-1.52468 # DEPENDENCYPART_ARC
(24,18),-1.15316 # DEPENDENCYPART_ARC
(24,19),-0.172747 # DEPENDENCYPART_ARC
(24,20),-2.69058 # DEPENDENCYPART_ARC
(24,21),-3.29099 # DEPENDENCYPART_ARC
(24,22),0.288631 # DEPENDENCYPART_ARC
(24,23),-0.176177 # DEPENDENCYPART_ARC
(24,25),0.901949 # DEPENDENCYPART_ARC
(24,26),-0.481836 # DEPENDENCYPART_ARC
(25,1),-8.61467 # DEPENDENCYPART_ARC
(25,2),-6.46481 # DEPENDENCYPART_ARC
(25,3),-4.86456 # DEPENDENCYPART_ARC
(25,4),-4.67229 # DEPENDENCYPART_ARC
(25,5),-2.95836 # DEPENDENCYPART_ARC
(25,6),-4.06665 # DEPENDENCYPART_ARC
(25,7),-7.65932 # DEPENDENCYPART_ARC
(25,8),-3.71883 # DEPENDENCYPART_ARC
(25,9),-3.56288 # DEPENDENCYPART_ARC
(25,10),-2.20812 # DEPENDENCYPART_ARC
(25,11),-0.545227 # DEPENDENCYPART_ARC
(25,12),-1.9327 # DEPENDENCYPART_ARC
(25,13),-4.09077 # DEPENDENCYPART_ARC
(25,14),-7.78228 # DEPENDENCYPART_ARC
(25,15),-1.33218 # DEPENDENCYPART_ARC
(25,16),-0.225683 # DEPENDENCYPART_ARC
(25,17),-1.32575 # DEPENDENCYPART_ARC
(25,18),-1.3927 # DEPENDENCYPART_ARC
(25,19),-1.3617 # DEPENDENCYPART_ARC
(25,20),-1.31015 # DEPENDENCYPART_ARC
(25,21),-2.62738 # DEPENDENCYPART_ARC
(25,22),0.0185212 # DEPENDENCYPART_ARC
(25,23),-0.650042 # DEPENDENCYPART_ARC
(25,24),5.73161 # DEPENDENCYPART_ARC
(25,26),0.434869 # DEPENDENCYPART_ARC
(26,1),-8.62375 # DEPENDENCYPART_ARC
(26,2),-4.77412 # DEPENDENCYPART_ARC
(26,3),-4.25058 # DEPENDENCYPART_ARC
(26,4),-5.34076 # DEPENDENCYPART_ARC
(26,5),-4.18551 # DEPENDENCYPART_ARC
(26,6),-4.93019 # DEPENDENCYPART_ARC
(26,7),-6.96143 # DEPENDENCYPART_ARC
(26,8),-6.57934 # DEPENDENCYPART_ARC
(26,9),-4.36503 # DEPENDENCYPART_ARC
(26,10),-4.85658 # DEPENDENCYPART_ARC
(26,11),-3.76542 # DEPENDENCYPART_ARC
(26,12),-4.2346 # DEPENDENCYPART_ARC
(26,13),-4.81781 # DEPENDENCYPART_ARC
(26,14),-4.96919 # DEPENDENCYPART_ARC
(26,15),-4.06335 # DEPENDENCYPART_ARC
(26,16),-4.20284 # DEPENDENCYPART_ARC
(26,17),-4.11444 # DEPENDENCYPART_ARC
(26,18),-3.66445 # DEPENDENCYPART_ARC
(26,19),-3.52421 # DEPENDENCYPART_ARC
(26,20),-3.86795 # DEPENDENCYPART_ARC
(26,21),-3.69476 # DEPENDENCYPART_ARC
(26,22),-3.21823 # DEPENDENCYPART_ARC
(26,23),-2.30845 # DEPENDENCYPART_ARC
(26,24),-2.82846 # DEPENDENCYPART_ARC
(26,25),-3.19499 # DEPENDENCYPART_ARC
