# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,14,26,24,22,21,25,26,27,30,26,30,31,34,32,0,
(14,26),-3.6611 # DEPENDENCYPART_ARC
(14,27),-0.347051 # DEPENDENCYPART_ARC
(14,28),-3.8852 # DEPENDENCYPART_ARC
(14,29),-3.90872 # DEPENDENCYPART_ARC
(14,30),-2.19186 # DEPENDENCYPART_ARC
(14,31),-3.47537 # DEPENDENCYPART_ARC
(14,32),-1.04939 # DEPENDENCYPART_ARC
(14,33),-6.2995 # DEPENDENCYPART_ARC
(14,34),-3.72443 # DEPENDENCYPART_ARC
(14,35),-1.05021 # DEPENDENCYPART_ARC
(15,1),-3.33102 # DEPENDENCYPART_ARC
(15,2),-2.77684 # DEPENDENCYPART_ARC
(15,3),-2.78093 # DEPENDENCYPART_ARC
(15,4),-3.43466 # DEPENDENCYPART_ARC
(15,5),-2.46103 # DEPENDENCYPART_ARC
(15,6),-3.12968 # DEPENDENCYPART_ARC
(15,7),-1.29903 # DEPENDENCYPART_ARC
(15,8),-1.49027 # DEPENDENCYPART_ARC
(15,9),-2.00587 # DEPENDENCYPART_ARC
(15,10),-2.86558 # DEPENDENCYPART_ARC
(15,11),-1.40145 # DEPENDENCYPART_ARC
(15,12),-1.35472 # DEPENDENCYPART_ARC
(15,13),-1.59584 # DEPENDENCYPART_ARC
(15,14),-1.03221 # DEPENDENCYPART_ARC
(15,16),3.59818 # DEPENDENCYPART_ARC
(15,17),-0.824049 # DEPENDENCYPART_ARC
(15,18),-1.27512 # DEPENDENCYPART_ARC
(15,19),-0.49628 # DEPENDENCYPART_ARC
(15,20),0.149789 # DEPENDENCYPART_ARC
(15,21),-1.11934 # DEPENDENCYPART_ARC
(15,22),-1.97543 # DEPENDENCYPART_ARC
(15,23),-1.75762 # DEPENDENCYPART_ARC
(15,24),-1.22885 # DEPENDENCYPART_ARC
(15,25),-1.752 # DEPENDENCYPART_ARC
(15,26),-2.5507 # DEPENDENCYPART_ARC
(15,27),-2.31316 # DEPENDENCYPART_ARC
(15,28),-5.3395 # DEPENDENCYPART_ARC
(15,29),-2.8904 # DEPENDENCYPART_ARC
(15,30),-5.03824 # DEPENDENCYPART_ARC
(15,31),-2.82201 # DEPENDENCYPART_ARC
(15,32),-2.83743 # DEPENDENCYPART_ARC
(15,33),-3.80116 # DEPENDENCYPART_ARC
(15,34),-6.9712 # DEPENDENCYPART_ARC
(15,35),-2.69856 # DEPENDENCYPART_ARC
(16,1),-2.30184 # DEPENDENCYPART_ARC
(16,2),-5.39439 # DEPENDENCYPART_ARC
(16,3),-8.18207 # DEPENDENCYPART_ARC
(16,4),-3.85268 # DEPENDENCYPART_ARC
(16,5),-2.79223 # DEPENDENCYPART_ARC
(16,6),-7.15059 # DEPENDENCYPART_ARC
(16,7),-2.46157 # DEPENDENCYPART_ARC
(16,8),-4.43025 # DEPENDENCYPART_ARC
(16,9),-0.157864 # DEPENDENCYPART_ARC
(16,10),-5.70814 # DEPENDENCYPART_ARC
(16,11),-1.46042 # DEPENDENCYPART_ARC
(16,12),-5.82738 # DEPENDENCYPART_ARC
(16,13),-2.58587 # DEPENDENCYPART_ARC
(16,14),-2.4281 # DEPENDENCYPART_ARC
(16,15),-0.332446 # DEPENDENCYPART_ARC
(16,17),3.02759 # DEPENDENCYPART_ARC
(16,18),-2.52814 # DEPENDENCYPART_ARC
(16,19),-0.664572 # DEPENDENCYPART_ARC
(16,20),0.00796237 # DEPENDENCYPART_ARC
(16,21),0.970114 # DEPENDENCYPART_ARC
(16,22),-0.529851 # DEPENDENCYPART_ARC
(16,23),-1.71197 # DEPENDENCYPART_ARC
(16,24),-1.76106 # DEPENDENCYPART_ARC
(16,25),-0.643096 # DEPENDENCYPART_ARC
(16,26),0.0250137 # DEPENDENCYPART_ARC
(16,27),-1.81497 # DEPENDENCYPART_ARC
(16,28),-6.61913 # DEPENDENCYPART_ARC
(16,29),-4.09081 # DEPENDENCYPART_ARC
(16,30),-5.3965 # DEPENDENCYPART_ARC
(16,31),-3.83196 # DEPENDENCYPART_ARC
(16,32),-1.71192 # DEPENDENCYPART_ARC
(16,33),-5.58631 # DEPENDENCYPART_ARC
(16,34),-7.34732 # DEPENDENCYPART_ARC
(16,35),-6.73067 # DEPENDENCYPART_ARC
(17,1),-4.5094 # DEPENDENCYPART_ARC
(17,2),-2.97546 # DEPENDENCYPART_ARC
(17,3),-3.88278 # DEPENDENCYPART_ARC
(17,4),-3.24074 # DEPENDENCYPART_ARC
(17,5),-2.59964 # DEPENDENCYPART_ARC
(17,6),-2.89211 # DEPENDENCYPART_ARC
(17,7),-1.77595 # DEPENDENCYPART_ARC
(17,8),-1.55694 # DEPENDENCYPART_ARC
(17,9),-1.42482 # DEPENDENCYPART_ARC
(17,10),-2.95806 # DEPENDENCYPART_ARC
(17,11),-1.90579 # DEPENDENCYPART_ARC
(17,12),-0.917539 # DEPENDENCYPART_ARC
(17,13),-1.90653 # DEPENDENCYPART_ARC
(17,14),-1.57205 # DEPENDENCYPART_ARC
(17,15),-0.109728 # DEPENDENCYPART_ARC
(17,16),0.989821 # DEPENDENCYPART_ARC
(17,18),0.0499421 # DEPENDENCYPART_ARC
(17,19),4.08609 # DEPENDENCYPART_ARC
(17,20),-0.235963 # DEPENDENCYPART_ARC
(17,21),-0.0627508 # DEPENDENCYPART_ARC
(17,22),-1.627 # DEPENDENCYPART_ARC
(17,23),-1.01638 # DEPENDENCYPART_ARC
(17,24),1.25311 # DEPENDENCYPART_ARC
(17,25),-1.91701 # DEPENDENCYPART_ARC
(17,26),-2.6855 # DEPENDENCYPART_ARC
(17,27),-2.14103 # DEPENDENCYPART_ARC
(17,28),-5.5736 # DEPENDENCYPART_ARC
(17,29),-3.45963 # DEPENDENCYPART_ARC
(17,30),-5.60135 # DEPENDENCYPART_ARC
(17,31),-3.09367 # DEPENDENCYPART_ARC
(17,32),-2.74037 # DEPENDENCYPART_ARC
(17,33),-4.25528 # DEPENDENCYPART_ARC
(17,34),-7.63555 # DEPENDENCYPART_ARC
(17,35),-3.05999 # DEPENDENCYPART_ARC
(18,1),-3.81536 # DEPENDENCYPART_ARC
(18,2),-6.35369 # DEPENDENCYPART_ARC
(18,3),-4.87185 # DEPENDENCYPART_ARC
(18,4),-3.55141 # DEPENDENCYPART_ARC
(18,5),-2.59216 # DEPENDENCYPART_ARC
(18,6),-6.54874 # DEPENDENCYPART_ARC
(18,7),-2.89644 # DEPENDENCYPART_ARC
(18,8),-2.46622 # DEPENDENCYPART_ARC
(18,9),-2.56169 # DEPENDENCYPART_ARC
(18,10),-4.17457 # DEPENDENCYPART_ARC
(18,11),-2.554 # DEPENDENCYPART_ARC
(18,12),-4.19363 # DEPENDENCYPART_ARC
(18,13),-1.63003 # DEPENDENCYPART_ARC
(18,14),-2.83615 # DEPENDENCYPART_ARC
(18,15),-1.07439 # DEPENDENCYPART_ARC
(18,16),-2.45374 # DEPENDENCYPART_ARC
(18,17),-0.565914 # DEPENDENCYPART_ARC
(18,19),0.73741 # DEPENDENCYPART_ARC
(18,20),-0.612546 # DEPENDENCYPART_ARC
(18,21),-0.423205 # DEPENDENCYPART_ARC
(18,22),-1.39184 # DEPENDENCYPART_ARC
(18,23),-2.00676 # DEPENDENCYPART_ARC
(18,24),-1.79298 # DEPENDENCYPART_ARC
(18,25),-2.88859 # DEPENDENCYPART_ARC
(18,26),-3.02643 # DEPENDENCYPART_ARC
(18,27),-1.91945 # DEPENDENCYPART_ARC
(18,28),-5.59684 # DEPENDENCYPART_ARC
(18,29),-2.55318 # DEPENDENCYPART_ARC
(18,30),-3.87443 # DEPENDENCYPART_ARC
(18,31),-2.77952 # DEPENDENCYPART_ARC
(18,32),-2.63262 # DEPENDENCYPART_ARC
(18,33),-5.07071 # DEPENDENCYPART_ARC
(18,34),-6.48729 # DEPENDENCYPART_ARC
(18,35),-3.31588 # DEPENDENCYPART_ARC
(19,1),-2.26869 # DEPENDENCYPART_ARC
(19,2),-6.89089 # DEPENDENCYPART_ARC
(19,3),-6.49606 # DEPENDENCYPART_ARC
(19,4),-2.68979 # DEPENDENCYPART_ARC
(19,5),-1.70673 # DEPENDENCYPART_ARC
(19,6),-7.42888 # DEPENDENCYPART_ARC
(19,7),-1.73452 # DEPENDENCYPART_ARC
(19,8),-3.79366 # DEPENDENCYPART_ARC
(19,9),-0.215035 # DEPENDENCYPART_ARC
(19,10),-3.73129 # DEPENDENCYPART_ARC
(19,11),-1.24805 # DEPENDENCYPART_ARC
(19,12),-2.04082 # DEPENDENCYPART_ARC
(19,13),-2.22216 # DEPENDENCYPART_ARC
(19,14),-1.84489 # DEPENDENCYPART_ARC
(19,15),-0.370341 # DEPENDENCYPART_ARC
(19,16),-1.43303 # DEPENDENCYPART_ARC
(19,17),-0.436833 # DEPENDENCYPART_ARC
(19,18),4.83897 # DEPENDENCYPART_ARC
(19,20),-0.290616 # DEPENDENCYPART_ARC
(19,21),0.284611 # DEPENDENCYPART_ARC
(19,22),-1.50253 # DEPENDENCYPART_ARC
(19,23),-2.41284 # DEPENDENCYPART_ARC
(19,24),-1.79876 # DEPENDENCYPART_ARC
(19,25),0.219813 # DEPENDENCYPART_ARC
(19,26),0.041214 # DEPENDENCYPART_ARC
(19,27),-2.64749 # DEPENDENCYPART_ARC
(19,28),-7.81016 # DEPENDENCYPART_ARC
(19,29),-3.26071 # DEPENDENCYPART_ARC
(19,30),-6.14686 # DEPENDENCYPART_ARC
(19,31),-3.12752 # DEPENDENCYPART_ARC
(19,32),-2.75388 # DEPENDENCYPART_ARC
(19,33),-5.75861 # DEPENDENCYPART_ARC
(19,34),-7.7999 # DEPENDENCYPART_ARC
(19,35),-6.74778 # DEPENDENCYPART_ARC
(20,1),-1.97531 # DEPENDENCYPART_ARC
(20,2),-2.64441 # DEPENDENCYPART_ARC
(20,3),-3.4392 # DEPENDENCYPART_ARC
(20,4),-1.66029 # DEPENDENCYPART_ARC
(20,5),-0.910498 # DEPENDENCYPART_ARC
(20,6),-2.20362 # DEPENDENCYPART_ARC
(20,7),-0.702955 # DEPENDENCYPART_ARC
(20,8),-0.667746 # DEPENDENCYPART_ARC
(20,9),-1.25234 # DEPENDENCYPART_ARC
(20,10),-1.16881 # DEPENDENCYPART_ARC
(20,11),-0.843141 # DEPENDENCYPART_ARC
(20,12),-1.06817 # DEPENDENCYPART_ARC
(20,13),0.217415 # DEPENDENCYPART_ARC
(20,14),-0.215906 # DEPENDENCYPART_ARC
(20,15),-0.0576219 # DEPENDENCYPART_ARC
(20,16),0.00488224 # DEPENDENCYPART_ARC
(20,17),0.0422965 # DEPENDENCYPART_ARC
(20,18),-0.0285203 # DEPENDENCYPART_ARC
(20,19),-0.293707 # DEPENDENCYPART_ARC
(20,21),-0.671249 # DEPENDENCYPART_ARC
(20,22),-0.983921 # DEPENDENCYPART_ARC
(20,23),-1.35722 # DEPENDENCYPART_ARC
(20,24),-1.49238 # DEPENDENCYPART_ARC
(20,25),-0.603454 # DEPENDENCYPART_ARC
(20,26),-0.979471 # DEPENDENCYPART_ARC
(20,27),-2.39565 # DEPENDENCYPART_ARC
(20,28),-3.38754 # DEPENDENCYPART_ARC
(20,29),-2.41268 # DEPENDENCYPART_ARC
(20,30),-3.46136 # DEPENDENCYPART_ARC
(20,31),-2.99774 # DEPENDENCYPART_ARC
(20,32),-2.78345 # DEPENDENCYPART_ARC
(20,33),-3.09254 # DEPENDENCYPART_ARC
(20,34),-3.52994 # DEPENDENCYPART_ARC
(20,35),-1.79968 # DEPENDENCYPART_ARC
(21,1),0.352492 # DEPENDENCYPART_ARC
(21,2),-2.78275 # DEPENDENCYPART_ARC
(21,3),-1.78263 # DEPENDENCYPART_ARC
(21,4),0.132141 # DEPENDENCYPART_ARC
(21,5),-0.76003 # DEPENDENCYPART_ARC
(21,6),-1.63374 # DEPENDENCYPART_ARC
(21,7),0.107343 # DEPENDENCYPART_ARC
(21,8),0.619703 # DEPENDENCYPART_ARC
(21,9),0.705655 # DEPENDENCYPART_ARC
(21,10),-0.101555 # DEPENDENCYPART_ARC
(21,11),1.54129 # DEPENDENCYPART_ARC
(21,12),0.532136 # DEPENDENCYPART_ARC
(21,13),2.29089 # DEPENDENCYPART_ARC
(21,14),1.46005 # DEPENDENCYPART_ARC
(21,15),1.68303 # DEPENDENCYPART_ARC
(21,16),1.14322 # DEPENDENCYPART_ARC
(21,17),1.83239 # DEPENDENCYPART_ARC
(21,18),0.988389 # DEPENDENCYPART_ARC
(21,19),1.00688 # DEPENDENCYPART_ARC
(21,20),2.01708 # DEPENDENCYPART_ARC
(21,22),1.31495 # DEPENDENCYPART_ARC
(21,23),1.07624 # DEPENDENCYPART_ARC
(21,24),0.352785 # DEPENDENCYPART_ARC
(21,25),2.33215 # DEPENDENCYPART_ARC
(21,26),2.13868 # DEPENDENCYPART_ARC
(21,27),0.109167 # DEPENDENCYPART_ARC
(21,28),-1.63865 # DEPENDENCYPART_ARC
(21,29),-0.368466 # DEPENDENCYPART_ARC
(21,30),-1.8596 # DEPENDENCYPART_ARC
(21,31),-1.2436 # DEPENDENCYPART_ARC
(21,32),0.0277278 # DEPENDENCYPART_ARC
(21,33),-1.98815 # DEPENDENCYPART_ARC
(21,34),-1.9367 # DEPENDENCYPART_ARC
(21,35),-0.792392 # DEPENDENCYPART_ARC
(22,1),-6.95905 # DEPENDENCYPART_ARC
(22,2),-5.02278 # DEPENDENCYPART_ARC
(22,3),-5.86889 # DEPENDENCYPART_ARC
(22,4),-5.12208 # DEPENDENCYPART_ARC
(22,5),-4.5056 # DEPENDENCYPART_ARC
(22,6),-4.93705 # DEPENDENCYPART_ARC
(22,7),-3.97411 # DEPENDENCYPART_ARC
(22,8),-3.27731 # DEPENDENCYPART_ARC
(22,9),-3.59875 # DEPENDENCYPART_ARC
(22,10),-5.25116 # DEPENDENCYPART_ARC
(22,11),-4.63018 # DEPENDENCYPART_ARC
(22,12),-3.76749 # DEPENDENCYPART_ARC
(22,13),-4.23102 # DEPENDENCYPART_ARC
(22,14),-4.0658 # DEPENDENCYPART_ARC
(22,15),-4.01739 # DEPENDENCYPART_ARC
(22,16),-3.63325 # DEPENDENCYPART_ARC
(22,17),-3.45433 # DEPENDENCYPART_ARC
(22,18),-3.19823 # DEPENDENCYPART_ARC
(22,19),-3.27772 # DEPENDENCYPART_ARC
(22,20),-0.78447 # DEPENDENCYPART_ARC
(22,21),-1.09371 # DEPENDENCYPART_ARC
(22,23),2.82849 # DEPENDENCYPART_ARC
(22,24),5.43021 # DEPENDENCYPART_ARC
(22,25),-0.794506 # DEPENDENCYPART_ARC
(22,26),-1.67156 # DEPENDENCYPART_ARC
(22,27),-1.20551 # DEPENDENCYPART_ARC
(22,28),-3.70373 # DEPENDENCYPART_ARC
(22,29),-2.27196 # DEPENDENCYPART_ARC
(22,30),-3.78404 # DEPENDENCYPART_ARC
(22,31),-2.16994 # DEPENDENCYPART_ARC
(22,32),-1.81821 # DEPENDENCYPART_ARC
(22,33),-3.06152 # DEPENDENCYPART_ARC
(22,34),-5.50025 # DEPENDENCYPART_ARC
(22,35),-2.51307 # DEPENDENCYPART_ARC
(23,1),-2.41908 # DEPENDENCYPART_ARC
(23,2),-3.93848 # DEPENDENCYPART_ARC
(23,3),-3.48871 # DEPENDENCYPART_ARC
(23,4),-2.70514 # DEPENDENCYPART_ARC
(23,5),-1.85916 # DEPENDENCYPART_ARC
(23,6),-2.75657 # DEPENDENCYPART_ARC
(23,7),-2.17506 # DEPENDENCYPART_ARC
(23,8),-2.24014 # DEPENDENCYPART_ARC
(23,9),-1.27417 # DEPENDENCYPART_ARC
(23,10),-2.6748 # DEPENDENCYPART_ARC
(23,11),-2.18727 # DEPENDENCYPART_ARC
(23,12),-1.9067 # DEPENDENCYPART_ARC
(23,13),-1.58342 # DEPENDENCYPART_ARC
(23,14),-2.45822 # DEPENDENCYPART_ARC
(23,15),-1.60892 # DEPENDENCYPART_ARC
(23,16),-1.60691 # DEPENDENCYPART_ARC
(23,17),-1.87766 # DEPENDENCYPART_ARC
(23,18),-1.61733 # DEPENDENCYPART_ARC
(23,19),-0.82036 # DEPENDENCYPART_ARC
(23,20),-0.447665 # DEPENDENCYPART_ARC
(23,21),-0.0919703 # DEPENDENCYPART_ARC
(23,22),-0.417456 # DEPENDENCYPART_ARC
(23,24),-0.247956 # DEPENDENCYPART_ARC
(23,25),-1.53423 # DEPENDENCYPART_ARC
(23,26),-1.35556 # DEPENDENCYPART_ARC
(23,27),-1.83177 # DEPENDENCYPART_ARC
(23,28),-2.39408 # DEPENDENCYPART_ARC
(23,29),-2.99076 # DEPENDENCYPART_ARC
(23,30),-2.63907 # DEPENDENCYPART_ARC
(23,31),-3.0877 # DEPENDENCYPART_ARC
(23,32),-1.93022 # DEPENDENCYPART_ARC
(23,33),-3.07781 # DEPENDENCYPART_ARC
(23,34),-3.17231 # DEPENDENCYPART_ARC
(23,35),-1.79868 # DEPENDENCYPART_ARC
(24,1),-2.35091 # DEPENDENCYPART_ARC
(24,2),-5.7237 # DEPENDENCYPART_ARC
(24,3),-8.06013 # DEPENDENCYPART_ARC
(24,4),-3.10807 # DEPENDENCYPART_ARC
(24,5),-2.16259 # DEPENDENCYPART_ARC
(24,6),-7.20382 # DEPENDENCYPART_ARC
(24,7),-2.33758 # DEPENDENCYPART_ARC
(24,8),-5.41738 # DEPENDENCYPART_ARC
(24,9),-0.596924 # DEPENDENCYPART_ARC
(24,10),-5.57235 # DEPENDENCYPART_ARC
(24,11),-1.35326 # DEPENDENCYPART_ARC
(24,12),-5.09335 # DEPENDENCYPART_ARC
(24,13),-2.53158 # DEPENDENCYPART_ARC
(24,14),-3.05333 # DEPENDENCYPART_ARC
(24,15),-1.576 # DEPENDENCYPART_ARC
(24,16),-3.51073 # DEPENDENCYPART_ARC
(24,17),-0.837751 # DEPENDENCYPART_ARC
(24,18),-2.94132 # DEPENDENCYPART_ARC
(24,19),-3.60725 # DEPENDENCYPART_ARC
(24,20),-0.0152509 # DEPENDENCYPART_ARC
(24,21),-0.220355 # DEPENDENCYPART_ARC
(24,22),1.01374 # DEPENDENCYPART_ARC
(24,23),6.12826 # DEPENDENCYPART_ARC
(24,25),-1.93083 # DEPENDENCYPART_ARC
(24,26),-2.252 # DEPENDENCYPART_ARC
(24,27),-1.79933 # DEPENDENCYPART_ARC
(24,28),-5.78301 # DEPENDENCYPART_ARC
(24,29),-3.80191 # DEPENDENCYPART_ARC
(24,30),-4.83317 # DEPENDENCYPART_ARC
(24,31),-3.96371 # DEPENDENCYPART_ARC
(24,32),-1.88042 # DEPENDENCYPART_ARC
(24,33),-5.61271 # DEPENDENCYPART_ARC
(24,34),-6.74294 # DEPENDENCYPART_ARC
(24,35),-5.19987 # DEPENDENCYPART_ARC
(25,1),-1.48661 # DEPENDENCYPART_ARC
(25,2),-4.8035 # DEPENDENCYPART_ARC
(25,3),-1.37025 # DEPENDENCYPART_ARC
(25,4),-3.45886 # DEPENDENCYPART_ARC
(25,5),-1.77248 # DEPENDENCYPART_ARC
(25,6),-2.61435 # DEPENDENCYPART_ARC
(25,7),-2.82322 # DEPENDENCYPART_ARC
(25,8),-2.28369 # DEPENDENCYPART_ARC
(25,9),-3.31594 # DEPENDENCYPART_ARC
(25,10),0.0189153 # DEPENDENCYPART_ARC
(25,11),-0.730228 # DEPENDENCYPART_ARC
(25,12),-0.661786 # DEPENDENCYPART_ARC
(25,13),-0.77727 # DEPENDENCYPART_ARC
(25,14),-1.44483 # DEPENDENCYPART_ARC
(25,15),0.978731 # DEPENDENCYPART_ARC
(25,16),-2.39004 # DEPENDENCYPART_ARC
(25,17),-1.28444 # DEPENDENCYPART_ARC
(25,18),-3.70382 # DEPENDENCYPART_ARC
(25,19),-1.60984 # DEPENDENCYPART_ARC
(25,20),0.549071 # DEPENDENCYPART_ARC
(25,21),0.292491 # DEPENDENCYPART_ARC
(25,22),1.70732 # DEPENDENCYPART_ARC
(25,23),-1.74126 # DEPENDENCYPART_ARC
(25,24),1.0892 # DEPENDENCYPART_ARC
(25,26),3.05165 # DEPENDENCYPART_ARC
(25,27),0.793705 # DEPENDENCYPART_ARC
(25,28),0.649417 # DEPENDENCYPART_ARC
(25,29),-0.896901 # DEPENDENCYPART_ARC
(25,30),0.925386 # DEPENDENCYPART_ARC
(25,31),-0.924916 # DEPENDENCYPART_ARC
(25,32),0.0748853 # DEPENDENCYPART_ARC
(25,33),-4.0347 # DEPENDENCYPART_ARC
(25,34),-0.109209 # DEPENDENCYPART_ARC
(25,35),-0.422636 # DEPENDENCYPART_ARC
(26,1),-2.16085 # DEPENDENCYPART_ARC
(26,2),-5.81675 # DEPENDENCYPART_ARC
(26,3),-2.46794 # DEPENDENCYPART_ARC
(26,4),-4.08399 # DEPENDENCYPART_ARC
(26,5),-1.15453 # DEPENDENCYPART_ARC
(26,6),-4.00099 # DEPENDENCYPART_ARC
(26,7),-1.85182 # DEPENDENCYPART_ARC
(26,8),-2.83394 # DEPENDENCYPART_ARC
(26,9),-3.49769 # DEPENDENCYPART_ARC
(26,10),-1.30143 # DEPENDENCYPART_ARC
(26,11),-0.788281 # DEPENDENCYPART_ARC
(26,12),-1.68406 # DEPENDENCYPART_ARC
(26,13),-0.335384 # DEPENDENCYPART_ARC
(26,14),-4.74622 # DEPENDENCYPART_ARC
(26,15),0.578131 # DEPENDENCYPART_ARC
(26,16),-2.69889 # DEPENDENCYPART_ARC
(26,17),-0.840936 # DEPENDENCYPART_ARC
(26,18),-4.2336 # DEPENDENCYPART_ARC
(26,19),-2.20984 # DEPENDENCYPART_ARC
(26,20),-0.0310954 # DEPENDENCYPART_ARC
(26,21),-0.257723 # DEPENDENCYPART_ARC
(26,22),1.92112 # DEPENDENCYPART_ARC
(26,23),-1.47118 # DEPENDENCYPART_ARC
(26,24),0.279192 # DEPENDENCYPART_ARC
(26,25),1.87033 # DEPENDENCYPART_ARC
(26,27),1.94338 # DEPENDENCYPART_ARC
(26,28),-0.748276 # DEPENDENCYPART_ARC
(26,29),-0.0654334 # DEPENDENCYPART_ARC
(26,30),1.06669 # DEPENDENCYPART_ARC
(26,31),0.217669 # DEPENDENCYPART_ARC
(26,32),0.118622 # DEPENDENCYPART_ARC
(26,33),-5.49602 # DEPENDENCYPART_ARC
(26,34),-1.60627 # DEPENDENCYPART_ARC
(26,35),-1.10156 # DEPENDENCYPART_ARC
(27,1),-4.90394 # DEPENDENCYPART_ARC
(27,2),-3.86826 # DEPENDENCYPART_ARC
(27,3),-4.12459 # DEPENDENCYPART_ARC
(27,4),-4.11813 # DEPENDENCYPART_ARC
(27,5),-3.10697 # DEPENDENCYPART_ARC
(27,6),-3.96444 # DEPENDENCYPART_ARC
(27,7),-3.0772 # DEPENDENCYPART_ARC
(27,8),-2.27199 # DEPENDENCYPART_ARC
(27,9),-2.65112 # DEPENDENCYPART_ARC
(27,10),-4.25697 # DEPENDENCYPART_ARC
(27,11),-3.32959 # DEPENDENCYPART_ARC
(27,12),-3.23246 # DEPENDENCYPART_ARC
(27,13),-3.4129 # DEPENDENCYPART_ARC
(27,14),-3.28214 # DEPENDENCYPART_ARC
(27,15),-1.92922 # DEPENDENCYPART_ARC
(27,16),-1.45756 # DEPENDENCYPART_ARC
(27,17),-2.9022 # DEPENDENCYPART_ARC
(27,18),-3.09529 # DEPENDENCYPART_ARC
(27,19),-3.35312 # DEPENDENCYPART_ARC
(27,20),-0.716801 # DEPENDENCYPART_ARC
(27,21),-1.45758 # DEPENDENCYPART_ARC
(27,22),-1.13925 # DEPENDENCYPART_ARC
(27,23),-1.16424 # DEPENDENCYPART_ARC
(27,24),-0.818792 # DEPENDENCYPART_ARC
(27,25),-1.74934 # DEPENDENCYPART_ARC
(27,26),-1.49153 # DEPENDENCYPART_ARC
(27,28),4.14906 # DEPENDENCYPART_ARC
(27,29),-0.0201433 # DEPENDENCYPART_ARC
(27,30),-0.871115 # DEPENDENCYPART_ARC
(27,31),-0.65738 # DEPENDENCYPART_ARC
(27,32),-1.44823 # DEPENDENCYPART_ARC
(27,33),-0.771545 # DEPENDENCYPART_ARC
(27,34),-0.850624 # DEPENDENCYPART_ARC
(27,35),-0.801663 # DEPENDENCYPART_ARC
(28,1),-3.15503 # DEPENDENCYPART_ARC
(28,2),-8.38896 # DEPENDENCYPART_ARC
(28,3),-9.28678 # DEPENDENCYPART_ARC
(28,4),-4.00355 # DEPENDENCYPART_ARC
(28,5),-2.6948 # DEPENDENCYPART_ARC
(28,6),-12.3527 # DEPENDENCYPART_ARC
(28,7),-4.3764 # DEPENDENCYPART_ARC
(28,8),-8.06129 # DEPENDENCYPART_ARC
(28,9),-3.43554 # DEPENDENCYPART_ARC
(28,10),-9.01473 # DEPENDENCYPART_ARC
(28,11),-2.05477 # DEPENDENCYPART_ARC
(28,12),-9.26706 # DEPENDENCYPART_ARC
(28,13),-3.18811 # DEPENDENCYPART_ARC
(28,14),-1.95073 # DEPENDENCYPART_ARC
(28,15),-1.4417 # DEPENDENCYPART_ARC
(28,16),-6.54935 # DEPENDENCYPART_ARC
(28,17),-1.26689 # DEPENDENCYPART_ARC
(28,18),-5.74543 # DEPENDENCYPART_ARC
(28,19),-8.32135 # DEPENDENCYPART_ARC
(28,20),-2.1623 # DEPENDENCYPART_ARC
(28,21),-3.30896 # DEPENDENCYPART_ARC
(28,22),-1.05057 # DEPENDENCYPART_ARC
(28,23),-2.4544 # DEPENDENCYPART_ARC
(28,24),-4.45848 # DEPENDENCYPART_ARC
(28,25),-2.13957 # DEPENDENCYPART_ARC
(28,26),-1.46645 # DEPENDENCYPART_ARC
(28,27),1.32404 # DEPENDENCYPART_ARC
(28,29),0.147763 # DEPENDENCYPART_ARC
(28,30),0.949269 # DEPENDENCYPART_ARC
(28,31),-0.339312 # DEPENDENCYPART_ARC
(28,32),0.81259 # DEPENDENCYPART_ARC
(28,33),0.516601 # DEPENDENCYPART_ARC
(28,34),-0.642397 # DEPENDENCYPART_ARC
(28,35),-2.1321 # DEPENDENCYPART_ARC
(29,1),-3.35132 # DEPENDENCYPART_ARC
(29,2),-6.61752 # DEPENDENCYPART_ARC
(29,3),-6.8014 # DEPENDENCYPART_ARC
(29,4),-3.59782 # DEPENDENCYPART_ARC
(29,5),-2.72671 # DEPENDENCYPART_ARC
(29,6),-6.29841 # DEPENDENCYPART_ARC
(29,7),-3.98693 # DEPENDENCYPART_ARC
(29,8),-3.46158 # DEPENDENCYPART_ARC
(29,9),-3.01685 # DEPENDENCYPART_ARC
(29,10),-5.98533 # DEPENDENCYPART_ARC
(29,11),-2.65609 # DEPENDENCYPART_ARC
(29,12),-6.57872 # DEPENDENCYPART_ARC
(29,13),-2.33228 # DEPENDENCYPART_ARC
(29,14),-3.58563 # DEPENDENCYPART_ARC
(29,15),-2.08195 # DEPENDENCYPART_ARC
(29,16),-5.32613 # DEPENDENCYPART_ARC
(29,17),-1.95571 # DEPENDENCYPART_ARC
(29,18),-5.61314 # DEPENDENCYPART_ARC
(29,19),-5.78551 # DEPENDENCYPART_ARC
(29,20),-1.8319 # DEPENDENCYPART_ARC
(29,21),-1.67804 # DEPENDENCYPART_ARC
(29,22),-0.906294 # DEPENDENCYPART_ARC
(29,23),-2.29248 # DEPENDENCYPART_ARC
(29,24),-3.99904 # DEPENDENCYPART_ARC
(29,25),-2.49867 # DEPENDENCYPART_ARC
