# _root_ Záplava objevů v infračerveném světle je prostě neuvěřitelná : poznali jsme , jak velká složka hmoty ve vesmíru je chladná , vlastně přímo mrazivá .
#goldHeads=6,1,2,5,3,9,6,6,0,9,10,21,14,15,19,15,16,17,21,19,10,21,24,21,0,
#predictedHeads=6,1,2,5,3,9,6,6,0,9,10,19,14,15,19,15,16,17,21,19,9,19,24,21,0,
(21,2),-2.01641 # DEPENDENCYPART_ARC
(21,3),-0.583613 # DEPENDENCYPART_ARC
(21,4),-0.941779 # DEPENDENCYPART_ARC
(21,5),-2.14727 # DEPENDENCYPART_ARC
(21,6),-0.699278 # DEPENDENCYPART_ARC
(21,7),0.28475 # DEPENDENCYPART_ARC
(21,8),-1.00423 # DEPENDENCYPART_ARC
(21,9),0.15861 # DEPENDENCYPART_ARC
(21,10),0.425807 # DEPENDENCYPART_ARC
(21,11),0.225659 # DEPENDENCYPART_ARC
(21,12),0.69381 # DEPENDENCYPART_ARC
(21,13),0.737106 # DEPENDENCYPART_ARC
(21,14),-0.530609 # DEPENDENCYPART_ARC
(21,15),-0.144402 # DEPENDENCYPART_ARC
(21,16),0.0496417 # DEPENDENCYPART_ARC
(21,17),0.123423 # DEPENDENCYPART_ARC
(21,18),0.929967 # DEPENDENCYPART_ARC
(21,19),0.927764 # DEPENDENCYPART_ARC
(21,20),2.19803 # DEPENDENCYPART_ARC
(21,22),0.678603 # DEPENDENCYPART_ARC
(21,23),0.860089 # DEPENDENCYPART_ARC
(21,24),1.98568 # DEPENDENCYPART_ARC
(21,25),0.483518 # DEPENDENCYPART_ARC
(22,1),-2.71672 # DEPENDENCYPART_ARC
(22,2),-2.31485 # DEPENDENCYPART_ARC
(22,3),-2.2341 # DEPENDENCYPART_ARC
(22,4),-1.97817 # DEPENDENCYPART_ARC
(22,5),-2.44404 # DEPENDENCYPART_ARC
(22,6),-1.7921 # DEPENDENCYPART_ARC
(22,7),-1.65058 # DEPENDENCYPART_ARC
(22,8),-1.35599 # DEPENDENCYPART_ARC
(22,9),-1.91812 # DEPENDENCYPART_ARC
(22,10),-1.33392 # DEPENDENCYPART_ARC
(22,11),-1.25079 # DEPENDENCYPART_ARC
(22,12),-1.85063 # DEPENDENCYPART_ARC
(22,13),0.0713154 # DEPENDENCYPART_ARC
(22,14),-1.27567 # DEPENDENCYPART_ARC
(22,15),-1.14313 # DEPENDENCYPART_ARC
(22,16),-0.87087 # DEPENDENCYPART_ARC
(22,17),-0.482874 # DEPENDENCYPART_ARC
(22,18),-0.414687 # DEPENDENCYPART_ARC
(22,19),-0.437468 # DEPENDENCYPART_ARC
(22,20),0.41498 # DEPENDENCYPART_ARC
(22,21),0.404342 # DEPENDENCYPART_ARC
(22,23),0.51805 # DEPENDENCYPART_ARC
(22,24),0.121264 # DEPENDENCYPART_ARC
(22,25),0.379323 # DEPENDENCYPART_ARC
(23,1),-4.05248 # DEPENDENCYPART_ARC
(23,2),-2.90113 # DEPENDENCYPART_ARC
(23,3),-4.15838 # DEPENDENCYPART_ARC
(23,4),-3.82762 # DEPENDENCYPART_ARC
(23,5),-3.58858 # DEPENDENCYPART_ARC
(23,6),-2.91544 # DEPENDENCYPART_ARC
(23,7),-1.97105 # DEPENDENCYPART_ARC
(23,8),-3.12797 # DEPENDENCYPART_ARC
(23,9),-1.96158 # DEPENDENCYPART_ARC
(23,10),-2.80963 # DEPENDENCYPART_ARC
(23,11),-2.84819 # DEPENDENCYPART_ARC
(23,12),-2.11716 # DEPENDENCYPART_ARC
(23,13),-0.6575 # DEPENDENCYPART_ARC
(23,14),-3.06642 # DEPENDENCYPART_ARC
(23,15),-2.53457 # DEPENDENCYPART_ARC
(23,16),-1.90307 # DEPENDENCYPART_ARC
(23,17),-2.24754 # DEPENDENCYPART_ARC
(23,18),-1.80025 # DEPENDENCYPART_ARC
(23,19),-1.61203 # DEPENDENCYPART_ARC
(23,20),-1.59615 # DEPENDENCYPART_ARC
(23,21),-0.287094 # DEPENDENCYPART_ARC
(23,22),0.392788 # DEPENDENCYPART_ARC
(23,24),-1.45346 # DEPENDENCYPART_ARC
(23,25),0.018611 # DEPENDENCYPART_ARC
(24,1),-3.18551 # DEPENDENCYPART_ARC
(24,2),-4.7959 # DEPENDENCYPART_ARC
(24,3),-1.69307 # DEPENDENCYPART_ARC
(24,4),-4.39013 # DEPENDENCYPART_ARC
(24,5),-4.62535 # DEPENDENCYPART_ARC
(24,6),-2.9281 # DEPENDENCYPART_ARC
(24,7),-1.50642 # DEPENDENCYPART_ARC
(24,8),-2.68904 # DEPENDENCYPART_ARC
(24,9),-2.18503 # DEPENDENCYPART_ARC
(24,10),-3.98448 # DEPENDENCYPART_ARC
(24,11),-3.29551 # DEPENDENCYPART_ARC
(24,12),-0.721833 # DEPENDENCYPART_ARC
(24,13),-0.850303 # DEPENDENCYPART_ARC
(24,14),-1.55644 # DEPENDENCYPART_ARC
(24,15),-1.719 # DEPENDENCYPART_ARC
(24,16),-2.54685 # DEPENDENCYPART_ARC
(24,17),0.178476 # DEPENDENCYPART_ARC
(24,18),-2.3802 # DEPENDENCYPART_ARC
(24,19),-1.60061 # DEPENDENCYPART_ARC
(24,20),-0.321937 # DEPENDENCYPART_ARC
(24,21),1.21464 # DEPENDENCYPART_ARC
(24,22),1.26304 # DEPENDENCYPART_ARC
(24,23),3.04474 # DEPENDENCYPART_ARC
(24,25),0.834785 # DEPENDENCYPART_ARC
(25,1),-6.96265 # DEPENDENCYPART_ARC
(25,2),-6.61366 # DEPENDENCYPART_ARC
(25,3),-4.73883 # DEPENDENCYPART_ARC
(25,4),-4.79355 # DEPENDENCYPART_ARC
(25,5),-6.22746 # DEPENDENCYPART_ARC
(25,6),-5.54211 # DEPENDENCYPART_ARC
(25,7),-3.62794 # DEPENDENCYPART_ARC
(25,8),-4.8144 # DEPENDENCYPART_ARC
(25,9),-3.79141 # DEPENDENCYPART_ARC
(25,10),-4.36977 # DEPENDENCYPART_ARC
(25,11),-4.51637 # DEPENDENCYPART_ARC
(25,12),-4.27547 # DEPENDENCYPART_ARC
(25,13),-3.54761 # DEPENDENCYPART_ARC
(25,14),-4.29856 # DEPENDENCYPART_ARC
(25,15),-4.38308 # DEPENDENCYPART_ARC
(25,16),-3.97415 # DEPENDENCYPART_ARC
(25,17),-3.63201 # DEPENDENCYPART_ARC
(25,18),-3.09073 # DEPENDENCYPART_ARC
(25,19),-3.65213 # DEPENDENCYPART_ARC
(25,20),-2.5882 # DEPENDENCYPART_ARC
(25,21),-2.44044 # DEPENDENCYPART_ARC
(25,22),-2.89384 # DEPENDENCYPART_ARC
(25,23),-2.60003 # DEPENDENCYPART_ARC
(25,24),-2.67959 # DEPENDENCYPART_ARC
