# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,14,14,10,14,14,8,20,14,16,19,17,17,22,20,24,22,24,25,22,29,31,27,30,0,
(16,8),-3.47311 # DEPENDENCYPART_ARC
(16,9),-0.59905 # DEPENDENCYPART_ARC
(16,10),-1.6471 # DEPENDENCYPART_ARC
(16,11),-1.13667 # DEPENDENCYPART_ARC
(16,12),-1.40575 # DEPENDENCYPART_ARC
(16,13),-1.49655 # DEPENDENCYPART_ARC
(16,14),-1.66207 # DEPENDENCYPART_ARC
(16,15),0.776625 # DEPENDENCYPART_ARC
(16,17),4.01673 # DEPENDENCYPART_ARC
(16,18),-0.980088 # DEPENDENCYPART_ARC
(16,19),-2.94031 # DEPENDENCYPART_ARC
(16,20),0.756462 # DEPENDENCYPART_ARC
(16,21),-0.452072 # DEPENDENCYPART_ARC
(16,22),-1.92546 # DEPENDENCYPART_ARC
(16,23),-0.534746 # DEPENDENCYPART_ARC
(16,24),-6.25644 # DEPENDENCYPART_ARC
(16,25),-1.80547 # DEPENDENCYPART_ARC
(16,26),-6.96271 # DEPENDENCYPART_ARC
(16,27),-1.40445 # DEPENDENCYPART_ARC
(16,28),-1.31157 # DEPENDENCYPART_ARC
(16,29),-2.19719 # DEPENDENCYPART_ARC
(16,30),-2.23416 # DEPENDENCYPART_ARC
(16,31),-8.9346 # DEPENDENCYPART_ARC
(16,32),-2.1208 # DEPENDENCYPART_ARC
(17,1),-6.5711 # DEPENDENCYPART_ARC
(17,2),-4.45708 # DEPENDENCYPART_ARC
(17,3),-3.65204 # DEPENDENCYPART_ARC
(17,4),-3.45566 # DEPENDENCYPART_ARC
(17,5),-5.2398 # DEPENDENCYPART_ARC
(17,6),-2.93608 # DEPENDENCYPART_ARC
(17,7),-4.10563 # DEPENDENCYPART_ARC
(17,8),-2.82655 # DEPENDENCYPART_ARC
(17,9),-1.75902 # DEPENDENCYPART_ARC
(17,10),-0.713957 # DEPENDENCYPART_ARC
(17,11),-1.69348 # DEPENDENCYPART_ARC
(17,12),-2.58825 # DEPENDENCYPART_ARC
(17,13),-1.09408 # DEPENDENCYPART_ARC
(17,14),-2.9398 # DEPENDENCYPART_ARC
(17,15),-0.375037 # DEPENDENCYPART_ARC
(17,16),0.786692 # DEPENDENCYPART_ARC
(17,18),1.58958 # DEPENDENCYPART_ARC
(17,19),3.46237 # DEPENDENCYPART_ARC
(17,20),1.45501 # DEPENDENCYPART_ARC
(17,21),-0.0301503 # DEPENDENCYPART_ARC
(17,22),-0.782712 # DEPENDENCYPART_ARC
(17,23),0.00160212 # DEPENDENCYPART_ARC
(17,24),-2.57172 # DEPENDENCYPART_ARC
(17,25),0.673428 # DEPENDENCYPART_ARC
(17,26),-0.255793 # DEPENDENCYPART_ARC
(17,27),0.165816 # DEPENDENCYPART_ARC
(17,28),-0.195428 # DEPENDENCYPART_ARC
(17,29),-1.51888 # DEPENDENCYPART_ARC
(17,30),-1.55674 # DEPENDENCYPART_ARC
(17,31),-0.79535 # DEPENDENCYPART_ARC
(17,32),-3.79085 # DEPENDENCYPART_ARC
(18,1),-4.52483 # DEPENDENCYPART_ARC
(18,2),-3.31645 # DEPENDENCYPART_ARC
(18,3),-1.85502 # DEPENDENCYPART_ARC
(18,4),-2.48346 # DEPENDENCYPART_ARC
(18,5),-3.15162 # DEPENDENCYPART_ARC
(18,6),-3.21776 # DEPENDENCYPART_ARC
(18,7),-2.45948 # DEPENDENCYPART_ARC
(18,8),-3.69896 # DEPENDENCYPART_ARC
(18,9),-1.63676 # DEPENDENCYPART_ARC
(18,10),-1.5443 # DEPENDENCYPART_ARC
(18,11),-2.2031 # DEPENDENCYPART_ARC
(18,12),-1.95176 # DEPENDENCYPART_ARC
(18,13),-1.53358 # DEPENDENCYPART_ARC
(18,14),-2.21338 # DEPENDENCYPART_ARC
(18,15),-1.05239 # DEPENDENCYPART_ARC
(18,16),-0.957643 # DEPENDENCYPART_ARC
(18,17),-1.42058 # DEPENDENCYPART_ARC
(18,19),-0.993797 # DEPENDENCYPART_ARC
(18,20),-0.00356422 # DEPENDENCYPART_ARC
(18,21),-1.18913 # DEPENDENCYPART_ARC
(18,22),-2.1462 # DEPENDENCYPART_ARC
(18,23),-1.68966 # DEPENDENCYPART_ARC
(18,24),-2.46978 # DEPENDENCYPART_ARC
(18,25),-1.23672 # DEPENDENCYPART_ARC
(18,26),-2.85387 # DEPENDENCYPART_ARC
(18,27),-0.866557 # DEPENDENCYPART_ARC
(18,28),-1.77172 # DEPENDENCYPART_ARC
(18,29),-2.20582 # DEPENDENCYPART_ARC
(18,30),-1.66622 # DEPENDENCYPART_ARC
(18,31),-2.59291 # DEPENDENCYPART_ARC
(18,32),-1.77725 # DEPENDENCYPART_ARC
(19,1),-6.16799 # DEPENDENCYPART_ARC
(19,2),-4.20781 # DEPENDENCYPART_ARC
(19,3),-4.16466 # DEPENDENCYPART_ARC
(19,4),-4.27896 # DEPENDENCYPART_ARC
(19,5),-6.625 # DEPENDENCYPART_ARC
(19,6),-2.52629 # DEPENDENCYPART_ARC
(19,7),-4.65438 # DEPENDENCYPART_ARC
(19,8),-4.50609 # DEPENDENCYPART_ARC
(19,9),-1.66283 # DEPENDENCYPART_ARC
(19,10),-1.23053 # DEPENDENCYPART_ARC
(19,11),-1.30661 # DEPENDENCYPART_ARC
(19,12),-3.44139 # DEPENDENCYPART_ARC
(19,13),-1.61843 # DEPENDENCYPART_ARC
(19,14),-2.79679 # DEPENDENCYPART_ARC
(19,15),-0.744225 # DEPENDENCYPART_ARC
(19,16),-0.642027 # DEPENDENCYPART_ARC
(19,17),-2.47068 # DEPENDENCYPART_ARC
(19,18),4.37929 # DEPENDENCYPART_ARC
(19,20),-0.607007 # DEPENDENCYPART_ARC
(19,21),-1.81836 # DEPENDENCYPART_ARC
(19,22),-2.13859 # DEPENDENCYPART_ARC
(19,23),-2.4886 # DEPENDENCYPART_ARC
(19,24),-4.43786 # DEPENDENCYPART_ARC
(19,25),-1.62051 # DEPENDENCYPART_ARC
(19,26),-1.55293 # DEPENDENCYPART_ARC
(19,27),-2.84261 # DEPENDENCYPART_ARC
(19,28),-1.94489 # DEPENDENCYPART_ARC
(19,29),-3.59044 # DEPENDENCYPART_ARC
(19,30),-3.27595 # DEPENDENCYPART_ARC
(19,31),-2.42339 # DEPENDENCYPART_ARC
(19,32),-4.68198 # DEPENDENCYPART_ARC
(20,1),-0.0856229 # DEPENDENCYPART_ARC
(20,2),0.598431 # DEPENDENCYPART_ARC
(20,3),-0.554087 # DEPENDENCYPART_ARC
(20,4),0.133779 # DEPENDENCYPART_ARC
(20,5),0.417722 # DEPENDENCYPART_ARC
(20,6),-0.0114796 # DEPENDENCYPART_ARC
(20,7),-0.0598225 # DEPENDENCYPART_ARC
(20,8),0.176964 # DEPENDENCYPART_ARC
(20,9),1.22208 # DEPENDENCYPART_ARC
(20,10),1.06878 # DEPENDENCYPART_ARC
(20,11),0.93247 # DEPENDENCYPART_ARC
(20,12),0.653252 # DEPENDENCYPART_ARC
(20,13),0.607788 # DEPENDENCYPART_ARC
(20,14),1.63248 # DEPENDENCYPART_ARC
(20,15),1.68451 # DEPENDENCYPART_ARC
(20,16),1.30236 # DEPENDENCYPART_ARC
(20,17),2.22833 # DEPENDENCYPART_ARC
(20,18),2.26473 # DEPENDENCYPART_ARC
(20,19),1.9658 # DEPENDENCYPART_ARC
(20,21),0.852127 # DEPENDENCYPART_ARC
(20,22),2.2433 # DEPENDENCYPART_ARC
(20,23),-0.0183087 # DEPENDENCYPART_ARC
(20,24),1.30505 # DEPENDENCYPART_ARC
(20,25),0.388619 # DEPENDENCYPART_ARC
(20,26),0.169217 # DEPENDENCYPART_ARC
(20,27),0.732847 # DEPENDENCYPART_ARC
(20,28),-0.427939 # DEPENDENCYPART_ARC
(20,29),-0.646903 # DEPENDENCYPART_ARC
(20,30),-0.0520741 # DEPENDENCYPART_ARC
(20,31),-1.18232 # DEPENDENCYPART_ARC
(20,32),-0.300676 # DEPENDENCYPART_ARC
(21,1),-4.9321 # DEPENDENCYPART_ARC
(21,2),-3.64037 # DEPENDENCYPART_ARC
(21,3),-3.13508 # DEPENDENCYPART_ARC
(21,4),-4.40999 # DEPENDENCYPART_ARC
(21,5),-4.05573 # DEPENDENCYPART_ARC
(21,6),-4.00681 # DEPENDENCYPART_ARC
(21,7),-3.41958 # DEPENDENCYPART_ARC
(21,8),-3.68392 # DEPENDENCYPART_ARC
(21,9),-2.22038 # DEPENDENCYPART_ARC
(21,10),-3.25275 # DEPENDENCYPART_ARC
(21,11),-1.6405 # DEPENDENCYPART_ARC
(21,12),-2.97142 # DEPENDENCYPART_ARC
(21,13),-1.67274 # DEPENDENCYPART_ARC
(21,14),-2.49581 # DEPENDENCYPART_ARC
(21,15),-1.20601 # DEPENDENCYPART_ARC
(21,16),-1.22234 # DEPENDENCYPART_ARC
(21,17),-2.01415 # DEPENDENCYPART_ARC
(21,18),-0.375631 # DEPENDENCYPART_ARC
(21,19),-1.84947 # DEPENDENCYPART_ARC
(21,20),-0.118126 # DEPENDENCYPART_ARC
(21,22),-0.345055 # DEPENDENCYPART_ARC
(21,23),0.168008 # DEPENDENCYPART_ARC
(21,24),-1.85881 # DEPENDENCYPART_ARC
(21,25),-0.171937 # DEPENDENCYPART_ARC
(21,26),0.159981 # DEPENDENCYPART_ARC
(21,27),-0.16933 # DEPENDENCYPART_ARC
(21,28),-0.429247 # DEPENDENCYPART_ARC
(21,29),-0.443347 # DEPENDENCYPART_ARC
(21,30),-1.23055 # DEPENDENCYPART_ARC
(21,31),-1.71243 # DEPENDENCYPART_ARC
(21,32),-0.967801 # DEPENDENCYPART_ARC
(22,1),-0.604722 # DEPENDENCYPART_ARC
(22,2),-3.65752 # DEPENDENCYPART_ARC
(22,3),0.374012 # DEPENDENCYPART_ARC
(22,4),0.00513322 # DEPENDENCYPART_ARC
(22,5),-1.97595 # DEPENDENCYPART_ARC
(22,6),-0.242398 # DEPENDENCYPART_ARC
(22,7),-3.22031 # DEPENDENCYPART_ARC
(22,8),-2.05369 # DEPENDENCYPART_ARC
(22,9),0.754896 # DEPENDENCYPART_ARC
(22,10),1.72232 # DEPENDENCYPART_ARC
(22,11),0.155258 # DEPENDENCYPART_ARC
(22,12),2.00591 # DEPENDENCYPART_ARC
(22,13),1.01573 # DEPENDENCYPART_ARC
(22,14),-2.80057 # DEPENDENCYPART_ARC
(22,15),0.970236 # DEPENDENCYPART_ARC
(22,16),1.40925 # DEPENDENCYPART_ARC
(22,17),0.894496 # DEPENDENCYPART_ARC
(22,18),-0.0519881 # DEPENDENCYPART_ARC
(22,19),0.15757 # DEPENDENCYPART_ARC
(22,20),1.19719 # DEPENDENCYPART_ARC
(22,21),3.44728 # DEPENDENCYPART_ARC
(22,23),0.381422 # DEPENDENCYPART_ARC
(22,24),2.36824 # DEPENDENCYPART_ARC
(22,25),1.35881 # DEPENDENCYPART_ARC
(22,26),-1.60089 # DEPENDENCYPART_ARC
(22,27),0.961496 # DEPENDENCYPART_ARC
(22,28),-0.0407031 # DEPENDENCYPART_ARC
(22,29),-0.0347706 # DEPENDENCYPART_ARC
(22,30),-0.334405 # DEPENDENCYPART_ARC
(22,31),-4.50423 # DEPENDENCYPART_ARC
(22,32),-0.0547 # DEPENDENCYPART_ARC
(23,1),-4.68412 # DEPENDENCYPART_ARC
(23,2),-3.09268 # DEPENDENCYPART_ARC
(23,3),-1.47013 # DEPENDENCYPART_ARC
(23,4),-1.84917 # DEPENDENCYPART_ARC
(23,5),-2.58786 # DEPENDENCYPART_ARC
(23,6),-3.1633 # DEPENDENCYPART_ARC
(23,7),-3.19418 # DEPENDENCYPART_ARC
(23,8),-2.84218 # DEPENDENCYPART_ARC
(23,9),-2.41535 # DEPENDENCYPART_ARC
(23,10),-1.33395 # DEPENDENCYPART_ARC
(23,11),-0.555879 # DEPENDENCYPART_ARC
(23,12),-0.579312 # DEPENDENCYPART_ARC
(23,13),-0.930134 # DEPENDENCYPART_ARC
(23,14),-2.16942 # DEPENDENCYPART_ARC
(23,15),-0.303031 # DEPENDENCYPART_ARC
(23,16),-0.723096 # DEPENDENCYPART_ARC
(23,17),-0.0485689 # DEPENDENCYPART_ARC
(23,18),0.783294 # DEPENDENCYPART_ARC
(23,19),0.414962 # DEPENDENCYPART_ARC
(23,20),-0.478816 # DEPENDENCYPART_ARC
(23,21),-0.0634344 # DEPENDENCYPART_ARC
(23,22),-0.36393 # DEPENDENCYPART_ARC
(23,24),1.33261 # DEPENDENCYPART_ARC
(23,25),0.3037 # DEPENDENCYPART_ARC
(23,26),0.503268 # DEPENDENCYPART_ARC
(23,27),-0.0289823 # DEPENDENCYPART_ARC
(23,28),-1.26376 # DEPENDENCYPART_ARC
(23,29),-0.919668 # DEPENDENCYPART_ARC
(23,30),-1.00047 # DEPENDENCYPART_ARC
(23,31),-1.24156 # DEPENDENCYPART_ARC
(23,32),-0.106144 # DEPENDENCYPART_ARC
(24,1),-6.9234 # DEPENDENCYPART_ARC
(24,2),-5.84121 # DEPENDENCYPART_ARC
(24,3),-4.72886 # DEPENDENCYPART_ARC
(24,4),-5.81394 # DEPENDENCYPART_ARC
(24,5),-8.55814 # DEPENDENCYPART_ARC
(24,6),-6.6131 # DEPENDENCYPART_ARC
(24,7),-8.27298 # DEPENDENCYPART_ARC
(24,8),-7.60604 # DEPENDENCYPART_ARC
(24,9),-2.00733 # DEPENDENCYPART_ARC
(24,10),-1.74443 # DEPENDENCYPART_ARC
(24,11),-4.90982 # DEPENDENCYPART_ARC
(24,12),-5.26774 # DEPENDENCYPART_ARC
(24,13),-2.75663 # DEPENDENCYPART_ARC
(24,14),-4.85195 # DEPENDENCYPART_ARC
(24,15),-1.20264 # DEPENDENCYPART_ARC
(24,16),-1.45256 # DEPENDENCYPART_ARC
(24,17),-6.23172 # DEPENDENCYPART_ARC
(24,18),-2.60159 # DEPENDENCYPART_ARC
(24,19),-3.2481 # DEPENDENCYPART_ARC
(24,20),-0.877163 # DEPENDENCYPART_ARC
(24,21),-0.245539 # DEPENDENCYPART_ARC
(24,22),-2.78247 # DEPENDENCYPART_ARC
(24,23),2.47702 # DEPENDENCYPART_ARC
(24,25),2.33351 # DEPENDENCYPART_ARC
(24,26),1.84997 # DEPENDENCYPART_ARC
(24,27),0.603582 # DEPENDENCYPART_ARC
(24,28),0.00310772 # DEPENDENCYPART_ARC
(24,29),-0.0239368 # DEPENDENCYPART_ARC
(24,30),-0.391479 # DEPENDENCYPART_ARC
(24,31),-0.554033 # DEPENDENCYPART_ARC
(24,32),-1.30891 # DEPENDENCYPART_ARC
(25,1),-5.9565 # DEPENDENCYPART_ARC
(25,2),-3.96108 # DEPENDENCYPART_ARC
(25,3),-3.46375 # DEPENDENCYPART_ARC
(25,4),-5.16853 # DEPENDENCYPART_ARC
(25,5),-2.46648 # DEPENDENCYPART_ARC
(25,6),-3.99026 # DEPENDENCYPART_ARC
(25,7),-4.07009 # DEPENDENCYPART_ARC
(25,8),-3.90836 # DEPENDENCYPART_ARC
(25,9),-1.42521 # DEPENDENCYPART_ARC
(25,10),-3.69983 # DEPENDENCYPART_ARC
(25,11),-2.64642 # DEPENDENCYPART_ARC
(25,12),-2.75835 # DEPENDENCYPART_ARC
(25,13),-2.88408 # DEPENDENCYPART_ARC
(25,14),-3.44273 # DEPENDENCYPART_ARC
(25,15),-1.16324 # DEPENDENCYPART_ARC
(25,16),-2.83298 # DEPENDENCYPART_ARC
(25,17),-1.58732 # DEPENDENCYPART_ARC
(25,18),-2.52989 # DEPENDENCYPART_ARC
(25,19),-3.32674 # DEPENDENCYPART_ARC
(25,20),-1.923 # DEPENDENCYPART_ARC
(25,21),-2.00869 # DEPENDENCYPART_ARC
(25,22),-2.76549 # DEPENDENCYPART_ARC
(25,23),-1.01261 # DEPENDENCYPART_ARC
(25,24),-2.39091 # DEPENDENCYPART_ARC
(25,26),4.81841 # DEPENDENCYPART_ARC
(25,27),0.449321 # DEPENDENCYPART_ARC
(25,28),-0.620515 # DEPENDENCYPART_ARC
(25,29),-1.36723 # DEPENDENCYPART_ARC
(25,30),-1.3833 # DEPENDENCYPART_ARC
(25,31),0.195229 # DEPENDENCYPART_ARC
(25,32),-1.26893 # DEPENDENCYPART_ARC
(26,1),-9.14524 # DEPENDENCYPART_ARC
(26,2),-6.92115 # DEPENDENCYPART_ARC
(26,3),-6.48009 # DEPENDENCYPART_ARC
(26,4),-7.19067 # DEPENDENCYPART_ARC
(26,5),-9.33021 # DEPENDENCYPART_ARC
(26,6),-7.4284 # DEPENDENCYPART_ARC
(26,7),-6.48698 # DEPENDENCYPART_ARC
(26,8),-8.05477 # DEPENDENCYPART_ARC
(26,9),-2.85677 # DEPENDENCYPART_ARC
(26,10),-2.14693 # DEPENDENCYPART_ARC
(26,11),-4.88661 # DEPENDENCYPART_ARC
(26,12),-6.5374 # DEPENDENCYPART_ARC
(26,13),-3.88626 # DEPENDENCYPART_ARC
(26,14),-5.86378 # DEPENDENCYPART_ARC
(26,15),-2.16441 # DEPENDENCYPART_ARC
(26,16),-2.07215 # DEPENDENCYPART_ARC
(26,17),-5.76021 # DEPENDENCYPART_ARC
(26,18),-0.964211 # DEPENDENCYPART_ARC
(26,19),-3.01195 # DEPENDENCYPART_ARC
(26,20),-2.23664 # DEPENDENCYPART_ARC
(26,21),-1.46643 # DEPENDENCYPART_ARC
(26,22),-5.35201 # DEPENDENCYPART_ARC
(26,23),0.504211 # DEPENDENCYPART_ARC
(26,24),-2.56226 # DEPENDENCYPART_ARC
(26,25),0.350166 # DEPENDENCYPART_ARC
(26,27),-1.12965 # DEPENDENCYPART_ARC
(26,28),-1.91538 # DEPENDENCYPART_ARC
(26,29),-2.6098 # DEPENDENCYPART_ARC
(26,30),-2.41631 # DEPENDENCYPART_ARC
(26,31),-1.88939 # DEPENDENCYPART_ARC
(26,32),-2.5038 # DEPENDENCYPART_ARC
(27,1),-1.01269 # DEPENDENCYPART_ARC
(27,2),-0.102031 # DEPENDENCYPART_ARC
(27,3),-1.48736 # DEPENDENCYPART_ARC
(27,4),-1.51432 # DEPENDENCYPART_ARC
(27,5),-0.590571 # DEPENDENCYPART_ARC
(27,6),-1.05785 # DEPENDENCYPART_ARC
(27,7),-0.920683 # DEPENDENCYPART_ARC
(27,8),-0.70001 # DEPENDENCYPART_ARC
(27,9),0.245547 # DEPENDENCYPART_ARC
(27,10),-0.242791 # DEPENDENCYPART_ARC
(27,11),0.215887 # DEPENDENCYPART_ARC
(27,12),-0.115767 # DEPENDENCYPART_ARC
(27,13),-0.288721 # DEPENDENCYPART_ARC
(27,14),0.869301 # DEPENDENCYPART_ARC
(27,15),0.631969 # DEPENDENCYPART_ARC
(27,16),-0.105606 # DEPENDENCYPART_ARC
(27,17),0.86815 # DEPENDENCYPART_ARC
(27,18),0.966598 # DEPENDENCYPART_ARC
(27,19),0.405045 # DEPENDENCYPART_ARC
(27,20),0.173982 # DEPENDENCYPART_ARC
(27,21),0.354103 # DEPENDENCYPART_ARC
(27,22),1.93939 # DEPENDENCYPART_ARC
(27,23),1.2062 # DEPENDENCYPART_ARC
(27,24),1.93043 # DEPENDENCYPART_ARC
(27,25),0.889968 # DEPENDENCYPART_ARC
(27,26),2.22484 # DEPENDENCYPART_ARC
(27,28),1.06327 # DEPENDENCYPART_ARC
(27,29),0.321497 # DEPENDENCYPART_ARC
(27,30),0.877902 # DEPENDENCYPART_ARC
(27,31),0.790323 # DEPENDENCYPART_ARC
(27,32),0.393117 # DEPENDENCYPART_ARC
(28,1),-5.50967 # DEPENDENCYPART_ARC
(28,2),-3.91057 # DEPENDENCYPART_ARC
(28,3),-4.71687 # DEPENDENCYPART_ARC
(28,4),-5.87475 # DEPENDENCYPART_ARC
(28,5),-4.7842 # DEPENDENCYPART_ARC
(28,6),-4.89955 # DEPENDENCYPART_ARC
(28,7),-4.89661 # DEPENDENCYPART_ARC
(28,8),-4.19806 # DEPENDENCYPART_ARC
(28,9),-3.68756 # DEPENDENCYPART_ARC
(28,10),-4.72881 # DEPENDENCYPART_ARC
(28,11),-3.46285 # DEPENDENCYPART_ARC
(28,12),-3.25996 # DEPENDENCYPART_ARC
(28,13),-3.43152 # DEPENDENCYPART_ARC
(28,14),-2.89526 # DEPENDENCYPART_ARC
(28,15),-2.96642 # DEPENDENCYPART_ARC
(28,16),-3.5457 # DEPENDENCYPART_ARC
(28,17),-3.418 # DEPENDENCYPART_ARC
(28,18),-2.87719 # DEPENDENCYPART_ARC
(28,19),-3.15715 # DEPENDENCYPART_ARC
(28,20),-2.44611 # DEPENDENCYPART_ARC
(28,21),-2.4059 # DEPENDENCYPART_ARC
(28,22),-2.26618 # DEPENDENCYPART_ARC
(28,23),-1.87862 # DEPENDENCYPART_ARC
(28,24),-2.13252 # DEPENDENCYPART_ARC
(28,25),-1.91264 # DEPENDENCYPART_ARC
(28,26),-1.60464 # DEPENDENCYPART_ARC
(28,27),-0.887836 # DEPENDENCYPART_ARC
(28,29),-0.0174569 # DEPENDENCYPART_ARC
(28,30),-1.09437 # DEPENDENCYPART_ARC
(28,31),-0.82831 # DEPENDENCYPART_ARC
(28,32),-0.357188 # DEPENDENCYPART_ARC
(29,1),-4.50449 # DEPENDENCYPART_ARC
(29,2),-4.05241 # DEPENDENCYPART_ARC
(29,3),-2.48737 # DEPENDENCYPART_ARC
(29,4),-4.50057 # DEPENDENCYPART_ARC
(29,5),-4.28268 # DEPENDENCYPART_ARC
(29,6),-4.47344 # DEPENDENCYPART_ARC
(29,7),-4.3811 # DEPENDENCYPART_ARC
(29,8),-4.18664 # DEPENDENCYPART_ARC
(29,9),-5.38296 # DEPENDENCYPART_ARC
(29,10),-2.37344 # DEPENDENCYPART_ARC
(29,11),-2.10134 # DEPENDENCYPART_ARC
(29,12),-2.08804 # DEPENDENCYPART_ARC
(29,13),-1.48782 # DEPENDENCYPART_ARC
(29,14),-2.5676 # DEPENDENCYPART_ARC
(29,15),-3.13708 # DEPENDENCYPART_ARC
(29,16),-1.33084 # DEPENDENCYPART_ARC
(29,17),-1.9996 # DEPENDENCYPART_ARC
(29,18),-1.34009 # DEPENDENCYPART_ARC
(29,19),-2.47401 # DEPENDENCYPART_ARC
(29,20),-1.46833 # DEPENDENCYPART_ARC
(29,21),-0.701686 # DEPENDENCYPART_ARC
(29,22),-1.53902 # DEPENDENCYPART_ARC
(29,23),-0.243643 # DEPENDENCYPART_ARC
(29,24),-0.984056 # DEPENDENCYPART_ARC
(29,25),0.0622618 # DEPENDENCYPART_ARC
(29,26),-0.649997 # DEPENDENCYPART_ARC
(29,27),-0.122534 # DEPENDENCYPART_ARC
(29,28),1.08905 # DEPENDENCYPART_ARC
(29,30),1.25167 # DEPENDENCYPART_ARC
(29,31),1.09859 # DEPENDENCYPART_ARC
(29,32),0.415672 # DEPENDENCYPART_ARC
(30,1),-6.49541 # DEPENDENCYPART_ARC
(30,2),-4.51884 # DEPENDENCYPART_ARC
(30,3),-4.04642 # DEPENDENCYPART_ARC
(30,4),-6.57581 # DEPENDENCYPART_ARC
(30,5),-3.60917 # DEPENDENCYPART_ARC
(30,6),-4.74892 # DEPENDENCYPART_ARC
(30,7),-4.71208 # DEPENDENCYPART_ARC
(30,8),-4.5797 # DEPENDENCYPART_ARC
(30,9),-1.08827 # DEPENDENCYPART_ARC
(30,10),-4.87918 # DEPENDENCYPART_ARC
(30,11),-3.24089 # DEPENDENCYPART_ARC
(30,12),-3.32712 # DEPENDENCYPART_ARC
(30,13),-3.48911 # DEPENDENCYPART_ARC
(30,14),-3.9877 # DEPENDENCYPART_ARC
(30,15),-0.934549 # DEPENDENCYPART_ARC
(30,16),-4.24322 # DEPENDENCYPART_ARC
(30,17),-2.81242 # DEPENDENCYPART_ARC
(30,18),-3.15338 # DEPENDENCYPART_ARC
(30,19),-4.14673 # DEPENDENCYPART_ARC
(30,20),-2.67098 # DEPENDENCYPART_ARC
(30,21),-2.90644 # DEPENDENCYPART_ARC
(30,22),-3.83392 # DEPENDENCYPART_ARC
(30,23),-2.44112 # DEPENDENCYPART_ARC
(30,24),-4.43917 # DEPENDENCYPART_ARC
(30,25),-2.33942 # DEPENDENCYPART_ARC
(30,26),-2.35647 # DEPENDENCYPART_ARC
(30,27),-1.7336 # DEPENDENCYPART_ARC
(30,28),-1.0118 # DEPENDENCYPART_ARC
(30,29),-0.392721 # DEPENDENCYPART_ARC
(30,31),3.7516 # DEPENDENCYPART_ARC
(30,32),-0.448486 # DEPENDENCYPART_ARC
(31,1),-12.0494 # DEPENDENCYPART_ARC
(31,2),-6.65648 # DEPENDENCYPART_ARC
(31,3),-7.36206 # DEPENDENCYPART_ARC
(31,4),-9.05542 # DEPENDENCYPART_ARC
(31,5),-12.3719 # DEPENDENCYPART_ARC
(31,6),-10.2486 # DEPENDENCYPART_ARC
(31,7),-10.3214 # DEPENDENCYPART_ARC
(31,8),-10.8374 # DEPENDENCYPART_ARC
(31,9),-3.2903 # DEPENDENCYPART_ARC
(31,10),-3.53708 # DEPENDENCYPART_ARC
(31,11),-6.62433 # DEPENDENCYPART_ARC
(31,12),-7.71101 # DEPENDENCYPART_ARC
(31,13),-4.96078 # DEPENDENCYPART_ARC
(31,14),-5.70599 # DEPENDENCYPART_ARC
(31,15),-2.42227 # DEPENDENCYPART_ARC
(31,16),-3.59062 # DEPENDENCYPART_ARC
(31,17),-9.35428 # DEPENDENCYPART_ARC
(31,18),-2.62372 # DEPENDENCYPART_ARC
(31,19),-6.10292 # DEPENDENCYPART_ARC
(31,20),-3.84099 # DEPENDENCYPART_ARC
(31,21),-2.8498 # DEPENDENCYPART_ARC
(31,22),-5.85051 # DEPENDENCYPART_ARC
(31,23),-1.3929 # DEPENDENCYPART_ARC
(31,24),-7.12965 # DEPENDENCYPART_ARC
(31,25),-2.2937 # DEPENDENCYPART_ARC
(31,26),-3.71515 # DEPENDENCYPART_ARC
(31,27),-2.04723 # DEPENDENCYPART_ARC
(31,28),0.491355 # DEPENDENCYPART_ARC
(31,29),1.35994 # DEPENDENCYPART_ARC
(31,30),-0.231788 # DEPENDENCYPART_ARC
(31,32),-0.0521548 # DEPENDENCYPART_ARC
(32,1),-9.06256 # DEPENDENCYPART_ARC
(32,2),-5.48311 # DEPENDENCYPART_ARC
(32,3),-5.82006 # DEPENDENCYPART_ARC
(32,4),-6.94769 # DEPENDENCYPART_ARC
(32,5),-6.98589 # DEPENDENCYPART_ARC
(32,6),-7.45995 # DEPENDENCYPART_ARC
(32,7),-7.2439 # DEPENDENCYPART_ARC
(32,8),-6.98234 # DEPENDENCYPART_ARC
(32,9),-7.04283 # DEPENDENCYPART_ARC
(32,10),-6.49847 # DEPENDENCYPART_ARC
(32,11),-5.0812 # DEPENDENCYPART_ARC
(32,12),-5.2129 # DEPENDENCYPART_ARC
(32,13),-4.82742 # DEPENDENCYPART_ARC
(32,14),-4.63445 # DEPENDENCYPART_ARC
(32,15),-6.22611 # DEPENDENCYPART_ARC
(32,16),-5.56351 # DEPENDENCYPART_ARC
(32,17),-5.01969 # DEPENDENCYPART_ARC
(32,18),-4.51872 # DEPENDENCYPART_ARC
(32,19),-5.23964 # DEPENDENCYPART_ARC
(32,20),-4.45064 # DEPENDENCYPART_ARC
(32,21),-4.33691 # DEPENDENCYPART_ARC
(32,22),-4.05812 # DEPENDENCYPART_ARC
(32,23),-4.17928 # DEPENDENCYPART_ARC
(32,24),-4.18786 # DEPENDENCYPART_ARC
