# _root_ Ale taky čarodějem - uvážíme - li , že za pouhých 20 let dokázal vybudovat čtvrté největší hospodářské impérium v Itálii , že dokázal za kratičké tři měsíce " vydupat ze země " vlastní stranu Forza Italia .
#goldHeads=0,3,1,7,7,7,1,22,22,15,12,10,12,9,14,19,19,19,15,15,20,5,22,23,30,28,28,25,30,24,30,31,30,35,30,35,36,0,
#predictedHeads=0,5,1,1,7,7,3,9,5,14,13,14,12,9,14,19,19,19,15,19,20,23,15,23,24,28,28,25,14,24,30,31,35,35,30,37,35,0,
(13,28),-7.86769 # DEPENDENCYPART_ARC
(13,29),-2.50824 # DEPENDENCYPART_ARC
(13,30),-7.96222 # DEPENDENCYPART_ARC
(13,31),-4.60487 # DEPENDENCYPART_ARC
(13,32),-5.48682 # DEPENDENCYPART_ARC
(13,33),-3.40123 # DEPENDENCYPART_ARC
(13,34),-8.07301 # DEPENDENCYPART_ARC
(13,35),-9.01471 # DEPENDENCYPART_ARC
(13,36),-5.3046 # DEPENDENCYPART_ARC
(13,37),-5.68933 # DEPENDENCYPART_ARC
(13,38),-11.2687 # DEPENDENCYPART_ARC
(14,1),0.277636 # DEPENDENCYPART_ARC
(14,2),0.13651 # DEPENDENCYPART_ARC
(14,3),-1.30386 # DEPENDENCYPART_ARC
(14,4),0.00102763 # DEPENDENCYPART_ARC
(14,5),-0.252252 # DEPENDENCYPART_ARC
(14,6),0.441914 # DEPENDENCYPART_ARC
(14,7),1.37662 # DEPENDENCYPART_ARC
(14,8),0.941781 # DEPENDENCYPART_ARC
(14,9),-0.1207 # DEPENDENCYPART_ARC
(14,10),3.23211 # DEPENDENCYPART_ARC
(14,11),-2.89195 # DEPENDENCYPART_ARC
(14,12),1.61127 # DEPENDENCYPART_ARC
(14,13),-0.837085 # DEPENDENCYPART_ARC
(14,15),3.39943 # DEPENDENCYPART_ARC
(14,16),0.677322 # DEPENDENCYPART_ARC
(14,17),-2.56123 # DEPENDENCYPART_ARC
(14,18),-3.45332 # DEPENDENCYPART_ARC
(14,19),1.68295 # DEPENDENCYPART_ARC
(14,20),0.992798 # DEPENDENCYPART_ARC
(14,21),-2.21097 # DEPENDENCYPART_ARC
(14,22),0.622797 # DEPENDENCYPART_ARC
(14,23),0.425999 # DEPENDENCYPART_ARC
(14,24),-3.36957 # DEPENDENCYPART_ARC
(14,25),-0.61336 # DEPENDENCYPART_ARC
(14,26),-6.20464 # DEPENDENCYPART_ARC
(14,27),-1.45244 # DEPENDENCYPART_ARC
(14,28),-2.50986 # DEPENDENCYPART_ARC
(14,29),1.793 # DEPENDENCYPART_ARC
(14,30),-1.57179 # DEPENDENCYPART_ARC
(14,31),-2.16177 # DEPENDENCYPART_ARC
(14,32),-7.19802 # DEPENDENCYPART_ARC
(14,33),1.18016 # DEPENDENCYPART_ARC
(14,34),-8.81638 # DEPENDENCYPART_ARC
(14,35),-4.22309 # DEPENDENCYPART_ARC
(14,36),-7.31084 # DEPENDENCYPART_ARC
(14,37),-6.57478 # DEPENDENCYPART_ARC
(14,38),0.632808 # DEPENDENCYPART_ARC
(15,1),-0.446214 # DEPENDENCYPART_ARC
(15,2),-0.962498 # DEPENDENCYPART_ARC
(15,3),-1.36998 # DEPENDENCYPART_ARC
(15,4),-1.10064 # DEPENDENCYPART_ARC
(15,5),-3.57433 # DEPENDENCYPART_ARC
(15,6),-0.589661 # DEPENDENCYPART_ARC
(15,7),0.504348 # DEPENDENCYPART_ARC
(15,8),-0.625989 # DEPENDENCYPART_ARC
(15,9),-1.00672 # DEPENDENCYPART_ARC
(15,10),2.53614 # DEPENDENCYPART_ARC
(15,11),-1.35149 # DEPENDENCYPART_ARC
(15,12),0.327333 # DEPENDENCYPART_ARC
(15,13),0.175337 # DEPENDENCYPART_ARC
(15,14),-0.0120587 # DEPENDENCYPART_ARC
(15,16),2.07929 # DEPENDENCYPART_ARC
(15,17),0.622469 # DEPENDENCYPART_ARC
(15,18),-0.820647 # DEPENDENCYPART_ARC
(15,19),2.81667 # DEPENDENCYPART_ARC
(15,20),1.33095 # DEPENDENCYPART_ARC
(15,21),0.05365 # DEPENDENCYPART_ARC
(15,22),0.337138 # DEPENDENCYPART_ARC
(15,23),1.14173 # DEPENDENCYPART_ARC
(15,24),-1.52575 # DEPENDENCYPART_ARC
(15,25),-0.26715 # DEPENDENCYPART_ARC
(15,26),-4.2385 # DEPENDENCYPART_ARC
(15,27),-0.934631 # DEPENDENCYPART_ARC
(15,28),-1.65332 # DEPENDENCYPART_ARC
(15,29),0.578636 # DEPENDENCYPART_ARC
(15,30),-1.75814 # DEPENDENCYPART_ARC
(15,31),-1.72223 # DEPENDENCYPART_ARC
(15,32),-5.41515 # DEPENDENCYPART_ARC
(15,33),-0.0826086 # DEPENDENCYPART_ARC
(15,34),-6.13484 # DEPENDENCYPART_ARC
(15,35),-3.48815 # DEPENDENCYPART_ARC
(15,36),-5.3174 # DEPENDENCYPART_ARC
(15,37),-4.42385 # DEPENDENCYPART_ARC
(15,38),-1.39599 # DEPENDENCYPART_ARC
(16,2),-2.19898 # DEPENDENCYPART_ARC
(16,3),-2.71496 # DEPENDENCYPART_ARC
(16,4),-2.49952 # DEPENDENCYPART_ARC
(16,6),-2.06348 # DEPENDENCYPART_ARC
(16,7),-1.3092 # DEPENDENCYPART_ARC
(16,8),-2.14705 # DEPENDENCYPART_ARC
(16,9),-1.33302 # DEPENDENCYPART_ARC
(16,10),-1.52339 # DEPENDENCYPART_ARC
(16,11),-1.28431 # DEPENDENCYPART_ARC
(16,13),-1.11009 # DEPENDENCYPART_ARC
(16,14),-3.15376 # DEPENDENCYPART_ARC
(16,17),0.989083 # DEPENDENCYPART_ARC
(16,18),0.221166 # DEPENDENCYPART_ARC
(16,19),-0.787856 # DEPENDENCYPART_ARC
(16,20),0.686853 # DEPENDENCYPART_ARC
(16,21),-1.26276 # DEPENDENCYPART_ARC
(16,22),-0.884501 # DEPENDENCYPART_ARC
(16,23),-0.599489 # DEPENDENCYPART_ARC
(16,24),-1.23981 # DEPENDENCYPART_ARC
(16,25),-1.09833 # DEPENDENCYPART_ARC
(16,26),-2.24668 # DEPENDENCYPART_ARC
(16,27),-2.57423 # DEPENDENCYPART_ARC
(16,28),-2.38104 # DEPENDENCYPART_ARC
(16,29),-1.70846 # DEPENDENCYPART_ARC
(16,31),-1.13141 # DEPENDENCYPART_ARC
(16,32),-2.76599 # DEPENDENCYPART_ARC
(16,33),-2.00278 # DEPENDENCYPART_ARC
(16,34),-2.86288 # DEPENDENCYPART_ARC
(16,35),-4.62258 # DEPENDENCYPART_ARC
(16,36),-3.21985 # DEPENDENCYPART_ARC
(16,37),-4.23911 # DEPENDENCYPART_ARC
(16,38),-4.46848 # DEPENDENCYPART_ARC
(17,1),-2.36812 # DEPENDENCYPART_ARC
(17,2),-2.64993 # DEPENDENCYPART_ARC
(17,3),-3.09942 # DEPENDENCYPART_ARC
(17,4),-2.46885 # DEPENDENCYPART_ARC
(17,5),-4.96545 # DEPENDENCYPART_ARC
(17,6),-2.02483 # DEPENDENCYPART_ARC
(17,7),-1.36097 # DEPENDENCYPART_ARC
(17,8),-1.92444 # DEPENDENCYPART_ARC
(17,9),-1.46128 # DEPENDENCYPART_ARC
(17,10),-0.806262 # DEPENDENCYPART_ARC
(17,11),-4.66751 # DEPENDENCYPART_ARC
(17,12),-0.266684 # DEPENDENCYPART_ARC
(17,13),-3.01597 # DEPENDENCYPART_ARC
(17,14),-3.02304 # DEPENDENCYPART_ARC
(17,15),-0.0279432 # DEPENDENCYPART_ARC
(17,16),0.120908 # DEPENDENCYPART_ARC
(17,18),-0.361568 # DEPENDENCYPART_ARC
(17,19),0.20584 # DEPENDENCYPART_ARC
(17,20),1.19678 # DEPENDENCYPART_ARC
(17,21),-1.21071 # DEPENDENCYPART_ARC
(17,22),-0.370618 # DEPENDENCYPART_ARC
(17,23),-0.286244 # DEPENDENCYPART_ARC
(17,24),-2.90526 # DEPENDENCYPART_ARC
(17,25),-1.06029 # DEPENDENCYPART_ARC
(17,26),-3.4744 # DEPENDENCYPART_ARC
(17,27),-2.45134 # DEPENDENCYPART_ARC
(17,28),-2.80462 # DEPENDENCYPART_ARC
(17,29),-1.38218 # DEPENDENCYPART_ARC
(17,30),-2.4453 # DEPENDENCYPART_ARC
(17,31),-1.58686 # DEPENDENCYPART_ARC
(17,32),-4.11216 # DEPENDENCYPART_ARC
(17,33),-2.41144 # DEPENDENCYPART_ARC
(17,34),-4.16486 # DEPENDENCYPART_ARC
(17,35),-5.63212 # DEPENDENCYPART_ARC
(17,36),-5.17582 # DEPENDENCYPART_ARC
(17,37),-5.96456 # DEPENDENCYPART_ARC
(17,38),-4.26944 # DEPENDENCYPART_ARC
(18,1),-2.88067 # DEPENDENCYPART_ARC
(18,2),-3.27807 # DEPENDENCYPART_ARC
(18,3),-3.26916 # DEPENDENCYPART_ARC
(18,4),-3.05608 # DEPENDENCYPART_ARC
(18,5),-5.78519 # DEPENDENCYPART_ARC
(18,6),-2.6023 # DEPENDENCYPART_ARC
(18,7),-1.79341 # DEPENDENCYPART_ARC
(18,8),-2.50482 # DEPENDENCYPART_ARC
(18,9),-1.96065 # DEPENDENCYPART_ARC
(18,10),-1.48221 # DEPENDENCYPART_ARC
(18,11),-5.07345 # DEPENDENCYPART_ARC
(18,12),-1.16031 # DEPENDENCYPART_ARC
(18,13),-3.93431 # DEPENDENCYPART_ARC
(18,14),-3.91354 # DEPENDENCYPART_ARC
(18,15),-0.906361 # DEPENDENCYPART_ARC
(18,16),-0.895742 # DEPENDENCYPART_ARC
(18,17),0.281392 # DEPENDENCYPART_ARC
(18,19),-1.00684 # DEPENDENCYPART_ARC
(18,20),-0.318381 # DEPENDENCYPART_ARC
(18,21),-2.21892 # DEPENDENCYPART_ARC
(18,22),-0.617326 # DEPENDENCYPART_ARC
(18,23),-0.617677 # DEPENDENCYPART_ARC
(18,24),-3.17716 # DEPENDENCYPART_ARC
(18,25),-1.8283 # DEPENDENCYPART_ARC
(18,26),-3.89006 # DEPENDENCYPART_ARC
(18,27),-3.31178 # DEPENDENCYPART_ARC
(18,28),-4.85082 # DEPENDENCYPART_ARC
(18,29),-1.71835 # DEPENDENCYPART_ARC
(18,30),-3.02668 # DEPENDENCYPART_ARC
(18,31),-2.81718 # DEPENDENCYPART_ARC
(18,32),-5.73408 # DEPENDENCYPART_ARC
(18,33),-2.64943 # DEPENDENCYPART_ARC
(18,34),-4.37359 # DEPENDENCYPART_ARC
(18,35),-7.25488 # DEPENDENCYPART_ARC
(18,36),-5.11018 # DEPENDENCYPART_ARC
(18,37),-6.96294 # DEPENDENCYPART_ARC
(18,38),-4.3999 # DEPENDENCYPART_ARC
(19,1),-3.312 # DEPENDENCYPART_ARC
(19,2),-2.64651 # DEPENDENCYPART_ARC
(19,3),-5.93461 # DEPENDENCYPART_ARC
(19,4),-2.17588 # DEPENDENCYPART_ARC
(19,5),-3.21907 # DEPENDENCYPART_ARC
(19,6),-1.34314 # DEPENDENCYPART_ARC
(19,7),-2.17453 # DEPENDENCYPART_ARC
(19,8),-1.69956 # DEPENDENCYPART_ARC
(19,9),-2.70036 # DEPENDENCYPART_ARC
(19,10),-0.828483 # DEPENDENCYPART_ARC
(19,11),-2.40937 # DEPENDENCYPART_ARC
(19,12),-1.51892 # DEPENDENCYPART_ARC
(19,13),-3.20766 # DEPENDENCYPART_ARC
(19,14),-3.52674 # DEPENDENCYPART_ARC
(19,15),-0.347944 # DEPENDENCYPART_ARC
(19,16),2.65049 # DEPENDENCYPART_ARC
(19,17),3.78898 # DEPENDENCYPART_ARC
(19,18),4.73856 # DEPENDENCYPART_ARC
(19,20),2.21145 # DEPENDENCYPART_ARC
(19,21),0.660806 # DEPENDENCYPART_ARC
(19,22),0.0418134 # DEPENDENCYPART_ARC
(19,23),0.58406 # DEPENDENCYPART_ARC
(19,24),-1.46415 # DEPENDENCYPART_ARC
(19,25),-0.797947 # DEPENDENCYPART_ARC
(19,26),-2.58342 # DEPENDENCYPART_ARC
(19,27),-2.23504 # DEPENDENCYPART_ARC
(19,28),-2.62343 # DEPENDENCYPART_ARC
(19,29),-0.530797 # DEPENDENCYPART_ARC
(19,30),-2.0085 # DEPENDENCYPART_ARC
(19,31),-1.74458 # DEPENDENCYPART_ARC
(19,32),-2.41639 # DEPENDENCYPART_ARC
(19,33),-1.53909 # DEPENDENCYPART_ARC
(19,34),-1.56666 # DEPENDENCYPART_ARC
(19,35),-3.53407 # DEPENDENCYPART_ARC
(19,36),-1.28381 # DEPENDENCYPART_ARC
(19,37),-3.11819 # DEPENDENCYPART_ARC
(19,38),-7.49567 # DEPENDENCYPART_ARC
(20,1),-3.19331 # DEPENDENCYPART_ARC
(20,2),-3.70263 # DEPENDENCYPART_ARC
(20,3),-4.8526 # DEPENDENCYPART_ARC
(20,4),-3.66839 # DEPENDENCYPART_ARC
(20,5),-4.10308 # DEPENDENCYPART_ARC
(20,6),-3.12752 # DEPENDENCYPART_ARC
(20,7),-2.93903 # DEPENDENCYPART_ARC
(20,8),-3.50293 # DEPENDENCYPART_ARC
(20,9),-2.41063 # DEPENDENCYPART_ARC
(20,10),-3.80332 # DEPENDENCYPART_ARC
(20,11),-3.8246 # DEPENDENCYPART_ARC
(20,12),-2.90899 # DEPENDENCYPART_ARC
(20,13),-4.45389 # DEPENDENCYPART_ARC
(20,14),-2.96411 # DEPENDENCYPART_ARC
(20,16),-2.08801 # DEPENDENCYPART_ARC
(20,17),-2.26447 # DEPENDENCYPART_ARC
(20,18),-1.6564 # DEPENDENCYPART_ARC
(20,19),-2.19774 # DEPENDENCYPART_ARC
(20,21),4.22912 # DEPENDENCYPART_ARC
(20,22),-0.153898 # DEPENDENCYPART_ARC
(20,23),-1.51492 # DEPENDENCYPART_ARC
(20,24),-1.87153 # DEPENDENCYPART_ARC
(20,25),-1.84163 # DEPENDENCYPART_ARC
(20,26),-3.57886 # DEPENDENCYPART_ARC
(20,27),-3.45333 # DEPENDENCYPART_ARC
(20,28),-4.0759 # DEPENDENCYPART_ARC
(20,29),-1.73554 # DEPENDENCYPART_ARC
(20,31),-2.54503 # DEPENDENCYPART_ARC
(20,32),-6.41676 # DEPENDENCYPART_ARC
(20,33),-2.33961 # DEPENDENCYPART_ARC
(20,34),-4.16469 # DEPENDENCYPART_ARC
(20,35),-8.61519 # DEPENDENCYPART_ARC
(20,36),-2.42948 # DEPENDENCYPART_ARC
(20,37),-6.71516 # DEPENDENCYPART_ARC
(20,38),-3.84106 # DEPENDENCYPART_ARC
(21,1),-5.43371 # DEPENDENCYPART_ARC
(21,2),-3.95507 # DEPENDENCYPART_ARC
(21,3),-6.24122 # DEPENDENCYPART_ARC
(21,4),-3.48648 # DEPENDENCYPART_ARC
(21,5),-4.35813 # DEPENDENCYPART_ARC
(21,6),-2.66327 # DEPENDENCYPART_ARC
(21,7),-3.32749 # DEPENDENCYPART_ARC
(21,8),-3.08369 # DEPENDENCYPART_ARC
(21,9),-4.78943 # DEPENDENCYPART_ARC
(21,10),-1.95655 # DEPENDENCYPART_ARC
(21,11),-6.14569 # DEPENDENCYPART_ARC
(21,12),-3.29865 # DEPENDENCYPART_ARC
(21,13),-5.28397 # DEPENDENCYPART_ARC
(21,14),-6.37131 # DEPENDENCYPART_ARC
(21,15),-1.93026 # DEPENDENCYPART_ARC
(21,16),-2.98637 # DEPENDENCYPART_ARC
(21,17),-2.93301 # DEPENDENCYPART_ARC
(21,18),-2.53183 # DEPENDENCYPART_ARC
(21,19),-2.46689 # DEPENDENCYPART_ARC
(21,20),-0.19795 # DEPENDENCYPART_ARC
(21,22),-1.04306 # DEPENDENCYPART_ARC
(21,23),0.642893 # DEPENDENCYPART_ARC
(21,24),-2.74687 # DEPENDENCYPART_ARC
(21,25),-3.871 # DEPENDENCYPART_ARC
(21,26),-6.81573 # DEPENDENCYPART_ARC
(21,27),-5.45196 # DEPENDENCYPART_ARC
(21,28),-6.67362 # DEPENDENCYPART_ARC
(21,29),-1.82634 # DEPENDENCYPART_ARC
(21,30),-3.4236 # DEPENDENCYPART_ARC
(21,31),-4.05682 # DEPENDENCYPART_ARC
(21,32),-4.33133 # DEPENDENCYPART_ARC
(21,33),-2.87184 # DEPENDENCYPART_ARC
(21,34),-5.06296 # DEPENDENCYPART_ARC
(21,35),-7.71423 # DEPENDENCYPART_ARC
(21,36),-4.33464 # DEPENDENCYPART_ARC
(21,37),-4.07472 # DEPENDENCYPART_ARC
(21,38),-8.24481 # DEPENDENCYPART_ARC
(22,1),-1.5307 # DEPENDENCYPART_ARC
(22,2),-1.77334 # DEPENDENCYPART_ARC
(22,3),-3.11085 # DEPENDENCYPART_ARC
(22,4),-2.52782 # DEPENDENCYPART_ARC
(22,5),-0.934369 # DEPENDENCYPART_ARC
(22,6),-1.91829 # DEPENDENCYPART_ARC
(22,7),-1.09521 # DEPENDENCYPART_ARC
(22,8),-1.16398 # DEPENDENCYPART_ARC
(22,9),-0.611519 # DEPENDENCYPART_ARC
(22,10),-1.77812 # DEPENDENCYPART_ARC
(22,11),-1.52603 # DEPENDENCYPART_ARC
(22,12),-1.34103 # DEPENDENCYPART_ARC
(22,13),-2.50323 # DEPENDENCYPART_ARC
(22,14),-0.427771 # DEPENDENCYPART_ARC
(22,15),-0.327434 # DEPENDENCYPART_ARC
(22,16),-0.866694 # DEPENDENCYPART_ARC
(22,17),-0.79713 # DEPENDENCYPART_ARC
(22,18),-0.89636 # DEPENDENCYPART_ARC
(22,19),-0.480881 # DEPENDENCYPART_ARC
(22,20),-0.777653 # DEPENDENCYPART_ARC
(22,21),0.049887 # DEPENDENCYPART_ARC
(22,23),0.211547 # DEPENDENCYPART_ARC
(22,24),-0.323808 # DEPENDENCYPART_ARC
(22,25),-1.25782 # DEPENDENCYPART_ARC
(22,26),-1.68687 # DEPENDENCYPART_ARC
(22,27),-1.37963 # DEPENDENCYPART_ARC
(22,28),-1.60532 # DEPENDENCYPART_ARC
(22,29),-0.353143 # DEPENDENCYPART_ARC
(22,30),-1.30201 # DEPENDENCYPART_ARC
(22,31),-2.17443 # DEPENDENCYPART_ARC
(22,32),-2.90273 # DEPENDENCYPART_ARC
(22,33),-0.783233 # DEPENDENCYPART_ARC
(22,34),-3.42814 # DEPENDENCYPART_ARC
(22,35),-3.31633 # DEPENDENCYPART_ARC
(22,36),-3.36077 # DEPENDENCYPART_ARC
(22,37),-3.31795 # DEPENDENCYPART_ARC
(22,38),-2.03308 # DEPENDENCYPART_ARC
(23,1),-3.24091 # DEPENDENCYPART_ARC
(23,2),-2.88296 # DEPENDENCYPART_ARC
(23,3),-4.05229 # DEPENDENCYPART_ARC
(23,4),-4.03462 # DEPENDENCYPART_ARC
(23,5),-3.00055 # DEPENDENCYPART_ARC
(23,6),-3.2769 # DEPENDENCYPART_ARC
(23,7),-1.21043 # DEPENDENCYPART_ARC
(23,8),-3.12255 # DEPENDENCYPART_ARC
(23,9),-1.73556 # DEPENDENCYPART_ARC
(23,10),-2.50368 # DEPENDENCYPART_ARC
(23,11),-3.15234 # DEPENDENCYPART_ARC
(23,12),-2.53026 # DEPENDENCYPART_ARC
(23,13),-1.92149 # DEPENDENCYPART_ARC
(23,14),-1.33635 # DEPENDENCYPART_ARC
(23,15),-1.04467 # DEPENDENCYPART_ARC
(23,16),-1.92244 # DEPENDENCYPART_ARC
(23,17),-2.26098 # DEPENDENCYPART_ARC
(23,18),-1.81068 # DEPENDENCYPART_ARC
(23,19),-0.893039 # DEPENDENCYPART_ARC
(23,20),-1.05456 # DEPENDENCYPART_ARC
(23,21),-0.991903 # DEPENDENCYPART_ARC
(23,22),2.53849 # DEPENDENCYPART_ARC
(23,24),2.56067 # DEPENDENCYPART_ARC
(23,25),-0.807315 # DEPENDENCYPART_ARC
(23,26),-1.58171 # DEPENDENCYPART_ARC
(23,27),-1.47932 # DEPENDENCYPART_ARC
(23,28),-2.0894 # DEPENDENCYPART_ARC
(23,29),-0.0193774 # DEPENDENCYPART_ARC
(23,30),0.472115 # DEPENDENCYPART_ARC
(23,31),-2.08239 # DEPENDENCYPART_ARC
(23,32),-3.63409 # DEPENDENCYPART_ARC
(23,33),-1.40666 # DEPENDENCYPART_ARC
(23,34),-3.02878 # DEPENDENCYPART_ARC
(23,35),-3.53926 # DEPENDENCYPART_ARC
(23,36),-3.09354 # DEPENDENCYPART_ARC
(23,37),-4.01738 # DEPENDENCYPART_ARC
(23,38),-1.29618 # DEPENDENCYPART_ARC
(24,1),-1.39154 # DEPENDENCYPART_ARC
(24,2),-2.09896 # DEPENDENCYPART_ARC
(24,3),-2.37257 # DEPENDENCYPART_ARC
(24,4),-1.82624 # DEPENDENCYPART_ARC
(24,5),-2.6481 # DEPENDENCYPART_ARC
(24,6),-1.37817 # DEPENDENCYPART_ARC
(24,7),0.0497148 # DEPENDENCYPART_ARC
(24,8),-1.48087 # DEPENDENCYPART_ARC
(24,9),-2.98795 # DEPENDENCYPART_ARC
(24,10),0.377918 # DEPENDENCYPART_ARC
(24,11),-5.96195 # DEPENDENCYPART_ARC
(24,12),-1.28611 # DEPENDENCYPART_ARC
(24,13),-3.55725 # DEPENDENCYPART_ARC
(24,14),-3.62159 # DEPENDENCYPART_ARC
(24,15),-1.97396 # DEPENDENCYPART_ARC
(24,16),-2.23729 # DEPENDENCYPART_ARC
(24,17),-2.71598 # DEPENDENCYPART_ARC
(24,18),-3.52039 # DEPENDENCYPART_ARC
(24,19),-0.79951 # DEPENDENCYPART_ARC
(24,20),-1.13605 # DEPENDENCYPART_ARC
(24,21),-3.35925 # DEPENDENCYPART_ARC
(24,22),0.0343332 # DEPENDENCYPART_ARC
(24,23),-0.186603 # DEPENDENCYPART_ARC
(24,25),3.02387 # DEPENDENCYPART_ARC
(24,26),-1.23383 # DEPENDENCYPART_ARC
(24,27),0.376089 # DEPENDENCYPART_ARC
(24,28),2.25604 # DEPENDENCYPART_ARC
(24,29),0.969307 # DEPENDENCYPART_ARC
(24,30),1.28378 # DEPENDENCYPART_ARC
(24,31),0.496614 # DEPENDENCYPART_ARC
(24,32),-3.39144 # DEPENDENCYPART_ARC
(24,33),0.788594 # DEPENDENCYPART_ARC
(24,34),-4.89664 # DEPENDENCYPART_ARC
(24,35),-0.372928 # DEPENDENCYPART_ARC
(24,36),-3.76524 # DEPENDENCYPART_ARC
(24,37),-2.55022 # DEPENDENCYPART_ARC
(24,38),0.140362 # DEPENDENCYPART_ARC
(25,1),-3.62154 # DEPENDENCYPART_ARC
(25,2),-3.6651 # DEPENDENCYPART_ARC
(25,3),-4.76098 # DEPENDENCYPART_ARC
(25,4),-3.93774 # DEPENDENCYPART_ARC
(25,5),-4.53952 # DEPENDENCYPART_ARC
(25,6),-3.29468 # DEPENDENCYPART_ARC
(25,7),-3.06711 # DEPENDENCYPART_ARC
(25,8),-3.3704 # DEPENDENCYPART_ARC
(25,9),-3.04434 # DEPENDENCYPART_ARC
(25,10),-4.76006 # DEPENDENCYPART_ARC
(25,11),-4.39801 # DEPENDENCYPART_ARC
(25,12),-3.6066 # DEPENDENCYPART_ARC
(25,13),-4.90156 # DEPENDENCYPART_ARC
(25,14),-4.08909 # DEPENDENCYPART_ARC
(25,16),-3.19676 # DEPENDENCYPART_ARC
(25,17),-3.79632 # DEPENDENCYPART_ARC
(25,18),-3.82937 # DEPENDENCYPART_ARC
(25,19),-3.88229 # DEPENDENCYPART_ARC
(25,20),-2.69535 # DEPENDENCYPART_ARC
(25,21),-2.97987 # DEPENDENCYPART_ARC
(25,22),-0.804676 # DEPENDENCYPART_ARC
(25,23),-1.11123 # DEPENDENCYPART_ARC
(25,24),-1.72199 # DEPENDENCYPART_ARC
(25,26),2.32757 # DEPENDENCYPART_ARC
(25,27),1.63432 # DEPENDENCYPART_ARC
(25,28),2.68176 # DEPENDENCYPART_ARC
(25,29),-0.00301444 # DEPENDENCYPART_ARC
(25,31),-0.865631 # DEPENDENCYPART_ARC
(25,32),-3.72244 # DEPENDENCYPART_ARC
(25,33),-0.554047 # DEPENDENCYPART_ARC
(25,34),-0.186457 # DEPENDENCYPART_ARC
(25,35),-1.13864 # DEPENDENCYPART_ARC
(25,36),-0.698732 # DEPENDENCYPART_ARC
(25,37),-3.94909 # DEPENDENCYPART_ARC
(25,38),-2.1769 # DEPENDENCYPART_ARC
(26,1),-3.69042 # DEPENDENCYPART_ARC
(26,2),-4.6392 # DEPENDENCYPART_ARC
(26,3),-3.73506 # DEPENDENCYPART_ARC
(26,4),-3.41653 # DEPENDENCYPART_ARC
(26,5),-4.42831 # DEPENDENCYPART_ARC
(26,6),-2.96104 # DEPENDENCYPART_ARC
(26,7),-2.07278 # DEPENDENCYPART_ARC
(26,8),-3.36557 # DEPENDENCYPART_ARC
(26,9),-3.21219 # DEPENDENCYPART_ARC
(26,10),-3.00239 # DEPENDENCYPART_ARC
(26,11),-6.66 # DEPENDENCYPART_ARC
(26,12),-2.70054 # DEPENDENCYPART_ARC
(26,13),-6.22878 # DEPENDENCYPART_ARC
(26,14),-3.89546 # DEPENDENCYPART_ARC
(26,15),-2.38237 # DEPENDENCYPART_ARC
(26,16),-4.02149 # DEPENDENCYPART_ARC
(26,17),-3.49142 # DEPENDENCYPART_ARC
(26,18),-4.11261 # DEPENDENCYPART_ARC
(26,19),-3.37488 # DEPENDENCYPART_ARC
(26,20),-2.43123 # DEPENDENCYPART_ARC
(26,21),-4.04672 # DEPENDENCYPART_ARC
(26,22),-0.999885 # DEPENDENCYPART_ARC
(26,23),-0.957467 # DEPENDENCYPART_ARC
(26,24),-1.97402 # DEPENDENCYPART_ARC
(26,25),0.00396968 # DEPENDENCYPART_ARC
(26,27),-0.94915 # DEPENDENCYPART_ARC
(26,28),-0.0814096 # DEPENDENCYPART_ARC
(26,29),0.246887 # DEPENDENCYPART_ARC
(26,30),0.165709 # DEPENDENCYPART_ARC
(26,31),-0.272268 # DEPENDENCYPART_ARC
(26,32),-2.24588 # DEPENDENCYPART_ARC
(26,33),-0.823894 # DEPENDENCYPART_ARC
(26,34),-3.39616 # DEPENDENCYPART_ARC
(26,35),-3.20675 # DEPENDENCYPART_ARC
(26,36),-3.63811 # DEPENDENCYPART_ARC
(26,37),-3.82055 # DEPENDENCYPART_ARC
(26,38),-2.25306 # DEPENDENCYPART_ARC
(27,1),-3.41668 # DEPENDENCYPART_ARC
(27,2),-2.75281 # DEPENDENCYPART_ARC
(27,3),-3.3154 # DEPENDENCYPART_ARC
(27,4),-3.65581 # DEPENDENCYPART_ARC
(27,6),-3.45533 # DEPENDENCYPART_ARC
(27,7),-1.50062 # DEPENDENCYPART_ARC
(27,8),-3.63151 # DEPENDENCYPART_ARC
(27,9),-2.75969 # DEPENDENCYPART_ARC
(27,10),-2.46257 # DEPENDENCYPART_ARC
(27,11),-2.69647 # DEPENDENCYPART_ARC
(27,12),-3.23225 # DEPENDENCYPART_ARC
(27,13),-2.60839 # DEPENDENCYPART_ARC
(27,14),-4.76404 # DEPENDENCYPART_ARC
(27,16),-2.7255 # DEPENDENCYPART_ARC
(27,17),-2.14885 # DEPENDENCYPART_ARC
(27,18),-2.55745 # DEPENDENCYPART_ARC
(27,19),-2.4333 # DEPENDENCYPART_ARC
(27,20),-1.68583 # DEPENDENCYPART_ARC
(27,21),-3.06374 # DEPENDENCYPART_ARC
(27,22),-1.35277 # DEPENDENCYPART_ARC
(27,23),-0.947227 # DEPENDENCYPART_ARC
(27,24),-3.35753 # DEPENDENCYPART_ARC
(27,25),-0.811016 # DEPENDENCYPART_ARC
(27,26),1.31123 # DEPENDENCYPART_ARC
(27,28),0.815819 # DEPENDENCYPART_ARC
(27,29),-1.30056 # DEPENDENCYPART_ARC
(27,31),-1.06767 # DEPENDENCYPART_ARC
