# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,19,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(16,7),-3.06243 # DEPENDENCYPART_ARC
(16,8),-3.20588 # DEPENDENCYPART_ARC
(16,9),-3.30007 # DEPENDENCYPART_ARC
(16,10),-3.32105 # DEPENDENCYPART_ARC
(16,11),-3.21547 # DEPENDENCYPART_ARC
(16,12),-3.2336 # DEPENDENCYPART_ARC
(16,13),-1.75078 # DEPENDENCYPART_ARC
(16,14),-0.691131 # DEPENDENCYPART_ARC
(16,15),-1.54812 # DEPENDENCYPART_ARC
(16,17),-1.43874 # DEPENDENCYPART_ARC
(16,18),-0.995903 # DEPENDENCYPART_ARC
(16,19),-2.90576 # DEPENDENCYPART_ARC
(16,20),-1.06745 # DEPENDENCYPART_ARC
(16,21),-1.68838 # DEPENDENCYPART_ARC
(16,22),-1.06062 # DEPENDENCYPART_ARC
(16,23),-2.10061 # DEPENDENCYPART_ARC
(16,24),-3.31372 # DEPENDENCYPART_ARC
(16,25),-1.20086 # DEPENDENCYPART_ARC
(16,26),-1.44842 # DEPENDENCYPART_ARC
(16,27),-5.04031 # DEPENDENCYPART_ARC
(16,28),-1.93972 # DEPENDENCYPART_ARC
(16,29),-3.15901 # DEPENDENCYPART_ARC
(16,30),-1.88634 # DEPENDENCYPART_ARC
(16,31),-3.00822 # DEPENDENCYPART_ARC
(16,32),-2.02989 # DEPENDENCYPART_ARC
(17,1),-4.64412 # DEPENDENCYPART_ARC
(17,2),-1.67534 # DEPENDENCYPART_ARC
(17,3),-4.29066 # DEPENDENCYPART_ARC
(17,4),-4.69681 # DEPENDENCYPART_ARC
(17,5),-1.52248 # DEPENDENCYPART_ARC
(17,6),-1.64131 # DEPENDENCYPART_ARC
(17,7),-4.48673 # DEPENDENCYPART_ARC
(17,8),-4.87547 # DEPENDENCYPART_ARC
(17,9),-3.98902 # DEPENDENCYPART_ARC
(17,10),-1.24668 # DEPENDENCYPART_ARC
(17,11),-1.09367 # DEPENDENCYPART_ARC
(17,12),-3.71754 # DEPENDENCYPART_ARC
(17,13),-0.818932 # DEPENDENCYPART_ARC
(17,14),-0.301107 # DEPENDENCYPART_ARC
(17,15),-0.00484071 # DEPENDENCYPART_ARC
(17,16),-0.322331 # DEPENDENCYPART_ARC
(17,18),-0.674052 # DEPENDENCYPART_ARC
(17,19),-2.35852 # DEPENDENCYPART_ARC
(17,20),-1.29076 # DEPENDENCYPART_ARC
(17,21),-1.2799 # DEPENDENCYPART_ARC
(17,22),-2.1184 # DEPENDENCYPART_ARC
(17,23),-3.96147 # DEPENDENCYPART_ARC
(17,24),-4.00088 # DEPENDENCYPART_ARC
(17,25),-1.33511 # DEPENDENCYPART_ARC
(17,26),-1.26391 # DEPENDENCYPART_ARC
(17,27),-3.58827 # DEPENDENCYPART_ARC
(17,28),-2.60233 # DEPENDENCYPART_ARC
(17,29),-4.75483 # DEPENDENCYPART_ARC
(17,30),-1.51166 # DEPENDENCYPART_ARC
(17,31),-5.20793 # DEPENDENCYPART_ARC
(17,32),-3.21021 # DEPENDENCYPART_ARC
(18,1),-4.24159 # DEPENDENCYPART_ARC
(18,2),-3.30934 # DEPENDENCYPART_ARC
(18,3),-1.55638 # DEPENDENCYPART_ARC
(18,4),-4.96933 # DEPENDENCYPART_ARC
(18,5),-0.935683 # DEPENDENCYPART_ARC
(18,6),-2.10399 # DEPENDENCYPART_ARC
(18,7),-5.93399 # DEPENDENCYPART_ARC
(18,8),-5.98271 # DEPENDENCYPART_ARC
(18,9),-2.78917 # DEPENDENCYPART_ARC
(18,10),-1.76376 # DEPENDENCYPART_ARC
(18,11),-1.72188 # DEPENDENCYPART_ARC
(18,12),-2.19849 # DEPENDENCYPART_ARC
(18,13),-0.451947 # DEPENDENCYPART_ARC
(18,14),-0.212784 # DEPENDENCYPART_ARC
(18,15),-1.41775 # DEPENDENCYPART_ARC
(18,16),4.90863 # DEPENDENCYPART_ARC
(18,17),5.42927 # DEPENDENCYPART_ARC
(18,19),-0.896585 # DEPENDENCYPART_ARC
(18,20),-0.75925 # DEPENDENCYPART_ARC
(18,21),-0.031625 # DEPENDENCYPART_ARC
(18,22),-3.20222 # DEPENDENCYPART_ARC
(18,23),-4.93457 # DEPENDENCYPART_ARC
(18,24),-1.63957 # DEPENDENCYPART_ARC
(18,25),-1.25645 # DEPENDENCYPART_ARC
(18,26),-0.839839 # DEPENDENCYPART_ARC
(18,27),-3.73733 # DEPENDENCYPART_ARC
(18,28),-2.57807 # DEPENDENCYPART_ARC
(18,29),-3.26561 # DEPENDENCYPART_ARC
(18,30),-1.63365 # DEPENDENCYPART_ARC
(18,31),-3.75148 # DEPENDENCYPART_ARC
(18,32),-5.67325 # DEPENDENCYPART_ARC
(19,1),1.92326 # DEPENDENCYPART_ARC
(19,2),0.468808 # DEPENDENCYPART_ARC
(19,3),-3.74908 # DEPENDENCYPART_ARC
(19,4),-0.615934 # DEPENDENCYPART_ARC
(19,5),0.532988 # DEPENDENCYPART_ARC
(19,6),-0.300236 # DEPENDENCYPART_ARC
(19,7),-1.97432 # DEPENDENCYPART_ARC
(19,8),-2.27333 # DEPENDENCYPART_ARC
(19,9),-1.69638 # DEPENDENCYPART_ARC
(19,10),0.277313 # DEPENDENCYPART_ARC
(19,11),0.639441 # DEPENDENCYPART_ARC
(19,12),-2.13541 # DEPENDENCYPART_ARC
(19,13),2.01725 # DEPENDENCYPART_ARC
(19,14),1.37585 # DEPENDENCYPART_ARC
(19,15),3.18264 # DEPENDENCYPART_ARC
(19,16),-0.258704 # DEPENDENCYPART_ARC
(19,17),0.746011 # DEPENDENCYPART_ARC
(19,18),3.27038 # DEPENDENCYPART_ARC
(19,20),0.870435 # DEPENDENCYPART_ARC
(19,21),2.44184 # DEPENDENCYPART_ARC
(19,22),0.102575 # DEPENDENCYPART_ARC
(19,23),2.36463 # DEPENDENCYPART_ARC
(19,24),0.144014 # DEPENDENCYPART_ARC
(19,25),0.49868 # DEPENDENCYPART_ARC
(19,26),0.62354 # DEPENDENCYPART_ARC
(19,27),0.210588 # DEPENDENCYPART_ARC
(19,28),0.651319 # DEPENDENCYPART_ARC
(19,29),-2.30049 # DEPENDENCYPART_ARC
(19,30),-0.0616731 # DEPENDENCYPART_ARC
(19,31),-2.2797 # DEPENDENCYPART_ARC
(19,32),-0.728162 # DEPENDENCYPART_ARC
(20,1),-2.51608 # DEPENDENCYPART_ARC
(20,2),-2.12431 # DEPENDENCYPART_ARC
(20,3),-2.70126 # DEPENDENCYPART_ARC
(20,4),-2.44999 # DEPENDENCYPART_ARC
(20,5),-2.12168 # DEPENDENCYPART_ARC
(20,6),-2.62264 # DEPENDENCYPART_ARC
(20,7),-2.21324 # DEPENDENCYPART_ARC
(20,8),-2.20182 # DEPENDENCYPART_ARC
(20,9),-3.14612 # DEPENDENCYPART_ARC
(20,10),-2.10624 # DEPENDENCYPART_ARC
(20,11),-2.05008 # DEPENDENCYPART_ARC
(20,12),-2.10557 # DEPENDENCYPART_ARC
(20,13),-1.33715 # DEPENDENCYPART_ARC
(20,14),-1.85199 # DEPENDENCYPART_ARC
(20,15),-1.65004 # DEPENDENCYPART_ARC
(20,16),-1.49946 # DEPENDENCYPART_ARC
(20,17),-1.2646 # DEPENDENCYPART_ARC
(20,18),-0.970476 # DEPENDENCYPART_ARC
(20,19),-0.421008 # DEPENDENCYPART_ARC
(20,21),-0.553599 # DEPENDENCYPART_ARC
(20,22),-0.977484 # DEPENDENCYPART_ARC
(20,23),-1.33004 # DEPENDENCYPART_ARC
(20,24),-1.45296 # DEPENDENCYPART_ARC
(20,25),-1.40704 # DEPENDENCYPART_ARC
(20,26),-0.789238 # DEPENDENCYPART_ARC
(20,27),-1.41728 # DEPENDENCYPART_ARC
(20,28),-1.76527 # DEPENDENCYPART_ARC
(20,29),-2.06861 # DEPENDENCYPART_ARC
(20,30),-0.964342 # DEPENDENCYPART_ARC
(20,31),-1.96424 # DEPENDENCYPART_ARC
(20,32),-2.18172 # DEPENDENCYPART_ARC
(21,1),-5.06093 # DEPENDENCYPART_ARC
(21,2),-4.54863 # DEPENDENCYPART_ARC
(21,3),-3.05884 # DEPENDENCYPART_ARC
(21,4),-3.56184 # DEPENDENCYPART_ARC
(21,5),-1.76399 # DEPENDENCYPART_ARC
(21,6),-2.37035 # DEPENDENCYPART_ARC
(21,7),-2.89255 # DEPENDENCYPART_ARC
(21,8),-3.53638 # DEPENDENCYPART_ARC
(21,9),-3.10286 # DEPENDENCYPART_ARC
(21,10),-2.07638 # DEPENDENCYPART_ARC
(21,11),-2.07015 # DEPENDENCYPART_ARC
(21,12),-2.89577 # DEPENDENCYPART_ARC
(21,13),-0.144202 # DEPENDENCYPART_ARC
(21,14),-1.45674 # DEPENDENCYPART_ARC
(21,15),-1.48721 # DEPENDENCYPART_ARC
(21,16),-1.24828 # DEPENDENCYPART_ARC
(21,17),-2.17801 # DEPENDENCYPART_ARC
(21,18),-2.52621 # DEPENDENCYPART_ARC
(21,19),-1.49464 # DEPENDENCYPART_ARC
(21,20),0.383286 # DEPENDENCYPART_ARC
(21,22),2.88606 # DEPENDENCYPART_ARC
(21,23),3.81052 # DEPENDENCYPART_ARC
(21,24),-2.15234 # DEPENDENCYPART_ARC
(21,25),0.107105 # DEPENDENCYPART_ARC
(21,26),0.10095 # DEPENDENCYPART_ARC
(21,27),-1.23366 # DEPENDENCYPART_ARC
(21,28),-1.48347 # DEPENDENCYPART_ARC
(21,29),-3.34656 # DEPENDENCYPART_ARC
(21,30),-0.276856 # DEPENDENCYPART_ARC
(21,31),-4.7492 # DEPENDENCYPART_ARC
(21,32),-1.4708 # DEPENDENCYPART_ARC
(22,1),-4.53946 # DEPENDENCYPART_ARC
(22,2),-1.46109 # DEPENDENCYPART_ARC
(22,3),-3.85204 # DEPENDENCYPART_ARC
(22,4),-3.79286 # DEPENDENCYPART_ARC
(22,5),-1.12775 # DEPENDENCYPART_ARC
(22,6),-3.23695 # DEPENDENCYPART_ARC
(22,7),-2.55644 # DEPENDENCYPART_ARC
(22,8),-2.56937 # DEPENDENCYPART_ARC
(22,9),-3.99389 # DEPENDENCYPART_ARC
(22,10),-2.23478 # DEPENDENCYPART_ARC
(22,11),-2.08263 # DEPENDENCYPART_ARC
(22,12),-3.60092 # DEPENDENCYPART_ARC
(22,13),-1.88174 # DEPENDENCYPART_ARC
(22,14),-1.59562 # DEPENDENCYPART_ARC
(22,15),-1.9185 # DEPENDENCYPART_ARC
(22,16),-1.44016 # DEPENDENCYPART_ARC
(22,17),-3.29816 # DEPENDENCYPART_ARC
(22,18),-3.00697 # DEPENDENCYPART_ARC
(22,19),-3.19812 # DEPENDENCYPART_ARC
(22,20),1.33418 # DEPENDENCYPART_ARC
(22,21),-0.625716 # DEPENDENCYPART_ARC
(22,23),1.73259 # DEPENDENCYPART_ARC
(22,24),0.379669 # DEPENDENCYPART_ARC
(22,25),-0.769279 # DEPENDENCYPART_ARC
(22,26),-0.323112 # DEPENDENCYPART_ARC
(22,27),-1.83132 # DEPENDENCYPART_ARC
(22,28),-0.051749 # DEPENDENCYPART_ARC
(22,29),-2.62069 # DEPENDENCYPART_ARC
(22,30),-0.169572 # DEPENDENCYPART_ARC
(22,31),-3.29116 # DEPENDENCYPART_ARC
(22,32),-1.65762 # DEPENDENCYPART_ARC
(23,1),-7.65715 # DEPENDENCYPART_ARC
(23,2),-3.62257 # DEPENDENCYPART_ARC
(23,3),-5.31139 # DEPENDENCYPART_ARC
(23,4),-5.85367 # DEPENDENCYPART_ARC
(23,5),-1.26519 # DEPENDENCYPART_ARC
(23,6),-3.30504 # DEPENDENCYPART_ARC
(23,7),-5.432 # DEPENDENCYPART_ARC
(23,8),-6.32857 # DEPENDENCYPART_ARC
(23,9),-2.87243 # DEPENDENCYPART_ARC
(23,10),-2.1591 # DEPENDENCYPART_ARC
(23,11),-2.19726 # DEPENDENCYPART_ARC
(23,12),-1.52694 # DEPENDENCYPART_ARC
(23,13),-0.864529 # DEPENDENCYPART_ARC
(23,14),-1.41114 # DEPENDENCYPART_ARC
(23,15),-2.68354 # DEPENDENCYPART_ARC
(23,16),2.27874 # DEPENDENCYPART_ARC
(23,17),-3.4791 # DEPENDENCYPART_ARC
(23,18),-3.42736 # DEPENDENCYPART_ARC
(23,19),-1.55356 # DEPENDENCYPART_ARC
(23,20),1.86348 # DEPENDENCYPART_ARC
(23,21),0.407723 # DEPENDENCYPART_ARC
(23,22),5.19263 # DEPENDENCYPART_ARC
(23,24),3.75142 # DEPENDENCYPART_ARC
(23,25),-0.417971 # DEPENDENCYPART_ARC
(23,26),0.191947 # DEPENDENCYPART_ARC
(23,27),-0.141253 # DEPENDENCYPART_ARC
(23,28),-0.896231 # DEPENDENCYPART_ARC
(23,29),-1.06858 # DEPENDENCYPART_ARC
(23,30),0.0782221 # DEPENDENCYPART_ARC
(23,31),-1.73537 # DEPENDENCYPART_ARC
(23,32),-2.70632 # DEPENDENCYPART_ARC
(24,1),-7.133 # DEPENDENCYPART_ARC
(24,2),-5.53335 # DEPENDENCYPART_ARC
(24,3),-6.2372 # DEPENDENCYPART_ARC
(24,4),-6.79244 # DEPENDENCYPART_ARC
(24,5),-2.65638 # DEPENDENCYPART_ARC
(24,6),-5.03628 # DEPENDENCYPART_ARC
(24,7),-4.07143 # DEPENDENCYPART_ARC
(24,8),-4.85428 # DEPENDENCYPART_ARC
(24,9),-3.58963 # DEPENDENCYPART_ARC
(24,10),-3.3817 # DEPENDENCYPART_ARC
(24,11),-3.39276 # DEPENDENCYPART_ARC
(24,12),-2.35907 # DEPENDENCYPART_ARC
(24,13),-2.25999 # DEPENDENCYPART_ARC
(24,14),-2.55224 # DEPENDENCYPART_ARC
(24,15),-4.08583 # DEPENDENCYPART_ARC
(24,16),0.428253 # DEPENDENCYPART_ARC
(24,17),-3.81846 # DEPENDENCYPART_ARC
(24,18),-4.52075 # DEPENDENCYPART_ARC
(24,19),-2.39384 # DEPENDENCYPART_ARC
(24,20),-0.0385603 # DEPENDENCYPART_ARC
(24,21),-1.64914 # DEPENDENCYPART_ARC
(24,22),-1.71273 # DEPENDENCYPART_ARC
(24,23),-0.888688 # DEPENDENCYPART_ARC
(24,25),-1.07898 # DEPENDENCYPART_ARC
(24,26),-0.334419 # DEPENDENCYPART_ARC
(24,27),-0.393442 # DEPENDENCYPART_ARC
(24,28),-2.22064 # DEPENDENCYPART_ARC
(24,29),-3.51475 # DEPENDENCYPART_ARC
(24,30),-1.45575 # DEPENDENCYPART_ARC
(24,31),-4.41126 # DEPENDENCYPART_ARC
(24,32),-3.85895 # DEPENDENCYPART_ARC
(25,1),-4.22532 # DEPENDENCYPART_ARC
(25,2),-2.54606 # DEPENDENCYPART_ARC
(25,3),-3.24703 # DEPENDENCYPART_ARC
(25,4),-4.10336 # DEPENDENCYPART_ARC
(25,5),-1.24473 # DEPENDENCYPART_ARC
(25,6),-1.69539 # DEPENDENCYPART_ARC
(25,7),-3.21072 # DEPENDENCYPART_ARC
(25,8),-3.7897 # DEPENDENCYPART_ARC
(25,9),-1.0566 # DEPENDENCYPART_ARC
(25,10),-1.95149 # DEPENDENCYPART_ARC
(25,11),-1.96641 # DEPENDENCYPART_ARC
(25,12),-0.997789 # DEPENDENCYPART_ARC
(25,13),-0.47998 # DEPENDENCYPART_ARC
(25,14),-1.48553 # DEPENDENCYPART_ARC
(25,15),-1.49601 # DEPENDENCYPART_ARC
(25,16),-1.17092 # DEPENDENCYPART_ARC
(25,17),-1.51809 # DEPENDENCYPART_ARC
(25,18),-1.4261 # DEPENDENCYPART_ARC
(25,19),0.0269434 # DEPENDENCYPART_ARC
(25,20),-0.763989 # DEPENDENCYPART_ARC
(25,21),-0.921856 # DEPENDENCYPART_ARC
(25,22),-0.48688 # DEPENDENCYPART_ARC
(25,23),-0.393806 # DEPENDENCYPART_ARC
(25,24),-0.514356 # DEPENDENCYPART_ARC
(25,26),-1.00265 # DEPENDENCYPART_ARC
(25,27),-0.927517 # DEPENDENCYPART_ARC
(25,28),-1.86781 # DEPENDENCYPART_ARC
(25,29),-1.91181 # DEPENDENCYPART_ARC
(25,30),-1.4821 # DEPENDENCYPART_ARC
(25,31),-2.6646 # DEPENDENCYPART_ARC
(25,32),-1.81471 # DEPENDENCYPART_ARC
(26,1),-0.257225 # DEPENDENCYPART_ARC
(26,2),-1.8672 # DEPENDENCYPART_ARC
(26,3),-3.00908 # DEPENDENCYPART_ARC
(26,4),-1.20537 # DEPENDENCYPART_ARC
(26,5),-0.816458 # DEPENDENCYPART_ARC
(26,6),-1.18762 # DEPENDENCYPART_ARC
(26,7),-1.88295 # DEPENDENCYPART_ARC
(26,8),-1.0171 # DEPENDENCYPART_ARC
(26,9),1.05596 # DEPENDENCYPART_ARC
(26,10),-0.797364 # DEPENDENCYPART_ARC
(26,11),-0.41107 # DEPENDENCYPART_ARC
(26,12),1.0846 # DEPENDENCYPART_ARC
(26,13),1.52783 # DEPENDENCYPART_ARC
(26,14),1.19076 # DEPENDENCYPART_ARC
(26,15),0.356914 # DEPENDENCYPART_ARC
(26,16),1.08499 # DEPENDENCYPART_ARC
(26,17),-0.884592 # DEPENDENCYPART_ARC
(26,18),1.047 # DEPENDENCYPART_ARC
(26,19),2.80629 # DEPENDENCYPART_ARC
(26,20),0.286649 # DEPENDENCYPART_ARC
(26,21),0.776508 # DEPENDENCYPART_ARC
(26,22),0.144501 # DEPENDENCYPART_ARC
(26,23),1.11531 # DEPENDENCYPART_ARC
(26,24),0.514576 # DEPENDENCYPART_ARC
(26,25),1.78509 # DEPENDENCYPART_ARC
(26,27),2.45398 # DEPENDENCYPART_ARC
(26,28),0.605909 # DEPENDENCYPART_ARC
(26,29),0.294478 # DEPENDENCYPART_ARC
(26,30),0.0294806 # DEPENDENCYPART_ARC
(26,31),-0.122638 # DEPENDENCYPART_ARC
(26,32),0.180321 # DEPENDENCYPART_ARC
(27,1),0.43119 # DEPENDENCYPART_ARC
(27,2),-2.74113 # DEPENDENCYPART_ARC
(27,3),-8.30044 # DEPENDENCYPART_ARC
(27,4),-2.82345 # DEPENDENCYPART_ARC
(27,5),-1.87567 # DEPENDENCYPART_ARC
(27,6),-2.13351 # DEPENDENCYPART_ARC
(27,7),-2.96033 # DEPENDENCYPART_ARC
(27,8),-3.33315 # DEPENDENCYPART_ARC
(27,9),0.283889 # DEPENDENCYPART_ARC
(27,10),-1.71757 # DEPENDENCYPART_ARC
(27,11),-1.12892 # DEPENDENCYPART_ARC
(27,12),-3.7701 # DEPENDENCYPART_ARC
(27,13),-0.635814 # DEPENDENCYPART_ARC
(27,14),-0.455869 # DEPENDENCYPART_ARC
(27,15),-1.61421 # DEPENDENCYPART_ARC
(27,16),-4.5547 # DEPENDENCYPART_ARC
(27,17),-5.27922 # DEPENDENCYPART_ARC
(27,18),-1.0091 # DEPENDENCYPART_ARC
(27,19),-1.69965 # DEPENDENCYPART_ARC
(27,20),-0.839664 # DEPENDENCYPART_ARC
(27,21),-1.38251 # DEPENDENCYPART_ARC
(27,22),-2.94334 # DEPENDENCYPART_ARC
(27,23),-1.99943 # DEPENDENCYPART_ARC
(27,24),-2.52611 # DEPENDENCYPART_ARC
(27,25),-0.108609 # DEPENDENCYPART_ARC
(27,26),-0.0426796 # DEPENDENCYPART_ARC
(27,28),2.19806 # DEPENDENCYPART_ARC
(27,29),-1.32203 # DEPENDENCYPART_ARC
(27,30),0.807215 # DEPENDENCYPART_ARC
(27,31),-1.10068 # DEPENDENCYPART_ARC
(27,32),-0.446572 # DEPENDENCYPART_ARC
(28,1),-6.05131 # DEPENDENCYPART_ARC
(28,2),-5.81612 # DEPENDENCYPART_ARC
(28,3),-3.38992 # DEPENDENCYPART_ARC
(28,4),-4.05255 # DEPENDENCYPART_ARC
(28,5),-2.80766 # DEPENDENCYPART_ARC
(28,6),-3.4291 # DEPENDENCYPART_ARC
(28,7),-5.14817 # DEPENDENCYPART_ARC
(28,8),-4.86021 # DEPENDENCYPART_ARC
(28,9),-3.63949 # DEPENDENCYPART_ARC
(28,10),-3.17151 # DEPENDENCYPART_ARC
(28,11),-3.22947 # DEPENDENCYPART_ARC
(28,12),-3.52107 # DEPENDENCYPART_ARC
(28,13),-2.2926 # DEPENDENCYPART_ARC
(28,14),-2.65395 # DEPENDENCYPART_ARC
(28,15),-2.5412 # DEPENDENCYPART_ARC
(28,16),-2.33587 # DEPENDENCYPART_ARC
(28,17),-3.27641 # DEPENDENCYPART_ARC
(28,18),-4.16447 # DEPENDENCYPART_ARC
(28,19),-3.14114 # DEPENDENCYPART_ARC
(28,20),-2.03909 # DEPENDENCYPART_ARC
(28,21),-3.20053 # DEPENDENCYPART_ARC
(28,22),-2.31607 # DEPENDENCYPART_ARC
(28,23),-2.7516 # DEPENDENCYPART_ARC
(28,24),-3.15643 # DEPENDENCYPART_ARC
(28,25),-0.0334444 # DEPENDENCYPART_ARC
(28,26),-0.855638 # DEPENDENCYPART_ARC
(28,27),-1.36377 # DEPENDENCYPART_ARC
(28,29),4.47482 # DEPENDENCYPART_ARC
(28,30),1.6404 # DEPENDENCYPART_ARC
(28,31),0.254967 # DEPENDENCYPART_ARC
(28,32),-0.610919 # DEPENDENCYPART_ARC
(29,1),-10.823 # DEPENDENCYPART_ARC
(29,2),-7.43948 # DEPENDENCYPART_ARC
(29,3),-6.19021 # DEPENDENCYPART_ARC
(29,4),-7.76181 # DEPENDENCYPART_ARC
(29,5),-4.42439 # DEPENDENCYPART_ARC
(29,6),-6.99358 # DEPENDENCYPART_ARC
(29,7),-9.59336 # DEPENDENCYPART_ARC
(29,8),-9.9984 # DEPENDENCYPART_ARC
(29,9),-5.59288 # DEPENDENCYPART_ARC
(29,10),-6.04544 # DEPENDENCYPART_ARC
(29,11),-5.98911 # DEPENDENCYPART_ARC
(29,12),-6.00674 # DEPENDENCYPART_ARC
(29,13),-4.12812 # DEPENDENCYPART_ARC
(29,14),-5.59232 # DEPENDENCYPART_ARC
(29,15),-7.53454 # DEPENDENCYPART_ARC
(29,16),-3.70549 # DEPENDENCYPART_ARC
(29,17),-5.23944 # DEPENDENCYPART_ARC
(29,18),-6.55899 # DEPENDENCYPART_ARC
(29,19),-4.39189 # DEPENDENCYPART_ARC
(29,20),-1.81825 # DEPENDENCYPART_ARC
(29,21),-3.3587 # DEPENDENCYPART_ARC
(29,22),-4.83493 # DEPENDENCYPART_ARC
(29,23),-5.24139 # DEPENDENCYPART_ARC
(29,24),-6.85537 # DEPENDENCYPART_ARC
(29,25),-2.47753 # DEPENDENCYPART_ARC
(29,26),-2.94401 # DEPENDENCYPART_ARC
(29,27),-4.07621 # DEPENDENCYPART_ARC
(29,28),-0.6031 # DEPENDENCYPART_ARC
(29,30),-0.72803 # DEPENDENCYPART_ARC
(29,31),-0.302762 # DEPENDENCYPART_ARC
(29,32),-1.66229 # DEPENDENCYPART_ARC
(30,1),-2.22629 # DEPENDENCYPART_ARC
(30,2),-2.57368 # DEPENDENCYPART_ARC
(30,3),-2.38565 # DEPENDENCYPART_ARC
(30,4),-1.89585 # DEPENDENCYPART_ARC
(30,5),-0.958481 # DEPENDENCYPART_ARC
(30,6),-1.68855 # DEPENDENCYPART_ARC
(30,7),-2.54612 # DEPENDENCYPART_ARC
(30,8),-2.87318 # DEPENDENCYPART_ARC
(30,9),-1.17773 # DEPENDENCYPART_ARC
(30,10),-1.18698 # DEPENDENCYPART_ARC
(30,11),-1.0311 # DEPENDENCYPART_ARC
(30,12),-1.01169 # DEPENDENCYPART_ARC
(30,13),0.348387 # DEPENDENCYPART_ARC
(30,14),-0.515577 # DEPENDENCYPART_ARC
(30,15),-0.0888364 # DEPENDENCYPART_ARC
(30,16),0.957196 # DEPENDENCYPART_ARC
(30,17),0.0199754 # DEPENDENCYPART_ARC
(30,18),-1.23522 # DEPENDENCYPART_ARC
(30,19),0.63109 # DEPENDENCYPART_ARC
(30,20),0.0558465 # DEPENDENCYPART_ARC
(30,21),-0.568316 # DEPENDENCYPART_ARC
(30,22),-0.0907733 # DEPENDENCYPART_ARC
(30,23),0.158794 # DEPENDENCYPART_ARC
(30,24),1.25307 # DEPENDENCYPART_ARC
(30,25),0.541806 # DEPENDENCYPART_ARC
(30,26),0.230794 # DEPENDENCYPART_ARC
(30,27),1.61303 # DEPENDENCYPART_ARC
(30,28),0.606161 # DEPENDENCYPART_ARC
(30,29),5.1674 # DEPENDENCYPART_ARC
(30,31),3.64198 # DEPENDENCYPART_ARC
(30,32),0.268121 # DEPENDENCYPART_ARC
(31,1),-11.4999 # DEPENDENCYPART_ARC
(31,2),-7.82981 # DEPENDENCYPART_ARC
(31,3),-6.39853 # DEPENDENCYPART_ARC
(31,4),-8.20136 # DEPENDENCYPART_ARC
(31,5),-4.37571 # DEPENDENCYPART_ARC
(31,6),-7.3872 # DEPENDENCYPART_ARC
(31,7),-10.2828 # DEPENDENCYPART_ARC
(31,8),-10.3145 # DEPENDENCYPART_ARC
(31,9),-5.264 # DEPENDENCYPART_ARC
(31,10),-5.87666 # DEPENDENCYPART_ARC
(31,11),-5.88213 # DEPENDENCYPART_ARC
(31,12),-5.68797 # DEPENDENCYPART_ARC
(31,13),-3.74279 # DEPENDENCYPART_ARC
(31,14),-5.58519 # DEPENDENCYPART_ARC
(31,15),-7.43249 # DEPENDENCYPART_ARC
(31,16),-3.7967 # DEPENDENCYPART_ARC
(31,17),-5.24722 # DEPENDENCYPART_ARC
(31,18),-7.04338 # DEPENDENCYPART_ARC
(31,19),-4.14259 # DEPENDENCYPART_ARC
(31,20),-2.16892 # DEPENDENCYPART_ARC
(31,21),-3.51598 # DEPENDENCYPART_ARC
(31,22),-4.98614 # DEPENDENCYPART_ARC
(31,23),-5.93017 # DEPENDENCYPART_ARC
(31,24),-7.83643 # DEPENDENCYPART_ARC
(31,25),-2.24258 # DEPENDENCYPART_ARC
(31,26),-3.04823 # DEPENDENCYPART_ARC
(31,27),-4.30295 # DEPENDENCYPART_ARC
(31,28),-1.69145 # DEPENDENCYPART_ARC
(31,29),-1.32086 # DEPENDENCYPART_ARC
(31,30),-0.566808 # DEPENDENCYPART_ARC
(31,32),-0.45298 # DEPENDENCYPART_ARC
(32,1),-9.32591 # DEPENDENCYPART_ARC
(32,2),-6.4441 # DEPENDENCYPART_ARC
(32,3),-5.89897 # DEPENDENCYPART_ARC
(32,4),-8.60352 # DEPENDENCYPART_ARC
(32,5),-4.27531 # DEPENDENCYPART_ARC
(32,6),-6.52982 # DEPENDENCYPART_ARC
(32,7),-7.68198 # DEPENDENCYPART_ARC
(32,8),-7.8584 # DEPENDENCYPART_ARC
(32,9),-4.89084 # DEPENDENCYPART_ARC
(32,10),-4.41794 # DEPENDENCYPART_ARC
(32,11),-4.44953 # DEPENDENCYPART_ARC
(32,12),-4.78415 # DEPENDENCYPART_ARC
(32,13),-5.53759 # DEPENDENCYPART_ARC
(32,14),-4.34534 # DEPENDENCYPART_ARC
(32,15),-4.47382 # DEPENDENCYPART_ARC
(32,16),-4.06153 # DEPENDENCYPART_ARC
(32,17),-4.32415 # DEPENDENCYPART_ARC
(32,18),-4.78617 # DEPENDENCYPART_ARC
(32,19),-3.82132 # DEPENDENCYPART_ARC
(32,20),-3.45645 # DEPENDENCYPART_ARC
(32,21),-4.85593 # DEPENDENCYPART_ARC
(32,22),-3.9528 # DEPENDENCYPART_ARC
