# _root_ Havel se vyslovil pro to , co si myslí většina na obou stranách : Měli bychom hledět do budoucnosti , aniž by se zapomnělo poučení minulosti .
#goldHeads=3,3,0,3,14,9,9,9,5,9,10,13,11,4,14,15,15,17,18,21,17,24,24,21,24,25,0,
#predictedHeads=3,3,0,3,4,9,9,9,5,9,10,13,11,9,5,15,15,17,18,21,15,24,24,21,24,25,0,
(19,12),-3.54746 # DEPENDENCYPART_ARC
(19,13),-7.05079 # DEPENDENCYPART_ARC
(19,14),-1.92856 # DEPENDENCYPART_ARC
(19,15),-3.74577 # DEPENDENCYPART_ARC
(19,16),-0.993639 # DEPENDENCYPART_ARC
(19,17),-0.0868549 # DEPENDENCYPART_ARC
(19,18),0.564178 # DEPENDENCYPART_ARC
(19,20),-0.59 # DEPENDENCYPART_ARC
(19,21),0.178893 # DEPENDENCYPART_ARC
(19,22),-1.72604 # DEPENDENCYPART_ARC
(19,23),-2.38139 # DEPENDENCYPART_ARC
(19,24),-2.40242 # DEPENDENCYPART_ARC
(19,25),-3.58128 # DEPENDENCYPART_ARC
(19,26),-1.07376 # DEPENDENCYPART_ARC
(19,27),-3.28318 # DEPENDENCYPART_ARC
(20,1),-3.89104 # DEPENDENCYPART_ARC
(20,2),-1.48063 # DEPENDENCYPART_ARC
(20,3),-1.60967 # DEPENDENCYPART_ARC
(20,4),-2.03663 # DEPENDENCYPART_ARC
(20,5),-0.737702 # DEPENDENCYPART_ARC
(20,6),-0.53042 # DEPENDENCYPART_ARC
(20,7),-0.908174 # DEPENDENCYPART_ARC
(20,8),-1.11879 # DEPENDENCYPART_ARC
(20,9),-0.938876 # DEPENDENCYPART_ARC
(20,10),-1.7362 # DEPENDENCYPART_ARC
(20,11),-1.66777 # DEPENDENCYPART_ARC
(20,12),-1.16859 # DEPENDENCYPART_ARC
(20,13),-1.47474 # DEPENDENCYPART_ARC
(20,14),-0.128745 # DEPENDENCYPART_ARC
(20,15),-0.22269 # DEPENDENCYPART_ARC
(20,16),-0.416275 # DEPENDENCYPART_ARC
(20,17),-0.188587 # DEPENDENCYPART_ARC
(20,18),-0.505019 # DEPENDENCYPART_ARC
(20,19),0.175374 # DEPENDENCYPART_ARC
(20,21),0.270256 # DEPENDENCYPART_ARC
(20,22),0.214652 # DEPENDENCYPART_ARC
(20,23),-0.699924 # DEPENDENCYPART_ARC
(20,24),-0.222566 # DEPENDENCYPART_ARC
(20,25),-2.13226 # DEPENDENCYPART_ARC
(20,26),-1.97457 # DEPENDENCYPART_ARC
(20,27),-0.343596 # DEPENDENCYPART_ARC
(21,1),-1.73632 # DEPENDENCYPART_ARC
(21,2),-0.854805 # DEPENDENCYPART_ARC
(21,3),-1.25471 # DEPENDENCYPART_ARC
(21,4),-2.31353 # DEPENDENCYPART_ARC
(21,5),-1.63927 # DEPENDENCYPART_ARC
(21,6),-1.90314 # DEPENDENCYPART_ARC
(21,7),-0.32459 # DEPENDENCYPART_ARC
(21,8),-1.17894 # DEPENDENCYPART_ARC
(21,9),-0.653819 # DEPENDENCYPART_ARC
(21,10),-0.835313 # DEPENDENCYPART_ARC
(21,11),-1.86619 # DEPENDENCYPART_ARC
(21,12),-1.75085 # DEPENDENCYPART_ARC
(21,13),-1.97486 # DEPENDENCYPART_ARC
(21,14),-0.0141609 # DEPENDENCYPART_ARC
(21,15),0.409606 # DEPENDENCYPART_ARC
(21,16),0.168506 # DEPENDENCYPART_ARC
(21,17),0.897601 # DEPENDENCYPART_ARC
(21,18),-0.174963 # DEPENDENCYPART_ARC
(21,19),0.0343201 # DEPENDENCYPART_ARC
(21,20),2.31908 # DEPENDENCYPART_ARC
(21,22),2.40369 # DEPENDENCYPART_ARC
(21,23),0.262245 # DEPENDENCYPART_ARC
(21,24),1.79835 # DEPENDENCYPART_ARC
(21,25),-0.4687 # DEPENDENCYPART_ARC
(21,26),-0.465331 # DEPENDENCYPART_ARC
(21,27),0.224993 # DEPENDENCYPART_ARC
(22,1),-4.38202 # DEPENDENCYPART_ARC
(22,2),-6.6589 # DEPENDENCYPART_ARC
(22,3),-6.38385 # DEPENDENCYPART_ARC
(22,4),-6.28498 # DEPENDENCYPART_ARC
(22,5),-5.97334 # DEPENDENCYPART_ARC
(22,6),-4.06151 # DEPENDENCYPART_ARC
(22,7),-3.71941 # DEPENDENCYPART_ARC
(22,8),-4.11571 # DEPENDENCYPART_ARC
(22,9),-5.36312 # DEPENDENCYPART_ARC
(22,10),-4.38069 # DEPENDENCYPART_ARC
(22,11),-5.54391 # DEPENDENCYPART_ARC
(22,12),-4.53487 # DEPENDENCYPART_ARC
(22,13),-5.16542 # DEPENDENCYPART_ARC
(22,14),-2.89559 # DEPENDENCYPART_ARC
(22,15),-3.50203 # DEPENDENCYPART_ARC
(22,16),-3.87779 # DEPENDENCYPART_ARC
(22,17),-3.45402 # DEPENDENCYPART_ARC
(22,18),-3.98 # DEPENDENCYPART_ARC
(22,19),-4.318 # DEPENDENCYPART_ARC
(22,20),-2.3031 # DEPENDENCYPART_ARC
(22,21),-1.57395 # DEPENDENCYPART_ARC
(22,23),0.0677851 # DEPENDENCYPART_ARC
(22,24),-0.545015 # DEPENDENCYPART_ARC
(22,25),-2.22737 # DEPENDENCYPART_ARC
(22,26),-1.856 # DEPENDENCYPART_ARC
(22,27),-2.90336 # DEPENDENCYPART_ARC
(23,1),-6.41466 # DEPENDENCYPART_ARC
(23,2),-4.22777 # DEPENDENCYPART_ARC
(23,3),-4.82666 # DEPENDENCYPART_ARC
(23,4),-2.48598 # DEPENDENCYPART_ARC
(23,5),-4.15662 # DEPENDENCYPART_ARC
(23,6),-3.6613 # DEPENDENCYPART_ARC
(23,7),-3.94673 # DEPENDENCYPART_ARC
(23,8),-3.97392 # DEPENDENCYPART_ARC
(23,9),-3.56263 # DEPENDENCYPART_ARC
(23,10),-4.65296 # DEPENDENCYPART_ARC
(23,11),-2.99383 # DEPENDENCYPART_ARC
(23,12),-3.6068 # DEPENDENCYPART_ARC
(23,13),-4.08086 # DEPENDENCYPART_ARC
(23,14),-3.0918 # DEPENDENCYPART_ARC
(23,15),-3.77829 # DEPENDENCYPART_ARC
(23,16),-3.09955 # DEPENDENCYPART_ARC
(23,17),-2.46786 # DEPENDENCYPART_ARC
(23,18),-2.08512 # DEPENDENCYPART_ARC
(23,19),-3.14285 # DEPENDENCYPART_ARC
(23,20),-2.14692 # DEPENDENCYPART_ARC
(23,21),-2.1708 # DEPENDENCYPART_ARC
(23,22),-0.974594 # DEPENDENCYPART_ARC
(23,24),-2.87046 # DEPENDENCYPART_ARC
(23,25),-2.32798 # DEPENDENCYPART_ARC
(23,26),-2.31783 # DEPENDENCYPART_ARC
(23,27),-2.02828 # DEPENDENCYPART_ARC
(24,1),-0.707462 # DEPENDENCYPART_ARC
(24,2),-0.295872 # DEPENDENCYPART_ARC
(24,3),-6.04796 # DEPENDENCYPART_ARC
(24,4),-2.33816 # DEPENDENCYPART_ARC
(24,5),-2.29349 # DEPENDENCYPART_ARC
(24,6),-0.237649 # DEPENDENCYPART_ARC
(24,7),0.410197 # DEPENDENCYPART_ARC
(24,8),0.773982 # DEPENDENCYPART_ARC
(24,9),-4.33278 # DEPENDENCYPART_ARC
(24,10),-0.70753 # DEPENDENCYPART_ARC
(24,11),-1.50133 # DEPENDENCYPART_ARC
(24,12),-3.1143 # DEPENDENCYPART_ARC
(24,13),-3.44299 # DEPENDENCYPART_ARC
(24,14),0.422987 # DEPENDENCYPART_ARC
(24,15),-3.84582 # DEPENDENCYPART_ARC
(24,16),-0.715014 # DEPENDENCYPART_ARC
(24,17),-0.886844 # DEPENDENCYPART_ARC
(24,18),-0.105375 # DEPENDENCYPART_ARC
(24,19),-3.54719 # DEPENDENCYPART_ARC
(24,20),0.52071 # DEPENDENCYPART_ARC
(24,21),1.18206 # DEPENDENCYPART_ARC
(24,22),4.84444 # DEPENDENCYPART_ARC
(24,23),4.06286 # DEPENDENCYPART_ARC
(24,25),3.7208 # DEPENDENCYPART_ARC
(24,26),0.313729 # DEPENDENCYPART_ARC
(24,27),0.196832 # DEPENDENCYPART_ARC
(25,1),-7.33226 # DEPENDENCYPART_ARC
(25,2),-8.342 # DEPENDENCYPART_ARC
(25,3),-6.02844 # DEPENDENCYPART_ARC
(25,4),-1.27033 # DEPENDENCYPART_ARC
(25,5),-7.02016 # DEPENDENCYPART_ARC
(25,6),-4.35063 # DEPENDENCYPART_ARC
(25,7),-7.58836 # DEPENDENCYPART_ARC
(25,8),-7.91057 # DEPENDENCYPART_ARC
(25,9),-3.57591 # DEPENDENCYPART_ARC
(25,10),-6.286 # DEPENDENCYPART_ARC
(25,11),-1.41579 # DEPENDENCYPART_ARC
(25,12),-5.21074 # DEPENDENCYPART_ARC
(25,13),-9.0756 # DEPENDENCYPART_ARC
(25,14),-3.19883 # DEPENDENCYPART_ARC
(25,15),-6.2961 # DEPENDENCYPART_ARC
(25,16),-2.54972 # DEPENDENCYPART_ARC
(25,17),-1.9563 # DEPENDENCYPART_ARC
(25,18),-0.736778 # DEPENDENCYPART_ARC
(25,19),-6.26992 # DEPENDENCYPART_ARC
(25,20),-1.2673 # DEPENDENCYPART_ARC
(25,21),-1.45741 # DEPENDENCYPART_ARC
(25,22),-0.193775 # DEPENDENCYPART_ARC
(25,23),-1.83264 # DEPENDENCYPART_ARC
(25,24),-1.83584 # DEPENDENCYPART_ARC
(25,26),3.6733 # DEPENDENCYPART_ARC
(25,27),0.185888 # DEPENDENCYPART_ARC
(26,1),-9.11068 # DEPENDENCYPART_ARC
(26,2),-8.77839 # DEPENDENCYPART_ARC
(26,3),-4.6698 # DEPENDENCYPART_ARC
(26,4),-1.41374 # DEPENDENCYPART_ARC
(26,5),-6.97056 # DEPENDENCYPART_ARC
(26,6),-4.60239 # DEPENDENCYPART_ARC
(26,7),-8.18333 # DEPENDENCYPART_ARC
(26,8),-8.21175 # DEPENDENCYPART_ARC
(26,9),-3.03101 # DEPENDENCYPART_ARC
(26,10),-6.60069 # DEPENDENCYPART_ARC
(26,11),-1.67342 # DEPENDENCYPART_ARC
(26,12),-5.4366 # DEPENDENCYPART_ARC
(26,13),-9.31037 # DEPENDENCYPART_ARC
(26,14),-3.37843 # DEPENDENCYPART_ARC
(26,15),-4.76116 # DEPENDENCYPART_ARC
(26,16),-2.18121 # DEPENDENCYPART_ARC
(26,17),-1.60359 # DEPENDENCYPART_ARC
(26,18),-0.928731 # DEPENDENCYPART_ARC
(26,19),-3.9223 # DEPENDENCYPART_ARC
(26,20),-1.47635 # DEPENDENCYPART_ARC
(26,21),-1.58608 # DEPENDENCYPART_ARC
(26,22),-0.254618 # DEPENDENCYPART_ARC
(26,23),-2.39357 # DEPENDENCYPART_ARC
(26,24),-1.38202 # DEPENDENCYPART_ARC
(26,25),-0.359336 # DEPENDENCYPART_ARC
(26,27),0.0143874 # DEPENDENCYPART_ARC
(27,1),-9.6527 # DEPENDENCYPART_ARC
(27,2),-5.47011 # DEPENDENCYPART_ARC
(27,3),-6.02802 # DEPENDENCYPART_ARC
(27,4),-6.7513 # DEPENDENCYPART_ARC
(27,5),-4.63799 # DEPENDENCYPART_ARC
(27,6),-6.72938 # DEPENDENCYPART_ARC
(27,7),-4.43475 # DEPENDENCYPART_ARC
(27,8),-4.83595 # DEPENDENCYPART_ARC
(27,9),-5.34651 # DEPENDENCYPART_ARC
(27,10),-6.83055 # DEPENDENCYPART_ARC
(27,11),-5.84966 # DEPENDENCYPART_ARC
(27,12),-5.71523 # DEPENDENCYPART_ARC
(27,13),-5.99293 # DEPENDENCYPART_ARC
(27,14),-3.76626 # DEPENDENCYPART_ARC
(27,15),-4.25841 # DEPENDENCYPART_ARC
(27,16),-4.61099 # DEPENDENCYPART_ARC
(27,17),-4.4965 # DEPENDENCYPART_ARC
(27,18),-4.71908 # DEPENDENCYPART_ARC
(27,19),-3.88008 # DEPENDENCYPART_ARC
(27,20),-3.61454 # DEPENDENCYPART_ARC
(27,21),-3.54973 # DEPENDENCYPART_ARC
(27,22),-3.84219 # DEPENDENCYPART_ARC
(27,23),-3.02648 # DEPENDENCYPART_ARC
(27,24),-3.42118 # DEPENDENCYPART_ARC
(27,25),-2.92804 # DEPENDENCYPART_ARC
(27,26),-3.00369 # DEPENDENCYPART_ARC
