# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=9,3,1,9,9,9,8,9,19,9,13,11,10,13,14,15,16,17,20,0,22,20,22,23,20,27,25,27,20,0,
(18,22),-3.47412 # DEPENDENCYPART_ARC
(18,23),-1.29902 # DEPENDENCYPART_ARC
(18,24),-2.10072 # DEPENDENCYPART_ARC
(18,25),-2.57411 # DEPENDENCYPART_ARC
(18,26),-4.3773 # DEPENDENCYPART_ARC
(18,27),-4.79859 # DEPENDENCYPART_ARC
(18,28),-3.39753 # DEPENDENCYPART_ARC
(18,29),-7.30507 # DEPENDENCYPART_ARC
(18,30),-6.04734 # DEPENDENCYPART_ARC
(19,1),-1.23191 # DEPENDENCYPART_ARC
(19,2),-0.996885 # DEPENDENCYPART_ARC
(19,3),-1.39099 # DEPENDENCYPART_ARC
(19,4),-0.775219 # DEPENDENCYPART_ARC
(19,5),-1.07033 # DEPENDENCYPART_ARC
(19,6),-2.01845 # DEPENDENCYPART_ARC
(19,7),-1.68717 # DEPENDENCYPART_ARC
(19,8),-0.525188 # DEPENDENCYPART_ARC
(19,9),0.306235 # DEPENDENCYPART_ARC
(19,10),-0.748794 # DEPENDENCYPART_ARC
(19,11),-0.945548 # DEPENDENCYPART_ARC
(19,12),-0.865911 # DEPENDENCYPART_ARC
(19,13),0.377593 # DEPENDENCYPART_ARC
(19,14),0.116361 # DEPENDENCYPART_ARC
(19,15),0.170173 # DEPENDENCYPART_ARC
(19,16),-0.367311 # DEPENDENCYPART_ARC
(19,17),0.728461 # DEPENDENCYPART_ARC
(19,18),-0.0243008 # DEPENDENCYPART_ARC
(19,20),-0.00224526 # DEPENDENCYPART_ARC
(19,21),-0.928076 # DEPENDENCYPART_ARC
(19,22),-1.03955 # DEPENDENCYPART_ARC
(19,23),-1.07224 # DEPENDENCYPART_ARC
(19,24),-1.79001 # DEPENDENCYPART_ARC
(19,25),-1.19161 # DEPENDENCYPART_ARC
(19,26),-2.22458 # DEPENDENCYPART_ARC
(19,27),-2.42321 # DEPENDENCYPART_ARC
(19,28),-2.45957 # DEPENDENCYPART_ARC
(19,29),-2.3575 # DEPENDENCYPART_ARC
(19,30),-1.34044 # DEPENDENCYPART_ARC
(20,1),0.848397 # DEPENDENCYPART_ARC
(20,2),-3.26802 # DEPENDENCYPART_ARC
(20,3),-2.19114 # DEPENDENCYPART_ARC
(20,4),-0.241888 # DEPENDENCYPART_ARC
(20,5),0.496117 # DEPENDENCYPART_ARC
(20,6),0.633985 # DEPENDENCYPART_ARC
(20,7),-4.2166 # DEPENDENCYPART_ARC
(20,8),-1.04645 # DEPENDENCYPART_ARC
(20,9),-3.34768 # DEPENDENCYPART_ARC
(20,10),-0.419742 # DEPENDENCYPART_ARC
(20,11),-0.835192 # DEPENDENCYPART_ARC
(20,12),0.0785043 # DEPENDENCYPART_ARC
(20,13),-1.43506 # DEPENDENCYPART_ARC
(20,14),-2.41471 # DEPENDENCYPART_ARC
(20,15),-0.0410465 # DEPENDENCYPART_ARC
(20,16),0.112317 # DEPENDENCYPART_ARC
(20,17),-1.84625 # DEPENDENCYPART_ARC
(20,18),-2.85547 # DEPENDENCYPART_ARC
(20,19),0.302249 # DEPENDENCYPART_ARC
(20,21),2.3711 # DEPENDENCYPART_ARC
(20,22),3.20719 # DEPENDENCYPART_ARC
(20,23),1.62439 # DEPENDENCYPART_ARC
(20,24),-1.89729 # DEPENDENCYPART_ARC
(20,25),1.65235 # DEPENDENCYPART_ARC
(20,26),-4.70296 # DEPENDENCYPART_ARC
(20,27),-0.767522 # DEPENDENCYPART_ARC
(20,28),-1.49123 # DEPENDENCYPART_ARC
(20,29),1.22045 # DEPENDENCYPART_ARC
(20,30),-0.308126 # DEPENDENCYPART_ARC
(21,1),-3.06955 # DEPENDENCYPART_ARC
(21,2),-5.04904 # DEPENDENCYPART_ARC
(21,3),-5.76573 # DEPENDENCYPART_ARC
(21,4),-3.57286 # DEPENDENCYPART_ARC
(21,5),-4.27888 # DEPENDENCYPART_ARC
(21,6),-2.2653 # DEPENDENCYPART_ARC
(21,7),-4.69356 # DEPENDENCYPART_ARC
(21,8),-4.68643 # DEPENDENCYPART_ARC
(21,9),-3.2383 # DEPENDENCYPART_ARC
(21,10),-2.07895 # DEPENDENCYPART_ARC
(21,11),-1.93582 # DEPENDENCYPART_ARC
(21,12),-2.82066 # DEPENDENCYPART_ARC
(21,13),-4.66254 # DEPENDENCYPART_ARC
(21,14),-4.49915 # DEPENDENCYPART_ARC
(21,15),-2.51783 # DEPENDENCYPART_ARC
(21,16),-0.970157 # DEPENDENCYPART_ARC
(21,17),-3.92759 # DEPENDENCYPART_ARC
(21,18),-3.11173 # DEPENDENCYPART_ARC
(21,19),-0.956105 # DEPENDENCYPART_ARC
(21,20),-1.44204 # DEPENDENCYPART_ARC
(21,22),-0.309352 # DEPENDENCYPART_ARC
(21,23),0.584351 # DEPENDENCYPART_ARC
(21,24),-1.81046 # DEPENDENCYPART_ARC
(21,25),-0.759237 # DEPENDENCYPART_ARC
(21,26),-3.43549 # DEPENDENCYPART_ARC
(21,27),-2.34012 # DEPENDENCYPART_ARC
(21,28),-3.79183 # DEPENDENCYPART_ARC
(21,29),-4.86222 # DEPENDENCYPART_ARC
(21,30),-2.07817 # DEPENDENCYPART_ARC
(22,1),-6.07711 # DEPENDENCYPART_ARC
(22,2),-5.68364 # DEPENDENCYPART_ARC
(22,3),-8.78702 # DEPENDENCYPART_ARC
(22,4),-3.01687 # DEPENDENCYPART_ARC
(22,5),-4.26273 # DEPENDENCYPART_ARC
(22,6),-6.17631 # DEPENDENCYPART_ARC
(22,7),-4.77498 # DEPENDENCYPART_ARC
(22,8),-5.56783 # DEPENDENCYPART_ARC
(22,9),-5.54938 # DEPENDENCYPART_ARC
(22,10),-2.83549 # DEPENDENCYPART_ARC
(22,11),-1.51943 # DEPENDENCYPART_ARC
(22,12),-3.19993 # DEPENDENCYPART_ARC
(22,13),-7.00281 # DEPENDENCYPART_ARC
(22,14),-4.90521 # DEPENDENCYPART_ARC
(22,15),-7.20015 # DEPENDENCYPART_ARC
(22,16),-1.65552 # DEPENDENCYPART_ARC
(22,17),-4.44777 # DEPENDENCYPART_ARC
(22,18),-2.87641 # DEPENDENCYPART_ARC
(22,19),-1.10001 # DEPENDENCYPART_ARC
(22,20),-2.62499 # DEPENDENCYPART_ARC
(22,21),5.12684 # DEPENDENCYPART_ARC
(22,23),2.2729 # DEPENDENCYPART_ARC
(22,24),1.32909 # DEPENDENCYPART_ARC
(22,25),0.472995 # DEPENDENCYPART_ARC
(22,26),-3.16727 # DEPENDENCYPART_ARC
(22,27),-1.09317 # DEPENDENCYPART_ARC
(22,28),-0.307115 # DEPENDENCYPART_ARC
(22,29),-4.90943 # DEPENDENCYPART_ARC
(22,30),-3.01942 # DEPENDENCYPART_ARC
(23,1),-6.42805 # DEPENDENCYPART_ARC
(23,2),-3.89879 # DEPENDENCYPART_ARC
(23,3),-4.36959 # DEPENDENCYPART_ARC
(23,4),-4.38398 # DEPENDENCYPART_ARC
(23,5),-3.64568 # DEPENDENCYPART_ARC
(23,7),-4.27921 # DEPENDENCYPART_ARC
(23,8),-5.21904 # DEPENDENCYPART_ARC
(23,9),-3.72903 # DEPENDENCYPART_ARC
(23,10),-3.16329 # DEPENDENCYPART_ARC
(23,11),-3.33227 # DEPENDENCYPART_ARC
(23,12),-3.60707 # DEPENDENCYPART_ARC
(23,13),-3.99829 # DEPENDENCYPART_ARC
(23,14),-3.96979 # DEPENDENCYPART_ARC
(23,15),-3.33149 # DEPENDENCYPART_ARC
(23,16),-3.34758 # DEPENDENCYPART_ARC
(23,17),-2.77205 # DEPENDENCYPART_ARC
(23,18),-3.66475 # DEPENDENCYPART_ARC
(23,19),-1.5892 # DEPENDENCYPART_ARC
(23,20),-2.787 # DEPENDENCYPART_ARC
(23,21),-2.78152 # DEPENDENCYPART_ARC
(23,22),-3.41802 # DEPENDENCYPART_ARC
(23,24),4.23065 # DEPENDENCYPART_ARC
(23,25),-1.01366 # DEPENDENCYPART_ARC
(23,26),-1.16762 # DEPENDENCYPART_ARC
(23,27),-1.17235 # DEPENDENCYPART_ARC
(23,28),-1.66207 # DEPENDENCYPART_ARC
(23,29),-5.90385 # DEPENDENCYPART_ARC
(23,30),-1.27963 # DEPENDENCYPART_ARC
(24,1),-7.71626 # DEPENDENCYPART_ARC
(24,2),-6.68188 # DEPENDENCYPART_ARC
(24,3),-9.65752 # DEPENDENCYPART_ARC
(24,4),-4.02975 # DEPENDENCYPART_ARC
(24,5),-5.47159 # DEPENDENCYPART_ARC
(24,6),-7.79482 # DEPENDENCYPART_ARC
(24,7),-8.54126 # DEPENDENCYPART_ARC
(24,8),-8.0874 # DEPENDENCYPART_ARC
(24,9),-6.78065 # DEPENDENCYPART_ARC
(24,10),-4.0029 # DEPENDENCYPART_ARC
(24,11),-3.44112 # DEPENDENCYPART_ARC
(24,12),-4.39568 # DEPENDENCYPART_ARC
(24,13),-6.65378 # DEPENDENCYPART_ARC
(24,14),-4.24889 # DEPENDENCYPART_ARC
(24,15),-6.78347 # DEPENDENCYPART_ARC
(24,16),-2.19342 # DEPENDENCYPART_ARC
(24,17),-2.99964 # DEPENDENCYPART_ARC
(24,18),-2.55588 # DEPENDENCYPART_ARC
(24,19),-2.22915 # DEPENDENCYPART_ARC
(24,20),-5.67673 # DEPENDENCYPART_ARC
(24,21),-5.18355 # DEPENDENCYPART_ARC
(24,22),-3.86144 # DEPENDENCYPART_ARC
(24,23),-0.470256 # DEPENDENCYPART_ARC
(24,25),0.863729 # DEPENDENCYPART_ARC
(24,26),-1.10046 # DEPENDENCYPART_ARC
(24,27),-1.58583 # DEPENDENCYPART_ARC
(24,28),-0.838453 # DEPENDENCYPART_ARC
(24,29),-5.75581 # DEPENDENCYPART_ARC
(24,30),-2.71178 # DEPENDENCYPART_ARC
(25,1),-4.30221 # DEPENDENCYPART_ARC
(25,2),-2.84528 # DEPENDENCYPART_ARC
(25,3),-3.81182 # DEPENDENCYPART_ARC
(25,4),-4.12259 # DEPENDENCYPART_ARC
(25,5),-3.16459 # DEPENDENCYPART_ARC
(25,7),-3.62581 # DEPENDENCYPART_ARC
(25,8),-5.0299 # DEPENDENCYPART_ARC
(25,9),-3.06679 # DEPENDENCYPART_ARC
(25,10),-1.68844 # DEPENDENCYPART_ARC
(25,11),-2.73444 # DEPENDENCYPART_ARC
(25,12),-3.36027 # DEPENDENCYPART_ARC
(25,13),-2.751 # DEPENDENCYPART_ARC
(25,14),-3.47299 # DEPENDENCYPART_ARC
(25,15),-2.39536 # DEPENDENCYPART_ARC
(25,16),-2.72473 # DEPENDENCYPART_ARC
(25,17),-1.9823 # DEPENDENCYPART_ARC
(25,18),-3.35324 # DEPENDENCYPART_ARC
(25,19),-1.84444 # DEPENDENCYPART_ARC
(25,20),-2.46686 # DEPENDENCYPART_ARC
(25,21),-2.7412 # DEPENDENCYPART_ARC
(25,22),-3.4938 # DEPENDENCYPART_ARC
(25,23),-0.480486 # DEPENDENCYPART_ARC
(25,24),0.870843 # DEPENDENCYPART_ARC
(25,26),0.478118 # DEPENDENCYPART_ARC
(25,27),3.84076 # DEPENDENCYPART_ARC
(25,28),-1.89354 # DEPENDENCYPART_ARC
(25,29),-2.88019 # DEPENDENCYPART_ARC
(25,30),-1.18319 # DEPENDENCYPART_ARC
(26,1),-4.78771 # DEPENDENCYPART_ARC
(26,2),-5.7838 # DEPENDENCYPART_ARC
(26,3),-5.65016 # DEPENDENCYPART_ARC
(26,4),-4.25815 # DEPENDENCYPART_ARC
(26,5),-5.33156 # DEPENDENCYPART_ARC
(26,6),-1.85501 # DEPENDENCYPART_ARC
(26,7),-7.32642 # DEPENDENCYPART_ARC
(26,8),-5.88958 # DEPENDENCYPART_ARC
(26,9),-5.76046 # DEPENDENCYPART_ARC
(26,10),-3.55053 # DEPENDENCYPART_ARC
(26,11),-2.61389 # DEPENDENCYPART_ARC
(26,12),-3.51064 # DEPENDENCYPART_ARC
(26,13),-4.60365 # DEPENDENCYPART_ARC
(26,14),-4.56843 # DEPENDENCYPART_ARC
(26,15),-2.83254 # DEPENDENCYPART_ARC
(26,16),-2.81017 # DEPENDENCYPART_ARC
(26,17),-4.19283 # DEPENDENCYPART_ARC
(26,18),-4.8013 # DEPENDENCYPART_ARC
(26,19),-2.3826 # DEPENDENCYPART_ARC
(26,20),-5.81846 # DEPENDENCYPART_ARC
(26,21),-6.22967 # DEPENDENCYPART_ARC
(26,22),-4.25432 # DEPENDENCYPART_ARC
(26,23),-1.18426 # DEPENDENCYPART_ARC
(26,24),-2.17547 # DEPENDENCYPART_ARC
(26,25),-0.885514 # DEPENDENCYPART_ARC
(26,27),0.0344444 # DEPENDENCYPART_ARC
(26,28),-1.56855 # DEPENDENCYPART_ARC
(26,29),-3.55531 # DEPENDENCYPART_ARC
(26,30),-1.31689 # DEPENDENCYPART_ARC
(27,1),-6.32027 # DEPENDENCYPART_ARC
(27,2),-4.31144 # DEPENDENCYPART_ARC
(27,3),-6.37777 # DEPENDENCYPART_ARC
(27,4),-3.18348 # DEPENDENCYPART_ARC
(27,5),-4.73239 # DEPENDENCYPART_ARC
(27,6),-6.09212 # DEPENDENCYPART_ARC
(27,7),-7.08036 # DEPENDENCYPART_ARC
(27,8),-6.20963 # DEPENDENCYPART_ARC
(27,9),-5.22055 # DEPENDENCYPART_ARC
(27,10),-2.58945 # DEPENDENCYPART_ARC
(27,11),-2.23163 # DEPENDENCYPART_ARC
(27,12),-3.50216 # DEPENDENCYPART_ARC
(27,13),-3.51355 # DEPENDENCYPART_ARC
(27,14),-4.40463 # DEPENDENCYPART_ARC
(27,15),-4.32251 # DEPENDENCYPART_ARC
(27,16),-1.13138 # DEPENDENCYPART_ARC
(27,17),-2.75775 # DEPENDENCYPART_ARC
(27,18),-3.35326 # DEPENDENCYPART_ARC
(27,19),-1.71211 # DEPENDENCYPART_ARC
(27,20),-5.02306 # DEPENDENCYPART_ARC
(27,21),-4.71964 # DEPENDENCYPART_ARC
(27,22),-3.99832 # DEPENDENCYPART_ARC
(27,23),-0.0658136 # DEPENDENCYPART_ARC
(27,24),-0.32685 # DEPENDENCYPART_ARC
(27,25),0.240735 # DEPENDENCYPART_ARC
(27,26),5.19456 # DEPENDENCYPART_ARC
(27,28),3.18937 # DEPENDENCYPART_ARC
(27,29),-1.75159 # DEPENDENCYPART_ARC
(27,30),-0.747211 # DEPENDENCYPART_ARC
(28,1),-7.73592 # DEPENDENCYPART_ARC
(28,2),-6.62511 # DEPENDENCYPART_ARC
(28,3),-9.27504 # DEPENDENCYPART_ARC
(28,4),-3.91976 # DEPENDENCYPART_ARC
(28,5),-5.83743 # DEPENDENCYPART_ARC
(28,6),-7.26227 # DEPENDENCYPART_ARC
(28,7),-9.03648 # DEPENDENCYPART_ARC
(28,8),-7.97088 # DEPENDENCYPART_ARC
(28,9),-5.13113 # DEPENDENCYPART_ARC
(28,10),-3.50576 # DEPENDENCYPART_ARC
(28,11),-3.71323 # DEPENDENCYPART_ARC
(28,12),-4.37656 # DEPENDENCYPART_ARC
(28,13),-6.31508 # DEPENDENCYPART_ARC
(28,14),-5.11791 # DEPENDENCYPART_ARC
(28,15),-6.62702 # DEPENDENCYPART_ARC
(28,16),-1.53508 # DEPENDENCYPART_ARC
(28,17),-2.82193 # DEPENDENCYPART_ARC
(28,18),-3.49866 # DEPENDENCYPART_ARC
(28,19),-2.1627 # DEPENDENCYPART_ARC
(28,20),-4.59488 # DEPENDENCYPART_ARC
(28,21),-6.61729 # DEPENDENCYPART_ARC
(28,22),-5.20821 # DEPENDENCYPART_ARC
(28,23),-0.541325 # DEPENDENCYPART_ARC
(28,24),-0.957763 # DEPENDENCYPART_ARC
(28,25),-0.463205 # DEPENDENCYPART_ARC
(28,26),1.09667 # DEPENDENCYPART_ARC
(28,27),-2.08646 # DEPENDENCYPART_ARC
(28,29),-0.416432 # DEPENDENCYPART_ARC
(28,30),-0.0752442 # DEPENDENCYPART_ARC
(29,1),-7.49026 # DEPENDENCYPART_ARC
(29,2),-5.8185 # DEPENDENCYPART_ARC
(29,3),-8.18247 # DEPENDENCYPART_ARC
(29,4),-3.45117 # DEPENDENCYPART_ARC
(29,5),-5.70134 # DEPENDENCYPART_ARC
(29,6),-7.16956 # DEPENDENCYPART_ARC
(29,7),-7.78794 # DEPENDENCYPART_ARC
(29,8),-7.12444 # DEPENDENCYPART_ARC
(29,9),-4.66051 # DEPENDENCYPART_ARC
(29,10),-2.74171 # DEPENDENCYPART_ARC
(29,11),-3.31238 # DEPENDENCYPART_ARC
(29,12),-3.95545 # DEPENDENCYPART_ARC
(29,13),-5.87896 # DEPENDENCYPART_ARC
(29,14),-4.38901 # DEPENDENCYPART_ARC
(29,15),-5.69126 # DEPENDENCYPART_ARC
(29,16),-1.24009 # DEPENDENCYPART_ARC
(29,17),-3.67622 # DEPENDENCYPART_ARC
(29,18),-4.07744 # DEPENDENCYPART_ARC
(29,19),-1.75386 # DEPENDENCYPART_ARC
(29,20),-3.17643 # DEPENDENCYPART_ARC
(29,21),-3.07395 # DEPENDENCYPART_ARC
(29,22),-4.0516 # DEPENDENCYPART_ARC
(29,23),-0.374684 # DEPENDENCYPART_ARC
(29,24),-1.94316 # DEPENDENCYPART_ARC
(29,25),-0.0144647 # DEPENDENCYPART_ARC
(29,26),-2.11042 # DEPENDENCYPART_ARC
(29,27),-1.55935 # DEPENDENCYPART_ARC
(29,28),0.215851 # DEPENDENCYPART_ARC
(29,30),0.237955 # DEPENDENCYPART_ARC
(30,1),-6.93635 # DEPENDENCYPART_ARC
(30,2),-7.27364 # DEPENDENCYPART_ARC
(30,3),-7.68292 # DEPENDENCYPART_ARC
(30,4),-7.83466 # DEPENDENCYPART_ARC
(30,5),-5.13033 # DEPENDENCYPART_ARC
(30,6),-6.65872 # DEPENDENCYPART_ARC
(30,7),-5.95541 # DEPENDENCYPART_ARC
(30,8),-7.63919 # DEPENDENCYPART_ARC
(30,9),-5.4564 # DEPENDENCYPART_ARC
(30,10),-6.22721 # DEPENDENCYPART_ARC
(30,11),-6.30138 # DEPENDENCYPART_ARC
(30,12),-5.50679 # DEPENDENCYPART_ARC
(30,13),-5.56639 # DEPENDENCYPART_ARC
(30,14),-5.9243 # DEPENDENCYPART_ARC
(30,15),-5.57483 # DEPENDENCYPART_ARC
(30,16),-4.78823 # DEPENDENCYPART_ARC
(30,17),-4.6785 # DEPENDENCYPART_ARC
(30,18),-4.97934 # DEPENDENCYPART_ARC
(30,19),-4.76102 # DEPENDENCYPART_ARC
(30,20),-4.13815 # DEPENDENCYPART_ARC
(30,21),-4.12285 # DEPENDENCYPART_ARC
(30,22),-4.40169 # DEPENDENCYPART_ARC
(30,23),-4.14054 # DEPENDENCYPART_ARC
(30,24),-3.31379 # DEPENDENCYPART_ARC
(30,25),-4.0186 # DEPENDENCYPART_ARC
(30,26),-3.15197 # DEPENDENCYPART_ARC
(30,27),-3.33985 # DEPENDENCYPART_ARC
(30,28),-3.39466 # DEPENDENCYPART_ARC
(30,29),-3.12876 # DEPENDENCYPART_ARC
