# _root_ Cigarety Camel , které se v pátek pokusila z Turecka do ČSFR propašovat skupina patnácti osob , byly podle našich informací určeny k prodeji v Praze .
#goldHeads=18,1,8,13,8,8,6,1,13,9,13,11,8,8,16,14,8,0,18,21,19,18,22,23,24,25,0,
#predictedHeads=8,1,8,8,8,8,6,0,8,9,8,11,8,13,16,14,8,22,18,21,19,16,22,23,24,25,0,
(22,8),-0.684605 # DEPENDENCYPART_ARC
(22,9),-0.497972 # DEPENDENCYPART_ARC
(22,10),-3.98413 # DEPENDENCYPART_ARC
(22,11),-0.977793 # DEPENDENCYPART_ARC
(22,12),-2.07725 # DEPENDENCYPART_ARC
(22,13),0.923322 # DEPENDENCYPART_ARC
(22,14),0.284273 # DEPENDENCYPART_ARC
(22,15),-1.76142 # DEPENDENCYPART_ARC
(22,16),-2.46741 # DEPENDENCYPART_ARC
(22,17),-0.353129 # DEPENDENCYPART_ARC
(22,18),4.00471 # DEPENDENCYPART_ARC
(22,19),2.77651 # DEPENDENCYPART_ARC
(22,21),0.925459 # DEPENDENCYPART_ARC
(22,23),2.2952 # DEPENDENCYPART_ARC
(22,24),1.03922 # DEPENDENCYPART_ARC
(22,25),1.20365 # DEPENDENCYPART_ARC
(22,26),-2.73944 # DEPENDENCYPART_ARC
(22,27),-0.461465 # DEPENDENCYPART_ARC
(23,1),-6.35667 # DEPENDENCYPART_ARC
(23,2),-4.13681 # DEPENDENCYPART_ARC
(23,3),-3.35156 # DEPENDENCYPART_ARC
(23,4),-3.59096 # DEPENDENCYPART_ARC
(23,6),-3.72873 # DEPENDENCYPART_ARC
(23,7),-2.74753 # DEPENDENCYPART_ARC
(23,8),-3.01286 # DEPENDENCYPART_ARC
(23,9),-3.50351 # DEPENDENCYPART_ARC
(23,10),-3.20665 # DEPENDENCYPART_ARC
(23,11),-2.99712 # DEPENDENCYPART_ARC
(23,12),-3.45689 # DEPENDENCYPART_ARC
(23,14),-3.80249 # DEPENDENCYPART_ARC
(23,15),-2.5447 # DEPENDENCYPART_ARC
(23,16),-3.87818 # DEPENDENCYPART_ARC
(23,17),-1.5976 # DEPENDENCYPART_ARC
(23,18),-2.30033 # DEPENDENCYPART_ARC
(23,19),-1.62531 # DEPENDENCYPART_ARC
(23,20),-2.1909 # DEPENDENCYPART_ARC
(23,21),-2.45048 # DEPENDENCYPART_ARC
(23,24),4.54352 # DEPENDENCYPART_ARC
(23,25),-0.973876 # DEPENDENCYPART_ARC
(23,26),0.231467 # DEPENDENCYPART_ARC
(23,27),-0.337195 # DEPENDENCYPART_ARC
(24,1),-9.09779 # DEPENDENCYPART_ARC
(24,2),-5.51473 # DEPENDENCYPART_ARC
(24,3),-5.48571 # DEPENDENCYPART_ARC
(24,4),-8.72756 # DEPENDENCYPART_ARC
(24,5),-7.86513 # DEPENDENCYPART_ARC
(24,6),-4.25902 # DEPENDENCYPART_ARC
(24,7),-6.90709 # DEPENDENCYPART_ARC
(24,8),-5.9901 # DEPENDENCYPART_ARC
(24,9),-2.10349 # DEPENDENCYPART_ARC
(24,10),-5.6526 # DEPENDENCYPART_ARC
(24,11),-2.22029 # DEPENDENCYPART_ARC
(24,12),-4.59843 # DEPENDENCYPART_ARC
(24,13),-2.73035 # DEPENDENCYPART_ARC
(24,14),-5.28031 # DEPENDENCYPART_ARC
(24,15),-3.06819 # DEPENDENCYPART_ARC
(24,16),-6.91254 # DEPENDENCYPART_ARC
(24,17),-2.97421 # DEPENDENCYPART_ARC
(24,18),-5.03776 # DEPENDENCYPART_ARC
(24,19),-1.27778 # DEPENDENCYPART_ARC
(24,20),-1.27343 # DEPENDENCYPART_ARC
(24,21),-4.67451 # DEPENDENCYPART_ARC
(24,22),-2.62151 # DEPENDENCYPART_ARC
(24,23),-0.566462 # DEPENDENCYPART_ARC
(24,25),2.02427 # DEPENDENCYPART_ARC
(24,26),0.296369 # DEPENDENCYPART_ARC
(24,27),-0.0785716 # DEPENDENCYPART_ARC
(25,1),-6.25346 # DEPENDENCYPART_ARC
(25,2),-5.16011 # DEPENDENCYPART_ARC
(25,3),-4.05133 # DEPENDENCYPART_ARC
(25,4),-2.29983 # DEPENDENCYPART_ARC
(25,6),-4.29155 # DEPENDENCYPART_ARC
(25,7),-3.12482 # DEPENDENCYPART_ARC
(25,8),-2.87923 # DEPENDENCYPART_ARC
(25,9),-3.89828 # DEPENDENCYPART_ARC
(25,10),-2.88732 # DEPENDENCYPART_ARC
(25,11),-3.34643 # DEPENDENCYPART_ARC
(25,12),-3.19603 # DEPENDENCYPART_ARC
(25,14),-3.65898 # DEPENDENCYPART_ARC
(25,15),-2.0763 # DEPENDENCYPART_ARC
(25,16),-3.65024 # DEPENDENCYPART_ARC
(25,17),-1.46548 # DEPENDENCYPART_ARC
(25,18),-2.39072 # DEPENDENCYPART_ARC
(25,19),-2.15701 # DEPENDENCYPART_ARC
(25,20),-1.36851 # DEPENDENCYPART_ARC
(25,21),-2.82669 # DEPENDENCYPART_ARC
(25,23),0.110541 # DEPENDENCYPART_ARC
(25,24),1.34034 # DEPENDENCYPART_ARC
(25,26),4.13801 # DEPENDENCYPART_ARC
(25,27),-0.27924 # DEPENDENCYPART_ARC
(26,1),-9.99302 # DEPENDENCYPART_ARC
(26,2),-6.40898 # DEPENDENCYPART_ARC
(26,3),-5.90446 # DEPENDENCYPART_ARC
(26,4),-9.47578 # DEPENDENCYPART_ARC
(26,5),-9.47837 # DEPENDENCYPART_ARC
(26,6),-5.3897 # DEPENDENCYPART_ARC
(26,7),-7.10964 # DEPENDENCYPART_ARC
(26,8),-6.83165 # DEPENDENCYPART_ARC
(26,9),-2.22199 # DEPENDENCYPART_ARC
(26,10),-4.51043 # DEPENDENCYPART_ARC
(26,11),-2.38478 # DEPENDENCYPART_ARC
(26,12),-4.8335 # DEPENDENCYPART_ARC
(26,13),-2.77729 # DEPENDENCYPART_ARC
(26,14),-5.06164 # DEPENDENCYPART_ARC
(26,15),-4.69422 # DEPENDENCYPART_ARC
(26,16),-7.43681 # DEPENDENCYPART_ARC
(26,17),-3.52694 # DEPENDENCYPART_ARC
(26,18),-6.16546 # DEPENDENCYPART_ARC
(26,19),-1.52008 # DEPENDENCYPART_ARC
(26,20),-4.39502 # DEPENDENCYPART_ARC
(26,21),-5.14216 # DEPENDENCYPART_ARC
(26,22),-3.96632 # DEPENDENCYPART_ARC
(26,23),-0.593164 # DEPENDENCYPART_ARC
(26,24),-2.01305 # DEPENDENCYPART_ARC
(26,25),-0.202781 # DEPENDENCYPART_ARC
(26,27),0.0457976 # DEPENDENCYPART_ARC
(27,1),-9.09582 # DEPENDENCYPART_ARC
(27,2),-8.7016 # DEPENDENCYPART_ARC
(27,3),-8.08264 # DEPENDENCYPART_ARC
(27,4),-5.41026 # DEPENDENCYPART_ARC
(27,5),-6.1654 # DEPENDENCYPART_ARC
(27,6),-6.02185 # DEPENDENCYPART_ARC
(27,7),-7.51556 # DEPENDENCYPART_ARC
(27,8),-5.34702 # DEPENDENCYPART_ARC
(27,9),-5.07609 # DEPENDENCYPART_ARC
(27,10),-6.49394 # DEPENDENCYPART_ARC
(27,11),-5.56411 # DEPENDENCYPART_ARC
(27,12),-6.24069 # DEPENDENCYPART_ARC
(27,13),-4.77995 # DEPENDENCYPART_ARC
(27,14),-5.59401 # DEPENDENCYPART_ARC
(27,15),-4.88199 # DEPENDENCYPART_ARC
(27,16),-5.14223 # DEPENDENCYPART_ARC
(27,17),-4.57715 # DEPENDENCYPART_ARC
(27,18),-3.87437 # DEPENDENCYPART_ARC
(27,19),-3.78929 # DEPENDENCYPART_ARC
(27,20),-3.65243 # DEPENDENCYPART_ARC
(27,21),-4.63385 # DEPENDENCYPART_ARC
(27,22),-3.93539 # DEPENDENCYPART_ARC
(27,23),-3.2722 # DEPENDENCYPART_ARC
(27,24),-2.63291 # DEPENDENCYPART_ARC
(27,25),-3.62382 # DEPENDENCYPART_ARC
(27,26),-2.51376 # DEPENDENCYPART_ARC
