# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=7,1,0,1,4,5,3,16,8,11,9,8,16,13,14,24,16,24,22,22,24,24,24,1,26,17,26,24,30,28,30,31,0,
(16,6),0.545436 # DEPENDENCYPART_ARC
(16,7),0.680569 # DEPENDENCYPART_ARC
(16,8),0.922337 # DEPENDENCYPART_ARC
(16,9),0.215263 # DEPENDENCYPART_ARC
(16,10),0.714067 # DEPENDENCYPART_ARC
(16,11),1.04008 # DEPENDENCYPART_ARC
(16,12),-0.123701 # DEPENDENCYPART_ARC
(16,13),1.06008 # DEPENDENCYPART_ARC
(16,14),0.593775 # DEPENDENCYPART_ARC
(16,15),2.53574 # DEPENDENCYPART_ARC
(16,17),1.65123 # DEPENDENCYPART_ARC
(16,18),0.532709 # DEPENDENCYPART_ARC
(16,19),-0.829996 # DEPENDENCYPART_ARC
(16,20),-0.961772 # DEPENDENCYPART_ARC
(16,21),0.207194 # DEPENDENCYPART_ARC
(16,22),-0.3949 # DEPENDENCYPART_ARC
(16,23),-0.398843 # DEPENDENCYPART_ARC
(16,24),-0.708567 # DEPENDENCYPART_ARC
(16,25),-1.37169 # DEPENDENCYPART_ARC
(16,26),-0.422967 # DEPENDENCYPART_ARC
(16,27),-1.8113 # DEPENDENCYPART_ARC
(16,28),-1.07236 # DEPENDENCYPART_ARC
(16,29),-2.11083 # DEPENDENCYPART_ARC
(16,30),-1.87657 # DEPENDENCYPART_ARC
(16,31),-2.77229 # DEPENDENCYPART_ARC
(16,32),-2.33811 # DEPENDENCYPART_ARC
(16,33),-0.645881 # DEPENDENCYPART_ARC
(17,1),-2.44667 # DEPENDENCYPART_ARC
(17,2),-4.08621 # DEPENDENCYPART_ARC
(17,3),-3.68082 # DEPENDENCYPART_ARC
(17,4),-6.65275 # DEPENDENCYPART_ARC
(17,5),-4.03992 # DEPENDENCYPART_ARC
(17,6),-5.11453 # DEPENDENCYPART_ARC
(17,7),-2.36437 # DEPENDENCYPART_ARC
(17,8),-2.2753 # DEPENDENCYPART_ARC
(17,9),-0.0970145 # DEPENDENCYPART_ARC
(17,10),1.19892 # DEPENDENCYPART_ARC
(17,11),-2.01879 # DEPENDENCYPART_ARC
(17,12),-1.14514 # DEPENDENCYPART_ARC
(17,13),-1.22626 # DEPENDENCYPART_ARC
(17,14),0.0609866 # DEPENDENCYPART_ARC
(17,15),-0.146215 # DEPENDENCYPART_ARC
(17,16),0.853996 # DEPENDENCYPART_ARC
(17,18),0.527598 # DEPENDENCYPART_ARC
(17,19),-1.69825 # DEPENDENCYPART_ARC
(17,20),0.382079 # DEPENDENCYPART_ARC
(17,21),0.396245 # DEPENDENCYPART_ARC
(17,22),1.05878 # DEPENDENCYPART_ARC
(17,23),0.267556 # DEPENDENCYPART_ARC
(17,24),0.514488 # DEPENDENCYPART_ARC
(17,25),-1.47513 # DEPENDENCYPART_ARC
(17,26),0.767657 # DEPENDENCYPART_ARC
(17,27),-2.03574 # DEPENDENCYPART_ARC
(17,28),-0.546823 # DEPENDENCYPART_ARC
(17,29),-1.12072 # DEPENDENCYPART_ARC
(17,30),-0.304786 # DEPENDENCYPART_ARC
(17,31),-2.04826 # DEPENDENCYPART_ARC
(17,32),-2.19515 # DEPENDENCYPART_ARC
(17,33),-3.65712 # DEPENDENCYPART_ARC
(18,1),-1.99829 # DEPENDENCYPART_ARC
(18,2),-2.01237 # DEPENDENCYPART_ARC
(18,3),-1.46944 # DEPENDENCYPART_ARC
(18,4),-2.52148 # DEPENDENCYPART_ARC
(18,5),-2.23094 # DEPENDENCYPART_ARC
(18,6),-2.28653 # DEPENDENCYPART_ARC
(18,7),-0.60383 # DEPENDENCYPART_ARC
(18,8),-0.238328 # DEPENDENCYPART_ARC
(18,9),-1.60349 # DEPENDENCYPART_ARC
(18,10),-1.27766 # DEPENDENCYPART_ARC
(18,11),-1.19941 # DEPENDENCYPART_ARC
(18,12),-1.20954 # DEPENDENCYPART_ARC
(18,13),-0.335711 # DEPENDENCYPART_ARC
(18,14),-1.18143 # DEPENDENCYPART_ARC
(18,15),-0.0495863 # DEPENDENCYPART_ARC
(18,16),-0.351672 # DEPENDENCYPART_ARC
(18,17),-0.767988 # DEPENDENCYPART_ARC
(18,19),-1.14183 # DEPENDENCYPART_ARC
(18,20),-1.29023 # DEPENDENCYPART_ARC
(18,21),-0.531582 # DEPENDENCYPART_ARC
(18,22),-0.581458 # DEPENDENCYPART_ARC
(18,23),-1.1859 # DEPENDENCYPART_ARC
(18,24),-1.48314 # DEPENDENCYPART_ARC
(18,25),-2.19693 # DEPENDENCYPART_ARC
(18,26),-1.31802 # DEPENDENCYPART_ARC
(18,27),-2.29163 # DEPENDENCYPART_ARC
(18,28),-1.84885 # DEPENDENCYPART_ARC
(18,29),-2.98698 # DEPENDENCYPART_ARC
(18,30),-2.21927 # DEPENDENCYPART_ARC
(18,31),-3.67719 # DEPENDENCYPART_ARC
(18,32),-2.99701 # DEPENDENCYPART_ARC
(18,33),-1.55993 # DEPENDENCYPART_ARC
(19,1),-2.81665 # DEPENDENCYPART_ARC
(19,3),-2.94336 # DEPENDENCYPART_ARC
(19,4),-2.92698 # DEPENDENCYPART_ARC
(19,5),-2.98756 # DEPENDENCYPART_ARC
(19,6),-3.03028 # DEPENDENCYPART_ARC
(19,7),-2.30097 # DEPENDENCYPART_ARC
(19,8),-2.35443 # DEPENDENCYPART_ARC
(19,9),-1.37338 # DEPENDENCYPART_ARC
(19,11),-3.36656 # DEPENDENCYPART_ARC
(19,12),-1.83708 # DEPENDENCYPART_ARC
(19,13),-1.93488 # DEPENDENCYPART_ARC
(19,14),-1.0262 # DEPENDENCYPART_ARC
(19,15),-2.65876 # DEPENDENCYPART_ARC
(19,16),-1.1435 # DEPENDENCYPART_ARC
(19,17),-2.23927 # DEPENDENCYPART_ARC
(19,18),-0.454231 # DEPENDENCYPART_ARC
(19,21),-0.504506 # DEPENDENCYPART_ARC
(19,22),-0.264166 # DEPENDENCYPART_ARC
(19,23),-0.565507 # DEPENDENCYPART_ARC
(19,25),-1.26589 # DEPENDENCYPART_ARC
(19,26),-0.918108 # DEPENDENCYPART_ARC
(19,27),-1.27546 # DEPENDENCYPART_ARC
(19,28),-0.731157 # DEPENDENCYPART_ARC
(19,30),-2.65752 # DEPENDENCYPART_ARC
(19,31),-2.00538 # DEPENDENCYPART_ARC
(19,32),-2.18756 # DEPENDENCYPART_ARC
(19,33),-1.43603 # DEPENDENCYPART_ARC
(21,1),-1.57418 # DEPENDENCYPART_ARC
(21,2),-0.949543 # DEPENDENCYPART_ARC
(21,3),-0.987842 # DEPENDENCYPART_ARC
(21,4),-3.53694 # DEPENDENCYPART_ARC
(21,5),-3.30047 # DEPENDENCYPART_ARC
(21,6),-3.26608 # DEPENDENCYPART_ARC
(21,7),0.0448287 # DEPENDENCYPART_ARC
(21,8),-0.164086 # DEPENDENCYPART_ARC
(21,9),-1.93912 # DEPENDENCYPART_ARC
(21,10),-0.643362 # DEPENDENCYPART_ARC
(21,11),-1.77193 # DEPENDENCYPART_ARC
(21,12),-0.622729 # DEPENDENCYPART_ARC
(21,13),0.5948 # DEPENDENCYPART_ARC
(21,14),-1.16658 # DEPENDENCYPART_ARC
(21,15),-0.160515 # DEPENDENCYPART_ARC
(21,16),-0.240009 # DEPENDENCYPART_ARC
(21,17),0.160378 # DEPENDENCYPART_ARC
(21,18),0.24326 # DEPENDENCYPART_ARC
(21,19),0.201384 # DEPENDENCYPART_ARC
(21,20),0.458767 # DEPENDENCYPART_ARC
(21,22),0.535422 # DEPENDENCYPART_ARC
(21,23),-0.168669 # DEPENDENCYPART_ARC
(21,24),-0.326718 # DEPENDENCYPART_ARC
(21,25),-0.311322 # DEPENDENCYPART_ARC
(21,26),-0.0315485 # DEPENDENCYPART_ARC
(21,27),-0.956179 # DEPENDENCYPART_ARC
(21,28),-0.22444 # DEPENDENCYPART_ARC
(21,29),-1.56091 # DEPENDENCYPART_ARC
(21,30),-1.58475 # DEPENDENCYPART_ARC
(21,31),-1.99304 # DEPENDENCYPART_ARC
(21,32),-2.09573 # DEPENDENCYPART_ARC
(21,33),-1.08615 # DEPENDENCYPART_ARC
(22,1),-2.91155 # DEPENDENCYPART_ARC
(22,2),-1.10585 # DEPENDENCYPART_ARC
(22,3),-0.796327 # DEPENDENCYPART_ARC
(22,4),1.80508 # DEPENDENCYPART_ARC
(22,5),-2.87538 # DEPENDENCYPART_ARC
(22,6),-3.22235 # DEPENDENCYPART_ARC
(22,7),-1.04763 # DEPENDENCYPART_ARC
(22,8),-2.08571 # DEPENDENCYPART_ARC
(22,9),-3.58645 # DEPENDENCYPART_ARC
(22,10),-3.32558 # DEPENDENCYPART_ARC
(22,11),-0.882198 # DEPENDENCYPART_ARC
(22,12),-1.50281 # DEPENDENCYPART_ARC
(22,13),-1.68066 # DEPENDENCYPART_ARC
(22,14),-3.55677 # DEPENDENCYPART_ARC
(22,15),-1.17206 # DEPENDENCYPART_ARC
(22,16),-0.554833 # DEPENDENCYPART_ARC
(22,17),-0.896994 # DEPENDENCYPART_ARC
(22,18),0.647137 # DEPENDENCYPART_ARC
(22,19),1.63225 # DEPENDENCYPART_ARC
(22,20),1.67148 # DEPENDENCYPART_ARC
(22,21),0.416531 # DEPENDENCYPART_ARC
(22,23),1.10355 # DEPENDENCYPART_ARC
(22,24),1.04831 # DEPENDENCYPART_ARC
(22,25),2.25625 # DEPENDENCYPART_ARC
(22,26),0.556339 # DEPENDENCYPART_ARC
(22,27),1.46907 # DEPENDENCYPART_ARC
(22,28),-0.085743 # DEPENDENCYPART_ARC
(22,29),-0.489139 # DEPENDENCYPART_ARC
(22,30),-0.667907 # DEPENDENCYPART_ARC
(22,31),-0.0543178 # DEPENDENCYPART_ARC
(22,32),-2.99083 # DEPENDENCYPART_ARC
(22,33),-0.402541 # DEPENDENCYPART_ARC
(23,1),-2.57147 # DEPENDENCYPART_ARC
(23,2),-1.079 # DEPENDENCYPART_ARC
(23,3),-1.24577 # DEPENDENCYPART_ARC
(23,4),-4.25794 # DEPENDENCYPART_ARC
(23,5),-4.16551 # DEPENDENCYPART_ARC
(23,6),-3.90508 # DEPENDENCYPART_ARC
(23,7),-0.161069 # DEPENDENCYPART_ARC
(23,8),-0.796778 # DEPENDENCYPART_ARC
(23,9),-2.2294 # DEPENDENCYPART_ARC
(23,10),-0.855976 # DEPENDENCYPART_ARC
(23,11),-2.5288 # DEPENDENCYPART_ARC
(23,12),-1.2436 # DEPENDENCYPART_ARC
(23,13),-0.0841798 # DEPENDENCYPART_ARC
(23,14),-1.53271 # DEPENDENCYPART_ARC
(23,15),-0.814888 # DEPENDENCYPART_ARC
(23,16),-0.110201 # DEPENDENCYPART_ARC
(23,17),-0.283575 # DEPENDENCYPART_ARC
(23,18),-0.0612755 # DEPENDENCYPART_ARC
(23,19),-0.128705 # DEPENDENCYPART_ARC
(23,20),0.00436931 # DEPENDENCYPART_ARC
(23,21),0.161058 # DEPENDENCYPART_ARC
(23,22),0.37025 # DEPENDENCYPART_ARC
(23,24),0.0474864 # DEPENDENCYPART_ARC
(23,25),0.212665 # DEPENDENCYPART_ARC
(23,26),0.216006 # DEPENDENCYPART_ARC
(23,27),-0.386873 # DEPENDENCYPART_ARC
(23,28),-0.0341213 # DEPENDENCYPART_ARC
(23,29),-1.14673 # DEPENDENCYPART_ARC
(23,30),-0.722124 # DEPENDENCYPART_ARC
(23,31),-1.65569 # DEPENDENCYPART_ARC
(23,32),-1.4567 # DEPENDENCYPART_ARC
(23,33),-1.09696 # DEPENDENCYPART_ARC
(24,1),-0.813464 # DEPENDENCYPART_ARC
(24,2),-0.769506 # DEPENDENCYPART_ARC
(24,3),-1.24855 # DEPENDENCYPART_ARC
(24,4),-1.08217 # DEPENDENCYPART_ARC
(24,5),-1.00249 # DEPENDENCYPART_ARC
(24,6),-0.960754 # DEPENDENCYPART_ARC
(24,7),-1.95336 # DEPENDENCYPART_ARC
(24,8),-0.501681 # DEPENDENCYPART_ARC
(24,9),-0.909446 # DEPENDENCYPART_ARC
(24,11),-0.610603 # DEPENDENCYPART_ARC
(24,12),-0.521379 # DEPENDENCYPART_ARC
(24,13),0.0515259 # DEPENDENCYPART_ARC
(24,14),-0.437716 # DEPENDENCYPART_ARC
(24,15),-0.0951408 # DEPENDENCYPART_ARC
(24,16),1.00531 # DEPENDENCYPART_ARC
(24,17),0.00619798 # DEPENDENCYPART_ARC
(24,18),1.46349 # DEPENDENCYPART_ARC
(24,21),1.98966 # DEPENDENCYPART_ARC
(24,22),3.59686 # DEPENDENCYPART_ARC
(24,23),3.15941 # DEPENDENCYPART_ARC
(24,25),1.01998 # DEPENDENCYPART_ARC
(24,26),0.522587 # DEPENDENCYPART_ARC
(24,27),-0.0602632 # DEPENDENCYPART_ARC
(24,28),1.30456 # DEPENDENCYPART_ARC
(24,29),-0.0279396 # DEPENDENCYPART_ARC
(24,30),0.037394 # DEPENDENCYPART_ARC
(24,31),-0.678609 # DEPENDENCYPART_ARC
(24,32),-0.937282 # DEPENDENCYPART_ARC
(24,33),0.436388 # DEPENDENCYPART_ARC
(25,1),-4.80216 # DEPENDENCYPART_ARC
(25,2),-4.25336 # DEPENDENCYPART_ARC
(25,3),-3.75001 # DEPENDENCYPART_ARC
(25,4),-4.87418 # DEPENDENCYPART_ARC
(25,5),-5.40826 # DEPENDENCYPART_ARC
(25,6),-5.44233 # DEPENDENCYPART_ARC
(25,7),-3.9434 # DEPENDENCYPART_ARC
(25,8),-3.85283 # DEPENDENCYPART_ARC
(25,9),-2.32526 # DEPENDENCYPART_ARC
(25,10),-4.83413 # DEPENDENCYPART_ARC
(25,11),-4.08499 # DEPENDENCYPART_ARC
(25,12),-3.21906 # DEPENDENCYPART_ARC
(25,13),-4.08187 # DEPENDENCYPART_ARC
(25,14),-1.66697 # DEPENDENCYPART_ARC
(25,15),-3.52724 # DEPENDENCYPART_ARC
(25,16),-2.53593 # DEPENDENCYPART_ARC
(25,17),-3.30085 # DEPENDENCYPART_ARC
(25,18),-2.15559 # DEPENDENCYPART_ARC
(25,20),-2.32987 # DEPENDENCYPART_ARC
(25,21),-1.75382 # DEPENDENCYPART_ARC
(25,22),-2.90897 # DEPENDENCYPART_ARC
(25,23),-0.793923 # DEPENDENCYPART_ARC
(25,24),0.212013 # DEPENDENCYPART_ARC
(25,26),-0.383284 # DEPENDENCYPART_ARC
(25,27),-2.11429 # DEPENDENCYPART_ARC
(25,28),-1.26751 # DEPENDENCYPART_ARC
(25,29),-1.71575 # DEPENDENCYPART_ARC
(25,30),-3.08431 # DEPENDENCYPART_ARC
(25,31),-1.96989 # DEPENDENCYPART_ARC
(25,32),-3.38575 # DEPENDENCYPART_ARC
(25,33),-2.00552 # DEPENDENCYPART_ARC
(26,1),-3.58744 # DEPENDENCYPART_ARC
(26,2),-2.64796 # DEPENDENCYPART_ARC
(26,3),-1.24524 # DEPENDENCYPART_ARC
(26,4),-2.40272 # DEPENDENCYPART_ARC
(26,5),-1.4451 # DEPENDENCYPART_ARC
(26,6),-1.43394 # DEPENDENCYPART_ARC
(26,7),0.103055 # DEPENDENCYPART_ARC
(26,8),-2.34147 # DEPENDENCYPART_ARC
(26,9),-0.945888 # DEPENDENCYPART_ARC
(26,10),-1.5516 # DEPENDENCYPART_ARC
(26,11),-0.517485 # DEPENDENCYPART_ARC
(26,12),-1.31385 # DEPENDENCYPART_ARC
(26,13),-1.1816 # DEPENDENCYPART_ARC
(26,14),-0.648475 # DEPENDENCYPART_ARC
(26,15),0.6503 # DEPENDENCYPART_ARC
(26,16),0.437458 # DEPENDENCYPART_ARC
(26,17),0.305076 # DEPENDENCYPART_ARC
(26,18),0.230432 # DEPENDENCYPART_ARC
(26,19),0.507316 # DEPENDENCYPART_ARC
(26,20),-0.201906 # DEPENDENCYPART_ARC
(26,21),-0.116448 # DEPENDENCYPART_ARC
(26,22),0.783686 # DEPENDENCYPART_ARC
(26,23),0.383384 # DEPENDENCYPART_ARC
(26,24),0.507465 # DEPENDENCYPART_ARC
(26,25),3.82489 # DEPENDENCYPART_ARC
(26,27),4.39944 # DEPENDENCYPART_ARC
(26,28),0.461237 # DEPENDENCYPART_ARC
(26,29),0.0511372 # DEPENDENCYPART_ARC
(26,30),0.445176 # DEPENDENCYPART_ARC
(26,31),-0.623768 # DEPENDENCYPART_ARC
(26,32),-0.896938 # DEPENDENCYPART_ARC
(26,33),-0.459046 # DEPENDENCYPART_ARC
(27,1),-5.47173 # DEPENDENCYPART_ARC
(27,2),-5.00816 # DEPENDENCYPART_ARC
(27,3),-4.6396 # DEPENDENCYPART_ARC
(27,4),-5.43953 # DEPENDENCYPART_ARC
(27,5),-6.06693 # DEPENDENCYPART_ARC
(27,6),-6.12514 # DEPENDENCYPART_ARC
(27,7),-4.66992 # DEPENDENCYPART_ARC
(27,8),-4.62048 # DEPENDENCYPART_ARC
(27,9),-3.45253 # DEPENDENCYPART_ARC
(27,10),-5.56522 # DEPENDENCYPART_ARC
(27,11),-4.73322 # DEPENDENCYPART_ARC
(27,12),-3.93363 # DEPENDENCYPART_ARC
(27,13),-4.82814 # DEPENDENCYPART_ARC
(27,14),-2.96208 # DEPENDENCYPART_ARC
(27,15),-4.29804 # DEPENDENCYPART_ARC
(27,16),-3.39819 # DEPENDENCYPART_ARC
(27,17),-4.02292 # DEPENDENCYPART_ARC
(27,18),-2.89807 # DEPENDENCYPART_ARC
(27,20),-3.54169 # DEPENDENCYPART_ARC
(27,21),-2.69456 # DEPENDENCYPART_ARC
(27,22),-3.95399 # DEPENDENCYPART_ARC
(27,23),-1.86537 # DEPENDENCYPART_ARC
(27,24),-1.35442 # DEPENDENCYPART_ARC
(27,25),-1.61823 # DEPENDENCYPART_ARC
(27,26),-0.662854 # DEPENDENCYPART_ARC
(27,28),0.29998 # DEPENDENCYPART_ARC
(27,29),-0.346896 # DEPENDENCYPART_ARC
(27,30),-1.40664 # DEPENDENCYPART_ARC
(27,31),-0.571294 # DEPENDENCYPART_ARC
(27,32),-2.06514 # DEPENDENCYPART_ARC
(27,33),-1.07481 # DEPENDENCYPART_ARC
(28,1),-1.99271 # DEPENDENCYPART_ARC
(28,2),-0.426428 # DEPENDENCYPART_ARC
(28,3),-1.62409 # DEPENDENCYPART_ARC
(28,4),-5.04862 # DEPENDENCYPART_ARC
(28,5),-4.70722 # DEPENDENCYPART_ARC
(28,6),-4.45769 # DEPENDENCYPART_ARC
(28,7),0.185 # DEPENDENCYPART_ARC
(28,8),-0.566913 # DEPENDENCYPART_ARC
(28,9),-2.18067 # DEPENDENCYPART_ARC
(28,10),-0.387568 # DEPENDENCYPART_ARC
(28,11),-3.0305 # DEPENDENCYPART_ARC
(28,12),-1.17994 # DEPENDENCYPART_ARC
(28,13),0.11061 # DEPENDENCYPART_ARC
(28,14),-1.37704 # DEPENDENCYPART_ARC
(28,15),-1.48679 # DEPENDENCYPART_ARC
(28,16),0.0948784 # DEPENDENCYPART_ARC
(28,17),-1.08761 # DEPENDENCYPART_ARC
(28,18),0.570023 # DEPENDENCYPART_ARC
(28,19),0.134021 # DEPENDENCYPART_ARC
(28,20),0.141628 # DEPENDENCYPART_ARC
(28,21),0.275023 # DEPENDENCYPART_ARC
(28,22),0.929655 # DEPENDENCYPART_ARC
(28,23),0.553068 # DEPENDENCYPART_ARC
(28,24),0.409501 # DEPENDENCYPART_ARC
(28,25),0.883595 # DEPENDENCYPART_ARC
(28,26),0.14246 # DEPENDENCYPART_ARC
(28,27),1.38813 # DEPENDENCYPART_ARC
(28,29),0.0449626 # DEPENDENCYPART_ARC
(28,30),0.807011 # DEPENDENCYPART_ARC
(28,31),-0.413473 # DEPENDENCYPART_ARC
(28,32),-0.209712 # DEPENDENCYPART_ARC
(28,33),-0.657445 # DEPENDENCYPART_ARC
(29,1),-1.75333 # DEPENDENCYPART_ARC
(29,2),-1.27031 # DEPENDENCYPART_ARC
(29,3),-1.97084 # DEPENDENCYPART_ARC
(29,4),-3.23178 # DEPENDENCYPART_ARC
(29,5),-2.73652 # DEPENDENCYPART_ARC
(29,6),-2.23064 # DEPENDENCYPART_ARC
(29,7),-2.24134 # DEPENDENCYPART_ARC
(29,8),-1.87206 # DEPENDENCYPART_ARC
(29,9),-1.72912 # DEPENDENCYPART_ARC
(29,11),-1.74682 # DEPENDENCYPART_ARC
(29,12),-2.18672 # DEPENDENCYPART_ARC
(29,13),-1.25922 # DEPENDENCYPART_ARC
(29,14),-1.0832 # DEPENDENCYPART_ARC
(29,15),-1.25586 # DEPENDENCYPART_ARC
(29,16),-0.893516 # DEPENDENCYPART_ARC
(29,17),-1.29687 # DEPENDENCYPART_ARC
(29,18),-0.747244 # DEPENDENCYPART_ARC
(29,19),-0.748891 # DEPENDENCYPART_ARC
(29,21),-0.641879 # DEPENDENCYPART_ARC
(29,22),-0.498355 # DEPENDENCYPART_ARC
(29,23),-0.285663 # DEPENDENCYPART_ARC
(29,24),-0.08864 # DEPENDENCYPART_ARC
(29,25),-1.09121 # DEPENDENCYPART_ARC
(29,26),0.0696479 # DEPENDENCYPART_ARC
(29,27),-0.426419 # DEPENDENCYPART_ARC
(29,28),0.400116 # DEPENDENCYPART_ARC
(29,30),-0.0668882 # DEPENDENCYPART_ARC
(29,31),-0.299665 # DEPENDENCYPART_ARC
(29,32),-0.0776042 # DEPENDENCYPART_ARC
(29,33),-0.337055 # DEPENDENCYPART_ARC
(30,1),-3.55278 # DEPENDENCYPART_ARC
(30,2),-3.31814 # DEPENDENCYPART_ARC
(30,3),-0.500315 # DEPENDENCYPART_ARC
(30,4),-0.382726 # DEPENDENCYPART_ARC
(30,5),-4.64746 # DEPENDENCYPART_ARC
(30,6),-5.26428 # DEPENDENCYPART_ARC
(30,7),-0.0956979 # DEPENDENCYPART_ARC
(30,8),-2.56272 # DEPENDENCYPART_ARC
(30,9),-2.75473 # DEPENDENCYPART_ARC
(30,10),-3.82473 # DEPENDENCYPART_ARC
(30,11),-2.19604 # DEPENDENCYPART_ARC
(30,12),-1.37573 # DEPENDENCYPART_ARC
(30,13),-2.14248 # DEPENDENCYPART_ARC
(30,14),-2.5313 # DEPENDENCYPART_ARC
(30,15),-2.3172 # DEPENDENCYPART_ARC
(30,16),-1.01976 # DEPENDENCYPART_ARC
(30,17),-1.43121 # DEPENDENCYPART_ARC
(30,18),-0.00580095 # DEPENDENCYPART_ARC
(30,19),1.10368 # DEPENDENCYPART_ARC
(30,20),0.32482 # DEPENDENCYPART_ARC
(30,21),-0.427703 # DEPENDENCYPART_ARC
(30,22),-0.593009 # DEPENDENCYPART_ARC
(30,23),-0.134261 # DEPENDENCYPART_ARC
(30,24),1.32595 # DEPENDENCYPART_ARC
(30,25),0.252245 # DEPENDENCYPART_ARC
(30,26),-0.309893 # DEPENDENCYPART_ARC
(30,27),0.648657 # DEPENDENCYPART_ARC
(30,28),0.729067 # DEPENDENCYPART_ARC
(30,29),2.68104 # DEPENDENCYPART_ARC
(30,31),2.34772 # DEPENDENCYPART_ARC
(30,32),-0.582828 # DEPENDENCYPART_ARC
(30,33),0.114295 # DEPENDENCYPART_ARC
(31,1),-4.38148 # DEPENDENCYPART_ARC
(31,2),-4.19383 # DEPENDENCYPART_ARC
(31,3),-3.50485 # DEPENDENCYPART_ARC
(31,4),-6.09204 # DEPENDENCYPART_ARC
(31,5),-4.78437 # DEPENDENCYPART_ARC
(31,6),-4.69859 # DEPENDENCYPART_ARC
(31,7),-3.88907 # DEPENDENCYPART_ARC
(31,8),-3.95423 # DEPENDENCYPART_ARC
(31,9),-4.83744 # DEPENDENCYPART_ARC
(31,10),-3.1508 # DEPENDENCYPART_ARC
(31,11),-4.02698 # DEPENDENCYPART_ARC
(31,12),-2.75977 # DEPENDENCYPART_ARC
(31,13),-3.95166 # DEPENDENCYPART_ARC
(31,14),-3.8197 # DEPENDENCYPART_ARC
(31,15),-2.63976 # DEPENDENCYPART_ARC
(31,16),-2.27127 # DEPENDENCYPART_ARC
(31,17),-3.32977 # DEPENDENCYPART_ARC
(31,18),-1.94049 # DEPENDENCYPART_ARC
(31,19),-3.4216 # DEPENDENCYPART_ARC
(31,21),-1.55036 # DEPENDENCYPART_ARC
(31,22),-3.33363 # DEPENDENCYPART_ARC
(31,23),-1.07589 # DEPENDENCYPART_ARC
(31,24),-2.13434 # DEPENDENCYPART_ARC
(31,25),-3.65818 # DEPENDENCYPART_ARC
(31,26),-2.00291 # DEPENDENCYPART_ARC
(31,27),-3.05309 # DEPENDENCYPART_ARC
(31,28),-0.353793 # DEPENDENCYPART_ARC
(31,29),-1.37811 # DEPENDENCYPART_ARC
(31,30),-1.49949 # DEPENDENCYPART_ARC
(31,32),3.71693 # DEPENDENCYPART_ARC
(31,33),-0.153195 # DEPENDENCYPART_ARC
(32,1),-4.01566 # DEPENDENCYPART_ARC
(32,2),-8.47833 # DEPENDENCYPART_ARC
(32,3),-7.84373 # DEPENDENCYPART_ARC
(32,4),-10.9645 # DEPENDENCYPART_ARC
(32,5),-8.96954 # DEPENDENCYPART_ARC
(32,6),-9.81512 # DEPENDENCYPART_ARC
(32,7),-5.22519 # DEPENDENCYPART_ARC
(32,8),-4.39185 # DEPENDENCYPART_ARC
(32,9),-1.76616 # DEPENDENCYPART_ARC
(32,10),-4.84673 # DEPENDENCYPART_ARC
(32,11),-10.1263 # DEPENDENCYPART_ARC
(32,12),-3.41221 # DEPENDENCYPART_ARC
(32,13),-3.45869 # DEPENDENCYPART_ARC
(32,14),-1.83405 # DEPENDENCYPART_ARC
(32,15),-8.49763 # DEPENDENCYPART_ARC
(32,16),-2.53389 # DEPENDENCYPART_ARC
(32,17),-8.95131 # DEPENDENCYPART_ARC
(32,18),-2.34446 # DEPENDENCYPART_ARC
(32,19),-4.03252 # DEPENDENCYPART_ARC
(32,20),-4.51895 # DEPENDENCYPART_ARC
(32,21),-2.00022 # DEPENDENCYPART_ARC
(32,22),-2.59004 # DEPENDENCYPART_ARC
(32,23),-1.19436 # DEPENDENCYPART_ARC
(32,24),-1.73898 # DEPENDENCYPART_ARC
(32,25),-5.82097 # DEPENDENCYPART_ARC
(32,26),-1.65495 # DEPENDENCYPART_ARC
(32,27),-4.68007 # DEPENDENCYPART_ARC
(32,28),-0.671382 # DEPENDENCYPART_ARC
(32,29),-1.01036 # DEPENDENCYPART_ARC
(32,30),-1.47637 # DEPENDENCYPART_ARC
(32,31),0.407312 # DEPENDENCYPART_ARC
(32,33),0.349204 # DEPENDENCYPART_ARC
(33,1),-6.96015 # DEPENDENCYPART_ARC
(33,2),-4.78441 # DEPENDENCYPART_ARC
(33,3),-5.54152 # DEPENDENCYPART_ARC
(33,4),-5.94544 # DEPENDENCYPART_ARC
(33,5),-5.88683 # DEPENDENCYPART_ARC
(33,6),-5.66938 # DEPENDENCYPART_ARC
(33,7),-3.81608 # DEPENDENCYPART_ARC
(33,8),-4.94828 # DEPENDENCYPART_ARC
(33,9),-6.31826 # DEPENDENCYPART_ARC
(33,10),-4.40331 # DEPENDENCYPART_ARC
(33,11),-4.89236 # DEPENDENCYPART_ARC
(33,12),-4.2816 # DEPENDENCYPART_ARC
(33,13),-4.57212 # DEPENDENCYPART_ARC
(33,14),-5.36929 # DEPENDENCYPART_ARC
(33,15),-3.51499 # DEPENDENCYPART_ARC
(33,16),-3.10753 # DEPENDENCYPART_ARC
(33,17),-3.73503 # DEPENDENCYPART_ARC
(33,18),-3.10016 # DEPENDENCYPART_ARC
(33,19),-3.72466 # DEPENDENCYPART_ARC
