# _root_ Stát má v podnicích obvykle 30 procentní majetkovou účast , která by mohla být převedena českým věřitelům , uvedl E . Obminskij .
#goldHeads=2,19,2,3,2,7,9,9,2,13,13,13,9,15,13,17,15,2,0,22,20,19,0,
#predictedHeads=2,0,2,3,7,7,9,9,2,13,13,13,9,15,13,17,15,13,0,22,20,19,0,
(23,2),-6.16023 # DEPENDENCYPART_ARC
(23,3),-4.85287 # DEPENDENCYPART_ARC
(23,4),-5.99515 # DEPENDENCYPART_ARC
(23,5),-4.07579 # DEPENDENCYPART_ARC
(23,6),-5.79814 # DEPENDENCYPART_ARC
(23,7),-4.65572 # DEPENDENCYPART_ARC
(23,8),-4.53817 # DEPENDENCYPART_ARC
(23,9),-5.25894 # DEPENDENCYPART_ARC
(23,10),-3.70035 # DEPENDENCYPART_ARC
(23,11),-3.18684 # DEPENDENCYPART_ARC
(23,12),-4.24432 # DEPENDENCYPART_ARC
(23,13),-4.20606 # DEPENDENCYPART_ARC
(23,14),-3.94169 # DEPENDENCYPART_ARC
(23,15),-3.92181 # DEPENDENCYPART_ARC
(23,16),-3.21123 # DEPENDENCYPART_ARC
(23,17),-3.00439 # DEPENDENCYPART_ARC
(23,18),-2.5254 # DEPENDENCYPART_ARC
(23,19),-2.97183 # DEPENDENCYPART_ARC
(23,20),-2.01533 # DEPENDENCYPART_ARC
(23,21),-1.85021 # DEPENDENCYPART_ARC
(23,22),-2.42829 # DEPENDENCYPART_ARC
