# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,5,8,4,5,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(14,11),-0.92607 # DEPENDENCYPART_ARC
(14,12),-1.00976 # DEPENDENCYPART_ARC
(14,13),-2.07302 # DEPENDENCYPART_ARC
(14,15),-0.0272197 # DEPENDENCYPART_ARC
(14,16),-1.23877 # DEPENDENCYPART_ARC
(14,17),-1.55506 # DEPENDENCYPART_ARC
(14,18),-1.9519 # DEPENDENCYPART_ARC
(14,19),-1.6342 # DEPENDENCYPART_ARC
(14,20),-1.67939 # DEPENDENCYPART_ARC
(14,21),-2.24232 # DEPENDENCYPART_ARC
(14,22),-3.25036 # DEPENDENCYPART_ARC
(14,23),-1.88444 # DEPENDENCYPART_ARC
(14,24),-2.01854 # DEPENDENCYPART_ARC
(14,25),-3.64908 # DEPENDENCYPART_ARC
(14,26),-2.22632 # DEPENDENCYPART_ARC
(14,27),-4.40126 # DEPENDENCYPART_ARC
(14,28),-2.71742 # DEPENDENCYPART_ARC
(14,29),-3.57382 # DEPENDENCYPART_ARC
(14,30),-2.32924 # DEPENDENCYPART_ARC
(14,31),-2.93098 # DEPENDENCYPART_ARC
(14,32),-3.52637 # DEPENDENCYPART_ARC
(14,33),-2.87233 # DEPENDENCYPART_ARC
(14,34),-3.49255 # DEPENDENCYPART_ARC
(14,35),-6.62048 # DEPENDENCYPART_ARC
(14,36),-3.63369 # DEPENDENCYPART_ARC
(15,1),-5.15881 # DEPENDENCYPART_ARC
(15,2),-5.75074 # DEPENDENCYPART_ARC
(15,3),-4.78553 # DEPENDENCYPART_ARC
(15,4),-5.35944 # DEPENDENCYPART_ARC
(15,5),-1.73747 # DEPENDENCYPART_ARC
(15,6),-5.53009 # DEPENDENCYPART_ARC
(15,7),-1.93411 # DEPENDENCYPART_ARC
(15,8),-2.66484 # DEPENDENCYPART_ARC
(15,9),-2.07469 # DEPENDENCYPART_ARC
(15,10),-0.820458 # DEPENDENCYPART_ARC
(15,11),-0.601987 # DEPENDENCYPART_ARC
(15,12),0.113008 # DEPENDENCYPART_ARC
(15,13),-1.79021 # DEPENDENCYPART_ARC
(15,14),4.64706 # DEPENDENCYPART_ARC
(15,16),3.18869 # DEPENDENCYPART_ARC
(15,17),2.01902 # DEPENDENCYPART_ARC
(15,18),1.80989 # DEPENDENCYPART_ARC
(15,19),1.64907 # DEPENDENCYPART_ARC
(15,20),-1.40603 # DEPENDENCYPART_ARC
(15,21),0.0884899 # DEPENDENCYPART_ARC
(15,22),-0.100196 # DEPENDENCYPART_ARC
(15,23),-0.167168 # DEPENDENCYPART_ARC
(15,24),-0.121605 # DEPENDENCYPART_ARC
(15,25),-2.08439 # DEPENDENCYPART_ARC
(15,26),-1.27563 # DEPENDENCYPART_ARC
(15,27),-2.43479 # DEPENDENCYPART_ARC
(15,28),-0.916335 # DEPENDENCYPART_ARC
(15,29),-0.670914 # DEPENDENCYPART_ARC
(15,30),-0.557994 # DEPENDENCYPART_ARC
(15,31),-1.08786 # DEPENDENCYPART_ARC
(15,32),-1.6535 # DEPENDENCYPART_ARC
(15,33),-7.6627 # DEPENDENCYPART_ARC
(15,34),-0.721067 # DEPENDENCYPART_ARC
(15,35),-0.45205 # DEPENDENCYPART_ARC
(15,36),-10.3455 # DEPENDENCYPART_ARC
(16,1),-4.58933 # DEPENDENCYPART_ARC
(16,2),-6.00738 # DEPENDENCYPART_ARC
(16,3),-3.61959 # DEPENDENCYPART_ARC
(16,4),-5.83641 # DEPENDENCYPART_ARC
(16,5),-2.38333 # DEPENDENCYPART_ARC
(16,6),-5.00426 # DEPENDENCYPART_ARC
(16,7),-2.4352 # DEPENDENCYPART_ARC
(16,8),-2.89754 # DEPENDENCYPART_ARC
(16,9),-4.22539 # DEPENDENCYPART_ARC
(16,10),-1.29746 # DEPENDENCYPART_ARC
(16,11),-1.29885 # DEPENDENCYPART_ARC
(16,12),-0.404774 # DEPENDENCYPART_ARC
(16,13),-3.01913 # DEPENDENCYPART_ARC
(16,14),0.157007 # DEPENDENCYPART_ARC
(16,15),-1.31775 # DEPENDENCYPART_ARC
(16,17),3.02572 # DEPENDENCYPART_ARC
(16,18),2.59708 # DEPENDENCYPART_ARC
(16,19),1.32988 # DEPENDENCYPART_ARC
(16,20),-4.07505 # DEPENDENCYPART_ARC
(16,21),0.432145 # DEPENDENCYPART_ARC
(16,22),-0.0778983 # DEPENDENCYPART_ARC
(16,23),-0.453615 # DEPENDENCYPART_ARC
(16,24),-0.754014 # DEPENDENCYPART_ARC
(16,25),-2.37372 # DEPENDENCYPART_ARC
(16,26),-0.661282 # DEPENDENCYPART_ARC
(16,27),-4.41774 # DEPENDENCYPART_ARC
(16,28),-2.52671 # DEPENDENCYPART_ARC
(16,29),-0.504514 # DEPENDENCYPART_ARC
(16,30),-0.451195 # DEPENDENCYPART_ARC
(16,31),-1.95114 # DEPENDENCYPART_ARC
(16,32),-2.60503 # DEPENDENCYPART_ARC
(16,33),-7.00774 # DEPENDENCYPART_ARC
(16,34),-2.23677 # DEPENDENCYPART_ARC
(16,35),-1.17657 # DEPENDENCYPART_ARC
(16,36),-9.76199 # DEPENDENCYPART_ARC
(17,1),-2.93049 # DEPENDENCYPART_ARC
(17,2),-6.59501 # DEPENDENCYPART_ARC
(17,3),-2.18164 # DEPENDENCYPART_ARC
(17,4),-5.32604 # DEPENDENCYPART_ARC
(17,5),-2.6153 # DEPENDENCYPART_ARC
(17,6),-7.14036 # DEPENDENCYPART_ARC
(17,7),-2.68743 # DEPENDENCYPART_ARC
(17,8),-3.90751 # DEPENDENCYPART_ARC
(17,9),-4.40566 # DEPENDENCYPART_ARC
(17,10),-1.46482 # DEPENDENCYPART_ARC
(17,11),-1.95267 # DEPENDENCYPART_ARC
(17,12),-0.639846 # DEPENDENCYPART_ARC
(17,13),-3.73671 # DEPENDENCYPART_ARC
(17,14),-1.04559 # DEPENDENCYPART_ARC
(17,15),-1.83762 # DEPENDENCYPART_ARC
(17,16),-0.679183 # DEPENDENCYPART_ARC
(17,18),1.76025 # DEPENDENCYPART_ARC
(17,19),-0.175678 # DEPENDENCYPART_ARC
(17,20),-4.98336 # DEPENDENCYPART_ARC
(17,21),-1.01527 # DEPENDENCYPART_ARC
(17,22),-0.295646 # DEPENDENCYPART_ARC
(17,23),-0.831966 # DEPENDENCYPART_ARC
(17,24),-1.2471 # DEPENDENCYPART_ARC
(17,25),-2.75819 # DEPENDENCYPART_ARC
(17,26),-2.04519 # DEPENDENCYPART_ARC
(17,27),-5.75115 # DEPENDENCYPART_ARC
(17,28),-3.72002 # DEPENDENCYPART_ARC
(17,29),-1.42046 # DEPENDENCYPART_ARC
(17,30),-1.40943 # DEPENDENCYPART_ARC
(17,31),-3.37305 # DEPENDENCYPART_ARC
(17,32),-3.41829 # DEPENDENCYPART_ARC
(17,33),-6.71879 # DEPENDENCYPART_ARC
(17,34),-4.41155 # DEPENDENCYPART_ARC
(17,35),-3.16717 # DEPENDENCYPART_ARC
(17,36),-9.42848 # DEPENDENCYPART_ARC
(18,1),-0.220222 # DEPENDENCYPART_ARC
(18,2),-3.65938 # DEPENDENCYPART_ARC
(18,3),0.505883 # DEPENDENCYPART_ARC
(18,4),-3.87606 # DEPENDENCYPART_ARC
(18,5),-2.11075 # DEPENDENCYPART_ARC
(18,6),-4.31168 # DEPENDENCYPART_ARC
(18,7),-2.27437 # DEPENDENCYPART_ARC
(18,8),-3.92509 # DEPENDENCYPART_ARC
(18,9),-3.18477 # DEPENDENCYPART_ARC
(18,10),-0.932992 # DEPENDENCYPART_ARC
(18,11),-1.61001 # DEPENDENCYPART_ARC
(18,12),-0.196582 # DEPENDENCYPART_ARC
(18,13),-3.50334 # DEPENDENCYPART_ARC
(18,14),-0.79206 # DEPENDENCYPART_ARC
(18,15),-0.442838 # DEPENDENCYPART_ARC
(18,16),1.88397 # DEPENDENCYPART_ARC
(18,17),8.09859 # DEPENDENCYPART_ARC
(18,19),-0.339285 # DEPENDENCYPART_ARC
(18,20),-3.75618 # DEPENDENCYPART_ARC
(18,21),-0.696874 # DEPENDENCYPART_ARC
(18,22),0.562744 # DEPENDENCYPART_ARC
(18,23),-0.456605 # DEPENDENCYPART_ARC
(18,24),-0.627768 # DEPENDENCYPART_ARC
(18,25),-2.89451 # DEPENDENCYPART_ARC
(18,26),-2.29927 # DEPENDENCYPART_ARC
(18,27),-4.52422 # DEPENDENCYPART_ARC
(18,28),-4.18436 # DEPENDENCYPART_ARC
(18,29),-0.559425 # DEPENDENCYPART_ARC
(18,30),-1.16054 # DEPENDENCYPART_ARC
(18,31),-3.34227 # DEPENDENCYPART_ARC
(18,32),-2.33619 # DEPENDENCYPART_ARC
(18,33),-5.88371 # DEPENDENCYPART_ARC
(18,34),-4.30315 # DEPENDENCYPART_ARC
(18,35),-2.57944 # DEPENDENCYPART_ARC
(18,36),-8.21005 # DEPENDENCYPART_ARC
(19,1),-5.00002 # DEPENDENCYPART_ARC
(19,2),-4.54145 # DEPENDENCYPART_ARC
(19,3),-4.53341 # DEPENDENCYPART_ARC
(19,4),-4.42087 # DEPENDENCYPART_ARC
(19,5),-3.47838 # DEPENDENCYPART_ARC
(19,6),-4.41813 # DEPENDENCYPART_ARC
(19,7),-3.40113 # DEPENDENCYPART_ARC
(19,8),-3.23414 # DEPENDENCYPART_ARC
(19,9),-2.54062 # DEPENDENCYPART_ARC
(19,10),-2.04469 # DEPENDENCYPART_ARC
(19,11),-2.13853 # DEPENDENCYPART_ARC
(19,12),-1.99742 # DEPENDENCYPART_ARC
(19,13),-2.76113 # DEPENDENCYPART_ARC
(19,14),-1.37553 # DEPENDENCYPART_ARC
(19,15),-1.76186 # DEPENDENCYPART_ARC
(19,16),-1.92452 # DEPENDENCYPART_ARC
(19,17),-1.50451 # DEPENDENCYPART_ARC
(19,18),-0.801859 # DEPENDENCYPART_ARC
(19,20),4.1979 # DEPENDENCYPART_ARC
(19,21),-1.38747 # DEPENDENCYPART_ARC
(19,22),-1.39462 # DEPENDENCYPART_ARC
(19,23),-0.26924 # DEPENDENCYPART_ARC
(19,24),-0.798195 # DEPENDENCYPART_ARC
(19,25),-2.19779 # DEPENDENCYPART_ARC
(19,26),-1.91637 # DEPENDENCYPART_ARC
(19,27),-2.69865 # DEPENDENCYPART_ARC
(19,28),-4.87104 # DEPENDENCYPART_ARC
(19,29),-6.20923 # DEPENDENCYPART_ARC
(19,30),-2.21377 # DEPENDENCYPART_ARC
(19,31),-8.27352 # DEPENDENCYPART_ARC
(19,32),-8.29706 # DEPENDENCYPART_ARC
(19,33),-1.23781 # DEPENDENCYPART_ARC
(19,34),-8.70386 # DEPENDENCYPART_ARC
(19,35),-2.93822 # DEPENDENCYPART_ARC
(19,36),-2.57349 # DEPENDENCYPART_ARC
(20,1),-7.06167 # DEPENDENCYPART_ARC
(20,2),-8.52167 # DEPENDENCYPART_ARC
(20,3),-6.57211 # DEPENDENCYPART_ARC
(20,4),-7.36729 # DEPENDENCYPART_ARC
(20,5),-3.42397 # DEPENDENCYPART_ARC
(20,6),-7.47964 # DEPENDENCYPART_ARC
(20,7),-3.72431 # DEPENDENCYPART_ARC
(20,8),-3.55644 # DEPENDENCYPART_ARC
(20,9),-3.64318 # DEPENDENCYPART_ARC
(20,10),-2.3122 # DEPENDENCYPART_ARC
(20,11),-3.19176 # DEPENDENCYPART_ARC
(20,12),-1.52101 # DEPENDENCYPART_ARC
(20,13),-3.98727 # DEPENDENCYPART_ARC
(20,14),-1.02558 # DEPENDENCYPART_ARC
(20,15),-1.91157 # DEPENDENCYPART_ARC
(20,16),-3.31266 # DEPENDENCYPART_ARC
(20,17),-1.78903 # DEPENDENCYPART_ARC
(20,18),-2.16898 # DEPENDENCYPART_ARC
(20,19),1.16203 # DEPENDENCYPART_ARC
(20,21),3.79991 # DEPENDENCYPART_ARC
(20,22),2.76274 # DEPENDENCYPART_ARC
(20,23),0.214601 # DEPENDENCYPART_ARC
(20,24),0.296994 # DEPENDENCYPART_ARC
(20,25),-0.928887 # DEPENDENCYPART_ARC
(20,26),-0.177847 # DEPENDENCYPART_ARC
(20,27),-3.14358 # DEPENDENCYPART_ARC
(20,28),-0.667318 # DEPENDENCYPART_ARC
(20,29),0.0381616 # DEPENDENCYPART_ARC
(20,30),0.272694 # DEPENDENCYPART_ARC
(20,31),-0.747501 # DEPENDENCYPART_ARC
(20,32),-1.33687 # DEPENDENCYPART_ARC
(20,33),-4.11895 # DEPENDENCYPART_ARC
(20,34),-0.136419 # DEPENDENCYPART_ARC
(20,35),-0.450514 # DEPENDENCYPART_ARC
(20,36),-6.88012 # DEPENDENCYPART_ARC
(21,1),-4.18204 # DEPENDENCYPART_ARC
(21,2),-7.81845 # DEPENDENCYPART_ARC
(21,3),-3.88838 # DEPENDENCYPART_ARC
(21,4),-7.0409 # DEPENDENCYPART_ARC
(21,5),-3.74251 # DEPENDENCYPART_ARC
(21,6),-8.64442 # DEPENDENCYPART_ARC
(21,7),-3.93022 # DEPENDENCYPART_ARC
(21,8),-4.29453 # DEPENDENCYPART_ARC
(21,9),-6.21786 # DEPENDENCYPART_ARC
(21,10),-2.52196 # DEPENDENCYPART_ARC
(21,11),-3.68246 # DEPENDENCYPART_ARC
(21,12),-1.66633 # DEPENDENCYPART_ARC
(21,13),-4.17261 # DEPENDENCYPART_ARC
(21,14),-3.20107 # DEPENDENCYPART_ARC
(21,15),-4.70975 # DEPENDENCYPART_ARC
(21,16),-4.35897 # DEPENDENCYPART_ARC
(21,17),1.96489 # DEPENDENCYPART_ARC
(21,18),-0.968437 # DEPENDENCYPART_ARC
(21,19),-0.820285 # DEPENDENCYPART_ARC
(21,20),-3.05142 # DEPENDENCYPART_ARC
(21,22),4.28898 # DEPENDENCYPART_ARC
(21,23),-0.384521 # DEPENDENCYPART_ARC
(21,24),-0.175179 # DEPENDENCYPART_ARC
(21,25),-1.46238 # DEPENDENCYPART_ARC
(21,26),-1.2073 # DEPENDENCYPART_ARC
(21,27),-4.08601 # DEPENDENCYPART_ARC
(21,28),-2.0142 # DEPENDENCYPART_ARC
(21,29),0.74424 # DEPENDENCYPART_ARC
(21,30),-0.247381 # DEPENDENCYPART_ARC
(21,31),-0.920751 # DEPENDENCYPART_ARC
(21,32),-1.2188 # DEPENDENCYPART_ARC
(21,33),-3.86173 # DEPENDENCYPART_ARC
(21,34),-1.61104 # DEPENDENCYPART_ARC
(21,35),-2.05777 # DEPENDENCYPART_ARC
(21,36),-6.62632 # DEPENDENCYPART_ARC
(22,1),-4.96767 # DEPENDENCYPART_ARC
(22,2),-6.11538 # DEPENDENCYPART_ARC
(22,3),-4.11203 # DEPENDENCYPART_ARC
(22,4),-6.18811 # DEPENDENCYPART_ARC
(22,5),-3.23456 # DEPENDENCYPART_ARC
(22,6),-6.82175 # DEPENDENCYPART_ARC
(22,7),-3.45553 # DEPENDENCYPART_ARC
(22,8),-3.57013 # DEPENDENCYPART_ARC
(22,9),-4.03302 # DEPENDENCYPART_ARC
(22,10),-1.89702 # DEPENDENCYPART_ARC
(22,11),-3.15112 # DEPENDENCYPART_ARC
(22,12),-0.814376 # DEPENDENCYPART_ARC
(22,13),-5.4915 # DEPENDENCYPART_ARC
(22,14),-2.50359 # DEPENDENCYPART_ARC
(22,15),-1.95999 # DEPENDENCYPART_ARC
(22,16),-2.91928 # DEPENDENCYPART_ARC
(22,17),-1.01763 # DEPENDENCYPART_ARC
(22,18),-2.52211 # DEPENDENCYPART_ARC
(22,19),-1.09047 # DEPENDENCYPART_ARC
(22,20),-0.231309 # DEPENDENCYPART_ARC
(22,21),0.245474 # DEPENDENCYPART_ARC
(22,23),-0.670054 # DEPENDENCYPART_ARC
(22,24),-0.146864 # DEPENDENCYPART_ARC
(22,25),-2.98074 # DEPENDENCYPART_ARC
(22,26),-2.78208 # DEPENDENCYPART_ARC
(22,27),-4.36357 # DEPENDENCYPART_ARC
(22,28),-4.20121 # DEPENDENCYPART_ARC
(22,29),-3.50884 # DEPENDENCYPART_ARC
(22,30),-2.563 # DEPENDENCYPART_ARC
(22,31),-4.33978 # DEPENDENCYPART_ARC
(22,32),-5.62682 # DEPENDENCYPART_ARC
(22,33),-4.11819 # DEPENDENCYPART_ARC
(22,34),-5.59041 # DEPENDENCYPART_ARC
(22,35),-3.79168 # DEPENDENCYPART_ARC
(22,36),-6.70072 # DEPENDENCYPART_ARC
(23,1),-2.1715 # DEPENDENCYPART_ARC
(23,2),-2.09239 # DEPENDENCYPART_ARC
(23,3),-1.80096 # DEPENDENCYPART_ARC
(23,4),-0.754545 # DEPENDENCYPART_ARC
(23,5),-0.599715 # DEPENDENCYPART_ARC
(23,6),-1.89308 # DEPENDENCYPART_ARC
(23,7),-1.89739 # DEPENDENCYPART_ARC
(23,8),-0.654161 # DEPENDENCYPART_ARC
(23,9),-0.946404 # DEPENDENCYPART_ARC
(23,10),-0.731445 # DEPENDENCYPART_ARC
(23,11),-1.3977 # DEPENDENCYPART_ARC
(23,12),-0.846071 # DEPENDENCYPART_ARC
(23,13),-0.688058 # DEPENDENCYPART_ARC
(23,14),-1.12313 # DEPENDENCYPART_ARC
(23,15),-0.0700717 # DEPENDENCYPART_ARC
(23,16),-0.403113 # DEPENDENCYPART_ARC
(23,17),-0.389838 # DEPENDENCYPART_ARC
(23,18),-0.546629 # DEPENDENCYPART_ARC
(23,19),-0.798506 # DEPENDENCYPART_ARC
(23,20),0.383903 # DEPENDENCYPART_ARC
(23,21),-0.484918 # DEPENDENCYPART_ARC
(23,22),-0.291351 # DEPENDENCYPART_ARC
(23,24),0.25872 # DEPENDENCYPART_ARC
(23,25),-0.139711 # DEPENDENCYPART_ARC
(23,26),-0.405391 # DEPENDENCYPART_ARC
(23,27),-0.481363 # DEPENDENCYPART_ARC
(23,28),-0.475316 # DEPENDENCYPART_ARC
(23,29),-0.676238 # DEPENDENCYPART_ARC
(23,30),-0.648623 # DEPENDENCYPART_ARC
(23,31),-1.58772 # DEPENDENCYPART_ARC
(23,32),-1.40388 # DEPENDENCYPART_ARC
(23,33),-0.727108 # DEPENDENCYPART_ARC
(23,34),-1.9862 # DEPENDENCYPART_ARC
(23,35),-0.0632744 # DEPENDENCYPART_ARC
(23,36),-0.934792 # DEPENDENCYPART_ARC
(24,1),-2.08457 # DEPENDENCYPART_ARC
(24,2),-2.33143 # DEPENDENCYPART_ARC
(24,3),-2.31282 # DEPENDENCYPART_ARC
(24,4),-2.39902 # DEPENDENCYPART_ARC
(24,5),-2.96571 # DEPENDENCYPART_ARC
(24,6),-2.40531 # DEPENDENCYPART_ARC
(24,7),-3.18464 # DEPENDENCYPART_ARC
(24,8),-1.30855 # DEPENDENCYPART_ARC
(24,9),-1.06386 # DEPENDENCYPART_ARC
(24,10),-2.30031 # DEPENDENCYPART_ARC
(24,11),-1.78559 # DEPENDENCYPART_ARC
(24,12),-1.08973 # DEPENDENCYPART_ARC
(24,13),-1.25256 # DEPENDENCYPART_ARC
(24,14),-1.09859 # DEPENDENCYPART_ARC
(24,15),-0.441929 # DEPENDENCYPART_ARC
(24,16),-0.740701 # DEPENDENCYPART_ARC
(24,17),-0.740115 # DEPENDENCYPART_ARC
(24,18),-0.96291 # DEPENDENCYPART_ARC
(24,19),-1.69754 # DEPENDENCYPART_ARC
(24,20),-0.0213922 # DEPENDENCYPART_ARC
(24,21),-0.155312 # DEPENDENCYPART_ARC
(24,22),-0.475729 # DEPENDENCYPART_ARC
(24,23),1.49682 # DEPENDENCYPART_ARC
(24,25),0.0971465 # DEPENDENCYPART_ARC
(24,26),-0.122932 # DEPENDENCYPART_ARC
(24,27),0.152959 # DEPENDENCYPART_ARC
(24,28),-0.0751411 # DEPENDENCYPART_ARC
(24,29),-0.299235 # DEPENDENCYPART_ARC
(24,30),-0.832761 # DEPENDENCYPART_ARC
(24,31),-1.36943 # DEPENDENCYPART_ARC
(24,32),-0.872834 # DEPENDENCYPART_ARC
(24,33),0.471951 # DEPENDENCYPART_ARC
(24,34),-2.14794 # DEPENDENCYPART_ARC
(24,35),1.92247 # DEPENDENCYPART_ARC
(24,36),0.0367772 # DEPENDENCYPART_ARC
(25,1),-5.39141 # DEPENDENCYPART_ARC
(25,2),-5.03914 # DEPENDENCYPART_ARC
(25,3),-5.01086 # DEPENDENCYPART_ARC
(25,4),-5.55498 # DEPENDENCYPART_ARC
(25,5),-3.35107 # DEPENDENCYPART_ARC
(25,6),-4.72965 # DEPENDENCYPART_ARC
(25,7),-3.50603 # DEPENDENCYPART_ARC
(25,8),-3.19176 # DEPENDENCYPART_ARC
(25,9),-4.04999 # DEPENDENCYPART_ARC
(25,10),-2.76284 # DEPENDENCYPART_ARC
(25,11),-2.40467 # DEPENDENCYPART_ARC
(25,12),-2.65071 # DEPENDENCYPART_ARC
(25,13),-3.44626 # DEPENDENCYPART_ARC
(25,14),-3.18363 # DEPENDENCYPART_ARC
(25,15),-3.37072 # DEPENDENCYPART_ARC
(25,16),-3.26603 # DEPENDENCYPART_ARC
(25,17),-3.40753 # DEPENDENCYPART_ARC
(25,18),-3.89111 # DEPENDENCYPART_ARC
(25,19),-1.96931 # DEPENDENCYPART_ARC
(25,20),-2.64863 # DEPENDENCYPART_ARC
(25,21),-2.79371 # DEPENDENCYPART_ARC
(25,22),-2.57496 # DEPENDENCYPART_ARC
(25,23),-1.17132 # DEPENDENCYPART_ARC
(25,24),0.146115 # DEPENDENCYPART_ARC
(25,26),-0.935174 # DEPENDENCYPART_ARC
(25,27),-1.64777 # DEPENDENCYPART_ARC
(25,28),-1.42437 # DEPENDENCYPART_ARC
(25,29),-1.86773 # DEPENDENCYPART_ARC
(25,30),-1.9477 # DEPENDENCYPART_ARC
(25,31),-1.65492 # DEPENDENCYPART_ARC
(25,32),-1.81481 # DEPENDENCYPART_ARC
(25,33),-1.35504 # DEPENDENCYPART_ARC
(25,34),-1.87581 # DEPENDENCYPART_ARC
(25,35),-4.28723 # DEPENDENCYPART_ARC
(25,36),-2.00939 # DEPENDENCYPART_ARC
(26,1),-6.43806 # DEPENDENCYPART_ARC
(26,2),-6.02589 # DEPENDENCYPART_ARC
(26,3),-6.03867 # DEPENDENCYPART_ARC
(26,4),-5.98227 # DEPENDENCYPART_ARC
(26,5),-4.81524 # DEPENDENCYPART_ARC
(26,6),-5.53562 # DEPENDENCYPART_ARC
(26,7),-4.57313 # DEPENDENCYPART_ARC
(26,8),-3.81209 # DEPENDENCYPART_ARC
(26,9),-4.57574 # DEPENDENCYPART_ARC
(26,10),-2.8099 # DEPENDENCYPART_ARC
(26,11),-3.26143 # DEPENDENCYPART_ARC
(26,12),-3.02252 # DEPENDENCYPART_ARC
(26,13),-3.44784 # DEPENDENCYPART_ARC
(26,14),-2.58458 # DEPENDENCYPART_ARC
(26,15),-4.08126 # DEPENDENCYPART_ARC
(26,16),-3.94369 # DEPENDENCYPART_ARC
(26,17),-4.24443 # DEPENDENCYPART_ARC
(26,18),-4.07158 # DEPENDENCYPART_ARC
(26,19),-3.48872 # DEPENDENCYPART_ARC
(26,20),-2.74662 # DEPENDENCYPART_ARC
(26,21),-3.3379 # DEPENDENCYPART_ARC
(26,22),-3.34016 # DEPENDENCYPART_ARC
(26,23),0.186086 # DEPENDENCYPART_ARC
(26,24),-0.751711 # DEPENDENCYPART_ARC
(26,25),-0.557691 # DEPENDENCYPART_ARC
(26,27),0.562186 # DEPENDENCYPART_ARC
(26,28),4.22441 # DEPENDENCYPART_ARC
(26,29),0.70543 # DEPENDENCYPART_ARC
(26,30),-1.20828 # DEPENDENCYPART_ARC
(26,31),-3.53396 # DEPENDENCYPART_ARC
(26,32),-2.95654 # DEPENDENCYPART_ARC
(26,33),-0.448318 # DEPENDENCYPART_ARC
(26,34),-5.02368 # DEPENDENCYPART_ARC
(26,35),-2.25731 # DEPENDENCYPART_ARC
(26,36),-2.00863 # DEPENDENCYPART_ARC
(27,1),-5.62951 # DEPENDENCYPART_ARC
(27,2),-5.99554 # DEPENDENCYPART_ARC
(27,3),-4.9566 # DEPENDENCYPART_ARC
(27,4),-6.11978 # DEPENDENCYPART_ARC
(27,5),-4.16175 # DEPENDENCYPART_ARC
(27,6),-6.00951 # DEPENDENCYPART_ARC
(27,7),-4.64407 # DEPENDENCYPART_ARC
(27,8),-4.54856 # DEPENDENCYPART_ARC
(27,9),-4.6296 # DEPENDENCYPART_ARC
(27,10),-3.65887 # DEPENDENCYPART_ARC
(27,11),-4.45271 # DEPENDENCYPART_ARC
(27,12),-2.84677 # DEPENDENCYPART_ARC
(27,13),-4.70893 # DEPENDENCYPART_ARC
(27,14),-3.91063 # DEPENDENCYPART_ARC
(27,15),-3.75491 # DEPENDENCYPART_ARC
(27,16),-4.54133 # DEPENDENCYPART_ARC
(27,17),-3.78514 # DEPENDENCYPART_ARC
(27,18),-5.08847 # DEPENDENCYPART_ARC
(27,19),-2.62117 # DEPENDENCYPART_ARC
(27,20),-3.04814 # DEPENDENCYPART_ARC
(27,21),-4.14969 # DEPENDENCYPART_ARC
(27,22),-2.8622 # DEPENDENCYPART_ARC
(27,23),-1.282 # DEPENDENCYPART_ARC
(27,24),-1.14441 # DEPENDENCYPART_ARC
(27,25),-0.888866 # DEPENDENCYPART_ARC
(27,26),-0.877056 # DEPENDENCYPART_ARC
(27,28),0.355281 # DEPENDENCYPART_ARC
(27,29),-0.409561 # DEPENDENCYPART_ARC
(27,30),0.00387355 # DEPENDENCYPART_ARC
(27,31),-2.41935 # DEPENDENCYPART_ARC
(27,32),-3.31383 # DEPENDENCYPART_ARC
(27,33),-0.953532 # DEPENDENCYPART_ARC
(27,34),-2.84934 # DEPENDENCYPART_ARC
(27,35),-4.45198 # DEPENDENCYPART_ARC
(27,36),-2.43533 # DEPENDENCYPART_ARC
(28,1),-7.84433 # DEPENDENCYPART_ARC
(28,2),-7.76689 # DEPENDENCYPART_ARC
(28,3),-8.05568 # DEPENDENCYPART_ARC
(28,4),-8.21026 # DEPENDENCYPART_ARC
(28,5),-3.63214 # DEPENDENCYPART_ARC
(28,6),-7.92013 # DEPENDENCYPART_ARC
(28,7),-4.42049 # DEPENDENCYPART_ARC
(28,8),-4.37175 # DEPENDENCYPART_ARC
(28,9),-6.47775 # DEPENDENCYPART_ARC
(28,10),-2.21418 # DEPENDENCYPART_ARC
(28,11),-4.54894 # DEPENDENCYPART_ARC
(28,12),-1.73614 # DEPENDENCYPART_ARC
(28,13),-5.9342 # DEPENDENCYPART_ARC
(28,14),-4.68376 # DEPENDENCYPART_ARC
(28,15),-5.2981 # DEPENDENCYPART_ARC
(28,16),-5.54789 # DEPENDENCYPART_ARC
(28,17),-4.68112 # DEPENDENCYPART_ARC
(28,18),-4.69096 # DEPENDENCYPART_ARC
(28,19),-1.52994 # DEPENDENCYPART_ARC
(28,20),-4.33634 # DEPENDENCYPART_ARC
(28,21),-4.27415 # DEPENDENCYPART_ARC
(28,22),-3.67667 # DEPENDENCYPART_ARC
(28,23),-0.311842 # DEPENDENCYPART_ARC
(28,24),-0.332535 # DEPENDENCYPART_ARC
(28,25),-1.75392 # DEPENDENCYPART_ARC
(28,26),0.242851 # DEPENDENCYPART_ARC
(28,27),4.53562 # DEPENDENCYPART_ARC
(28,29),2.31554 # DEPENDENCYPART_ARC
(28,30),1.1817 # DEPENDENCYPART_ARC
