# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(20,5),-1.24512 # DEPENDENCYPART_ARC
(20,6),-4.47426 # DEPENDENCYPART_ARC
(20,7),-4.91961 # DEPENDENCYPART_ARC
(20,8),-7.00689 # DEPENDENCYPART_ARC
(20,9),-3.42655 # DEPENDENCYPART_ARC
(20,10),-1.12097 # DEPENDENCYPART_ARC
(20,11),-3.06103 # DEPENDENCYPART_ARC
(20,12),-5.09544 # DEPENDENCYPART_ARC
(20,13),-1.70305 # DEPENDENCYPART_ARC
(20,14),-2.00504 # DEPENDENCYPART_ARC
(20,15),-4.28342 # DEPENDENCYPART_ARC
(20,16),-0.715529 # DEPENDENCYPART_ARC
(20,17),-1.57949 # DEPENDENCYPART_ARC
(20,18),0.237783 # DEPENDENCYPART_ARC
(20,19),6.31332 # DEPENDENCYPART_ARC
(20,21),0.158961 # DEPENDENCYPART_ARC
(20,22),-0.692241 # DEPENDENCYPART_ARC
(20,23),-1.27901 # DEPENDENCYPART_ARC
(20,24),-1.47431 # DEPENDENCYPART_ARC
(20,25),-1.18914 # DEPENDENCYPART_ARC
(20,26),-2.06724 # DEPENDENCYPART_ARC
(21,1),1.52618 # DEPENDENCYPART_ARC
(21,2),0.183684 # DEPENDENCYPART_ARC
(21,3),-1.13837 # DEPENDENCYPART_ARC
(21,4),1.26931 # DEPENDENCYPART_ARC
(21,5),-0.695575 # DEPENDENCYPART_ARC
(21,6),-1.6756 # DEPENDENCYPART_ARC
(21,7),-1.90786 # DEPENDENCYPART_ARC
(21,8),0.16464 # DEPENDENCYPART_ARC
(21,9),-4.27589 # DEPENDENCYPART_ARC
(21,10),0.27503 # DEPENDENCYPART_ARC
(21,11),-5.09765 # DEPENDENCYPART_ARC
(21,12),-3.75859 # DEPENDENCYPART_ARC
(21,13),-0.154469 # DEPENDENCYPART_ARC
(21,14),-0.362906 # DEPENDENCYPART_ARC
(21,15),0.338842 # DEPENDENCYPART_ARC
(21,16),2.16943 # DEPENDENCYPART_ARC
(21,17),2.55194 # DEPENDENCYPART_ARC
(21,18),2.84327 # DEPENDENCYPART_ARC
(21,19),-1.63662 # DEPENDENCYPART_ARC
(21,20),3.485 # DEPENDENCYPART_ARC
(21,22),2.37903 # DEPENDENCYPART_ARC
(21,23),0.501971 # DEPENDENCYPART_ARC
(21,24),2.81045 # DEPENDENCYPART_ARC
(21,25),0.671296 # DEPENDENCYPART_ARC
(21,26),-0.266895 # DEPENDENCYPART_ARC
(22,1),-3.53223 # DEPENDENCYPART_ARC
(22,2),-4.59482 # DEPENDENCYPART_ARC
(22,3),-2.37183 # DEPENDENCYPART_ARC
(22,4),-3.04462 # DEPENDENCYPART_ARC
(22,5),-2.33016 # DEPENDENCYPART_ARC
(22,6),-4.12293 # DEPENDENCYPART_ARC
(22,7),-4.19202 # DEPENDENCYPART_ARC
(22,8),-3.71808 # DEPENDENCYPART_ARC
(22,9),-4.49729 # DEPENDENCYPART_ARC
(22,10),-1.37452 # DEPENDENCYPART_ARC
(22,11),-4.86681 # DEPENDENCYPART_ARC
(22,12),-4.57193 # DEPENDENCYPART_ARC
(22,13),-2.38744 # DEPENDENCYPART_ARC
(22,14),-3.46019 # DEPENDENCYPART_ARC
(22,15),-2.87038 # DEPENDENCYPART_ARC
(22,16),-1.40193 # DEPENDENCYPART_ARC
(22,17),-1.15852 # DEPENDENCYPART_ARC
(22,18),0.0295207 # DEPENDENCYPART_ARC
(22,19),-0.67999 # DEPENDENCYPART_ARC
(22,20),-1.40751 # DEPENDENCYPART_ARC
(22,21),-2.40956 # DEPENDENCYPART_ARC
(22,23),-0.378238 # DEPENDENCYPART_ARC
(22,24),-0.165943 # DEPENDENCYPART_ARC
(22,25),-0.763461 # DEPENDENCYPART_ARC
(22,26),-0.689681 # DEPENDENCYPART_ARC
(23,1),-3.48489 # DEPENDENCYPART_ARC
(23,2),-4.72137 # DEPENDENCYPART_ARC
(23,3),-2.40791 # DEPENDENCYPART_ARC
(23,4),-3.07109 # DEPENDENCYPART_ARC
(23,5),-2.41399 # DEPENDENCYPART_ARC
(23,6),-4.01612 # DEPENDENCYPART_ARC
(23,7),-4.1754 # DEPENDENCYPART_ARC
(23,8),-3.86072 # DEPENDENCYPART_ARC
(23,9),-4.43769 # DEPENDENCYPART_ARC
(23,10),-1.50452 # DEPENDENCYPART_ARC
(23,11),-4.83061 # DEPENDENCYPART_ARC
(23,12),-4.76368 # DEPENDENCYPART_ARC
(23,13),-2.61237 # DEPENDENCYPART_ARC
(23,14),-3.46152 # DEPENDENCYPART_ARC
(23,15),-2.8646 # DEPENDENCYPART_ARC
(23,16),-1.73208 # DEPENDENCYPART_ARC
(23,17),-1.42538 # DEPENDENCYPART_ARC
(23,18),-0.201666 # DEPENDENCYPART_ARC
(23,19),-0.898178 # DEPENDENCYPART_ARC
(23,20),-1.86866 # DEPENDENCYPART_ARC
(23,21),-2.7808 # DEPENDENCYPART_ARC
(23,22),-0.0616809 # DEPENDENCYPART_ARC
(23,24),-0.443809 # DEPENDENCYPART_ARC
(23,25),-0.660297 # DEPENDENCYPART_ARC
(23,26),-0.498133 # DEPENDENCYPART_ARC
(24,1),-6.52425 # DEPENDENCYPART_ARC
(24,2),-4.80169 # DEPENDENCYPART_ARC
(24,3),-4.77051 # DEPENDENCYPART_ARC
(24,4),-7.60071 # DEPENDENCYPART_ARC
(24,5),-1.28666 # DEPENDENCYPART_ARC
(24,6),-4.01586 # DEPENDENCYPART_ARC
(24,7),-4.76966 # DEPENDENCYPART_ARC
(24,8),-7.23213 # DEPENDENCYPART_ARC
(24,9),-4.65601 # DEPENDENCYPART_ARC
(24,10),-1.41087 # DEPENDENCYPART_ARC
(24,11),-3.41085 # DEPENDENCYPART_ARC
(24,12),-7.00511 # DEPENDENCYPART_ARC
(24,13),-2.33002 # DEPENDENCYPART_ARC
(24,14),-2.45105 # DEPENDENCYPART_ARC
(24,15),-3.14663 # DEPENDENCYPART_ARC
(24,16),-1.29392 # DEPENDENCYPART_ARC
(24,17),-3.86612 # DEPENDENCYPART_ARC
(24,18),0.305531 # DEPENDENCYPART_ARC
(24,19),2.56545 # DEPENDENCYPART_ARC
(24,20),-3.02983 # DEPENDENCYPART_ARC
(24,21),-3.0665 # DEPENDENCYPART_ARC
(24,22),4.72952 # DEPENDENCYPART_ARC
(24,23),4.92521 # DEPENDENCYPART_ARC
(24,25),3.27217 # DEPENDENCYPART_ARC
(24,26),0.315667 # DEPENDENCYPART_ARC
(25,1),-7.14269 # DEPENDENCYPART_ARC
(25,2),-8.00409 # DEPENDENCYPART_ARC
(25,3),-5.76419 # DEPENDENCYPART_ARC
(25,4),-8.65861 # DEPENDENCYPART_ARC
(25,5),-2.0277 # DEPENDENCYPART_ARC
(25,6),-5.05924 # DEPENDENCYPART_ARC
(25,7),-5.51053 # DEPENDENCYPART_ARC
(25,8),-9.40854 # DEPENDENCYPART_ARC
(25,9),-6.25007 # DEPENDENCYPART_ARC
(25,10),-1.92861 # DEPENDENCYPART_ARC
(25,11),-3.04774 # DEPENDENCYPART_ARC
(25,12),-7.39222 # DEPENDENCYPART_ARC
(25,13),-2.86694 # DEPENDENCYPART_ARC
(25,14),-2.99152 # DEPENDENCYPART_ARC
(25,15),-4.93403 # DEPENDENCYPART_ARC
(25,16),-1.87388 # DEPENDENCYPART_ARC
(25,17),-3.25148 # DEPENDENCYPART_ARC
(25,18),-1.2277 # DEPENDENCYPART_ARC
(25,19),0.514398 # DEPENDENCYPART_ARC
(25,20),-3.44476 # DEPENDENCYPART_ARC
(25,21),-4.42982 # DEPENDENCYPART_ARC
(25,22),1.22757 # DEPENDENCYPART_ARC
(25,23),1.88911 # DEPENDENCYPART_ARC
(25,24),-1.24 # DEPENDENCYPART_ARC
(25,26),-0.0220809 # DEPENDENCYPART_ARC
(26,1),-5.59011 # DEPENDENCYPART_ARC
(26,2),-7.44442 # DEPENDENCYPART_ARC
(26,3),-4.94105 # DEPENDENCYPART_ARC
(26,4),-6.97451 # DEPENDENCYPART_ARC
(26,5),-5.74651 # DEPENDENCYPART_ARC
(26,6),-4.90764 # DEPENDENCYPART_ARC
(26,7),-5.02926 # DEPENDENCYPART_ARC
(26,8),-6.34086 # DEPENDENCYPART_ARC
(26,9),-4.87512 # DEPENDENCYPART_ARC
(26,10),-4.94054 # DEPENDENCYPART_ARC
(26,11),-4.28711 # DEPENDENCYPART_ARC
(26,12),-5.17474 # DEPENDENCYPART_ARC
(26,13),-4.30233 # DEPENDENCYPART_ARC
(26,14),-4.0322 # DEPENDENCYPART_ARC
(26,15),-4.27335 # DEPENDENCYPART_ARC
(26,16),-3.76581 # DEPENDENCYPART_ARC
(26,17),-3.64561 # DEPENDENCYPART_ARC
(26,18),-4.21694 # DEPENDENCYPART_ARC
(26,19),-3.04485 # DEPENDENCYPART_ARC
(26,20),-4.17893 # DEPENDENCYPART_ARC
(26,21),-3.94122 # DEPENDENCYPART_ARC
(26,22),-3.02489 # DEPENDENCYPART_ARC
(26,23),-2.96063 # DEPENDENCYPART_ARC
(26,24),-3.28227 # DEPENDENCYPART_ARC
(26,25),-2.93758 # DEPENDENCYPART_ARC
