# _root_ Hlavním bodem je turnaj ve streetballu , což je jakási uliční varianta basketbalu na jeden koš pro zpravidla tříčlenná družstva , která si našla do Evropy cestu z USA .
#goldHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,13,19,20,17,24,24,24,12,24,25,24,24,28,0,
#predictedHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,16,19,20,17,24,24,24,20,24,25,24,27,28,0,
(17,11),-3.2044 # DEPENDENCYPART_ARC
(17,12),-3.68464 # DEPENDENCYPART_ARC
(17,13),-1.36282 # DEPENDENCYPART_ARC
(17,14),-1.24191 # DEPENDENCYPART_ARC
(17,15),-0.652785 # DEPENDENCYPART_ARC
(17,16),-0.432524 # DEPENDENCYPART_ARC
(17,18),1.22065 # DEPENDENCYPART_ARC
(17,19),1.56178 # DEPENDENCYPART_ARC
(17,20),3.61259 # DEPENDENCYPART_ARC
(17,21),0.420242 # DEPENDENCYPART_ARC
(17,22),-2.38773 # DEPENDENCYPART_ARC
(17,23),-1.08351 # DEPENDENCYPART_ARC
(17,24),-1.20213 # DEPENDENCYPART_ARC
(17,25),-0.795363 # DEPENDENCYPART_ARC
(17,26),-4.62097 # DEPENDENCYPART_ARC
(17,27),-2.20104 # DEPENDENCYPART_ARC
(17,28),-1.17482 # DEPENDENCYPART_ARC
(17,29),-4.60543 # DEPENDENCYPART_ARC
(17,30),-1.63612 # DEPENDENCYPART_ARC
(18,1),-2.89785 # DEPENDENCYPART_ARC
(18,2),-2.97208 # DEPENDENCYPART_ARC
(18,3),-2.32236 # DEPENDENCYPART_ARC
(18,4),-2.37069 # DEPENDENCYPART_ARC
(18,5),-2.59816 # DEPENDENCYPART_ARC
(18,6),-1.80853 # DEPENDENCYPART_ARC
(18,7),-1.64534 # DEPENDENCYPART_ARC
(18,8),-1.57652 # DEPENDENCYPART_ARC
(18,9),-1.66153 # DEPENDENCYPART_ARC
(18,10),-1.53268 # DEPENDENCYPART_ARC
(18,11),-1.78631 # DEPENDENCYPART_ARC
(18,12),-1.59995 # DEPENDENCYPART_ARC
(18,13),-1.33265 # DEPENDENCYPART_ARC
(18,14),-1.0911 # DEPENDENCYPART_ARC
(18,15),-0.818189 # DEPENDENCYPART_ARC
(18,16),-0.722708 # DEPENDENCYPART_ARC
(18,17),-0.40228 # DEPENDENCYPART_ARC
(18,19),0.0590318 # DEPENDENCYPART_ARC
(18,20),-0.000186272 # DEPENDENCYPART_ARC
(18,21),-0.598262 # DEPENDENCYPART_ARC
(18,22),-1.24616 # DEPENDENCYPART_ARC
(18,23),-1.42235 # DEPENDENCYPART_ARC
(18,24),-0.903744 # DEPENDENCYPART_ARC
(18,25),-1.36079 # DEPENDENCYPART_ARC
(18,26),-2.65761 # DEPENDENCYPART_ARC
(18,27),-2.7449 # DEPENDENCYPART_ARC
(18,28),-2.00045 # DEPENDENCYPART_ARC
(18,29),-3.03761 # DEPENDENCYPART_ARC
(18,30),-2.10794 # DEPENDENCYPART_ARC
(19,1),-5.00958 # DEPENDENCYPART_ARC
(19,2),-2.90124 # DEPENDENCYPART_ARC
(19,3),-3.36677 # DEPENDENCYPART_ARC
(19,4),-5.29231 # DEPENDENCYPART_ARC
(19,5),-1.88434 # DEPENDENCYPART_ARC
(19,6),-4.50122 # DEPENDENCYPART_ARC
(19,7),-1.85084 # DEPENDENCYPART_ARC
(19,8),-1.9504 # DEPENDENCYPART_ARC
(19,9),-2.74901 # DEPENDENCYPART_ARC
(19,10),-2.92117 # DEPENDENCYPART_ARC
(19,11),-5.07413 # DEPENDENCYPART_ARC
(19,12),-4.48894 # DEPENDENCYPART_ARC
(19,13),-3.89401 # DEPENDENCYPART_ARC
(19,14),-0.36496 # DEPENDENCYPART_ARC
(19,15),-2.13273 # DEPENDENCYPART_ARC
(19,16),-1.49639 # DEPENDENCYPART_ARC
(19,17),-0.143101 # DEPENDENCYPART_ARC
(19,18),2.42273 # DEPENDENCYPART_ARC
(19,20),-0.497748 # DEPENDENCYPART_ARC
(19,21),-0.27272 # DEPENDENCYPART_ARC
(19,22),-3.68429 # DEPENDENCYPART_ARC
(19,23),-0.291173 # DEPENDENCYPART_ARC
(19,24),-1.78072 # DEPENDENCYPART_ARC
(19,25),-1.04671 # DEPENDENCYPART_ARC
(19,26),-3.09165 # DEPENDENCYPART_ARC
(19,27),-4.41419 # DEPENDENCYPART_ARC
(19,28),-1.36854 # DEPENDENCYPART_ARC
(19,29),-3.88389 # DEPENDENCYPART_ARC
(19,30),-2.05238 # DEPENDENCYPART_ARC
(20,1),-5.9416 # DEPENDENCYPART_ARC
(20,2),-6.08531 # DEPENDENCYPART_ARC
(20,3),-2.87275 # DEPENDENCYPART_ARC
(20,4),-6.26933 # DEPENDENCYPART_ARC
(20,5),-2.8987 # DEPENDENCYPART_ARC
(20,6),-5.43795 # DEPENDENCYPART_ARC
(20,7),-1.50201 # DEPENDENCYPART_ARC
(20,8),-3.03752 # DEPENDENCYPART_ARC
(20,9),-2.13672 # DEPENDENCYPART_ARC
(20,10),-3.09166 # DEPENDENCYPART_ARC
(20,11),-4.40725 # DEPENDENCYPART_ARC
(20,12),-5.20563 # DEPENDENCYPART_ARC
(20,13),-3.10254 # DEPENDENCYPART_ARC
(20,14),-0.95967 # DEPENDENCYPART_ARC
(20,15),0.750184 # DEPENDENCYPART_ARC
(20,16),-1.27279 # DEPENDENCYPART_ARC
(20,17),-0.665987 # DEPENDENCYPART_ARC
(20,18),1.12273 # DEPENDENCYPART_ARC
(20,19),4.52432 # DEPENDENCYPART_ARC
(20,21),0.130296 # DEPENDENCYPART_ARC
(20,22),-2.34807 # DEPENDENCYPART_ARC
(20,23),-0.173742 # DEPENDENCYPART_ARC
(20,24),1.64155 # DEPENDENCYPART_ARC
(20,25),-0.439295 # DEPENDENCYPART_ARC
(20,26),-0.693392 # DEPENDENCYPART_ARC
(20,27),-2.23287 # DEPENDENCYPART_ARC
(20,28),-0.121172 # DEPENDENCYPART_ARC
(20,29),-1.68737 # DEPENDENCYPART_ARC
(20,30),-2.75681 # DEPENDENCYPART_ARC
(21,1),-3.56176 # DEPENDENCYPART_ARC
(21,2),-3.65631 # DEPENDENCYPART_ARC
(21,3),-1.51382 # DEPENDENCYPART_ARC
(21,4),-2.53396 # DEPENDENCYPART_ARC
(21,5),-2.96813 # DEPENDENCYPART_ARC
(21,6),-2.23736 # DEPENDENCYPART_ARC
(21,7),-1.34883 # DEPENDENCYPART_ARC
(21,8),-2.08737 # DEPENDENCYPART_ARC
(21,9),-1.0036 # DEPENDENCYPART_ARC
(21,10),-2.0508 # DEPENDENCYPART_ARC
(21,11),-2.1531 # DEPENDENCYPART_ARC
(21,12),-1.82585 # DEPENDENCYPART_ARC
(21,13),-1.86113 # DEPENDENCYPART_ARC
(21,14),-1.7322 # DEPENDENCYPART_ARC
(21,15),-1.4949 # DEPENDENCYPART_ARC
(21,16),-1.3568 # DEPENDENCYPART_ARC
(21,17),-1.38802 # DEPENDENCYPART_ARC
(21,18),-1.14294 # DEPENDENCYPART_ARC
(21,19),-1.42072 # DEPENDENCYPART_ARC
(21,20),-1.0892 # DEPENDENCYPART_ARC
(21,22),-1.04202 # DEPENDENCYPART_ARC
(21,23),-1.02989 # DEPENDENCYPART_ARC
(21,24),0.101838 # DEPENDENCYPART_ARC
(21,25),-1.77969 # DEPENDENCYPART_ARC
(21,26),-2.181 # DEPENDENCYPART_ARC
(21,27),-2.1771 # DEPENDENCYPART_ARC
(21,28),-2.13412 # DEPENDENCYPART_ARC
(21,29),-3.05526 # DEPENDENCYPART_ARC
(21,30),-1.21084 # DEPENDENCYPART_ARC
(22,1),-5.68782 # DEPENDENCYPART_ARC
(22,2),-4.67722 # DEPENDENCYPART_ARC
(22,3),-2.93093 # DEPENDENCYPART_ARC
(22,4),-3.59251 # DEPENDENCYPART_ARC
(22,5),-2.07808 # DEPENDENCYPART_ARC
(22,6),-4.05423 # DEPENDENCYPART_ARC
(22,7),-2.22986 # DEPENDENCYPART_ARC
(22,8),-2.65203 # DEPENDENCYPART_ARC
(22,9),-2.54983 # DEPENDENCYPART_ARC
(22,10),-1.74819 # DEPENDENCYPART_ARC
(22,11),-2.28057 # DEPENDENCYPART_ARC
(22,12),-2.63455 # DEPENDENCYPART_ARC
(22,13),-3.16441 # DEPENDENCYPART_ARC
(22,14),-1.14275 # DEPENDENCYPART_ARC
(22,15),-2.74653 # DEPENDENCYPART_ARC
(22,16),-3.23873 # DEPENDENCYPART_ARC
(22,17),-0.798742 # DEPENDENCYPART_ARC
(22,18),-0.657816 # DEPENDENCYPART_ARC
(22,19),-3.91385 # DEPENDENCYPART_ARC
(22,20),-2.8724 # DEPENDENCYPART_ARC
(22,21),-0.233946 # DEPENDENCYPART_ARC
(22,23),0.740444 # DEPENDENCYPART_ARC
(22,24),-0.113559 # DEPENDENCYPART_ARC
(22,25),0.0859735 # DEPENDENCYPART_ARC
(22,26),-1.00975 # DEPENDENCYPART_ARC
(22,27),-1.65024 # DEPENDENCYPART_ARC
(22,28),0.246677 # DEPENDENCYPART_ARC
(22,29),-1.33402 # DEPENDENCYPART_ARC
(22,30),-0.491266 # DEPENDENCYPART_ARC
(23,1),-5.25842 # DEPENDENCYPART_ARC
(23,2),-4.77524 # DEPENDENCYPART_ARC
(23,3),-3.70195 # DEPENDENCYPART_ARC
(23,4),-4.5343 # DEPENDENCYPART_ARC
(23,5),-2.6732 # DEPENDENCYPART_ARC
(23,6),-4.21257 # DEPENDENCYPART_ARC
(23,7),-2.8419 # DEPENDENCYPART_ARC
(23,8),-3.09099 # DEPENDENCYPART_ARC
(23,9),-3.31671 # DEPENDENCYPART_ARC
(23,10),-3.40408 # DEPENDENCYPART_ARC
(23,11),-4.02461 # DEPENDENCYPART_ARC
(23,12),-3.72947 # DEPENDENCYPART_ARC
(23,13),-3.45995 # DEPENDENCYPART_ARC
(23,14),-1.84445 # DEPENDENCYPART_ARC
(23,15),-2.94366 # DEPENDENCYPART_ARC
(23,16),-3.23383 # DEPENDENCYPART_ARC
(23,17),-1.65195 # DEPENDENCYPART_ARC
(23,18),-1.57541 # DEPENDENCYPART_ARC
(23,19),-3.24148 # DEPENDENCYPART_ARC
(23,20),-2.66521 # DEPENDENCYPART_ARC
(23,21),-1.23659 # DEPENDENCYPART_ARC
(23,22),-0.848054 # DEPENDENCYPART_ARC
(23,24),-3.05407 # DEPENDENCYPART_ARC
(23,25),-1.93404 # DEPENDENCYPART_ARC
(23,26),-3.43398 # DEPENDENCYPART_ARC
(23,27),-3.26426 # DEPENDENCYPART_ARC
(23,28),-1.92336 # DEPENDENCYPART_ARC
(23,29),-4.06594 # DEPENDENCYPART_ARC
(23,30),-2.13574 # DEPENDENCYPART_ARC
(24,1),-4.13539 # DEPENDENCYPART_ARC
(24,2),-0.849626 # DEPENDENCYPART_ARC
(24,3),-3.2211 # DEPENDENCYPART_ARC
(24,4),0.108977 # DEPENDENCYPART_ARC
(24,5),-0.986576 # DEPENDENCYPART_ARC
(24,6),-2.83868 # DEPENDENCYPART_ARC
(24,7),1.32626 # DEPENDENCYPART_ARC
(24,8),0.666022 # DEPENDENCYPART_ARC
(24,9),-1.58162 # DEPENDENCYPART_ARC
(24,10),-0.666781 # DEPENDENCYPART_ARC
(24,11),-2.11057 # DEPENDENCYPART_ARC
(24,12),0.844691 # DEPENDENCYPART_ARC
(24,13),-2.45983 # DEPENDENCYPART_ARC
(24,14),-0.281285 # DEPENDENCYPART_ARC
(24,15),-0.582362 # DEPENDENCYPART_ARC
(24,16),0.270774 # DEPENDENCYPART_ARC
(24,17),-0.178114 # DEPENDENCYPART_ARC
(24,18),-0.443687 # DEPENDENCYPART_ARC
(24,19),-1.94761 # DEPENDENCYPART_ARC
(24,20),-1.25759 # DEPENDENCYPART_ARC
(24,21),2.37792 # DEPENDENCYPART_ARC
(24,22),3.41377 # DEPENDENCYPART_ARC
(24,23),3.94796 # DEPENDENCYPART_ARC
(24,25),2.79428 # DEPENDENCYPART_ARC
(24,26),-1.26578 # DEPENDENCYPART_ARC
(24,27),2.84777 # DEPENDENCYPART_ARC
(24,28),1.30508 # DEPENDENCYPART_ARC
(24,29),-1.51153 # DEPENDENCYPART_ARC
(24,30),-0.154426 # DEPENDENCYPART_ARC
(25,1),-3.7179 # DEPENDENCYPART_ARC
(25,2),-3.94958 # DEPENDENCYPART_ARC
(25,3),-4.20862 # DEPENDENCYPART_ARC
(25,4),-4.48414 # DEPENDENCYPART_ARC
(25,5),-4.15737 # DEPENDENCYPART_ARC
(25,6),-2.71371 # DEPENDENCYPART_ARC
(25,7),-2.84338 # DEPENDENCYPART_ARC
(25,8),-2.9671 # DEPENDENCYPART_ARC
(25,9),-3.91368 # DEPENDENCYPART_ARC
(25,10),-3.41971 # DEPENDENCYPART_ARC
(25,11),-3.78977 # DEPENDENCYPART_ARC
(25,12),-4.6885 # DEPENDENCYPART_ARC
(25,13),-3.11552 # DEPENDENCYPART_ARC
(25,14),-3.1842 # DEPENDENCYPART_ARC
(25,15),-2.61151 # DEPENDENCYPART_ARC
(25,16),-2.2409 # DEPENDENCYPART_ARC
(25,17),-2.43513 # DEPENDENCYPART_ARC
(25,18),-2.15119 # DEPENDENCYPART_ARC
(25,19),-2.95275 # DEPENDENCYPART_ARC
(25,20),-2.7517 # DEPENDENCYPART_ARC
(25,21),-0.668695 # DEPENDENCYPART_ARC
(25,22),-2.22379 # DEPENDENCYPART_ARC
(25,23),-1.1296 # DEPENDENCYPART_ARC
(25,24),-1.61208 # DEPENDENCYPART_ARC
(25,26),4.47733 # DEPENDENCYPART_ARC
(25,27),-1.13903 # DEPENDENCYPART_ARC
(25,28),-1.13083 # DEPENDENCYPART_ARC
(25,29),-1.11313 # DEPENDENCYPART_ARC
(25,30),-1.08349 # DEPENDENCYPART_ARC
(26,1),-9.90052 # DEPENDENCYPART_ARC
(26,2),-10.3192 # DEPENDENCYPART_ARC
(26,3),-4.12086 # DEPENDENCYPART_ARC
(26,4),-9.10446 # DEPENDENCYPART_ARC
(26,5),-4.20272 # DEPENDENCYPART_ARC
(26,6),-8.74411 # DEPENDENCYPART_ARC
(26,7),-3.07899 # DEPENDENCYPART_ARC
(26,8),-6.68719 # DEPENDENCYPART_ARC
(26,9),-3.53552 # DEPENDENCYPART_ARC
(26,10),-3.94651 # DEPENDENCYPART_ARC
(26,11),-4.80084 # DEPENDENCYPART_ARC
(26,12),-6.93278 # DEPENDENCYPART_ARC
(26,13),-5.78812 # DEPENDENCYPART_ARC
(26,14),-2.0924 # DEPENDENCYPART_ARC
(26,15),-4.59758 # DEPENDENCYPART_ARC
(26,16),-6.83718 # DEPENDENCYPART_ARC
(26,17),-2.31813 # DEPENDENCYPART_ARC
(26,18),-1.75461 # DEPENDENCYPART_ARC
(26,19),-7.51746 # DEPENDENCYPART_ARC
(26,20),-7.66532 # DEPENDENCYPART_ARC
(26,21),-1.45095 # DEPENDENCYPART_ARC
(26,22),-2.1395 # DEPENDENCYPART_ARC
(26,23),-4.32191 # DEPENDENCYPART_ARC
(26,24),-3.14772 # DEPENDENCYPART_ARC
(26,25),0.949578 # DEPENDENCYPART_ARC
(26,27),-2.1287 # DEPENDENCYPART_ARC
(26,28),-0.281907 # DEPENDENCYPART_ARC
(26,29),-0.809859 # DEPENDENCYPART_ARC
(26,30),-1.71952 # DEPENDENCYPART_ARC
(27,1),-8.37398 # DEPENDENCYPART_ARC
(27,2),-8.40785 # DEPENDENCYPART_ARC
(27,3),-3.58209 # DEPENDENCYPART_ARC
(27,4),-7.88374 # DEPENDENCYPART_ARC
(27,5),-4.20552 # DEPENDENCYPART_ARC
(27,6),-7.24197 # DEPENDENCYPART_ARC
(27,7),-2.99268 # DEPENDENCYPART_ARC
(27,8),-6.18141 # DEPENDENCYPART_ARC
(27,9),-2.92306 # DEPENDENCYPART_ARC
(27,10),-3.6144 # DEPENDENCYPART_ARC
(27,11),-4.84305 # DEPENDENCYPART_ARC
(27,12),-5.08164 # DEPENDENCYPART_ARC
(27,13),-5.47293 # DEPENDENCYPART_ARC
(27,14),-1.6328 # DEPENDENCYPART_ARC
(27,15),-1.39347 # DEPENDENCYPART_ARC
(27,16),-3.53252 # DEPENDENCYPART_ARC
(27,17),-1.89192 # DEPENDENCYPART_ARC
(27,18),-1.73423 # DEPENDENCYPART_ARC
(27,19),-3.99628 # DEPENDENCYPART_ARC
(27,20),-4.65931 # DEPENDENCYPART_ARC
(27,21),-1.42572 # DEPENDENCYPART_ARC
(27,22),-2.05895 # DEPENDENCYPART_ARC
(27,23),-3.84879 # DEPENDENCYPART_ARC
(27,24),-2.13253 # DEPENDENCYPART_ARC
(27,25),0.29361 # DEPENDENCYPART_ARC
(27,26),1.51325 # DEPENDENCYPART_ARC
(27,28),2.88001 # DEPENDENCYPART_ARC
(27,29),1.33625 # DEPENDENCYPART_ARC
(27,30),0.406299 # DEPENDENCYPART_ARC
(28,1),-3.72883 # DEPENDENCYPART_ARC
(28,2),-4.33008 # DEPENDENCYPART_ARC
(28,3),-4.34725 # DEPENDENCYPART_ARC
(28,4),-4.71863 # DEPENDENCYPART_ARC
(28,5),-4.19188 # DEPENDENCYPART_ARC
(28,6),-2.52299 # DEPENDENCYPART_ARC
(28,7),-3.16301 # DEPENDENCYPART_ARC
(28,8),-3.04773 # DEPENDENCYPART_ARC
(28,9),-4.00074 # DEPENDENCYPART_ARC
(28,10),-3.59262 # DEPENDENCYPART_ARC
(28,11),-3.92776 # DEPENDENCYPART_ARC
(28,12),-5.1072 # DEPENDENCYPART_ARC
(28,13),-3.28488 # DEPENDENCYPART_ARC
(28,14),-3.66806 # DEPENDENCYPART_ARC
(28,15),-2.88745 # DEPENDENCYPART_ARC
(28,16),-2.56542 # DEPENDENCYPART_ARC
(28,17),-3.11106 # DEPENDENCYPART_ARC
(28,18),-2.44555 # DEPENDENCYPART_ARC
(28,19),-3.07744 # DEPENDENCYPART_ARC
(28,20),-3.43435 # DEPENDENCYPART_ARC
(28,21),-1.38954 # DEPENDENCYPART_ARC
(28,22),-2.83962 # DEPENDENCYPART_ARC
(28,23),-2.04502 # DEPENDENCYPART_ARC
(28,24),-2.71006 # DEPENDENCYPART_ARC
(28,25),-1.3768 # DEPENDENCYPART_ARC
(28,26),-1.40229 # DEPENDENCYPART_ARC
(28,27),-0.734791 # DEPENDENCYPART_ARC
(28,29),3.87829 # DEPENDENCYPART_ARC
(28,30),-0.0368445 # DEPENDENCYPART_ARC
(29,1),-8.26698 # DEPENDENCYPART_ARC
(29,2),-9.29284 # DEPENDENCYPART_ARC
(29,3),-4.66154 # DEPENDENCYPART_ARC
(29,4),-7.53309 # DEPENDENCYPART_ARC
(29,5),-6.10533 # DEPENDENCYPART_ARC
(29,6),-8.46734 # DEPENDENCYPART_ARC
(29,7),-4.57342 # DEPENDENCYPART_ARC
(29,8),-7.94549 # DEPENDENCYPART_ARC
(29,9),-3.89914 # DEPENDENCYPART_ARC
(29,10),-7.15067 # DEPENDENCYPART_ARC
(29,11),-6.64619 # DEPENDENCYPART_ARC
(29,12),-6.42903 # DEPENDENCYPART_ARC
(29,13),-6.24995 # DEPENDENCYPART_ARC
(29,14),-2.98756 # DEPENDENCYPART_ARC
(29,15),-4.59289 # DEPENDENCYPART_ARC
(29,16),-6.43731 # DEPENDENCYPART_ARC
(29,17),-3.49555 # DEPENDENCYPART_ARC
(29,18),-3.60662 # DEPENDENCYPART_ARC
(29,19),-4.72685 # DEPENDENCYPART_ARC
(29,20),-6.16233 # DEPENDENCYPART_ARC
(29,21),-2.92734 # DEPENDENCYPART_ARC
(29,22),-5.59587 # DEPENDENCYPART_ARC
(29,23),-5.80472 # DEPENDENCYPART_ARC
(29,24),-4.94407 # DEPENDENCYPART_ARC
(29,25),-1.72718 # DEPENDENCYPART_ARC
(29,26),-1.24445 # DEPENDENCYPART_ARC
(29,27),-3.64729 # DEPENDENCYPART_ARC
(29,28),-0.992582 # DEPENDENCYPART_ARC
(29,30),-0.351832 # DEPENDENCYPART_ARC
(30,1),-6.35124 # DEPENDENCYPART_ARC
(30,2),-8.74474 # DEPENDENCYPART_ARC
(30,3),-6.51533 # DEPENDENCYPART_ARC
(30,4),-7.15625 # DEPENDENCYPART_ARC
(30,5),-6.58913 # DEPENDENCYPART_ARC
(30,6),-6.77408 # DEPENDENCYPART_ARC
(30,7),-6.7576 # DEPENDENCYPART_ARC
(30,8),-4.59642 # DEPENDENCYPART_ARC
(30,9),-5.9198 # DEPENDENCYPART_ARC
(30,10),-4.44125 # DEPENDENCYPART_ARC
(30,11),-4.85575 # DEPENDENCYPART_ARC
(30,12),-6.27418 # DEPENDENCYPART_ARC
(30,13),-5.95999 # DEPENDENCYPART_ARC
(30,14),-4.60347 # DEPENDENCYPART_ARC
(30,15),-4.10566 # DEPENDENCYPART_ARC
(30,16),-4.87357 # DEPENDENCYPART_ARC
(30,17),-4.22843 # DEPENDENCYPART_ARC
(30,18),-3.6238 # DEPENDENCYPART_ARC
(30,19),-4.31195 # DEPENDENCYPART_ARC
(30,20),-4.33423 # DEPENDENCYPART_ARC
(30,21),-3.49199 # DEPENDENCYPART_ARC
(30,22),-3.32386 # DEPENDENCYPART_ARC
(30,23),-3.32532 # DEPENDENCYPART_ARC
(30,24),-3.45369 # DEPENDENCYPART_ARC
(30,25),-3.29986 # DEPENDENCYPART_ARC
(30,26),-2.54234 # DEPENDENCYPART_ARC
(30,27),-2.69248 # DEPENDENCYPART_ARC
(30,28),-3.26995 # DEPENDENCYPART_ARC
(30,29),-1.96407 # DEPENDENCYPART_ARC
