# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,22,19,22,23,24,25,0,
(19,12),-1.82756 # DEPENDENCYPART_ARC
(19,13),-2.79854 # DEPENDENCYPART_ARC
(19,14),-5.49727 # DEPENDENCYPART_ARC
(19,15),-0.803268 # DEPENDENCYPART_ARC
(19,16),-2.50141 # DEPENDENCYPART_ARC
(19,17),-0.124137 # DEPENDENCYPART_ARC
(19,18),-1.63627 # DEPENDENCYPART_ARC
(19,20),-0.770197 # DEPENDENCYPART_ARC
(19,21),3.36143 # DEPENDENCYPART_ARC
(19,22),0.951996 # DEPENDENCYPART_ARC
(19,23),-2.63337 # DEPENDENCYPART_ARC
(19,24),0.256586 # DEPENDENCYPART_ARC
(19,25),-1.97669 # DEPENDENCYPART_ARC
(19,26),0.139998 # DEPENDENCYPART_ARC
(19,27),-2.51921 # DEPENDENCYPART_ARC
(20,1),-3.93361 # DEPENDENCYPART_ARC
(20,2),-4.7719 # DEPENDENCYPART_ARC
(20,3),-3.0441 # DEPENDENCYPART_ARC
(20,4),-4.1414 # DEPENDENCYPART_ARC
(20,5),-3.27298 # DEPENDENCYPART_ARC
(20,6),-2.75244 # DEPENDENCYPART_ARC
(20,7),-1.7382 # DEPENDENCYPART_ARC
(20,8),-2.83185 # DEPENDENCYPART_ARC
(20,9),-4.64411 # DEPENDENCYPART_ARC
(20,10),-4.71834 # DEPENDENCYPART_ARC
(20,11),-3.79782 # DEPENDENCYPART_ARC
(20,12),-2.59811 # DEPENDENCYPART_ARC
(20,13),-3.80091 # DEPENDENCYPART_ARC
(20,14),-2.0539 # DEPENDENCYPART_ARC
(20,15),-1.37351 # DEPENDENCYPART_ARC
(20,16),-3.11774 # DEPENDENCYPART_ARC
(20,17),-0.452717 # DEPENDENCYPART_ARC
(20,18),-2.36959 # DEPENDENCYPART_ARC
(20,19),-0.732656 # DEPENDENCYPART_ARC
(20,21),0.354128 # DEPENDENCYPART_ARC
(20,22),0.216384 # DEPENDENCYPART_ARC
(20,23),-2.33687 # DEPENDENCYPART_ARC
(20,24),-0.365868 # DEPENDENCYPART_ARC
(20,25),-2.42653 # DEPENDENCYPART_ARC
(20,26),-3.83059 # DEPENDENCYPART_ARC
(20,27),-1.47283 # DEPENDENCYPART_ARC
(21,1),-7.16163 # DEPENDENCYPART_ARC
(21,2),-3.67169 # DEPENDENCYPART_ARC
(21,3),-3.77913 # DEPENDENCYPART_ARC
(21,4),-7.66424 # DEPENDENCYPART_ARC
(21,5),-2.54967 # DEPENDENCYPART_ARC
(21,6),-4.71448 # DEPENDENCYPART_ARC
(21,7),-1.49538 # DEPENDENCYPART_ARC
(21,8),-4.36416 # DEPENDENCYPART_ARC
(21,9),-0.702057 # DEPENDENCYPART_ARC
(21,10),-3.94408 # DEPENDENCYPART_ARC
(21,11),-2.91466 # DEPENDENCYPART_ARC
(21,12),-2.38539 # DEPENDENCYPART_ARC
(21,13),-2.63246 # DEPENDENCYPART_ARC
(21,14),-5.04131 # DEPENDENCYPART_ARC
(21,15),-1.3668 # DEPENDENCYPART_ARC
(21,16),-2.67341 # DEPENDENCYPART_ARC
(21,17),-1.22382 # DEPENDENCYPART_ARC
(21,18),-2.28271 # DEPENDENCYPART_ARC
(21,19),-0.632097 # DEPENDENCYPART_ARC
(21,20),4.16163 # DEPENDENCYPART_ARC
(21,22),-0.274397 # DEPENDENCYPART_ARC
(21,23),-2.50465 # DEPENDENCYPART_ARC
(21,24),-0.197735 # DEPENDENCYPART_ARC
(21,25),-2.5181 # DEPENDENCYPART_ARC
(21,26),-0.850175 # DEPENDENCYPART_ARC
(21,27),-2.33311 # DEPENDENCYPART_ARC
(22,1),-2.48144 # DEPENDENCYPART_ARC
(22,2),-0.989916 # DEPENDENCYPART_ARC
(22,3),-0.751404 # DEPENDENCYPART_ARC
(22,4),1.10861 # DEPENDENCYPART_ARC
(22,5),-0.157342 # DEPENDENCYPART_ARC
(22,6),0.242423 # DEPENDENCYPART_ARC
(22,7),-0.142602 # DEPENDENCYPART_ARC
(22,8),0.877405 # DEPENDENCYPART_ARC
(22,9),-0.538851 # DEPENDENCYPART_ARC
(22,10),-0.166564 # DEPENDENCYPART_ARC
(22,11),0.255243 # DEPENDENCYPART_ARC
(22,12),0.289216 # DEPENDENCYPART_ARC
(22,13),-0.0840946 # DEPENDENCYPART_ARC
(22,14),1.66686 # DEPENDENCYPART_ARC
(22,15),1.56107 # DEPENDENCYPART_ARC
(22,16),0.583188 # DEPENDENCYPART_ARC
(22,17),0.505332 # DEPENDENCYPART_ARC
(22,18),2.50271 # DEPENDENCYPART_ARC
(22,19),1.73917 # DEPENDENCYPART_ARC
(22,20),1.95132 # DEPENDENCYPART_ARC
(22,21),3.40262 # DEPENDENCYPART_ARC
(22,23),1.44534 # DEPENDENCYPART_ARC
(22,24),1.12852 # DEPENDENCYPART_ARC
(22,25),0.868716 # DEPENDENCYPART_ARC
(22,26),1.07868 # DEPENDENCYPART_ARC
(22,27),-0.251064 # DEPENDENCYPART_ARC
(23,1),-5.95018 # DEPENDENCYPART_ARC
(23,2),-6.45954 # DEPENDENCYPART_ARC
(23,3),-3.91854 # DEPENDENCYPART_ARC
(23,4),-6.25203 # DEPENDENCYPART_ARC
(23,5),-3.28159 # DEPENDENCYPART_ARC
(23,6),-3.50895 # DEPENDENCYPART_ARC
(23,7),-3.16302 # DEPENDENCYPART_ARC
(23,8),-4.77552 # DEPENDENCYPART_ARC
(23,9),-7.12432 # DEPENDENCYPART_ARC
(23,10),-7.30787 # DEPENDENCYPART_ARC
(23,11),-5.69069 # DEPENDENCYPART_ARC
(23,12),-3.41385 # DEPENDENCYPART_ARC
(23,13),-3.97866 # DEPENDENCYPART_ARC
(23,14),-3.65786 # DEPENDENCYPART_ARC
(23,15),-1.48021 # DEPENDENCYPART_ARC
(23,16),-3.8577 # DEPENDENCYPART_ARC
(23,17),-1.94309 # DEPENDENCYPART_ARC
(23,18),-5.41573 # DEPENDENCYPART_ARC
(23,19),-5.04545 # DEPENDENCYPART_ARC
(23,20),-5.43382 # DEPENDENCYPART_ARC
(23,21),-5.0723 # DEPENDENCYPART_ARC
(23,22),-0.353862 # DEPENDENCYPART_ARC
(23,24),1.48983 # DEPENDENCYPART_ARC
(23,25),-1.74217 # DEPENDENCYPART_ARC
(23,26),-2.73717 # DEPENDENCYPART_ARC
(23,27),-0.00693141 # DEPENDENCYPART_ARC
(24,1),-3.52152 # DEPENDENCYPART_ARC
(24,2),-4.14815 # DEPENDENCYPART_ARC
(24,3),-4.61971 # DEPENDENCYPART_ARC
(24,4),-4.19813 # DEPENDENCYPART_ARC
(24,5),-3.51775 # DEPENDENCYPART_ARC
(24,6),-2.6093 # DEPENDENCYPART_ARC
(24,7),-3.87681 # DEPENDENCYPART_ARC
(24,8),-3.38162 # DEPENDENCYPART_ARC
(24,9),-3.80399 # DEPENDENCYPART_ARC
(24,10),-4.76204 # DEPENDENCYPART_ARC
(24,11),-3.41555 # DEPENDENCYPART_ARC
(24,12),-2.66922 # DEPENDENCYPART_ARC
(24,13),-2.96987 # DEPENDENCYPART_ARC
(24,14),-3.17714 # DEPENDENCYPART_ARC
(24,15),-2.0624 # DEPENDENCYPART_ARC
(24,16),-2.85776 # DEPENDENCYPART_ARC
(24,17),-1.92903 # DEPENDENCYPART_ARC
(24,18),-1.45231 # DEPENDENCYPART_ARC
(24,19),-2.68694 # DEPENDENCYPART_ARC
(24,20),-2.69833 # DEPENDENCYPART_ARC
(24,21),-2.93322 # DEPENDENCYPART_ARC
(24,22),-0.944416 # DEPENDENCYPART_ARC
(24,23),-0.593462 # DEPENDENCYPART_ARC
(24,25),4.29145 # DEPENDENCYPART_ARC
(24,26),-1.36467 # DEPENDENCYPART_ARC
(24,27),-0.615783 # DEPENDENCYPART_ARC
(25,1),-6.57146 # DEPENDENCYPART_ARC
(25,2),-3.68815 # DEPENDENCYPART_ARC
(25,3),-3.64846 # DEPENDENCYPART_ARC
(25,4),-8.04181 # DEPENDENCYPART_ARC
(25,5),-2.58257 # DEPENDENCYPART_ARC
(25,6),-6.29684 # DEPENDENCYPART_ARC
(25,7),-1.97086 # DEPENDENCYPART_ARC
(25,8),-4.7591 # DEPENDENCYPART_ARC
(25,9),-6.45975 # DEPENDENCYPART_ARC
(25,10),-7.43668 # DEPENDENCYPART_ARC
(25,11),-2.97014 # DEPENDENCYPART_ARC
(25,12),-2.95073 # DEPENDENCYPART_ARC
(25,13),-2.56586 # DEPENDENCYPART_ARC
(25,14),-5.1956 # DEPENDENCYPART_ARC
(25,15),-1.64468 # DEPENDENCYPART_ARC
(25,16),-3.08766 # DEPENDENCYPART_ARC
(25,17),-0.824351 # DEPENDENCYPART_ARC
(25,18),-2.41586 # DEPENDENCYPART_ARC
(25,19),-4.0474 # DEPENDENCYPART_ARC
(25,20),-3.48659 # DEPENDENCYPART_ARC
(25,21),-5.02782 # DEPENDENCYPART_ARC
(25,22),-1.12233 # DEPENDENCYPART_ARC
(25,23),-0.199316 # DEPENDENCYPART_ARC
(25,24),1.31541 # DEPENDENCYPART_ARC
(25,26),3.15432 # DEPENDENCYPART_ARC
(25,27),-0.0233706 # DEPENDENCYPART_ARC
(26,1),-6.74391 # DEPENDENCYPART_ARC
(26,2),-3.44616 # DEPENDENCYPART_ARC
(26,3),-3.63276 # DEPENDENCYPART_ARC
(26,4),-8.9093 # DEPENDENCYPART_ARC
(26,5),-2.74317 # DEPENDENCYPART_ARC
(26,6),-6.18631 # DEPENDENCYPART_ARC
(26,7),-2.32011 # DEPENDENCYPART_ARC
(26,8),-5.0359 # DEPENDENCYPART_ARC
(26,9),-4.26625 # DEPENDENCYPART_ARC
(26,10),-6.50106 # DEPENDENCYPART_ARC
(26,11),-2.69153 # DEPENDENCYPART_ARC
(26,12),-3.24451 # DEPENDENCYPART_ARC
(26,13),-2.7056 # DEPENDENCYPART_ARC
(26,14),-6.6746 # DEPENDENCYPART_ARC
(26,15),-1.40185 # DEPENDENCYPART_ARC
(26,16),-3.32693 # DEPENDENCYPART_ARC
(26,17),-1.68526 # DEPENDENCYPART_ARC
(26,18),-3.86006 # DEPENDENCYPART_ARC
(26,19),-2.56465 # DEPENDENCYPART_ARC
(26,20),-1.718 # DEPENDENCYPART_ARC
(26,21),-4.42951 # DEPENDENCYPART_ARC
(26,22),-0.476768 # DEPENDENCYPART_ARC
(26,23),-1.34032 # DEPENDENCYPART_ARC
(26,24),-0.427042 # DEPENDENCYPART_ARC
(26,25),-0.357256 # DEPENDENCYPART_ARC
(26,27),-0.155308 # DEPENDENCYPART_ARC
(27,1),-5.55167 # DEPENDENCYPART_ARC
(27,2),-6.66025 # DEPENDENCYPART_ARC
(27,3),-6.7561 # DEPENDENCYPART_ARC
(27,4),-5.94815 # DEPENDENCYPART_ARC
(27,5),-6.74855 # DEPENDENCYPART_ARC
(27,6),-5.54608 # DEPENDENCYPART_ARC
(27,7),-5.39851 # DEPENDENCYPART_ARC
(27,8),-5.52598 # DEPENDENCYPART_ARC
(27,9),-5.01076 # DEPENDENCYPART_ARC
(27,10),-5.9074 # DEPENDENCYPART_ARC
(27,11),-4.03364 # DEPENDENCYPART_ARC
(27,12),-3.87118 # DEPENDENCYPART_ARC
(27,13),-4.62181 # DEPENDENCYPART_ARC
(27,14),-4.78525 # DEPENDENCYPART_ARC
(27,15),-4.40359 # DEPENDENCYPART_ARC
(27,16),-4.50238 # DEPENDENCYPART_ARC
(27,17),-4.43633 # DEPENDENCYPART_ARC
(27,18),-3.67264 # DEPENDENCYPART_ARC
(27,19),-4.23633 # DEPENDENCYPART_ARC
(27,20),-3.97415 # DEPENDENCYPART_ARC
(27,21),-3.76066 # DEPENDENCYPART_ARC
(27,22),-3.98606 # DEPENDENCYPART_ARC
(27,23),-3.62201 # DEPENDENCYPART_ARC
(27,24),-3.35579 # DEPENDENCYPART_ARC
(27,25),-2.89072 # DEPENDENCYPART_ARC
(27,26),-3.10712 # DEPENDENCYPART_ARC
