# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,17,4,7,4,9,7,17,12,4,11,13,14,17,0,19,17,19,17,21,22,0,
(22,8),-4.66391 # DEPENDENCYPART_ARC
(22,9),-5.23078 # DEPENDENCYPART_ARC
(22,10),-1.8444 # DEPENDENCYPART_ARC
(22,11),-3.95938 # DEPENDENCYPART_ARC
(22,12),-3.62799 # DEPENDENCYPART_ARC
(22,13),-4.4561 # DEPENDENCYPART_ARC
(22,14),-3.01664 # DEPENDENCYPART_ARC
(22,15),-3.9664 # DEPENDENCYPART_ARC
(22,16),-0.716934 # DEPENDENCYPART_ARC
(22,17),-2.45483 # DEPENDENCYPART_ARC
(22,18),-2.5891 # DEPENDENCYPART_ARC
(22,19),-4.0556 # DEPENDENCYPART_ARC
(22,20),-3.10572 # DEPENDENCYPART_ARC
(22,21),-1.27288 # DEPENDENCYPART_ARC
(22,23),3.94968 # DEPENDENCYPART_ARC
(22,24),0.172465 # DEPENDENCYPART_ARC
(23,1),-3.47675 # DEPENDENCYPART_ARC
(23,2),-6.90743 # DEPENDENCYPART_ARC
(23,3),-8.4001 # DEPENDENCYPART_ARC
(23,4),-2.83822 # DEPENDENCYPART_ARC
(23,5),-3.72993 # DEPENDENCYPART_ARC
(23,6),-2.70107 # DEPENDENCYPART_ARC
(23,7),-4.37523 # DEPENDENCYPART_ARC
(23,8),-7.61162 # DEPENDENCYPART_ARC
(23,9),-9.42782 # DEPENDENCYPART_ARC
(23,10),-1.18877 # DEPENDENCYPART_ARC
(23,11),-3.63343 # DEPENDENCYPART_ARC
(23,12),-4.61047 # DEPENDENCYPART_ARC
(23,13),-8.46218 # DEPENDENCYPART_ARC
(23,14),-1.50168 # DEPENDENCYPART_ARC
(23,15),-7.39986 # DEPENDENCYPART_ARC
(23,16),-0.580179 # DEPENDENCYPART_ARC
(23,17),-1.31794 # DEPENDENCYPART_ARC
(23,18),-0.017205 # DEPENDENCYPART_ARC
(23,19),-5.82863 # DEPENDENCYPART_ARC
(23,20),-6.37298 # DEPENDENCYPART_ARC
(23,21),0.851981 # DEPENDENCYPART_ARC
(23,22),0.0514253 # DEPENDENCYPART_ARC
(23,24),0.505691 # DEPENDENCYPART_ARC
(24,1),-5.6121 # DEPENDENCYPART_ARC
(24,2),-4.81749 # DEPENDENCYPART_ARC
(24,3),-6.6683 # DEPENDENCYPART_ARC
(24,4),-4.84199 # DEPENDENCYPART_ARC
(24,5),-3.9585 # DEPENDENCYPART_ARC
(24,6),-3.97565 # DEPENDENCYPART_ARC
(24,7),-6.02716 # DEPENDENCYPART_ARC
(24,8),-4.35154 # DEPENDENCYPART_ARC
(24,9),-4.57198 # DEPENDENCYPART_ARC
(24,10),-4.66762 # DEPENDENCYPART_ARC
(24,11),-3.54919 # DEPENDENCYPART_ARC
(24,12),-5.06909 # DEPENDENCYPART_ARC
(24,13),-3.75584 # DEPENDENCYPART_ARC
(24,14),-4.55952 # DEPENDENCYPART_ARC
(24,15),-2.64783 # DEPENDENCYPART_ARC
(24,16),-3.28543 # DEPENDENCYPART_ARC
(24,17),-3.58783 # DEPENDENCYPART_ARC
(24,18),-3.59746 # DEPENDENCYPART_ARC
(24,19),-3.65479 # DEPENDENCYPART_ARC
(24,20),-3.38603 # DEPENDENCYPART_ARC
(24,21),-3.37447 # DEPENDENCYPART_ARC
(24,22),-3.52744 # DEPENDENCYPART_ARC
(24,23),-2.51156 # DEPENDENCYPART_ARC
