# _root_ Protože na výslechu svědka trvá státní zástupce i obhájce Lukáše Kužely , který měl Vopálenskou na objednávku zastřelit , musel předseda senátu projednávání nájemné vraždy znovu odročit .
#goldHeads=20,5,2,3,1,7,8,5,8,11,8,14,14,11,18,18,16,14,1,0,20,21,27,25,23,27,20,0,
#predictedHeads=20,5,2,3,1,7,8,5,8,11,9,14,14,11,14,18,16,14,1,0,20,21,27,25,23,27,20,0,
(19,1),-0.584696 # DEPENDENCYPART_ARC
(19,2),-1.39666 # DEPENDENCYPART_ARC
(19,3),-0.689887 # DEPENDENCYPART_ARC
(19,4),-0.754595 # DEPENDENCYPART_ARC
(19,5),-0.326976 # DEPENDENCYPART_ARC
(19,6),-1.85643 # DEPENDENCYPART_ARC
(19,7),-0.600102 # DEPENDENCYPART_ARC
(19,8),-0.382473 # DEPENDENCYPART_ARC
(19,9),-0.452823 # DEPENDENCYPART_ARC
(19,10),-0.391119 # DEPENDENCYPART_ARC
(19,11),-0.754124 # DEPENDENCYPART_ARC
(19,12),-0.049882 # DEPENDENCYPART_ARC
(19,13),-0.0623584 # DEPENDENCYPART_ARC
(19,14),0.151654 # DEPENDENCYPART_ARC
(19,15),0.0222826 # DEPENDENCYPART_ARC
(19,16),-0.08579 # DEPENDENCYPART_ARC
(19,17),0.690316 # DEPENDENCYPART_ARC
(19,18),0.231599 # DEPENDENCYPART_ARC
(19,20),-0.0675675 # DEPENDENCYPART_ARC
(19,21),-1.125 # DEPENDENCYPART_ARC
(19,22),-1.63595 # DEPENDENCYPART_ARC
(19,23),-2.04282 # DEPENDENCYPART_ARC
(19,24),-1.35529 # DEPENDENCYPART_ARC
(19,25),-2.70303 # DEPENDENCYPART_ARC
(19,26),-1.35046 # DEPENDENCYPART_ARC
(19,27),-1.45929 # DEPENDENCYPART_ARC
(19,28),-1.04019 # DEPENDENCYPART_ARC
(20,1),2.51841 # DEPENDENCYPART_ARC
(20,2),0.307345 # DEPENDENCYPART_ARC
(20,3),-1.38738 # DEPENDENCYPART_ARC
(20,4),-2.90661 # DEPENDENCYPART_ARC
(20,5),-1.32618 # DEPENDENCYPART_ARC
(20,6),-2.19336 # DEPENDENCYPART_ARC
(20,7),-0.171822 # DEPENDENCYPART_ARC
(20,8),-0.0272619 # DEPENDENCYPART_ARC
(20,9),1.13955 # DEPENDENCYPART_ARC
(20,10),-2.47203 # DEPENDENCYPART_ARC
(20,11),-2.12123 # DEPENDENCYPART_ARC
(20,12),0.571344 # DEPENDENCYPART_ARC
(20,13),1.24785 # DEPENDENCYPART_ARC
(20,14),-0.791984 # DEPENDENCYPART_ARC
(20,15),0.772119 # DEPENDENCYPART_ARC
(20,16),0.619202 # DEPENDENCYPART_ARC
(20,17),0.677254 # DEPENDENCYPART_ARC
(20,18),1.47734 # DEPENDENCYPART_ARC
(20,19),0.572227 # DEPENDENCYPART_ARC
(20,21),2.26144 # DEPENDENCYPART_ARC
(20,22),0.439073 # DEPENDENCYPART_ARC
(20,23),1.61049 # DEPENDENCYPART_ARC
(20,24),-2.91813 # DEPENDENCYPART_ARC
(20,25),-1.11411 # DEPENDENCYPART_ARC
(20,26),0.0846513 # DEPENDENCYPART_ARC
(20,27),1.43073 # DEPENDENCYPART_ARC
(20,28),-0.0751129 # DEPENDENCYPART_ARC
(21,1),-6.33212 # DEPENDENCYPART_ARC
(21,2),-1.06377 # DEPENDENCYPART_ARC
(21,3),-9.03937 # DEPENDENCYPART_ARC
(21,4),-6.01781 # DEPENDENCYPART_ARC
(21,5),-4.32426 # DEPENDENCYPART_ARC
(21,6),-3.48242 # DEPENDENCYPART_ARC
(21,7),-2.6675 # DEPENDENCYPART_ARC
(21,8),-4.82401 # DEPENDENCYPART_ARC
(21,9),-2.63212 # DEPENDENCYPART_ARC
(21,10),-3.47964 # DEPENDENCYPART_ARC
(21,11),-5.74763 # DEPENDENCYPART_ARC
(21,12),-3.18705 # DEPENDENCYPART_ARC
(21,13),-2.18645 # DEPENDENCYPART_ARC
(21,14),-4.77874 # DEPENDENCYPART_ARC
(21,15),-8.4226 # DEPENDENCYPART_ARC
(21,16),-0.567665 # DEPENDENCYPART_ARC
(21,17),-6.22532 # DEPENDENCYPART_ARC
(21,18),-1.65173 # DEPENDENCYPART_ARC
(21,19),-1.29711 # DEPENDENCYPART_ARC
(21,20),-2.96246 # DEPENDENCYPART_ARC
(21,22),3.69107 # DEPENDENCYPART_ARC
(21,23),-1.38229 # DEPENDENCYPART_ARC
(21,24),-1.4423 # DEPENDENCYPART_ARC
(21,25),0.863377 # DEPENDENCYPART_ARC
(21,26),-0.490249 # DEPENDENCYPART_ARC
(21,27),-0.385652 # DEPENDENCYPART_ARC
(21,28),-2.6485 # DEPENDENCYPART_ARC
(22,1),-6.52089 # DEPENDENCYPART_ARC
(22,2),-1.34016 # DEPENDENCYPART_ARC
(22,3),-7.28597 # DEPENDENCYPART_ARC
(22,4),-5.54298 # DEPENDENCYPART_ARC
(22,5),-4.19118 # DEPENDENCYPART_ARC
(22,6),-6.94692 # DEPENDENCYPART_ARC
(22,7),-5.05256 # DEPENDENCYPART_ARC
(22,8),-4.47373 # DEPENDENCYPART_ARC
(22,9),-4.85768 # DEPENDENCYPART_ARC
(22,10),-2.26337 # DEPENDENCYPART_ARC
(22,11),-4.18273 # DEPENDENCYPART_ARC
(22,12),-3.03253 # DEPENDENCYPART_ARC
(22,13),-4.66252 # DEPENDENCYPART_ARC
(22,14),-4.29557 # DEPENDENCYPART_ARC
(22,15),-5.11503 # DEPENDENCYPART_ARC
(22,16),-0.621022 # DEPENDENCYPART_ARC
(22,17),-4.33752 # DEPENDENCYPART_ARC
(22,18),-1.66506 # DEPENDENCYPART_ARC
(22,19),-1.39957 # DEPENDENCYPART_ARC
(22,20),-2.95145 # DEPENDENCYPART_ARC
(22,21),-0.0565048 # DEPENDENCYPART_ARC
(22,23),-0.354991 # DEPENDENCYPART_ARC
(22,24),0.0772778 # DEPENDENCYPART_ARC
(22,25),1.38478 # DEPENDENCYPART_ARC
(22,26),-0.189595 # DEPENDENCYPART_ARC
(22,27),-0.129263 # DEPENDENCYPART_ARC
(22,28),-1.79346 # DEPENDENCYPART_ARC
(23,1),-5.33078 # DEPENDENCYPART_ARC
(23,2),-0.561486 # DEPENDENCYPART_ARC
(23,3),-5.54576 # DEPENDENCYPART_ARC
(23,4),-5.85085 # DEPENDENCYPART_ARC
(23,5),-2.90677 # DEPENDENCYPART_ARC
(23,6),-6.38149 # DEPENDENCYPART_ARC
(23,7),-4.84052 # DEPENDENCYPART_ARC
(23,8),-3.41585 # DEPENDENCYPART_ARC
(23,9),-5.00212 # DEPENDENCYPART_ARC
(23,10),-3.13279 # DEPENDENCYPART_ARC
(23,11),-4.1958 # DEPENDENCYPART_ARC
(23,12),-2.05056 # DEPENDENCYPART_ARC
(23,13),-4.68383 # DEPENDENCYPART_ARC
(23,14),-3.78235 # DEPENDENCYPART_ARC
(23,15),-2.36568 # DEPENDENCYPART_ARC
(23,16),0.295083 # DEPENDENCYPART_ARC
(23,17),-2.32617 # DEPENDENCYPART_ARC
(23,18),-0.237455 # DEPENDENCYPART_ARC
(23,19),-0.421059 # DEPENDENCYPART_ARC
(23,20),-2.80712 # DEPENDENCYPART_ARC
(23,21),-0.0869672 # DEPENDENCYPART_ARC
(23,22),0.0273365 # DEPENDENCYPART_ARC
(23,24),0.314102 # DEPENDENCYPART_ARC
(23,25),3.51472 # DEPENDENCYPART_ARC
(23,26),0.226746 # DEPENDENCYPART_ARC
(23,27),1.22666 # DEPENDENCYPART_ARC
(23,28),-0.558132 # DEPENDENCYPART_ARC
(24,1),-3.1878 # DEPENDENCYPART_ARC
(24,2),-2.85623 # DEPENDENCYPART_ARC
(24,3),-5.14604 # DEPENDENCYPART_ARC
(24,4),-3.99152 # DEPENDENCYPART_ARC
(24,5),-5.13064 # DEPENDENCYPART_ARC
(24,6),-6.13317 # DEPENDENCYPART_ARC
(24,7),-4.78997 # DEPENDENCYPART_ARC
(24,8),-2.35091 # DEPENDENCYPART_ARC
(24,9),-4.1514 # DEPENDENCYPART_ARC
(24,10),-1.51262 # DEPENDENCYPART_ARC
(24,11),-4.11378 # DEPENDENCYPART_ARC
(24,12),-3.00376 # DEPENDENCYPART_ARC
(24,14),-4.71889 # DEPENDENCYPART_ARC
(24,15),-3.74732 # DEPENDENCYPART_ARC
(24,16),-1.35566 # DEPENDENCYPART_ARC
(24,17),-2.70161 # DEPENDENCYPART_ARC
(24,18),-1.42322 # DEPENDENCYPART_ARC
(24,19),-1.40619 # DEPENDENCYPART_ARC
(24,20),-4.02111 # DEPENDENCYPART_ARC
(24,21),-2.06431 # DEPENDENCYPART_ARC
(24,22),-0.986719 # DEPENDENCYPART_ARC
(24,23),-0.13978 # DEPENDENCYPART_ARC
(24,25),1.07422 # DEPENDENCYPART_ARC
(24,26),-0.130206 # DEPENDENCYPART_ARC
(24,27),-0.431708 # DEPENDENCYPART_ARC
(24,28),-0.682214 # DEPENDENCYPART_ARC
(25,1),-6.43226 # DEPENDENCYPART_ARC
(25,2),-1.27799 # DEPENDENCYPART_ARC
(25,3),-7.25696 # DEPENDENCYPART_ARC
(25,4),-5.24216 # DEPENDENCYPART_ARC
(25,5),-3.63212 # DEPENDENCYPART_ARC
(25,6),-7.45238 # DEPENDENCYPART_ARC
(25,7),-4.558 # DEPENDENCYPART_ARC
(25,8),-5.26672 # DEPENDENCYPART_ARC
(25,9),-5.02769 # DEPENDENCYPART_ARC
(25,10),-1.53457 # DEPENDENCYPART_ARC
(25,11),-3.99803 # DEPENDENCYPART_ARC
(25,12),-3.27918 # DEPENDENCYPART_ARC
(25,13),-5.48871 # DEPENDENCYPART_ARC
(25,14),-4.31818 # DEPENDENCYPART_ARC
(25,15),-4.63036 # DEPENDENCYPART_ARC
(25,16),-0.764029 # DEPENDENCYPART_ARC
(25,17),-3.70723 # DEPENDENCYPART_ARC
(25,18),-1.4813 # DEPENDENCYPART_ARC
(25,19),-1.76788 # DEPENDENCYPART_ARC
(25,20),-3.58733 # DEPENDENCYPART_ARC
(25,21),-0.998147 # DEPENDENCYPART_ARC
(25,22),-0.997454 # DEPENDENCYPART_ARC
(25,23),-2.1401 # DEPENDENCYPART_ARC
(25,24),5.13993 # DEPENDENCYPART_ARC
(25,26),0.471269 # DEPENDENCYPART_ARC
(25,27),-0.106545 # DEPENDENCYPART_ARC
(25,28),0.0892021 # DEPENDENCYPART_ARC
(26,1),-3.55462 # DEPENDENCYPART_ARC
(26,2),-4.86845 # DEPENDENCYPART_ARC
(26,3),-4.08313 # DEPENDENCYPART_ARC
(26,4),-4.08111 # DEPENDENCYPART_ARC
(26,5),-2.74875 # DEPENDENCYPART_ARC
(26,6),-3.32573 # DEPENDENCYPART_ARC
(26,7),-3.74954 # DEPENDENCYPART_ARC
(26,8),-2.18532 # DEPENDENCYPART_ARC
(26,9),-3.27365 # DEPENDENCYPART_ARC
(26,10),-3.26607 # DEPENDENCYPART_ARC
(26,11),-2.67846 # DEPENDENCYPART_ARC
(26,12),-2.34044 # DEPENDENCYPART_ARC
(26,13),-1.7624 # DEPENDENCYPART_ARC
(26,14),-1.67629 # DEPENDENCYPART_ARC
(26,15),-2.29038 # DEPENDENCYPART_ARC
(26,16),-2.45258 # DEPENDENCYPART_ARC
(26,17),-2.14726 # DEPENDENCYPART_ARC
(26,18),-1.66771 # DEPENDENCYPART_ARC
(26,19),-1.40147 # DEPENDENCYPART_ARC
(26,20),-1.36399 # DEPENDENCYPART_ARC
(26,21),-1.354 # DEPENDENCYPART_ARC
(26,22),-1.50837 # DEPENDENCYPART_ARC
(26,23),-1.13412 # DEPENDENCYPART_ARC
(26,24),-0.646269 # DEPENDENCYPART_ARC
(26,25),-1.3679 # DEPENDENCYPART_ARC
(26,27),-0.403515 # DEPENDENCYPART_ARC
(26,28),-0.217421 # DEPENDENCYPART_ARC
(27,1),1.3982 # DEPENDENCYPART_ARC
(27,2),-0.265933 # DEPENDENCYPART_ARC
(27,3),-1.27443 # DEPENDENCYPART_ARC
(27,4),-1.77455 # DEPENDENCYPART_ARC
(27,5),-4.2831 # DEPENDENCYPART_ARC
(27,6),-4.69914 # DEPENDENCYPART_ARC
(27,7),-1.3772 # DEPENDENCYPART_ARC
(27,8),-0.444816 # DEPENDENCYPART_ARC
(27,9),-0.463885 # DEPENDENCYPART_ARC
(27,10),-1.51573 # DEPENDENCYPART_ARC
(27,11),-2.46505 # DEPENDENCYPART_ARC
(27,12),-0.517715 # DEPENDENCYPART_ARC
(27,13),-0.0911067 # DEPENDENCYPART_ARC
(27,14),-2.86319 # DEPENDENCYPART_ARC
(27,15),1.62797 # DEPENDENCYPART_ARC
(27,16),0.207475 # DEPENDENCYPART_ARC
(27,17),1.30315 # DEPENDENCYPART_ARC
(27,18),-1.4634 # DEPENDENCYPART_ARC
(27,19),-1.03488 # DEPENDENCYPART_ARC
(27,20),-1.64995 # DEPENDENCYPART_ARC
(27,21),-0.239702 # DEPENDENCYPART_ARC
(27,22),0.209239 # DEPENDENCYPART_ARC
(27,23),2.4921 # DEPENDENCYPART_ARC
(27,24),-1.51395 # DEPENDENCYPART_ARC
(27,25),0.793756 # DEPENDENCYPART_ARC
(27,26),2.46354 # DEPENDENCYPART_ARC
(27,28),-0.180069 # DEPENDENCYPART_ARC
(28,1),-5.50552 # DEPENDENCYPART_ARC
(28,2),-6.65042 # DEPENDENCYPART_ARC
(28,3),-7.39918 # DEPENDENCYPART_ARC
(28,4),-7.50217 # DEPENDENCYPART_ARC
(28,5),-5.70504 # DEPENDENCYPART_ARC
(28,6),-5.72141 # DEPENDENCYPART_ARC
(28,7),-6.86586 # DEPENDENCYPART_ARC
(28,8),-4.62094 # DEPENDENCYPART_ARC
(28,9),-6.34094 # DEPENDENCYPART_ARC
(28,10),-6.16195 # DEPENDENCYPART_ARC
(28,11),-5.92122 # DEPENDENCYPART_ARC
(28,12),-5.40093 # DEPENDENCYPART_ARC
(28,13),-4.00537 # DEPENDENCYPART_ARC
(28,14),-4.687 # DEPENDENCYPART_ARC
(28,15),-5.31694 # DEPENDENCYPART_ARC
(28,16),-4.60384 # DEPENDENCYPART_ARC
(28,17),-4.63747 # DEPENDENCYPART_ARC
(28,18),-4.86672 # DEPENDENCYPART_ARC
(28,19),-4.14028 # DEPENDENCYPART_ARC
(28,20),-4.21253 # DEPENDENCYPART_ARC
(28,21),-3.97613 # DEPENDENCYPART_ARC
(28,22),-3.71147 # DEPENDENCYPART_ARC
(28,23),-3.73836 # DEPENDENCYPART_ARC
(28,24),-3.38454 # DEPENDENCYPART_ARC
(28,25),-3.35731 # DEPENDENCYPART_ARC
(28,26),-3.10754 # DEPENDENCYPART_ARC
(28,27),-3.65579 # DEPENDENCYPART_ARC
