# _root_ Poválečný vývoj navíc v Německu ovlivnily značné migrační abnormality , které vyplývaly z odsunu Němců z východní Evropy , z exodu východních Němců na západ a nově nyní z přílivu etnických Němců z Východu a uprchlíků .
#goldHeads=2,6,6,6,4,0,9,9,6,26,12,26,19,13,14,14,18,16,12,19,20,23,21,21,24,9,26,26,26,29,32,35,32,33,30,35,0,
#predictedHeads=2,6,6,6,4,0,9,9,6,12,12,9,12,13,14,12,18,16,12,19,20,23,21,21,24,24,28,26,26,29,32,30,30,35,33,35,0,
(13,33),-2.75302 # DEPENDENCYPART_ARC
(13,34),-10.9949 # DEPENDENCYPART_ARC
(13,35),-2.39856 # DEPENDENCYPART_ARC
(13,36),-13.7191 # DEPENDENCYPART_ARC
(13,37),-3.58227 # DEPENDENCYPART_ARC
(14,1),-4.79082 # DEPENDENCYPART_ARC
(14,2),-6.83652 # DEPENDENCYPART_ARC
(14,3),-2.61158 # DEPENDENCYPART_ARC
(14,4),-2.47222 # DEPENDENCYPART_ARC
(14,5),-5.79019 # DEPENDENCYPART_ARC
(14,6),-4.74903 # DEPENDENCYPART_ARC
(14,7),-6.7245 # DEPENDENCYPART_ARC
(14,8),-6.98818 # DEPENDENCYPART_ARC
(14,9),-6.56446 # DEPENDENCYPART_ARC
(14,10),-1.56178 # DEPENDENCYPART_ARC
(14,11),-4.46756 # DEPENDENCYPART_ARC
(14,12),-3.24034 # DEPENDENCYPART_ARC
(14,13),1.23941 # DEPENDENCYPART_ARC
(14,15),3.57896 # DEPENDENCYPART_ARC
(14,16),1.41 # DEPENDENCYPART_ARC
(14,17),-1.14154 # DEPENDENCYPART_ARC
(14,18),1.59431 # DEPENDENCYPART_ARC
(14,19),-0.419581 # DEPENDENCYPART_ARC
(14,20),-0.303437 # DEPENDENCYPART_ARC
(14,21),-0.825669 # DEPENDENCYPART_ARC
(14,22),-1.60148 # DEPENDENCYPART_ARC
(14,23),-1.02836 # DEPENDENCYPART_ARC
(14,24),-0.0294794 # DEPENDENCYPART_ARC
(14,25),-5.17932 # DEPENDENCYPART_ARC
(14,26),-0.419897 # DEPENDENCYPART_ARC
(14,27),-0.958254 # DEPENDENCYPART_ARC
(14,28),-1.02564 # DEPENDENCYPART_ARC
(14,29),-1.70641 # DEPENDENCYPART_ARC
(14,30),-2.75624 # DEPENDENCYPART_ARC
(14,31),-2.60656 # DEPENDENCYPART_ARC
(14,32),-3.03484 # DEPENDENCYPART_ARC
(14,33),-1.0568 # DEPENDENCYPART_ARC
(14,34),-3.60364 # DEPENDENCYPART_ARC
(14,35),-0.646625 # DEPENDENCYPART_ARC
(14,36),-4.75687 # DEPENDENCYPART_ARC
(14,37),-10.0466 # DEPENDENCYPART_ARC
(15,1),-6.96241 # DEPENDENCYPART_ARC
(15,2),-6.98694 # DEPENDENCYPART_ARC
(15,3),-2.24473 # DEPENDENCYPART_ARC
(15,4),-3.56458 # DEPENDENCYPART_ARC
(15,5),-6.42069 # DEPENDENCYPART_ARC
(15,6),-2.90056 # DEPENDENCYPART_ARC
(15,7),-4.65578 # DEPENDENCYPART_ARC
(15,8),-4.75619 # DEPENDENCYPART_ARC
(15,9),-8.39574 # DEPENDENCYPART_ARC
(15,10),-1.09478 # DEPENDENCYPART_ARC
(15,11),-3.28688 # DEPENDENCYPART_ARC
(15,12),-1.76862 # DEPENDENCYPART_ARC
(15,13),-0.0103009 # DEPENDENCYPART_ARC
(15,14),1.02599 # DEPENDENCYPART_ARC
(15,16),1.39474 # DEPENDENCYPART_ARC
(15,17),-1.83475 # DEPENDENCYPART_ARC
(15,18),0.745076 # DEPENDENCYPART_ARC
(15,19),0.00931482 # DEPENDENCYPART_ARC
(15,20),-0.2941 # DEPENDENCYPART_ARC
(15,21),-1.69874 # DEPENDENCYPART_ARC
(15,22),0.273484 # DEPENDENCYPART_ARC
(15,23),-1.76821 # DEPENDENCYPART_ARC
(15,24),-1.36224 # DEPENDENCYPART_ARC
(15,25),-7.09036 # DEPENDENCYPART_ARC
(15,26),-0.525574 # DEPENDENCYPART_ARC
(15,27),-1.43485 # DEPENDENCYPART_ARC
(15,28),-1.00141 # DEPENDENCYPART_ARC
(15,29),-1.77746 # DEPENDENCYPART_ARC
(15,30),-3.68766 # DEPENDENCYPART_ARC
(15,31),-0.681611 # DEPENDENCYPART_ARC
(15,32),-3.75352 # DEPENDENCYPART_ARC
(15,33),-1.55825 # DEPENDENCYPART_ARC
(15,34),-4.41515 # DEPENDENCYPART_ARC
(15,35),-1.50786 # DEPENDENCYPART_ARC
(15,36),-5.1446 # DEPENDENCYPART_ARC
(15,37),-9.25823 # DEPENDENCYPART_ARC
(16,1),-3.12032 # DEPENDENCYPART_ARC
(16,2),-3.25752 # DEPENDENCYPART_ARC
(16,3),-2.87857 # DEPENDENCYPART_ARC
(16,4),-3.88142 # DEPENDENCYPART_ARC
(16,5),-2.47791 # DEPENDENCYPART_ARC
(16,6),-3.62894 # DEPENDENCYPART_ARC
(16,7),-3.79759 # DEPENDENCYPART_ARC
(16,8),-3.73527 # DEPENDENCYPART_ARC
(16,9),-4.64367 # DEPENDENCYPART_ARC
(16,10),-1.75419 # DEPENDENCYPART_ARC
(16,11),-2.88763 # DEPENDENCYPART_ARC
(16,12),-2.96338 # DEPENDENCYPART_ARC
(16,13),-1.83172 # DEPENDENCYPART_ARC
(16,14),-0.583227 # DEPENDENCYPART_ARC
(16,15),-1.80734 # DEPENDENCYPART_ARC
(16,17),0.85132 # DEPENDENCYPART_ARC
(16,18),4.00105 # DEPENDENCYPART_ARC
(16,19),-0.10776 # DEPENDENCYPART_ARC
(16,20),-1.06354 # DEPENDENCYPART_ARC
(16,21),0.187759 # DEPENDENCYPART_ARC
(16,22),-1.24823 # DEPENDENCYPART_ARC
(16,23),-1.07516 # DEPENDENCYPART_ARC
(16,24),-1.97387 # DEPENDENCYPART_ARC
(16,25),-6.0495 # DEPENDENCYPART_ARC
(16,26),-0.898673 # DEPENDENCYPART_ARC
(16,27),-1.88508 # DEPENDENCYPART_ARC
(16,28),-1.31674 # DEPENDENCYPART_ARC
(16,29),-2.01253 # DEPENDENCYPART_ARC
(16,30),-5.05093 # DEPENDENCYPART_ARC
(16,31),-2.32579 # DEPENDENCYPART_ARC
(16,32),-5.97063 # DEPENDENCYPART_ARC
(16,33),-2.34795 # DEPENDENCYPART_ARC
(16,34),-8.3462 # DEPENDENCYPART_ARC
(16,35),-1.7616 # DEPENDENCYPART_ARC
(16,36),-10.3255 # DEPENDENCYPART_ARC
(16,37),-3.24758 # DEPENDENCYPART_ARC
(17,1),-5.55057 # DEPENDENCYPART_ARC
(17,2),-4.82956 # DEPENDENCYPART_ARC
(17,3),-3.89841 # DEPENDENCYPART_ARC
(17,4),-3.05834 # DEPENDENCYPART_ARC
(17,5),-5.60757 # DEPENDENCYPART_ARC
(17,6),-5.25832 # DEPENDENCYPART_ARC
(17,7),-6.24861 # DEPENDENCYPART_ARC
(17,8),-6.31995 # DEPENDENCYPART_ARC
(17,9),-5.49271 # DEPENDENCYPART_ARC
(17,10),-2.13869 # DEPENDENCYPART_ARC
(17,11),-4.13096 # DEPENDENCYPART_ARC
(17,12),-4.39445 # DEPENDENCYPART_ARC
(17,13),-1.3592 # DEPENDENCYPART_ARC
(17,14),-2.5545 # DEPENDENCYPART_ARC
(17,15),-2.48516 # DEPENDENCYPART_ARC
(17,16),-0.465863 # DEPENDENCYPART_ARC
(17,18),-0.137052 # DEPENDENCYPART_ARC
(17,19),-0.658055 # DEPENDENCYPART_ARC
(17,20),-0.823541 # DEPENDENCYPART_ARC
(17,21),-2.88891 # DEPENDENCYPART_ARC
(17,22),-3.46889 # DEPENDENCYPART_ARC
(17,23),-3.58441 # DEPENDENCYPART_ARC
(17,24),-1.03945 # DEPENDENCYPART_ARC
(17,25),-5.52356 # DEPENDENCYPART_ARC
(17,26),-0.71105 # DEPENDENCYPART_ARC
(17,27),-1.51604 # DEPENDENCYPART_ARC
(17,28),-1.83465 # DEPENDENCYPART_ARC
(17,29),-2.23069 # DEPENDENCYPART_ARC
(17,30),-5.30539 # DEPENDENCYPART_ARC
(17,31),-4.91435 # DEPENDENCYPART_ARC
(17,32),-5.55955 # DEPENDENCYPART_ARC
(17,33),-2.5128 # DEPENDENCYPART_ARC
(17,34),-6.59438 # DEPENDENCYPART_ARC
(17,35),-1.33845 # DEPENDENCYPART_ARC
(17,36),-7.32888 # DEPENDENCYPART_ARC
(17,37),-3.82458 # DEPENDENCYPART_ARC
(18,1),-6.83158 # DEPENDENCYPART_ARC
(18,2),-7.05156 # DEPENDENCYPART_ARC
(18,3),-3.0105 # DEPENDENCYPART_ARC
(18,4),-4.14864 # DEPENDENCYPART_ARC
(18,5),-5.52008 # DEPENDENCYPART_ARC
(18,6),-4.62148 # DEPENDENCYPART_ARC
(18,7),-4.29618 # DEPENDENCYPART_ARC
(18,8),-4.64155 # DEPENDENCYPART_ARC
(18,9),-7.62372 # DEPENDENCYPART_ARC
(18,10),-1.83151 # DEPENDENCYPART_ARC
(18,11),-4.48322 # DEPENDENCYPART_ARC
(18,12),-3.80822 # DEPENDENCYPART_ARC
(18,13),-0.392273 # DEPENDENCYPART_ARC
(18,14),-1.34553 # DEPENDENCYPART_ARC
(18,15),-0.82605 # DEPENDENCYPART_ARC
(18,16),-0.424581 # DEPENDENCYPART_ARC
(18,17),5.67709 # DEPENDENCYPART_ARC
(18,19),-1.13372 # DEPENDENCYPART_ARC
(18,20),-1.30791 # DEPENDENCYPART_ARC
(18,21),-1.45998 # DEPENDENCYPART_ARC
(18,22),-2.02637 # DEPENDENCYPART_ARC
(18,23),-3.04446 # DEPENDENCYPART_ARC
(18,24),-2.19773 # DEPENDENCYPART_ARC
(18,25),-6.74729 # DEPENDENCYPART_ARC
(18,26),-0.531465 # DEPENDENCYPART_ARC
(18,27),-1.42435 # DEPENDENCYPART_ARC
(18,28),-1.48607 # DEPENDENCYPART_ARC
(18,29),-2.70916 # DEPENDENCYPART_ARC
(18,30),-3.92449 # DEPENDENCYPART_ARC
(18,31),-3.50735 # DEPENDENCYPART_ARC
(18,32),-5.36087 # DEPENDENCYPART_ARC
(18,33),-2.63396 # DEPENDENCYPART_ARC
(18,34),-4.65171 # DEPENDENCYPART_ARC
(18,35),-1.77287 # DEPENDENCYPART_ARC
(18,36),-6.81835 # DEPENDENCYPART_ARC
(18,37),-8.41568 # DEPENDENCYPART_ARC
(19,1),-1.0888 # DEPENDENCYPART_ARC
(19,2),-1.86837 # DEPENDENCYPART_ARC
(19,3),-0.0872289 # DEPENDENCYPART_ARC
(19,4),0.699119 # DEPENDENCYPART_ARC
(19,5),-0.66054 # DEPENDENCYPART_ARC
(19,6),0.551133 # DEPENDENCYPART_ARC
(19,7),-0.240481 # DEPENDENCYPART_ARC
(19,8),-0.431663 # DEPENDENCYPART_ARC
(19,9),-0.380851 # DEPENDENCYPART_ARC
(19,10),0.617994 # DEPENDENCYPART_ARC
(19,11),0.326358 # DEPENDENCYPART_ARC
(19,12),0.879439 # DEPENDENCYPART_ARC
(19,13),1.5639 # DEPENDENCYPART_ARC
(19,14),1.12289 # DEPENDENCYPART_ARC
(19,15),0.598448 # DEPENDENCYPART_ARC
(19,16),1.22856 # DEPENDENCYPART_ARC
(19,17),1.00958 # DEPENDENCYPART_ARC
(19,18),0.307531 # DEPENDENCYPART_ARC
(19,20),0.986826 # DEPENDENCYPART_ARC
(19,21),0.940402 # DEPENDENCYPART_ARC
(19,22),0.407754 # DEPENDENCYPART_ARC
(19,23),0.508778 # DEPENDENCYPART_ARC
(19,24),0.545143 # DEPENDENCYPART_ARC
(19,25),-0.0563699 # DEPENDENCYPART_ARC
(19,26),0.366489 # DEPENDENCYPART_ARC
(19,27),0.230564 # DEPENDENCYPART_ARC
(19,28),0.0735786 # DEPENDENCYPART_ARC
(19,29),-0.328523 # DEPENDENCYPART_ARC
(19,30),-1.13669 # DEPENDENCYPART_ARC
(19,31),-0.762805 # DEPENDENCYPART_ARC
(19,32),-1.24705 # DEPENDENCYPART_ARC
(19,33),-0.601444 # DEPENDENCYPART_ARC
(19,34),-1.46962 # DEPENDENCYPART_ARC
(19,35),-0.392887 # DEPENDENCYPART_ARC
(19,36),-1.75659 # DEPENDENCYPART_ARC
(19,37),-1.04318 # DEPENDENCYPART_ARC
(20,1),-3.19531 # DEPENDENCYPART_ARC
(20,2),-3.4244 # DEPENDENCYPART_ARC
(20,3),-2.96426 # DEPENDENCYPART_ARC
(20,4),-4.68858 # DEPENDENCYPART_ARC
(20,5),-3.06027 # DEPENDENCYPART_ARC
(20,6),-3.68955 # DEPENDENCYPART_ARC
(20,7),-3.87947 # DEPENDENCYPART_ARC
(20,8),-3.83395 # DEPENDENCYPART_ARC
(20,9),-4.84604 # DEPENDENCYPART_ARC
(20,10),-2.08965 # DEPENDENCYPART_ARC
(20,11),-3.22012 # DEPENDENCYPART_ARC
(20,12),-3.39231 # DEPENDENCYPART_ARC
(20,13),-3.15399 # DEPENDENCYPART_ARC
(20,14),-2.04247 # DEPENDENCYPART_ARC
(20,15),-3.44594 # DEPENDENCYPART_ARC
(20,16),-2.31614 # DEPENDENCYPART_ARC
(20,17),-2.2304 # DEPENDENCYPART_ARC
(20,18),-2.47776 # DEPENDENCYPART_ARC
(20,19),0.620392 # DEPENDENCYPART_ARC
(20,21),3.50259 # DEPENDENCYPART_ARC
(20,22),0.390455 # DEPENDENCYPART_ARC
(20,23),0.237679 # DEPENDENCYPART_ARC
(20,24),-1.34601 # DEPENDENCYPART_ARC
(20,25),-4.02228 # DEPENDENCYPART_ARC
(20,26),-0.438343 # DEPENDENCYPART_ARC
(20,27),-1.47199 # DEPENDENCYPART_ARC
(20,28),-0.943182 # DEPENDENCYPART_ARC
(20,29),-1.53196 # DEPENDENCYPART_ARC
(20,30),-3.71278 # DEPENDENCYPART_ARC
(20,31),-1.91206 # DEPENDENCYPART_ARC
(20,32),-5.15768 # DEPENDENCYPART_ARC
(20,33),-1.96138 # DEPENDENCYPART_ARC
(20,34),-6.58649 # DEPENDENCYPART_ARC
(20,35),-0.984477 # DEPENDENCYPART_ARC
(20,36),-9.08368 # DEPENDENCYPART_ARC
(20,37),-1.88441 # DEPENDENCYPART_ARC
(21,1),-6.5749 # DEPENDENCYPART_ARC
(21,2),-8.22071 # DEPENDENCYPART_ARC
(21,3),-4.0733 # DEPENDENCYPART_ARC
(21,4),-4.46786 # DEPENDENCYPART_ARC
(21,5),-7.33252 # DEPENDENCYPART_ARC
(21,6),-5.07122 # DEPENDENCYPART_ARC
(21,7),-8.63858 # DEPENDENCYPART_ARC
(21,8),-8.79308 # DEPENDENCYPART_ARC
(21,9),-8.56197 # DEPENDENCYPART_ARC
(21,10),-2.8818 # DEPENDENCYPART_ARC
(21,11),-6.81607 # DEPENDENCYPART_ARC
(21,12),-4.42037 # DEPENDENCYPART_ARC
(21,13),-1.00551 # DEPENDENCYPART_ARC
(21,14),-3.28198 # DEPENDENCYPART_ARC
(21,15),-3.13344 # DEPENDENCYPART_ARC
(21,16),-1.15975 # DEPENDENCYPART_ARC
(21,17),-0.0105482 # DEPENDENCYPART_ARC
(21,18),-2.65013 # DEPENDENCYPART_ARC
(21,19),-0.552487 # DEPENDENCYPART_ARC
(21,20),0.729759 # DEPENDENCYPART_ARC
(21,22),0.734733 # DEPENDENCYPART_ARC
(21,23),2.98403 # DEPENDENCYPART_ARC
(21,24),1.29766 # DEPENDENCYPART_ARC
(21,25),-2.72252 # DEPENDENCYPART_ARC
(21,26),0.620597 # DEPENDENCYPART_ARC
(21,27),-0.172771 # DEPENDENCYPART_ARC
(21,28),-0.364653 # DEPENDENCYPART_ARC
(21,29),-0.653192 # DEPENDENCYPART_ARC
(21,30),-0.889973 # DEPENDENCYPART_ARC
(21,31),-1.49766 # DEPENDENCYPART_ARC
(21,32),-0.323771 # DEPENDENCYPART_ARC
(21,33),-0.0642464 # DEPENDENCYPART_ARC
(21,34),-1.26016 # DEPENDENCYPART_ARC
(21,35),-0.0828388 # DEPENDENCYPART_ARC
(21,36),-2.86797 # DEPENDENCYPART_ARC
(21,37),-5.90764 # DEPENDENCYPART_ARC
(22,1),-5.28872 # DEPENDENCYPART_ARC
(22,2),-4.82474 # DEPENDENCYPART_ARC
(22,3),-4.03533 # DEPENDENCYPART_ARC
(22,4),-2.54205 # DEPENDENCYPART_ARC
(22,5),-5.47598 # DEPENDENCYPART_ARC
(22,6),-3.32398 # DEPENDENCYPART_ARC
(22,7),-5.41546 # DEPENDENCYPART_ARC
(22,8),-5.44194 # DEPENDENCYPART_ARC
(22,9),-5.60271 # DEPENDENCYPART_ARC
(22,10),-2.28649 # DEPENDENCYPART_ARC
(22,11),-3.50516 # DEPENDENCYPART_ARC
(22,12),-2.84173 # DEPENDENCYPART_ARC
(22,13),-1.67722 # DEPENDENCYPART_ARC
(22,14),-3.06344 # DEPENDENCYPART_ARC
(22,15),-2.84366 # DEPENDENCYPART_ARC
(22,16),-1.10824 # DEPENDENCYPART_ARC
(22,17),-2.98763 # DEPENDENCYPART_ARC
(22,18),-3.17095 # DEPENDENCYPART_ARC
(22,19),-0.209065 # DEPENDENCYPART_ARC
(22,20),0.188058 # DEPENDENCYPART_ARC
(22,21),-0.8543 # DEPENDENCYPART_ARC
(22,23),1.01942 # DEPENDENCYPART_ARC
(22,24),0.435842 # DEPENDENCYPART_ARC
(22,25),-2.40549 # DEPENDENCYPART_ARC
(22,26),-0.0318548 # DEPENDENCYPART_ARC
(22,27),-1.08891 # DEPENDENCYPART_ARC
(22,28),-0.962846 # DEPENDENCYPART_ARC
(22,29),-0.644938 # DEPENDENCYPART_ARC
(22,30),-3.06423 # DEPENDENCYPART_ARC
(22,31),-3.06283 # DEPENDENCYPART_ARC
(22,32),-3.5159 # DEPENDENCYPART_ARC
(22,33),-1.28566 # DEPENDENCYPART_ARC
(22,34),-4.27464 # DEPENDENCYPART_ARC
(22,35),-0.63139 # DEPENDENCYPART_ARC
(22,36),-5.42784 # DEPENDENCYPART_ARC
(22,37),-2.66599 # DEPENDENCYPART_ARC
(23,1),-8.42452 # DEPENDENCYPART_ARC
(23,2),-8.94543 # DEPENDENCYPART_ARC
(23,3),-3.80575 # DEPENDENCYPART_ARC
(23,4),-5.79616 # DEPENDENCYPART_ARC
(23,5),-8.28904 # DEPENDENCYPART_ARC
(23,6),-3.49935 # DEPENDENCYPART_ARC
(23,7),-5.8297 # DEPENDENCYPART_ARC
(23,8),-6.11799 # DEPENDENCYPART_ARC
(23,9),-10.3402 # DEPENDENCYPART_ARC
(23,10),-2.4422 # DEPENDENCYPART_ARC
(23,11),-5.36395 # DEPENDENCYPART_ARC
(23,12),-2.79644 # DEPENDENCYPART_ARC
(23,13),-1.63087 # DEPENDENCYPART_ARC
(23,14),-3.01717 # DEPENDENCYPART_ARC
(23,15),-1.4098 # DEPENDENCYPART_ARC
(23,16),-1.8981 # DEPENDENCYPART_ARC
(23,17),-1.5779 # DEPENDENCYPART_ARC
(23,18),-4.65973 # DEPENDENCYPART_ARC
(23,19),-0.618506 # DEPENDENCYPART_ARC
(23,20),-0.396989 # DEPENDENCYPART_ARC
(23,21),-0.345529 # DEPENDENCYPART_ARC
(23,22),5.21939 # DEPENDENCYPART_ARC
(23,24),0.176459 # DEPENDENCYPART_ARC
(23,25),-3.95552 # DEPENDENCYPART_ARC
(23,26),0.0864612 # DEPENDENCYPART_ARC
(23,27),-1.0575 # DEPENDENCYPART_ARC
(23,28),-0.604091 # DEPENDENCYPART_ARC
(23,29),-1.15585 # DEPENDENCYPART_ARC
(23,30),-2.31411 # DEPENDENCYPART_ARC
(23,31),0.0814752 # DEPENDENCYPART_ARC
(23,32),-2.66625 # DEPENDENCYPART_ARC
(23,33),-1.02263 # DEPENDENCYPART_ARC
(23,34),-2.72795 # DEPENDENCYPART_ARC
(23,35),-1.30565 # DEPENDENCYPART_ARC
(23,36),-3.85685 # DEPENDENCYPART_ARC
(23,37),-5.28084 # DEPENDENCYPART_ARC
(24,1),-3.62018 # DEPENDENCYPART_ARC
(24,2),-4.10874 # DEPENDENCYPART_ARC
(24,3),-3.31402 # DEPENDENCYPART_ARC
(24,4),-4.40242 # DEPENDENCYPART_ARC
(24,5),-2.98762 # DEPENDENCYPART_ARC
(24,6),-3.96811 # DEPENDENCYPART_ARC
(24,7),-4.22992 # DEPENDENCYPART_ARC
(24,8),-4.12463 # DEPENDENCYPART_ARC
(24,9),-5.3854 # DEPENDENCYPART_ARC
(24,10),-3.0368 # DEPENDENCYPART_ARC
(24,11),-3.33316 # DEPENDENCYPART_ARC
(24,12),-3.69441 # DEPENDENCYPART_ARC
(24,13),-2.59262 # DEPENDENCYPART_ARC
(24,14),-1.48735 # DEPENDENCYPART_ARC
(24,15),-3.62586 # DEPENDENCYPART_ARC
(24,16),-2.63194 # DEPENDENCYPART_ARC
(24,17),-3.01685 # DEPENDENCYPART_ARC
(24,18),-3.48801 # DEPENDENCYPART_ARC
(24,19),-1.04665 # DEPENDENCYPART_ARC
(24,20),-1.16586 # DEPENDENCYPART_ARC
(24,21),-0.21633 # DEPENDENCYPART_ARC
(24,22),-1.77031 # DEPENDENCYPART_ARC
(24,23),-2.19827 # DEPENDENCYPART_ARC
(24,25),4.70202 # DEPENDENCYPART_ARC
(24,26),0.652889 # DEPENDENCYPART_ARC
(24,27),-0.309564 # DEPENDENCYPART_ARC
(24,28),-0.470003 # DEPENDENCYPART_ARC
(24,29),-1.19214 # DEPENDENCYPART_ARC
(24,30),-3.1596 # DEPENDENCYPART_ARC
(24,31),-2.49067 # DEPENDENCYPART_ARC
(24,32),-4.72272 # DEPENDENCYPART_ARC
(24,33),-1.69418 # DEPENDENCYPART_ARC
(24,34),-5.39876 # DEPENDENCYPART_ARC
(24,35),-0.35932 # DEPENDENCYPART_ARC
(24,36),-7.75742 # DEPENDENCYPART_ARC
(24,37),-1.79803 # DEPENDENCYPART_ARC
(25,1),-5.45491 # DEPENDENCYPART_ARC
(25,2),-6.31324 # DEPENDENCYPART_ARC
(25,3),-4.92173 # DEPENDENCYPART_ARC
(25,4),-5.79761 # DEPENDENCYPART_ARC
(25,5),-7.28976 # DEPENDENCYPART_ARC
(25,6),-4.71501 # DEPENDENCYPART_ARC
(25,7),-9.80818 # DEPENDENCYPART_ARC
(25,8),-9.98123 # DEPENDENCYPART_ARC
(25,9),-9.15403 # DEPENDENCYPART_ARC
(25,10),-3.2367 # DEPENDENCYPART_ARC
(25,11),-7.8529 # DEPENDENCYPART_ARC
(25,12),-4.13653 # DEPENDENCYPART_ARC
(25,13),-1.29313 # DEPENDENCYPART_ARC
(25,14),-4.0143 # DEPENDENCYPART_ARC
(25,15),-5.12001 # DEPENDENCYPART_ARC
(25,16),-1.44966 # DEPENDENCYPART_ARC
(25,17),-3.57107 # DEPENDENCYPART_ARC
(25,18),-4.79298 # DEPENDENCYPART_ARC
(25,19),-1.5718 # DEPENDENCYPART_ARC
(25,20),-0.405576 # DEPENDENCYPART_ARC
(25,21),-2.06076 # DEPENDENCYPART_ARC
(25,22),-3.5786 # DEPENDENCYPART_ARC
(25,23),-2.40466 # DEPENDENCYPART_ARC
(25,24),0.968674 # DEPENDENCYPART_ARC
(25,26),-0.209217 # DEPENDENCYPART_ARC
(25,27),-1.2795 # DEPENDENCYPART_ARC
(25,28),-1.02932 # DEPENDENCYPART_ARC
(25,29),-0.589684 # DEPENDENCYPART_ARC
(25,30),-0.804231 # DEPENDENCYPART_ARC
(25,31),-3.16338 # DEPENDENCYPART_ARC
(25,32),-1.00055 # DEPENDENCYPART_ARC
(25,33),-0.576144 # DEPENDENCYPART_ARC
(25,34),-2.05687 # DEPENDENCYPART_ARC
(25,35),-1.95768 # DEPENDENCYPART_ARC
(25,36),-3.04436 # DEPENDENCYPART_ARC
(25,37),-4.97498 # DEPENDENCYPART_ARC
(26,1),-2.23274 # DEPENDENCYPART_ARC
(26,2),-1.80742 # DEPENDENCYPART_ARC
(26,3),-1.27933 # DEPENDENCYPART_ARC
(26,4),-1.00814 # DEPENDENCYPART_ARC
(26,5),-0.12811 # DEPENDENCYPART_ARC
(26,6),0.284805 # DEPENDENCYPART_ARC
(26,7),-0.913991 # DEPENDENCYPART_ARC
(26,8),-1.28213 # DEPENDENCYPART_ARC
(26,9),0.0610284 # DEPENDENCYPART_ARC
(26,10),0.955773 # DEPENDENCYPART_ARC
(26,11),0.464097 # DEPENDENCYPART_ARC
(26,12),1.39739 # DEPENDENCYPART_ARC
(26,13),-0.190786 # DEPENDENCYPART_ARC
(26,14),0.995073 # DEPENDENCYPART_ARC
(26,15),0.411793 # DEPENDENCYPART_ARC
(26,16),0.066323 # DEPENDENCYPART_ARC
(26,17),0.0679774 # DEPENDENCYPART_ARC
(26,18),0.949903 # DEPENDENCYPART_ARC
(26,19),1.32083 # DEPENDENCYPART_ARC
(26,20),0.778339 # DEPENDENCYPART_ARC
(26,21),1.38051 # DEPENDENCYPART_ARC
(26,22),0.634751 # DEPENDENCYPART_ARC
(26,23),1.38225 # DEPENDENCYPART_ARC
(26,24),0.778294 # DEPENDENCYPART_ARC
(26,25),1.99481 # DEPENDENCYPART_ARC
(26,27),1.4144 # DEPENDENCYPART_ARC
(26,28),0.999498 # DEPENDENCYPART_ARC
(26,29),1.43224 # DEPENDENCYPART_ARC
(26,30),1.44569 # DEPENDENCYPART_ARC
(26,31),1.43322 # DEPENDENCYPART_ARC
(26,32),1.86418 # DEPENDENCYPART_ARC
(26,33),0.71651 # DEPENDENCYPART_ARC
(26,34),0.657785 # DEPENDENCYPART_ARC
(26,35),0.617495 # DEPENDENCYPART_ARC
(26,36),0.568877 # DEPENDENCYPART_ARC
(26,37),-0.127025 # DEPENDENCYPART_ARC
(27,1),-5.27178 # DEPENDENCYPART_ARC
(27,2),-4.47196 # DEPENDENCYPART_ARC
(27,3),-3.62081 # DEPENDENCYPART_ARC
(27,4),-5.20691 # DEPENDENCYPART_ARC
(27,5),-4.05432 # DEPENDENCYPART_ARC
(27,6),-4.38573 # DEPENDENCYPART_ARC
(27,7),-4.61771 # DEPENDENCYPART_ARC
(27,8),-4.55744 # DEPENDENCYPART_ARC
(27,9),-3.00554 # DEPENDENCYPART_ARC
(27,10),-3.36357 # DEPENDENCYPART_ARC
(27,11),-3.474 # DEPENDENCYPART_ARC
(27,12),-3.83356 # DEPENDENCYPART_ARC
(27,13),-3.22423 # DEPENDENCYPART_ARC
(27,14),-2.63268 # DEPENDENCYPART_ARC
(27,15),-2.43467 # DEPENDENCYPART_ARC
(27,16),-2.71409 # DEPENDENCYPART_ARC
(27,17),-3.13267 # DEPENDENCYPART_ARC
(27,18),-2.24057 # DEPENDENCYPART_ARC
(27,19),-2.10429 # DEPENDENCYPART_ARC
(27,20),-2.49529 # DEPENDENCYPART_ARC
(27,21),-1.89208 # DEPENDENCYPART_ARC
(27,22),-2.88281 # DEPENDENCYPART_ARC
(27,23),-1.64675 # DEPENDENCYPART_ARC
(27,24),-1.52861 # DEPENDENCYPART_ARC
(27,25),-1.62008 # DEPENDENCYPART_ARC
(27,26),-0.492494 # DEPENDENCYPART_ARC
(27,28),0.720333 # DEPENDENCYPART_ARC
(27,29),0.263275 # DEPENDENCYPART_ARC
(27,30),-0.0893703 # DEPENDENCYPART_ARC
(27,31),-0.588243 # DEPENDENCYPART_ARC
(27,32),-0.558258 # DEPENDENCYPART_ARC
(27,33),-0.642011 # DEPENDENCYPART_ARC
(27,34),-1.2715 # DEPENDENCYPART_ARC
(27,35),-0.63613 # DEPENDENCYPART_ARC
(27,36),-1.76369 # DEPENDENCYPART_ARC
(27,37),-1.31182 # DEPENDENCYPART_ARC
(28,1),-2.86293 # DEPENDENCYPART_ARC
(28,2),-3.29527 # DEPENDENCYPART_ARC
