# _root_ Za prvé bych chtěl připomenout to , že má být prodloužení věkové hranice postupné , že je rozloženo v čase a že k němu má dojít úplně až v roce 2007 .
#goldHeads=4,1,4,0,4,5,21,15,8,9,15,13,11,10,21,15,16,17,18,19,6,21,26,23,22,25,26,30,25,29,30,0,
#predictedHeads=4,1,4,0,4,5,8,6,8,9,9,13,11,10,16,21,16,17,18,19,9,21,26,23,22,25,26,30,26,29,30,0,
(18,7),-1.7437 # DEPENDENCYPART_ARC
(18,8),-1.97264 # DEPENDENCYPART_ARC
(18,9),-2.28895 # DEPENDENCYPART_ARC
(18,10),0.5304 # DEPENDENCYPART_ARC
(18,11),-0.0852376 # DEPENDENCYPART_ARC
(18,12),-6.24957 # DEPENDENCYPART_ARC
(18,13),-2.55369 # DEPENDENCYPART_ARC
(18,14),-1.94184 # DEPENDENCYPART_ARC
(18,15),-0.499661 # DEPENDENCYPART_ARC
(18,16),-0.240187 # DEPENDENCYPART_ARC
(18,17),2.31771 # DEPENDENCYPART_ARC
(18,19),2.17784 # DEPENDENCYPART_ARC
(18,20),0.8365 # DEPENDENCYPART_ARC
(18,21),0.840976 # DEPENDENCYPART_ARC
(18,22),0.862371 # DEPENDENCYPART_ARC
(18,23),-0.723551 # DEPENDENCYPART_ARC
(18,25),-3.02241 # DEPENDENCYPART_ARC
(18,26),-0.917267 # DEPENDENCYPART_ARC
(18,27),-1.39211 # DEPENDENCYPART_ARC
(18,28),-1.43721 # DEPENDENCYPART_ARC
(18,29),-1.51094 # DEPENDENCYPART_ARC
(18,30),-3.67062 # DEPENDENCYPART_ARC
(18,31),-1.5753 # DEPENDENCYPART_ARC
(18,32),-0.310455 # DEPENDENCYPART_ARC
(19,1),-4.87744 # DEPENDENCYPART_ARC
(19,2),-3.92389 # DEPENDENCYPART_ARC
(19,4),-3.65442 # DEPENDENCYPART_ARC
(19,6),-2.54208 # DEPENDENCYPART_ARC
(19,7),-3.2231 # DEPENDENCYPART_ARC
(19,8),-2.63891 # DEPENDENCYPART_ARC
(19,9),-3.79741 # DEPENDENCYPART_ARC
(19,11),-4.4875 # DEPENDENCYPART_ARC
(19,12),-3.57519 # DEPENDENCYPART_ARC
(19,13),-3.97778 # DEPENDENCYPART_ARC
(19,14),-3.23715 # DEPENDENCYPART_ARC
(19,15),-1.33022 # DEPENDENCYPART_ARC
(19,16),-1.46026 # DEPENDENCYPART_ARC
(19,17),-1.99188 # DEPENDENCYPART_ARC
(19,20),4.18055 # DEPENDENCYPART_ARC
(19,21),0.584513 # DEPENDENCYPART_ARC
(19,22),-1.51976 # DEPENDENCYPART_ARC
(19,23),-1.70037 # DEPENDENCYPART_ARC
(19,24),-0.905875 # DEPENDENCYPART_ARC
(19,25),-1.7856 # DEPENDENCYPART_ARC
(19,27),-2.3686 # DEPENDENCYPART_ARC
(19,28),-1.42814 # DEPENDENCYPART_ARC
(19,29),-2.52542 # DEPENDENCYPART_ARC
(19,30),-1.61333 # DEPENDENCYPART_ARC
(19,31),-3.12005 # DEPENDENCYPART_ARC
(19,32),-2.83163 # DEPENDENCYPART_ARC
(20,1),-1.80793 # DEPENDENCYPART_ARC
(20,2),-8.47606 # DEPENDENCYPART_ARC
(20,3),-2.79944 # DEPENDENCYPART_ARC
(20,4),-5.49917 # DEPENDENCYPART_ARC
(20,5),-2.65058 # DEPENDENCYPART_ARC
(20,6),-5.41555 # DEPENDENCYPART_ARC
(20,7),-3.26109 # DEPENDENCYPART_ARC
(20,8),-5.9464 # DEPENDENCYPART_ARC
(20,9),-3.31533 # DEPENDENCYPART_ARC
(20,10),-2.58836 # DEPENDENCYPART_ARC
(20,11),-4.20091 # DEPENDENCYPART_ARC
(20,12),-4.28751 # DEPENDENCYPART_ARC
(20,13),-4.89047 # DEPENDENCYPART_ARC
(20,14),-5.16713 # DEPENDENCYPART_ARC
(20,15),-1.66223 # DEPENDENCYPART_ARC
(20,16),-2.82004 # DEPENDENCYPART_ARC
(20,17),-1.96164 # DEPENDENCYPART_ARC
(20,18),-1.69206 # DEPENDENCYPART_ARC
(20,19),1.15592 # DEPENDENCYPART_ARC
(20,21),-0.23341 # DEPENDENCYPART_ARC
(20,22),-0.686483 # DEPENDENCYPART_ARC
(20,23),-1.11046 # DEPENDENCYPART_ARC
(20,25),-2.72762 # DEPENDENCYPART_ARC
(20,26),-2.59662 # DEPENDENCYPART_ARC
(20,27),-2.08992 # DEPENDENCYPART_ARC
(20,28),-2.01884 # DEPENDENCYPART_ARC
(20,29),-3.16445 # DEPENDENCYPART_ARC
(20,30),-4.0902 # DEPENDENCYPART_ARC
(20,31),-2.31678 # DEPENDENCYPART_ARC
(20,32),-3.16736 # DEPENDENCYPART_ARC
(21,1),-0.165073 # DEPENDENCYPART_ARC
(21,2),-3.17364 # DEPENDENCYPART_ARC
(21,3),-1.80332 # DEPENDENCYPART_ARC
(21,4),-2.73856 # DEPENDENCYPART_ARC
(21,5),-1.24079 # DEPENDENCYPART_ARC
(21,6),-0.963133 # DEPENDENCYPART_ARC
(21,7),1.51615 # DEPENDENCYPART_ARC
(21,8),1.95838 # DEPENDENCYPART_ARC
(21,9),-0.996907 # DEPENDENCYPART_ARC
(21,10),-0.752096 # DEPENDENCYPART_ARC
(21,11),-0.172443 # DEPENDENCYPART_ARC
(21,12),-1.08832 # DEPENDENCYPART_ARC
(21,13),-0.738634 # DEPENDENCYPART_ARC
(21,14),-0.972151 # DEPENDENCYPART_ARC
(21,15),1.65314 # DEPENDENCYPART_ARC
(21,16),2.51672 # DEPENDENCYPART_ARC
(21,17),1.09389 # DEPENDENCYPART_ARC
(21,18),1.83582 # DEPENDENCYPART_ARC
(21,19),1.36488 # DEPENDENCYPART_ARC
(21,20),2.19454 # DEPENDENCYPART_ARC
(21,22),2.01363 # DEPENDENCYPART_ARC
(21,23),0.98256 # DEPENDENCYPART_ARC
(21,24),-0.431659 # DEPENDENCYPART_ARC
(21,25),1.65007 # DEPENDENCYPART_ARC
(21,26),0.87565 # DEPENDENCYPART_ARC
(21,27),-0.351515 # DEPENDENCYPART_ARC
(21,28),-1.00632 # DEPENDENCYPART_ARC
(21,29),-0.48746 # DEPENDENCYPART_ARC
(21,30),-2.14546 # DEPENDENCYPART_ARC
(21,31),-1.04531 # DEPENDENCYPART_ARC
(21,32),-0.510183 # DEPENDENCYPART_ARC
(22,1),-4.86068 # DEPENDENCYPART_ARC
(22,2),-6.70055 # DEPENDENCYPART_ARC
(22,3),-5.37465 # DEPENDENCYPART_ARC
(22,4),-6.04057 # DEPENDENCYPART_ARC
(22,5),-5.42034 # DEPENDENCYPART_ARC
(22,6),-4.60948 # DEPENDENCYPART_ARC
(22,7),-5.12716 # DEPENDENCYPART_ARC
(22,8),-3.35214 # DEPENDENCYPART_ARC
(22,9),-4.45718 # DEPENDENCYPART_ARC
(22,10),-4.9038 # DEPENDENCYPART_ARC
(22,11),-4.05329 # DEPENDENCYPART_ARC
(22,12),-4.86203 # DEPENDENCYPART_ARC
(22,13),-4.52807 # DEPENDENCYPART_ARC
(22,14),-4.36498 # DEPENDENCYPART_ARC
(22,15),-1.6585 # DEPENDENCYPART_ARC
(22,16),-1.90302 # DEPENDENCYPART_ARC
(22,17),-2.82591 # DEPENDENCYPART_ARC
(22,18),-2.86105 # DEPENDENCYPART_ARC
(22,19),-1.09196 # DEPENDENCYPART_ARC
(22,20),-2.38152 # DEPENDENCYPART_ARC
(22,21),-0.355352 # DEPENDENCYPART_ARC
(22,23),-0.343885 # DEPENDENCYPART_ARC
(22,25),2.44663 # DEPENDENCYPART_ARC
(22,26),1.81057 # DEPENDENCYPART_ARC
(22,27),-0.740728 # DEPENDENCYPART_ARC
(22,28),-1.07971 # DEPENDENCYPART_ARC
(22,29),-1.83655 # DEPENDENCYPART_ARC
(22,30),-3.68744 # DEPENDENCYPART_ARC
(22,31),-1.51197 # DEPENDENCYPART_ARC
(22,32),-0.708623 # DEPENDENCYPART_ARC
(23,1),-5.11017 # DEPENDENCYPART_ARC
(23,2),-4.77687 # DEPENDENCYPART_ARC
(23,4),-4.10242 # DEPENDENCYPART_ARC
(23,6),-4.03037 # DEPENDENCYPART_ARC
(23,7),-3.4965 # DEPENDENCYPART_ARC
(23,8),-3.27896 # DEPENDENCYPART_ARC
(23,9),-4.03678 # DEPENDENCYPART_ARC
(23,11),-4.63028 # DEPENDENCYPART_ARC
(23,12),-4.53979 # DEPENDENCYPART_ARC
(23,13),-4.60929 # DEPENDENCYPART_ARC
(23,14),-4.33807 # DEPENDENCYPART_ARC
(23,15),-2.01018 # DEPENDENCYPART_ARC
(23,16),-2.95503 # DEPENDENCYPART_ARC
(23,17),-3.62231 # DEPENDENCYPART_ARC
(23,19),-1.89929 # DEPENDENCYPART_ARC
(23,20),-0.924831 # DEPENDENCYPART_ARC
(23,21),-2.05834 # DEPENDENCYPART_ARC
(23,22),-1.19662 # DEPENDENCYPART_ARC
(23,24),4.48089 # DEPENDENCYPART_ARC
(23,25),-1.51873 # DEPENDENCYPART_ARC
(23,27),-1.5043 # DEPENDENCYPART_ARC
(23,28),-1.08539 # DEPENDENCYPART_ARC
(23,29),-1.99896 # DEPENDENCYPART_ARC
(23,30),-0.958381 # DEPENDENCYPART_ARC
(23,31),-2.10748 # DEPENDENCYPART_ARC
(23,32),-2.07583 # DEPENDENCYPART_ARC
(24,1),-2.25125 # DEPENDENCYPART_ARC
(24,11),-3.04415 # DEPENDENCYPART_ARC
(24,13),-2.26944 # DEPENDENCYPART_ARC
(24,19),-1.77659 # DEPENDENCYPART_ARC
(24,20),-1.64522 # DEPENDENCYPART_ARC
(24,21),-1.06335 # DEPENDENCYPART_ARC
(24,23),-0.0498787 # DEPENDENCYPART_ARC
(24,28),-1.14884 # DEPENDENCYPART_ARC
(24,29),-1.93325 # DEPENDENCYPART_ARC
(24,30),-1.98315 # DEPENDENCYPART_ARC
(25,1),-0.918607 # DEPENDENCYPART_ARC
(25,2),-2.75087 # DEPENDENCYPART_ARC
(25,4),-4.13266 # DEPENDENCYPART_ARC
(25,5),-3.49115 # DEPENDENCYPART_ARC
(25,6),-2.71986 # DEPENDENCYPART_ARC
(25,7),-1.93382 # DEPENDENCYPART_ARC
(25,8),-2.03406 # DEPENDENCYPART_ARC
(25,9),-3.61601 # DEPENDENCYPART_ARC
(25,10),-1.78629 # DEPENDENCYPART_ARC
(25,11),-0.801746 # DEPENDENCYPART_ARC
(25,12),-4.36299 # DEPENDENCYPART_ARC
(25,13),-3.52319 # DEPENDENCYPART_ARC
(25,14),-0.902898 # DEPENDENCYPART_ARC
(25,15),-0.99414 # DEPENDENCYPART_ARC
(25,16),-1.20497 # DEPENDENCYPART_ARC
(25,17),-1.53193 # DEPENDENCYPART_ARC
(25,18),-2.11849 # DEPENDENCYPART_ARC
(25,19),-0.574977 # DEPENDENCYPART_ARC
(25,20),-1.56943 # DEPENDENCYPART_ARC
(25,21),-0.488322 # DEPENDENCYPART_ARC
(25,22),0.0591582 # DEPENDENCYPART_ARC
(25,23),1.74154 # DEPENDENCYPART_ARC
(25,26),3.37233 # DEPENDENCYPART_ARC
(25,27),0.695882 # DEPENDENCYPART_ARC
(25,28),0.368417 # DEPENDENCYPART_ARC
(25,29),1.06868 # DEPENDENCYPART_ARC
(25,30),0.39148 # DEPENDENCYPART_ARC
(25,31),-0.350463 # DEPENDENCYPART_ARC
(25,32),-0.0041361 # DEPENDENCYPART_ARC
(26,1),-1.54607 # DEPENDENCYPART_ARC
(26,2),-2.07863 # DEPENDENCYPART_ARC
(26,3),-4.31591 # DEPENDENCYPART_ARC
(26,4),-5.22114 # DEPENDENCYPART_ARC
(26,5),-4.74087 # DEPENDENCYPART_ARC
(26,6),-1.66921 # DEPENDENCYPART_ARC
(26,7),-3.42174 # DEPENDENCYPART_ARC
(26,8),-3.44384 # DEPENDENCYPART_ARC
(26,9),-4.83467 # DEPENDENCYPART_ARC
(26,10),-3.15706 # DEPENDENCYPART_ARC
(26,11),-2.26895 # DEPENDENCYPART_ARC
(26,12),-3.705 # DEPENDENCYPART_ARC
(26,13),-2.80678 # DEPENDENCYPART_ARC
(26,14),-2.68908 # DEPENDENCYPART_ARC
(26,15),-2.3699 # DEPENDENCYPART_ARC
(26,16),-2.37538 # DEPENDENCYPART_ARC
(26,17),-2.82266 # DEPENDENCYPART_ARC
(26,18),-3.23294 # DEPENDENCYPART_ARC
(26,19),-1.38951 # DEPENDENCYPART_ARC
(26,20),-2.13823 # DEPENDENCYPART_ARC
(26,21),-1.20467 # DEPENDENCYPART_ARC
(26,22),-1.33502 # DEPENDENCYPART_ARC
(26,23),2.12128 # DEPENDENCYPART_ARC
(26,25),-0.617252 # DEPENDENCYPART_ARC
(26,27),1.69322 # DEPENDENCYPART_ARC
(26,28),0.236515 # DEPENDENCYPART_ARC
(26,29),1.45536 # DEPENDENCYPART_ARC
(26,30),1.12737 # DEPENDENCYPART_ARC
(26,31),0.357909 # DEPENDENCYPART_ARC
(26,32),-0.11656 # DEPENDENCYPART_ARC
(27,1),-5.67937 # DEPENDENCYPART_ARC
(27,2),-5.00422 # DEPENDENCYPART_ARC
(27,4),-3.43964 # DEPENDENCYPART_ARC
(27,5),-2.32872 # DEPENDENCYPART_ARC
(27,6),-2.53377 # DEPENDENCYPART_ARC
(27,7),-3.43321 # DEPENDENCYPART_ARC
(27,8),-2.87693 # DEPENDENCYPART_ARC
(27,9),-3.05514 # DEPENDENCYPART_ARC
(27,10),-2.24532 # DEPENDENCYPART_ARC
(27,11),-3.77794 # DEPENDENCYPART_ARC
(27,12),-3.52195 # DEPENDENCYPART_ARC
(27,13),-3.96946 # DEPENDENCYPART_ARC
(27,14),-3.90203 # DEPENDENCYPART_ARC
(27,15),-2.59001 # DEPENDENCYPART_ARC
(27,16),-2.32566 # DEPENDENCYPART_ARC
(27,17),-2.32174 # DEPENDENCYPART_ARC
(27,19),-3.16166 # DEPENDENCYPART_ARC
(27,20),-3.35863 # DEPENDENCYPART_ARC
(27,21),-1.5976 # DEPENDENCYPART_ARC
(27,22),-1.51202 # DEPENDENCYPART_ARC
(27,23),-0.982781 # DEPENDENCYPART_ARC
(27,25),-1.48601 # DEPENDENCYPART_ARC
(27,26),-0.516061 # DEPENDENCYPART_ARC
(27,28),0.393348 # DEPENDENCYPART_ARC
(27,29),0.0068832 # DEPENDENCYPART_ARC
(27,30),-0.945147 # DEPENDENCYPART_ARC
(27,31),-0.943754 # DEPENDENCYPART_ARC
(27,32),-0.26385 # DEPENDENCYPART_ARC
(28,1),-2.48099 # DEPENDENCYPART_ARC
(28,2),-2.58957 # DEPENDENCYPART_ARC
(28,4),-4.71148 # DEPENDENCYPART_ARC
(28,5),-4.36699 # DEPENDENCYPART_ARC
(28,6),-1.86217 # DEPENDENCYPART_ARC
(28,7),-4.44919 # DEPENDENCYPART_ARC
(28,8),-2.34902 # DEPENDENCYPART_ARC
(28,9),-3.59247 # DEPENDENCYPART_ARC
(28,10),-3.67838 # DEPENDENCYPART_ARC
(28,11),-1.72094 # DEPENDENCYPART_ARC
(28,12),-1.93535 # DEPENDENCYPART_ARC
(28,13),-1.75734 # DEPENDENCYPART_ARC
(28,14),-1.74141 # DEPENDENCYPART_ARC
(28,15),-2.68884 # DEPENDENCYPART_ARC
(28,16),-1.8095 # DEPENDENCYPART_ARC
(28,17),-2.1831 # DEPENDENCYPART_ARC
(28,18),-2.44218 # DEPENDENCYPART_ARC
(28,19),-1.10472 # DEPENDENCYPART_ARC
(28,20),-1.18834 # DEPENDENCYPART_ARC
(28,21),-1.41087 # DEPENDENCYPART_ARC
(28,22),-0.902624 # DEPENDENCYPART_ARC
(28,23),-0.239477 # DEPENDENCYPART_ARC
(28,25),-0.537791 # DEPENDENCYPART_ARC
(28,26),0.357453 # DEPENDENCYPART_ARC
(28,27),0.666797 # DEPENDENCYPART_ARC
(28,29),0.100906 # DEPENDENCYPART_ARC
(28,30),0.0782443 # DEPENDENCYPART_ARC
(28,32),-0.236233 # DEPENDENCYPART_ARC
(29,1),-5.54725 # DEPENDENCYPART_ARC
(29,2),-4.05492 # DEPENDENCYPART_ARC
(29,4),-3.72573 # DEPENDENCYPART_ARC
(29,6),-2.565 # DEPENDENCYPART_ARC
(29,7),-2.81826 # DEPENDENCYPART_ARC
(29,8),-2.87239 # DEPENDENCYPART_ARC
(29,9),-3.80916 # DEPENDENCYPART_ARC
(29,11),-4.86585 # DEPENDENCYPART_ARC
(29,12),-3.62118 # DEPENDENCYPART_ARC
(29,13),-4.35506 # DEPENDENCYPART_ARC
(29,14),-3.69665 # DEPENDENCYPART_ARC
(29,15),-1.26254 # DEPENDENCYPART_ARC
(29,16),-2.32692 # DEPENDENCYPART_ARC
(29,17),-3.51535 # DEPENDENCYPART_ARC
(29,19),-2.66773 # DEPENDENCYPART_ARC
(29,20),-2.0793 # DEPENDENCYPART_ARC
(29,21),-2.13014 # DEPENDENCYPART_ARC
(29,22),-1.74322 # DEPENDENCYPART_ARC
(29,23),-2.27403 # DEPENDENCYPART_ARC
(29,24),-1.46404 # DEPENDENCYPART_ARC
(29,25),-2.32304 # DEPENDENCYPART_ARC
(29,27),-1.0229 # DEPENDENCYPART_ARC
(29,28),0.00971341 # DEPENDENCYPART_ARC
(29,30),4.71008 # DEPENDENCYPART_ARC
(29,31),-0.453959 # DEPENDENCYPART_ARC
(29,32),-0.0629266 # DEPENDENCYPART_ARC
(30,1),-2.66867 # DEPENDENCYPART_ARC
(30,2),-11.8776 # DEPENDENCYPART_ARC
(30,3),-3.01189 # DEPENDENCYPART_ARC
(30,4),-6.37925 # DEPENDENCYPART_ARC
(30,5),-2.81603 # DEPENDENCYPART_ARC
(30,6),-6.37746 # DEPENDENCYPART_ARC
(30,7),-4.19849 # DEPENDENCYPART_ARC
(30,8),-8.18863 # DEPENDENCYPART_ARC
(30,9),-3.68552 # DEPENDENCYPART_ARC
(30,10),-2.61876 # DEPENDENCYPART_ARC
(30,11),-7.42193 # DEPENDENCYPART_ARC
(30,12),-7.56869 # DEPENDENCYPART_ARC
(30,13),-8.07142 # DEPENDENCYPART_ARC
(30,14),-8.58673 # DEPENDENCYPART_ARC
(30,15),-2.85511 # DEPENDENCYPART_ARC
(30,16),-5.79588 # DEPENDENCYPART_ARC
(30,17),-3.09226 # DEPENDENCYPART_ARC
(30,18),-3.44931 # DEPENDENCYPART_ARC
(30,19),-2.13818 # DEPENDENCYPART_ARC
(30,20),-5.42856 # DEPENDENCYPART_ARC
(30,21),-4.45659 # DEPENDENCYPART_ARC
(30,22),-2.72824 # DEPENDENCYPART_ARC
(30,23),-0.63586 # DEPENDENCYPART_ARC
(30,25),-2.31002 # DEPENDENCYPART_ARC
(30,26),-1.12627 # DEPENDENCYPART_ARC
(30,27),0.413074 # DEPENDENCYPART_ARC
(30,28),2.16418 # DEPENDENCYPART_ARC
(30,29),0.821583 # DEPENDENCYPART_ARC
(30,31),2.21453 # DEPENDENCYPART_ARC
(30,32),0.268392 # DEPENDENCYPART_ARC
(31,1),-1.70505 # DEPENDENCYPART_ARC
(31,2),-2.48469 # DEPENDENCYPART_ARC
(31,4),-2.97242 # DEPENDENCYPART_ARC
(31,6),-2.30977 # DEPENDENCYPART_ARC
(31,7),-3.17622 # DEPENDENCYPART_ARC
(31,8),-2.47368 # DEPENDENCYPART_ARC
(31,9),-2.67424 # DEPENDENCYPART_ARC
(31,11),-2.25101 # DEPENDENCYPART_ARC
(31,12),-1.84582 # DEPENDENCYPART_ARC
(31,13),-2.33877 # DEPENDENCYPART_ARC
(31,14),-1.78179 # DEPENDENCYPART_ARC
(31,15),-1.82755 # DEPENDENCYPART_ARC
(31,16),-1.64221 # DEPENDENCYPART_ARC
(31,17),-2.48672 # DEPENDENCYPART_ARC
(31,19),-1.42949 # DEPENDENCYPART_ARC
(31,20),-1.74623 # DEPENDENCYPART_ARC
(31,21),-1.18827 # DEPENDENCYPART_ARC
(31,22),-0.768183 # DEPENDENCYPART_ARC
(31,23),-0.653067 # DEPENDENCYPART_ARC
(31,25),-1.65768 # DEPENDENCYPART_ARC
(31,27),-0.105552 # DEPENDENCYPART_ARC
(31,28),0.485452 # DEPENDENCYPART_ARC
(31,29),-0.077637 # DEPENDENCYPART_ARC
(31,30),0.316095 # DEPENDENCYPART_ARC
(31,32),0.513553 # DEPENDENCYPART_ARC
(32,1),-7.80496 # DEPENDENCYPART_ARC
(32,2),-7.09809 # DEPENDENCYPART_ARC
(32,4),-6.97298 # DEPENDENCYPART_ARC
(32,5),-6.34652 # DEPENDENCYPART_ARC
(32,6),-4.8955 # DEPENDENCYPART_ARC
(32,7),-8.07655 # DEPENDENCYPART_ARC
(32,8),-5.6696 # DEPENDENCYPART_ARC
(32,9),-6.79624 # DEPENDENCYPART_ARC
(32,10),-5.84052 # DEPENDENCYPART_ARC
(32,11),-7.34764 # DEPENDENCYPART_ARC
(32,12),-5.85584 # DEPENDENCYPART_ARC
(32,13),-7.43585 # DEPENDENCYPART_ARC
(32,14),-5.86803 # DEPENDENCYPART_ARC
(32,15),-6.63114 # DEPENDENCYPART_ARC
(32,16),-4.85975 # DEPENDENCYPART_ARC
(32,17),-5.48187 # DEPENDENCYPART_ARC
(32,18),-5.17527 # DEPENDENCYPART_ARC
(32,19),-4.71856 # DEPENDENCYPART_ARC
(32,20),-5.82305 # DEPENDENCYPART_ARC
(32,21),-4.81673 # DEPENDENCYPART_ARC
(32,22),-4.28601 # DEPENDENCYPART_ARC
(32,23),-4.05063 # DEPENDENCYPART_ARC
(32,25),-4.61109 # DEPENDENCYPART_ARC
(32,26),-4.27977 # DEPENDENCYPART_ARC
(32,27),-3.31992 # DEPENDENCYPART_ARC
(32,28),-3.0724 # DEPENDENCYPART_ARC
(32,29),-3.2592 # DEPENDENCYPART_ARC
(32,30),-3.14994 # DEPENDENCYPART_ARC
(32,31),-2.90754 # DEPENDENCYPART_ARC
