# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,0,1,5,3,8,8,20,1,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(18,6),0.180831 # DEPENDENCYPART_ARC
(18,7),-0.052279 # DEPENDENCYPART_ARC
(18,8),0.139195 # DEPENDENCYPART_ARC
(18,9),1.27644 # DEPENDENCYPART_ARC
(18,10),1.70983 # DEPENDENCYPART_ARC
(18,11),-0.689534 # DEPENDENCYPART_ARC
(18,12),0.650448 # DEPENDENCYPART_ARC
(18,13),0.534001 # DEPENDENCYPART_ARC
(18,14),1.20892 # DEPENDENCYPART_ARC
(18,15),0.717047 # DEPENDENCYPART_ARC
(18,16),1.4699 # DEPENDENCYPART_ARC
(18,17),2.72178 # DEPENDENCYPART_ARC
(18,19),0.965125 # DEPENDENCYPART_ARC
(18,20),2.2912 # DEPENDENCYPART_ARC
(18,21),1.1236 # DEPENDENCYPART_ARC
(18,22),0.679566 # DEPENDENCYPART_ARC
(18,23),-1.13291 # DEPENDENCYPART_ARC
(18,24),-0.502919 # DEPENDENCYPART_ARC
(18,25),-1.50989 # DEPENDENCYPART_ARC
(18,26),-1.59462 # DEPENDENCYPART_ARC
(18,27),-0.856012 # DEPENDENCYPART_ARC
(18,28),-2.05088 # DEPENDENCYPART_ARC
(18,29),-0.331906 # DEPENDENCYPART_ARC
(19,1),-2.6933 # DEPENDENCYPART_ARC
(19,2),-2.43134 # DEPENDENCYPART_ARC
(19,3),-2.97937 # DEPENDENCYPART_ARC
(19,4),-2.25157 # DEPENDENCYPART_ARC
(19,5),-3.34208 # DEPENDENCYPART_ARC
(19,6),-2.38607 # DEPENDENCYPART_ARC
(19,7),-1.97449 # DEPENDENCYPART_ARC
(19,8),-2.82386 # DEPENDENCYPART_ARC
(19,9),-2.64841 # DEPENDENCYPART_ARC
(19,10),-2.24119 # DEPENDENCYPART_ARC
(19,11),-2.83412 # DEPENDENCYPART_ARC
(19,12),-2.67197 # DEPENDENCYPART_ARC
(19,13),-2.04067 # DEPENDENCYPART_ARC
(19,14),-2.34609 # DEPENDENCYPART_ARC
(19,15),-1.87021 # DEPENDENCYPART_ARC
(19,16),-1.96281 # DEPENDENCYPART_ARC
(19,17),-1.29664 # DEPENDENCYPART_ARC
(19,18),-0.396784 # DEPENDENCYPART_ARC
(19,20),-0.488043 # DEPENDENCYPART_ARC
(19,21),-1.08532 # DEPENDENCYPART_ARC
(19,22),-1.55331 # DEPENDENCYPART_ARC
(19,23),-1.72806 # DEPENDENCYPART_ARC
(19,24),-1.45191 # DEPENDENCYPART_ARC
(19,25),-2.8597 # DEPENDENCYPART_ARC
(19,26),-3.00171 # DEPENDENCYPART_ARC
(19,27),-1.94604 # DEPENDENCYPART_ARC
(19,28),-3.61591 # DEPENDENCYPART_ARC
(19,29),-2.19557 # DEPENDENCYPART_ARC
(20,1),1.92166 # DEPENDENCYPART_ARC
(20,2),0.81231 # DEPENDENCYPART_ARC
(20,3),-0.107961 # DEPENDENCYPART_ARC
(20,4),-0.583404 # DEPENDENCYPART_ARC
(20,5),-1.29784 # DEPENDENCYPART_ARC
(20,6),0.0680102 # DEPENDENCYPART_ARC
(20,7),0.351606 # DEPENDENCYPART_ARC
(20,8),1.56686 # DEPENDENCYPART_ARC
(20,9),0.884938 # DEPENDENCYPART_ARC
(20,10),1.80998 # DEPENDENCYPART_ARC
(20,11),-1.82064 # DEPENDENCYPART_ARC
(20,12),0.143735 # DEPENDENCYPART_ARC
(20,13),0.336541 # DEPENDENCYPART_ARC
(20,14),1.4247 # DEPENDENCYPART_ARC
(20,15),0.839325 # DEPENDENCYPART_ARC
(20,16),0.357946 # DEPENDENCYPART_ARC
(20,17),-0.752939 # DEPENDENCYPART_ARC
(20,18),0.573854 # DEPENDENCYPART_ARC
(20,19),2.86232 # DEPENDENCYPART_ARC
(20,21),1.26996 # DEPENDENCYPART_ARC
(20,22),-1.75805 # DEPENDENCYPART_ARC
(20,23),0.257606 # DEPENDENCYPART_ARC
(20,24),-0.182938 # DEPENDENCYPART_ARC
(20,25),0.0942431 # DEPENDENCYPART_ARC
(20,26),-2.13798 # DEPENDENCYPART_ARC
(20,27),-1.07584 # DEPENDENCYPART_ARC
(20,28),-2.92582 # DEPENDENCYPART_ARC
(20,29),-0.407047 # DEPENDENCYPART_ARC
(21,1),0.53266 # DEPENDENCYPART_ARC
(21,2),-0.246752 # DEPENDENCYPART_ARC
(21,3),0.0778399 # DEPENDENCYPART_ARC
(21,4),-1.52825 # DEPENDENCYPART_ARC
(21,5),-1.97735 # DEPENDENCYPART_ARC
(21,6),-0.7915 # DEPENDENCYPART_ARC
(21,7),-0.43265 # DEPENDENCYPART_ARC
(21,8),-1.2184 # DEPENDENCYPART_ARC
(21,9),-0.349242 # DEPENDENCYPART_ARC
(21,10),-0.12108 # DEPENDENCYPART_ARC
(21,11),-1.56264 # DEPENDENCYPART_ARC
(21,12),-0.453587 # DEPENDENCYPART_ARC
(21,13),-0.423333 # DEPENDENCYPART_ARC
(21,14),-0.0387458 # DEPENDENCYPART_ARC
(21,15),-0.226432 # DEPENDENCYPART_ARC
(21,16),0.551198 # DEPENDENCYPART_ARC
(21,17),0.761419 # DEPENDENCYPART_ARC
(21,18),0.804683 # DEPENDENCYPART_ARC
(21,19),0.373742 # DEPENDENCYPART_ARC
(21,20),0.92918 # DEPENDENCYPART_ARC
(21,22),0.492008 # DEPENDENCYPART_ARC
(21,23),-0.273706 # DEPENDENCYPART_ARC
(21,24),-0.495421 # DEPENDENCYPART_ARC
(21,25),-1.67428 # DEPENDENCYPART_ARC
(21,26),-1.93765 # DEPENDENCYPART_ARC
(21,27),-0.925081 # DEPENDENCYPART_ARC
(21,28),-2.49972 # DEPENDENCYPART_ARC
(21,29),-0.399963 # DEPENDENCYPART_ARC
(22,1),2.41226 # DEPENDENCYPART_ARC
(22,2),1.31729 # DEPENDENCYPART_ARC
(22,3),-0.8503 # DEPENDENCYPART_ARC
(22,4),-1.77676 # DEPENDENCYPART_ARC
(22,5),-1.53209 # DEPENDENCYPART_ARC
(22,6),-1.1652 # DEPENDENCYPART_ARC
(22,7),-0.746219 # DEPENDENCYPART_ARC
(22,8),0.387576 # DEPENDENCYPART_ARC
(22,9),-0.458515 # DEPENDENCYPART_ARC
(22,10),-0.15013 # DEPENDENCYPART_ARC
(22,11),-2.90918 # DEPENDENCYPART_ARC
(22,12),-1.66072 # DEPENDENCYPART_ARC
(22,13),-0.892021 # DEPENDENCYPART_ARC
(22,14),0.197816 # DEPENDENCYPART_ARC
(22,15),-1.24045 # DEPENDENCYPART_ARC
(22,16),-1.5208 # DEPENDENCYPART_ARC
(22,17),-1.19994 # DEPENDENCYPART_ARC
(22,18),0.114237 # DEPENDENCYPART_ARC
(22,19),0.852753 # DEPENDENCYPART_ARC
(22,20),-0.436305 # DEPENDENCYPART_ARC
(22,21),0.220863 # DEPENDENCYPART_ARC
(22,23),3.63139 # DEPENDENCYPART_ARC
(22,24),2.21413 # DEPENDENCYPART_ARC
(22,25),2.58798 # DEPENDENCYPART_ARC
(22,26),1.69671 # DEPENDENCYPART_ARC
(22,27),1.13173 # DEPENDENCYPART_ARC
(22,28),-0.00689994 # DEPENDENCYPART_ARC
(22,29),1.14177 # DEPENDENCYPART_ARC
(23,1),-4.11596 # DEPENDENCYPART_ARC
(23,2),-3.93672 # DEPENDENCYPART_ARC
(23,3),-4.08376 # DEPENDENCYPART_ARC
(23,4),-1.77349 # DEPENDENCYPART_ARC
(23,5),-2.56181 # DEPENDENCYPART_ARC
(23,6),-0.701338 # DEPENDENCYPART_ARC
(23,7),-2.01206 # DEPENDENCYPART_ARC
(23,8),-2.36778 # DEPENDENCYPART_ARC
(23,9),-1.97348 # DEPENDENCYPART_ARC
(23,10),-1.11531 # DEPENDENCYPART_ARC
(23,11),-4.63085 # DEPENDENCYPART_ARC
(23,12),-3.71989 # DEPENDENCYPART_ARC
(23,13),-1.39908 # DEPENDENCYPART_ARC
(23,14),-2.38409 # DEPENDENCYPART_ARC
(23,15),-1.56008 # DEPENDENCYPART_ARC
(23,16),-2.24284 # DEPENDENCYPART_ARC
(23,17),-3.06221 # DEPENDENCYPART_ARC
(23,18),-0.988365 # DEPENDENCYPART_ARC
(23,19),-0.671168 # DEPENDENCYPART_ARC
(23,20),-2.35111 # DEPENDENCYPART_ARC
(23,21),-0.618038 # DEPENDENCYPART_ARC
(23,22),-0.629827 # DEPENDENCYPART_ARC
(23,24),-0.158928 # DEPENDENCYPART_ARC
(23,25),-1.77467 # DEPENDENCYPART_ARC
(23,26),-1.78875 # DEPENDENCYPART_ARC
(23,27),-1.41163 # DEPENDENCYPART_ARC
(23,28),-2.16615 # DEPENDENCYPART_ARC
(23,29),-0.997602 # DEPENDENCYPART_ARC
(24,1),-3.00756 # DEPENDENCYPART_ARC
(24,2),-2.89487 # DEPENDENCYPART_ARC
(24,3),-2.82465 # DEPENDENCYPART_ARC
(24,4),-2.57901 # DEPENDENCYPART_ARC
(24,5),-3.14136 # DEPENDENCYPART_ARC
(24,6),-2.69402 # DEPENDENCYPART_ARC
(24,7),-2.22023 # DEPENDENCYPART_ARC
(24,8),-2.47331 # DEPENDENCYPART_ARC
(24,9),-2.56126 # DEPENDENCYPART_ARC
(24,10),-1.90236 # DEPENDENCYPART_ARC
(24,11),-2.65774 # DEPENDENCYPART_ARC
(24,12),-2.72609 # DEPENDENCYPART_ARC
(24,13),-2.32451 # DEPENDENCYPART_ARC
(24,14),-2.36485 # DEPENDENCYPART_ARC
(24,15),-2.39425 # DEPENDENCYPART_ARC
(24,16),-2.20049 # DEPENDENCYPART_ARC
(24,17),-1.40854 # DEPENDENCYPART_ARC
(24,18),-1.25892 # DEPENDENCYPART_ARC
(24,19),-1.63269 # DEPENDENCYPART_ARC
(24,20),-1.33255 # DEPENDENCYPART_ARC
(24,21),-0.747107 # DEPENDENCYPART_ARC
(24,22),-0.936204 # DEPENDENCYPART_ARC
(24,23),-0.33898 # DEPENDENCYPART_ARC
(24,25),-0.74897 # DEPENDENCYPART_ARC
(24,26),-1.34279 # DEPENDENCYPART_ARC
(24,27),-1.63579 # DEPENDENCYPART_ARC
(24,28),-2.46654 # DEPENDENCYPART_ARC
(24,29),-1.59418 # DEPENDENCYPART_ARC
(25,1),-5.86601 # DEPENDENCYPART_ARC
(25,2),-6.43118 # DEPENDENCYPART_ARC
(25,3),-4.76693 # DEPENDENCYPART_ARC
(25,4),-4.9627 # DEPENDENCYPART_ARC
(25,5),-9.43784 # DEPENDENCYPART_ARC
(25,6),-2.51722 # DEPENDENCYPART_ARC
(25,7),-4.14306 # DEPENDENCYPART_ARC
(25,8),-8.4429 # DEPENDENCYPART_ARC
(25,9),-2.66495 # DEPENDENCYPART_ARC
(25,10),-6.04663 # DEPENDENCYPART_ARC
(25,11),-6.24768 # DEPENDENCYPART_ARC
(25,12),-5.29834 # DEPENDENCYPART_ARC
(25,13),-1.3042 # DEPENDENCYPART_ARC
(25,14),-6.58021 # DEPENDENCYPART_ARC
(25,15),-1.01748 # DEPENDENCYPART_ARC
(25,16),-6.7437 # DEPENDENCYPART_ARC
(25,17),-4.14043 # DEPENDENCYPART_ARC
(25,18),-2.13122 # DEPENDENCYPART_ARC
(25,19),-1.27372 # DEPENDENCYPART_ARC
(25,20),-3.59316 # DEPENDENCYPART_ARC
(25,21),-0.972274 # DEPENDENCYPART_ARC
(25,22),-2.30159 # DEPENDENCYPART_ARC
(25,23),-1.49914 # DEPENDENCYPART_ARC
(25,24),1.19373 # DEPENDENCYPART_ARC
(25,26),4.4276 # DEPENDENCYPART_ARC
(25,27),1.6207 # DEPENDENCYPART_ARC
(25,28),0.270251 # DEPENDENCYPART_ARC
(25,29),-0.170929 # DEPENDENCYPART_ARC
(26,1),-5.72868 # DEPENDENCYPART_ARC
(26,2),-6.54847 # DEPENDENCYPART_ARC
(26,3),-4.76239 # DEPENDENCYPART_ARC
(26,4),-5.05578 # DEPENDENCYPART_ARC
(26,5),-9.11093 # DEPENDENCYPART_ARC
(26,6),-2.47798 # DEPENDENCYPART_ARC
(26,7),-3.97565 # DEPENDENCYPART_ARC
(26,8),-8.12134 # DEPENDENCYPART_ARC
(26,9),-2.94181 # DEPENDENCYPART_ARC
(26,10),-5.50171 # DEPENDENCYPART_ARC
(26,11),-8.66501 # DEPENDENCYPART_ARC
(26,12),-5.85957 # DEPENDENCYPART_ARC
(26,13),-2.20747 # DEPENDENCYPART_ARC
(26,14),-6.09415 # DEPENDENCYPART_ARC
(26,15),-1.70466 # DEPENDENCYPART_ARC
(26,16),-7.07849 # DEPENDENCYPART_ARC
(26,17),-4.19184 # DEPENDENCYPART_ARC
(26,18),-1.66026 # DEPENDENCYPART_ARC
(26,19),-1.48068 # DEPENDENCYPART_ARC
(26,20),-3.88437 # DEPENDENCYPART_ARC
(26,21),-1.24392 # DEPENDENCYPART_ARC
(26,22),-2.55288 # DEPENDENCYPART_ARC
(26,23),-1.40926 # DEPENDENCYPART_ARC
(26,24),0.6263 # DEPENDENCYPART_ARC
(26,25),-0.255319 # DEPENDENCYPART_ARC
(26,27),1.92124 # DEPENDENCYPART_ARC
(26,28),-1.09215 # DEPENDENCYPART_ARC
(26,29),-0.409859 # DEPENDENCYPART_ARC
(27,1),-3.24777 # DEPENDENCYPART_ARC
(27,2),-3.28079 # DEPENDENCYPART_ARC
(27,3),-3.88696 # DEPENDENCYPART_ARC
(27,4),-3.27541 # DEPENDENCYPART_ARC
(27,5),-3.98632 # DEPENDENCYPART_ARC
(27,6),-3.20812 # DEPENDENCYPART_ARC
(27,7),-2.79181 # DEPENDENCYPART_ARC
(27,8),-5.12246 # DEPENDENCYPART_ARC
(27,9),-3.49197 # DEPENDENCYPART_ARC
(27,10),-2.81772 # DEPENDENCYPART_ARC
(27,11),-3.97348 # DEPENDENCYPART_ARC
(27,12),-5.7866 # DEPENDENCYPART_ARC
(27,13),-3.77423 # DEPENDENCYPART_ARC
(27,14),-2.57843 # DEPENDENCYPART_ARC
(27,15),-3.18096 # DEPENDENCYPART_ARC
(27,16),-3.05673 # DEPENDENCYPART_ARC
(27,17),-3.07244 # DEPENDENCYPART_ARC
(27,18),-2.18799 # DEPENDENCYPART_ARC
(27,19),-2.23822 # DEPENDENCYPART_ARC
(27,20),-2.86618 # DEPENDENCYPART_ARC
(27,21),-1.6136 # DEPENDENCYPART_ARC
(27,22),-2.5473 # DEPENDENCYPART_ARC
(27,23),-1.547 # DEPENDENCYPART_ARC
(27,24),-1.45529 # DEPENDENCYPART_ARC
(27,25),-2.01581 # DEPENDENCYPART_ARC
(27,26),-1.33749 # DEPENDENCYPART_ARC
(27,28),3.94748 # DEPENDENCYPART_ARC
(27,29),-0.308683 # DEPENDENCYPART_ARC
(28,1),-6.76591 # DEPENDENCYPART_ARC
(28,2),-7.51827 # DEPENDENCYPART_ARC
(28,3),-5.08521 # DEPENDENCYPART_ARC
(28,4),-5.97618 # DEPENDENCYPART_ARC
(28,5),-7.81479 # DEPENDENCYPART_ARC
(28,6),-3.09301 # DEPENDENCYPART_ARC
(28,7),-5.07501 # DEPENDENCYPART_ARC
(28,8),-7.36497 # DEPENDENCYPART_ARC
(28,9),-3.28996 # DEPENDENCYPART_ARC
(28,10),-4.42084 # DEPENDENCYPART_ARC
(28,11),-9.94062 # DEPENDENCYPART_ARC
(28,12),-6.92088 # DEPENDENCYPART_ARC
(28,13),-1.9009 # DEPENDENCYPART_ARC
(28,14),-4.76427 # DEPENDENCYPART_ARC
(28,15),-1.46321 # DEPENDENCYPART_ARC
(28,16),-6.38041 # DEPENDENCYPART_ARC
(28,17),-4.60334 # DEPENDENCYPART_ARC
(28,18),-2.63451 # DEPENDENCYPART_ARC
(28,19),-2.13093 # DEPENDENCYPART_ARC
(28,20),-4.19883 # DEPENDENCYPART_ARC
(28,21),-1.73703 # DEPENDENCYPART_ARC
(28,22),-2.46869 # DEPENDENCYPART_ARC
(28,23),-1.89751 # DEPENDENCYPART_ARC
(28,24),-0.715185 # DEPENDENCYPART_ARC
(28,25),-1.40799 # DEPENDENCYPART_ARC
(28,26),-1.67696 # DEPENDENCYPART_ARC
(28,27),0.315923 # DEPENDENCYPART_ARC
(28,29),-0.255199 # DEPENDENCYPART_ARC
(29,1),-3.97863 # DEPENDENCYPART_ARC
(29,2),-3.80938 # DEPENDENCYPART_ARC
(29,3),-5.08021 # DEPENDENCYPART_ARC
(29,4),-5.51537 # DEPENDENCYPART_ARC
(29,5),-5.84073 # DEPENDENCYPART_ARC
(29,6),-4.78436 # DEPENDENCYPART_ARC
(29,7),-4.54171 # DEPENDENCYPART_ARC
(29,8),-6.38803 # DEPENDENCYPART_ARC
(29,9),-4.24951 # DEPENDENCYPART_ARC
(29,10),-4.10763 # DEPENDENCYPART_ARC
(29,11),-4.94739 # DEPENDENCYPART_ARC
(29,12),-5.64631 # DEPENDENCYPART_ARC
(29,13),-4.32211 # DEPENDENCYPART_ARC
(29,14),-4.65766 # DEPENDENCYPART_ARC
(29,15),-4.06936 # DEPENDENCYPART_ARC
(29,16),-4.55672 # DEPENDENCYPART_ARC
(29,17),-3.89518 # DEPENDENCYPART_ARC
(29,18),-3.65373 # DEPENDENCYPART_ARC
(29,19),-3.58687 # DEPENDENCYPART_ARC
(29,20),-4.01789 # DEPENDENCYPART_ARC
(29,21),-3.12247 # DEPENDENCYPART_ARC
(29,22),-3.11357 # DEPENDENCYPART_ARC
(29,23),-2.90529 # DEPENDENCYPART_ARC
(29,24),-2.96804 # DEPENDENCYPART_ARC
(29,25),-2.6085 # DEPENDENCYPART_ARC
(29,26),-2.43258 # DEPENDENCYPART_ARC
(29,27),-3.0149 # DEPENDENCYPART_ARC
(29,28),-1.90667 # DEPENDENCYPART_ARC
