# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,4,8,6,0,12,10,9,12,18,18,18,18,12,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(15,7),-0.800255 # DEPENDENCYPART_ARC
(15,8),-1.09237 # DEPENDENCYPART_ARC
(15,9),-4.57089 # DEPENDENCYPART_ARC
(15,10),1.44512 # DEPENDENCYPART_ARC
(15,11),-1.57504 # DEPENDENCYPART_ARC
(15,12),-0.753854 # DEPENDENCYPART_ARC
(15,13),1.38678 # DEPENDENCYPART_ARC
(15,14),0.446956 # DEPENDENCYPART_ARC
(15,16),0.330414 # DEPENDENCYPART_ARC
(15,17),-0.871898 # DEPENDENCYPART_ARC
(15,18),0.263854 # DEPENDENCYPART_ARC
(15,19),-2.87709 # DEPENDENCYPART_ARC
(15,20),-0.622527 # DEPENDENCYPART_ARC
(15,21),-1.34514 # DEPENDENCYPART_ARC
(15,22),-3.36783 # DEPENDENCYPART_ARC
(15,23),-5.5224 # DEPENDENCYPART_ARC
(15,24),-5.20607 # DEPENDENCYPART_ARC
(15,25),-1.61069 # DEPENDENCYPART_ARC
(15,26),-1.37664 # DEPENDENCYPART_ARC
(15,27),-1.62156 # DEPENDENCYPART_ARC
(15,28),-1.42187 # DEPENDENCYPART_ARC
(15,29),-1.42941 # DEPENDENCYPART_ARC
(15,30),-3.05759 # DEPENDENCYPART_ARC
(15,31),-1.87436 # DEPENDENCYPART_ARC
(15,32),-2.64051 # DEPENDENCYPART_ARC
(15,33),-0.932183 # DEPENDENCYPART_ARC
(15,34),-8.39943 # DEPENDENCYPART_ARC
(16,1),-0.758738 # DEPENDENCYPART_ARC
(16,2),0.894811 # DEPENDENCYPART_ARC
(16,3),-0.629664 # DEPENDENCYPART_ARC
(16,4),0.44819 # DEPENDENCYPART_ARC
(16,5),0.647949 # DEPENDENCYPART_ARC
(16,6),-0.476056 # DEPENDENCYPART_ARC
(16,7),-0.611067 # DEPENDENCYPART_ARC
(16,8),0.58596 # DEPENDENCYPART_ARC
(16,9),0.392965 # DEPENDENCYPART_ARC
(16,10),0.372409 # DEPENDENCYPART_ARC
(16,11),0.24984 # DEPENDENCYPART_ARC
(16,12),1.73612 # DEPENDENCYPART_ARC
(16,13),1.94033 # DEPENDENCYPART_ARC
(16,14),1.34564 # DEPENDENCYPART_ARC
(16,15),2.33678 # DEPENDENCYPART_ARC
(16,17),2.20081 # DEPENDENCYPART_ARC
(16,18),0.579887 # DEPENDENCYPART_ARC
(16,19),0.145462 # DEPENDENCYPART_ARC
(16,20),-0.120365 # DEPENDENCYPART_ARC
(16,21),-0.418312 # DEPENDENCYPART_ARC
(16,22),-0.932014 # DEPENDENCYPART_ARC
(16,23),-0.473298 # DEPENDENCYPART_ARC
(16,24),-0.416664 # DEPENDENCYPART_ARC
(16,25),-0.525721 # DEPENDENCYPART_ARC
(16,26),-1.03819 # DEPENDENCYPART_ARC
(16,27),-1.21499 # DEPENDENCYPART_ARC
(16,28),-0.981493 # DEPENDENCYPART_ARC
(16,29),-1.39075 # DEPENDENCYPART_ARC
(16,30),-1.46962 # DEPENDENCYPART_ARC
(16,31),-1.70907 # DEPENDENCYPART_ARC
(16,32),-1.88898 # DEPENDENCYPART_ARC
(16,33),-1.90558 # DEPENDENCYPART_ARC
(16,34),-2.44747 # DEPENDENCYPART_ARC
(17,1),-5.36651 # DEPENDENCYPART_ARC
(17,2),-5.1647 # DEPENDENCYPART_ARC
(17,3),-6.01004 # DEPENDENCYPART_ARC
(17,4),-4.80833 # DEPENDENCYPART_ARC
(17,5),-8.01468 # DEPENDENCYPART_ARC
(17,6),-2.47575 # DEPENDENCYPART_ARC
(17,7),-1.8265 # DEPENDENCYPART_ARC
(17,8),-2.27008 # DEPENDENCYPART_ARC
(17,9),-5.69835 # DEPENDENCYPART_ARC
(17,10),-0.274318 # DEPENDENCYPART_ARC
(17,11),-2.78369 # DEPENDENCYPART_ARC
(17,12),-1.83652 # DEPENDENCYPART_ARC
(17,13),-0.28808 # DEPENDENCYPART_ARC
(17,14),-1.25349 # DEPENDENCYPART_ARC
(17,15),0.185545 # DEPENDENCYPART_ARC
(17,16),-0.268709 # DEPENDENCYPART_ARC
(17,18),-0.0846821 # DEPENDENCYPART_ARC
(17,19),-1.73687 # DEPENDENCYPART_ARC
(17,20),-1.27574 # DEPENDENCYPART_ARC
(17,21),-1.01484 # DEPENDENCYPART_ARC
(17,22),-3.65474 # DEPENDENCYPART_ARC
(17,23),-5.4833 # DEPENDENCYPART_ARC
(17,24),-5.4368 # DEPENDENCYPART_ARC
(17,25),-1.84154 # DEPENDENCYPART_ARC
(17,26),-1.81582 # DEPENDENCYPART_ARC
(17,27),-1.97925 # DEPENDENCYPART_ARC
(17,28),-1.80696 # DEPENDENCYPART_ARC
(17,29),-1.8888 # DEPENDENCYPART_ARC
(17,30),-3.31652 # DEPENDENCYPART_ARC
(17,31),-2.48583 # DEPENDENCYPART_ARC
(17,32),-3.13059 # DEPENDENCYPART_ARC
(17,33),-1.72132 # DEPENDENCYPART_ARC
(17,34),-7.90449 # DEPENDENCYPART_ARC
(18,1),-0.586051 # DEPENDENCYPART_ARC
(18,2),1.77386 # DEPENDENCYPART_ARC
(18,3),0.0459321 # DEPENDENCYPART_ARC
(18,4),0.945111 # DEPENDENCYPART_ARC
(18,5),1.03467 # DEPENDENCYPART_ARC
(18,6),-0.399814 # DEPENDENCYPART_ARC
(18,7),-1.10687 # DEPENDENCYPART_ARC
(18,8),0.0948175 # DEPENDENCYPART_ARC
(18,9),0.136824 # DEPENDENCYPART_ARC
(18,10),0.723988 # DEPENDENCYPART_ARC
(18,11),-0.517796 # DEPENDENCYPART_ARC
(18,12),1.69991 # DEPENDENCYPART_ARC
(18,13),2.77284 # DEPENDENCYPART_ARC
(18,14),2.01836 # DEPENDENCYPART_ARC
(18,15),3.11114 # DEPENDENCYPART_ARC
(18,16),2.28565 # DEPENDENCYPART_ARC
(18,17),3.96194 # DEPENDENCYPART_ARC
(18,19),3.795 # DEPENDENCYPART_ARC
(18,20),0.90103 # DEPENDENCYPART_ARC
(18,21),0.294381 # DEPENDENCYPART_ARC
(18,22),0.426895 # DEPENDENCYPART_ARC
(18,23),0.994605 # DEPENDENCYPART_ARC
(18,24),0.591855 # DEPENDENCYPART_ARC
(18,25),-0.0449641 # DEPENDENCYPART_ARC
(18,26),-0.0445283 # DEPENDENCYPART_ARC
(18,27),-0.384293 # DEPENDENCYPART_ARC
(18,28),-0.574988 # DEPENDENCYPART_ARC
(18,29),-0.22907 # DEPENDENCYPART_ARC
(18,30),-0.945924 # DEPENDENCYPART_ARC
(18,31),-0.673485 # DEPENDENCYPART_ARC
(18,32),-1.17001 # DEPENDENCYPART_ARC
(18,33),-0.810819 # DEPENDENCYPART_ARC
(18,34),-1.74709 # DEPENDENCYPART_ARC
(19,1),-6.73881 # DEPENDENCYPART_ARC
(19,2),-7.6872 # DEPENDENCYPART_ARC
(19,3),-7.9655 # DEPENDENCYPART_ARC
(19,4),-7.47862 # DEPENDENCYPART_ARC
(19,5),-10.4621 # DEPENDENCYPART_ARC
(19,6),-3.49271 # DEPENDENCYPART_ARC
(19,7),-3.69156 # DEPENDENCYPART_ARC
(19,8),-4.58965 # DEPENDENCYPART_ARC
(19,9),-6.84023 # DEPENDENCYPART_ARC
(19,10),-2.39493 # DEPENDENCYPART_ARC
(19,11),-3.58697 # DEPENDENCYPART_ARC
(19,12),-4.76863 # DEPENDENCYPART_ARC
(19,13),-3.15633 # DEPENDENCYPART_ARC
(19,14),-2.02715 # DEPENDENCYPART_ARC
(19,15),-2.42084 # DEPENDENCYPART_ARC
(19,16),-1.61053 # DEPENDENCYPART_ARC
(19,17),-1.35032 # DEPENDENCYPART_ARC
(19,18),-0.329418 # DEPENDENCYPART_ARC
(19,20),1.75505 # DEPENDENCYPART_ARC
(19,21),1.3335 # DEPENDENCYPART_ARC
(19,22),-1.82387 # DEPENDENCYPART_ARC
(19,23),-2.70261 # DEPENDENCYPART_ARC
(19,24),-2.62114 # DEPENDENCYPART_ARC
(19,25),-0.434694 # DEPENDENCYPART_ARC
(19,26),-0.0727952 # DEPENDENCYPART_ARC
(19,27),-0.494136 # DEPENDENCYPART_ARC
(19,28),0.134087 # DEPENDENCYPART_ARC
(19,29),-0.391099 # DEPENDENCYPART_ARC
(19,30),-1.84258 # DEPENDENCYPART_ARC
(19,31),-0.714856 # DEPENDENCYPART_ARC
(19,32),-1.6815 # DEPENDENCYPART_ARC
(19,33),-0.100734 # DEPENDENCYPART_ARC
(19,34),-5.27496 # DEPENDENCYPART_ARC
(20,1),-3.50601 # DEPENDENCYPART_ARC
(20,2),-4.00762 # DEPENDENCYPART_ARC
(20,3),-3.2321 # DEPENDENCYPART_ARC
(20,4),-3.86144 # DEPENDENCYPART_ARC
(20,5),-4.14085 # DEPENDENCYPART_ARC
(20,6),-2.31783 # DEPENDENCYPART_ARC
(20,7),-2.36322 # DEPENDENCYPART_ARC
(20,8),-2.14652 # DEPENDENCYPART_ARC
(20,9),-4.15926 # DEPENDENCYPART_ARC
(20,10),-0.436125 # DEPENDENCYPART_ARC
(20,11),-2.47847 # DEPENDENCYPART_ARC
(20,12),-1.54673 # DEPENDENCYPART_ARC
(20,13),-2.85028 # DEPENDENCYPART_ARC
(20,14),-1.31685 # DEPENDENCYPART_ARC
(20,15),-2.32405 # DEPENDENCYPART_ARC
(20,16),-0.736453 # DEPENDENCYPART_ARC
(20,17),-2.10853 # DEPENDENCYPART_ARC
(20,18),-0.0189317 # DEPENDENCYPART_ARC
(20,19),-0.984308 # DEPENDENCYPART_ARC
(20,21),2.81511 # DEPENDENCYPART_ARC
(20,22),-0.689166 # DEPENDENCYPART_ARC
(20,23),-1.21984 # DEPENDENCYPART_ARC
(20,24),-0.404534 # DEPENDENCYPART_ARC
(20,25),0.599927 # DEPENDENCYPART_ARC
(20,26),0.439454 # DEPENDENCYPART_ARC
(20,27),0.245382 # DEPENDENCYPART_ARC
(20,28),-0.362148 # DEPENDENCYPART_ARC
(20,29),0.572078 # DEPENDENCYPART_ARC
(20,30),-0.00555559 # DEPENDENCYPART_ARC
(20,31),-0.418359 # DEPENDENCYPART_ARC
(20,32),-0.332608 # DEPENDENCYPART_ARC
(20,33),0.317534 # DEPENDENCYPART_ARC
(20,34),-2.03163 # DEPENDENCYPART_ARC
(21,1),-3.44543 # DEPENDENCYPART_ARC
(21,2),-2.08154 # DEPENDENCYPART_ARC
(21,3),-1.79621 # DEPENDENCYPART_ARC
(21,4),-2.06612 # DEPENDENCYPART_ARC
(21,5),-1.98356 # DEPENDENCYPART_ARC
(21,6),-3.05515 # DEPENDENCYPART_ARC
(21,7),-3.50658 # DEPENDENCYPART_ARC
(21,8),-1.34803 # DEPENDENCYPART_ARC
(21,9),-1.90373 # DEPENDENCYPART_ARC
(21,10),-0.207944 # DEPENDENCYPART_ARC
(21,11),-0.639681 # DEPENDENCYPART_ARC
(21,12),-0.171581 # DEPENDENCYPART_ARC
(21,13),-0.106547 # DEPENDENCYPART_ARC
(21,14),-0.966274 # DEPENDENCYPART_ARC
(21,15),0.0673196 # DEPENDENCYPART_ARC
(21,16),-1.19273 # DEPENDENCYPART_ARC
(21,17),-0.403904 # DEPENDENCYPART_ARC
(21,18),-1.35103 # DEPENDENCYPART_ARC
(21,19),-0.648815 # DEPENDENCYPART_ARC
(21,20),0.908499 # DEPENDENCYPART_ARC
(21,22),2.66271 # DEPENDENCYPART_ARC
(21,23),-1.46648 # DEPENDENCYPART_ARC
(21,24),-1.56672 # DEPENDENCYPART_ARC
(21,25),-1.90448 # DEPENDENCYPART_ARC
(21,26),-1.15485 # DEPENDENCYPART_ARC
(21,27),-2.19275 # DEPENDENCYPART_ARC
(21,28),-1.5935 # DEPENDENCYPART_ARC
(21,29),-1.9901 # DEPENDENCYPART_ARC
(21,30),-2.4147 # DEPENDENCYPART_ARC
(21,31),-1.72332 # DEPENDENCYPART_ARC
(21,32),-3.17163 # DEPENDENCYPART_ARC
(21,33),-1.68443 # DEPENDENCYPART_ARC
(21,34),-2.84019 # DEPENDENCYPART_ARC
(22,1),-2.79534 # DEPENDENCYPART_ARC
(22,2),-4.50445 # DEPENDENCYPART_ARC
(22,3),-4.78237 # DEPENDENCYPART_ARC
(22,4),-4.41153 # DEPENDENCYPART_ARC
(22,5),-4.55438 # DEPENDENCYPART_ARC
(22,6),-2.27596 # DEPENDENCYPART_ARC
(22,7),-1.57285 # DEPENDENCYPART_ARC
(22,8),-3.09727 # DEPENDENCYPART_ARC
(22,9),-5.06658 # DEPENDENCYPART_ARC
(22,10),-2.94671 # DEPENDENCYPART_ARC
(22,11),-2.00045 # DEPENDENCYPART_ARC
(22,12),-3.88473 # DEPENDENCYPART_ARC
(22,13),-4.60498 # DEPENDENCYPART_ARC
(22,14),-0.977022 # DEPENDENCYPART_ARC
(22,15),-4.39135 # DEPENDENCYPART_ARC
(22,16),-0.617053 # DEPENDENCYPART_ARC
(22,17),-3.90237 # DEPENDENCYPART_ARC
(22,18),-0.581999 # DEPENDENCYPART_ARC
(22,19),-3.43516 # DEPENDENCYPART_ARC
(22,20),-0.298487 # DEPENDENCYPART_ARC
(22,21),0.470859 # DEPENDENCYPART_ARC
(22,23),-0.418423 # DEPENDENCYPART_ARC
(22,24),0.505773 # DEPENDENCYPART_ARC
(22,25),-0.454939 # DEPENDENCYPART_ARC
(22,26),-0.675799 # DEPENDENCYPART_ARC
(22,27),-0.76461 # DEPENDENCYPART_ARC
(22,28),-1.19123 # DEPENDENCYPART_ARC
(22,29),-1.08995 # DEPENDENCYPART_ARC
(22,30),-1.26394 # DEPENDENCYPART_ARC
(22,31),-1.26239 # DEPENDENCYPART_ARC
(22,32),-1.37364 # DEPENDENCYPART_ARC
(22,33),-0.799719 # DEPENDENCYPART_ARC
(22,34),-2.74165 # DEPENDENCYPART_ARC
(23,1),-5.30295 # DEPENDENCYPART_ARC
(23,2),-6.83657 # DEPENDENCYPART_ARC
(23,3),-2.57877 # DEPENDENCYPART_ARC
(23,4),-6.05529 # DEPENDENCYPART_ARC
(23,5),-7.66086 # DEPENDENCYPART_ARC
(23,6),-1.28525 # DEPENDENCYPART_ARC
(23,7),-1.46057 # DEPENDENCYPART_ARC
(23,8),-4.13736 # DEPENDENCYPART_ARC
(23,9),-3.08455 # DEPENDENCYPART_ARC
(23,10),-0.129567 # DEPENDENCYPART_ARC
(23,11),-1.46575 # DEPENDENCYPART_ARC
(23,12),-6.0825 # DEPENDENCYPART_ARC
(23,13),-5.03718 # DEPENDENCYPART_ARC
(23,14),-0.446567 # DEPENDENCYPART_ARC
(23,15),-4.57435 # DEPENDENCYPART_ARC
(23,16),-0.276804 # DEPENDENCYPART_ARC
(23,17),-4.03923 # DEPENDENCYPART_ARC
(23,18),-0.47084 # DEPENDENCYPART_ARC
(23,19),-1.63109 # DEPENDENCYPART_ARC
(23,20),3.05355 # DEPENDENCYPART_ARC
(23,21),0.673511 # DEPENDENCYPART_ARC
(23,22),4.86104 # DEPENDENCYPART_ARC
(23,24),1.98216 # DEPENDENCYPART_ARC
(23,25),0.781024 # DEPENDENCYPART_ARC
(23,26),0.784968 # DEPENDENCYPART_ARC
(23,27),0.35264 # DEPENDENCYPART_ARC
(23,28),0.374496 # DEPENDENCYPART_ARC
(23,29),0.191751 # DEPENDENCYPART_ARC
(23,30),-0.902189 # DEPENDENCYPART_ARC
(23,31),0.121168 # DEPENDENCYPART_ARC
(23,32),-0.876053 # DEPENDENCYPART_ARC
(23,33),0.375701 # DEPENDENCYPART_ARC
(23,34),-3.51566 # DEPENDENCYPART_ARC
(24,1),-6.82677 # DEPENDENCYPART_ARC
(24,2),-6.64622 # DEPENDENCYPART_ARC
(24,3),-5.21916 # DEPENDENCYPART_ARC
(24,4),-6.10721 # DEPENDENCYPART_ARC
(24,5),-8.28807 # DEPENDENCYPART_ARC
(24,6),-1.90385 # DEPENDENCYPART_ARC
(24,7),-2.93507 # DEPENDENCYPART_ARC
(24,8),-4.28231 # DEPENDENCYPART_ARC
(24,9),-4.21342 # DEPENDENCYPART_ARC
(24,10),-1.66539 # DEPENDENCYPART_ARC
(24,11),-2.70983 # DEPENDENCYPART_ARC
(24,12),-5.62496 # DEPENDENCYPART_ARC
(24,13),-5.5051 # DEPENDENCYPART_ARC
(24,14),-0.983336 # DEPENDENCYPART_ARC
(24,15),-5.04733 # DEPENDENCYPART_ARC
(24,16),-0.780199 # DEPENDENCYPART_ARC
(24,17),-4.57837 # DEPENDENCYPART_ARC
(24,18),-0.611229 # DEPENDENCYPART_ARC
(24,19),-2.09985 # DEPENDENCYPART_ARC
(24,20),1.50479 # DEPENDENCYPART_ARC
(24,21),-0.804022 # DEPENDENCYPART_ARC
(24,22),0.0706857 # DEPENDENCYPART_ARC
(24,23),-0.35839 # DEPENDENCYPART_ARC
(24,25),1.76461 # DEPENDENCYPART_ARC
(24,26),0.814214 # DEPENDENCYPART_ARC
(24,27),0.820815 # DEPENDENCYPART_ARC
(24,28),0.203749 # DEPENDENCYPART_ARC
(24,29),-0.191267 # DEPENDENCYPART_ARC
(24,30),-0.750234 # DEPENDENCYPART_ARC
(24,31),0.467192 # DEPENDENCYPART_ARC
(24,32),-0.501776 # DEPENDENCYPART_ARC
(24,33),0.250654 # DEPENDENCYPART_ARC
(24,34),-2.85733 # DEPENDENCYPART_ARC
(25,1),-2.89254 # DEPENDENCYPART_ARC
(25,2),-1.88213 # DEPENDENCYPART_ARC
(25,3),-2.05195 # DEPENDENCYPART_ARC
(25,4),-2.20396 # DEPENDENCYPART_ARC
(25,5),-1.72102 # DEPENDENCYPART_ARC
(25,6),-2.33943 # DEPENDENCYPART_ARC
(25,7),-3.1726 # DEPENDENCYPART_ARC
(25,8),-1.64114 # DEPENDENCYPART_ARC
(25,9),-2.62537 # DEPENDENCYPART_ARC
(25,10),-1.54945 # DEPENDENCYPART_ARC
(25,11),-4.38365 # DEPENDENCYPART_ARC
(25,12),-1.60915 # DEPENDENCYPART_ARC
(25,13),-1.47064 # DEPENDENCYPART_ARC
(25,14),-3.03639 # DEPENDENCYPART_ARC
(25,15),-1.52742 # DEPENDENCYPART_ARC
(25,16),-2.30157 # DEPENDENCYPART_ARC
(25,17),-1.461 # DEPENDENCYPART_ARC
(25,18),-1.36775 # DEPENDENCYPART_ARC
(25,19),-1.17036 # DEPENDENCYPART_ARC
(25,20),-0.695286 # DEPENDENCYPART_ARC
(25,21),-1.58075 # DEPENDENCYPART_ARC
(25,22),-0.357933 # DEPENDENCYPART_ARC
(25,23),-0.705587 # DEPENDENCYPART_ARC
(25,24),-0.06839 # DEPENDENCYPART_ARC
(25,26),0.277269 # DEPENDENCYPART_ARC
(25,27),0.54852 # DEPENDENCYPART_ARC
(25,28),-1.07589 # DEPENDENCYPART_ARC
(25,29),-1.01199 # DEPENDENCYPART_ARC
(25,30),-1.38187 # DEPENDENCYPART_ARC
(25,31),-1.51737 # DEPENDENCYPART_ARC
(25,32),-1.63848 # DEPENDENCYPART_ARC
(25,33),-1.62664 # DEPENDENCYPART_ARC
(25,34),-3.39286 # DEPENDENCYPART_ARC
(26,1),-2.36693 # DEPENDENCYPART_ARC
(26,2),-0.961364 # DEPENDENCYPART_ARC
(26,3),-1.05957 # DEPENDENCYPART_ARC
(26,4),-1.19631 # DEPENDENCYPART_ARC
(26,5),-1.45436 # DEPENDENCYPART_ARC
(26,6),-1.60459 # DEPENDENCYPART_ARC
(26,7),-4.16481 # DEPENDENCYPART_ARC
(26,8),-0.551514 # DEPENDENCYPART_ARC
(26,9),-0.00799565 # DEPENDENCYPART_ARC
(26,10),0.0917165 # DEPENDENCYPART_ARC
(26,11),-0.128576 # DEPENDENCYPART_ARC
(26,12),0.183834 # DEPENDENCYPART_ARC
(26,13),0.0362733 # DEPENDENCYPART_ARC
(26,14),-1.25886 # DEPENDENCYPART_ARC
(26,15),0.621472 # DEPENDENCYPART_ARC
(26,16),-0.938826 # DEPENDENCYPART_ARC
(26,17),0.692552 # DEPENDENCYPART_ARC
(26,18),-0.250292 # DEPENDENCYPART_ARC
(26,19),0.398813 # DEPENDENCYPART_ARC
(26,20),0.408386 # DEPENDENCYPART_ARC
(26,21),0.146716 # DEPENDENCYPART_ARC
(26,22),0.908724 # DEPENDENCYPART_ARC
(26,23),0.788915 # DEPENDENCYPART_ARC
(26,24),0.724625 # DEPENDENCYPART_ARC
(26,25),3.53272 # DEPENDENCYPART_ARC
(26,27),2.4685 # DEPENDENCYPART_ARC
(26,28),0.381758 # DEPENDENCYPART_ARC
(26,29),0.272453 # DEPENDENCYPART_ARC
(26,30),0.755542 # DEPENDENCYPART_ARC
(26,31),0.260154 # DEPENDENCYPART_ARC
(26,32),0.319845 # DEPENDENCYPART_ARC
(26,33),0.709546 # DEPENDENCYPART_ARC
(26,34),-1.41963 # DEPENDENCYPART_ARC
(27,1),-2.51151 # DEPENDENCYPART_ARC
(27,2),-1.596 # DEPENDENCYPART_ARC
(27,3),-1.82436 # DEPENDENCYPART_ARC
(27,4),-1.71827 # DEPENDENCYPART_ARC
(27,5),-1.23629 # DEPENDENCYPART_ARC
(27,6),-2.16723 # DEPENDENCYPART_ARC
(27,7),-2.78011 # DEPENDENCYPART_ARC
(27,8),-1.2163 # DEPENDENCYPART_ARC
(27,9),-2.34521 # DEPENDENCYPART_ARC
(27,10),-1.32643 # DEPENDENCYPART_ARC
(27,11),-4.47813 # DEPENDENCYPART_ARC
(27,12),-1.13754 # DEPENDENCYPART_ARC
(27,13),-0.968657 # DEPENDENCYPART_ARC
(27,14),-3.22425 # DEPENDENCYPART_ARC
(27,15),-1.11706 # DEPENDENCYPART_ARC
(27,16),-2.63664 # DEPENDENCYPART_ARC
(27,17),-1.01263 # DEPENDENCYPART_ARC
(27,18),-1.22584 # DEPENDENCYPART_ARC
(27,19),-0.892361 # DEPENDENCYPART_ARC
(27,20),-0.770344 # DEPENDENCYPART_ARC
(27,21),-1.82038 # DEPENDENCYPART_ARC
(27,22),-0.317144 # DEPENDENCYPART_ARC
(27,23),-0.773989 # DEPENDENCYPART_ARC
(27,24),-0.308601 # DEPENDENCYPART_ARC
(27,25),1.25976 # DEPENDENCYPART_ARC
(27,26),0.801438 # DEPENDENCYPART_ARC
(27,28),0.801327 # DEPENDENCYPART_ARC
(27,29),0.216453 # DEPENDENCYPART_ARC
(27,30),-0.197721 # DEPENDENCYPART_ARC
(27,31),-0.120539 # DEPENDENCYPART_ARC
(27,32),-0.495192 # DEPENDENCYPART_ARC
(27,33),-0.373762 # DEPENDENCYPART_ARC
(27,34),-1.75179 # DEPENDENCYPART_ARC
(28,1),-3.59951 # DEPENDENCYPART_ARC
(28,2),-2.84766 # DEPENDENCYPART_ARC
(28,3),-1.17189 # DEPENDENCYPART_ARC
(28,4),-3.29584 # DEPENDENCYPART_ARC
(28,5),-3.08405 # DEPENDENCYPART_ARC
(28,6),-3.70158 # DEPENDENCYPART_ARC
(28,7),-2.69077 # DEPENDENCYPART_ARC
(28,8),-2.43157 # DEPENDENCYPART_ARC
(28,9),-2.04466 # DEPENDENCYPART_ARC
(28,10),0.142203 # DEPENDENCYPART_ARC
(28,11),-1.85929 # DEPENDENCYPART_ARC
(28,12),-1.56346 # DEPENDENCYPART_ARC
(28,13),-1.62604 # DEPENDENCYPART_ARC
(28,14),-2.07076 # DEPENDENCYPART_ARC
(28,15),-1.04281 # DEPENDENCYPART_ARC
(28,16),-1.89409 # DEPENDENCYPART_ARC
(28,17),-0.801848 # DEPENDENCYPART_ARC
(28,18),-1.16016 # DEPENDENCYPART_ARC
(28,19),-0.96166 # DEPENDENCYPART_ARC
(28,20),0.366138 # DEPENDENCYPART_ARC
(28,21),-0.784706 # DEPENDENCYPART_ARC
(28,22),0.563884 # DEPENDENCYPART_ARC
(28,23),-0.823503 # DEPENDENCYPART_ARC
(28,24),-0.0449302 # DEPENDENCYPART_ARC
(28,25),-0.181109 # DEPENDENCYPART_ARC
(28,26),-0.0535878 # DEPENDENCYPART_ARC
(28,27),0.519014 # DEPENDENCYPART_ARC
(28,29),0.547091 # DEPENDENCYPART_ARC
(28,30),0.19392 # DEPENDENCYPART_ARC
(28,31),0.600014 # DEPENDENCYPART_ARC
(28,32),-0.15189 # DEPENDENCYPART_ARC
(28,33),0.703376 # DEPENDENCYPART_ARC
(28,34),-0.609012 # DEPENDENCYPART_ARC
(29,1),-3.25329 # DEPENDENCYPART_ARC
(29,2),-2.32623 # DEPENDENCYPART_ARC
(29,3),-2.72245 # DEPENDENCYPART_ARC
(29,4),-2.70459 # DEPENDENCYPART_ARC
(29,5),-2.52295 # DEPENDENCYPART_ARC
(29,6),-2.67308 # DEPENDENCYPART_ARC
(29,7),-1.64267 # DEPENDENCYPART_ARC
(29,8),-2.33631 # DEPENDENCYPART_ARC
(29,9),-1.84217 # DEPENDENCYPART_ARC
(29,10),-1.79919 # DEPENDENCYPART_ARC
(29,11),-2.35237 # DEPENDENCYPART_ARC
(29,12),-1.78431 # DEPENDENCYPART_ARC
(29,13),-1.12652 # DEPENDENCYPART_ARC
(29,14),-1.48842 # DEPENDENCYPART_ARC
(29,15),-1.11609 # DEPENDENCYPART_ARC
(29,16),-1.31741 # DEPENDENCYPART_ARC
(29,17),-1.52427 # DEPENDENCYPART_ARC
(29,18),-1.47456 # DEPENDENCYPART_ARC
(29,19),-0.862916 # DEPENDENCYPART_ARC
(29,20),-1.03283 # DEPENDENCYPART_ARC
(29,21),-1.06407 # DEPENDENCYPART_ARC
(29,22),-1.09854 # DEPENDENCYPART_ARC
(29,23),-1.02583 # DEPENDENCYPART_ARC
(29,24),-0.809832 # DEPENDENCYPART_ARC
(29,25),-0.0280695 # DEPENDENCYPART_ARC
(29,26),-0.316941 # DEPENDENCYPART_ARC
(29,27),0.168385 # DEPENDENCYPART_ARC
(29,28),0.508418 # DEPENDENCYPART_ARC
(29,30),0.427511 # DEPENDENCYPART_ARC
(29,31),0.0291752 # DEPENDENCYPART_ARC
(29,32),-0.414423 # DEPENDENCYPART_ARC
(29,33),0.0784043 # DEPENDENCYPART_ARC
(29,34),-0.586889 # DEPENDENCYPART_ARC
(30,1),-3.12166 # DEPENDENCYPART_ARC
(30,2),-2.02076 # DEPENDENCYPART_ARC
(30,3),-2.23456 # DEPENDENCYPART_ARC
(30,4),-2.12375 # DEPENDENCYPART_ARC
(30,5),-1.94056 # DEPENDENCYPART_ARC
(30,6),-2.73641 # DEPENDENCYPART_ARC
(30,7),-3.66834 # DEPENDENCYPART_ARC
(30,8),-1.70688 # DEPENDENCYPART_ARC
(30,9),-2.881 # DEPENDENCYPART_ARC
(30,10),-1.7082 # DEPENDENCYPART_ARC
(30,11),-5.16744 # DEPENDENCYPART_ARC
(30,12),-1.67453 # DEPENDENCYPART_ARC
(30,13),-1.64846 # DEPENDENCYPART_ARC
(30,14),-4.00814 # DEPENDENCYPART_ARC
(30,15),-1.63513 # DEPENDENCYPART_ARC
(30,16),-3.41533 # DEPENDENCYPART_ARC
(30,17),-1.62965 # DEPENDENCYPART_ARC
(30,18),-1.71521 # DEPENDENCYPART_ARC
(30,19),-1.45857 # DEPENDENCYPART_ARC
(30,20),-1.25137 # DEPENDENCYPART_ARC
(30,21),-2.5677 # DEPENDENCYPART_ARC
(30,22),-1.10497 # DEPENDENCYPART_ARC
(30,23),-1.42407 # DEPENDENCYPART_ARC
