# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,11,14,15,16,20,20,17,17,17,22,23,22,27,22,27,27,0,
(17,9),-0.021695 # DEPENDENCYPART_ARC
(17,10),-0.770633 # DEPENDENCYPART_ARC
(17,11),-1.47622 # DEPENDENCYPART_ARC
(17,12),-0.546185 # DEPENDENCYPART_ARC
(17,13),-1.28721 # DEPENDENCYPART_ARC
(17,14),-0.125957 # DEPENDENCYPART_ARC
(17,15),0.00823052 # DEPENDENCYPART_ARC
(17,16),-0.601708 # DEPENDENCYPART_ARC
(17,18),0.268374 # DEPENDENCYPART_ARC
(17,19),1.20808 # DEPENDENCYPART_ARC
(17,20),2.0088 # DEPENDENCYPART_ARC
(17,21),0.358663 # DEPENDENCYPART_ARC
(17,22),0.782086 # DEPENDENCYPART_ARC
(17,23),-0.334111 # DEPENDENCYPART_ARC
(17,24),0.235233 # DEPENDENCYPART_ARC
(17,25),0.116975 # DEPENDENCYPART_ARC
(17,26),-0.55845 # DEPENDENCYPART_ARC
(17,27),-0.855022 # DEPENDENCYPART_ARC
(17,28),-1.0472 # DEPENDENCYPART_ARC
(17,29),-0.498584 # DEPENDENCYPART_ARC
(17,30),-0.650279 # DEPENDENCYPART_ARC
(18,1),-3.28647 # DEPENDENCYPART_ARC
(18,2),-2.14213 # DEPENDENCYPART_ARC
(18,3),-3.25159 # DEPENDENCYPART_ARC
(18,4),-2.32486 # DEPENDENCYPART_ARC
(18,5),-2.8425 # DEPENDENCYPART_ARC
(18,6),-2.52206 # DEPENDENCYPART_ARC
(18,7),-1.95813 # DEPENDENCYPART_ARC
(18,8),-1.79609 # DEPENDENCYPART_ARC
(18,9),-1.71011 # DEPENDENCYPART_ARC
(18,10),-1.57261 # DEPENDENCYPART_ARC
(18,11),-2.128 # DEPENDENCYPART_ARC
(18,12),-2.28618 # DEPENDENCYPART_ARC
(18,13),-2.40773 # DEPENDENCYPART_ARC
(18,14),-1.59901 # DEPENDENCYPART_ARC
(18,15),-1.33378 # DEPENDENCYPART_ARC
(18,16),-1.88686 # DEPENDENCYPART_ARC
(18,17),-0.653512 # DEPENDENCYPART_ARC
(18,19),-0.46513 # DEPENDENCYPART_ARC
(18,20),-0.306103 # DEPENDENCYPART_ARC
(18,21),-0.141636 # DEPENDENCYPART_ARC
(18,22),-1.13938 # DEPENDENCYPART_ARC
(18,23),-0.535117 # DEPENDENCYPART_ARC
(18,24),-1.30068 # DEPENDENCYPART_ARC
(18,25),-0.386445 # DEPENDENCYPART_ARC
(18,26),-0.932104 # DEPENDENCYPART_ARC
(18,27),-2.46381 # DEPENDENCYPART_ARC
(18,28),-1.01403 # DEPENDENCYPART_ARC
(18,29),-0.965012 # DEPENDENCYPART_ARC
(18,30),-0.950886 # DEPENDENCYPART_ARC
(19,1),-5.16815 # DEPENDENCYPART_ARC
(19,2),-1.43608 # DEPENDENCYPART_ARC
(19,3),-5.0144 # DEPENDENCYPART_ARC
(19,4),-2.25208 # DEPENDENCYPART_ARC
(19,5),-1.79017 # DEPENDENCYPART_ARC
(19,6),-2.61117 # DEPENDENCYPART_ARC
(19,7),-1.38327 # DEPENDENCYPART_ARC
(19,8),-1.18384 # DEPENDENCYPART_ARC
(19,9),-1.06623 # DEPENDENCYPART_ARC
(19,10),-1.2019 # DEPENDENCYPART_ARC
(19,11),-1.96707 # DEPENDENCYPART_ARC
(19,12),-2.24245 # DEPENDENCYPART_ARC
(19,13),-2.43659 # DEPENDENCYPART_ARC
(19,14),-1.02951 # DEPENDENCYPART_ARC
(19,15),-0.786975 # DEPENDENCYPART_ARC
(19,16),-1.54634 # DEPENDENCYPART_ARC
(19,17),-0.22719 # DEPENDENCYPART_ARC
(19,18),1.57361 # DEPENDENCYPART_ARC
(19,20),0.319298 # DEPENDENCYPART_ARC
(19,21),-0.358583 # DEPENDENCYPART_ARC
(19,22),-0.662714 # DEPENDENCYPART_ARC
(19,23),-0.33595 # DEPENDENCYPART_ARC
(19,24),-1.02838 # DEPENDENCYPART_ARC
(19,25),-0.471793 # DEPENDENCYPART_ARC
(19,26),-0.987218 # DEPENDENCYPART_ARC
(19,27),-1.96357 # DEPENDENCYPART_ARC
(19,28),-1.38323 # DEPENDENCYPART_ARC
(19,29),-0.944004 # DEPENDENCYPART_ARC
(19,30),-1.1914 # DEPENDENCYPART_ARC
(20,1),-2.43118 # DEPENDENCYPART_ARC
(20,2),-0.918075 # DEPENDENCYPART_ARC
(20,3),-3.03529 # DEPENDENCYPART_ARC
(20,4),-3.27801 # DEPENDENCYPART_ARC
(20,5),-2.60132 # DEPENDENCYPART_ARC
(20,6),-2.1067 # DEPENDENCYPART_ARC
(20,7),-0.640402 # DEPENDENCYPART_ARC
(20,8),-0.939213 # DEPENDENCYPART_ARC
(20,9),-0.837526 # DEPENDENCYPART_ARC
(20,10),-1.09654 # DEPENDENCYPART_ARC
(20,11),-1.87857 # DEPENDENCYPART_ARC
(20,12),-2.25006 # DEPENDENCYPART_ARC
(20,13),-1.78175 # DEPENDENCYPART_ARC
(20,14),-0.761869 # DEPENDENCYPART_ARC
(20,15),-0.372705 # DEPENDENCYPART_ARC
(20,16),-1.24978 # DEPENDENCYPART_ARC
(20,17),-0.118177 # DEPENDENCYPART_ARC
(20,18),3.60259 # DEPENDENCYPART_ARC
(20,19),3.63052 # DEPENDENCYPART_ARC
(20,21),0.0344269 # DEPENDENCYPART_ARC
(20,22),0.0463541 # DEPENDENCYPART_ARC
(20,23),0.290311 # DEPENDENCYPART_ARC
(20,24),-1.29113 # DEPENDENCYPART_ARC
(20,25),-0.197052 # DEPENDENCYPART_ARC
(20,26),-1.01629 # DEPENDENCYPART_ARC
(20,27),-1.99129 # DEPENDENCYPART_ARC
(20,28),-1.24371 # DEPENDENCYPART_ARC
(20,29),-0.856533 # DEPENDENCYPART_ARC
(20,30),-0.843876 # DEPENDENCYPART_ARC
(21,1),-0.387237 # DEPENDENCYPART_ARC
(21,2),0.0323763 # DEPENDENCYPART_ARC
(21,3),-0.521208 # DEPENDENCYPART_ARC
(21,4),-0.563289 # DEPENDENCYPART_ARC
(21,5),-0.39155 # DEPENDENCYPART_ARC
(21,6),-0.490181 # DEPENDENCYPART_ARC
(21,7),-0.851926 # DEPENDENCYPART_ARC
(21,8),-0.440908 # DEPENDENCYPART_ARC
(21,9),-0.071736 # DEPENDENCYPART_ARC
(21,10),-0.463388 # DEPENDENCYPART_ARC
(21,11),-0.0869527 # DEPENDENCYPART_ARC
(21,12),-0.319203 # DEPENDENCYPART_ARC
(21,13),0.0131125 # DEPENDENCYPART_ARC
(21,14),-0.21576 # DEPENDENCYPART_ARC
(21,15),0.116606 # DEPENDENCYPART_ARC
(21,16),0.29062 # DEPENDENCYPART_ARC
(21,17),0.390464 # DEPENDENCYPART_ARC
(21,18),0.194828 # DEPENDENCYPART_ARC
(21,19),0.254282 # DEPENDENCYPART_ARC
(21,20),0.862865 # DEPENDENCYPART_ARC
(21,22),0.692513 # DEPENDENCYPART_ARC
(21,23),0.144176 # DEPENDENCYPART_ARC
(21,24),0.19653 # DEPENDENCYPART_ARC
(21,25),0.483795 # DEPENDENCYPART_ARC
(21,26),-0.585149 # DEPENDENCYPART_ARC
(21,27),-0.487034 # DEPENDENCYPART_ARC
(21,28),-0.663895 # DEPENDENCYPART_ARC
(21,29),-0.0096249 # DEPENDENCYPART_ARC
(21,30),-0.512085 # DEPENDENCYPART_ARC
(22,1),-3.39033 # DEPENDENCYPART_ARC
(22,2),-1.44253 # DEPENDENCYPART_ARC
(22,3),-3.35382 # DEPENDENCYPART_ARC
(22,4),-3.30618 # DEPENDENCYPART_ARC
(22,5),-3.02188 # DEPENDENCYPART_ARC
(22,6),-2.52747 # DEPENDENCYPART_ARC
(22,7),-1.26735 # DEPENDENCYPART_ARC
(22,8),-1.44139 # DEPENDENCYPART_ARC
(22,9),-1.37728 # DEPENDENCYPART_ARC
(22,10),-2.31303 # DEPENDENCYPART_ARC
(22,11),-3.52784 # DEPENDENCYPART_ARC
(22,12),-1.67632 # DEPENDENCYPART_ARC
(22,13),-2.21893 # DEPENDENCYPART_ARC
(22,14),-1.25059 # DEPENDENCYPART_ARC
(22,15),-1.07313 # DEPENDENCYPART_ARC
(22,16),-1.95297 # DEPENDENCYPART_ARC
(22,17),-0.824264 # DEPENDENCYPART_ARC
(22,18),0.010751 # DEPENDENCYPART_ARC
(22,19),-1.22626 # DEPENDENCYPART_ARC
(22,20),-1.37787 # DEPENDENCYPART_ARC
(22,21),0.268736 # DEPENDENCYPART_ARC
(22,23),1.96983 # DEPENDENCYPART_ARC
(22,24),0.40567 # DEPENDENCYPART_ARC
(22,25),1.18306 # DEPENDENCYPART_ARC
(22,26),-0.0776464 # DEPENDENCYPART_ARC
(22,27),0.369668 # DEPENDENCYPART_ARC
(22,28),-0.454828 # DEPENDENCYPART_ARC
(22,29),0.194983 # DEPENDENCYPART_ARC
(22,30),-0.0849105 # DEPENDENCYPART_ARC
(23,1),-1.52235 # DEPENDENCYPART_ARC
(23,2),-1.20582 # DEPENDENCYPART_ARC
(23,3),-1.18193 # DEPENDENCYPART_ARC
(23,4),-1.01347 # DEPENDENCYPART_ARC
(23,5),-1.71106 # DEPENDENCYPART_ARC
(23,6),-1.27961 # DEPENDENCYPART_ARC
(23,7),-0.544774 # DEPENDENCYPART_ARC
(23,8),-0.690036 # DEPENDENCYPART_ARC
(23,9),-0.18883 # DEPENDENCYPART_ARC
(23,10),-1.03112 # DEPENDENCYPART_ARC
(23,11),-1.67561 # DEPENDENCYPART_ARC
(23,12),-0.9705 # DEPENDENCYPART_ARC
(23,13),-1.64378 # DEPENDENCYPART_ARC
(23,14),-0.525601 # DEPENDENCYPART_ARC
(23,15),-0.530966 # DEPENDENCYPART_ARC
(23,16),-1.62499 # DEPENDENCYPART_ARC
(23,17),-0.230765 # DEPENDENCYPART_ARC
(23,18),-0.537151 # DEPENDENCYPART_ARC
(23,19),-0.949379 # DEPENDENCYPART_ARC
(23,20),-1.10941 # DEPENDENCYPART_ARC
(23,21),0.201284 # DEPENDENCYPART_ARC
(23,22),-0.57103 # DEPENDENCYPART_ARC
(23,24),3.03156 # DEPENDENCYPART_ARC
(23,25),0.425234 # DEPENDENCYPART_ARC
(23,26),-0.437627 # DEPENDENCYPART_ARC
(23,27),-0.343928 # DEPENDENCYPART_ARC
(23,28),-1.05312 # DEPENDENCYPART_ARC
(23,29),-0.554658 # DEPENDENCYPART_ARC
(23,30),-0.637102 # DEPENDENCYPART_ARC
(24,1),-3.16619 # DEPENDENCYPART_ARC
(24,2),-1.52217 # DEPENDENCYPART_ARC
(24,3),-3.49083 # DEPENDENCYPART_ARC
(24,4),-3.74069 # DEPENDENCYPART_ARC
(24,5),-2.55131 # DEPENDENCYPART_ARC
(24,6),-3.48933 # DEPENDENCYPART_ARC
(24,7),-1.21499 # DEPENDENCYPART_ARC
(24,8),-1.56133 # DEPENDENCYPART_ARC
(24,9),-1.36872 # DEPENDENCYPART_ARC
(24,10),-3.62685 # DEPENDENCYPART_ARC
(24,11),-3.99941 # DEPENDENCYPART_ARC
(24,12),-3.28428 # DEPENDENCYPART_ARC
(24,13),-2.61741 # DEPENDENCYPART_ARC
(24,14),-1.62973 # DEPENDENCYPART_ARC
(24,15),-1.10299 # DEPENDENCYPART_ARC
(24,16),-2.15905 # DEPENDENCYPART_ARC
(24,17),-1.11183 # DEPENDENCYPART_ARC
(24,18),-0.174411 # DEPENDENCYPART_ARC
(24,19),-0.726442 # DEPENDENCYPART_ARC
(24,20),-1.85855 # DEPENDENCYPART_ARC
(24,21),-0.610478 # DEPENDENCYPART_ARC
(24,22),-0.590108 # DEPENDENCYPART_ARC
(24,23),0.714999 # DEPENDENCYPART_ARC
(24,25),0.841524 # DEPENDENCYPART_ARC
(24,26),0.0348221 # DEPENDENCYPART_ARC
(24,27),-0.345511 # DEPENDENCYPART_ARC
(24,28),-0.719874 # DEPENDENCYPART_ARC
(24,29),-0.366271 # DEPENDENCYPART_ARC
(24,30),-0.618579 # DEPENDENCYPART_ARC
(25,1),-1.38688 # DEPENDENCYPART_ARC
(25,2),-1.06225 # DEPENDENCYPART_ARC
(25,3),-1.36392 # DEPENDENCYPART_ARC
(25,4),-1.37624 # DEPENDENCYPART_ARC
(25,5),-1.23358 # DEPENDENCYPART_ARC
(25,6),-0.96424 # DEPENDENCYPART_ARC
(25,7),-1.20674 # DEPENDENCYPART_ARC
(25,8),-0.952044 # DEPENDENCYPART_ARC
(25,9),-1.34765 # DEPENDENCYPART_ARC
(25,10),-1.16678 # DEPENDENCYPART_ARC
(25,11),-1.14732 # DEPENDENCYPART_ARC
(25,12),-1.18213 # DEPENDENCYPART_ARC
(25,13),-1.05806 # DEPENDENCYPART_ARC
(25,14),-1.10014 # DEPENDENCYPART_ARC
(25,15),-1.04291 # DEPENDENCYPART_ARC
(25,16),-0.628208 # DEPENDENCYPART_ARC
(25,17),-0.7423 # DEPENDENCYPART_ARC
(25,18),-0.853938 # DEPENDENCYPART_ARC
(25,19),-0.871138 # DEPENDENCYPART_ARC
(25,20),-0.781283 # DEPENDENCYPART_ARC
(25,21),-0.362159 # DEPENDENCYPART_ARC
(25,22),-0.372234 # DEPENDENCYPART_ARC
(25,23),-0.315077 # DEPENDENCYPART_ARC
(25,24),-0.19584 # DEPENDENCYPART_ARC
(25,26),-0.220726 # DEPENDENCYPART_ARC
(25,27),-0.478699 # DEPENDENCYPART_ARC
(25,28),-0.773839 # DEPENDENCYPART_ARC
(25,29),-0.480986 # DEPENDENCYPART_ARC
(25,30),-0.942066 # DEPENDENCYPART_ARC
(26,1),-1.8356 # DEPENDENCYPART_ARC
(26,2),-1.51364 # DEPENDENCYPART_ARC
(26,3),-1.62555 # DEPENDENCYPART_ARC
(26,4),-1.19137 # DEPENDENCYPART_ARC
(26,5),-1.67063 # DEPENDENCYPART_ARC
(26,6),-1.40767 # DEPENDENCYPART_ARC
(26,7),-1.11009 # DEPENDENCYPART_ARC
(26,8),-1.15384 # DEPENDENCYPART_ARC
(26,9),-1.03577 # DEPENDENCYPART_ARC
(26,10),-1.02176 # DEPENDENCYPART_ARC
(26,11),-1.53794 # DEPENDENCYPART_ARC
(26,12),-1.06554 # DEPENDENCYPART_ARC
(26,13),-1.55866 # DEPENDENCYPART_ARC
(26,14),-0.914244 # DEPENDENCYPART_ARC
(26,15),-0.953036 # DEPENDENCYPART_ARC
(26,16),-1.45272 # DEPENDENCYPART_ARC
(26,17),-0.816097 # DEPENDENCYPART_ARC
(26,18),-0.859013 # DEPENDENCYPART_ARC
(26,19),-1.36814 # DEPENDENCYPART_ARC
(26,20),-1.29577 # DEPENDENCYPART_ARC
(26,21),-0.805097 # DEPENDENCYPART_ARC
(26,22),-1.09274 # DEPENDENCYPART_ARC
(26,23),-0.468468 # DEPENDENCYPART_ARC
(26,24),-0.704456 # DEPENDENCYPART_ARC
(26,25),0.337853 # DEPENDENCYPART_ARC
(26,27),0.643292 # DEPENDENCYPART_ARC
(26,28),-0.215661 # DEPENDENCYPART_ARC
(26,29),0.140298 # DEPENDENCYPART_ARC
(26,30),-0.109749 # DEPENDENCYPART_ARC
(27,1),-5.27083 # DEPENDENCYPART_ARC
(27,2),-1.08581 # DEPENDENCYPART_ARC
(27,3),-4.17202 # DEPENDENCYPART_ARC
(27,4),-2.08944 # DEPENDENCYPART_ARC
(27,5),-2.17307 # DEPENDENCYPART_ARC
(27,6),-4.76152 # DEPENDENCYPART_ARC
(27,7),-0.586506 # DEPENDENCYPART_ARC
(27,8),-0.00961707 # DEPENDENCYPART_ARC
(27,9),-1.38089 # DEPENDENCYPART_ARC
(27,10),-1.1133 # DEPENDENCYPART_ARC
(27,11),-0.754704 # DEPENDENCYPART_ARC
(27,12),-1.6497 # DEPENDENCYPART_ARC
(27,13),-3.55699 # DEPENDENCYPART_ARC
(27,14),-0.0566867 # DEPENDENCYPART_ARC
(27,15),-0.017474 # DEPENDENCYPART_ARC
(27,16),-2.00967 # DEPENDENCYPART_ARC
(27,17),-0.571631 # DEPENDENCYPART_ARC
(27,18),-0.297032 # DEPENDENCYPART_ARC
(27,19),-1.97559 # DEPENDENCYPART_ARC
(27,20),-1.20105 # DEPENDENCYPART_ARC
(27,21),-0.0239238 # DEPENDENCYPART_ARC
(27,22),-0.483512 # DEPENDENCYPART_ARC
(27,23),0.0999171 # DEPENDENCYPART_ARC
(27,24),-1.51819 # DEPENDENCYPART_ARC
(27,25),0.611263 # DEPENDENCYPART_ARC
(27,26),2.55827 # DEPENDENCYPART_ARC
(27,28),2.25272 # DEPENDENCYPART_ARC
(27,29),0.64342 # DEPENDENCYPART_ARC
(27,30),0.416549 # DEPENDENCYPART_ARC
(28,1),-0.963716 # DEPENDENCYPART_ARC
(28,2),-0.491906 # DEPENDENCYPART_ARC
(28,3),-1.05284 # DEPENDENCYPART_ARC
(28,4),-1.02578 # DEPENDENCYPART_ARC
(28,5),-1.17703 # DEPENDENCYPART_ARC
(28,6),-1.12654 # DEPENDENCYPART_ARC
(28,7),-0.492089 # DEPENDENCYPART_ARC
(28,8),-0.603355 # DEPENDENCYPART_ARC
(28,9),-0.771857 # DEPENDENCYPART_ARC
(28,10),-0.232823 # DEPENDENCYPART_ARC
(28,11),-0.660465 # DEPENDENCYPART_ARC
(28,12),-0.752924 # DEPENDENCYPART_ARC
(28,13),-0.965834 # DEPENDENCYPART_ARC
(28,14),-0.356296 # DEPENDENCYPART_ARC
(28,15),-0.247098 # DEPENDENCYPART_ARC
(28,16),-0.823102 # DEPENDENCYPART_ARC
(28,17),-0.382527 # DEPENDENCYPART_ARC
(28,18),0.300482 # DEPENDENCYPART_ARC
(28,19),-0.502553 # DEPENDENCYPART_ARC
(28,20),-0.333691 # DEPENDENCYPART_ARC
(28,21),-0.113538 # DEPENDENCYPART_ARC
(28,22),-0.593775 # DEPENDENCYPART_ARC
(28,23),-0.0860896 # DEPENDENCYPART_ARC
(28,24),-0.372371 # DEPENDENCYPART_ARC
(28,25),0.217363 # DEPENDENCYPART_ARC
(28,26),0.637734 # DEPENDENCYPART_ARC
(28,27),0.105195 # DEPENDENCYPART_ARC
(28,29),0.2556 # DEPENDENCYPART_ARC
(28,30),-0.20038 # DEPENDENCYPART_ARC
(29,1),-1.46387 # DEPENDENCYPART_ARC
(29,2),-1.14173 # DEPENDENCYPART_ARC
(29,3),-1.45785 # DEPENDENCYPART_ARC
(29,4),-1.57096 # DEPENDENCYPART_ARC
(29,5),-1.77276 # DEPENDENCYPART_ARC
(29,6),-1.26932 # DEPENDENCYPART_ARC
(29,7),-1.62552 # DEPENDENCYPART_ARC
(29,8),-1.32377 # DEPENDENCYPART_ARC
(29,9),-1.58716 # DEPENDENCYPART_ARC
(29,10),-1.27564 # DEPENDENCYPART_ARC
(29,11),-1.38967 # DEPENDENCYPART_ARC
(29,12),-1.30513 # DEPENDENCYPART_ARC
(29,13),-1.33224 # DEPENDENCYPART_ARC
(29,14),-1.29317 # DEPENDENCYPART_ARC
(29,15),-1.35455 # DEPENDENCYPART_ARC
(29,16),-1.22505 # DEPENDENCYPART_ARC
(29,17),-1.13185 # DEPENDENCYPART_ARC
(29,18),-1.12306 # DEPENDENCYPART_ARC
(29,19),-1.28571 # DEPENDENCYPART_ARC
(29,20),-1.06149 # DEPENDENCYPART_ARC
(29,21),-0.734047 # DEPENDENCYPART_ARC
(29,22),-1.01238 # DEPENDENCYPART_ARC
(29,23),-0.623464 # DEPENDENCYPART_ARC
(29,24),-1.07735 # DEPENDENCYPART_ARC
(29,25),-0.601267 # DEPENDENCYPART_ARC
(29,26),-0.320497 # DEPENDENCYPART_ARC
(29,27),-0.605528 # DEPENDENCYPART_ARC
(29,28),-0.102494 # DEPENDENCYPART_ARC
(29,30),-0.209504 # DEPENDENCYPART_ARC
(30,1),-3.06021 # DEPENDENCYPART_ARC
(30,2),-2.22077 # DEPENDENCYPART_ARC
(30,3),-3.10955 # DEPENDENCYPART_ARC
(30,4),-2.67384 # DEPENDENCYPART_ARC
(30,5),-3.32854 # DEPENDENCYPART_ARC
(30,6),-2.41888 # DEPENDENCYPART_ARC
(30,7),-2.77524 # DEPENDENCYPART_ARC
(30,8),-2.27174 # DEPENDENCYPART_ARC
(30,9),-3.37458 # DEPENDENCYPART_ARC
(30,10),-2.3924 # DEPENDENCYPART_ARC
(30,11),-2.8413 # DEPENDENCYPART_ARC
(30,12),-2.42365 # DEPENDENCYPART_ARC
(30,13),-2.81446 # DEPENDENCYPART_ARC
(30,14),-2.645 # DEPENDENCYPART_ARC
(30,15),-2.80076 # DEPENDENCYPART_ARC
(30,16),-2.63594 # DEPENDENCYPART_ARC
(30,17),-2.57369 # DEPENDENCYPART_ARC
(30,18),-2.247 # DEPENDENCYPART_ARC
(30,19),-2.44351 # DEPENDENCYPART_ARC
(30,20),-2.63169 # DEPENDENCYPART_ARC
(30,21),-1.80435 # DEPENDENCYPART_ARC
(30,22),-2.39742 # DEPENDENCYPART_ARC
(30,23),-1.94254 # DEPENDENCYPART_ARC
(30,24),-2.3002 # DEPENDENCYPART_ARC
(30,25),-1.80836 # DEPENDENCYPART_ARC
(30,26),-1.61639 # DEPENDENCYPART_ARC
(30,27),-1.8415 # DEPENDENCYPART_ARC
(30,28),-1.62967 # DEPENDENCYPART_ARC
(30,29),-1.13673 # DEPENDENCYPART_ARC
