# _root_ Τα κράτη δεν μπορούν να διαθέτουν δύο ποινικούς κώδικες , έναν που θα εφαρμόζεται στη διακίνηση ναρκωτικών αποκλειστικά μέσα στα σύνορά τους , και έναν άλλο που θα εφαρμόζεται στη διακίνηση ναρκωτικών όταν αυτή έχει διασυνοριακή διάσταση .
#goldHeads=2,4,4,0,6,4,9,9,10,6,24,14,14,11,14,15,16,19,16,19,20,21,10,10,24,25,29,29,25,29,30,31,29,35,33,37,35,0,
#predictedHeads=2,4,4,0,6,4,9,9,6,14,12,14,14,9,14,15,16,19,14,19,20,21,24,14,26,24,29,29,24,29,30,31,29,37,33,37,35,0,
(13,16),-0.773956 # DEPENDENCYPART_ARC
(13,17),-0.970312 # DEPENDENCYPART_ARC
(13,18),-1.10338 # DEPENDENCYPART_ARC
(13,19),-1.0517 # DEPENDENCYPART_ARC
(13,20),-1.15503 # DEPENDENCYPART_ARC
(13,21),-1.55579 # DEPENDENCYPART_ARC
(13,22),-1.80169 # DEPENDENCYPART_ARC
(13,23),-0.565123 # DEPENDENCYPART_ARC
(13,24),-0.859802 # DEPENDENCYPART_ARC
(13,25),-1.56924 # DEPENDENCYPART_ARC
(13,26),-1.9085 # DEPENDENCYPART_ARC
(13,27),-1.83705 # DEPENDENCYPART_ARC
(13,28),-1.38583 # DEPENDENCYPART_ARC
(13,29),-1.63708 # DEPENDENCYPART_ARC
(13,30),-1.4167 # DEPENDENCYPART_ARC
(13,31),-1.70077 # DEPENDENCYPART_ARC
(13,32),-1.76962 # DEPENDENCYPART_ARC
(13,33),-1.06227 # DEPENDENCYPART_ARC
(13,34),-2.04602 # DEPENDENCYPART_ARC
(13,35),-1.7633 # DEPENDENCYPART_ARC
(13,36),-1.9645 # DEPENDENCYPART_ARC
(13,37),-1.97769 # DEPENDENCYPART_ARC
(13,38),-1.16851 # DEPENDENCYPART_ARC
(14,1),-1.58826 # DEPENDENCYPART_ARC
(14,2),0.510817 # DEPENDENCYPART_ARC
(14,3),0.578249 # DEPENDENCYPART_ARC
(14,4),-2.27162 # DEPENDENCYPART_ARC
(14,5),0.920013 # DEPENDENCYPART_ARC
(14,6),-1.32758 # DEPENDENCYPART_ARC
(14,7),-0.353892 # DEPENDENCYPART_ARC
(14,8),-0.229234 # DEPENDENCYPART_ARC
(14,9),-1.16393 # DEPENDENCYPART_ARC
(14,10),1.1412 # DEPENDENCYPART_ARC
(14,11),-0.907989 # DEPENDENCYPART_ARC
(14,12),3.68867 # DEPENDENCYPART_ARC
(14,13),2.94776 # DEPENDENCYPART_ARC
(14,15),2.34206 # DEPENDENCYPART_ARC
(14,16),0.786076 # DEPENDENCYPART_ARC
(14,17),-0.637564 # DEPENDENCYPART_ARC
(14,18),1.08043 # DEPENDENCYPART_ARC
(14,19),1.14599 # DEPENDENCYPART_ARC
(14,20),0.422198 # DEPENDENCYPART_ARC
(14,21),-1.68055 # DEPENDENCYPART_ARC
(14,22),-3.60352 # DEPENDENCYPART_ARC
(14,23),0.590116 # DEPENDENCYPART_ARC
(14,24),0.662647 # DEPENDENCYPART_ARC
(14,25),-2.28727 # DEPENDENCYPART_ARC
(14,26),-1.9841 # DEPENDENCYPART_ARC
(14,27),-1.68148 # DEPENDENCYPART_ARC
(14,28),-0.168626 # DEPENDENCYPART_ARC
(14,29),-2.53017 # DEPENDENCYPART_ARC
(14,30),-1.22409 # DEPENDENCYPART_ARC
(14,31),-3.93391 # DEPENDENCYPART_ARC
(14,32),-4.52748 # DEPENDENCYPART_ARC
(14,33),0.514158 # DEPENDENCYPART_ARC
(14,34),-4.10542 # DEPENDENCYPART_ARC
(14,35),-5.02578 # DEPENDENCYPART_ARC
(14,36),-3.21967 # DEPENDENCYPART_ARC
(14,37),-3.60589 # DEPENDENCYPART_ARC
(14,38),0.493531 # DEPENDENCYPART_ARC
(15,1),-1.82127 # DEPENDENCYPART_ARC
(15,2),-2.66003 # DEPENDENCYPART_ARC
(15,3),-1.1255 # DEPENDENCYPART_ARC
(15,4),-2.46271 # DEPENDENCYPART_ARC
(15,5),-1.08023 # DEPENDENCYPART_ARC
(15,6),-2.32536 # DEPENDENCYPART_ARC
(15,7),-1.15519 # DEPENDENCYPART_ARC
(15,8),-1.71136 # DEPENDENCYPART_ARC
(15,9),-2.31395 # DEPENDENCYPART_ARC
(15,10),-0.417076 # DEPENDENCYPART_ARC
(15,11),-0.736839 # DEPENDENCYPART_ARC
(15,12),-0.962013 # DEPENDENCYPART_ARC
(15,13),-0.0968206 # DEPENDENCYPART_ARC
(15,14),-0.756412 # DEPENDENCYPART_ARC
(15,16),3.70321 # DEPENDENCYPART_ARC
(15,17),0.115094 # DEPENDENCYPART_ARC
(15,18),-0.526983 # DEPENDENCYPART_ARC
(15,19),-0.756444 # DEPENDENCYPART_ARC
(15,20),-1.17968 # DEPENDENCYPART_ARC
(15,21),-0.255822 # DEPENDENCYPART_ARC
(15,22),-2.21183 # DEPENDENCYPART_ARC
(15,23),-0.0841068 # DEPENDENCYPART_ARC
(15,24),-0.700769 # DEPENDENCYPART_ARC
(15,25),-1.3733 # DEPENDENCYPART_ARC
(15,26),-1.29957 # DEPENDENCYPART_ARC
(15,27),-2.02507 # DEPENDENCYPART_ARC
(15,28),-1.56776 # DEPENDENCYPART_ARC
(15,29),-3.07599 # DEPENDENCYPART_ARC
(15,30),-1.5005 # DEPENDENCYPART_ARC
(15,31),-2.96316 # DEPENDENCYPART_ARC
(15,32),-5.91139 # DEPENDENCYPART_ARC
(15,33),-1.80743 # DEPENDENCYPART_ARC
(15,34),-2.08359 # DEPENDENCYPART_ARC
(15,35),-4.33607 # DEPENDENCYPART_ARC
(15,36),-2.55989 # DEPENDENCYPART_ARC
(15,37),-4.97489 # DEPENDENCYPART_ARC
(15,38),-1.6124 # DEPENDENCYPART_ARC
(16,1),-4.09044 # DEPENDENCYPART_ARC
(16,2),-4.53189 # DEPENDENCYPART_ARC
(16,3),-2.07356 # DEPENDENCYPART_ARC
(16,4),-4.74966 # DEPENDENCYPART_ARC
(16,5),-1.95756 # DEPENDENCYPART_ARC
(16,6),-4.64525 # DEPENDENCYPART_ARC
(16,7),-1.62335 # DEPENDENCYPART_ARC
(16,8),-3.32743 # DEPENDENCYPART_ARC
(16,9),-3.6883 # DEPENDENCYPART_ARC
(16,10),-2.02849 # DEPENDENCYPART_ARC
(16,11),-1.19507 # DEPENDENCYPART_ARC
(16,12),-1.48403 # DEPENDENCYPART_ARC
(16,13),-0.985411 # DEPENDENCYPART_ARC
(16,14),-1.46491 # DEPENDENCYPART_ARC
(16,15),0.397015 # DEPENDENCYPART_ARC
(16,17),2.64848 # DEPENDENCYPART_ARC
(16,18),0.477305 # DEPENDENCYPART_ARC
(16,19),0.0588672 # DEPENDENCYPART_ARC
(16,20),-0.221433 # DEPENDENCYPART_ARC
(16,21),-1.31296 # DEPENDENCYPART_ARC
(16,22),-0.131474 # DEPENDENCYPART_ARC
(16,23),-0.238227 # DEPENDENCYPART_ARC
(16,24),0.044593 # DEPENDENCYPART_ARC
(16,25),-1.52193 # DEPENDENCYPART_ARC
(16,26),-1.93029 # DEPENDENCYPART_ARC
(16,27),-3.30732 # DEPENDENCYPART_ARC
(16,28),-1.04658 # DEPENDENCYPART_ARC
(16,29),0.0422157 # DEPENDENCYPART_ARC
(16,30),-1.44635 # DEPENDENCYPART_ARC
(16,31),-3.23048 # DEPENDENCYPART_ARC
(16,32),-1.91217 # DEPENDENCYPART_ARC
(16,33),-0.475015 # DEPENDENCYPART_ARC
(16,34),-2.86294 # DEPENDENCYPART_ARC
(16,35),-0.57448 # DEPENDENCYPART_ARC
(16,36),-2.23129 # DEPENDENCYPART_ARC
(16,37),-3.73144 # DEPENDENCYPART_ARC
(16,38),-0.780406 # DEPENDENCYPART_ARC
(17,1),-1.62641 # DEPENDENCYPART_ARC
(17,2),-2.44534 # DEPENDENCYPART_ARC
(17,3),-0.86785 # DEPENDENCYPART_ARC
(17,4),-2.44809 # DEPENDENCYPART_ARC
(17,5),-0.764801 # DEPENDENCYPART_ARC
(17,6),-2.30571 # DEPENDENCYPART_ARC
(17,7),-0.722943 # DEPENDENCYPART_ARC
(17,8),-1.53507 # DEPENDENCYPART_ARC
(17,9),-2.32424 # DEPENDENCYPART_ARC
(17,10),-0.846386 # DEPENDENCYPART_ARC
(17,11),-1.85687 # DEPENDENCYPART_ARC
(17,12),-1.72838 # DEPENDENCYPART_ARC
(17,13),0.0215406 # DEPENDENCYPART_ARC
(17,14),-0.696764 # DEPENDENCYPART_ARC
(17,15),-0.785084 # DEPENDENCYPART_ARC
(17,16),-0.274118 # DEPENDENCYPART_ARC
(17,18),0.615721 # DEPENDENCYPART_ARC
(17,19),0.104414 # DEPENDENCYPART_ARC
(17,20),-0.286086 # DEPENDENCYPART_ARC
(17,21),-0.870411 # DEPENDENCYPART_ARC
(17,22),0.0148556 # DEPENDENCYPART_ARC
(17,23),-0.207491 # DEPENDENCYPART_ARC
(17,24),-0.00113405 # DEPENDENCYPART_ARC
(17,25),-1.45219 # DEPENDENCYPART_ARC
(17,26),-2.82635 # DEPENDENCYPART_ARC
(17,27),-3.64749 # DEPENDENCYPART_ARC
(17,28),-1.16888 # DEPENDENCYPART_ARC
(17,29),-0.251965 # DEPENDENCYPART_ARC
(17,30),-2.24618 # DEPENDENCYPART_ARC
(17,31),-3.01647 # DEPENDENCYPART_ARC
(17,32),-2.51169 # DEPENDENCYPART_ARC
(17,33),-0.686618 # DEPENDENCYPART_ARC
(17,34),-3.49489 # DEPENDENCYPART_ARC
(17,35),-1.37949 # DEPENDENCYPART_ARC
(17,36),-1.79916 # DEPENDENCYPART_ARC
(17,37),-3.47096 # DEPENDENCYPART_ARC
(17,38),-0.643165 # DEPENDENCYPART_ARC
(18,1),-0.440118 # DEPENDENCYPART_ARC
(18,2),-0.812346 # DEPENDENCYPART_ARC
(18,3),-0.596145 # DEPENDENCYPART_ARC
(18,4),-1.01276 # DEPENDENCYPART_ARC
(18,5),-0.60623 # DEPENDENCYPART_ARC
(18,6),-0.958408 # DEPENDENCYPART_ARC
(18,7),-0.657126 # DEPENDENCYPART_ARC
(18,8),-0.945671 # DEPENDENCYPART_ARC
(18,9),-0.84517 # DEPENDENCYPART_ARC
(18,10),-0.582002 # DEPENDENCYPART_ARC
(18,11),-0.651975 # DEPENDENCYPART_ARC
(18,12),-1.25328 # DEPENDENCYPART_ARC
(18,13),-0.27223 # DEPENDENCYPART_ARC
(18,14),-0.779663 # DEPENDENCYPART_ARC
(18,15),0.265429 # DEPENDENCYPART_ARC
(18,16),-0.374355 # DEPENDENCYPART_ARC
(18,17),0.509876 # DEPENDENCYPART_ARC
(18,19),0.4486 # DEPENDENCYPART_ARC
(18,20),0.714226 # DEPENDENCYPART_ARC
(18,21),-0.138637 # DEPENDENCYPART_ARC
(18,22),0.0187571 # DEPENDENCYPART_ARC
(18,23),-0.146878 # DEPENDENCYPART_ARC
(18,24),-0.0971586 # DEPENDENCYPART_ARC
(18,25),-1.1901 # DEPENDENCYPART_ARC
(18,26),-1.37001 # DEPENDENCYPART_ARC
(18,27),-1.29651 # DEPENDENCYPART_ARC
(18,28),-0.95391 # DEPENDENCYPART_ARC
(18,29),-0.954671 # DEPENDENCYPART_ARC
(18,30),-1.26906 # DEPENDENCYPART_ARC
(18,31),-2.01417 # DEPENDENCYPART_ARC
(18,32),-1.52128 # DEPENDENCYPART_ARC
(18,33),-0.958916 # DEPENDENCYPART_ARC
(18,34),-2.21262 # DEPENDENCYPART_ARC
(18,35),-1.68017 # DEPENDENCYPART_ARC
(18,36),-1.97218 # DEPENDENCYPART_ARC
(18,37),-2.35889 # DEPENDENCYPART_ARC
(18,38),-1.16475 # DEPENDENCYPART_ARC
(19,1),-0.237054 # DEPENDENCYPART_ARC
(19,2),-0.617706 # DEPENDENCYPART_ARC
(19,3),-0.352614 # DEPENDENCYPART_ARC
(19,4),-0.829353 # DEPENDENCYPART_ARC
(19,5),-0.358666 # DEPENDENCYPART_ARC
(19,6),-0.85173 # DEPENDENCYPART_ARC
(19,7),-0.480583 # DEPENDENCYPART_ARC
(19,8),-0.79919 # DEPENDENCYPART_ARC
(19,9),-0.781626 # DEPENDENCYPART_ARC
(19,10),-0.266718 # DEPENDENCYPART_ARC
(19,11),-0.518175 # DEPENDENCYPART_ARC
(19,12),-1.09509 # DEPENDENCYPART_ARC
(19,13),-0.0305052 # DEPENDENCYPART_ARC
(19,14),-0.707878 # DEPENDENCYPART_ARC
(19,15),0.342463 # DEPENDENCYPART_ARC
(19,16),-0.278111 # DEPENDENCYPART_ARC
(19,17),0.143713 # DEPENDENCYPART_ARC
(19,18),1.55864 # DEPENDENCYPART_ARC
(19,20),1.56924 # DEPENDENCYPART_ARC
(19,21),0.628296 # DEPENDENCYPART_ARC
(19,22),0.535151 # DEPENDENCYPART_ARC
(19,23),0.420525 # DEPENDENCYPART_ARC
(19,24),0.140838 # DEPENDENCYPART_ARC
(19,25),-0.84486 # DEPENDENCYPART_ARC
(19,26),-1.05726 # DEPENDENCYPART_ARC
(19,27),-0.968623 # DEPENDENCYPART_ARC
(19,28),-0.744423 # DEPENDENCYPART_ARC
(19,29),-0.709865 # DEPENDENCYPART_ARC
(19,30),-0.87814 # DEPENDENCYPART_ARC
(19,31),-1.77038 # DEPENDENCYPART_ARC
(19,32),-1.34642 # DEPENDENCYPART_ARC
(19,33),-0.753386 # DEPENDENCYPART_ARC
(19,34),-1.71007 # DEPENDENCYPART_ARC
(19,35),-1.61011 # DEPENDENCYPART_ARC
(19,36),-1.75488 # DEPENDENCYPART_ARC
(19,37),-2.15584 # DEPENDENCYPART_ARC
(19,38),-0.697215 # DEPENDENCYPART_ARC
(20,1),-1.01616 # DEPENDENCYPART_ARC
(20,2),-2.01246 # DEPENDENCYPART_ARC
(20,3),-1.24868 # DEPENDENCYPART_ARC
(20,4),-2.17205 # DEPENDENCYPART_ARC
(20,5),-1.19199 # DEPENDENCYPART_ARC
(20,6),-2.11421 # DEPENDENCYPART_ARC
(20,7),-1.03851 # DEPENDENCYPART_ARC
(20,8),-1.3424 # DEPENDENCYPART_ARC
(20,9),-1.69651 # DEPENDENCYPART_ARC
(20,10),-0.786394 # DEPENDENCYPART_ARC
(20,11),-1.18673 # DEPENDENCYPART_ARC
(20,12),-2.04825 # DEPENDENCYPART_ARC
(20,13),-0.921006 # DEPENDENCYPART_ARC
(20,14),-1.89121 # DEPENDENCYPART_ARC
(20,15),-1.45379 # DEPENDENCYPART_ARC
(20,16),-1.98947 # DEPENDENCYPART_ARC
(20,17),-0.923448 # DEPENDENCYPART_ARC
(20,18),0.0154129 # DEPENDENCYPART_ARC
(20,19),0.37555 # DEPENDENCYPART_ARC
(20,21),2.65309 # DEPENDENCYPART_ARC
(20,22),0.572697 # DEPENDENCYPART_ARC
(20,23),0.214952 # DEPENDENCYPART_ARC
(20,24),-0.0993251 # DEPENDENCYPART_ARC
(20,25),-1.20003 # DEPENDENCYPART_ARC
(20,26),0.0550276 # DEPENDENCYPART_ARC
(20,27),-0.610499 # DEPENDENCYPART_ARC
(20,28),-1.37977 # DEPENDENCYPART_ARC
(20,29),-1.43494 # DEPENDENCYPART_ARC
(20,30),-1.87896 # DEPENDENCYPART_ARC
(20,31),-2.30123 # DEPENDENCYPART_ARC
(20,32),-3.96979 # DEPENDENCYPART_ARC
(20,33),-1.71613 # DEPENDENCYPART_ARC
(20,34),-1.33593 # DEPENDENCYPART_ARC
(20,35),-2.84721 # DEPENDENCYPART_ARC
(20,36),-1.43173 # DEPENDENCYPART_ARC
(20,37),-3.85158 # DEPENDENCYPART_ARC
(20,38),-1.20173 # DEPENDENCYPART_ARC
(21,1),-4.67663 # DEPENDENCYPART_ARC
(21,2),-4.77026 # DEPENDENCYPART_ARC
(21,3),-2.23053 # DEPENDENCYPART_ARC
(21,4),-4.98075 # DEPENDENCYPART_ARC
(21,5),-2.16497 # DEPENDENCYPART_ARC
(21,6),-4.89392 # DEPENDENCYPART_ARC
(21,7),-2.08738 # DEPENDENCYPART_ARC
(21,8),-4.11755 # DEPENDENCYPART_ARC
(21,9),-4.31192 # DEPENDENCYPART_ARC
(21,10),-2.32087 # DEPENDENCYPART_ARC
(21,11),-2.55945 # DEPENDENCYPART_ARC
(21,12),-2.70639 # DEPENDENCYPART_ARC
(21,13),-1.85852 # DEPENDENCYPART_ARC
(21,14),-3.1386 # DEPENDENCYPART_ARC
(21,15),-1.38635 # DEPENDENCYPART_ARC
(21,16),-1.20148 # DEPENDENCYPART_ARC
(21,17),-2.60437 # DEPENDENCYPART_ARC
(21,18),-1.03722 # DEPENDENCYPART_ARC
(21,19),-0.366619 # DEPENDENCYPART_ARC
(21,20),-0.972425 # DEPENDENCYPART_ARC
(21,22),3.25727 # DEPENDENCYPART_ARC
(21,23),0.20092 # DEPENDENCYPART_ARC
(21,24),0.523202 # DEPENDENCYPART_ARC
(21,25),-0.743968 # DEPENDENCYPART_ARC
(21,26),-0.771629 # DEPENDENCYPART_ARC
(21,27),-2.16991 # DEPENDENCYPART_ARC
(21,28),-0.565474 # DEPENDENCYPART_ARC
(21,29),1.24334 # DEPENDENCYPART_ARC
(21,30),-0.588012 # DEPENDENCYPART_ARC
(21,31),-2.24336 # DEPENDENCYPART_ARC
(21,32),-0.608339 # DEPENDENCYPART_ARC
(21,33),-0.240741 # DEPENDENCYPART_ARC
(21,34),-2.06615 # DEPENDENCYPART_ARC
(21,35),0.354265 # DEPENDENCYPART_ARC
(21,36),-1.47401 # DEPENDENCYPART_ARC
(21,37),-2.75596 # DEPENDENCYPART_ARC
(21,38),-0.402212 # DEPENDENCYPART_ARC
(22,1),-1.69519 # DEPENDENCYPART_ARC
(22,2),-2.72087 # DEPENDENCYPART_ARC
(22,3),-1.44597 # DEPENDENCYPART_ARC
(22,4),-3.18679 # DEPENDENCYPART_ARC
(22,5),-1.44178 # DEPENDENCYPART_ARC
(22,6),-3.0757 # DEPENDENCYPART_ARC
(22,7),-2.19902 # DEPENDENCYPART_ARC
(22,8),-3.0701 # DEPENDENCYPART_ARC
(22,9),-2.61105 # DEPENDENCYPART_ARC
(22,10),-1.18377 # DEPENDENCYPART_ARC
(22,11),-1.44301 # DEPENDENCYPART_ARC
(22,12),-1.70763 # DEPENDENCYPART_ARC
(22,13),-1.16568 # DEPENDENCYPART_ARC
(22,14),-2.66838 # DEPENDENCYPART_ARC
(22,15),-1.75962 # DEPENDENCYPART_ARC
(22,16),-2.9287 # DEPENDENCYPART_ARC
(22,17),-1.81363 # DEPENDENCYPART_ARC
(22,18),-0.970033 # DEPENDENCYPART_ARC
(22,19),-0.761506 # DEPENDENCYPART_ARC
(22,20),-0.917227 # DEPENDENCYPART_ARC
(22,21),-1.75158 # DEPENDENCYPART_ARC
(22,23),-0.0740273 # DEPENDENCYPART_ARC
(22,24),-0.189906 # DEPENDENCYPART_ARC
(22,25),-1.67803 # DEPENDENCYPART_ARC
(22,26),-1.46726 # DEPENDENCYPART_ARC
(22,27),-2.41511 # DEPENDENCYPART_ARC
(22,28),-1.0824 # DEPENDENCYPART_ARC
(22,29),-2.76524 # DEPENDENCYPART_ARC
(22,30),-2.54769 # DEPENDENCYPART_ARC
(22,31),-3.3975 # DEPENDENCYPART_ARC
(22,32),-1.90107 # DEPENDENCYPART_ARC
(22,33),-1.0358 # DEPENDENCYPART_ARC
(22,34),-3.15718 # DEPENDENCYPART_ARC
(22,35),-3.43364 # DEPENDENCYPART_ARC
(22,36),-3.37072 # DEPENDENCYPART_ARC
(22,37),-3.45326 # DEPENDENCYPART_ARC
(22,38),-1.55451 # DEPENDENCYPART_ARC
(23,1),-1.01948 # DEPENDENCYPART_ARC
(23,2),-1.53332 # DEPENDENCYPART_ARC
(23,3),-0.021143 # DEPENDENCYPART_ARC
(23,4),-0.236057 # DEPENDENCYPART_ARC
(23,5),0.127651 # DEPENDENCYPART_ARC
(23,6),-0.273657 # DEPENDENCYPART_ARC
(23,7),-0.152717 # DEPENDENCYPART_ARC
(23,8),-0.684909 # DEPENDENCYPART_ARC
(23,9),-1.08644 # DEPENDENCYPART_ARC
(23,10),-1.06214 # DEPENDENCYPART_ARC
(23,11),-0.146965 # DEPENDENCYPART_ARC
(23,12),-0.496051 # DEPENDENCYPART_ARC
(23,13),0.0534351 # DEPENDENCYPART_ARC
(23,14),-0.207907 # DEPENDENCYPART_ARC
(23,15),-0.0714289 # DEPENDENCYPART_ARC
(23,16),-0.169161 # DEPENDENCYPART_ARC
(23,17),-0.296916 # DEPENDENCYPART_ARC
(23,18),-0.0475075 # DEPENDENCYPART_ARC
(23,19),-0.0963116 # DEPENDENCYPART_ARC
(23,20),0.419445 # DEPENDENCYPART_ARC
(23,21),0.267185 # DEPENDENCYPART_ARC
(23,22),0.421999 # DEPENDENCYPART_ARC
(23,24),0.151807 # DEPENDENCYPART_ARC
(23,25),-0.564492 # DEPENDENCYPART_ARC
(23,26),-0.902114 # DEPENDENCYPART_ARC
(23,27),-1.31401 # DEPENDENCYPART_ARC
(23,28),-0.757912 # DEPENDENCYPART_ARC
(23,29),-0.41944 # DEPENDENCYPART_ARC
(23,30),-1.19919 # DEPENDENCYPART_ARC
(23,31),-1.62445 # DEPENDENCYPART_ARC
(23,32),-1.61948 # DEPENDENCYPART_ARC
(23,33),-0.397074 # DEPENDENCYPART_ARC
(23,34),-1.9114 # DEPENDENCYPART_ARC
(23,35),-0.875899 # DEPENDENCYPART_ARC
(23,36),-1.43776 # DEPENDENCYPART_ARC
(23,37),-1.92464 # DEPENDENCYPART_ARC
(23,38),-0.461412 # DEPENDENCYPART_ARC
(24,1),-0.847688 # DEPENDENCYPART_ARC
(24,2),-0.960707 # DEPENDENCYPART_ARC
(24,3),-0.0153909 # DEPENDENCYPART_ARC
(24,4),-0.191335 # DEPENDENCYPART_ARC
(24,5),0.204198 # DEPENDENCYPART_ARC
(24,6),-0.0472882 # DEPENDENCYPART_ARC
(24,7),0.0737217 # DEPENDENCYPART_ARC
(24,8),-0.674866 # DEPENDENCYPART_ARC
(24,9),-0.792478 # DEPENDENCYPART_ARC
(24,10),-0.378445 # DEPENDENCYPART_ARC
(24,11),-0.295155 # DEPENDENCYPART_ARC
(24,12),0.620961 # DEPENDENCYPART_ARC
(24,13),0.391066 # DEPENDENCYPART_ARC
(24,14),0.595735 # DEPENDENCYPART_ARC
(24,15),0.77884 # DEPENDENCYPART_ARC
(24,16),0.213464 # DEPENDENCYPART_ARC
(24,17),-0.09811 # DEPENDENCYPART_ARC
(24,18),0.484958 # DEPENDENCYPART_ARC
(24,19),0.311453 # DEPENDENCYPART_ARC
(24,20),0.756981 # DEPENDENCYPART_ARC
(24,21),1.27366 # DEPENDENCYPART_ARC
(24,22),0.835594 # DEPENDENCYPART_ARC
(24,23),1.79544 # DEPENDENCYPART_ARC
(24,25),0.408431 # DEPENDENCYPART_ARC
(24,26),0.809757 # DEPENDENCYPART_ARC
(24,27),0.217099 # DEPENDENCYPART_ARC
(24,28),0.174048 # DEPENDENCYPART_ARC
(24,29),1.43667 # DEPENDENCYPART_ARC
(24,30),0.00954975 # DEPENDENCYPART_ARC
(24,31),-0.479503 # DEPENDENCYPART_ARC
(24,32),-0.790549 # DEPENDENCYPART_ARC
(24,33),0.226142 # DEPENDENCYPART_ARC
(24,34),-0.456018 # DEPENDENCYPART_ARC
(24,35),-0.171227 # DEPENDENCYPART_ARC
(24,36),-0.455418 # DEPENDENCYPART_ARC
(24,37),-1.32652 # DEPENDENCYPART_ARC
(24,38),0.558442 # DEPENDENCYPART_ARC
(25,1),-1.82531 # DEPENDENCYPART_ARC
(25,2),-2.22767 # DEPENDENCYPART_ARC
(25,3),-1.29181 # DEPENDENCYPART_ARC
(25,4),-3.32101 # DEPENDENCYPART_ARC
(25,5),-1.08007 # DEPENDENCYPART_ARC
(25,6),-3.10245 # DEPENDENCYPART_ARC
(25,7),-1.06429 # DEPENDENCYPART_ARC
(25,8),-2.40261 # DEPENDENCYPART_ARC
(25,9),-1.62526 # DEPENDENCYPART_ARC
(25,10),-1.07751 # DEPENDENCYPART_ARC
(25,11),-0.890596 # DEPENDENCYPART_ARC
(25,12),-1.53066 # DEPENDENCYPART_ARC
(25,13),-0.959653 # DEPENDENCYPART_ARC
(25,14),-2.67426 # DEPENDENCYPART_ARC
(25,15),-1.00706 # DEPENDENCYPART_ARC
(25,16),-1.14383 # DEPENDENCYPART_ARC
(25,17),-1.52833 # DEPENDENCYPART_ARC
(25,18),-0.472718 # DEPENDENCYPART_ARC
(25,19),-0.446283 # DEPENDENCYPART_ARC
(25,20),-1.02284 # DEPENDENCYPART_ARC
(25,21),-0.898195 # DEPENDENCYPART_ARC
(25,22),-0.98963 # DEPENDENCYPART_ARC
(25,23),-0.10965 # DEPENDENCYPART_ARC
(25,24),0.37201 # DEPENDENCYPART_ARC
(25,26),0.178611 # DEPENDENCYPART_ARC
(25,27),-0.655124 # DEPENDENCYPART_ARC
(25,28),-0.182222 # DEPENDENCYPART_ARC
(25,29),-2.15569 # DEPENDENCYPART_ARC
(25,30),-0.908854 # DEPENDENCYPART_ARC
(25,31),-1.68947 # DEPENDENCYPART_ARC
(25,32),-1.44067 # DEPENDENCYPART_ARC
(25,33),-0.458425 # DEPENDENCYPART_ARC
(25,34),-2.09822 # DEPENDENCYPART_ARC
(25,35),-3.0296 # DEPENDENCYPART_ARC
(25,36),-1.95851 # DEPENDENCYPART_ARC
(25,37),-1.91549 # DEPENDENCYPART_ARC
(25,38),-0.812303 # DEPENDENCYPART_ARC
(26,1),-1.60485 # DEPENDENCYPART_ARC
(26,2),-2.375 # DEPENDENCYPART_ARC
(26,3),-1.45652 # DEPENDENCYPART_ARC
(26,4),-3.46901 # DEPENDENCYPART_ARC
(26,5),-1.35767 # DEPENDENCYPART_ARC
(26,6),-3.21596 # DEPENDENCYPART_ARC
(26,7),-1.80055 # DEPENDENCYPART_ARC
(26,8),-2.74611 # DEPENDENCYPART_ARC
(26,9),-2.24998 # DEPENDENCYPART_ARC
(26,10),-1.01868 # DEPENDENCYPART_ARC
(26,11),-0.899247 # DEPENDENCYPART_ARC
(26,12),-1.09692 # DEPENDENCYPART_ARC
(26,13),-1.15621 # DEPENDENCYPART_ARC
(26,14),-2.85929 # DEPENDENCYPART_ARC
(26,15),-1.58299 # DEPENDENCYPART_ARC
(26,16),-2.57474 # DEPENDENCYPART_ARC
(26,17),-1.54058 # DEPENDENCYPART_ARC
(26,18),-0.413633 # DEPENDENCYPART_ARC
(26,19),-0.347444 # DEPENDENCYPART_ARC
(26,20),-0.956675 # DEPENDENCYPART_ARC
(26,21),-2.29309 # DEPENDENCYPART_ARC
(26,22),-0.758186 # DEPENDENCYPART_ARC
(26,23),-0.245199 # DEPENDENCYPART_ARC
(26,24),0.103654 # DEPENDENCYPART_ARC
(26,25),1.44621 # DEPENDENCYPART_ARC
(26,27),0.965426 # DEPENDENCYPART_ARC
(26,28),0.913525 # DEPENDENCYPART_ARC
(26,29),0.438267 # DEPENDENCYPART_ARC
(26,30),-0.675664 # DEPENDENCYPART_ARC
(26,31),-0.522792 # DEPENDENCYPART_ARC
(26,32),0.496019 # DEPENDENCYPART_ARC
(26,33),0.442663 # DEPENDENCYPART_ARC
(26,34),-0.860092 # DEPENDENCYPART_ARC
(26,35),-0.601369 # DEPENDENCYPART_ARC
(26,36),-1.31359 # DEPENDENCYPART_ARC
(26,37),-1.22019 # DEPENDENCYPART_ARC
(26,38),0.015024 # DEPENDENCYPART_ARC
(27,1),-1.59974 # DEPENDENCYPART_ARC
(27,2),-2.35674 # DEPENDENCYPART_ARC
(27,3),-1.57272 # DEPENDENCYPART_ARC
(27,4),-3.33977 # DEPENDENCYPART_ARC
