# _root_ Μιλώντας στην 46η επέτειο από την εξέγερση των κατοίκων του Θιβέτ , ο Δαλάι Λάμα είπε ότι η εικόνα της Κίνας δέχεται πλήγματα από αντιδημοκρατικές συμπεριφορές , καταπάτηση των ανθρωπίνων δικαιωμάτων και ανισότητες στον τρόπο μεταχείρισης των μειονοτήτων .
#goldHeads=16,1,4,2,4,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,23,26,32,32,32,31,31,28,24,32,33,34,35,38,36,0,
#predictedHeads=16,1,4,2,1,7,5,9,7,11,9,16,15,15,16,0,16,19,22,21,19,17,22,22,26,24,32,32,31,31,32,24,32,28,34,35,38,36,0,
(16,10),-2.28395 # DEPENDENCYPART_ARC
(16,11),-0.171703 # DEPENDENCYPART_ARC
(16,12),1.26231 # DEPENDENCYPART_ARC
(16,13),-1.19695 # DEPENDENCYPART_ARC
(16,14),1.25398 # DEPENDENCYPART_ARC
(16,15),0.796681 # DEPENDENCYPART_ARC
(16,17),1.95967 # DEPENDENCYPART_ARC
(16,18),-1.50641 # DEPENDENCYPART_ARC
(16,19),1.14257 # DEPENDENCYPART_ARC
(16,20),-2.04729 # DEPENDENCYPART_ARC
(16,21),-1.58906 # DEPENDENCYPART_ARC
(16,22),-2.02774 # DEPENDENCYPART_ARC
(16,23),-1.0517 # DEPENDENCYPART_ARC
(16,24),-0.101775 # DEPENDENCYPART_ARC
(16,25),-2.40488 # DEPENDENCYPART_ARC
(16,26),-2.03661 # DEPENDENCYPART_ARC
(16,27),-0.101251 # DEPENDENCYPART_ARC
(16,28),-1.9257 # DEPENDENCYPART_ARC
(16,29),-3.54947 # DEPENDENCYPART_ARC
(16,30),-3.72041 # DEPENDENCYPART_ARC
(16,31),-4.15769 # DEPENDENCYPART_ARC
(16,32),-0.158069 # DEPENDENCYPART_ARC
(16,33),-2.48836 # DEPENDENCYPART_ARC
(16,34),-1.32112 # DEPENDENCYPART_ARC
(16,35),-3.72455 # DEPENDENCYPART_ARC
(16,36),-5.04899 # DEPENDENCYPART_ARC
(16,37),-3.3912 # DEPENDENCYPART_ARC
(16,38),-6.03765 # DEPENDENCYPART_ARC
(16,39),-0.548934 # DEPENDENCYPART_ARC
(17,1),-2.56464 # DEPENDENCYPART_ARC
(17,6),-1.72295 # DEPENDENCYPART_ARC
(17,8),-1.60249 # DEPENDENCYPART_ARC
(17,10),-1.74071 # DEPENDENCYPART_ARC
(17,12),-0.525635 # DEPENDENCYPART_ARC
(17,13),-1.33042 # DEPENDENCYPART_ARC
(17,14),-1.10261 # DEPENDENCYPART_ARC
(17,16),-0.598238 # DEPENDENCYPART_ARC
(17,18),0.115179 # DEPENDENCYPART_ARC
(17,20),-0.549182 # DEPENDENCYPART_ARC
(17,22),2.47633 # DEPENDENCYPART_ARC
(17,25),-1.45855 # DEPENDENCYPART_ARC
(17,27),-0.387827 # DEPENDENCYPART_ARC
(17,29),-1.64766 # DEPENDENCYPART_ARC
(17,30),-1.83438 # DEPENDENCYPART_ARC
(17,32),-0.0844541 # DEPENDENCYPART_ARC
(17,37),-1.74111 # DEPENDENCYPART_ARC
(17,39),-1.41033 # DEPENDENCYPART_ARC
(18,4),-2.84111 # DEPENDENCYPART_ARC
(18,7),-2.79753 # DEPENDENCYPART_ARC
(18,9),-3.28527 # DEPENDENCYPART_ARC
(18,14),-1.86308 # DEPENDENCYPART_ARC
(18,15),-2.17952 # DEPENDENCYPART_ARC
(18,19),-0.372444 # DEPENDENCYPART_ARC
(18,23),-1.92398 # DEPENDENCYPART_ARC
(18,26),-2.51081 # DEPENDENCYPART_ARC
(18,28),-2.39188 # DEPENDENCYPART_ARC
(18,31),-2.1716 # DEPENDENCYPART_ARC
(18,32),-0.981354 # DEPENDENCYPART_ARC
(18,33),-2.65028 # DEPENDENCYPART_ARC
(18,35),-2.66167 # DEPENDENCYPART_ARC
(18,36),-2.17714 # DEPENDENCYPART_ARC
(18,38),-2.36794 # DEPENDENCYPART_ARC
(19,1),-3.17501 # DEPENDENCYPART_ARC
(19,2),-1.65677 # DEPENDENCYPART_ARC
(19,3),-1.9542 # DEPENDENCYPART_ARC
(19,4),-3.66649 # DEPENDENCYPART_ARC
(19,5),-1.71988 # DEPENDENCYPART_ARC
(19,6),-3.21006 # DEPENDENCYPART_ARC
(19,7),-3.28382 # DEPENDENCYPART_ARC
(19,8),-4.18129 # DEPENDENCYPART_ARC
(19,9),-3.89789 # DEPENDENCYPART_ARC
(19,10),-3.74783 # DEPENDENCYPART_ARC
(19,11),-1.94327 # DEPENDENCYPART_ARC
(19,12),-1.56654 # DEPENDENCYPART_ARC
(19,13),-1.68631 # DEPENDENCYPART_ARC
(19,14),-0.889611 # DEPENDENCYPART_ARC
(19,15),-2.04043 # DEPENDENCYPART_ARC
(19,16),-2.87657 # DEPENDENCYPART_ARC
(19,17),0.20505 # DEPENDENCYPART_ARC
(19,18),3.07519 # DEPENDENCYPART_ARC
(19,20),0.350459 # DEPENDENCYPART_ARC
(19,21),2.71631 # DEPENDENCYPART_ARC
(19,22),-0.180619 # DEPENDENCYPART_ARC
(19,23),-0.976971 # DEPENDENCYPART_ARC
(19,24),-0.149547 # DEPENDENCYPART_ARC
(19,25),-1.90777 # DEPENDENCYPART_ARC
(19,26),-1.32931 # DEPENDENCYPART_ARC
(19,27),-0.0424413 # DEPENDENCYPART_ARC
(19,28),-2.56389 # DEPENDENCYPART_ARC
(19,29),-1.57203 # DEPENDENCYPART_ARC
(19,30),-1.46391 # DEPENDENCYPART_ARC
(19,31),-0.6435 # DEPENDENCYPART_ARC
(19,32),-0.0920366 # DEPENDENCYPART_ARC
(19,33),-3.27532 # DEPENDENCYPART_ARC
(19,34),0.147826 # DEPENDENCYPART_ARC
(19,35),-4.13119 # DEPENDENCYPART_ARC
(19,36),-2.60005 # DEPENDENCYPART_ARC
(19,37),-1.50907 # DEPENDENCYPART_ARC
(19,38),-2.66462 # DEPENDENCYPART_ARC
(19,39),0.33822 # DEPENDENCYPART_ARC
(20,4),-3.01778 # DEPENDENCYPART_ARC
(20,7),-3.1144 # DEPENDENCYPART_ARC
(20,9),-3.00909 # DEPENDENCYPART_ARC
(20,14),-1.65675 # DEPENDENCYPART_ARC
(20,15),-2.68734 # DEPENDENCYPART_ARC
(20,19),-1.22319 # DEPENDENCYPART_ARC
(20,23),-1.44519 # DEPENDENCYPART_ARC
(20,26),-2.2485 # DEPENDENCYPART_ARC
(20,28),-2.22341 # DEPENDENCYPART_ARC
(20,31),-1.92845 # DEPENDENCYPART_ARC
(20,32),-0.616632 # DEPENDENCYPART_ARC
(20,33),-2.55666 # DEPENDENCYPART_ARC
(20,35),-2.44502 # DEPENDENCYPART_ARC
(20,36),-2.09525 # DEPENDENCYPART_ARC
(20,38),-2.03523 # DEPENDENCYPART_ARC
(21,1),-2.50638 # DEPENDENCYPART_ARC
(21,2),-1.60061 # DEPENDENCYPART_ARC
(21,3),-1.80029 # DEPENDENCYPART_ARC
(21,4),-4.46773 # DEPENDENCYPART_ARC
(21,5),-1.28419 # DEPENDENCYPART_ARC
(21,6),-4.59238 # DEPENDENCYPART_ARC
(21,7),-4.13702 # DEPENDENCYPART_ARC
(21,8),-4.09264 # DEPENDENCYPART_ARC
(21,9),-3.59447 # DEPENDENCYPART_ARC
(21,10),-3.5054 # DEPENDENCYPART_ARC
(21,11),-1.65382 # DEPENDENCYPART_ARC
(21,12),-1.24696 # DEPENDENCYPART_ARC
(21,13),-2.79498 # DEPENDENCYPART_ARC
(21,14),-0.929843 # DEPENDENCYPART_ARC
(21,15),-3.28254 # DEPENDENCYPART_ARC
(21,16),-2.47069 # DEPENDENCYPART_ARC
(21,18),0.244018 # DEPENDENCYPART_ARC
(21,19),-0.602381 # DEPENDENCYPART_ARC
(21,20),3.23348 # DEPENDENCYPART_ARC
(21,22),-1.65568 # DEPENDENCYPART_ARC
(21,23),-1.38626 # DEPENDENCYPART_ARC
(21,24),-1.59627 # DEPENDENCYPART_ARC
(21,25),-2.65984 # DEPENDENCYPART_ARC
(21,26),-2.39386 # DEPENDENCYPART_ARC
(21,27),-1.59414 # DEPENDENCYPART_ARC
(21,28),-3.83602 # DEPENDENCYPART_ARC
(21,29),-2.57749 # DEPENDENCYPART_ARC
(21,30),-2.48385 # DEPENDENCYPART_ARC
(21,31),-2.43865 # DEPENDENCYPART_ARC
(21,32),-1.53927 # DEPENDENCYPART_ARC
(21,33),-4.6859 # DEPENDENCYPART_ARC
(21,34),-1.64797 # DEPENDENCYPART_ARC
(21,35),-5.42665 # DEPENDENCYPART_ARC
(21,36),-3.75742 # DEPENDENCYPART_ARC
(21,37),-2.66479 # DEPENDENCYPART_ARC
(21,38),-3.92321 # DEPENDENCYPART_ARC
(21,39),-1.25676 # DEPENDENCYPART_ARC
(22,1),-0.746501 # DEPENDENCYPART_ARC
(22,2),-0.377946 # DEPENDENCYPART_ARC
(22,3),0.730335 # DEPENDENCYPART_ARC
(22,4),-0.678778 # DEPENDENCYPART_ARC
(22,5),-0.246994 # DEPENDENCYPART_ARC
(22,6),-1.69853 # DEPENDENCYPART_ARC
(22,7),-0.449622 # DEPENDENCYPART_ARC
(22,8),-2.66081 # DEPENDENCYPART_ARC
(22,9),-2.17976 # DEPENDENCYPART_ARC
(22,10),-2.09974 # DEPENDENCYPART_ARC
(22,11),0.00048839 # DEPENDENCYPART_ARC
(22,12),0.970025 # DEPENDENCYPART_ARC
(22,13),-1.37757 # DEPENDENCYPART_ARC
(22,14),0.371778 # DEPENDENCYPART_ARC
(22,15),-0.266755 # DEPENDENCYPART_ARC
(22,16),-1.41855 # DEPENDENCYPART_ARC
(22,17),0.183876 # DEPENDENCYPART_ARC
(22,18),-0.707666 # DEPENDENCYPART_ARC
(22,19),2.5784 # DEPENDENCYPART_ARC
(22,20),-0.515215 # DEPENDENCYPART_ARC
(22,21),0.503918 # DEPENDENCYPART_ARC
(22,23),2.31067 # DEPENDENCYPART_ARC
(22,24),1.18899 # DEPENDENCYPART_ARC
(22,25),-1.02102 # DEPENDENCYPART_ARC
(22,26),-0.308556 # DEPENDENCYPART_ARC
(22,27),0.106375 # DEPENDENCYPART_ARC
(22,28),-1.06414 # DEPENDENCYPART_ARC
(22,29),-3.05696 # DEPENDENCYPART_ARC
(22,30),-2.88899 # DEPENDENCYPART_ARC
(22,31),-2.79606 # DEPENDENCYPART_ARC
(22,32),0.30435 # DEPENDENCYPART_ARC
(22,33),-1.35593 # DEPENDENCYPART_ARC
(22,34),-0.965877 # DEPENDENCYPART_ARC
(22,35),-3.21265 # DEPENDENCYPART_ARC
(22,36),-3.55293 # DEPENDENCYPART_ARC
(22,37),-2.91465 # DEPENDENCYPART_ARC
(22,38),-4.45355 # DEPENDENCYPART_ARC
(22,39),-0.251343 # DEPENDENCYPART_ARC
(23,1),-2.37504 # DEPENDENCYPART_ARC
(23,2),-2.49663 # DEPENDENCYPART_ARC
(23,3),-1.56854 # DEPENDENCYPART_ARC
(23,4),-3.88409 # DEPENDENCYPART_ARC
(23,5),-1.08006 # DEPENDENCYPART_ARC
(23,6),-4.61482 # DEPENDENCYPART_ARC
(23,7),-3.61826 # DEPENDENCYPART_ARC
(23,8),-3.20754 # DEPENDENCYPART_ARC
(23,9),-1.88659 # DEPENDENCYPART_ARC
(23,10),-4.53006 # DEPENDENCYPART_ARC
(23,11),-1.65414 # DEPENDENCYPART_ARC
(23,12),-1.25207 # DEPENDENCYPART_ARC
(23,13),-2.9992 # DEPENDENCYPART_ARC
(23,14),-0.774912 # DEPENDENCYPART_ARC
(23,15),-2.88118 # DEPENDENCYPART_ARC
(23,16),-2.93386 # DEPENDENCYPART_ARC
(23,17),-0.925146 # DEPENDENCYPART_ARC
(23,18),-1.8506 # DEPENDENCYPART_ARC
(23,19),-2.49039 # DEPENDENCYPART_ARC
(23,20),-0.947461 # DEPENDENCYPART_ARC
(23,21),-0.511014 # DEPENDENCYPART_ARC
(23,22),0.172337 # DEPENDENCYPART_ARC
(23,24),1.1096 # DEPENDENCYPART_ARC
(23,25),0.89622 # DEPENDENCYPART_ARC
(23,26),-0.488369 # DEPENDENCYPART_ARC
(23,27),0.309275 # DEPENDENCYPART_ARC
(23,28),-0.726593 # DEPENDENCYPART_ARC
(23,29),-1.1981 # DEPENDENCYPART_ARC
(23,30),-0.481044 # DEPENDENCYPART_ARC
(23,31),-0.998901 # DEPENDENCYPART_ARC
(23,32),0.132775 # DEPENDENCYPART_ARC
(23,33),-2.73406 # DEPENDENCYPART_ARC
(23,34),-0.237053 # DEPENDENCYPART_ARC
(23,35),-2.43001 # DEPENDENCYPART_ARC
(23,36),-1.15654 # DEPENDENCYPART_ARC
(23,37),-1.4021 # DEPENDENCYPART_ARC
(23,38),-2.27234 # DEPENDENCYPART_ARC
(23,39),0.383157 # DEPENDENCYPART_ARC
(24,1),-1.82557 # DEPENDENCYPART_ARC
(24,3),-1.49808 # DEPENDENCYPART_ARC
(24,4),-2.10639 # DEPENDENCYPART_ARC
(24,5),-1.19549 # DEPENDENCYPART_ARC
(24,6),-1.47741 # DEPENDENCYPART_ARC
(24,7),-2.0522 # DEPENDENCYPART_ARC
(24,8),-1.42886 # DEPENDENCYPART_ARC
(24,9),-2.03674 # DEPENDENCYPART_ARC
(24,10),-1.42981 # DEPENDENCYPART_ARC
(24,11),-1.73973 # DEPENDENCYPART_ARC
(24,12),-0.879674 # DEPENDENCYPART_ARC
(24,13),-1.38939 # DEPENDENCYPART_ARC
(24,14),-1.18035 # DEPENDENCYPART_ARC
(24,15),-1.77756 # DEPENDENCYPART_ARC
(24,16),-1.45627 # DEPENDENCYPART_ARC
(24,17),-0.934856 # DEPENDENCYPART_ARC
(24,18),-1.09757 # DEPENDENCYPART_ARC
(24,19),-1.61053 # DEPENDENCYPART_ARC
(24,20),-0.795987 # DEPENDENCYPART_ARC
(24,21),-1.2995 # DEPENDENCYPART_ARC
(24,22),-0.539012 # DEPENDENCYPART_ARC
(24,23),-0.56141 # DEPENDENCYPART_ARC
(24,25),1.5783 # DEPENDENCYPART_ARC
(24,26),2.71717 # DEPENDENCYPART_ARC
(24,27),0.619492 # DEPENDENCYPART_ARC
(24,28),0.347206 # DEPENDENCYPART_ARC
(24,29),-1.01954 # DEPENDENCYPART_ARC
(24,30),-0.42308 # DEPENDENCYPART_ARC
(24,31),-1.3157 # DEPENDENCYPART_ARC
(24,32),0.398341 # DEPENDENCYPART_ARC
(24,33),-2.02988 # DEPENDENCYPART_ARC
(24,35),-2.58203 # DEPENDENCYPART_ARC
(24,36),-3.38317 # DEPENDENCYPART_ARC
(24,37),-1.4514 # DEPENDENCYPART_ARC
(24,38),-3.98548 # DEPENDENCYPART_ARC
(24,39),-0.45104 # DEPENDENCYPART_ARC
(25,1),-3.59585 # DEPENDENCYPART_ARC
(25,2),-3.16411 # DEPENDENCYPART_ARC
(25,3),-1.97258 # DEPENDENCYPART_ARC
(25,4),-3.86254 # DEPENDENCYPART_ARC
(25,5),-2.01722 # DEPENDENCYPART_ARC
(25,6),-3.26343 # DEPENDENCYPART_ARC
(25,7),-3.58538 # DEPENDENCYPART_ARC
(25,8),-2.10408 # DEPENDENCYPART_ARC
(25,9),-3.19889 # DEPENDENCYPART_ARC
(25,10),-2.86043 # DEPENDENCYPART_ARC
(25,11),-2.27339 # DEPENDENCYPART_ARC
(25,12),-2.13821 # DEPENDENCYPART_ARC
(25,13),-2.46817 # DEPENDENCYPART_ARC
(25,14),-2.0302 # DEPENDENCYPART_ARC
(25,15),-3.339 # DEPENDENCYPART_ARC
(25,16),-4.32625 # DEPENDENCYPART_ARC
(25,17),-1.82473 # DEPENDENCYPART_ARC
(25,18),-2.13137 # DEPENDENCYPART_ARC
(25,19),-2.75753 # DEPENDENCYPART_ARC
(25,20),-2.21767 # DEPENDENCYPART_ARC
(25,21),-3.03521 # DEPENDENCYPART_ARC
(25,22),-3.51174 # DEPENDENCYPART_ARC
(25,23),-0.964985 # DEPENDENCYPART_ARC
(25,24),-0.291235 # DEPENDENCYPART_ARC
(25,26),0.286256 # DEPENDENCYPART_ARC
(25,27),-0.104485 # DEPENDENCYPART_ARC
(25,28),-0.755042 # DEPENDENCYPART_ARC
(25,29),-0.934653 # DEPENDENCYPART_ARC
(25,30),-1.07513 # DEPENDENCYPART_ARC
(25,31),-0.686458 # DEPENDENCYPART_ARC
(25,32),-0.101717 # DEPENDENCYPART_ARC
(25,33),-2.28774 # DEPENDENCYPART_ARC
(25,34),-0.528122 # DEPENDENCYPART_ARC
(25,35),-1.78893 # DEPENDENCYPART_ARC
(25,36),-1.12476 # DEPENDENCYPART_ARC
(25,37),-1.05919 # DEPENDENCYPART_ARC
(25,38),-1.91037 # DEPENDENCYPART_ARC
(25,39),-0.586094 # DEPENDENCYPART_ARC
(26,1),-2.88053 # DEPENDENCYPART_ARC
(26,2),-1.87954 # DEPENDENCYPART_ARC
(26,3),-1.71847 # DEPENDENCYPART_ARC
(26,4),-3.50092 # DEPENDENCYPART_ARC
(26,5),-1.32144 # DEPENDENCYPART_ARC
(26,6),-4.05665 # DEPENDENCYPART_ARC
(26,7),-3.05122 # DEPENDENCYPART_ARC
(26,8),-3.87992 # DEPENDENCYPART_ARC
(26,9),-2.54037 # DEPENDENCYPART_ARC
(26,10),-5.29402 # DEPENDENCYPART_ARC
(26,11),-1.51278 # DEPENDENCYPART_ARC
(26,12),-1.08056 # DEPENDENCYPART_ARC
(26,13),-4.06748 # DEPENDENCYPART_ARC
(26,14),-0.962545 # DEPENDENCYPART_ARC
(26,15),-2.47127 # DEPENDENCYPART_ARC
(26,16),-3.43002 # DEPENDENCYPART_ARC
(26,17),-1.03297 # DEPENDENCYPART_ARC
(26,18),-1.99953 # DEPENDENCYPART_ARC
(26,19),-2.56393 # DEPENDENCYPART_ARC
(26,20),-1.07975 # DEPENDENCYPART_ARC
(26,21),-1.22919 # DEPENDENCYPART_ARC
(26,22),-1.80336 # DEPENDENCYPART_ARC
(26,23),-0.281355 # DEPENDENCYPART_ARC
(26,24),0.262254 # DEPENDENCYPART_ARC
(26,25),3.74198 # DEPENDENCYPART_ARC
(26,27),-0.0735566 # DEPENDENCYPART_ARC
(26,28),-0.475964 # DEPENDENCYPART_ARC
(26,29),-1.26378 # DEPENDENCYPART_ARC
(26,30),-0.971164 # DEPENDENCYPART_ARC
(26,31),-0.494039 # DEPENDENCYPART_ARC
(26,32),-0.0778058 # DEPENDENCYPART_ARC
(26,33),-3.31749 # DEPENDENCYPART_ARC
(26,34),-0.229149 # DEPENDENCYPART_ARC
(26,35),-3.2114 # DEPENDENCYPART_ARC
(26,36),-1.52807 # DEPENDENCYPART_ARC
(26,37),-1.7396 # DEPENDENCYPART_ARC
(26,38),-2.17389 # DEPENDENCYPART_ARC
(26,39),-0.436276 # DEPENDENCYPART_ARC
(27,1),-1.09992 # DEPENDENCYPART_ARC
(27,2),-1.25873 # DEPENDENCYPART_ARC
(27,3),-0.971188 # DEPENDENCYPART_ARC
(27,4),-1.65017 # DEPENDENCYPART_ARC
(27,5),-0.682261 # DEPENDENCYPART_ARC
(27,7),-1.16237 # DEPENDENCYPART_ARC
(27,9),-1.13408 # DEPENDENCYPART_ARC
(27,11),-0.779681 # DEPENDENCYPART_ARC
(27,12),-1.12372 # DEPENDENCYPART_ARC
(27,14),-0.798303 # DEPENDENCYPART_ARC
(27,15),-0.700449 # DEPENDENCYPART_ARC
(27,16),-0.485728 # DEPENDENCYPART_ARC
(27,17),-0.400774 # DEPENDENCYPART_ARC
(27,19),-0.175999 # DEPENDENCYPART_ARC
(27,21),-0.0776489 # DEPENDENCYPART_ARC
(27,22),-0.404657 # DEPENDENCYPART_ARC
(27,23),0.32574 # DEPENDENCYPART_ARC
(27,24),0.646826 # DEPENDENCYPART_ARC
(27,25),0.328161 # DEPENDENCYPART_ARC
(27,26),0.847406 # DEPENDENCYPART_ARC
(27,28),1.05029 # DEPENDENCYPART_ARC
(27,30),-0.150718 # DEPENDENCYPART_ARC
(27,31),0.190771 # DEPENDENCYPART_ARC
(27,32),0.19208 # DEPENDENCYPART_ARC
(27,33),-0.613902 # DEPENDENCYPART_ARC
(27,34),-0.336523 # DEPENDENCYPART_ARC
(27,35),-0.62029 # DEPENDENCYPART_ARC
(27,36),-0.496491 # DEPENDENCYPART_ARC
(27,38),-0.615064 # DEPENDENCYPART_ARC
(27,39),0.177197 # DEPENDENCYPART_ARC
(28,1),-3.46671 # DEPENDENCYPART_ARC
(28,2),-1.58924 # DEPENDENCYPART_ARC
(28,3),-2.14973 # DEPENDENCYPART_ARC
(28,4),-3.58265 # DEPENDENCYPART_ARC
(28,5),-1.68037 # DEPENDENCYPART_ARC
(28,6),-4.1625 # DEPENDENCYPART_ARC
(28,7),-3.11363 # DEPENDENCYPART_ARC
(28,8),-5.33776 # DEPENDENCYPART_ARC
(28,9),-4.12935 # DEPENDENCYPART_ARC
(28,10),-5.24152 # DEPENDENCYPART_ARC
(28,11),-2.00253 # DEPENDENCYPART_ARC
(28,12),-1.51162 # DEPENDENCYPART_ARC
(28,13),-3.60478 # DEPENDENCYPART_ARC
(28,14),-1.37008 # DEPENDENCYPART_ARC
(28,15),-2.61571 # DEPENDENCYPART_ARC
(28,16),-3.93816 # DEPENDENCYPART_ARC
(28,17),-1.58786 # DEPENDENCYPART_ARC
(28,18),-1.76345 # DEPENDENCYPART_ARC
(28,19),-2.31752 # DEPENDENCYPART_ARC
(28,20),-1.15774 # DEPENDENCYPART_ARC
(28,21),-1.9462 # DEPENDENCYPART_ARC
(28,22),-2.56809 # DEPENDENCYPART_ARC
(28,23),-1.91868 # DEPENDENCYPART_ARC
(28,24),-0.831359 # DEPENDENCYPART_ARC
(28,25),-0.0864328 # DEPENDENCYPART_ARC
(28,26),-0.661849 # DEPENDENCYPART_ARC
(28,27),0.336746 # DEPENDENCYPART_ARC
(28,29),0.720768 # DEPENDENCYPART_ARC
(28,30),0.646477 # DEPENDENCYPART_ARC
(28,31),2.45171 # DEPENDENCYPART_ARC
(28,32),0.636526 # DEPENDENCYPART_ARC
(28,33),-0.651436 # DEPENDENCYPART_ARC
(28,34),1.55779 # DEPENDENCYPART_ARC
(28,35),-1.2098 # DEPENDENCYPART_ARC
(28,36),0.140862 # DEPENDENCYPART_ARC
(28,37),-0.371425 # DEPENDENCYPART_ARC
(28,38),-0.275559 # DEPENDENCYPART_ARC
(28,39),0.934382 # DEPENDENCYPART_ARC
(29,4),-3.2988 # DEPENDENCYPART_ARC
(29,7),-3.27814 # DEPENDENCYPART_ARC
(29,9),-1.74355 # DEPENDENCYPART_ARC
(29,14),-1.69994 # DEPENDENCYPART_ARC
(29,15),-3.10826 # DEPENDENCYPART_ARC
(29,19),-2.7386 # DEPENDENCYPART_ARC
(29,23),-1.82129 # DEPENDENCYPART_ARC
(29,26),-1.79858 # DEPENDENCYPART_ARC
(29,28),-1.47438 # DEPENDENCYPART_ARC
(29,31),0.157391 # DEPENDENCYPART_ARC
(29,32),0.107338 # DEPENDENCYPART_ARC
(29,33),-1.19005 # DEPENDENCYPART_ARC
(29,35),-1.467 # DEPENDENCYPART_ARC
(29,36),-1.16363 # DEPENDENCYPART_ARC
(29,38),-1.40526 # DEPENDENCYPART_ARC
(30,1),-2.69633 # DEPENDENCYPART_ARC
(30,2),-3.2181 # DEPENDENCYPART_ARC
(30,3),-1.91318 # DEPENDENCYPART_ARC
(30,4),-4.19789 # DEPENDENCYPART_ARC
(30,5),-2.1163 # DEPENDENCYPART_ARC
(30,6),-4.09825 # DEPENDENCYPART_ARC
(30,7),-4.00278 # DEPENDENCYPART_ARC
(30,8),-2.19724 # DEPENDENCYPART_ARC
(30,9),-3.12889 # DEPENDENCYPART_ARC
(30,10),-2.99027 # DEPENDENCYPART_ARC
(30,11),-2.11206 # DEPENDENCYPART_ARC
(30,12),-1.99342 # DEPENDENCYPART_ARC
(30,13),-2.90891 # DEPENDENCYPART_ARC
(30,14),-2.23538 # DEPENDENCYPART_ARC
(30,15),-3.73926 # DEPENDENCYPART_ARC
(30,16),-3.66272 # DEPENDENCYPART_ARC
(30,17),-1.90174 # DEPENDENCYPART_ARC
(30,18),-2.80142 # DEPENDENCYPART_ARC
(30,19),-3.32149 # DEPENDENCYPART_ARC
(30,20),-2.85186 # DEPENDENCYPART_ARC
(30,21),-3.39062 # DEPENDENCYPART_ARC
(30,22),-3.18536 # DEPENDENCYPART_ARC
(30,23),-1.84824 # DEPENDENCYPART_ARC
(30,24),-1.34631 # DEPENDENCYPART_ARC
(30,25),-2.45885 # DEPENDENCYPART_ARC
(30,26),-2.44898 # DEPENDENCYPART_ARC
(30,27),-1.0313 # DEPENDENCYPART_ARC
(30,28),-1.91036 # DEPENDENCYPART_ARC
(30,29),1.62178 # DEPENDENCYPART_ARC
(30,31),1.0791 # DEPENDENCYPART_ARC
(30,32),-0.27832 # DEPENDENCYPART_ARC
(30,33),-1.5405 # DEPENDENCYPART_ARC
(30,34),-1.15597 # DEPENDENCYPART_ARC
(30,35),-1.33819 # DEPENDENCYPART_ARC
(30,36),-1.46406 # DEPENDENCYPART_ARC
(30,37),-1.56894 # DEPENDENCYPART_ARC
(30,38),-2.24839 # DEPENDENCYPART_ARC
(30,39),-0.86766 # DEPENDENCYPART_ARC
(31,1),-2.30281 # DEPENDENCYPART_ARC
(31,2),-3.17515 # DEPENDENCYPART_ARC
(31,3),-2.08119 # DEPENDENCYPART_ARC
(31,4),-6.09559 # DEPENDENCYPART_ARC
(31,5),-1.45209 # DEPENDENCYPART_ARC
(31,6),-7.45844 # DEPENDENCYPART_ARC
(31,7),-5.73406 # DEPENDENCYPART_ARC
(31,8),-3.49775 # DEPENDENCYPART_ARC
(31,9),-2.2844 # DEPENDENCYPART_ARC
(31,10),-5.27772 # DEPENDENCYPART_ARC
(31,11),-1.84093 # DEPENDENCYPART_ARC
(31,12),-1.25436 # DEPENDENCYPART_ARC
(31,13),-4.29477 # DEPENDENCYPART_ARC
(31,14),-1.28874 # DEPENDENCYPART_ARC
(31,15),-5.02478 # DEPENDENCYPART_ARC
(31,16),-2.982 # DEPENDENCYPART_ARC
(31,17),-1.76541 # DEPENDENCYPART_ARC
(31,18),-4.45876 # DEPENDENCYPART_ARC
(31,19),-4.17569 # DEPENDENCYPART_ARC
(31,20),-2.87832 # DEPENDENCYPART_ARC
(31,21),-2.67375 # DEPENDENCYPART_ARC
(31,22),-1.77603 # DEPENDENCYPART_ARC
(31,23),-2.6498 # DEPENDENCYPART_ARC
(31,24),-1.07993 # DEPENDENCYPART_ARC
(31,25),-1.21687 # DEPENDENCYPART_ARC
(31,26),-2.95038 # DEPENDENCYPART_ARC
(31,27),-0.662335 # DEPENDENCYPART_ARC
(31,28),-2.76334 # DEPENDENCYPART_ARC
(31,29),3.10764 # DEPENDENCYPART_ARC
(31,30),2.88907 # DEPENDENCYPART_ARC
(31,32),0.0965396 # DEPENDENCYPART_ARC
(31,33),-0.558168 # DEPENDENCYPART_ARC
(31,34),-0.342874 # DEPENDENCYPART_ARC
(31,35),-1.67126 # DEPENDENCYPART_ARC
(31,36),-0.211547 # DEPENDENCYPART_ARC
(31,37),-1.81063 # DEPENDENCYPART_ARC
(31,38),-1.59178 # DEPENDENCYPART_ARC
(31,39),-0.562151 # DEPENDENCYPART_ARC
(32,1),-0.766365 # DEPENDENCYPART_ARC
(32,2),-1.41909 # DEPENDENCYPART_ARC
(32,3),-0.828354 # DEPENDENCYPART_ARC
(32,4),-0.675255 # DEPENDENCYPART_ARC
(32,5),-2.44554 # DEPENDENCYPART_ARC
(32,6),-0.628863 # DEPENDENCYPART_ARC
(32,7),-0.594262 # DEPENDENCYPART_ARC
(32,8),-0.421419 # DEPENDENCYPART_ARC
(32,9),-0.532778 # DEPENDENCYPART_ARC
