# _root_ Το Κάστρο βρίσκεται πάνω σε ένα γιγαντιαίο βράχο , κρεμασμένο πάνω από το πέλαγος , με πανοραμική θέα και αποτελεί ένα φυσικό φρούριο .
#goldHeads=2,19,19,3,4,8,8,5,10,3,10,11,14,12,10,2,18,16,0,19,23,23,20,0,
#predictedHeads=2,3,0,3,4,8,8,5,3,8,10,11,14,12,16,10,18,16,16,19,23,23,20,0,
(21,23),0.406348 # DEPENDENCYPART_ARC
(21,24),0.120559 # DEPENDENCYPART_ARC
(22,1),-2.70035 # DEPENDENCYPART_ARC
(22,2),-2.2544 # DEPENDENCYPART_ARC
(22,3),-6.08851 # DEPENDENCYPART_ARC
(22,4),-1.63721 # DEPENDENCYPART_ARC
(22,5),-1.44619 # DEPENDENCYPART_ARC
(22,6),-2.05015 # DEPENDENCYPART_ARC
(22,7),-2.72225 # DEPENDENCYPART_ARC
(22,8),-2.27851 # DEPENDENCYPART_ARC
(22,9),-1.72667 # DEPENDENCYPART_ARC
(22,10),-3.59362 # DEPENDENCYPART_ARC
(22,11),-1.24122 # DEPENDENCYPART_ARC
(22,12),-1.25066 # DEPENDENCYPART_ARC
(22,13),-1.33882 # DEPENDENCYPART_ARC
(22,14),-1.29753 # DEPENDENCYPART_ARC
(22,15),-1.34096 # DEPENDENCYPART_ARC
(22,16),-1.12926 # DEPENDENCYPART_ARC
(22,17),-1.47364 # DEPENDENCYPART_ARC
(22,18),-2.08181 # DEPENDENCYPART_ARC
(22,19),-0.761353 # DEPENDENCYPART_ARC
(22,20),-4.95814 # DEPENDENCYPART_ARC
(22,21),0.960472 # DEPENDENCYPART_ARC
(22,23),0.727801 # DEPENDENCYPART_ARC
(22,24),-0.0259182 # DEPENDENCYPART_ARC
(23,1),-2.89147 # DEPENDENCYPART_ARC
(23,2),-2.30528 # DEPENDENCYPART_ARC
(23,3),-2.36095 # DEPENDENCYPART_ARC
(23,4),-0.872435 # DEPENDENCYPART_ARC
(23,5),-1.04333 # DEPENDENCYPART_ARC
(23,6),-1.19746 # DEPENDENCYPART_ARC
(23,7),-1.51436 # DEPENDENCYPART_ARC
(23,8),-1.8817 # DEPENDENCYPART_ARC
(23,9),-0.948856 # DEPENDENCYPART_ARC
(23,10),0.326275 # DEPENDENCYPART_ARC
(23,11),-0.728526 # DEPENDENCYPART_ARC
(23,12),-0.794295 # DEPENDENCYPART_ARC
(23,13),-0.397378 # DEPENDENCYPART_ARC
(23,14),-1.13976 # DEPENDENCYPART_ARC
(23,15),-0.655032 # DEPENDENCYPART_ARC
(23,16),-0.634997 # DEPENDENCYPART_ARC
(23,17),0.137785 # DEPENDENCYPART_ARC
(23,18),-1.25652 # DEPENDENCYPART_ARC
(23,19),0.00921386 # DEPENDENCYPART_ARC
(23,20),-1.71037 # DEPENDENCYPART_ARC
(23,21),3.70876 # DEPENDENCYPART_ARC
(23,22),3.97656 # DEPENDENCYPART_ARC
(23,24),0.512142 # DEPENDENCYPART_ARC
(24,1),-2.69639 # DEPENDENCYPART_ARC
(24,2),-3.64949 # DEPENDENCYPART_ARC
(24,3),-2.37701 # DEPENDENCYPART_ARC
(24,4),-2.01796 # DEPENDENCYPART_ARC
(24,5),-2.79511 # DEPENDENCYPART_ARC
(24,6),-2.42961 # DEPENDENCYPART_ARC
(24,7),-2.46749 # DEPENDENCYPART_ARC
(24,8),-3.07688 # DEPENDENCYPART_ARC
(24,9),-2.23204 # DEPENDENCYPART_ARC
(24,10),-2.30697 # DEPENDENCYPART_ARC
(24,11),-1.98835 # DEPENDENCYPART_ARC
(24,12),-2.34971 # DEPENDENCYPART_ARC
(24,13),-2.25801 # DEPENDENCYPART_ARC
(24,14),-2.68094 # DEPENDENCYPART_ARC
(24,15),-1.90743 # DEPENDENCYPART_ARC
(24,16),-2.18444 # DEPENDENCYPART_ARC
(24,17),-2.09345 # DEPENDENCYPART_ARC
(24,18),-2.23861 # DEPENDENCYPART_ARC
(24,19),-2.09468 # DEPENDENCYPART_ARC
(24,20),-1.8848 # DEPENDENCYPART_ARC
(24,21),-1.48192 # DEPENDENCYPART_ARC
(24,22),-1.5039 # DEPENDENCYPART_ARC
(24,23),-1.71581 # DEPENDENCYPART_ARC
