# _root_ Το πάρτυ διαρκεί μέχρι τις 10 ή 11 το βράδυ , όταν οι περισσότεροι πάνε για ντουζ , ένα εσπρέσο και μετά δείπνο και περισσότερη διασκέδαση.Μέχρι πρωίας .
#goldHeads=2,3,0,3,7,7,10,7,10,4,3,10,14,15,12,15,18,21,20,18,16,21,24,21,26,24,26,0,
#predictedHeads=2,3,0,3,6,7,4,7,10,7,12,3,14,15,12,15,16,21,20,24,15,21,24,22,24,25,26,0,
(18,17),0.961534 # DEPENDENCYPART_ARC
(18,19),-0.00873859 # DEPENDENCYPART_ARC
(18,20),0.518262 # DEPENDENCYPART_ARC
(18,21),0.393155 # DEPENDENCYPART_ARC
(18,22),0.00729414 # DEPENDENCYPART_ARC
(18,23),-0.0850998 # DEPENDENCYPART_ARC
(18,24),0.106485 # DEPENDENCYPART_ARC
(18,25),-0.657139 # DEPENDENCYPART_ARC
(18,26),-0.246904 # DEPENDENCYPART_ARC
(18,27),-0.456782 # DEPENDENCYPART_ARC
(18,28),0.309706 # DEPENDENCYPART_ARC
(19,1),-1.2469 # DEPENDENCYPART_ARC
(19,2),-1.83129 # DEPENDENCYPART_ARC
(19,3),-3.22798 # DEPENDENCYPART_ARC
(19,4),-1.08743 # DEPENDENCYPART_ARC
(19,5),-1.62314 # DEPENDENCYPART_ARC
(19,6),-1.16156 # DEPENDENCYPART_ARC
(19,7),-1.01799 # DEPENDENCYPART_ARC
(19,8),-1.08414 # DEPENDENCYPART_ARC
(19,9),-0.846584 # DEPENDENCYPART_ARC
(19,10),-1.36425 # DEPENDENCYPART_ARC
(19,11),-1.15622 # DEPENDENCYPART_ARC
(19,12),-0.934575 # DEPENDENCYPART_ARC
(19,13),-1.5324 # DEPENDENCYPART_ARC
(19,14),-2.26294 # DEPENDENCYPART_ARC
(19,15),-2.7745 # DEPENDENCYPART_ARC
(19,16),-0.351609 # DEPENDENCYPART_ARC
(19,17),-0.546205 # DEPENDENCYPART_ARC
(19,18),0.0919812 # DEPENDENCYPART_ARC
(19,20),0.343447 # DEPENDENCYPART_ARC
(19,21),0.280415 # DEPENDENCYPART_ARC
(19,22),0.125114 # DEPENDENCYPART_ARC
(19,23),-0.457384 # DEPENDENCYPART_ARC
(19,24),-0.18427 # DEPENDENCYPART_ARC
(19,25),-1.28543 # DEPENDENCYPART_ARC
(19,26),-0.0942668 # DEPENDENCYPART_ARC
(19,27),-1.22532 # DEPENDENCYPART_ARC
(19,28),-0.281496 # DEPENDENCYPART_ARC
(20,1),-3.28027 # DEPENDENCYPART_ARC
(20,2),-3.15406 # DEPENDENCYPART_ARC
(20,3),-3.6391 # DEPENDENCYPART_ARC
(20,4),-1.59964 # DEPENDENCYPART_ARC
(20,5),-4.0887 # DEPENDENCYPART_ARC
(20,6),-2.04471 # DEPENDENCYPART_ARC
(20,7),-1.80301 # DEPENDENCYPART_ARC
(20,8),-2.09207 # DEPENDENCYPART_ARC
(20,9),-2.87243 # DEPENDENCYPART_ARC
(20,10),-3.06571 # DEPENDENCYPART_ARC
(20,11),-1.60552 # DEPENDENCYPART_ARC
(20,12),-1.4739 # DEPENDENCYPART_ARC
(20,13),-1.52023 # DEPENDENCYPART_ARC
(20,14),-1.63059 # DEPENDENCYPART_ARC
(20,15),-3.10695 # DEPENDENCYPART_ARC
(20,16),-0.780358 # DEPENDENCYPART_ARC
(20,17),-1.22808 # DEPENDENCYPART_ARC
(20,18),-0.301184 # DEPENDENCYPART_ARC
(20,19),2.17764 # DEPENDENCYPART_ARC
(20,21),0.748879 # DEPENDENCYPART_ARC
(20,22),0.418277 # DEPENDENCYPART_ARC
(20,23),-0.171747 # DEPENDENCYPART_ARC
(20,24),0.0982147 # DEPENDENCYPART_ARC
(20,25),-1.24051 # DEPENDENCYPART_ARC
(20,26),-0.207336 # DEPENDENCYPART_ARC
(20,27),-0.352311 # DEPENDENCYPART_ARC
(20,28),-0.201491 # DEPENDENCYPART_ARC
(21,1),-0.821581 # DEPENDENCYPART_ARC
(21,2),-0.375785 # DEPENDENCYPART_ARC
(21,3),0.25984 # DEPENDENCYPART_ARC
(21,4),1.29005 # DEPENDENCYPART_ARC
(21,5),-0.684188 # DEPENDENCYPART_ARC
(21,6),-0.0604959 # DEPENDENCYPART_ARC
(21,7),-0.207018 # DEPENDENCYPART_ARC
(21,8),-0.0629658 # DEPENDENCYPART_ARC
(21,9),-0.240531 # DEPENDENCYPART_ARC
(21,10),0.0455004 # DEPENDENCYPART_ARC
(21,11),0.132401 # DEPENDENCYPART_ARC
(21,12),0.518566 # DEPENDENCYPART_ARC
(21,13),-0.228804 # DEPENDENCYPART_ARC
(21,14),-0.158127 # DEPENDENCYPART_ARC
(21,15),0.787454 # DEPENDENCYPART_ARC
(21,16),1.64312 # DEPENDENCYPART_ARC
(21,17),1.14878 # DEPENDENCYPART_ARC
(21,18),1.21077 # DEPENDENCYPART_ARC
(21,19),0.952531 # DEPENDENCYPART_ARC
(21,20),0.723861 # DEPENDENCYPART_ARC
(21,22),1.8721 # DEPENDENCYPART_ARC
(21,23),1.75585 # DEPENDENCYPART_ARC
(21,24),0.469792 # DEPENDENCYPART_ARC
(21,25),0.376032 # DEPENDENCYPART_ARC
(21,26),0.0911902 # DEPENDENCYPART_ARC
(21,27),0.258357 # DEPENDENCYPART_ARC
(21,28),0.497102 # DEPENDENCYPART_ARC
(22,1),-1.21453 # DEPENDENCYPART_ARC
(22,2),-1.65289 # DEPENDENCYPART_ARC
(22,3),-1.17611 # DEPENDENCYPART_ARC
(22,4),-0.710027 # DEPENDENCYPART_ARC
(22,5),-0.992175 # DEPENDENCYPART_ARC
(22,6),-0.922476 # DEPENDENCYPART_ARC
(22,7),-0.725317 # DEPENDENCYPART_ARC
(22,8),-0.926809 # DEPENDENCYPART_ARC
(22,9),-1.01412 # DEPENDENCYPART_ARC
(22,10),-1.5363 # DEPENDENCYPART_ARC
(22,11),-0.184898 # DEPENDENCYPART_ARC
(22,12),-0.684618 # DEPENDENCYPART_ARC
(22,13),-0.791148 # DEPENDENCYPART_ARC
(22,14),-1.25454 # DEPENDENCYPART_ARC
(22,15),-0.90053 # DEPENDENCYPART_ARC
(22,16),-0.266381 # DEPENDENCYPART_ARC
(22,17),-1.08575 # DEPENDENCYPART_ARC
(22,18),0.227579 # DEPENDENCYPART_ARC
(22,19),-0.0496824 # DEPENDENCYPART_ARC
(22,20),-0.672325 # DEPENDENCYPART_ARC
(22,21),0.83896 # DEPENDENCYPART_ARC
(22,23),2.87838 # DEPENDENCYPART_ARC
(22,24),1.27799 # DEPENDENCYPART_ARC
(22,25),-0.0232757 # DEPENDENCYPART_ARC
(22,26),-0.464619 # DEPENDENCYPART_ARC
(22,27),0.231211 # DEPENDENCYPART_ARC
(22,28),0.133052 # DEPENDENCYPART_ARC
(23,1),-4.72841 # DEPENDENCYPART_ARC
(23,2),-3.77844 # DEPENDENCYPART_ARC
(23,3),-3.8081 # DEPENDENCYPART_ARC
(23,4),-1.58597 # DEPENDENCYPART_ARC
(23,5),-4.8118 # DEPENDENCYPART_ARC
(23,6),-2.04336 # DEPENDENCYPART_ARC
(23,7),-2.03085 # DEPENDENCYPART_ARC
(23,8),-2.09221 # DEPENDENCYPART_ARC
(23,9),-2.99551 # DEPENDENCYPART_ARC
(23,10),-2.79084 # DEPENDENCYPART_ARC
(23,11),-1.93717 # DEPENDENCYPART_ARC
(23,12),-1.79721 # DEPENDENCYPART_ARC
(23,13),-3.55855 # DEPENDENCYPART_ARC
(23,14),-4.06436 # DEPENDENCYPART_ARC
(23,15),-3.63634 # DEPENDENCYPART_ARC
(23,16),-1.12782 # DEPENDENCYPART_ARC
(23,17),-1.46793 # DEPENDENCYPART_ARC
(23,18),-1.26541 # DEPENDENCYPART_ARC
(23,19),0.222316 # DEPENDENCYPART_ARC
(23,20),-0.812278 # DEPENDENCYPART_ARC
(23,21),-0.00898138 # DEPENDENCYPART_ARC
(23,22),0.522437 # DEPENDENCYPART_ARC
(23,24),0.560075 # DEPENDENCYPART_ARC
(23,25),0.576532 # DEPENDENCYPART_ARC
(23,26),-0.32956 # DEPENDENCYPART_ARC
(23,27),0.703322 # DEPENDENCYPART_ARC
(23,28),-0.554063 # DEPENDENCYPART_ARC
(24,1),-0.971379 # DEPENDENCYPART_ARC
(24,2),-0.375256 # DEPENDENCYPART_ARC
(24,3),0.0562424 # DEPENDENCYPART_ARC
(24,4),0.550076 # DEPENDENCYPART_ARC
(24,5),-0.522363 # DEPENDENCYPART_ARC
(24,6),0.0955782 # DEPENDENCYPART_ARC
(24,7),-0.168366 # DEPENDENCYPART_ARC
(24,8),0.117994 # DEPENDENCYPART_ARC
(24,9),-0.0682129 # DEPENDENCYPART_ARC
(24,10),0.219145 # DEPENDENCYPART_ARC
(24,11),-0.179543 # DEPENDENCYPART_ARC
(24,12),0.582028 # DEPENDENCYPART_ARC
(24,13),-0.17111 # DEPENDENCYPART_ARC
(24,14),-0.0808609 # DEPENDENCYPART_ARC
(24,15),0.84471 # DEPENDENCYPART_ARC
(24,16),0.714363 # DEPENDENCYPART_ARC
(24,17),1.28505 # DEPENDENCYPART_ARC
(24,18),0.758588 # DEPENDENCYPART_ARC
(24,19),0.718323 # DEPENDENCYPART_ARC
(24,20),1.18195 # DEPENDENCYPART_ARC
(24,21),0.663396 # DEPENDENCYPART_ARC
(24,22),0.719912 # DEPENDENCYPART_ARC
(24,23),2.89653 # DEPENDENCYPART_ARC
(24,25),1.68661 # DEPENDENCYPART_ARC
(24,26),0.669447 # DEPENDENCYPART_ARC
(24,27),1.34963 # DEPENDENCYPART_ARC
(24,28),0.300493 # DEPENDENCYPART_ARC
(25,1),-1.37323 # DEPENDENCYPART_ARC
(25,2),-1.59165 # DEPENDENCYPART_ARC
(25,3),-4.91126 # DEPENDENCYPART_ARC
(25,4),-0.716961 # DEPENDENCYPART_ARC
(25,5),-1.3664 # DEPENDENCYPART_ARC
(25,6),-0.459614 # DEPENDENCYPART_ARC
(25,7),-0.617001 # DEPENDENCYPART_ARC
(25,8),-0.476813 # DEPENDENCYPART_ARC
(25,9),-1.19143 # DEPENDENCYPART_ARC
(25,10),-1.57821 # DEPENDENCYPART_ARC
(25,11),-0.810667 # DEPENDENCYPART_ARC
(25,12),-0.617255 # DEPENDENCYPART_ARC
(25,13),-0.400242 # DEPENDENCYPART_ARC
(25,14),-0.221728 # DEPENDENCYPART_ARC
(25,15),-3.81735 # DEPENDENCYPART_ARC
(25,16),-0.18925 # DEPENDENCYPART_ARC
(25,17),-1.06322 # DEPENDENCYPART_ARC
(25,18),-0.361612 # DEPENDENCYPART_ARC
(25,19),-0.273932 # DEPENDENCYPART_ARC
(25,20),-0.429986 # DEPENDENCYPART_ARC
(25,21),-0.108733 # DEPENDENCYPART_ARC
(25,22),0.301484 # DEPENDENCYPART_ARC
(25,23),0.0364871 # DEPENDENCYPART_ARC
(25,24),0.924365 # DEPENDENCYPART_ARC
(25,26),1.02807 # DEPENDENCYPART_ARC
(25,27),0.97343 # DEPENDENCYPART_ARC
(25,28),0.420215 # DEPENDENCYPART_ARC
(26,1),-1.08582 # DEPENDENCYPART_ARC
(26,2),-1.26332 # DEPENDENCYPART_ARC
(26,3),-0.922037 # DEPENDENCYPART_ARC
(26,4),-0.728088 # DEPENDENCYPART_ARC
(26,5),-0.52752 # DEPENDENCYPART_ARC
(26,6),-0.776745 # DEPENDENCYPART_ARC
(26,7),-0.600158 # DEPENDENCYPART_ARC
(26,8),-0.805082 # DEPENDENCYPART_ARC
(26,9),-0.770186 # DEPENDENCYPART_ARC
(26,10),-0.975718 # DEPENDENCYPART_ARC
(26,11),-0.443339 # DEPENDENCYPART_ARC
(26,12),-0.577876 # DEPENDENCYPART_ARC
(26,13),-0.371363 # DEPENDENCYPART_ARC
(26,14),-1.06564 # DEPENDENCYPART_ARC
(26,15),-0.646367 # DEPENDENCYPART_ARC
(26,16),-0.042777 # DEPENDENCYPART_ARC
(26,17),-0.560583 # DEPENDENCYPART_ARC
(26,18),-0.11039 # DEPENDENCYPART_ARC
(26,19),-0.357633 # DEPENDENCYPART_ARC
(26,20),-0.732132 # DEPENDENCYPART_ARC
(26,21),-0.171074 # DEPENDENCYPART_ARC
(26,22),0.155013 # DEPENDENCYPART_ARC
(26,23),-0.179721 # DEPENDENCYPART_ARC
(26,24),0.278769 # DEPENDENCYPART_ARC
(26,25),0.78102 # DEPENDENCYPART_ARC
(26,27),1.48522 # DEPENDENCYPART_ARC
(26,28),-0.0649944 # DEPENDENCYPART_ARC
(27,1),-5.14037 # DEPENDENCYPART_ARC
(27,2),-4.27644 # DEPENDENCYPART_ARC
(27,3),-3.09253 # DEPENDENCYPART_ARC
(27,4),-1.13216 # DEPENDENCYPART_ARC
(27,5),-4.81938 # DEPENDENCYPART_ARC
(27,6),-1.37043 # DEPENDENCYPART_ARC
(27,7),-1.35295 # DEPENDENCYPART_ARC
(27,8),-1.30261 # DEPENDENCYPART_ARC
(27,9),-4.53811 # DEPENDENCYPART_ARC
(27,10),-4.06687 # DEPENDENCYPART_ARC
(27,11),-1.02059 # DEPENDENCYPART_ARC
(27,12),-1.19454 # DEPENDENCYPART_ARC
(27,13),-2.65578 # DEPENDENCYPART_ARC
(27,14),-4.40665 # DEPENDENCYPART_ARC
(27,15),-2.99402 # DEPENDENCYPART_ARC
(27,16),-0.630473 # DEPENDENCYPART_ARC
(27,17),-2.91495 # DEPENDENCYPART_ARC
(27,18),-0.696054 # DEPENDENCYPART_ARC
(27,19),-1.6412 # DEPENDENCYPART_ARC
(27,20),-2.01186 # DEPENDENCYPART_ARC
(27,21),-0.628654 # DEPENDENCYPART_ARC
(27,22),-0.255656 # DEPENDENCYPART_ARC
(27,23),-1.72682 # DEPENDENCYPART_ARC
(27,24),0.334997 # DEPENDENCYPART_ARC
(27,25),0.431348 # DEPENDENCYPART_ARC
(27,26),1.08934 # DEPENDENCYPART_ARC
(27,28),0.450632 # DEPENDENCYPART_ARC
(28,1),-2.67894 # DEPENDENCYPART_ARC
(28,2),-3.59721 # DEPENDENCYPART_ARC
(28,3),-2.85489 # DEPENDENCYPART_ARC
(28,4),-3.02505 # DEPENDENCYPART_ARC
(28,5),-2.54239 # DEPENDENCYPART_ARC
(28,6),-2.37269 # DEPENDENCYPART_ARC
(28,7),-2.21454 # DEPENDENCYPART_ARC
(28,8),-2.12926 # DEPENDENCYPART_ARC
(28,9),-2.27797 # DEPENDENCYPART_ARC
(28,10),-3.01574 # DEPENDENCYPART_ARC
(28,11),-2.19499 # DEPENDENCYPART_ARC
(28,12),-2.0803 # DEPENDENCYPART_ARC
(28,13),-2.26759 # DEPENDENCYPART_ARC
(28,14),-2.37979 # DEPENDENCYPART_ARC
(28,15),-2.37051 # DEPENDENCYPART_ARC
(28,16),-2.05281 # DEPENDENCYPART_ARC
(28,17),-2.28968 # DEPENDENCYPART_ARC
(28,18),-1.83494 # DEPENDENCYPART_ARC
(28,19),-1.91545 # DEPENDENCYPART_ARC
(28,20),-2.2202 # DEPENDENCYPART_ARC
(28,21),-1.86853 # DEPENDENCYPART_ARC
(28,22),-1.6219 # DEPENDENCYPART_ARC
(28,23),-1.97696 # DEPENDENCYPART_ARC
(28,24),-1.75646 # DEPENDENCYPART_ARC
(28,25),-1.60411 # DEPENDENCYPART_ARC
(28,26),-1.52523 # DEPENDENCYPART_ARC
(28,27),-1.58191 # DEPENDENCYPART_ARC
