# _root_ Περίπου 4.000 άνθρωποι συγκεντρώθηκαν έξω από την αμερικανική πρεσβεία στις Βρυξέλλες , φωνάζοντας αντιαμερικανικά συνθήματα και πετώντας μπουκάλια και αυγά στο κτίριο , όπου λίγο αργότερα ο Αμερικανός πρόεδρος φιλοξένησε τον Ζακ Σιράκ .
#goldHeads=3,3,4,0,4,5,9,9,6,9,10,4,16,15,13,4,16,19,17,19,17,21,30,30,26,30,29,29,30,22,33,33,30,0,
#predictedHeads=4,3,4,16,4,4,9,9,6,9,10,13,16,15,13,0,16,19,17,19,20,21,30,30,26,17,29,29,30,25,33,33,30,0,
(15,2),-0.631374 # DEPENDENCYPART_ARC
(15,3),-1.92931 # DEPENDENCYPART_ARC
(15,4),-2.14201 # DEPENDENCYPART_ARC
(15,5),-0.821158 # DEPENDENCYPART_ARC
(15,6),-0.447465 # DEPENDENCYPART_ARC
(15,7),-0.839224 # DEPENDENCYPART_ARC
(15,8),-0.60412 # DEPENDENCYPART_ARC
(15,9),-2.07422 # DEPENDENCYPART_ARC
(15,10),-1.04177 # DEPENDENCYPART_ARC
(15,11),-0.809059 # DEPENDENCYPART_ARC
(15,12),-0.0617194 # DEPENDENCYPART_ARC
(15,13),0.307719 # DEPENDENCYPART_ARC
(15,14),3.80018 # DEPENDENCYPART_ARC
(15,16),0.183732 # DEPENDENCYPART_ARC
(15,17),-1.15113 # DEPENDENCYPART_ARC
(15,18),-2.31557 # DEPENDENCYPART_ARC
(15,19),-0.720368 # DEPENDENCYPART_ARC
(15,20),-3.2728 # DEPENDENCYPART_ARC
(15,21),-1.50062 # DEPENDENCYPART_ARC
(15,22),-3.36594 # DEPENDENCYPART_ARC
(15,23),-0.956283 # DEPENDENCYPART_ARC
(15,24),-1.59335 # DEPENDENCYPART_ARC
(15,25),-1.47356 # DEPENDENCYPART_ARC
(15,26),-1.71354 # DEPENDENCYPART_ARC
(15,27),-2.58686 # DEPENDENCYPART_ARC
(15,28),-3.62775 # DEPENDENCYPART_ARC
(15,29),-3.83163 # DEPENDENCYPART_ARC
(15,30),-4.09424 # DEPENDENCYPART_ARC
(15,31),-2.85057 # DEPENDENCYPART_ARC
(15,32),-2.2715 # DEPENDENCYPART_ARC
(15,33),-2.15601 # DEPENDENCYPART_ARC
(15,34),-0.985529 # DEPENDENCYPART_ARC
(16,1),0.213117 # DEPENDENCYPART_ARC
(16,2),0.14577 # DEPENDENCYPART_ARC
(16,3),0.100373 # DEPENDENCYPART_ARC
(16,4),1.37533 # DEPENDENCYPART_ARC
(16,5),0.290058 # DEPENDENCYPART_ARC
(16,6),-0.245729 # DEPENDENCYPART_ARC
(16,7),-0.023451 # DEPENDENCYPART_ARC
(16,8),-0.159509 # DEPENDENCYPART_ARC
(16,9),0.225043 # DEPENDENCYPART_ARC
(16,10),0.418604 # DEPENDENCYPART_ARC
(16,11),1.30652 # DEPENDENCYPART_ARC
(16,12),0.669155 # DEPENDENCYPART_ARC
(16,13),2.4305 # DEPENDENCYPART_ARC
(16,14),1.06374 # DEPENDENCYPART_ARC
(16,15),0.961041 # DEPENDENCYPART_ARC
(16,17),2.73957 # DEPENDENCYPART_ARC
(16,18),1.36321 # DEPENDENCYPART_ARC
(16,19),0.120487 # DEPENDENCYPART_ARC
(16,20),0.563407 # DEPENDENCYPART_ARC
(16,21),-0.160052 # DEPENDENCYPART_ARC
(16,22),-0.582266 # DEPENDENCYPART_ARC
(16,23),0.514287 # DEPENDENCYPART_ARC
(16,24),-0.26049 # DEPENDENCYPART_ARC
(16,25),-0.456382 # DEPENDENCYPART_ARC
(16,26),-0.465381 # DEPENDENCYPART_ARC
(16,27),-1.14519 # DEPENDENCYPART_ARC
(16,28),-1.30058 # DEPENDENCYPART_ARC
(16,29),-1.57311 # DEPENDENCYPART_ARC
(16,30),-1.26075 # DEPENDENCYPART_ARC
(16,31),-1.1812 # DEPENDENCYPART_ARC
(16,32),-1.04237 # DEPENDENCYPART_ARC
(16,33),-0.76562 # DEPENDENCYPART_ARC
(16,34),0.417269 # DEPENDENCYPART_ARC
(17,1),-0.968082 # DEPENDENCYPART_ARC
(17,2),-0.868874 # DEPENDENCYPART_ARC
(17,3),-1.48739 # DEPENDENCYPART_ARC
(17,4),-6.96619 # DEPENDENCYPART_ARC
(17,5),-0.991804 # DEPENDENCYPART_ARC
(17,6),-1.46656 # DEPENDENCYPART_ARC
(17,7),-2.10001 # DEPENDENCYPART_ARC
(17,8),-2.78788 # DEPENDENCYPART_ARC
(17,9),-2.6336 # DEPENDENCYPART_ARC
(17,10),-1.68113 # DEPENDENCYPART_ARC
(17,11),-2.29282 # DEPENDENCYPART_ARC
(17,12),-0.377173 # DEPENDENCYPART_ARC
(17,13),-2.57944 # DEPENDENCYPART_ARC
(17,14),-1.40103 # DEPENDENCYPART_ARC
(17,15),-1.1187 # DEPENDENCYPART_ARC
(17,16),0.258853 # DEPENDENCYPART_ARC
(17,18),2.74546 # DEPENDENCYPART_ARC
(17,19),0.845117 # DEPENDENCYPART_ARC
(17,20),1.23666 # DEPENDENCYPART_ARC
(17,21),-0.020211 # DEPENDENCYPART_ARC
(17,22),-0.569501 # DEPENDENCYPART_ARC
(17,23),0.367436 # DEPENDENCYPART_ARC
(17,24),0.0525545 # DEPENDENCYPART_ARC
(17,25),0.0334552 # DEPENDENCYPART_ARC
(17,26),0.848408 # DEPENDENCYPART_ARC
(17,27),-3.12789 # DEPENDENCYPART_ARC
(17,28),-2.37589 # DEPENDENCYPART_ARC
(17,29),-2.0742 # DEPENDENCYPART_ARC
(17,30),-4.30701 # DEPENDENCYPART_ARC
(17,31),-2.43082 # DEPENDENCYPART_ARC
(17,32),-0.778175 # DEPENDENCYPART_ARC
(17,33),-1.09255 # DEPENDENCYPART_ARC
(17,34),0.114751 # DEPENDENCYPART_ARC
(18,1),-1.61624 # DEPENDENCYPART_ARC
(18,2),-1.33772 # DEPENDENCYPART_ARC
(18,3),-2.796 # DEPENDENCYPART_ARC
(18,4),-2.76396 # DEPENDENCYPART_ARC
(18,5),-1.56407 # DEPENDENCYPART_ARC
(18,6),-1.36679 # DEPENDENCYPART_ARC
(18,7),-2.20276 # DEPENDENCYPART_ARC
(18,8),-2.08972 # DEPENDENCYPART_ARC
(18,9),-2.92656 # DEPENDENCYPART_ARC
(18,10),-1.9763 # DEPENDENCYPART_ARC
(18,11),-2.12697 # DEPENDENCYPART_ARC
(18,12),-1.38109 # DEPENDENCYPART_ARC
(18,13),-1.59214 # DEPENDENCYPART_ARC
(18,14),0.0641931 # DEPENDENCYPART_ARC
(18,15),-0.790902 # DEPENDENCYPART_ARC
(18,16),0.391768 # DEPENDENCYPART_ARC
(18,17),0.492824 # DEPENDENCYPART_ARC
(18,19),0.280505 # DEPENDENCYPART_ARC
(18,20),-1.07783 # DEPENDENCYPART_ARC
(18,21),-0.185074 # DEPENDENCYPART_ARC
(18,22),-1.65142 # DEPENDENCYPART_ARC
(18,23),-0.601155 # DEPENDENCYPART_ARC
(18,24),-0.94002 # DEPENDENCYPART_ARC
(18,25),-1.01609 # DEPENDENCYPART_ARC
(18,26),-1.12002 # DEPENDENCYPART_ARC
(18,27),-2.07215 # DEPENDENCYPART_ARC
(18,28),-2.44259 # DEPENDENCYPART_ARC
(18,29),-2.7377 # DEPENDENCYPART_ARC
(18,30),-2.79615 # DEPENDENCYPART_ARC
(18,31),-2.67098 # DEPENDENCYPART_ARC
(18,32),-2.22013 # DEPENDENCYPART_ARC
(18,33),-2.12969 # DEPENDENCYPART_ARC
(18,34),-1.10459 # DEPENDENCYPART_ARC
(19,1),-0.314909 # DEPENDENCYPART_ARC
(19,2),-0.0428011 # DEPENDENCYPART_ARC
(19,3),-0.223249 # DEPENDENCYPART_ARC
(19,4),0.00800777 # DEPENDENCYPART_ARC
(19,5),-0.269923 # DEPENDENCYPART_ARC
(19,6),-0.964838 # DEPENDENCYPART_ARC
(19,7),-0.326479 # DEPENDENCYPART_ARC
(19,8),-0.559642 # DEPENDENCYPART_ARC
(19,9),0.248266 # DEPENDENCYPART_ARC
(19,10),-0.0673945 # DEPENDENCYPART_ARC
(19,11),1.40503 # DEPENDENCYPART_ARC
(19,12),0.0926162 # DEPENDENCYPART_ARC
(19,13),0.723808 # DEPENDENCYPART_ARC
(19,14),0.0475299 # DEPENDENCYPART_ARC
(19,15),1.63411 # DEPENDENCYPART_ARC
(19,16),0.563525 # DEPENDENCYPART_ARC
(19,17),1.31427 # DEPENDENCYPART_ARC
(19,18),3.05066 # DEPENDENCYPART_ARC
(19,20),2.84978 # DEPENDENCYPART_ARC
(19,21),0.594366 # DEPENDENCYPART_ARC
(19,22),0.988272 # DEPENDENCYPART_ARC
(19,23),0.371494 # DEPENDENCYPART_ARC
(19,24),-0.195788 # DEPENDENCYPART_ARC
(19,25),-0.224778 # DEPENDENCYPART_ARC
(19,26),-0.365432 # DEPENDENCYPART_ARC
(19,27),-0.840988 # DEPENDENCYPART_ARC
(19,28),-0.459667 # DEPENDENCYPART_ARC
(19,29),-0.553031 # DEPENDENCYPART_ARC
(19,30),-0.575066 # DEPENDENCYPART_ARC
(19,31),-1.30625 # DEPENDENCYPART_ARC
(19,32),-0.936317 # DEPENDENCYPART_ARC
(19,33),-0.719089 # DEPENDENCYPART_ARC
(19,34),0.183994 # DEPENDENCYPART_ARC
(20,1),-1.55377 # DEPENDENCYPART_ARC
(20,2),-1.46387 # DEPENDENCYPART_ARC
(20,3),-3.04141 # DEPENDENCYPART_ARC
(20,4),-2.95115 # DEPENDENCYPART_ARC
(20,5),-1.5132 # DEPENDENCYPART_ARC
(20,6),-1.5485 # DEPENDENCYPART_ARC
(20,7),-2.65647 # DEPENDENCYPART_ARC
(20,8),-2.4726 # DEPENDENCYPART_ARC
(20,9),-3.39229 # DEPENDENCYPART_ARC
(20,10),-2.11306 # DEPENDENCYPART_ARC
(20,11),-2.34886 # DEPENDENCYPART_ARC
(20,12),-1.5399 # DEPENDENCYPART_ARC
(20,13),-2.13528 # DEPENDENCYPART_ARC
(20,14),-0.648667 # DEPENDENCYPART_ARC
(20,15),-1.34056 # DEPENDENCYPART_ARC
(20,16),-0.967111 # DEPENDENCYPART_ARC
(20,17),-1.155 # DEPENDENCYPART_ARC
(20,18),0.392914 # DEPENDENCYPART_ARC
(20,19),0.481467 # DEPENDENCYPART_ARC
(20,21),0.770187 # DEPENDENCYPART_ARC
(20,22),-0.0932309 # DEPENDENCYPART_ARC
(20,23),0.244712 # DEPENDENCYPART_ARC
(20,24),-0.414287 # DEPENDENCYPART_ARC
(20,25),-0.518392 # DEPENDENCYPART_ARC
(20,26),-0.628002 # DEPENDENCYPART_ARC
(20,27),-1.66072 # DEPENDENCYPART_ARC
(20,28),-1.8872 # DEPENDENCYPART_ARC
(20,29),-2.06522 # DEPENDENCYPART_ARC
(20,30),-1.78159 # DEPENDENCYPART_ARC
(20,31),-2.26755 # DEPENDENCYPART_ARC
(20,32),-1.87632 # DEPENDENCYPART_ARC
(20,33),-1.85343 # DEPENDENCYPART_ARC
(20,34),-0.567139 # DEPENDENCYPART_ARC
(21,1),-1.07278 # DEPENDENCYPART_ARC
(21,2),-1.30933 # DEPENDENCYPART_ARC
(21,3),-2.57309 # DEPENDENCYPART_ARC
(21,4),-2.35392 # DEPENDENCYPART_ARC
(21,5),-1.12299 # DEPENDENCYPART_ARC
(21,6),-0.942945 # DEPENDENCYPART_ARC
(21,7),-1.66868 # DEPENDENCYPART_ARC
(21,8),-1.89423 # DEPENDENCYPART_ARC
(21,9),-2.85591 # DEPENDENCYPART_ARC
(21,10),-1.83653 # DEPENDENCYPART_ARC
(21,11),-2.83652 # DEPENDENCYPART_ARC
(21,12),-0.750522 # DEPENDENCYPART_ARC
(21,13),-2.03545 # DEPENDENCYPART_ARC
(21,14),-1.43738 # DEPENDENCYPART_ARC
(21,15),-2.26014 # DEPENDENCYPART_ARC
(21,16),-0.676015 # DEPENDENCYPART_ARC
(21,17),-1.66292 # DEPENDENCYPART_ARC
(21,18),-1.67715 # DEPENDENCYPART_ARC
(21,19),-0.0819352 # DEPENDENCYPART_ARC
(21,20),-1.18226 # DEPENDENCYPART_ARC
(21,22),3.31463 # DEPENDENCYPART_ARC
(21,23),0.278614 # DEPENDENCYPART_ARC
(21,24),-0.467064 # DEPENDENCYPART_ARC
(21,25),-0.695141 # DEPENDENCYPART_ARC
(21,26),-0.831883 # DEPENDENCYPART_ARC
(21,27),-1.35055 # DEPENDENCYPART_ARC
(21,28),-1.998 # DEPENDENCYPART_ARC
(21,29),-2.30962 # DEPENDENCYPART_ARC
(21,30),-2.16925 # DEPENDENCYPART_ARC
(21,31),-1.3622 # DEPENDENCYPART_ARC
(21,32),-1.96761 # DEPENDENCYPART_ARC
(21,33),-1.5648 # DEPENDENCYPART_ARC
(21,34),-1.42843 # DEPENDENCYPART_ARC
(22,1),-2.4658 # DEPENDENCYPART_ARC
(22,2),-2.00222 # DEPENDENCYPART_ARC
(22,3),-4.48619 # DEPENDENCYPART_ARC
(22,4),-3.79566 # DEPENDENCYPART_ARC
(22,5),-2.27214 # DEPENDENCYPART_ARC
(22,6),-2.1906 # DEPENDENCYPART_ARC
(22,7),-3.15162 # DEPENDENCYPART_ARC
(22,8),-2.89298 # DEPENDENCYPART_ARC
(22,9),-3.8031 # DEPENDENCYPART_ARC
(22,10),-3.29612 # DEPENDENCYPART_ARC
(22,11),-4.43186 # DEPENDENCYPART_ARC
(22,12),-2.16625 # DEPENDENCYPART_ARC
(22,13),-2.68739 # DEPENDENCYPART_ARC
(22,14),-2.60661 # DEPENDENCYPART_ARC
(22,15),-3.32242 # DEPENDENCYPART_ARC
(22,16),-1.96136 # DEPENDENCYPART_ARC
(22,17),-1.98988 # DEPENDENCYPART_ARC
(22,18),-2.16134 # DEPENDENCYPART_ARC
(22,19),-1.17788 # DEPENDENCYPART_ARC
(22,20),-1.13954 # DEPENDENCYPART_ARC
(22,21),0.0661975 # DEPENDENCYPART_ARC
(22,23),0.354268 # DEPENDENCYPART_ARC
(22,24),0.00148501 # DEPENDENCYPART_ARC
(22,25),-0.232494 # DEPENDENCYPART_ARC
(22,26),-0.392296 # DEPENDENCYPART_ARC
(22,27),-1.09814 # DEPENDENCYPART_ARC
(22,28),-1.28753 # DEPENDENCYPART_ARC
(22,29),-1.42032 # DEPENDENCYPART_ARC
(22,30),-0.872682 # DEPENDENCYPART_ARC
(22,31),-1.83739 # DEPENDENCYPART_ARC
(22,32),-1.34896 # DEPENDENCYPART_ARC
(22,33),-1.62241 # DEPENDENCYPART_ARC
(22,34),-0.761373 # DEPENDENCYPART_ARC
(23,1),-1.122 # DEPENDENCYPART_ARC
(23,2),-0.993027 # DEPENDENCYPART_ARC
(23,3),-1.10332 # DEPENDENCYPART_ARC
(23,4),-0.831557 # DEPENDENCYPART_ARC
(23,5),-0.803569 # DEPENDENCYPART_ARC
(23,6),-0.673472 # DEPENDENCYPART_ARC
(23,7),-0.930125 # DEPENDENCYPART_ARC
(23,8),-0.862189 # DEPENDENCYPART_ARC
(23,9),-0.332845 # DEPENDENCYPART_ARC
(23,10),-0.868051 # DEPENDENCYPART_ARC
(23,11),-0.309241 # DEPENDENCYPART_ARC
(23,12),-0.106068 # DEPENDENCYPART_ARC
(23,13),-0.624007 # DEPENDENCYPART_ARC
(23,14),-0.54596 # DEPENDENCYPART_ARC
(23,15),-0.280097 # DEPENDENCYPART_ARC
(23,16),-0.181042 # DEPENDENCYPART_ARC
(23,17),-0.32726 # DEPENDENCYPART_ARC
(23,18),-0.0968012 # DEPENDENCYPART_ARC
(23,19),-0.10592 # DEPENDENCYPART_ARC
(23,20),0.231614 # DEPENDENCYPART_ARC
(23,21),0.411009 # DEPENDENCYPART_ARC
(23,22),0.448244 # DEPENDENCYPART_ARC
(23,24),0.213356 # DEPENDENCYPART_ARC
(23,25),0.0539391 # DEPENDENCYPART_ARC
(23,26),0.131121 # DEPENDENCYPART_ARC
(23,27),-0.559859 # DEPENDENCYPART_ARC
(23,28),0.0364918 # DEPENDENCYPART_ARC
(23,29),-0.303294 # DEPENDENCYPART_ARC
(23,30),-0.351911 # DEPENDENCYPART_ARC
(23,31),-1.15285 # DEPENDENCYPART_ARC
(23,32),-1.02734 # DEPENDENCYPART_ARC
(23,33),-0.40231 # DEPENDENCYPART_ARC
(23,34),-0.337502 # DEPENDENCYPART_ARC
(24,1),-1.08382 # DEPENDENCYPART_ARC
(24,2),-1.15056 # DEPENDENCYPART_ARC
(24,3),-1.18173 # DEPENDENCYPART_ARC
(24,4),-1.07374 # DEPENDENCYPART_ARC
(24,5),-0.613245 # DEPENDENCYPART_ARC
(24,6),-1.01141 # DEPENDENCYPART_ARC
(24,7),-1.16344 # DEPENDENCYPART_ARC
(24,8),-1.20334 # DEPENDENCYPART_ARC
(24,9),-1.21214 # DEPENDENCYPART_ARC
(24,10),-0.476078 # DEPENDENCYPART_ARC
(24,11),-0.933064 # DEPENDENCYPART_ARC
(24,12),-0.915659 # DEPENDENCYPART_ARC
(24,13),-0.962057 # DEPENDENCYPART_ARC
(24,14),-0.912531 # DEPENDENCYPART_ARC
(24,15),-0.544789 # DEPENDENCYPART_ARC
(24,16),-0.358006 # DEPENDENCYPART_ARC
(24,17),-0.866375 # DEPENDENCYPART_ARC
(24,18),-0.276013 # DEPENDENCYPART_ARC
(24,19),-0.104515 # DEPENDENCYPART_ARC
(24,20),-0.184044 # DEPENDENCYPART_ARC
(24,21),0.511797 # DEPENDENCYPART_ARC
(24,22),-0.122623 # DEPENDENCYPART_ARC
(24,23),0.611381 # DEPENDENCYPART_ARC
(24,25),0.701029 # DEPENDENCYPART_ARC
(24,26),0.306613 # DEPENDENCYPART_ARC
(24,27),-0.373958 # DEPENDENCYPART_ARC
(24,28),-0.279647 # DEPENDENCYPART_ARC
(24,29),-0.604837 # DEPENDENCYPART_ARC
(24,30),-0.288726 # DEPENDENCYPART_ARC
(24,31),-1.39346 # DEPENDENCYPART_ARC
(24,32),-0.850669 # DEPENDENCYPART_ARC
(24,33),-0.894601 # DEPENDENCYPART_ARC
(24,34),-0.273314 # DEPENDENCYPART_ARC
(25,1),-0.976565 # DEPENDENCYPART_ARC
(25,2),-1.09054 # DEPENDENCYPART_ARC
(25,3),-1.17547 # DEPENDENCYPART_ARC
(25,4),-1.21371 # DEPENDENCYPART_ARC
(25,5),-0.455961 # DEPENDENCYPART_ARC
(25,6),-0.902482 # DEPENDENCYPART_ARC
(25,7),-1.0871 # DEPENDENCYPART_ARC
(25,8),-1.16336 # DEPENDENCYPART_ARC
(25,9),-1.18369 # DEPENDENCYPART_ARC
(25,10),-0.385849 # DEPENDENCYPART_ARC
(25,11),-0.885256 # DEPENDENCYPART_ARC
(25,12),-0.663285 # DEPENDENCYPART_ARC
(25,13),-1.00587 # DEPENDENCYPART_ARC
(25,14),-0.873444 # DEPENDENCYPART_ARC
(25,15),-0.636068 # DEPENDENCYPART_ARC
(25,16),-0.361947 # DEPENDENCYPART_ARC
(25,17),-0.92402 # DEPENDENCYPART_ARC
(25,18),-0.26776 # DEPENDENCYPART_ARC
(25,19),-0.0290031 # DEPENDENCYPART_ARC
(25,20),-0.22492 # DEPENDENCYPART_ARC
(25,21),0.35353 # DEPENDENCYPART_ARC
(25,22),-0.172969 # DEPENDENCYPART_ARC
(25,23),0.423105 # DEPENDENCYPART_ARC
(25,24),1.06134 # DEPENDENCYPART_ARC
(25,26),0.462142 # DEPENDENCYPART_ARC
(25,27),-0.217635 # DEPENDENCYPART_ARC
(25,28),-0.267481 # DEPENDENCYPART_ARC
(25,29),-0.65267 # DEPENDENCYPART_ARC
(25,30),-0.315599 # DEPENDENCYPART_ARC
(25,31),-1.5297 # DEPENDENCYPART_ARC
(25,32),-1.06312 # DEPENDENCYPART_ARC
(25,33),-1.08642 # DEPENDENCYPART_ARC
(25,34),-0.690878 # DEPENDENCYPART_ARC
(26,1),-0.42434 # DEPENDENCYPART_ARC
(26,2),-0.907015 # DEPENDENCYPART_ARC
(26,3),-0.843108 # DEPENDENCYPART_ARC
(26,4),-1.16223 # DEPENDENCYPART_ARC
(26,5),-0.0883184 # DEPENDENCYPART_ARC
(26,6),-0.738489 # DEPENDENCYPART_ARC
(26,7),-0.923124 # DEPENDENCYPART_ARC
(26,8),-0.578934 # DEPENDENCYPART_ARC
(26,9),-0.625265 # DEPENDENCYPART_ARC
(26,10),-0.294159 # DEPENDENCYPART_ARC
(26,11),-0.336644 # DEPENDENCYPART_ARC
(26,12),-0.475821 # DEPENDENCYPART_ARC
(26,13),-0.95368 # DEPENDENCYPART_ARC
(26,14),-0.297039 # DEPENDENCYPART_ARC
(26,15),-0.353879 # DEPENDENCYPART_ARC
(26,16),-0.317586 # DEPENDENCYPART_ARC
(26,17),-0.767604 # DEPENDENCYPART_ARC
(26,18),-0.0533565 # DEPENDENCYPART_ARC
(26,19),0.107632 # DEPENDENCYPART_ARC
(26,20),0.0596713 # DEPENDENCYPART_ARC
(26,21),0.187457 # DEPENDENCYPART_ARC
(26,22),-0.0126467 # DEPENDENCYPART_ARC
(26,23),0.436814 # DEPENDENCYPART_ARC
(26,24),1.2344 # DEPENDENCYPART_ARC
(26,25),1.92579 # DEPENDENCYPART_ARC
(26,27),0.351663 # DEPENDENCYPART_ARC
(26,28),0.133924 # DEPENDENCYPART_ARC
(26,29),-0.650784 # DEPENDENCYPART_ARC
(26,30),-0.969799 # DEPENDENCYPART_ARC
(26,31),-1.19825 # DEPENDENCYPART_ARC
(26,32),-0.939081 # DEPENDENCYPART_ARC
(26,33),-0.998178 # DEPENDENCYPART_ARC
(26,34),-0.597553 # DEPENDENCYPART_ARC
(27,1),-2.1057 # DEPENDENCYPART_ARC
(27,2),-2.08462 # DEPENDENCYPART_ARC
(27,3),-2.59543 # DEPENDENCYPART_ARC
(27,4),-4.2606 # DEPENDENCYPART_ARC
(27,5),-1.98042 # DEPENDENCYPART_ARC
(27,6),-1.97021 # DEPENDENCYPART_ARC
(27,7),-2.03827 # DEPENDENCYPART_ARC
(27,8),-2.68319 # DEPENDENCYPART_ARC
(27,9),-2.62055 # DEPENDENCYPART_ARC
(27,10),-2.43842 # DEPENDENCYPART_ARC
(27,11),-2.90877 # DEPENDENCYPART_ARC
(27,12),-1.94239 # DEPENDENCYPART_ARC
(27,13),-3.50076 # DEPENDENCYPART_ARC
(27,14),-3.09347 # DEPENDENCYPART_ARC
(27,15),-2.61702 # DEPENDENCYPART_ARC
(27,16),-1.58868 # DEPENDENCYPART_ARC
(27,17),-3.30266 # DEPENDENCYPART_ARC
(27,18),-2.27174 # DEPENDENCYPART_ARC
(27,19),-1.40065 # DEPENDENCYPART_ARC
(27,20),-2.24853 # DEPENDENCYPART_ARC
(27,21),-1.50988 # DEPENDENCYPART_ARC
(27,22),-1.79676 # DEPENDENCYPART_ARC
(27,23),-1.3292 # DEPENDENCYPART_ARC
(27,24),-1.03675 # DEPENDENCYPART_ARC
(27,25),-0.783385 # DEPENDENCYPART_ARC
(27,26),-0.171699 # DEPENDENCYPART_ARC
(27,28),0.00526957 # DEPENDENCYPART_ARC
(27,29),-0.411365 # DEPENDENCYPART_ARC
(27,30),-2.64322 # DEPENDENCYPART_ARC
(27,31),-1.80184 # DEPENDENCYPART_ARC
(27,32),-1.36731 # DEPENDENCYPART_ARC
(27,33),-1.44951 # DEPENDENCYPART_ARC
(27,34),-0.874391 # DEPENDENCYPART_ARC
(28,1),-2.64445 # DEPENDENCYPART_ARC
(28,2),-2.6003 # DEPENDENCYPART_ARC
(28,3),-4.41149 # DEPENDENCYPART_ARC
(28,4),-4.19684 # DEPENDENCYPART_ARC
(28,5),-2.45969 # DEPENDENCYPART_ARC
(28,6),-2.59781 # DEPENDENCYPART_ARC
(28,7),-4.46437 # DEPENDENCYPART_ARC
(28,8),-4.07958 # DEPENDENCYPART_ARC
(28,9),-4.59799 # DEPENDENCYPART_ARC
(28,10),-3.53636 # DEPENDENCYPART_ARC
(28,11),-5.24594 # DEPENDENCYPART_ARC
(28,12),-2.37467 # DEPENDENCYPART_ARC
(28,13),-2.99085 # DEPENDENCYPART_ARC
(28,14),-4.24159 # DEPENDENCYPART_ARC
(28,15),-4.80754 # DEPENDENCYPART_ARC
(28,16),-2.25185 # DEPENDENCYPART_ARC
(28,17),-2.59477 # DEPENDENCYPART_ARC
(28,18),-3.99243 # DEPENDENCYPART_ARC
(28,19),-1.82806 # DEPENDENCYPART_ARC
(28,20),-3.84174 # DEPENDENCYPART_ARC
(28,21),-2.38408 # DEPENDENCYPART_ARC
(28,22),-2.53703 # DEPENDENCYPART_ARC
(28,23),-1.39384 # DEPENDENCYPART_ARC
(28,24),-1.1537 # DEPENDENCYPART_ARC
(28,25),-0.850874 # DEPENDENCYPART_ARC
(28,26),-0.255623 # DEPENDENCYPART_ARC
(28,27),2.39059 # DEPENDENCYPART_ARC
(28,29),1.34352 # DEPENDENCYPART_ARC
(28,30),-0.483936 # DEPENDENCYPART_ARC
(28,31),-2.12375 # DEPENDENCYPART_ARC
(28,32),-0.85982 # DEPENDENCYPART_ARC
(28,33),-0.936298 # DEPENDENCYPART_ARC
(28,34),-0.820795 # DEPENDENCYPART_ARC
(29,1),-0.951982 # DEPENDENCYPART_ARC
(29,2),-1.05019 # DEPENDENCYPART_ARC
(29,3),-2.42151 # DEPENDENCYPART_ARC
(29,4),-2.603 # DEPENDENCYPART_ARC
(29,5),-0.870766 # DEPENDENCYPART_ARC
(29,6),-0.977471 # DEPENDENCYPART_ARC
(29,7),-2.90536 # DEPENDENCYPART_ARC
(29,8),-2.207 # DEPENDENCYPART_ARC
(29,9),-2.71091 # DEPENDENCYPART_ARC
(29,10),-1.81718 # DEPENDENCYPART_ARC
(29,11),-3.27588 # DEPENDENCYPART_ARC
(29,12),-0.856262 # DEPENDENCYPART_ARC
(29,13),-1.40049 # DEPENDENCYPART_ARC
(29,14),-2.24216 # DEPENDENCYPART_ARC
(29,15),-2.91256 # DEPENDENCYPART_ARC
(29,16),-0.993016 # DEPENDENCYPART_ARC
(29,17),-1.0524 # DEPENDENCYPART_ARC
(29,18),-2.10194 # DEPENDENCYPART_ARC
(29,19),-0.573396 # DEPENDENCYPART_ARC
(29,20),-1.8289 # DEPENDENCYPART_ARC
(29,21),-0.760416 # DEPENDENCYPART_ARC
(29,22),-0.585895 # DEPENDENCYPART_ARC
(29,23),-0.135346 # DEPENDENCYPART_ARC
(29,24),0.416263 # DEPENDENCYPART_ARC
(29,25),0.590079 # DEPENDENCYPART_ARC
(29,26),0.757148 # DEPENDENCYPART_ARC
(29,27),3.29382 # DEPENDENCYPART_ARC
(29,28),3.74719 # DEPENDENCYPART_ARC
(29,30),-0.358078 # DEPENDENCYPART_ARC
(29,31),-1.62116 # DEPENDENCYPART_ARC
(29,32),-0.479935 # DEPENDENCYPART_ARC
(29,33),-0.591138 # DEPENDENCYPART_ARC
(29,34),-0.671189 # DEPENDENCYPART_ARC
(30,1),-0.392147 # DEPENDENCYPART_ARC
(30,2),0.0575518 # DEPENDENCYPART_ARC
(30,3),-0.769278 # DEPENDENCYPART_ARC
(30,4),-2.60815 # DEPENDENCYPART_ARC
(30,5),-0.413183 # DEPENDENCYPART_ARC
(30,6),-2.20507 # DEPENDENCYPART_ARC
(30,7),-2.65894 # DEPENDENCYPART_ARC
(30,8),-2.51226 # DEPENDENCYPART_ARC
(30,9),-1.65083 # DEPENDENCYPART_ARC
(30,10),-1.91761 # DEPENDENCYPART_ARC
(30,11),-2.51771 # DEPENDENCYPART_ARC
(30,12),-0.132652 # DEPENDENCYPART_ARC
(30,13),1.44947 # DEPENDENCYPART_ARC
(30,14),-2.3216 # DEPENDENCYPART_ARC
(30,15),-2.03446 # DEPENDENCYPART_ARC
