# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,20,2,6,6,3,6,9,6,9,13,13,6,13,16,14,16,19,20,0,22,20,22,25,23,27,25,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(16,24),-1.92258 # DEPENDENCYPART_ARC
(16,25),-2.55332 # DEPENDENCYPART_ARC
(16,26),-0.291263 # DEPENDENCYPART_ARC
(16,27),-1.15755 # DEPENDENCYPART_ARC
(16,28),-1.86893 # DEPENDENCYPART_ARC
(16,29),-1.43234 # DEPENDENCYPART_ARC
(16,30),-3.60979 # DEPENDENCYPART_ARC
(16,31),-1.78519 # DEPENDENCYPART_ARC
(16,32),-1.94361 # DEPENDENCYPART_ARC
(16,33),-2.39218 # DEPENDENCYPART_ARC
(16,34),-3.33175 # DEPENDENCYPART_ARC
(16,35),-1.47179 # DEPENDENCYPART_ARC
(16,36),-1.3923 # DEPENDENCYPART_ARC
(16,37),-1.96197 # DEPENDENCYPART_ARC
(16,38),-2.18196 # DEPENDENCYPART_ARC
(16,39),-5.07948 # DEPENDENCYPART_ARC
(16,40),-3.7118 # DEPENDENCYPART_ARC
(16,41),-0.410913 # DEPENDENCYPART_ARC
(17,1),-1.05847 # DEPENDENCYPART_ARC
(17,2),-0.878225 # DEPENDENCYPART_ARC
(17,3),-1.19443 # DEPENDENCYPART_ARC
(17,5),-1.66378 # DEPENDENCYPART_ARC
(17,6),-1.81626 # DEPENDENCYPART_ARC
(17,7),-1.10761 # DEPENDENCYPART_ARC
(17,8),-1.41354 # DEPENDENCYPART_ARC
(17,9),-1.71982 # DEPENDENCYPART_ARC
(17,10),-1.84738 # DEPENDENCYPART_ARC
(17,11),-1.08032 # DEPENDENCYPART_ARC
(17,12),-1.80794 # DEPENDENCYPART_ARC
(17,13),-1.19779 # DEPENDENCYPART_ARC
(17,14),-0.213692 # DEPENDENCYPART_ARC
(17,16),-0.47978 # DEPENDENCYPART_ARC
(17,18),-0.126626 # DEPENDENCYPART_ARC
(17,19),0.427828 # DEPENDENCYPART_ARC
(17,20),-0.111541 # DEPENDENCYPART_ARC
(17,21),-0.964865 # DEPENDENCYPART_ARC
(17,22),-0.740202 # DEPENDENCYPART_ARC
(17,23),-1.08601 # DEPENDENCYPART_ARC
(17,24),-1.63497 # DEPENDENCYPART_ARC
(17,25),-2.02634 # DEPENDENCYPART_ARC
(17,26),-0.745063 # DEPENDENCYPART_ARC
(17,27),-1.17936 # DEPENDENCYPART_ARC
(17,28),-2.06304 # DEPENDENCYPART_ARC
(17,29),-1.96989 # DEPENDENCYPART_ARC
(17,30),-2.07745 # DEPENDENCYPART_ARC
(17,32),-1.23089 # DEPENDENCYPART_ARC
(17,33),-1.72993 # DEPENDENCYPART_ARC
(17,34),-1.36008 # DEPENDENCYPART_ARC
(17,35),-1.40311 # DEPENDENCYPART_ARC
(17,36),-1.51608 # DEPENDENCYPART_ARC
(17,37),-1.19592 # DEPENDENCYPART_ARC
(17,38),-2.38818 # DEPENDENCYPART_ARC
(17,39),-3.0686 # DEPENDENCYPART_ARC
(17,40),-2.33733 # DEPENDENCYPART_ARC
(17,41),-1.63183 # DEPENDENCYPART_ARC
(18,1),-1.7583 # DEPENDENCYPART_ARC
(18,2),-1.28797 # DEPENDENCYPART_ARC
(18,6),-2.32336 # DEPENDENCYPART_ARC
(18,7),-1.68349 # DEPENDENCYPART_ARC
(18,16),-1.32477 # DEPENDENCYPART_ARC
(18,17),-0.252967 # DEPENDENCYPART_ARC
(18,19),-0.339391 # DEPENDENCYPART_ARC
(18,22),-1.7381 # DEPENDENCYPART_ARC
(18,25),-2.54429 # DEPENDENCYPART_ARC
(18,27),-1.4017 # DEPENDENCYPART_ARC
(18,30),-2.60144 # DEPENDENCYPART_ARC
(18,33),-2.05044 # DEPENDENCYPART_ARC
(18,35),-1.6304 # DEPENDENCYPART_ARC
(18,36),-1.63636 # DEPENDENCYPART_ARC
(18,39),-2.72741 # DEPENDENCYPART_ARC
(18,40),-2.357 # DEPENDENCYPART_ARC
(19,1),-1.45349 # DEPENDENCYPART_ARC
(19,2),-1.38417 # DEPENDENCYPART_ARC
(19,3),-1.62286 # DEPENDENCYPART_ARC
(19,4),-2.26923 # DEPENDENCYPART_ARC
(19,5),-1.95683 # DEPENDENCYPART_ARC
(19,6),-3.23352 # DEPENDENCYPART_ARC
(19,7),-1.72822 # DEPENDENCYPART_ARC
(19,8),-1.38176 # DEPENDENCYPART_ARC
(19,9),-1.14166 # DEPENDENCYPART_ARC
(19,10),-1.95371 # DEPENDENCYPART_ARC
(19,11),-1.44518 # DEPENDENCYPART_ARC
(19,12),-1.34523 # DEPENDENCYPART_ARC
(19,13),-2.65426 # DEPENDENCYPART_ARC
(19,14),-0.944977 # DEPENDENCYPART_ARC
(19,15),0.379412 # DEPENDENCYPART_ARC
(19,16),-1.21731 # DEPENDENCYPART_ARC
(19,17),0.104631 # DEPENDENCYPART_ARC
(19,18),3.23335 # DEPENDENCYPART_ARC
(19,20),-0.527109 # DEPENDENCYPART_ARC
(19,21),-1.74445 # DEPENDENCYPART_ARC
(19,22),-1.02843 # DEPENDENCYPART_ARC
(19,23),-0.215541 # DEPENDENCYPART_ARC
(19,24),-2.30741 # DEPENDENCYPART_ARC
(19,25),-2.17756 # DEPENDENCYPART_ARC
(19,26),-0.503253 # DEPENDENCYPART_ARC
(19,27),-1.11961 # DEPENDENCYPART_ARC
(19,28),-2.24785 # DEPENDENCYPART_ARC
(19,29),-1.72066 # DEPENDENCYPART_ARC
(19,30),-3.00298 # DEPENDENCYPART_ARC
(19,31),-2.47501 # DEPENDENCYPART_ARC
(19,32),-2.14494 # DEPENDENCYPART_ARC
(19,33),-1.96687 # DEPENDENCYPART_ARC
(19,34),-3.57355 # DEPENDENCYPART_ARC
(19,35),-1.65452 # DEPENDENCYPART_ARC
(19,36),-1.41426 # DEPENDENCYPART_ARC
(19,37),-1.68156 # DEPENDENCYPART_ARC
(19,38),-2.51239 # DEPENDENCYPART_ARC
(19,39),-4.40087 # DEPENDENCYPART_ARC
(19,40),-3.24296 # DEPENDENCYPART_ARC
(19,41),-0.674533 # DEPENDENCYPART_ARC
(20,1),-4.95294e-05 # DEPENDENCYPART_ARC
(20,2),-0.252687 # DEPENDENCYPART_ARC
(20,3),0.0488475 # DEPENDENCYPART_ARC
(20,4),-2.02911 # DEPENDENCYPART_ARC
(20,5),-2.27967 # DEPENDENCYPART_ARC
(20,6),-1.70237 # DEPENDENCYPART_ARC
(20,7),-0.478381 # DEPENDENCYPART_ARC
(20,8),-2.33974 # DEPENDENCYPART_ARC
(20,9),-1.69702 # DEPENDENCYPART_ARC
(20,10),-4.40559 # DEPENDENCYPART_ARC
(20,11),0.35295 # DEPENDENCYPART_ARC
(20,12),0.0822271 # DEPENDENCYPART_ARC
(20,13),-2.93168 # DEPENDENCYPART_ARC
(20,14),-0.00716789 # DEPENDENCYPART_ARC
(20,15),-1.35905 # DEPENDENCYPART_ARC
(20,16),-0.545437 # DEPENDENCYPART_ARC
(20,17),0.579368 # DEPENDENCYPART_ARC
(20,18),-0.839731 # DEPENDENCYPART_ARC
(20,19),1.97032 # DEPENDENCYPART_ARC
(20,21),-0.0859241 # DEPENDENCYPART_ARC
(20,22),2.62162 # DEPENDENCYPART_ARC
(20,23),0.643764 # DEPENDENCYPART_ARC
(20,24),-2.24564 # DEPENDENCYPART_ARC
(20,25),0.454545 # DEPENDENCYPART_ARC
(20,26),-0.0169504 # DEPENDENCYPART_ARC
(20,27),-0.116862 # DEPENDENCYPART_ARC
(20,28),-3.47125 # DEPENDENCYPART_ARC
(20,29),-2.3955 # DEPENDENCYPART_ARC
(20,30),-0.137039 # DEPENDENCYPART_ARC
(20,31),-3.7109 # DEPENDENCYPART_ARC
(20,32),-4.11464 # DEPENDENCYPART_ARC
(20,33),-2.36901 # DEPENDENCYPART_ARC
(20,34),-3.79281 # DEPENDENCYPART_ARC
(20,35),-1.55031 # DEPENDENCYPART_ARC
(20,36),-1.60866 # DEPENDENCYPART_ARC
(20,37),-2.16505 # DEPENDENCYPART_ARC
(20,38),-2.84443 # DEPENDENCYPART_ARC
(20,39),-1.68284 # DEPENDENCYPART_ARC
(20,40),-3.86555 # DEPENDENCYPART_ARC
(20,41),-0.882905 # DEPENDENCYPART_ARC
(21,1),-1.2847 # DEPENDENCYPART_ARC
(21,2),-1.19417 # DEPENDENCYPART_ARC
(21,3),-1.02961 # DEPENDENCYPART_ARC
(21,4),-2.19516 # DEPENDENCYPART_ARC
(21,5),-2.18638 # DEPENDENCYPART_ARC
(21,6),-2.31172 # DEPENDENCYPART_ARC
(21,7),-1.21342 # DEPENDENCYPART_ARC
(21,8),-2.09428 # DEPENDENCYPART_ARC
(21,9),-1.72061 # DEPENDENCYPART_ARC
(21,10),-2.53993 # DEPENDENCYPART_ARC
(21,11),-1.00054 # DEPENDENCYPART_ARC
(21,12),-1.44037 # DEPENDENCYPART_ARC
(21,13),-4.42951 # DEPENDENCYPART_ARC
(21,14),-0.702972 # DEPENDENCYPART_ARC
(21,15),-1.5678 # DEPENDENCYPART_ARC
(21,16),-1.41887 # DEPENDENCYPART_ARC
(21,17),-0.393829 # DEPENDENCYPART_ARC
(21,18),-0.801071 # DEPENDENCYPART_ARC
(21,19),-0.621825 # DEPENDENCYPART_ARC
(21,20),-2.71591 # DEPENDENCYPART_ARC
(21,22),0.405131 # DEPENDENCYPART_ARC
(21,23),-0.064279 # DEPENDENCYPART_ARC
(21,24),-0.284578 # DEPENDENCYPART_ARC
(21,25),-0.772082 # DEPENDENCYPART_ARC
(21,26),-0.489121 # DEPENDENCYPART_ARC
(21,27),-0.470914 # DEPENDENCYPART_ARC
(21,28),-1.95407 # DEPENDENCYPART_ARC
(21,29),-0.824451 # DEPENDENCYPART_ARC
(21,30),-1.88048 # DEPENDENCYPART_ARC
(21,31),-1.8952 # DEPENDENCYPART_ARC
(21,32),-0.602251 # DEPENDENCYPART_ARC
(21,33),-0.876165 # DEPENDENCYPART_ARC
(21,34),-2.34459 # DEPENDENCYPART_ARC
(21,35),-1.14348 # DEPENDENCYPART_ARC
(21,36),-1.13567 # DEPENDENCYPART_ARC
(21,37),-1.24614 # DEPENDENCYPART_ARC
(21,38),-2.39573 # DEPENDENCYPART_ARC
(21,39),-3.05966 # DEPENDENCYPART_ARC
(21,40),-2.27142 # DEPENDENCYPART_ARC
(21,41),-1.16477 # DEPENDENCYPART_ARC
(22,1),-1.01979 # DEPENDENCYPART_ARC
(22,2),-0.748637 # DEPENDENCYPART_ARC
(22,3),-0.954789 # DEPENDENCYPART_ARC
(22,4),-1.9948 # DEPENDENCYPART_ARC
(22,5),-1.12347 # DEPENDENCYPART_ARC
(22,6),-2.6605 # DEPENDENCYPART_ARC
(22,7),-1.12293 # DEPENDENCYPART_ARC
(22,8),-2.26537 # DEPENDENCYPART_ARC
(22,9),-1.80533 # DEPENDENCYPART_ARC
(22,10),-2.10843 # DEPENDENCYPART_ARC
(22,11),-0.927397 # DEPENDENCYPART_ARC
(22,12),-2.51217 # DEPENDENCYPART_ARC
(22,13),-2.30888 # DEPENDENCYPART_ARC
(22,14),-0.623114 # DEPENDENCYPART_ARC
(22,15),-0.665026 # DEPENDENCYPART_ARC
(22,16),-1.79921 # DEPENDENCYPART_ARC
(22,17),-0.458443 # DEPENDENCYPART_ARC
(22,18),0.0802873 # DEPENDENCYPART_ARC
(22,19),-1.29886 # DEPENDENCYPART_ARC
(22,20),-1.20378 # DEPENDENCYPART_ARC
(22,21),3.89583 # DEPENDENCYPART_ARC
(22,23),1.41042 # DEPENDENCYPART_ARC
(22,24),-0.173509 # DEPENDENCYPART_ARC
(22,25),-0.325622 # DEPENDENCYPART_ARC
(22,26),0.113113 # DEPENDENCYPART_ARC
(22,27),-0.537745 # DEPENDENCYPART_ARC
(22,28),-1.35328 # DEPENDENCYPART_ARC
(22,29),-0.99863 # DEPENDENCYPART_ARC
(22,30),-1.67889 # DEPENDENCYPART_ARC
(22,31),-1.4745 # DEPENDENCYPART_ARC
(22,32),-0.890371 # DEPENDENCYPART_ARC
(22,33),-0.979265 # DEPENDENCYPART_ARC
(22,34),-1.8357 # DEPENDENCYPART_ARC
(22,35),-1.46445 # DEPENDENCYPART_ARC
(22,36),-1.33794 # DEPENDENCYPART_ARC
(22,37),-1.53897 # DEPENDENCYPART_ARC
(22,38),-2.27029 # DEPENDENCYPART_ARC
(22,39),-3.54562 # DEPENDENCYPART_ARC
(22,40),-2.71861 # DEPENDENCYPART_ARC
(22,41),-0.379457 # DEPENDENCYPART_ARC
(23,1),-1.1125 # DEPENDENCYPART_ARC
(23,2),-0.969533 # DEPENDENCYPART_ARC
(23,3),-0.956747 # DEPENDENCYPART_ARC
(23,4),-1.25841 # DEPENDENCYPART_ARC
(23,5),-1.67107 # DEPENDENCYPART_ARC
(23,6),-1.94221 # DEPENDENCYPART_ARC
(23,7),-0.954271 # DEPENDENCYPART_ARC
(23,8),-1.26725 # DEPENDENCYPART_ARC
(23,9),-1.64754 # DEPENDENCYPART_ARC
(23,10),-1.57615 # DEPENDENCYPART_ARC
(23,11),-0.972407 # DEPENDENCYPART_ARC
(23,12),-1.47747 # DEPENDENCYPART_ARC
(23,13),-1.3878 # DEPENDENCYPART_ARC
(23,14),-0.619736 # DEPENDENCYPART_ARC
(23,15),-1.00916 # DEPENDENCYPART_ARC
(23,16),-1.62318 # DEPENDENCYPART_ARC
(23,17),-0.652229 # DEPENDENCYPART_ARC
(23,18),-0.71187 # DEPENDENCYPART_ARC
(23,19),-1.38615 # DEPENDENCYPART_ARC
(23,20),-0.635101 # DEPENDENCYPART_ARC
(23,21),-0.227004 # DEPENDENCYPART_ARC
(23,22),-0.53318 # DEPENDENCYPART_ARC
(23,24),1.36345 # DEPENDENCYPART_ARC
(23,25),2.73892 # DEPENDENCYPART_ARC
(23,26),0.334962 # DEPENDENCYPART_ARC
(23,27),-0.275522 # DEPENDENCYPART_ARC
(23,28),-1.22349 # DEPENDENCYPART_ARC
(23,29),-0.589037 # DEPENDENCYPART_ARC
(23,30),-0.594061 # DEPENDENCYPART_ARC
(23,31),-1.52352 # DEPENDENCYPART_ARC
(23,32),-0.832735 # DEPENDENCYPART_ARC
(23,33),-1.28123 # DEPENDENCYPART_ARC
(23,34),-1.40183 # DEPENDENCYPART_ARC
(23,35),-1.46409 # DEPENDENCYPART_ARC
(23,36),-1.53681 # DEPENDENCYPART_ARC
(23,37),-1.45145 # DEPENDENCYPART_ARC
(23,38),-2.07393 # DEPENDENCYPART_ARC
(23,39),-3.94955 # DEPENDENCYPART_ARC
(23,40),-4.1934 # DEPENDENCYPART_ARC
(23,41),-0.999206 # DEPENDENCYPART_ARC
(24,1),-2.73085 # DEPENDENCYPART_ARC
(24,2),-2.38623 # DEPENDENCYPART_ARC
(24,3),-2.11184 # DEPENDENCYPART_ARC
(24,4),-3.17449 # DEPENDENCYPART_ARC
(24,5),-3.46376 # DEPENDENCYPART_ARC
(24,6),-3.65357 # DEPENDENCYPART_ARC
(24,7),-2.39529 # DEPENDENCYPART_ARC
(24,8),-2.81006 # DEPENDENCYPART_ARC
(24,9),-2.93099 # DEPENDENCYPART_ARC
(24,10),-4.61718 # DEPENDENCYPART_ARC
(24,11),-2.04672 # DEPENDENCYPART_ARC
(24,12),-3.6003 # DEPENDENCYPART_ARC
(24,13),-4.07375 # DEPENDENCYPART_ARC
(24,14),-1.77556 # DEPENDENCYPART_ARC
(24,15),-2.62384 # DEPENDENCYPART_ARC
(24,16),-2.98859 # DEPENDENCYPART_ARC
(24,17),-1.83602 # DEPENDENCYPART_ARC
(24,18),-2.18492 # DEPENDENCYPART_ARC
(24,19),-2.50393 # DEPENDENCYPART_ARC
(24,20),-3.59857 # DEPENDENCYPART_ARC
(24,21),-1.09605 # DEPENDENCYPART_ARC
(24,22),-1.08958 # DEPENDENCYPART_ARC
(24,23),-0.27281 # DEPENDENCYPART_ARC
(24,25),0.178656 # DEPENDENCYPART_ARC
(24,26),-0.285005 # DEPENDENCYPART_ARC
(24,27),-0.40927 # DEPENDENCYPART_ARC
(24,28),-1.57417 # DEPENDENCYPART_ARC
(24,29),-2.10102 # DEPENDENCYPART_ARC
(24,30),-1.11272 # DEPENDENCYPART_ARC
(24,31),-1.63291 # DEPENDENCYPART_ARC
(24,32),-1.96863 # DEPENDENCYPART_ARC
(24,33),-0.0766086 # DEPENDENCYPART_ARC
(24,34),-2.17833 # DEPENDENCYPART_ARC
(24,35),-1.34756 # DEPENDENCYPART_ARC
(24,36),-1.34049 # DEPENDENCYPART_ARC
(24,37),-1.0932 # DEPENDENCYPART_ARC
(24,38),-2.17948 # DEPENDENCYPART_ARC
(24,39),-2.66314 # DEPENDENCYPART_ARC
(24,40),-1.58518 # DEPENDENCYPART_ARC
(24,41),-1.09883 # DEPENDENCYPART_ARC
(25,1),-1.14668 # DEPENDENCYPART_ARC
(25,2),-1.1644 # DEPENDENCYPART_ARC
(25,3),-1.27338 # DEPENDENCYPART_ARC
(25,4),-2.51147 # DEPENDENCYPART_ARC
(25,5),-2.24379 # DEPENDENCYPART_ARC
(25,6),-2.8591 # DEPENDENCYPART_ARC
(25,7),-1.19589 # DEPENDENCYPART_ARC
(25,8),-2.80043 # DEPENDENCYPART_ARC
(25,9),-2.34459 # DEPENDENCYPART_ARC
(25,10),-3.00668 # DEPENDENCYPART_ARC
(25,11),-0.845575 # DEPENDENCYPART_ARC
(25,12),-2.87567 # DEPENDENCYPART_ARC
(25,13),-2.1539 # DEPENDENCYPART_ARC
(25,14),-0.873111 # DEPENDENCYPART_ARC
(25,15),-1.18085 # DEPENDENCYPART_ARC
(25,16),-2.01847 # DEPENDENCYPART_ARC
(25,17),-0.875447 # DEPENDENCYPART_ARC
(25,18),-1.08321 # DEPENDENCYPART_ARC
(25,19),-2.21589 # DEPENDENCYPART_ARC
(25,20),-1.93243 # DEPENDENCYPART_ARC
(25,21),-0.0986763 # DEPENDENCYPART_ARC
(25,22),-0.70962 # DEPENDENCYPART_ARC
(25,23),0.51233 # DEPENDENCYPART_ARC
(25,24),3.91862 # DEPENDENCYPART_ARC
(25,26),0.207667 # DEPENDENCYPART_ARC
(25,27),0.0721089 # DEPENDENCYPART_ARC
(25,28),-1.45334 # DEPENDENCYPART_ARC
(25,29),-0.621416 # DEPENDENCYPART_ARC
(25,30),-1.06164 # DEPENDENCYPART_ARC
(25,31),-1.73665 # DEPENDENCYPART_ARC
(25,32),-1.17464 # DEPENDENCYPART_ARC
(25,33),-0.700716 # DEPENDENCYPART_ARC
(25,34),-1.65128 # DEPENDENCYPART_ARC
(25,35),-1.14065 # DEPENDENCYPART_ARC
(25,36),-1.28283 # DEPENDENCYPART_ARC
(25,37),-1.96856 # DEPENDENCYPART_ARC
(25,38),-2.63458 # DEPENDENCYPART_ARC
(25,39),-3.60774 # DEPENDENCYPART_ARC
(25,40),-2.37479 # DEPENDENCYPART_ARC
(25,41),-0.969459 # DEPENDENCYPART_ARC
(26,1),-1.05878 # DEPENDENCYPART_ARC
(26,2),-1.2849 # DEPENDENCYPART_ARC
(26,3),-0.983129 # DEPENDENCYPART_ARC
(26,4),-1.05072 # DEPENDENCYPART_ARC
(26,5),-0.943473 # DEPENDENCYPART_ARC
(26,6),-1.17761 # DEPENDENCYPART_ARC
(26,7),-0.603892 # DEPENDENCYPART_ARC
(26,9),-0.809211 # DEPENDENCYPART_ARC
(26,11),-0.98128 # DEPENDENCYPART_ARC
(26,12),-0.715403 # DEPENDENCYPART_ARC
(26,13),-0.0989448 # DEPENDENCYPART_ARC
(26,14),-0.358276 # DEPENDENCYPART_ARC
(26,15),-0.607227 # DEPENDENCYPART_ARC
(26,16),-0.755854 # DEPENDENCYPART_ARC
(26,17),-0.361425 # DEPENDENCYPART_ARC
(26,19),-0.302883 # DEPENDENCYPART_ARC
(26,20),-0.300352 # DEPENDENCYPART_ARC
(26,21),-0.197918 # DEPENDENCYPART_ARC
(26,22),0.184671 # DEPENDENCYPART_ARC
(26,23),0.485068 # DEPENDENCYPART_ARC
(26,24),0.24518 # DEPENDENCYPART_ARC
(26,25),0.440198 # DEPENDENCYPART_ARC
(26,27),0.0782806 # DEPENDENCYPART_ARC
(26,29),-0.107345 # DEPENDENCYPART_ARC
(26,30),0.152023 # DEPENDENCYPART_ARC
(26,31),-0.540573 # DEPENDENCYPART_ARC
(26,32),-0.552751 # DEPENDENCYPART_ARC
(26,33),-0.523572 # DEPENDENCYPART_ARC
(26,34),-0.489494 # DEPENDENCYPART_ARC
(26,35),-0.746497 # DEPENDENCYPART_ARC
(26,36),-0.671679 # DEPENDENCYPART_ARC
(26,37),-0.524217 # DEPENDENCYPART_ARC
(26,39),-1.20715 # DEPENDENCYPART_ARC
(26,40),-0.925811 # DEPENDENCYPART_ARC
(26,41),-0.421551 # DEPENDENCYPART_ARC
(27,1),-1.26054 # DEPENDENCYPART_ARC
(27,2),-1.07031 # DEPENDENCYPART_ARC
(27,3),-1.30057 # DEPENDENCYPART_ARC
(27,5),-1.67172 # DEPENDENCYPART_ARC
(27,6),-1.6052 # DEPENDENCYPART_ARC
(27,7),-1.00194 # DEPENDENCYPART_ARC
(27,8),-1.49905 # DEPENDENCYPART_ARC
(27,9),-1.75075 # DEPENDENCYPART_ARC
(27,10),-1.56046 # DEPENDENCYPART_ARC
(27,11),-0.941175 # DEPENDENCYPART_ARC
(27,12),-1.45673 # DEPENDENCYPART_ARC
(27,13),-1.10391 # DEPENDENCYPART_ARC
(27,14),-0.707511 # DEPENDENCYPART_ARC
(27,16),-1.44232 # DEPENDENCYPART_ARC
(27,17),-0.878251 # DEPENDENCYPART_ARC
(27,18),-1.18011 # DEPENDENCYPART_ARC
(27,19),-1.2146 # DEPENDENCYPART_ARC
(27,20),-0.77814 # DEPENDENCYPART_ARC
(27,21),-0.785074 # DEPENDENCYPART_ARC
(27,22),-0.681757 # DEPENDENCYPART_ARC
(27,23),-0.227335 # DEPENDENCYPART_ARC
(27,24),-0.334301 # DEPENDENCYPART_ARC
(27,25),-0.222232 # DEPENDENCYPART_ARC
(27,26),0.432531 # DEPENDENCYPART_ARC
(27,28),0.214434 # DEPENDENCYPART_ARC
(27,29),-0.0066126 # DEPENDENCYPART_ARC
(27,30),0.132854 # DEPENDENCYPART_ARC
(27,32),-0.0582596 # DEPENDENCYPART_ARC
(27,33),-0.251683 # DEPENDENCYPART_ARC
(27,34),-0.251479 # DEPENDENCYPART_ARC
(27,35),-0.95455 # DEPENDENCYPART_ARC
(27,36),-1.02837 # DEPENDENCYPART_ARC
(27,37),-0.523594 # DEPENDENCYPART_ARC
(27,38),-1.84583 # DEPENDENCYPART_ARC
(27,39),-1.93763 # DEPENDENCYPART_ARC
(27,40),-1.21996 # DEPENDENCYPART_ARC
(27,41),-0.64714 # DEPENDENCYPART_ARC
(28,1),-2.29329 # DEPENDENCYPART_ARC
(28,2),-1.78879 # DEPENDENCYPART_ARC
(28,6),-2.71828 # DEPENDENCYPART_ARC
(28,7),-2.19018 # DEPENDENCYPART_ARC
(28,16),-2.47371 # DEPENDENCYPART_ARC
(28,17),-1.86048 # DEPENDENCYPART_ARC
(28,19),-2.08166 # DEPENDENCYPART_ARC
(28,22),-2.11875 # DEPENDENCYPART_ARC
(28,25),-2.17093 # DEPENDENCYPART_ARC
(28,27),-0.474735 # DEPENDENCYPART_ARC
(28,30),-0.608324 # DEPENDENCYPART_ARC
(28,33),-0.934758 # DEPENDENCYPART_ARC
(28,35),-1.1166 # DEPENDENCYPART_ARC
(28,36),-1.17762 # DEPENDENCYPART_ARC
(28,39),-2.33867 # DEPENDENCYPART_ARC
(28,40),-1.88713 # DEPENDENCYPART_ARC
(29,1),-2.78482 # DEPENDENCYPART_ARC
(29,2),-2.23709 # DEPENDENCYPART_ARC
(29,3),-1.85651 # DEPENDENCYPART_ARC
(29,4),-2.88654 # DEPENDENCYPART_ARC
(29,5),-3.39711 # DEPENDENCYPART_ARC
(29,6),-3.94572 # DEPENDENCYPART_ARC
(29,7),-2.64652 # DEPENDENCYPART_ARC
(29,8),-2.06588 # DEPENDENCYPART_ARC
(29,9),-2.58379 # DEPENDENCYPART_ARC
(29,10),-3.93331 # DEPENDENCYPART_ARC
(29,11),-1.76044 # DEPENDENCYPART_ARC
(29,12),-3.12391 # DEPENDENCYPART_ARC
(29,13),-4.56402 # DEPENDENCYPART_ARC
(29,14),-1.56406 # DEPENDENCYPART_ARC
(29,15),-2.41402 # DEPENDENCYPART_ARC
(29,16),-3.39451 # DEPENDENCYPART_ARC
(29,17),-2.01472 # DEPENDENCYPART_ARC
(29,18),-1.55332 # DEPENDENCYPART_ARC
(29,19),-2.62777 # DEPENDENCYPART_ARC
(29,20),-4.31738 # DEPENDENCYPART_ARC
(29,21),-2.19143 # DEPENDENCYPART_ARC
(29,22),-2.10297 # DEPENDENCYPART_ARC
(29,23),-1.18638 # DEPENDENCYPART_ARC
(29,24),-1.28638 # DEPENDENCYPART_ARC
(29,25),-1.69335 # DEPENDENCYPART_ARC
(29,26),-0.899575 # DEPENDENCYPART_ARC
(29,27),-0.425774 # DEPENDENCYPART_ARC
(29,28),1.03664 # DEPENDENCYPART_ARC
(29,30),-0.0461109 # DEPENDENCYPART_ARC
(29,31),-1.08863 # DEPENDENCYPART_ARC
(29,32),-0.768033 # DEPENDENCYPART_ARC
(29,33),-0.276841 # DEPENDENCYPART_ARC
(29,34),-1.88151 # DEPENDENCYPART_ARC
(29,35),-1.07491 # DEPENDENCYPART_ARC
(29,36),-1.13731 # DEPENDENCYPART_ARC
(29,37),-0.722726 # DEPENDENCYPART_ARC
(29,38),-2.08319 # DEPENDENCYPART_ARC
(29,39),-2.72042 # DEPENDENCYPART_ARC
(29,40),-2.26529 # DEPENDENCYPART_ARC
(29,41),-0.917609 # DEPENDENCYPART_ARC
(30,1),-1.33509 # DEPENDENCYPART_ARC
(30,2),-1.31559 # DEPENDENCYPART_ARC
(30,3),-1.45469 # DEPENDENCYPART_ARC
(30,4),-2.71736 # DEPENDENCYPART_ARC
(30,5),-1.88561 # DEPENDENCYPART_ARC
(30,6),-3.20118 # DEPENDENCYPART_ARC
(30,7),-1.65709 # DEPENDENCYPART_ARC
(30,8),-2.02046 # DEPENDENCYPART_ARC
(30,9),-1.31008 # DEPENDENCYPART_ARC
(30,10),-2.43406 # DEPENDENCYPART_ARC
(30,11),-0.825084 # DEPENDENCYPART_ARC
(30,12),-1.92677 # DEPENDENCYPART_ARC
(30,13),-2.80425 # DEPENDENCYPART_ARC
(30,14),-1.0271 # DEPENDENCYPART_ARC
(30,15),-1.44771 # DEPENDENCYPART_ARC
(30,16),-2.4692 # DEPENDENCYPART_ARC
(30,17),-1.28323 # DEPENDENCYPART_ARC
(30,18),-0.406982 # DEPENDENCYPART_ARC
(30,19),-1.85453 # DEPENDENCYPART_ARC
(30,20),-3.18735 # DEPENDENCYPART_ARC
(30,21),-1.24564 # DEPENDENCYPART_ARC
(30,22),-1.86732 # DEPENDENCYPART_ARC
(30,23),-0.777441 # DEPENDENCYPART_ARC
(30,24),-1.07697 # DEPENDENCYPART_ARC
(30,25),-2.1366 # DEPENDENCYPART_ARC
(30,26),-0.191122 # DEPENDENCYPART_ARC
(30,27),-0.206476 # DEPENDENCYPART_ARC
(30,28),3.60634 # DEPENDENCYPART_ARC
