# _root_ Επίσης , επικροτούμε τον στόχο να συμπεριληφθούν και μικροί οργανισμοί χωρίς διεθνή εμπειρία , προκειμένου να έχουν ευκολότερη πρόσβαση στο πρόγραμμα και νέοι που βρίσκονται εκτός οργανισμών .
#goldHeads=3,1,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,23,17,25,23,25,26,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,10,13,11,15,7,17,15,19,17,19,20,20,22,25,22,25,26,0,
(18,16),0.633943 # DEPENDENCYPART_ARC
(18,17),-2.10579 # DEPENDENCYPART_ARC
(18,19),0.287957 # DEPENDENCYPART_ARC
(18,20),0.377947 # DEPENDENCYPART_ARC
(18,21),-1.06727 # DEPENDENCYPART_ARC
(18,22),-0.00647594 # DEPENDENCYPART_ARC
(18,23),0.0638745 # DEPENDENCYPART_ARC
(18,24),-2.7018 # DEPENDENCYPART_ARC
(18,25),-2.71054 # DEPENDENCYPART_ARC
(18,26),-1.08157 # DEPENDENCYPART_ARC
(18,27),-1.36646 # DEPENDENCYPART_ARC
(18,28),-0.722716 # DEPENDENCYPART_ARC
(19,1),-1.16706 # DEPENDENCYPART_ARC
(19,2),-0.806928 # DEPENDENCYPART_ARC
(19,3),-3.27059 # DEPENDENCYPART_ARC
(19,4),-1.26976 # DEPENDENCYPART_ARC
(19,5),-1.91603 # DEPENDENCYPART_ARC
(19,6),-0.831149 # DEPENDENCYPART_ARC
(19,7),-2.97188 # DEPENDENCYPART_ARC
(19,8),-0.0974044 # DEPENDENCYPART_ARC
(19,9),-2.88466 # DEPENDENCYPART_ARC
(19,10),-2.81286 # DEPENDENCYPART_ARC
(19,11),-0.667576 # DEPENDENCYPART_ARC
(19,12),0.346161 # DEPENDENCYPART_ARC
(19,13),-1.02112 # DEPENDENCYPART_ARC
(19,14),-0.139275 # DEPENDENCYPART_ARC
(19,15),-0.239315 # DEPENDENCYPART_ARC
(19,16),0.245208 # DEPENDENCYPART_ARC
(19,17),-1.51977 # DEPENDENCYPART_ARC
(19,18),3.69529 # DEPENDENCYPART_ARC
(19,20),1.52569 # DEPENDENCYPART_ARC
(19,21),0.427626 # DEPENDENCYPART_ARC
(19,22),0.823077 # DEPENDENCYPART_ARC
(19,23),-0.530299 # DEPENDENCYPART_ARC
(19,24),-2.88516 # DEPENDENCYPART_ARC
(19,25),0.0833496 # DEPENDENCYPART_ARC
(19,26),-0.456765 # DEPENDENCYPART_ARC
(19,27),-0.59064 # DEPENDENCYPART_ARC
(19,28),0.0155449 # DEPENDENCYPART_ARC
(20,1),-1.30308 # DEPENDENCYPART_ARC
(20,2),-1.27042 # DEPENDENCYPART_ARC
(20,3),-2.49202 # DEPENDENCYPART_ARC
(20,4),-1.46386 # DEPENDENCYPART_ARC
(20,5),-2.46271 # DEPENDENCYPART_ARC
(20,6),-1.4246 # DEPENDENCYPART_ARC
(20,7),-2.45096 # DEPENDENCYPART_ARC
(20,8),-0.918256 # DEPENDENCYPART_ARC
(20,9),-2.79896 # DEPENDENCYPART_ARC
(20,10),-2.74432 # DEPENDENCYPART_ARC
(20,11),-1.0036 # DEPENDENCYPART_ARC
(20,12),-1.75511 # DEPENDENCYPART_ARC
(20,13),-2.61498 # DEPENDENCYPART_ARC
(20,14),-0.818398 # DEPENDENCYPART_ARC
(20,15),-0.865794 # DEPENDENCYPART_ARC
(20,16),-0.91852 # DEPENDENCYPART_ARC
(20,17),-1.85065 # DEPENDENCYPART_ARC
(20,18),-0.788445 # DEPENDENCYPART_ARC
(20,19),-1.59236 # DEPENDENCYPART_ARC
(20,21),2.95605 # DEPENDENCYPART_ARC
(20,22),0.862422 # DEPENDENCYPART_ARC
(20,23),-1.00154 # DEPENDENCYPART_ARC
(20,24),-0.360966 # DEPENDENCYPART_ARC
(20,25),-1.99368 # DEPENDENCYPART_ARC
(20,26),-1.54283 # DEPENDENCYPART_ARC
(20,27),-2.62964 # DEPENDENCYPART_ARC
(20,28),-0.889418 # DEPENDENCYPART_ARC
(21,1),-2.50014 # DEPENDENCYPART_ARC
(21,2),-2.28227 # DEPENDENCYPART_ARC
(21,3),-4.11751 # DEPENDENCYPART_ARC
(21,4),-2.5019 # DEPENDENCYPART_ARC
(21,5),-2.60249 # DEPENDENCYPART_ARC
(21,6),-2.09924 # DEPENDENCYPART_ARC
(21,7),-3.96741 # DEPENDENCYPART_ARC
(21,8),-1.88655 # DEPENDENCYPART_ARC
(21,9),-4.62286 # DEPENDENCYPART_ARC
(21,10),-3.97012 # DEPENDENCYPART_ARC
(21,11),-1.96111 # DEPENDENCYPART_ARC
(21,12),-1.89803 # DEPENDENCYPART_ARC
(21,13),-3.14249 # DEPENDENCYPART_ARC
(21,14),-2.01697 # DEPENDENCYPART_ARC
(21,15),-1.9644 # DEPENDENCYPART_ARC
(21,16),-1.34772 # DEPENDENCYPART_ARC
(21,17),-3.52392 # DEPENDENCYPART_ARC
(21,18),-0.543513 # DEPENDENCYPART_ARC
(21,19),-1.07348 # DEPENDENCYPART_ARC
(21,20),0.0358281 # DEPENDENCYPART_ARC
(21,22),0.551415 # DEPENDENCYPART_ARC
(21,23),-0.221741 # DEPENDENCYPART_ARC
(21,24),-2.48821 # DEPENDENCYPART_ARC
(21,25),-0.370911 # DEPENDENCYPART_ARC
(21,26),-1.03137 # DEPENDENCYPART_ARC
(21,27),-0.64441 # DEPENDENCYPART_ARC
(21,28),-0.834971 # DEPENDENCYPART_ARC
(22,1),-1.25843 # DEPENDENCYPART_ARC
(22,2),-1.21041 # DEPENDENCYPART_ARC
(22,3),-0.013878 # DEPENDENCYPART_ARC
(22,4),-0.647495 # DEPENDENCYPART_ARC
(22,5),-0.799961 # DEPENDENCYPART_ARC
(22,6),0.127743 # DEPENDENCYPART_ARC
(22,7),-0.237972 # DEPENDENCYPART_ARC
(22,8),-0.25104 # DEPENDENCYPART_ARC
(22,9),-0.486469 # DEPENDENCYPART_ARC
(22,10),-0.547957 # DEPENDENCYPART_ARC
(22,11),-0.393185 # DEPENDENCYPART_ARC
(22,12),-0.123558 # DEPENDENCYPART_ARC
(22,13),0.155472 # DEPENDENCYPART_ARC
(22,14),-0.204311 # DEPENDENCYPART_ARC
(22,15),-0.065853 # DEPENDENCYPART_ARC
(22,16),0.321896 # DEPENDENCYPART_ARC
(22,17),1.08801 # DEPENDENCYPART_ARC
(22,18),0.601238 # DEPENDENCYPART_ARC
(22,19),0.714944 # DEPENDENCYPART_ARC
(22,20),0.628723 # DEPENDENCYPART_ARC
(22,21),2.74137 # DEPENDENCYPART_ARC
(22,23),1.65523 # DEPENDENCYPART_ARC
(22,24),0.54267 # DEPENDENCYPART_ARC
(22,25),1.36347 # DEPENDENCYPART_ARC
(22,26),0.0851506 # DEPENDENCYPART_ARC
(22,27),0.365568 # DEPENDENCYPART_ARC
(22,28),0.336389 # DEPENDENCYPART_ARC
(23,1),-1.95427 # DEPENDENCYPART_ARC
(23,2),-1.36529 # DEPENDENCYPART_ARC
(23,3),-2.76325 # DEPENDENCYPART_ARC
(23,4),-1.94114 # DEPENDENCYPART_ARC
(23,5),-2.12346 # DEPENDENCYPART_ARC
(23,6),-0.999302 # DEPENDENCYPART_ARC
(23,7),-1.74174 # DEPENDENCYPART_ARC
(23,8),-0.792344 # DEPENDENCYPART_ARC
(23,9),-1.06006 # DEPENDENCYPART_ARC
(23,10),-1.11009 # DEPENDENCYPART_ARC
(23,11),-0.917719 # DEPENDENCYPART_ARC
(23,12),-2.38472 # DEPENDENCYPART_ARC
(23,13),-2.61872 # DEPENDENCYPART_ARC
(23,14),-0.857419 # DEPENDENCYPART_ARC
(23,15),-0.981643 # DEPENDENCYPART_ARC
(23,16),-0.650933 # DEPENDENCYPART_ARC
(23,17),-2.3131 # DEPENDENCYPART_ARC
(23,18),-1.10743 # DEPENDENCYPART_ARC
(23,19),-1.81719 # DEPENDENCYPART_ARC
(23,20),-1.03563 # DEPENDENCYPART_ARC
(23,21),-0.581195 # DEPENDENCYPART_ARC
(23,22),0.61469 # DEPENDENCYPART_ARC
(23,24),1.26683 # DEPENDENCYPART_ARC
(23,25),0.275811 # DEPENDENCYPART_ARC
(23,26),0.0682147 # DEPENDENCYPART_ARC
(23,27),-0.124346 # DEPENDENCYPART_ARC
(23,28),0.0890828 # DEPENDENCYPART_ARC
(24,1),-1.53547 # DEPENDENCYPART_ARC
(24,2),-1.54716 # DEPENDENCYPART_ARC
(24,3),-3.54275 # DEPENDENCYPART_ARC
(24,4),-2.26702 # DEPENDENCYPART_ARC
(24,5),-2.8656 # DEPENDENCYPART_ARC
(24,6),-1.52102 # DEPENDENCYPART_ARC
(24,7),-3.23179 # DEPENDENCYPART_ARC
(24,8),-1.04997 # DEPENDENCYPART_ARC
(24,9),-1.18818 # DEPENDENCYPART_ARC
(24,10),-1.9232 # DEPENDENCYPART_ARC
(24,11),-1.36871 # DEPENDENCYPART_ARC
(24,12),-3.53855 # DEPENDENCYPART_ARC
(24,13),-3.11997 # DEPENDENCYPART_ARC
(24,14),-1.15364 # DEPENDENCYPART_ARC
(24,15),-1.05577 # DEPENDENCYPART_ARC
(24,16),-1.27775 # DEPENDENCYPART_ARC
(24,17),-2.8714 # DEPENDENCYPART_ARC
(24,18),-3.23836 # DEPENDENCYPART_ARC
(24,19),-2.64045 # DEPENDENCYPART_ARC
(24,20),-1.52913 # DEPENDENCYPART_ARC
(24,21),-2.21287 # DEPENDENCYPART_ARC
(24,22),-0.174106 # DEPENDENCYPART_ARC
(24,23),0.897839 # DEPENDENCYPART_ARC
(24,25),-0.459772 # DEPENDENCYPART_ARC
(24,26),-1.02665 # DEPENDENCYPART_ARC
(24,27),-0.724167 # DEPENDENCYPART_ARC
(24,28),-1.04076 # DEPENDENCYPART_ARC
(25,1),-0.195428 # DEPENDENCYPART_ARC
(25,2),-1.87297 # DEPENDENCYPART_ARC
(25,3),-5.02672 # DEPENDENCYPART_ARC
(25,4),-2.89088 # DEPENDENCYPART_ARC
(25,5),-2.03422 # DEPENDENCYPART_ARC
(25,6),-1.10959 # DEPENDENCYPART_ARC
(25,7),-5.76448 # DEPENDENCYPART_ARC
(25,8),-0.796741 # DEPENDENCYPART_ARC
(25,9),-1.42354 # DEPENDENCYPART_ARC
(25,10),-0.219794 # DEPENDENCYPART_ARC
(25,11),-0.410896 # DEPENDENCYPART_ARC
(25,12),-2.09715 # DEPENDENCYPART_ARC
(25,13),-2.55715 # DEPENDENCYPART_ARC
(25,14),-0.579666 # DEPENDENCYPART_ARC
(25,15),-0.332831 # DEPENDENCYPART_ARC
(25,16),-0.12964 # DEPENDENCYPART_ARC
(25,17),-3.32122 # DEPENDENCYPART_ARC
(25,18),-0.865654 # DEPENDENCYPART_ARC
(25,19),-1.9835 # DEPENDENCYPART_ARC
(25,20),0.549088 # DEPENDENCYPART_ARC
(25,21),-1.8407 # DEPENDENCYPART_ARC
(25,22),-0.0181631 # DEPENDENCYPART_ARC
(25,23),0.700221 # DEPENDENCYPART_ARC
(25,24),3.8649 # DEPENDENCYPART_ARC
(25,26),1.97743 # DEPENDENCYPART_ARC
(25,27),0.289654 # DEPENDENCYPART_ARC
(25,28),0.583247 # DEPENDENCYPART_ARC
(26,1),-1.00834 # DEPENDENCYPART_ARC
(26,2),-0.84996 # DEPENDENCYPART_ARC
(26,3),-1.22979 # DEPENDENCYPART_ARC
(26,4),-1.41755 # DEPENDENCYPART_ARC
(26,5),-1.59877 # DEPENDENCYPART_ARC
(26,6),-0.712297 # DEPENDENCYPART_ARC
(26,7),-1.37067 # DEPENDENCYPART_ARC
(26,8),-0.965213 # DEPENDENCYPART_ARC
(26,9),-1.50241 # DEPENDENCYPART_ARC
(26,10),-1.16251 # DEPENDENCYPART_ARC
(26,11),-0.776905 # DEPENDENCYPART_ARC
(26,12),-1.36257 # DEPENDENCYPART_ARC
(26,13),-1.38321 # DEPENDENCYPART_ARC
(26,14),-0.552744 # DEPENDENCYPART_ARC
(26,15),-0.603864 # DEPENDENCYPART_ARC
(26,16),-0.649779 # DEPENDENCYPART_ARC
(26,17),-1.03995 # DEPENDENCYPART_ARC
(26,18),-1.04616 # DEPENDENCYPART_ARC
(26,19),-1.12385 # DEPENDENCYPART_ARC
(26,20),-0.10327 # DEPENDENCYPART_ARC
(26,21),-0.922977 # DEPENDENCYPART_ARC
(26,22),-0.472272 # DEPENDENCYPART_ARC
(26,23),-0.689434 # DEPENDENCYPART_ARC
(26,24),-0.705176 # DEPENDENCYPART_ARC
(26,25),-0.0562313 # DEPENDENCYPART_ARC
(26,27),1.39941 # DEPENDENCYPART_ARC
(26,28),-0.0180404 # DEPENDENCYPART_ARC
(27,1),-1.68514 # DEPENDENCYPART_ARC
(27,2),-1.19557 # DEPENDENCYPART_ARC
(27,3),-2.74385 # DEPENDENCYPART_ARC
(27,4),-3.50064 # DEPENDENCYPART_ARC
(27,5),-3.5763 # DEPENDENCYPART_ARC
(27,6),-1.27828 # DEPENDENCYPART_ARC
(27,7),-2.56641 # DEPENDENCYPART_ARC
(27,8),-1.1345 # DEPENDENCYPART_ARC
(27,9),-2.1666 # DEPENDENCYPART_ARC
(27,10),-2.21576 # DEPENDENCYPART_ARC
(27,11),-1.27466 # DEPENDENCYPART_ARC
(27,12),-3.72874 # DEPENDENCYPART_ARC
(27,13),-4.36235 # DEPENDENCYPART_ARC
(27,14),-1.18331 # DEPENDENCYPART_ARC
(27,15),-1.23598 # DEPENDENCYPART_ARC
(27,16),-1.0002 # DEPENDENCYPART_ARC
(27,17),-2.62506 # DEPENDENCYPART_ARC
(27,18),-3.10257 # DEPENDENCYPART_ARC
(27,19),-3.81834 # DEPENDENCYPART_ARC
(27,20),-2.77781 # DEPENDENCYPART_ARC
(27,21),-3.14354 # DEPENDENCYPART_ARC
(27,22),-0.295404 # DEPENDENCYPART_ARC
(27,23),-0.1023 # DEPENDENCYPART_ARC
(27,24),-0.189491 # DEPENDENCYPART_ARC
(27,25),0.014181 # DEPENDENCYPART_ARC
(27,26),1.1878 # DEPENDENCYPART_ARC
(27,28),0.312291 # DEPENDENCYPART_ARC
(28,1),-2.30897 # DEPENDENCYPART_ARC
(28,2),-2.55675 # DEPENDENCYPART_ARC
(28,3),-2.75895 # DEPENDENCYPART_ARC
(28,4),-2.71198 # DEPENDENCYPART_ARC
(28,5),-3.36909 # DEPENDENCYPART_ARC
(28,6),-1.99585 # DEPENDENCYPART_ARC
(28,7),-2.75554 # DEPENDENCYPART_ARC
(28,8),-2.50657 # DEPENDENCYPART_ARC
(28,9),-2.40743 # DEPENDENCYPART_ARC
(28,10),-2.88244 # DEPENDENCYPART_ARC
(28,11),-2.38886 # DEPENDENCYPART_ARC
(28,12),-2.39182 # DEPENDENCYPART_ARC
(28,13),-2.99131 # DEPENDENCYPART_ARC
(28,14),-2.13851 # DEPENDENCYPART_ARC
(28,15),-1.99446 # DEPENDENCYPART_ARC
(28,16),-1.69491 # DEPENDENCYPART_ARC
(28,17),-2.28383 # DEPENDENCYPART_ARC
(28,18),-2.22963 # DEPENDENCYPART_ARC
(28,19),-2.31573 # DEPENDENCYPART_ARC
(28,20),-1.7939 # DEPENDENCYPART_ARC
(28,21),-2.1421 # DEPENDENCYPART_ARC
(28,22),-1.91468 # DEPENDENCYPART_ARC
(28,23),-2.12083 # DEPENDENCYPART_ARC
(28,24),-1.91941 # DEPENDENCYPART_ARC
(28,25),-1.69897 # DEPENDENCYPART_ARC
(28,26),-1.5277 # DEPENDENCYPART_ARC
(28,27),-1.59461 # DEPENDENCYPART_ARC
