# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,4,4,7,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(24,7),-0.0852002 # DEPENDENCYPART_ARC
(24,8),-1.46153 # DEPENDENCYPART_ARC
(24,9),-1.39386 # DEPENDENCYPART_ARC
(24,10),-1.36006 # DEPENDENCYPART_ARC
(24,11),-2.84885 # DEPENDENCYPART_ARC
(24,12),-3.07323 # DEPENDENCYPART_ARC
(24,13),-1.5943 # DEPENDENCYPART_ARC
(24,14),-2.08168 # DEPENDENCYPART_ARC
(24,15),-2.42188 # DEPENDENCYPART_ARC
(24,16),-2.06097 # DEPENDENCYPART_ARC
(24,17),-2.24299 # DEPENDENCYPART_ARC
(24,18),-2.22017 # DEPENDENCYPART_ARC
(24,20),-2.11532 # DEPENDENCYPART_ARC
(24,21),-0.24364 # DEPENDENCYPART_ARC
(24,22),0.151088 # DEPENDENCYPART_ARC
(24,23),3.23631 # DEPENDENCYPART_ARC
(24,25),1.96503 # DEPENDENCYPART_ARC
(24,26),-0.198974 # DEPENDENCYPART_ARC
(24,27),1.54691 # DEPENDENCYPART_ARC
(24,28),-0.00924987 # DEPENDENCYPART_ARC
(25,2),-2.85645 # DEPENDENCYPART_ARC
(25,3),-2.55967 # DEPENDENCYPART_ARC
(25,4),-3.36558 # DEPENDENCYPART_ARC
(25,5),-1.35411 # DEPENDENCYPART_ARC
(25,6),-1.35317 # DEPENDENCYPART_ARC
(25,7),-2.16918 # DEPENDENCYPART_ARC
(25,9),-1.11861 # DEPENDENCYPART_ARC
(25,12),-2.91068 # DEPENDENCYPART_ARC
(25,13),-1.11374 # DEPENDENCYPART_ARC
(25,15),-3.10491 # DEPENDENCYPART_ARC
(25,16),-2.17844 # DEPENDENCYPART_ARC
(25,18),-2.18849 # DEPENDENCYPART_ARC
(25,20),-2.44974 # DEPENDENCYPART_ARC
(25,21),-0.748477 # DEPENDENCYPART_ARC
(25,24),-1.09328 # DEPENDENCYPART_ARC
(25,27),0.452773 # DEPENDENCYPART_ARC
(25,28),-0.0634908 # DEPENDENCYPART_ARC
(26,3),-2.33394 # DEPENDENCYPART_ARC
(26,5),-1.76874 # DEPENDENCYPART_ARC
(26,6),-1.5521 # DEPENDENCYPART_ARC
(26,12),-2.85748 # DEPENDENCYPART_ARC
(26,16),-2.04202 # DEPENDENCYPART_ARC
(26,18),-2.16073 # DEPENDENCYPART_ARC
(26,21),-1.09125 # DEPENDENCYPART_ARC
(26,24),-1.34231 # DEPENDENCYPART_ARC
(26,25),1.25481 # DEPENDENCYPART_ARC
(26,27),0.796563 # DEPENDENCYPART_ARC
(27,1),-4.43791 # DEPENDENCYPART_ARC
(27,2),-4.18529 # DEPENDENCYPART_ARC
(27,3),-3.77153 # DEPENDENCYPART_ARC
(27,4),-1.84334 # DEPENDENCYPART_ARC
(27,5),-1.61854 # DEPENDENCYPART_ARC
(27,6),-1.47023 # DEPENDENCYPART_ARC
(27,7),0.46092 # DEPENDENCYPART_ARC
(27,8),-1.34776 # DEPENDENCYPART_ARC
(27,9),-1.10747 # DEPENDENCYPART_ARC
(27,10),-1.17829 # DEPENDENCYPART_ARC
(27,11),-4.66392 # DEPENDENCYPART_ARC
(27,12),-4.60222 # DEPENDENCYPART_ARC
(27,13),-1.38104 # DEPENDENCYPART_ARC
(27,14),-2.94727 # DEPENDENCYPART_ARC
(27,15),-3.06726 # DEPENDENCYPART_ARC
(27,16),-2.48421 # DEPENDENCYPART_ARC
(27,17),-2.44174 # DEPENDENCYPART_ARC
(27,18),-2.34199 # DEPENDENCYPART_ARC
(27,20),-1.74573 # DEPENDENCYPART_ARC
(27,21),-0.796502 # DEPENDENCYPART_ARC
(27,22),-0.606 # DEPENDENCYPART_ARC
(27,23),-0.216876 # DEPENDENCYPART_ARC
(27,24),-1.32527 # DEPENDENCYPART_ARC
(27,25),3.3734 # DEPENDENCYPART_ARC
(27,26),3.07703 # DEPENDENCYPART_ARC
(27,28),0.0411356 # DEPENDENCYPART_ARC
(28,2),-2.90876 # DEPENDENCYPART_ARC
(28,3),-4.01935 # DEPENDENCYPART_ARC
(28,4),-2.76184 # DEPENDENCYPART_ARC
(28,5),-2.41195 # DEPENDENCYPART_ARC
(28,6),-2.47671 # DEPENDENCYPART_ARC
(28,7),-3.00927 # DEPENDENCYPART_ARC
(28,8),-2.49745 # DEPENDENCYPART_ARC
(28,9),-2.95099 # DEPENDENCYPART_ARC
(28,10),-2.95144 # DEPENDENCYPART_ARC
(28,12),-3.24334 # DEPENDENCYPART_ARC
(28,13),-2.7847 # DEPENDENCYPART_ARC
(28,15),-2.6015 # DEPENDENCYPART_ARC
(28,16),-2.9662 # DEPENDENCYPART_ARC
(28,18),-2.965 # DEPENDENCYPART_ARC
(28,20),-2.41809 # DEPENDENCYPART_ARC
(28,21),-1.93002 # DEPENDENCYPART_ARC
(28,22),-2.14251 # DEPENDENCYPART_ARC
(28,24),-2.02999 # DEPENDENCYPART_ARC
(28,27),-1.93874 # DEPENDENCYPART_ARC
