# _root_ Η εταιρεία αυτή στη Black Country στο Ηνωμένο Βασίλειο απασχολεί 80 άτομα , δηλαδή 80 θέσεις εργασίες για τις οποίες υπάρχει μεγάλη ανάγκη , και συμμορφώνεται με όλες τις κοινωνικές προδιαγραφές της νομοθεσίας του Ηνωμένου Βασιλείου .
#goldHeads=2,10,2,2,6,4,6,9,7,25,12,14,14,10,16,14,16,21,20,18,16,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
#predictedHeads=2,10,2,2,6,4,14,9,7,25,12,10,14,15,16,17,25,17,20,18,25,23,21,25,0,25,26,31,31,31,27,33,31,36,36,33,0,
(16,10),-2.74231 # DEPENDENCYPART_ARC
(16,11),0.483528 # DEPENDENCYPART_ARC
(16,12),-0.513054 # DEPENDENCYPART_ARC
(16,13),-0.0765373 # DEPENDENCYPART_ARC
(16,14),0.645413 # DEPENDENCYPART_ARC
(16,15),2.27432 # DEPENDENCYPART_ARC
(16,17),0.97329 # DEPENDENCYPART_ARC
(16,18),1.08004 # DEPENDENCYPART_ARC
(16,19),-0.479622 # DEPENDENCYPART_ARC
(16,20),-1.66204 # DEPENDENCYPART_ARC
(16,21),0.835793 # DEPENDENCYPART_ARC
(16,22),-0.805195 # DEPENDENCYPART_ARC
(16,23),-2.30406 # DEPENDENCYPART_ARC
(16,24),0.0543866 # DEPENDENCYPART_ARC
(16,25),0.0574591 # DEPENDENCYPART_ARC
(16,26),-1.02575 # DEPENDENCYPART_ARC
(16,27),-0.970048 # DEPENDENCYPART_ARC
(16,28),-1.11312 # DEPENDENCYPART_ARC
(16,29),-1.7646 # DEPENDENCYPART_ARC
(16,30),-1.04662 # DEPENDENCYPART_ARC
(16,31),-3.34001 # DEPENDENCYPART_ARC
(16,32),-1.82186 # DEPENDENCYPART_ARC
(16,33),-1.89002 # DEPENDENCYPART_ARC
(16,34),-2.03245 # DEPENDENCYPART_ARC
(16,35),-1.90847 # DEPENDENCYPART_ARC
(16,36),-2.78169 # DEPENDENCYPART_ARC
(16,37),-0.0966134 # DEPENDENCYPART_ARC
(17,1),-2.01266 # DEPENDENCYPART_ARC
(17,2),-2.77715 # DEPENDENCYPART_ARC
(17,3),-2.42492 # DEPENDENCYPART_ARC
(17,4),-1.55208 # DEPENDENCYPART_ARC
(17,5),-1.24357 # DEPENDENCYPART_ARC
(17,6),-1.26871 # DEPENDENCYPART_ARC
(17,7),-2.34731 # DEPENDENCYPART_ARC
(17,8),-2.06212 # DEPENDENCYPART_ARC
(17,9),-2.35605 # DEPENDENCYPART_ARC
(17,10),-2.8981 # DEPENDENCYPART_ARC
(17,11),-0.326143 # DEPENDENCYPART_ARC
(17,12),-0.475734 # DEPENDENCYPART_ARC
(17,13),-0.410182 # DEPENDENCYPART_ARC
(17,14),-0.132903 # DEPENDENCYPART_ARC
(17,15),1.19157 # DEPENDENCYPART_ARC
(17,16),2.27938 # DEPENDENCYPART_ARC
(17,18),1.50845 # DEPENDENCYPART_ARC
(17,19),-0.459628 # DEPENDENCYPART_ARC
(17,20),-1.70893 # DEPENDENCYPART_ARC
(17,21),0.6264 # DEPENDENCYPART_ARC
(17,22),-0.77146 # DEPENDENCYPART_ARC
(17,23),-2.41026 # DEPENDENCYPART_ARC
(17,24),-0.236667 # DEPENDENCYPART_ARC
(17,25),-0.222412 # DEPENDENCYPART_ARC
(17,26),-1.37522 # DEPENDENCYPART_ARC
(17,27),-0.927737 # DEPENDENCYPART_ARC
(17,28),-1.42947 # DEPENDENCYPART_ARC
(17,29),-2.03313 # DEPENDENCYPART_ARC
(17,30),-1.34891 # DEPENDENCYPART_ARC
(17,31),-3.66343 # DEPENDENCYPART_ARC
(17,32),-1.87788 # DEPENDENCYPART_ARC
(17,33),-2.39812 # DEPENDENCYPART_ARC
(17,34),-2.3529 # DEPENDENCYPART_ARC
(17,35),-2.06916 # DEPENDENCYPART_ARC
(17,36),-2.86449 # DEPENDENCYPART_ARC
(17,37),-0.257075 # DEPENDENCYPART_ARC
(18,1),-1.307 # DEPENDENCYPART_ARC
(18,2),-1.90636 # DEPENDENCYPART_ARC
(18,3),-1.62173 # DEPENDENCYPART_ARC
(18,5),-1.60632 # DEPENDENCYPART_ARC
(18,6),-1.57195 # DEPENDENCYPART_ARC
(18,8),-1.64218 # DEPENDENCYPART_ARC
(18,9),-1.81251 # DEPENDENCYPART_ARC
(18,10),-1.20583 # DEPENDENCYPART_ARC
(18,11),-0.832369 # DEPENDENCYPART_ARC
(18,12),-1.53958 # DEPENDENCYPART_ARC
(18,13),-0.385099 # DEPENDENCYPART_ARC
(18,14),-0.371802 # DEPENDENCYPART_ARC
(18,15),-0.423061 # DEPENDENCYPART_ARC
(18,16),-0.982193 # DEPENDENCYPART_ARC
(18,17),-0.639567 # DEPENDENCYPART_ARC
(18,19),0.188326 # DEPENDENCYPART_ARC
(18,20),2.50763 # DEPENDENCYPART_ARC
(18,21),0.431587 # DEPENDENCYPART_ARC
(18,22),-0.0594448 # DEPENDENCYPART_ARC
(18,23),0.656249 # DEPENDENCYPART_ARC
(18,24),-0.179848 # DEPENDENCYPART_ARC
(18,25),-0.305205 # DEPENDENCYPART_ARC
(18,26),-1.14468 # DEPENDENCYPART_ARC
(18,27),-0.863773 # DEPENDENCYPART_ARC
(18,28),-0.887267 # DEPENDENCYPART_ARC
(18,29),-1.81436 # DEPENDENCYPART_ARC
(18,30),-1.06593 # DEPENDENCYPART_ARC
(18,31),-1.33716 # DEPENDENCYPART_ARC
(18,32),-1.79582 # DEPENDENCYPART_ARC
(18,33),-2.53453 # DEPENDENCYPART_ARC
(18,34),-2.02961 # DEPENDENCYPART_ARC
(18,35),-1.38792 # DEPENDENCYPART_ARC
(18,36),-3.20857 # DEPENDENCYPART_ARC
(18,37),-1.01746 # DEPENDENCYPART_ARC
(19,2),-3.15057 # DEPENDENCYPART_ARC
(19,3),-2.78475 # DEPENDENCYPART_ARC
(19,9),-2.93063 # DEPENDENCYPART_ARC
(19,12),-2.05925 # DEPENDENCYPART_ARC
(19,14),-1.76041 # DEPENDENCYPART_ARC
(19,16),-1.42549 # DEPENDENCYPART_ARC
(19,17),-1.2329 # DEPENDENCYPART_ARC
(19,23),-1.69066 # DEPENDENCYPART_ARC
(19,25),-0.341034 # DEPENDENCYPART_ARC
(19,31),-2.23999 # DEPENDENCYPART_ARC
(19,33),-1.73347 # DEPENDENCYPART_ARC
(20,1),-0.690471 # DEPENDENCYPART_ARC
(20,8),-2.83501 # DEPENDENCYPART_ARC
(20,10),-2.68772 # DEPENDENCYPART_ARC
(20,13),-0.467406 # DEPENDENCYPART_ARC
(20,19),3.09493 # DEPENDENCYPART_ARC
(20,21),-1.20818 # DEPENDENCYPART_ARC
(20,22),-1.24646 # DEPENDENCYPART_ARC
(20,24),-1.07045 # DEPENDENCYPART_ARC
(20,26),-3.38728 # DEPENDENCYPART_ARC
(20,28),-2.42261 # DEPENDENCYPART_ARC
(20,29),-3.00378 # DEPENDENCYPART_ARC
(20,30),-2.40958 # DEPENDENCYPART_ARC
(20,32),-2.61085 # DEPENDENCYPART_ARC
(20,34),-2.26844 # DEPENDENCYPART_ARC
(20,35),-2.65042 # DEPENDENCYPART_ARC
(20,37),-1.62803 # DEPENDENCYPART_ARC
(21,1),-2.32492 # DEPENDENCYPART_ARC
(21,2),0.471694 # DEPENDENCYPART_ARC
(21,3),-1.8845 # DEPENDENCYPART_ARC
(21,4),-0.575979 # DEPENDENCYPART_ARC
(21,5),-0.693836 # DEPENDENCYPART_ARC
(21,6),-0.851577 # DEPENDENCYPART_ARC
(21,7),-0.65569 # DEPENDENCYPART_ARC
(21,8),-2.49199 # DEPENDENCYPART_ARC
(21,9),-1.69141 # DEPENDENCYPART_ARC
(21,10),-1.55683 # DEPENDENCYPART_ARC
(21,11),-0.478723 # DEPENDENCYPART_ARC
(21,12),-2.27121 # DEPENDENCYPART_ARC
(21,13),0.873176 # DEPENDENCYPART_ARC
(21,14),0.286368 # DEPENDENCYPART_ARC
(21,15),-0.311371 # DEPENDENCYPART_ARC
(21,16),-1.30693 # DEPENDENCYPART_ARC
(21,17),-1.48097 # DEPENDENCYPART_ARC
(21,18),1.18145 # DEPENDENCYPART_ARC
(21,19),-0.914652 # DEPENDENCYPART_ARC
(21,20),1.29464 # DEPENDENCYPART_ARC
(21,22),1.09047 # DEPENDENCYPART_ARC
(21,23),2.78367 # DEPENDENCYPART_ARC
(21,24),1.03306 # DEPENDENCYPART_ARC
(21,25),0.169016 # DEPENDENCYPART_ARC
(21,26),-1.41316 # DEPENDENCYPART_ARC
(21,27),-0.305699 # DEPENDENCYPART_ARC
(21,28),-2.54441 # DEPENDENCYPART_ARC
(21,29),-2.18457 # DEPENDENCYPART_ARC
(21,30),-3.09169 # DEPENDENCYPART_ARC
(21,31),-0.898975 # DEPENDENCYPART_ARC
(21,32),-3.3418 # DEPENDENCYPART_ARC
(21,33),-2.7036 # DEPENDENCYPART_ARC
(21,34),-3.72186 # DEPENDENCYPART_ARC
(21,35),-4.32727 # DEPENDENCYPART_ARC
(21,36),-2.9358 # DEPENDENCYPART_ARC
(21,37),-0.535183 # DEPENDENCYPART_ARC
(22,1),-1.62709 # DEPENDENCYPART_ARC
(22,2),-2.5551 # DEPENDENCYPART_ARC
(22,3),-2.54094 # DEPENDENCYPART_ARC
(22,4),-1.96478 # DEPENDENCYPART_ARC
(22,5),-1.56045 # DEPENDENCYPART_ARC
(22,6),-1.53305 # DEPENDENCYPART_ARC
(22,7),-1.90308 # DEPENDENCYPART_ARC
(22,8),-2.40952 # DEPENDENCYPART_ARC
(22,9),-2.42279 # DEPENDENCYPART_ARC
(22,10),-4.28029 # DEPENDENCYPART_ARC
(22,11),-0.928562 # DEPENDENCYPART_ARC
(22,12),-2.09107 # DEPENDENCYPART_ARC
(22,13),-1.11935 # DEPENDENCYPART_ARC
(22,14),-1.2327 # DEPENDENCYPART_ARC
(22,15),-0.786401 # DEPENDENCYPART_ARC
(22,16),-2.60887 # DEPENDENCYPART_ARC
(22,17),-2.4188 # DEPENDENCYPART_ARC
(22,18),-0.745107 # DEPENDENCYPART_ARC
(22,19),-0.312514 # DEPENDENCYPART_ARC
(22,20),-0.286261 # DEPENDENCYPART_ARC
(22,21),-2.32846 # DEPENDENCYPART_ARC
(22,23),-0.545296 # DEPENDENCYPART_ARC
(22,24),-0.505564 # DEPENDENCYPART_ARC
(22,25),-0.410753 # DEPENDENCYPART_ARC
(22,26),-1.80128 # DEPENDENCYPART_ARC
(22,27),-1.3607 # DEPENDENCYPART_ARC
(22,28),-2.82729 # DEPENDENCYPART_ARC
(22,29),-1.85813 # DEPENDENCYPART_ARC
(22,30),-2.88395 # DEPENDENCYPART_ARC
(22,31),-2.62236 # DEPENDENCYPART_ARC
(22,32),-2.10756 # DEPENDENCYPART_ARC
(22,33),-2.04798 # DEPENDENCYPART_ARC
(22,34),-2.93322 # DEPENDENCYPART_ARC
(22,35),-2.41425 # DEPENDENCYPART_ARC
(22,36),-2.50141 # DEPENDENCYPART_ARC
(22,37),-1.27891 # DEPENDENCYPART_ARC
(23,1),-1.14314 # DEPENDENCYPART_ARC
(23,2),-2.23595 # DEPENDENCYPART_ARC
(23,3),-1.92742 # DEPENDENCYPART_ARC
(23,4),-0.847851 # DEPENDENCYPART_ARC
(23,5),-1.12558 # DEPENDENCYPART_ARC
(23,6),-1.1622 # DEPENDENCYPART_ARC
(23,7),-1.48947 # DEPENDENCYPART_ARC
(23,8),-2.09327 # DEPENDENCYPART_ARC
(23,9),-2.56891 # DEPENDENCYPART_ARC
(23,10),-3.29436 # DEPENDENCYPART_ARC
(23,11),-0.735062 # DEPENDENCYPART_ARC
(23,12),-3.03137 # DEPENDENCYPART_ARC
(23,13),-0.738009 # DEPENDENCYPART_ARC
(23,14),-0.856694 # DEPENDENCYPART_ARC
(23,15),-0.447053 # DEPENDENCYPART_ARC
(23,16),-2.03702 # DEPENDENCYPART_ARC
(23,17),-2.44617 # DEPENDENCYPART_ARC
(23,18),-0.348196 # DEPENDENCYPART_ARC
(23,19),0.906285 # DEPENDENCYPART_ARC
(23,20),-0.549741 # DEPENDENCYPART_ARC
(23,21),-1.11739 # DEPENDENCYPART_ARC
(23,22),3.43365 # DEPENDENCYPART_ARC
(23,24),0.363216 # DEPENDENCYPART_ARC
(23,25),0.311716 # DEPENDENCYPART_ARC
(23,26),-0.0630737 # DEPENDENCYPART_ARC
(23,27),-0.904722 # DEPENDENCYPART_ARC
(23,28),-2.23035 # DEPENDENCYPART_ARC
(23,29),-1.81354 # DEPENDENCYPART_ARC
(23,30),-2.50467 # DEPENDENCYPART_ARC
(23,31),-2.45783 # DEPENDENCYPART_ARC
(23,32),-2.08643 # DEPENDENCYPART_ARC
(23,33),-1.60196 # DEPENDENCYPART_ARC
(23,34),-2.56256 # DEPENDENCYPART_ARC
(23,35),-2.18409 # DEPENDENCYPART_ARC
(23,36),-2.13806 # DEPENDENCYPART_ARC
(23,37),-0.682212 # DEPENDENCYPART_ARC
(24,2),-1.51099 # DEPENDENCYPART_ARC
(24,4),-1.40073 # DEPENDENCYPART_ARC
(24,5),-1.00262 # DEPENDENCYPART_ARC
(24,6),-1.09242 # DEPENDENCYPART_ARC
(24,7),-0.896317 # DEPENDENCYPART_ARC
(24,8),-1.07162 # DEPENDENCYPART_ARC
(24,9),-1.22954 # DEPENDENCYPART_ARC
(24,10),-0.947006 # DEPENDENCYPART_ARC
(24,11),-0.764464 # DEPENDENCYPART_ARC
(24,12),-1.19425 # DEPENDENCYPART_ARC
(24,13),-0.959464 # DEPENDENCYPART_ARC
(24,14),-0.91123 # DEPENDENCYPART_ARC
(24,15),-0.679659 # DEPENDENCYPART_ARC
(24,16),-0.766911 # DEPENDENCYPART_ARC
(24,17),-0.643296 # DEPENDENCYPART_ARC
(24,18),-0.265691 # DEPENDENCYPART_ARC
(24,20),-0.763121 # DEPENDENCYPART_ARC
(24,21),-0.206917 # DEPENDENCYPART_ARC
(24,22),-0.117431 # DEPENDENCYPART_ARC
(24,23),0.0182792 # DEPENDENCYPART_ARC
(24,25),0.0185059 # DEPENDENCYPART_ARC
(24,26),-0.367079 # DEPENDENCYPART_ARC
(24,27),-0.746674 # DEPENDENCYPART_ARC
(24,28),-1.1442 # DEPENDENCYPART_ARC
(24,30),-1.31691 # DEPENDENCYPART_ARC
(24,31),-1.24365 # DEPENDENCYPART_ARC
(24,33),-1.34705 # DEPENDENCYPART_ARC
(24,35),-1.56011 # DEPENDENCYPART_ARC
(24,36),-1.25784 # DEPENDENCYPART_ARC
(24,37),-0.69855 # DEPENDENCYPART_ARC
(25,1),-0.840095 # DEPENDENCYPART_ARC
(25,2),-0.92479 # DEPENDENCYPART_ARC
(25,3),0.468999 # DEPENDENCYPART_ARC
(25,4),-0.570668 # DEPENDENCYPART_ARC
(25,5),-0.545086 # DEPENDENCYPART_ARC
(25,6),-0.619323 # DEPENDENCYPART_ARC
(25,7),-0.842506 # DEPENDENCYPART_ARC
(25,8),-0.788261 # DEPENDENCYPART_ARC
(25,9),0.285217 # DEPENDENCYPART_ARC
(25,10),1.48591 # DEPENDENCYPART_ARC
(25,11),-0.197121 # DEPENDENCYPART_ARC
(25,12),-0.409054 # DEPENDENCYPART_ARC
(25,13),0.0577302 # DEPENDENCYPART_ARC
(25,14),0.319282 # DEPENDENCYPART_ARC
(25,15),0.0594914 # DEPENDENCYPART_ARC
(25,16),-0.0668086 # DEPENDENCYPART_ARC
(25,17),0.314665 # DEPENDENCYPART_ARC
(25,18),0.20119 # DEPENDENCYPART_ARC
(25,19),0.0101308 # DEPENDENCYPART_ARC
(25,20),1.12208 # DEPENDENCYPART_ARC
(25,21),1.70946 # DEPENDENCYPART_ARC
(25,22),1.00753 # DEPENDENCYPART_ARC
(25,23),0.811799 # DEPENDENCYPART_ARC
(25,24),1.69526 # DEPENDENCYPART_ARC
(25,26),2.4725 # DEPENDENCYPART_ARC
(25,27),0.48989 # DEPENDENCYPART_ARC
(25,28),-0.249989 # DEPENDENCYPART_ARC
(25,29),-1.06127 # DEPENDENCYPART_ARC
(25,30),-0.319328 # DEPENDENCYPART_ARC
(25,31),-1.06941 # DEPENDENCYPART_ARC
(25,32),-1.25784 # DEPENDENCYPART_ARC
(25,33),-1.46152 # DEPENDENCYPART_ARC
(25,34),-1.50307 # DEPENDENCYPART_ARC
(25,35),-0.823807 # DEPENDENCYPART_ARC
(25,36),-1.82317 # DEPENDENCYPART_ARC
(25,37),0.126106 # DEPENDENCYPART_ARC
(26,1),-2.92378 # DEPENDENCYPART_ARC
(26,2),-0.381054 # DEPENDENCYPART_ARC
(26,3),-2.99514 # DEPENDENCYPART_ARC
(26,4),-1.66114 # DEPENDENCYPART_ARC
(26,5),-1.11904 # DEPENDENCYPART_ARC
(26,6),-1.03296 # DEPENDENCYPART_ARC
(26,7),-1.77766 # DEPENDENCYPART_ARC
(26,8),-1.93656 # DEPENDENCYPART_ARC
(26,9),-2.10839 # DEPENDENCYPART_ARC
(26,10),-2.75125 # DEPENDENCYPART_ARC
(26,11),-0.674831 # DEPENDENCYPART_ARC
(26,12),-2.7871 # DEPENDENCYPART_ARC
(26,13),-0.0508062 # DEPENDENCYPART_ARC
(26,14),0.0505046 # DEPENDENCYPART_ARC
(26,15),-0.624792 # DEPENDENCYPART_ARC
(26,16),-1.90507 # DEPENDENCYPART_ARC
(26,17),-2.23672 # DEPENDENCYPART_ARC
(26,18),-0.582498 # DEPENDENCYPART_ARC
(26,19),-2.59426 # DEPENDENCYPART_ARC
(26,20),-0.880335 # DEPENDENCYPART_ARC
(26,21),-1.99848 # DEPENDENCYPART_ARC
(26,22),-0.522989 # DEPENDENCYPART_ARC
(26,23),0.575081 # DEPENDENCYPART_ARC
(26,24),0.686377 # DEPENDENCYPART_ARC
(26,25),0.744793 # DEPENDENCYPART_ARC
(26,27),2.02211 # DEPENDENCYPART_ARC
(26,28),0.0121446 # DEPENDENCYPART_ARC
(26,29),-1.3474 # DEPENDENCYPART_ARC
(26,30),-1.23453 # DEPENDENCYPART_ARC
(26,31),-0.22843 # DEPENDENCYPART_ARC
(26,32),-2.40206 # DEPENDENCYPART_ARC
(26,33),-1.76778 # DEPENDENCYPART_ARC
(26,34),-2.77239 # DEPENDENCYPART_ARC
(26,35),-2.92153 # DEPENDENCYPART_ARC
(26,36),-2.18787 # DEPENDENCYPART_ARC
(26,37),0.426003 # DEPENDENCYPART_ARC
(27,1),-1.64306 # DEPENDENCYPART_ARC
(27,2),-2.1412 # DEPENDENCYPART_ARC
(27,3),-1.98308 # DEPENDENCYPART_ARC
(27,5),-1.86105 # DEPENDENCYPART_ARC
(27,6),-1.87283 # DEPENDENCYPART_ARC
(27,8),-1.8367 # DEPENDENCYPART_ARC
(27,9),-2.01763 # DEPENDENCYPART_ARC
(27,10),-1.55998 # DEPENDENCYPART_ARC
(27,11),-1.20521 # DEPENDENCYPART_ARC
(27,12),-1.88248 # DEPENDENCYPART_ARC
(27,13),-0.802909 # DEPENDENCYPART_ARC
(27,14),-1.05764 # DEPENDENCYPART_ARC
(27,15),-1.18242 # DEPENDENCYPART_ARC
(27,16),-1.83307 # DEPENDENCYPART_ARC
(27,17),-1.88119 # DEPENDENCYPART_ARC
(27,18),-0.939232 # DEPENDENCYPART_ARC
(27,19),-1.19971 # DEPENDENCYPART_ARC
(27,20),-1.49072 # DEPENDENCYPART_ARC
(27,21),-1.36028 # DEPENDENCYPART_ARC
(27,22),-1.28114 # DEPENDENCYPART_ARC
(27,23),-1.4096 # DEPENDENCYPART_ARC
(27,24),-0.083889 # DEPENDENCYPART_ARC
(27,25),-0.224387 # DEPENDENCYPART_ARC
(27,26),-0.0692582 # DEPENDENCYPART_ARC
(27,28),1.2613 # DEPENDENCYPART_ARC
(27,29),0.0423656 # DEPENDENCYPART_ARC
(27,30),0.397239 # DEPENDENCYPART_ARC
(27,31),1.48101 # DEPENDENCYPART_ARC
(27,32),-0.966042 # DEPENDENCYPART_ARC
(27,33),-0.173383 # DEPENDENCYPART_ARC
(27,34),-1.2586 # DEPENDENCYPART_ARC
(27,35),-0.671027 # DEPENDENCYPART_ARC
(27,36),-0.863003 # DEPENDENCYPART_ARC
(27,37),-0.119417 # DEPENDENCYPART_ARC
(28,1),-2.80858 # DEPENDENCYPART_ARC
(28,2),-3.53235 # DEPENDENCYPART_ARC
(28,3),-3.32224 # DEPENDENCYPART_ARC
(28,4),-3.04926 # DEPENDENCYPART_ARC
(28,5),-2.31367 # DEPENDENCYPART_ARC
(28,6),-2.28194 # DEPENDENCYPART_ARC
(28,7),-3.00396 # DEPENDENCYPART_ARC
(28,8),-2.54884 # DEPENDENCYPART_ARC
(28,9),-2.74557 # DEPENDENCYPART_ARC
(28,10),-4.4805 # DEPENDENCYPART_ARC
(28,11),-1.63242 # DEPENDENCYPART_ARC
(28,12),-2.53813 # DEPENDENCYPART_ARC
(28,13),-1.70301 # DEPENDENCYPART_ARC
(28,14),-1.98065 # DEPENDENCYPART_ARC
(28,15),-1.67218 # DEPENDENCYPART_ARC
(28,16),-3.20665 # DEPENDENCYPART_ARC
(28,17),-3.16527 # DEPENDENCYPART_ARC
(28,18),-1.69343 # DEPENDENCYPART_ARC
(28,19),-1.23277 # DEPENDENCYPART_ARC
(28,20),-1.94893 # DEPENDENCYPART_ARC
(28,21),-4.1326 # DEPENDENCYPART_ARC
(28,22),-2.28384 # DEPENDENCYPART_ARC
(28,23),-2.49958 # DEPENDENCYPART_ARC
(28,24),-1.16446 # DEPENDENCYPART_ARC
(28,25),-1.07834 # DEPENDENCYPART_ARC
(28,26),-2.74661 # DEPENDENCYPART_ARC
(28,27),-0.0138471 # DEPENDENCYPART_ARC
(28,29),0.673878 # DEPENDENCYPART_ARC
(28,30),-0.819328 # DEPENDENCYPART_ARC
(28,31),-0.450741 # DEPENDENCYPART_ARC
(28,32),-0.626845 # DEPENDENCYPART_ARC
(28,33),0.337951 # DEPENDENCYPART_ARC
(28,34),-1.26034 # DEPENDENCYPART_ARC
(28,35),-1.25986 # DEPENDENCYPART_ARC
(28,36),-0.125317 # DEPENDENCYPART_ARC
(28,37),-0.0313115 # DEPENDENCYPART_ARC
(29,2),-2.72448 # DEPENDENCYPART_ARC
(29,3),-2.41865 # DEPENDENCYPART_ARC
(29,9),-2.35732 # DEPENDENCYPART_ARC
(29,12),-1.77986 # DEPENDENCYPART_ARC
(29,14),-1.45164 # DEPENDENCYPART_ARC
(29,16),-1.60634 # DEPENDENCYPART_ARC
(29,17),-1.52905 # DEPENDENCYPART_ARC
(29,23),-2.0926 # DEPENDENCYPART_ARC
(29,25),-0.795571 # DEPENDENCYPART_ARC
(29,31),-0.445446 # DEPENDENCYPART_ARC
(29,33),-0.676887 # DEPENDENCYPART_ARC
(30,1),-2.80618 # DEPENDENCYPART_ARC
(30,2),-3.32259 # DEPENDENCYPART_ARC
(30,3),-3.1976 # DEPENDENCYPART_ARC
(30,4),-2.74718 # DEPENDENCYPART_ARC
(30,5),-2.09054 # DEPENDENCYPART_ARC
(30,6),-2.10152 # DEPENDENCYPART_ARC
(30,7),-2.7518 # DEPENDENCYPART_ARC
(30,8),-2.51717 # DEPENDENCYPART_ARC
(30,9),-2.68166 # DEPENDENCYPART_ARC
(30,10),-4.20415 # DEPENDENCYPART_ARC
(30,11),-1.30002 # DEPENDENCYPART_ARC
(30,12),-2.39611 # DEPENDENCYPART_ARC
(30,13),-1.6727 # DEPENDENCYPART_ARC
(30,14),-1.78695 # DEPENDENCYPART_ARC
(30,15),-1.33358 # DEPENDENCYPART_ARC
(30,16),-3.04631 # DEPENDENCYPART_ARC
(30,17),-3.07464 # DEPENDENCYPART_ARC
(30,18),-1.51397 # DEPENDENCYPART_ARC
(30,19),-1.40977 # DEPENDENCYPART_ARC
(30,20),-1.9132 # DEPENDENCYPART_ARC
(30,21),-3.91957 # DEPENDENCYPART_ARC
(30,22),-2.19355 # DEPENDENCYPART_ARC
(30,23),-2.53102 # DEPENDENCYPART_ARC
(30,24),-1.32933 # DEPENDENCYPART_ARC
(30,25),-1.12089 # DEPENDENCYPART_ARC
(30,26),-3.24887 # DEPENDENCYPART_ARC
(30,27),-0.595777 # DEPENDENCYPART_ARC
(30,28),-0.146566 # DEPENDENCYPART_ARC
(30,29),1.39837 # DEPENDENCYPART_ARC
(30,31),0.0887805 # DEPENDENCYPART_ARC
(30,32),-0.374563 # DEPENDENCYPART_ARC
(30,33),0.249586 # DEPENDENCYPART_ARC
(30,34),-1.37917 # DEPENDENCYPART_ARC
(30,35),-1.35611 # DEPENDENCYPART_ARC
(30,36),-0.56259 # DEPENDENCYPART_ARC
(30,37),-0.398876 # DEPENDENCYPART_ARC
(31,1),-3.66493 # DEPENDENCYPART_ARC
(31,2),-3.94111 # DEPENDENCYPART_ARC
(31,3),-3.95706 # DEPENDENCYPART_ARC
(31,4),-1.98378 # DEPENDENCYPART_ARC
(31,5),-1.70033 # DEPENDENCYPART_ARC
(31,6),-1.74993 # DEPENDENCYPART_ARC
(31,7),-2.90672 # DEPENDENCYPART_ARC
(31,8),-3.45274 # DEPENDENCYPART_ARC
(31,9),-3.52056 # DEPENDENCYPART_ARC
(31,10),-3.71493 # DEPENDENCYPART_ARC
(31,11),-1.12898 # DEPENDENCYPART_ARC
(31,12),-2.36118 # DEPENDENCYPART_ARC
(31,13),-1.02149 # DEPENDENCYPART_ARC
(31,14),-1.3101 # DEPENDENCYPART_ARC
(31,15),-1.01132 # DEPENDENCYPART_ARC
(31,16),-1.52726 # DEPENDENCYPART_ARC
(31,17),-1.86035 # DEPENDENCYPART_ARC
(31,18),-1.12495 # DEPENDENCYPART_ARC
(31,19),0.14957 # DEPENDENCYPART_ARC
(31,20),-0.43059 # DEPENDENCYPART_ARC
(31,21),-3.33038 # DEPENDENCYPART_ARC
(31,22),-1.77693 # DEPENDENCYPART_ARC
(31,23),-2.64061 # DEPENDENCYPART_ARC
(31,24),-0.880977 # DEPENDENCYPART_ARC
(31,25),-0.145033 # DEPENDENCYPART_ARC
(31,26),-1.97177 # DEPENDENCYPART_ARC
(31,27),-0.491526 # DEPENDENCYPART_ARC
(31,28),2.21694 # DEPENDENCYPART_ARC
(31,29),3.89803 # DEPENDENCYPART_ARC
(31,30),4.17408 # DEPENDENCYPART_ARC
(31,32),0.244436 # DEPENDENCYPART_ARC
(31,33),2.44065 # DEPENDENCYPART_ARC
(31,34),-0.90151 # DEPENDENCYPART_ARC
(31,35),-0.555826 # DEPENDENCYPART_ARC
(31,36),0.783453 # DEPENDENCYPART_ARC
(31,37),0.0935003 # DEPENDENCYPART_ARC
(32,2),-2.89731 # DEPENDENCYPART_ARC
(32,3),-2.12303 # DEPENDENCYPART_ARC
(32,9),-3.16009 # DEPENDENCYPART_ARC
(32,12),-3.10237 # DEPENDENCYPART_ARC
(32,14),-1.79191 # DEPENDENCYPART_ARC
(32,16),-3.09634 # DEPENDENCYPART_ARC
(32,17),-3.10758 # DEPENDENCYPART_ARC
(32,23),-2.35934 # DEPENDENCYPART_ARC
(32,25),-1.0992 # DEPENDENCYPART_ARC
(32,31),-1.49725 # DEPENDENCYPART_ARC
(32,33),0.287916 # DEPENDENCYPART_ARC
(33,1),-4.34709 # DEPENDENCYPART_ARC
(33,2),-4.42857 # DEPENDENCYPART_ARC
(33,3),-3.98613 # DEPENDENCYPART_ARC
(33,4),-2.02791 # DEPENDENCYPART_ARC
(33,5),-2.14254 # DEPENDENCYPART_ARC
(33,6),-2.1959 # DEPENDENCYPART_ARC
(33,7),-2.52459 # DEPENDENCYPART_ARC
(33,8),-4.92782 # DEPENDENCYPART_ARC
(33,9),-4.80312 # DEPENDENCYPART_ARC
(33,10),-3.52586 # DEPENDENCYPART_ARC
