# _root_ Αποτελεί πρόκληση για όλους εμάς - το Κοινοβούλιο , την Επιτροπή και το Συμβούλιο - να θεσπίσουμε αυτά τα εχέγγυα , διότι είναι δύσκολο να εξακολουθήσουμε να συμφωνούμε ώσπου να τα αποκτήσουμε .
#goldHeads=0,1,1,5,6,3,8,12,12,11,12,6,14,12,6,17,1,20,20,17,17,1,22,23,26,23,28,26,28,32,32,29,0,
#predictedHeads=0,1,2,3,3,8,8,12,12,11,12,3,14,12,12,17,12,17,20,18,22,17,22,23,26,23,28,26,28,32,32,29,0,
(15,20),-0.554301 # DEPENDENCYPART_ARC
(15,21),0.274972 # DEPENDENCYPART_ARC
(15,22),-0.0580265 # DEPENDENCYPART_ARC
(15,23),-0.457949 # DEPENDENCYPART_ARC
(15,24),-0.785463 # DEPENDENCYPART_ARC
(15,25),-0.765869 # DEPENDENCYPART_ARC
(15,26),-0.660776 # DEPENDENCYPART_ARC
(15,27),-0.954351 # DEPENDENCYPART_ARC
(15,28),-0.92195 # DEPENDENCYPART_ARC
(15,29),-0.148727 # DEPENDENCYPART_ARC
(15,30),-0.825214 # DEPENDENCYPART_ARC
(15,31),-1.56873 # DEPENDENCYPART_ARC
(15,32),-0.714293 # DEPENDENCYPART_ARC
(15,33),-0.000242239 # DEPENDENCYPART_ARC
(16,1),-1.83529 # DEPENDENCYPART_ARC
(16,2),-1.93364 # DEPENDENCYPART_ARC
(16,3),-1.40422 # DEPENDENCYPART_ARC
(16,4),-1.94632 # DEPENDENCYPART_ARC
(16,5),-1.71098 # DEPENDENCYPART_ARC
(16,6),-1.38531 # DEPENDENCYPART_ARC
(16,7),-1.04201 # DEPENDENCYPART_ARC
(16,8),-1.77584 # DEPENDENCYPART_ARC
(16,9),-1.28653 # DEPENDENCYPART_ARC
(16,10),-1.08201 # DEPENDENCYPART_ARC
(16,11),-1.5861 # DEPENDENCYPART_ARC
(16,12),-1.09524 # DEPENDENCYPART_ARC
(16,13),-0.54025 # DEPENDENCYPART_ARC
(16,14),-1.1046 # DEPENDENCYPART_ARC
(16,15),-0.083112 # DEPENDENCYPART_ARC
(16,17),0.374017 # DEPENDENCYPART_ARC
(16,18),-0.565708 # DEPENDENCYPART_ARC
(16,19),-0.929491 # DEPENDENCYPART_ARC
(16,20),-0.968668 # DEPENDENCYPART_ARC
(16,21),-0.527116 # DEPENDENCYPART_ARC
(16,22),-0.604636 # DEPENDENCYPART_ARC
(16,23),-1.23195 # DEPENDENCYPART_ARC
(16,24),-1.43109 # DEPENDENCYPART_ARC
(16,25),-1.34777 # DEPENDENCYPART_ARC
(16,26),-1.35036 # DEPENDENCYPART_ARC
(16,27),-1.47157 # DEPENDENCYPART_ARC
(16,28),-1.48558 # DEPENDENCYPART_ARC
(16,29),-0.868229 # DEPENDENCYPART_ARC
(16,30),-1.3696 # DEPENDENCYPART_ARC
(16,31),-1.80183 # DEPENDENCYPART_ARC
(16,32),-1.56353 # DEPENDENCYPART_ARC
(16,33),-0.667908 # DEPENDENCYPART_ARC
(17,1),-1.76554 # DEPENDENCYPART_ARC
(17,2),-3.40893 # DEPENDENCYPART_ARC
(17,3),-0.535343 # DEPENDENCYPART_ARC
(17,4),-1.63495 # DEPENDENCYPART_ARC
(17,5),-1.44855 # DEPENDENCYPART_ARC
(17,6),-0.339325 # DEPENDENCYPART_ARC
(17,7),-0.903608 # DEPENDENCYPART_ARC
(17,8),-2.73134 # DEPENDENCYPART_ARC
(17,9),0.0283159 # DEPENDENCYPART_ARC
(17,10),-1.27287 # DEPENDENCYPART_ARC
(17,11),-2.39497 # DEPENDENCYPART_ARC
(17,12),-0.210027 # DEPENDENCYPART_ARC
(17,13),-0.17905 # DEPENDENCYPART_ARC
(17,14),-1.66567 # DEPENDENCYPART_ARC
(17,15),0.313944 # DEPENDENCYPART_ARC
(17,16),2.5538 # DEPENDENCYPART_ARC
(17,18),0.707294 # DEPENDENCYPART_ARC
(17,19),-0.649476 # DEPENDENCYPART_ARC
(17,20),0.285081 # DEPENDENCYPART_ARC
(17,21),0.62394 # DEPENDENCYPART_ARC
(17,22),0.994925 # DEPENDENCYPART_ARC
(17,23),-3.13323 # DEPENDENCYPART_ARC
(17,24),-1.51179 # DEPENDENCYPART_ARC
(17,25),-0.689367 # DEPENDENCYPART_ARC
(17,26),-1.70225 # DEPENDENCYPART_ARC
(17,27),-0.773818 # DEPENDENCYPART_ARC
(17,28),-2.31841 # DEPENDENCYPART_ARC
(17,29),-0.218489 # DEPENDENCYPART_ARC
(17,30),-0.986161 # DEPENDENCYPART_ARC
(17,31),-2.32387 # DEPENDENCYPART_ARC
(17,32),-2.18309 # DEPENDENCYPART_ARC
(17,33),0.42105 # DEPENDENCYPART_ARC
(18,1),-2.95315 # DEPENDENCYPART_ARC
(18,2),-2.60713 # DEPENDENCYPART_ARC
(18,3),-0.941649 # DEPENDENCYPART_ARC
(18,4),-1.81233 # DEPENDENCYPART_ARC
(18,5),-1.68281 # DEPENDENCYPART_ARC
(18,6),-0.841032 # DEPENDENCYPART_ARC
(18,7),-1.26494 # DEPENDENCYPART_ARC
(18,8),-2.39903 # DEPENDENCYPART_ARC
(18,9),-0.684576 # DEPENDENCYPART_ARC
(18,10),-1.02523 # DEPENDENCYPART_ARC
(18,11),-2.3877 # DEPENDENCYPART_ARC
(18,12),-0.472528 # DEPENDENCYPART_ARC
(18,13),-0.544867 # DEPENDENCYPART_ARC
(18,14),-2.01448 # DEPENDENCYPART_ARC
(18,15),-0.288734 # DEPENDENCYPART_ARC
(18,16),0.0802505 # DEPENDENCYPART_ARC
(18,17),-1.46596 # DEPENDENCYPART_ARC
(18,19),-0.0719984 # DEPENDENCYPART_ARC
(18,20),0.737677 # DEPENDENCYPART_ARC
(18,21),0.417881 # DEPENDENCYPART_ARC
(18,22),0.303022 # DEPENDENCYPART_ARC
(18,23),-0.524662 # DEPENDENCYPART_ARC
(18,24),-0.897545 # DEPENDENCYPART_ARC
(18,25),-0.741886 # DEPENDENCYPART_ARC
(18,26),-1.14315 # DEPENDENCYPART_ARC
(18,27),-0.860065 # DEPENDENCYPART_ARC
(18,28),-1.68825 # DEPENDENCYPART_ARC
(18,29),-0.559333 # DEPENDENCYPART_ARC
(18,30),-1.00453 # DEPENDENCYPART_ARC
(18,31),-1.65243 # DEPENDENCYPART_ARC
(18,32),-1.43711 # DEPENDENCYPART_ARC
(18,33),-0.442278 # DEPENDENCYPART_ARC
(19,1),-2.77618 # DEPENDENCYPART_ARC
(19,2),-2.2851 # DEPENDENCYPART_ARC
(19,3),-1.4247 # DEPENDENCYPART_ARC
(19,4),-2.49576 # DEPENDENCYPART_ARC
(19,5),-1.60329 # DEPENDENCYPART_ARC
(19,6),-1.57482 # DEPENDENCYPART_ARC
(19,7),-1.3224 # DEPENDENCYPART_ARC
(19,8),-1.96319 # DEPENDENCYPART_ARC
(19,9),-1.52177 # DEPENDENCYPART_ARC
(19,10),-1.56437 # DEPENDENCYPART_ARC
(19,11),-2.12997 # DEPENDENCYPART_ARC
(19,12),-1.24408 # DEPENDENCYPART_ARC
(19,13),-1.0983 # DEPENDENCYPART_ARC
(19,14),-1.68308 # DEPENDENCYPART_ARC
(19,15),-1.16861 # DEPENDENCYPART_ARC
(19,16),-0.903872 # DEPENDENCYPART_ARC
(19,17),-1.47235 # DEPENDENCYPART_ARC
(19,18),0.759419 # DEPENDENCYPART_ARC
(19,20),-0.503961 # DEPENDENCYPART_ARC
(19,21),-0.227674 # DEPENDENCYPART_ARC
(19,22),-0.0670085 # DEPENDENCYPART_ARC
(19,23),-1.80888 # DEPENDENCYPART_ARC
(19,24),-2.05339 # DEPENDENCYPART_ARC
(19,25),-1.32236 # DEPENDENCYPART_ARC
(19,26),-2.86786 # DEPENDENCYPART_ARC
(19,27),-1.46173 # DEPENDENCYPART_ARC
(19,28),-2.91261 # DEPENDENCYPART_ARC
(19,29),-0.843079 # DEPENDENCYPART_ARC
(19,30),-1.63537 # DEPENDENCYPART_ARC
(19,31),-2.33806 # DEPENDENCYPART_ARC
(19,32),-3.14542 # DEPENDENCYPART_ARC
(19,33),-1.01893 # DEPENDENCYPART_ARC
(20,1),-5.39271 # DEPENDENCYPART_ARC
(20,2),-2.54355 # DEPENDENCYPART_ARC
(20,3),-1.13116 # DEPENDENCYPART_ARC
(20,4),-2.08734 # DEPENDENCYPART_ARC
(20,5),-2.72037 # DEPENDENCYPART_ARC
(20,6),-1.091 # DEPENDENCYPART_ARC
(20,7),-1.79867 # DEPENDENCYPART_ARC
(20,8),-1.37495 # DEPENDENCYPART_ARC
(20,9),-1.1835 # DEPENDENCYPART_ARC
(20,10),-1.89975 # DEPENDENCYPART_ARC
(20,11),-2.05126 # DEPENDENCYPART_ARC
(20,12),-0.987563 # DEPENDENCYPART_ARC
(20,13),-1.06356 # DEPENDENCYPART_ARC
(20,14),-0.987319 # DEPENDENCYPART_ARC
(20,15),-0.677571 # DEPENDENCYPART_ARC
(20,16),-0.500205 # DEPENDENCYPART_ARC
(20,17),-2.93049 # DEPENDENCYPART_ARC
(20,18),0.0864974 # DEPENDENCYPART_ARC
(20,19),2.31233 # DEPENDENCYPART_ARC
(20,21),0.244689 # DEPENDENCYPART_ARC
(20,22),0.00538799 # DEPENDENCYPART_ARC
(20,23),-0.866882 # DEPENDENCYPART_ARC
(20,24),-0.806899 # DEPENDENCYPART_ARC
(20,25),-1.11024 # DEPENDENCYPART_ARC
(20,26),-1.69324 # DEPENDENCYPART_ARC
(20,27),-1.27422 # DEPENDENCYPART_ARC
(20,28),-2.18082 # DEPENDENCYPART_ARC
(20,29),-0.911244 # DEPENDENCYPART_ARC
(20,30),-1.34991 # DEPENDENCYPART_ARC
(20,31),-2.59119 # DEPENDENCYPART_ARC
(20,32),-1.8464 # DEPENDENCYPART_ARC
(20,33),-0.995693 # DEPENDENCYPART_ARC
(21,1),-0.6456 # DEPENDENCYPART_ARC
(21,2),-0.71241 # DEPENDENCYPART_ARC
(21,3),-0.480903 # DEPENDENCYPART_ARC
(21,4),-0.971332 # DEPENDENCYPART_ARC
(21,5),-0.845979 # DEPENDENCYPART_ARC
(21,6),-0.958823 # DEPENDENCYPART_ARC
(21,7),-0.945992 # DEPENDENCYPART_ARC
(21,8),-0.859938 # DEPENDENCYPART_ARC
(21,9),-0.897 # DEPENDENCYPART_ARC
(21,10),-0.845635 # DEPENDENCYPART_ARC
(21,11),-0.729289 # DEPENDENCYPART_ARC
(21,12),-0.47826 # DEPENDENCYPART_ARC
(21,13),-0.745003 # DEPENDENCYPART_ARC
(21,14),-0.579429 # DEPENDENCYPART_ARC
(21,15),-0.153097 # DEPENDENCYPART_ARC
(21,16),0.148209 # DEPENDENCYPART_ARC
(21,17),-0.282007 # DEPENDENCYPART_ARC
(21,18),-0.353854 # DEPENDENCYPART_ARC
(21,19),-0.0115665 # DEPENDENCYPART_ARC
(21,20),0.163122 # DEPENDENCYPART_ARC
(21,22),0.479013 # DEPENDENCYPART_ARC
(21,23),0.181038 # DEPENDENCYPART_ARC
(21,24),-0.313384 # DEPENDENCYPART_ARC
(21,25),-0.833929 # DEPENDENCYPART_ARC
(21,26),-0.720974 # DEPENDENCYPART_ARC
(21,27),-0.962605 # DEPENDENCYPART_ARC
(21,28),-0.975712 # DEPENDENCYPART_ARC
(21,29),-0.489291 # DEPENDENCYPART_ARC
(21,30),-1.1756 # DEPENDENCYPART_ARC
(21,31),-1.67386 # DEPENDENCYPART_ARC
(21,32),-1.06654 # DEPENDENCYPART_ARC
(21,33),-0.184609 # DEPENDENCYPART_ARC
(22,1),-0.340504 # DEPENDENCYPART_ARC
(22,2),-0.96599 # DEPENDENCYPART_ARC
(22,3),-1.16393 # DEPENDENCYPART_ARC
(22,4),-1.07816 # DEPENDENCYPART_ARC
(22,5),0.115936 # DEPENDENCYPART_ARC
(22,6),-0.575001 # DEPENDENCYPART_ARC
(22,7),-0.899686 # DEPENDENCYPART_ARC
(22,8),-0.803065 # DEPENDENCYPART_ARC
(22,9),-0.0700313 # DEPENDENCYPART_ARC
(22,10),-0.938539 # DEPENDENCYPART_ARC
(22,11),-0.472854 # DEPENDENCYPART_ARC
(22,12),-0.278256 # DEPENDENCYPART_ARC
(22,13),-0.571094 # DEPENDENCYPART_ARC
(22,14),-0.566177 # DEPENDENCYPART_ARC
(22,15),-0.101134 # DEPENDENCYPART_ARC
(22,16),0.00340411 # DEPENDENCYPART_ARC
(22,17),0.888633 # DEPENDENCYPART_ARC
(22,18),0.23962 # DEPENDENCYPART_ARC
(22,19),-0.00813094 # DEPENDENCYPART_ARC
(22,20),0.502237 # DEPENDENCYPART_ARC
(22,21),1.42534 # DEPENDENCYPART_ARC
(22,23),3.19364 # DEPENDENCYPART_ARC
(22,24),0.0874274 # DEPENDENCYPART_ARC
(22,25),-0.449268 # DEPENDENCYPART_ARC
(22,26),0.466756 # DEPENDENCYPART_ARC
(22,27),-0.831223 # DEPENDENCYPART_ARC
(22,28),-0.444645 # DEPENDENCYPART_ARC
(22,29),-0.0596288 # DEPENDENCYPART_ARC
(22,30),-0.966494 # DEPENDENCYPART_ARC
(22,31),-1.18179 # DEPENDENCYPART_ARC
(22,32),-0.923924 # DEPENDENCYPART_ARC
(22,33),0.697364 # DEPENDENCYPART_ARC
(23,1),-3.61551 # DEPENDENCYPART_ARC
(23,2),-3.35567 # DEPENDENCYPART_ARC
(23,3),-1.27884 # DEPENDENCYPART_ARC
(23,4),-1.81123 # DEPENDENCYPART_ARC
(23,5),-3.57943 # DEPENDENCYPART_ARC
(23,6),-1.16712 # DEPENDENCYPART_ARC
(23,7),-1.92296 # DEPENDENCYPART_ARC
(23,8),-2.56498 # DEPENDENCYPART_ARC
(23,9),-0.693106 # DEPENDENCYPART_ARC
(23,10),-2.6018 # DEPENDENCYPART_ARC
(23,11),-2.67034 # DEPENDENCYPART_ARC
(23,12),-0.964185 # DEPENDENCYPART_ARC
(23,13),-1.72118 # DEPENDENCYPART_ARC
(23,14),-1.91044 # DEPENDENCYPART_ARC
(23,15),-0.638986 # DEPENDENCYPART_ARC
(23,16),0.0385826 # DEPENDENCYPART_ARC
(23,17),-3.5265 # DEPENDENCYPART_ARC
(23,18),-0.972416 # DEPENDENCYPART_ARC
(23,19),-1.44918 # DEPENDENCYPART_ARC
(23,20),-0.215549 # DEPENDENCYPART_ARC
(23,21),0.584681 # DEPENDENCYPART_ARC
(23,22),0.500746 # DEPENDENCYPART_ARC
(23,24),2.92644 # DEPENDENCYPART_ARC
(23,25),0.55297 # DEPENDENCYPART_ARC
(23,26),1.78967 # DEPENDENCYPART_ARC
(23,27),-0.417991 # DEPENDENCYPART_ARC
(23,28),-0.488511 # DEPENDENCYPART_ARC
(23,29),0.292247 # DEPENDENCYPART_ARC
(23,30),-0.832049 # DEPENDENCYPART_ARC
(23,31),-2.06591 # DEPENDENCYPART_ARC
(23,32),-0.773537 # DEPENDENCYPART_ARC
(23,33),0.593515 # DEPENDENCYPART_ARC
(24,1),-5.47295 # DEPENDENCYPART_ARC
(24,2),-3.02323 # DEPENDENCYPART_ARC
(24,3),-1.35109 # DEPENDENCYPART_ARC
(24,4),-2.16781 # DEPENDENCYPART_ARC
(24,5),-2.85094 # DEPENDENCYPART_ARC
(24,6),-1.13038 # DEPENDENCYPART_ARC
(24,7),-1.73318 # DEPENDENCYPART_ARC
(24,8),-1.75622 # DEPENDENCYPART_ARC
(24,9),-1.25037 # DEPENDENCYPART_ARC
(24,10),-1.97536 # DEPENDENCYPART_ARC
(24,11),-2.64291 # DEPENDENCYPART_ARC
(24,12),-1.01806 # DEPENDENCYPART_ARC
(24,13),-1.29073 # DEPENDENCYPART_ARC
(24,14),-1.50499 # DEPENDENCYPART_ARC
(24,15),-0.888183 # DEPENDENCYPART_ARC
(24,16),-0.876756 # DEPENDENCYPART_ARC
(24,17),-3.51288 # DEPENDENCYPART_ARC
(24,18),-1.21793 # DEPENDENCYPART_ARC
(24,19),0.242496 # DEPENDENCYPART_ARC
(24,20),-0.849234 # DEPENDENCYPART_ARC
(24,21),-0.42531 # DEPENDENCYPART_ARC
(24,22),-0.0400456 # DEPENDENCYPART_ARC
(24,23),-2.78374 # DEPENDENCYPART_ARC
(24,25),0.878379 # DEPENDENCYPART_ARC
(24,26),0.387189 # DEPENDENCYPART_ARC
(24,27),-0.147681 # DEPENDENCYPART_ARC
(24,28),-1.22007 # DEPENDENCYPART_ARC
(24,29),-0.0970097 # DEPENDENCYPART_ARC
(24,30),-0.564958 # DEPENDENCYPART_ARC
(24,31),-1.93321 # DEPENDENCYPART_ARC
(24,32),-1.12308 # DEPENDENCYPART_ARC
(24,33),-0.134752 # DEPENDENCYPART_ARC
(25,1),-1.99795 # DEPENDENCYPART_ARC
(25,2),-2.02981 # DEPENDENCYPART_ARC
(25,3),-1.57733 # DEPENDENCYPART_ARC
(25,4),-2.09024 # DEPENDENCYPART_ARC
(25,5),-1.72854 # DEPENDENCYPART_ARC
(25,6),-1.41156 # DEPENDENCYPART_ARC
(25,7),-1.25914 # DEPENDENCYPART_ARC
(25,8),-1.88297 # DEPENDENCYPART_ARC
(25,9),-1.4737 # DEPENDENCYPART_ARC
(25,10),-1.33676 # DEPENDENCYPART_ARC
(25,11),-1.88046 # DEPENDENCYPART_ARC
(25,12),-1.29878 # DEPENDENCYPART_ARC
(25,13),-1.22189 # DEPENDENCYPART_ARC
(25,14),-1.80023 # DEPENDENCYPART_ARC
(25,15),-1.32625 # DEPENDENCYPART_ARC
(25,16),-1.25694 # DEPENDENCYPART_ARC
(25,17),-1.63666 # DEPENDENCYPART_ARC
(25,18),-1.47633 # DEPENDENCYPART_ARC
(25,19),-1.04222 # DEPENDENCYPART_ARC
(25,20),-1.47004 # DEPENDENCYPART_ARC
(25,21),-0.953431 # DEPENDENCYPART_ARC
(25,22),-0.754085 # DEPENDENCYPART_ARC
(25,23),-0.665359 # DEPENDENCYPART_ARC
(25,24),-0.0734709 # DEPENDENCYPART_ARC
(25,26),0.571292 # DEPENDENCYPART_ARC
(25,27),-0.445912 # DEPENDENCYPART_ARC
(25,28),-0.509946 # DEPENDENCYPART_ARC
(25,29),-0.511945 # DEPENDENCYPART_ARC
(25,30),-0.972952 # DEPENDENCYPART_ARC
(25,31),-1.44234 # DEPENDENCYPART_ARC
(25,32),-1.12338 # DEPENDENCYPART_ARC
(25,33),-0.406685 # DEPENDENCYPART_ARC
(26,1),-2.96331 # DEPENDENCYPART_ARC
(26,2),-4.29171 # DEPENDENCYPART_ARC
(26,3),-1.26572 # DEPENDENCYPART_ARC
(26,4),-2.37759 # DEPENDENCYPART_ARC
(26,5),-2.8955 # DEPENDENCYPART_ARC
(26,6),-0.827256 # DEPENDENCYPART_ARC
(26,7),-1.36322 # DEPENDENCYPART_ARC
(26,8),-3.29583 # DEPENDENCYPART_ARC
(26,9),-0.599298 # DEPENDENCYPART_ARC
(26,10),-1.85266 # DEPENDENCYPART_ARC
(26,11),-3.25852 # DEPENDENCYPART_ARC
(26,12),-0.787723 # DEPENDENCYPART_ARC
(26,13),-1.25251 # DEPENDENCYPART_ARC
(26,14),-2.97049 # DEPENDENCYPART_ARC
(26,15),-0.625182 # DEPENDENCYPART_ARC
(26,16),-0.1121 # DEPENDENCYPART_ARC
(26,17),-5.28476 # DEPENDENCYPART_ARC
(26,18),-0.642913 # DEPENDENCYPART_ARC
(26,19),-0.756931 # DEPENDENCYPART_ARC
(26,20),-2.18122 # DEPENDENCYPART_ARC
(26,21),-0.328441 # DEPENDENCYPART_ARC
(26,22),0.311156 # DEPENDENCYPART_ARC
(26,23),-2.44808 # DEPENDENCYPART_ARC
(26,24),-1.62858 # DEPENDENCYPART_ARC
(26,25),2.63874 # DEPENDENCYPART_ARC
(26,27),1.02838 # DEPENDENCYPART_ARC
(26,28),2.37206 # DEPENDENCYPART_ARC
(26,29),0.844005 # DEPENDENCYPART_ARC
(26,30),-0.134695 # DEPENDENCYPART_ARC
(26,31),-1.22547 # DEPENDENCYPART_ARC
(26,32),-0.329505 # DEPENDENCYPART_ARC
(26,33),0.643045 # DEPENDENCYPART_ARC
(27,1),-2.23566 # DEPENDENCYPART_ARC
(27,2),-2.26497 # DEPENDENCYPART_ARC
(27,3),-1.84746 # DEPENDENCYPART_ARC
(27,4),-2.36051 # DEPENDENCYPART_ARC
(27,5),-2.15454 # DEPENDENCYPART_ARC
(27,6),-1.81696 # DEPENDENCYPART_ARC
(27,7),-1.45133 # DEPENDENCYPART_ARC
(27,8),-2.07468 # DEPENDENCYPART_ARC
(27,9),-1.73164 # DEPENDENCYPART_ARC
(27,10),-1.58401 # DEPENDENCYPART_ARC
(27,11),-2.08515 # DEPENDENCYPART_ARC
(27,12),-1.50136 # DEPENDENCYPART_ARC
(27,13),-1.50423 # DEPENDENCYPART_ARC
(27,14),-2.10304 # DEPENDENCYPART_ARC
(27,15),-1.56898 # DEPENDENCYPART_ARC
(27,16),-1.59124 # DEPENDENCYPART_ARC
(27,17),-2.01314 # DEPENDENCYPART_ARC
(27,18),-1.76532 # DEPENDENCYPART_ARC
(27,19),-1.40904 # DEPENDENCYPART_ARC
(27,20),-1.89289 # DEPENDENCYPART_ARC
(27,21),-1.35545 # DEPENDENCYPART_ARC
(27,22),-1.32522 # DEPENDENCYPART_ARC
(27,23),-1.60279 # DEPENDENCYPART_ARC
(27,24),-1.36775 # DEPENDENCYPART_ARC
(27,25),-0.564361 # DEPENDENCYPART_ARC
(27,26),-0.486477 # DEPENDENCYPART_ARC
(27,28),0.38607 # DEPENDENCYPART_ARC
(27,29),-0.485844 # DEPENDENCYPART_ARC
(27,30),-0.866872 # DEPENDENCYPART_ARC
(27,31),-1.41288 # DEPENDENCYPART_ARC
(27,32),-1.08971 # DEPENDENCYPART_ARC
(27,33),-0.50408 # DEPENDENCYPART_ARC
(28,1),-3.58652 # DEPENDENCYPART_ARC
(28,2),-4.00222 # DEPENDENCYPART_ARC
(28,3),-1.33406 # DEPENDENCYPART_ARC
(28,4),-2.17935 # DEPENDENCYPART_ARC
(28,5),-3.80218 # DEPENDENCYPART_ARC
(28,6),-1.25284 # DEPENDENCYPART_ARC
(28,7),-1.41016 # DEPENDENCYPART_ARC
(28,8),-2.93242 # DEPENDENCYPART_ARC
(28,9),-0.96638 # DEPENDENCYPART_ARC
(28,10),-1.99742 # DEPENDENCYPART_ARC
(28,11),-3.09565 # DEPENDENCYPART_ARC
(28,12),-0.955142 # DEPENDENCYPART_ARC
(28,13),-1.03492 # DEPENDENCYPART_ARC
(28,14),-2.7743 # DEPENDENCYPART_ARC
(28,15),-1.11739 # DEPENDENCYPART_ARC
(28,16),-0.360292 # DEPENDENCYPART_ARC
(28,17),-5.2285 # DEPENDENCYPART_ARC
(28,18),-2.09417 # DEPENDENCYPART_ARC
(28,19),-0.7078 # DEPENDENCYPART_ARC
(28,20),-1.65704 # DEPENDENCYPART_ARC
(28,21),-0.71384 # DEPENDENCYPART_ARC
(28,22),0.280135 # DEPENDENCYPART_ARC
(28,23),-3.15163 # DEPENDENCYPART_ARC
(28,24),-1.55307 # DEPENDENCYPART_ARC
(28,25),1.07922 # DEPENDENCYPART_ARC
(28,26),-3.23012 # DEPENDENCYPART_ARC
(28,27),2.70827 # DEPENDENCYPART_ARC
(28,29),1.30887 # DEPENDENCYPART_ARC
(28,30),0.43441 # DEPENDENCYPART_ARC
(28,31),-0.356201 # DEPENDENCYPART_ARC
(28,32),0.548042 # DEPENDENCYPART_ARC
(28,33),0.179733 # DEPENDENCYPART_ARC
(29,1),-0.959996 # DEPENDENCYPART_ARC
(29,2),-1.58152 # DEPENDENCYPART_ARC
(29,3),-1.9726 # DEPENDENCYPART_ARC
(29,4),-1.60675 # DEPENDENCYPART_ARC
(29,5),-0.479599 # DEPENDENCYPART_ARC
(29,6),-0.761516 # DEPENDENCYPART_ARC
(29,7),-1.39021 # DEPENDENCYPART_ARC
(29,8),-1.13708 # DEPENDENCYPART_ARC
(29,9),-0.126642 # DEPENDENCYPART_ARC
(29,10),-1.25354 # DEPENDENCYPART_ARC
(29,11),-0.691568 # DEPENDENCYPART_ARC
(29,12),-0.493924 # DEPENDENCYPART_ARC
(29,13),-1.00297 # DEPENDENCYPART_ARC
(29,14),-0.837425 # DEPENDENCYPART_ARC
(29,15),-0.285616 # DEPENDENCYPART_ARC
(29,16),-0.527223 # DEPENDENCYPART_ARC
(29,17),0.290057 # DEPENDENCYPART_ARC
(29,18),-0.358853 # DEPENDENCYPART_ARC
(29,19),-1.1186 # DEPENDENCYPART_ARC
(29,20),-0.757534 # DEPENDENCYPART_ARC
(29,21),0.199801 # DEPENDENCYPART_ARC
(29,22),-0.145413 # DEPENDENCYPART_ARC
(29,23),0.433437 # DEPENDENCYPART_ARC
(29,24),-0.562351 # DEPENDENCYPART_ARC
(29,25),-0.290614 # DEPENDENCYPART_ARC
(29,26),0.682689 # DEPENDENCYPART_ARC
(29,27),0.164129 # DEPENDENCYPART_ARC
(29,28),2.01064 # DEPENDENCYPART_ARC
(29,30),0.997911 # DEPENDENCYPART_ARC
(29,31),0.857749 # DEPENDENCYPART_ARC
(29,32),1.95633 # DEPENDENCYPART_ARC
(29,33),0.866933 # DEPENDENCYPART_ARC
(30,1),-2.23927 # DEPENDENCYPART_ARC
(30,2),-2.34004 # DEPENDENCYPART_ARC
(30,3),-1.93483 # DEPENDENCYPART_ARC
(30,4),-2.42549 # DEPENDENCYPART_ARC
(30,5),-2.24013 # DEPENDENCYPART_ARC
(30,6),-1.9634 # DEPENDENCYPART_ARC
(30,7),-1.71474 # DEPENDENCYPART_ARC
(30,8),-2.27734 # DEPENDENCYPART_ARC
(30,9),-1.92429 # DEPENDENCYPART_ARC
(30,10),-1.62179 # DEPENDENCYPART_ARC
(30,11),-2.10818 # DEPENDENCYPART_ARC
(30,12),-1.6083 # DEPENDENCYPART_ARC
(30,13),-1.57442 # DEPENDENCYPART_ARC
(30,14),-2.11864 # DEPENDENCYPART_ARC
(30,15),-1.65547 # DEPENDENCYPART_ARC
(30,16),-1.73079 # DEPENDENCYPART_ARC
(30,17),-2.11792 # DEPENDENCYPART_ARC
(30,18),-2.02218 # DEPENDENCYPART_ARC
(30,19),-1.65771 # DEPENDENCYPART_ARC
(30,20),-2.17227 # DEPENDENCYPART_ARC
(30,21),-1.55754 # DEPENDENCYPART_ARC
(30,22),-1.54512 # DEPENDENCYPART_ARC
(30,23),-1.91951 # DEPENDENCYPART_ARC
(30,24),-1.98232 # DEPENDENCYPART_ARC
(30,25),-1.43891 # DEPENDENCYPART_ARC
(30,26),-1.70328 # DEPENDENCYPART_ARC
(30,27),-1.05834 # DEPENDENCYPART_ARC
(30,28),-0.958201 # DEPENDENCYPART_ARC
(30,29),-0.229368 # DEPENDENCYPART_ARC
(30,31),0.47223 # DEPENDENCYPART_ARC
(30,32),0.271584 # DEPENDENCYPART_ARC
(30,33),0.0266825 # DEPENDENCYPART_ARC
(31,1),-3.73184 # DEPENDENCYPART_ARC
(31,2),-3.37182 # DEPENDENCYPART_ARC
(31,3),-2.05712 # DEPENDENCYPART_ARC
(31,4),-2.34947 # DEPENDENCYPART_ARC
(31,5),-2.98528 # DEPENDENCYPART_ARC
(31,6),-1.87844 # DEPENDENCYPART_ARC
(31,7),-2.70898 # DEPENDENCYPART_ARC
(31,8),-3.18939 # DEPENDENCYPART_ARC
(31,9),-1.81495 # DEPENDENCYPART_ARC
(31,10),-2.48611 # DEPENDENCYPART_ARC
(31,11),-3.18472 # DEPENDENCYPART_ARC
(31,12),-1.48755 # DEPENDENCYPART_ARC
(31,13),-2.23875 # DEPENDENCYPART_ARC
(31,14),-3.02645 # DEPENDENCYPART_ARC
(31,15),-1.64453 # DEPENDENCYPART_ARC
(31,16),-1.79013 # DEPENDENCYPART_ARC
