# _root_ Επισκεφθείτε επίσης το Απολιθωμένο Δάσος , το μεγαλύτερο στην Ευρώπη , που δημιουργήθηκε από μια ηφαιστιακή έκρηξη πριν από περίπου 15 με 20 εκατομμύρια χρόνια .
#goldHeads=0,1,5,5,1,1,8,5,8,9,13,13,5,13,17,17,14,13,18,22,22,25,22,25,19,0,
#predictedHeads=0,1,5,5,6,1,8,5,8,9,13,13,10,13,17,17,14,17,18,19,19,18,24,25,22,0,
(23,24),0.443896 # DEPENDENCYPART_ARC
(23,25),0.681605 # DEPENDENCYPART_ARC
(23,26),0.191956 # DEPENDENCYPART_ARC
(24,1),-2.93075 # DEPENDENCYPART_ARC
(24,2),-1.33632 # DEPENDENCYPART_ARC
(24,3),-1.93532 # DEPENDENCYPART_ARC
(24,4),-1.70629 # DEPENDENCYPART_ARC
(24,5),-0.932536 # DEPENDENCYPART_ARC
(24,6),-0.797254 # DEPENDENCYPART_ARC
(24,7),-1.55157 # DEPENDENCYPART_ARC
(24,8),-0.964518 # DEPENDENCYPART_ARC
(24,9),-1.61523 # DEPENDENCYPART_ARC
(24,10),-1.76356 # DEPENDENCYPART_ARC
(24,11),-0.790828 # DEPENDENCYPART_ARC
(24,12),-1.76972 # DEPENDENCYPART_ARC
(24,13),-3.27282 # DEPENDENCYPART_ARC
(24,14),-0.291395 # DEPENDENCYPART_ARC
(24,15),-1.10331 # DEPENDENCYPART_ARC
(24,16),-1.31753 # DEPENDENCYPART_ARC
(24,17),-1.21804 # DEPENDENCYPART_ARC
(24,18),0.0343149 # DEPENDENCYPART_ARC
(24,19),-0.00781342 # DEPENDENCYPART_ARC
(24,20),0.386816 # DEPENDENCYPART_ARC
(24,21),0.622601 # DEPENDENCYPART_ARC
(24,22),0.605975 # DEPENDENCYPART_ARC
(24,23),1.81494 # DEPENDENCYPART_ARC
(24,25),0.41951 # DEPENDENCYPART_ARC
(24,26),-0.190658 # DEPENDENCYPART_ARC
(25,1),-2.59385 # DEPENDENCYPART_ARC
(25,2),-1.20065 # DEPENDENCYPART_ARC
(25,3),-3.17952 # DEPENDENCYPART_ARC
(25,4),0.649098 # DEPENDENCYPART_ARC
(25,5),-2.48318 # DEPENDENCYPART_ARC
(25,6),-0.412781 # DEPENDENCYPART_ARC
(25,7),-2.50027 # DEPENDENCYPART_ARC
(25,8),-2.23551 # DEPENDENCYPART_ARC
(25,9),-1.98523 # DEPENDENCYPART_ARC
(25,10),-2.6003 # DEPENDENCYPART_ARC
(25,11),-0.539512 # DEPENDENCYPART_ARC
(25,12),-2.91946 # DEPENDENCYPART_ARC
(25,13),-2.05241 # DEPENDENCYPART_ARC
(25,14),-0.511883 # DEPENDENCYPART_ARC
(25,15),-0.71375 # DEPENDENCYPART_ARC
(25,16),-1.09247 # DEPENDENCYPART_ARC
(25,17),-2.24714 # DEPENDENCYPART_ARC
(25,18),-0.210395 # DEPENDENCYPART_ARC
(25,19),-0.29773 # DEPENDENCYPART_ARC
(25,20),0.363276 # DEPENDENCYPART_ARC
(25,21),0.465192 # DEPENDENCYPART_ARC
(25,22),0.340182 # DEPENDENCYPART_ARC
(25,23),1.68041 # DEPENDENCYPART_ARC
(25,24),3.62053 # DEPENDENCYPART_ARC
(25,26),0.138512 # DEPENDENCYPART_ARC
(26,1),-3.18252 # DEPENDENCYPART_ARC
(26,2),-2.46947 # DEPENDENCYPART_ARC
(26,4),-3.06931 # DEPENDENCYPART_ARC
(26,5),-3.40766 # DEPENDENCYPART_ARC
(26,6),-2.73748 # DEPENDENCYPART_ARC
(26,8),-2.66578 # DEPENDENCYPART_ARC
(26,9),-2.78462 # DEPENDENCYPART_ARC
(26,10),-3.03949 # DEPENDENCYPART_ARC
(26,11),-2.6783 # DEPENDENCYPART_ARC
(26,12),-2.42232 # DEPENDENCYPART_ARC
(26,13),-2.62142 # DEPENDENCYPART_ARC
(26,14),-2.11521 # DEPENDENCYPART_ARC
(26,15),-2.20255 # DEPENDENCYPART_ARC
(26,16),-2.37531 # DEPENDENCYPART_ARC
(26,17),-2.46555 # DEPENDENCYPART_ARC
(26,18),-1.96238 # DEPENDENCYPART_ARC
(26,19),-1.78986 # DEPENDENCYPART_ARC
(26,20),-1.87824 # DEPENDENCYPART_ARC
(26,21),-2.01076 # DEPENDENCYPART_ARC
(26,22),-1.95053 # DEPENDENCYPART_ARC
(26,23),-1.666 # DEPENDENCYPART_ARC
(26,24),-1.71219 # DEPENDENCYPART_ARC
(26,25),-1.85186 # DEPENDENCYPART_ARC
