# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,4,11,6,13,11,6,13,19,13,17,17,13,19,4,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(20,12),0.59811 # DEPENDENCYPART_ARC
(20,13),-2.70838 # DEPENDENCYPART_ARC
(20,14),0.0616681 # DEPENDENCYPART_ARC
(20,15),-0.97489 # DEPENDENCYPART_ARC
(20,16),0.150627 # DEPENDENCYPART_ARC
(20,17),1.04078 # DEPENDENCYPART_ARC
(20,18),1.27541 # DEPENDENCYPART_ARC
(20,19),1.05999 # DEPENDENCYPART_ARC
(20,21),1.38222 # DEPENDENCYPART_ARC
(20,22),0.891504 # DEPENDENCYPART_ARC
(20,23),-0.113615 # DEPENDENCYPART_ARC
(20,24),1.08315 # DEPENDENCYPART_ARC
(20,25),0.505651 # DEPENDENCYPART_ARC
(20,26),1.77752 # DEPENDENCYPART_ARC
(20,27),-0.734747 # DEPENDENCYPART_ARC
(20,28),-2.46815 # DEPENDENCYPART_ARC
(20,29),-2.45645 # DEPENDENCYPART_ARC
(20,30),-1.95074 # DEPENDENCYPART_ARC
(20,31),-2.56691 # DEPENDENCYPART_ARC
(20,32),-2.41571 # DEPENDENCYPART_ARC
(20,33),-0.368181 # DEPENDENCYPART_ARC
(21,1),-2.17646 # DEPENDENCYPART_ARC
(21,2),-1.53895 # DEPENDENCYPART_ARC
(21,3),-3.52903 # DEPENDENCYPART_ARC
(21,4),-1.53987 # DEPENDENCYPART_ARC
(21,6),-2.42804 # DEPENDENCYPART_ARC
(21,7),-2.76646 # DEPENDENCYPART_ARC
(21,8),-2.04634 # DEPENDENCYPART_ARC
(21,9),-1.48117 # DEPENDENCYPART_ARC
(21,10),-2.49031 # DEPENDENCYPART_ARC
(21,11),-2.23496 # DEPENDENCYPART_ARC
(21,12),-1.32344 # DEPENDENCYPART_ARC
(21,13),-3.02873 # DEPENDENCYPART_ARC
(21,14),-1.47534 # DEPENDENCYPART_ARC
(21,15),-1.48996 # DEPENDENCYPART_ARC
(21,16),-1.7946 # DEPENDENCYPART_ARC
(21,17),-1.62165 # DEPENDENCYPART_ARC
(21,18),-0.867235 # DEPENDENCYPART_ARC
(21,19),-0.486126 # DEPENDENCYPART_ARC
(21,20),-1.27901 # DEPENDENCYPART_ARC
(21,22),0.112594 # DEPENDENCYPART_ARC
(21,23),-1.19741 # DEPENDENCYPART_ARC
(21,24),-0.468939 # DEPENDENCYPART_ARC
(21,25),-0.575962 # DEPENDENCYPART_ARC
(21,26),-1.15442 # DEPENDENCYPART_ARC
(21,27),-1.98455 # DEPENDENCYPART_ARC
(21,28),-2.28726 # DEPENDENCYPART_ARC
(21,29),-2.27916 # DEPENDENCYPART_ARC
(21,30),-1.83504 # DEPENDENCYPART_ARC
(21,31),-2.32829 # DEPENDENCYPART_ARC
(21,32),-2.24703 # DEPENDENCYPART_ARC
(21,33),-1.26881 # DEPENDENCYPART_ARC
(22,1),-0.606785 # DEPENDENCYPART_ARC
(22,2),0.0582341 # DEPENDENCYPART_ARC
(22,3),-0.744055 # DEPENDENCYPART_ARC
(22,4),-1.15116 # DEPENDENCYPART_ARC
(22,5),0.0259157 # DEPENDENCYPART_ARC
(22,6),-0.867228 # DEPENDENCYPART_ARC
(22,7),-0.500266 # DEPENDENCYPART_ARC
(22,8),-0.150709 # DEPENDENCYPART_ARC
(22,9),-0.766876 # DEPENDENCYPART_ARC
(22,10),-0.368139 # DEPENDENCYPART_ARC
(22,11),-0.340444 # DEPENDENCYPART_ARC
(22,12),0.0850213 # DEPENDENCYPART_ARC
(22,13),-0.173298 # DEPENDENCYPART_ARC
(22,14),0.227286 # DEPENDENCYPART_ARC
(22,15),-0.0850777 # DEPENDENCYPART_ARC
(22,16),0.610976 # DEPENDENCYPART_ARC
(22,17),0.525222 # DEPENDENCYPART_ARC
(22,18),0.221736 # DEPENDENCYPART_ARC
(22,19),0.98981 # DEPENDENCYPART_ARC
(22,20),1.01201 # DEPENDENCYPART_ARC
(22,21),2.8211 # DEPENDENCYPART_ARC
(22,23),3.92472 # DEPENDENCYPART_ARC
(22,24),0.557493 # DEPENDENCYPART_ARC
(22,25),0.367459 # DEPENDENCYPART_ARC
(22,26),0.402765 # DEPENDENCYPART_ARC
(22,27),-1.21355 # DEPENDENCYPART_ARC
(22,28),-1.34096 # DEPENDENCYPART_ARC
(22,29),-0.0779122 # DEPENDENCYPART_ARC
(22,30),-2.10689 # DEPENDENCYPART_ARC
(22,31),-1.39537 # DEPENDENCYPART_ARC
(22,32),-2.28062 # DEPENDENCYPART_ARC
(22,33),-0.431213 # DEPENDENCYPART_ARC
(23,1),-1.69852 # DEPENDENCYPART_ARC
(23,2),-1.32078 # DEPENDENCYPART_ARC
(23,3),-4.94327 # DEPENDENCYPART_ARC
(23,4),-1.09872 # DEPENDENCYPART_ARC
(23,6),-4.10399 # DEPENDENCYPART_ARC
(23,7),-1.7532 # DEPENDENCYPART_ARC
(23,8),-1.24741 # DEPENDENCYPART_ARC
(23,9),-1.20546 # DEPENDENCYPART_ARC
(23,10),-1.64003 # DEPENDENCYPART_ARC
(23,11),-1.09904 # DEPENDENCYPART_ARC
(23,12),-1.11208 # DEPENDENCYPART_ARC
(23,13),-4.62645 # DEPENDENCYPART_ARC
(23,14),-0.824589 # DEPENDENCYPART_ARC
(23,15),-0.935336 # DEPENDENCYPART_ARC
(23,16),-1.10935 # DEPENDENCYPART_ARC
(23,17),-0.838789 # DEPENDENCYPART_ARC
(23,18),-0.860767 # DEPENDENCYPART_ARC
(23,19),-0.638604 # DEPENDENCYPART_ARC
(23,20),-3.82424 # DEPENDENCYPART_ARC
(23,21),0.999954 # DEPENDENCYPART_ARC
(23,22),0.807704 # DEPENDENCYPART_ARC
(23,24),0.0965494 # DEPENDENCYPART_ARC
(23,25),-0.364291 # DEPENDENCYPART_ARC
(23,26),-0.993116 # DEPENDENCYPART_ARC
(23,27),-1.74353 # DEPENDENCYPART_ARC
(23,28),-1.95902 # DEPENDENCYPART_ARC
(23,29),-1.2889 # DEPENDENCYPART_ARC
(23,30),-1.3055 # DEPENDENCYPART_ARC
(23,31),-2.15012 # DEPENDENCYPART_ARC
(23,32),-1.81621 # DEPENDENCYPART_ARC
(23,33),-1.0637 # DEPENDENCYPART_ARC
(24,1),-1.00033 # DEPENDENCYPART_ARC
(24,2),-1.24888 # DEPENDENCYPART_ARC
(24,3),-3.52777 # DEPENDENCYPART_ARC
(24,4),-0.963473 # DEPENDENCYPART_ARC
(24,5),-1.03838 # DEPENDENCYPART_ARC
(24,6),-3.28197 # DEPENDENCYPART_ARC
(24,7),-1.24965 # DEPENDENCYPART_ARC
(24,8),-0.59289 # DEPENDENCYPART_ARC
(24,9),-0.395741 # DEPENDENCYPART_ARC
(24,10),-0.703166 # DEPENDENCYPART_ARC
(24,11),-1.16762 # DEPENDENCYPART_ARC
(24,12),-0.934248 # DEPENDENCYPART_ARC
(24,13),-2.22081 # DEPENDENCYPART_ARC
(24,14),-0.581418 # DEPENDENCYPART_ARC
(24,15),1.01078 # DEPENDENCYPART_ARC
(24,16),-0.584615 # DEPENDENCYPART_ARC
(24,17),-1.14773 # DEPENDENCYPART_ARC
(24,18),-0.523082 # DEPENDENCYPART_ARC
(24,19),0.104224 # DEPENDENCYPART_ARC
(24,20),-1.26515 # DEPENDENCYPART_ARC
(24,21),-0.215165 # DEPENDENCYPART_ARC
(24,22),2.18128 # DEPENDENCYPART_ARC
(24,23),3.02774 # DEPENDENCYPART_ARC
(24,25),0.291667 # DEPENDENCYPART_ARC
(24,26),-0.848908 # DEPENDENCYPART_ARC
(24,27),-0.955113 # DEPENDENCYPART_ARC
(24,28),-1.38208 # DEPENDENCYPART_ARC
(24,29),-1.23164 # DEPENDENCYPART_ARC
(24,30),-0.655909 # DEPENDENCYPART_ARC
(24,31),-1.77845 # DEPENDENCYPART_ARC
(24,32),-1.04508 # DEPENDENCYPART_ARC
(24,33),-0.775921 # DEPENDENCYPART_ARC
(25,1),-1.36787 # DEPENDENCYPART_ARC
(25,3),-1.28165 # DEPENDENCYPART_ARC
(25,4),-1.16465 # DEPENDENCYPART_ARC
(25,5),-0.443568 # DEPENDENCYPART_ARC
(25,6),-0.789414 # DEPENDENCYPART_ARC
(25,8),-1.01374 # DEPENDENCYPART_ARC
(25,9),-0.6393 # DEPENDENCYPART_ARC
(25,11),-1.53962 # DEPENDENCYPART_ARC
(25,13),-0.604122 # DEPENDENCYPART_ARC
(25,14),-0.807259 # DEPENDENCYPART_ARC
(25,15),-0.946847 # DEPENDENCYPART_ARC
(25,16),-1.1001 # DEPENDENCYPART_ARC
(25,17),-0.696482 # DEPENDENCYPART_ARC
(25,18),-0.338697 # DEPENDENCYPART_ARC
(25,19),-0.405794 # DEPENDENCYPART_ARC
(25,20),-0.549106 # DEPENDENCYPART_ARC
(25,21),-0.719098 # DEPENDENCYPART_ARC
(25,22),-0.0867287 # DEPENDENCYPART_ARC
(25,23),-0.352148 # DEPENDENCYPART_ARC
(25,24),-0.255075 # DEPENDENCYPART_ARC
(25,26),-0.20183 # DEPENDENCYPART_ARC
(25,27),-0.536577 # DEPENDENCYPART_ARC
(25,29),-1.28671 # DEPENDENCYPART_ARC
(25,30),-0.912791 # DEPENDENCYPART_ARC
(25,32),-1.38533 # DEPENDENCYPART_ARC
(25,33),-0.754054 # DEPENDENCYPART_ARC
(26,1),-0.929942 # DEPENDENCYPART_ARC
(26,2),-0.508146 # DEPENDENCYPART_ARC
(26,3),-4.07409 # DEPENDENCYPART_ARC
(26,4),-0.336308 # DEPENDENCYPART_ARC
(26,5),-1.27013 # DEPENDENCYPART_ARC
(26,6),-6.23869 # DEPENDENCYPART_ARC
(26,7),-1.25872 # DEPENDENCYPART_ARC
(26,8),-0.914066 # DEPENDENCYPART_ARC
(26,9),-0.0341878 # DEPENDENCYPART_ARC
(26,10),-1.30494 # DEPENDENCYPART_ARC
(26,11),-2.77043 # DEPENDENCYPART_ARC
(26,12),-0.0991271 # DEPENDENCYPART_ARC
(26,13),-5.11983 # DEPENDENCYPART_ARC
(26,14),-0.952846 # DEPENDENCYPART_ARC
(26,15),-1.12832 # DEPENDENCYPART_ARC
(26,16),-2.86581 # DEPENDENCYPART_ARC
(26,17),-1.56058 # DEPENDENCYPART_ARC
(26,18),-0.342472 # DEPENDENCYPART_ARC
(26,19),0.581966 # DEPENDENCYPART_ARC
(26,20),-4.36421 # DEPENDENCYPART_ARC
(26,21),-2.86412 # DEPENDENCYPART_ARC
(26,22),0.32372 # DEPENDENCYPART_ARC
(26,23),-1.37798 # DEPENDENCYPART_ARC
(26,24),-1.09673 # DEPENDENCYPART_ARC
(26,25),1.12188 # DEPENDENCYPART_ARC
(26,27),2.91796 # DEPENDENCYPART_ARC
(26,28),-1.64388 # DEPENDENCYPART_ARC
(26,29),-1.92954 # DEPENDENCYPART_ARC
(26,30),-1.25122 # DEPENDENCYPART_ARC
(26,31),-2.41473 # DEPENDENCYPART_ARC
(26,32),-2.53279 # DEPENDENCYPART_ARC
(26,33),0.472266 # DEPENDENCYPART_ARC
(27,1),-1.4276 # DEPENDENCYPART_ARC
(27,2),-1.73132 # DEPENDENCYPART_ARC
(27,3),-3.84593 # DEPENDENCYPART_ARC
(27,4),-1.50593 # DEPENDENCYPART_ARC
(27,5),-1.61905 # DEPENDENCYPART_ARC
(27,6),-3.76751 # DEPENDENCYPART_ARC
(27,7),-2.05108 # DEPENDENCYPART_ARC
(27,8),-1.1699 # DEPENDENCYPART_ARC
(27,9),-1.05621 # DEPENDENCYPART_ARC
(27,10),-1.40802 # DEPENDENCYPART_ARC
(27,11),-1.80987 # DEPENDENCYPART_ARC
(27,12),-1.494 # DEPENDENCYPART_ARC
(27,13),-2.54749 # DEPENDENCYPART_ARC
(27,14),-1.21039 # DEPENDENCYPART_ARC
(27,15),0.03726 # DEPENDENCYPART_ARC
(27,16),-1.74925 # DEPENDENCYPART_ARC
(27,17),-1.84408 # DEPENDENCYPART_ARC
(27,18),-1.12859 # DEPENDENCYPART_ARC
(27,19),-0.73223 # DEPENDENCYPART_ARC
(27,20),-2.27071 # DEPENDENCYPART_ARC
(27,21),-2.14049 # DEPENDENCYPART_ARC
(27,22),0.249027 # DEPENDENCYPART_ARC
(27,23),0.338273 # DEPENDENCYPART_ARC
(27,24),-0.458387 # DEPENDENCYPART_ARC
(27,25),0.0520613 # DEPENDENCYPART_ARC
(27,26),0.412023 # DEPENDENCYPART_ARC
(27,28),0.776159 # DEPENDENCYPART_ARC
(27,29),0.914119 # DEPENDENCYPART_ARC
(27,30),2.39742 # DEPENDENCYPART_ARC
(27,31),-0.273395 # DEPENDENCYPART_ARC
(27,32),1.50538 # DEPENDENCYPART_ARC
(27,33),0.441724 # DEPENDENCYPART_ARC
(28,1),-1.98531 # DEPENDENCYPART_ARC
(28,4),-1.49703 # DEPENDENCYPART_ARC
(28,8),-1.72956 # DEPENDENCYPART_ARC
(28,11),-2.9533 # DEPENDENCYPART_ARC
(28,14),-1.68243 # DEPENDENCYPART_ARC
(28,17),-2.53924 # DEPENDENCYPART_ARC
(28,19),-1.09616 # DEPENDENCYPART_ARC
(28,22),-0.99903 # DEPENDENCYPART_ARC
(28,24),-2.35951 # DEPENDENCYPART_ARC
(28,27),-1.2356 # DEPENDENCYPART_ARC
(28,30),0.0472674 # DEPENDENCYPART_ARC
(29,1),-2.66392 # DEPENDENCYPART_ARC
(29,2),-1.55342 # DEPENDENCYPART_ARC
(29,3),-3.65952 # DEPENDENCYPART_ARC
(29,4),-1.38635 # DEPENDENCYPART_ARC
(29,6),-2.73827 # DEPENDENCYPART_ARC
(29,7),-2.49701 # DEPENDENCYPART_ARC
(29,8),-2.45584 # DEPENDENCYPART_ARC
(29,9),-1.41802 # DEPENDENCYPART_ARC
(29,10),-2.08549 # DEPENDENCYPART_ARC
(29,11),-2.7766 # DEPENDENCYPART_ARC
(29,12),-1.4015 # DEPENDENCYPART_ARC
(29,13),-3.20181 # DEPENDENCYPART_ARC
(29,14),-1.98196 # DEPENDENCYPART_ARC
(29,15),-0.938139 # DEPENDENCYPART_ARC
(29,16),-2.48005 # DEPENDENCYPART_ARC
(29,17),-2.24722 # DEPENDENCYPART_ARC
(29,18),-1.40361 # DEPENDENCYPART_ARC
(29,19),-1.13069 # DEPENDENCYPART_ARC
(29,20),-2.99413 # DEPENDENCYPART_ARC
(29,21),-1.81912 # DEPENDENCYPART_ARC
(29,22),-0.824258 # DEPENDENCYPART_ARC
(29,23),-2.25495 # DEPENDENCYPART_ARC
(29,24),-2.06496 # DEPENDENCYPART_ARC
(29,25),-0.925194 # DEPENDENCYPART_ARC
(29,26),-1.07637 # DEPENDENCYPART_ARC
(29,27),-0.891805 # DEPENDENCYPART_ARC
(29,28),0.735896 # DEPENDENCYPART_ARC
(29,30),0.823046 # DEPENDENCYPART_ARC
(29,31),-0.605118 # DEPENDENCYPART_ARC
(29,32),-0.643219 # DEPENDENCYPART_ARC
(29,33),-0.464411 # DEPENDENCYPART_ARC
(30,1),-1.51345 # DEPENDENCYPART_ARC
(30,2),-1.74609 # DEPENDENCYPART_ARC
(30,3),-3.47338 # DEPENDENCYPART_ARC
(30,4),-1.61687 # DEPENDENCYPART_ARC
(30,5),-1.66064 # DEPENDENCYPART_ARC
(30,6),-3.92999 # DEPENDENCYPART_ARC
(30,7),-4.8377 # DEPENDENCYPART_ARC
(30,8),-1.46119 # DEPENDENCYPART_ARC
(30,9),-1.06132 # DEPENDENCYPART_ARC
(30,10),-3.94547 # DEPENDENCYPART_ARC
(30,11),-3.67822 # DEPENDENCYPART_ARC
(30,12),-1.52544 # DEPENDENCYPART_ARC
(30,13),-2.00248 # DEPENDENCYPART_ARC
(30,14),-1.17216 # DEPENDENCYPART_ARC
(30,15),-1.19855 # DEPENDENCYPART_ARC
(30,16),-3.3204 # DEPENDENCYPART_ARC
(30,17),-3.07412 # DEPENDENCYPART_ARC
(30,18),-1.20273 # DEPENDENCYPART_ARC
(30,19),-0.922412 # DEPENDENCYPART_ARC
(30,20),-2.12234 # DEPENDENCYPART_ARC
(30,21),-2.27833 # DEPENDENCYPART_ARC
(30,22),0.190586 # DEPENDENCYPART_ARC
(30,23),-2.86611 # DEPENDENCYPART_ARC
(30,24),-2.99918 # DEPENDENCYPART_ARC
(30,25),-0.743606 # DEPENDENCYPART_ARC
(30,26),-1.28514 # DEPENDENCYPART_ARC
(30,27),-1.51753 # DEPENDENCYPART_ARC
(30,28),3.23922 # DEPENDENCYPART_ARC
(30,29),3.41721 # DEPENDENCYPART_ARC
(30,31),-0.00191331 # DEPENDENCYPART_ARC
(30,32),2.09926 # DEPENDENCYPART_ARC
(30,33),-0.228834 # DEPENDENCYPART_ARC
(31,1),-2.15464 # DEPENDENCYPART_ARC
(31,4),-1.7691 # DEPENDENCYPART_ARC
(31,8),-2.22159 # DEPENDENCYPART_ARC
(31,11),-3.15566 # DEPENDENCYPART_ARC
(31,14),-1.89545 # DEPENDENCYPART_ARC
(31,17),-2.83101 # DEPENDENCYPART_ARC
(31,19),-1.42264 # DEPENDENCYPART_ARC
(31,22),-1.28656 # DEPENDENCYPART_ARC
(31,24),-2.80986 # DEPENDENCYPART_ARC
(31,27),-2.41657 # DEPENDENCYPART_ARC
(31,30),-1.05793 # DEPENDENCYPART_ARC
(32,1),-1.91252 # DEPENDENCYPART_ARC
(32,3),-3.64148 # DEPENDENCYPART_ARC
(32,4),-2.06296 # DEPENDENCYPART_ARC
(32,6),-4.17552 # DEPENDENCYPART_ARC
(32,7),-5.97885 # DEPENDENCYPART_ARC
(32,8),-1.81605 # DEPENDENCYPART_ARC
(32,9),-1.49744 # DEPENDENCYPART_ARC
(32,10),-5.35683 # DEPENDENCYPART_ARC
(32,11),-4.29746 # DEPENDENCYPART_ARC
(32,13),-2.13368 # DEPENDENCYPART_ARC
(32,14),-1.55876 # DEPENDENCYPART_ARC
(32,15),-2.41502 # DEPENDENCYPART_ARC
(32,16),-4.33862 # DEPENDENCYPART_ARC
(32,17),-3.60665 # DEPENDENCYPART_ARC
(32,18),-1.45655 # DEPENDENCYPART_ARC
(32,19),-1.32786 # DEPENDENCYPART_ARC
(32,20),-2.42284 # DEPENDENCYPART_ARC
(32,21),-3.32486 # DEPENDENCYPART_ARC
(32,22),-0.624991 # DEPENDENCYPART_ARC
(32,23),-3.48763 # DEPENDENCYPART_ARC
(32,24),-3.67596 # DEPENDENCYPART_ARC
(32,25),-1.31435 # DEPENDENCYPART_ARC
(32,26),-1.90451 # DEPENDENCYPART_ARC
(32,27),-2.40397 # DEPENDENCYPART_ARC
(32,28),0.933828 # DEPENDENCYPART_ARC
(32,29),0.340437 # DEPENDENCYPART_ARC
(32,30),-0.10474 # DEPENDENCYPART_ARC
(32,31),3.24384 # DEPENDENCYPART_ARC
(32,33),-0.438367 # DEPENDENCYPART_ARC
(33,1),-2.29132 # DEPENDENCYPART_ARC
(33,3),-3.21356 # DEPENDENCYPART_ARC
(33,4),-2.62998 # DEPENDENCYPART_ARC
(33,5),-2.06836 # DEPENDENCYPART_ARC
(33,6),-3.17527 # DEPENDENCYPART_ARC
(33,8),-2.29211 # DEPENDENCYPART_ARC
(33,9),-2.17465 # DEPENDENCYPART_ARC
(33,11),-3.40638 # DEPENDENCYPART_ARC
(33,13),-2.31734 # DEPENDENCYPART_ARC
(33,14),-1.85229 # DEPENDENCYPART_ARC
(33,15),-2.28354 # DEPENDENCYPART_ARC
(33,16),-2.51 # DEPENDENCYPART_ARC
(33,17),-2.55561 # DEPENDENCYPART_ARC
(33,18),-2.06635 # DEPENDENCYPART_ARC
(33,19),-2.11004 # DEPENDENCYPART_ARC
(33,20),-2.37335 # DEPENDENCYPART_ARC
(33,21),-2.40853 # DEPENDENCYPART_ARC
(33,22),-2.05932 # DEPENDENCYPART_ARC
(33,23),-2.30115 # DEPENDENCYPART_ARC
(33,24),-2.3083 # DEPENDENCYPART_ARC
(33,25),-1.96553 # DEPENDENCYPART_ARC
(33,26),-2.10415 # DEPENDENCYPART_ARC
(33,27),-2.01268 # DEPENDENCYPART_ARC
(33,29),-1.84483 # DEPENDENCYPART_ARC
(33,30),-1.70598 # DEPENDENCYPART_ARC
(33,32),-1.74927 # DEPENDENCYPART_ARC
