# _root_ Στο ένα κράτος μπορεί κανείς να οδηγεί με 90 χιλιόμετρα την ώρα , στο άλλο με 100 χιλιόμετρα την ώρα , ενώ στο επόμενο κράτος μέλος μόλις με 80 χιλιόμετρα την ώρα .
#goldHeads=4,3,1,22,4,7,4,7,10,8,12,10,22,22,14,22,18,16,20,18,22,0,22,25,23,25,28,22,30,28,32,30,0,
#predictedHeads=4,3,1,22,4,7,22,7,10,8,12,7,22,22,14,22,18,16,20,18,22,0,22,26,26,23,25,27,30,28,32,30,0,
(15,21),-0.178808 # DEPENDENCYPART_ARC
(15,22),-0.0454193 # DEPENDENCYPART_ARC
(15,23),-1.24279 # DEPENDENCYPART_ARC
(15,24),-0.554411 # DEPENDENCYPART_ARC
(15,25),-0.504961 # DEPENDENCYPART_ARC
(15,26),-1.53103 # DEPENDENCYPART_ARC
(15,27),-0.75997 # DEPENDENCYPART_ARC
(15,28),-0.688882 # DEPENDENCYPART_ARC
(15,29),-0.38485 # DEPENDENCYPART_ARC
(15,30),-1.52459 # DEPENDENCYPART_ARC
(15,31),-2.25012 # DEPENDENCYPART_ARC
(15,32),-2.00611 # DEPENDENCYPART_ARC
(15,33),-0.445541 # DEPENDENCYPART_ARC
(16,1),-0.831813 # DEPENDENCYPART_ARC
(16,2),-1.12062 # DEPENDENCYPART_ARC
(16,3),-1.67887 # DEPENDENCYPART_ARC
(16,4),-1.18087 # DEPENDENCYPART_ARC
(16,5),-1.22425 # DEPENDENCYPART_ARC
(16,6),-0.842825 # DEPENDENCYPART_ARC
(16,7),-0.981618 # DEPENDENCYPART_ARC
(16,8),-0.261304 # DEPENDENCYPART_ARC
(16,9),-0.499021 # DEPENDENCYPART_ARC
(16,10),-1.21026 # DEPENDENCYPART_ARC
(16,11),-0.361258 # DEPENDENCYPART_ARC
(16,12),-1.04331 # DEPENDENCYPART_ARC
(16,13),0.193475 # DEPENDENCYPART_ARC
(16,14),0.0789433 # DEPENDENCYPART_ARC
(16,15),0.432262 # DEPENDENCYPART_ARC
(16,17),1.29977 # DEPENDENCYPART_ARC
(16,18),2.26444 # DEPENDENCYPART_ARC
(16,19),-0.702565 # DEPENDENCYPART_ARC
(16,20),0.249614 # DEPENDENCYPART_ARC
(16,21),0.312118 # DEPENDENCYPART_ARC
(16,22),-0.412841 # DEPENDENCYPART_ARC
(16,23),-0.723138 # DEPENDENCYPART_ARC
(16,24),-0.889026 # DEPENDENCYPART_ARC
(16,25),-0.726815 # DEPENDENCYPART_ARC
(16,26),-0.750788 # DEPENDENCYPART_ARC
(16,27),-1.02682 # DEPENDENCYPART_ARC
(16,28),-0.967225 # DEPENDENCYPART_ARC
(16,29),-0.958984 # DEPENDENCYPART_ARC
(16,30),-1.549 # DEPENDENCYPART_ARC
(16,31),-1.4321 # DEPENDENCYPART_ARC
(16,32),-2.56126 # DEPENDENCYPART_ARC
(16,33),-0.450837 # DEPENDENCYPART_ARC
(17,1),-1.7305 # DEPENDENCYPART_ARC
(17,2),-1.40432 # DEPENDENCYPART_ARC
(17,3),-2.19895 # DEPENDENCYPART_ARC
(17,4),-1.87926 # DEPENDENCYPART_ARC
(17,5),-1.75522 # DEPENDENCYPART_ARC
(17,6),-1.47497 # DEPENDENCYPART_ARC
(17,7),-1.67392 # DEPENDENCYPART_ARC
(17,8),-1.26696 # DEPENDENCYPART_ARC
(17,9),-1.34193 # DEPENDENCYPART_ARC
(17,10),-1.70205 # DEPENDENCYPART_ARC
(17,11),-0.771678 # DEPENDENCYPART_ARC
(17,12),-1.56336 # DEPENDENCYPART_ARC
(17,13),-1.12735 # DEPENDENCYPART_ARC
(17,14),-0.855793 # DEPENDENCYPART_ARC
(17,15),-0.503224 # DEPENDENCYPART_ARC
(17,16),-0.0980098 # DEPENDENCYPART_ARC
(17,18),0.768829 # DEPENDENCYPART_ARC
(17,19),-0.0700544 # DEPENDENCYPART_ARC
(17,20),0.200744 # DEPENDENCYPART_ARC
(17,21),-0.178979 # DEPENDENCYPART_ARC
(17,22),-0.197285 # DEPENDENCYPART_ARC
(17,23),-0.396765 # DEPENDENCYPART_ARC
(17,24),-0.845803 # DEPENDENCYPART_ARC
(17,25),-0.882133 # DEPENDENCYPART_ARC
(17,26),-0.591157 # DEPENDENCYPART_ARC
(17,27),-0.0697228 # DEPENDENCYPART_ARC
(17,28),-0.65521 # DEPENDENCYPART_ARC
(17,29),-0.705763 # DEPENDENCYPART_ARC
(17,30),-0.88648 # DEPENDENCYPART_ARC
(17,31),-0.847334 # DEPENDENCYPART_ARC
(17,32),-0.594783 # DEPENDENCYPART_ARC
(17,33),-0.504393 # DEPENDENCYPART_ARC
(18,1),-1.73081 # DEPENDENCYPART_ARC
(18,2),-1.36281 # DEPENDENCYPART_ARC
(18,3),-2.18726 # DEPENDENCYPART_ARC
(18,4),-2.63174 # DEPENDENCYPART_ARC
(18,5),-2.58656 # DEPENDENCYPART_ARC
(18,6),-0.475404 # DEPENDENCYPART_ARC
(18,7),-2.35075 # DEPENDENCYPART_ARC
(18,8),-0.160046 # DEPENDENCYPART_ARC
(18,9),0.443912 # DEPENDENCYPART_ARC
(18,10),-0.705837 # DEPENDENCYPART_ARC
(18,11),-0.343686 # DEPENDENCYPART_ARC
(18,12),-1.59135 # DEPENDENCYPART_ARC
(18,13),-0.0114446 # DEPENDENCYPART_ARC
(18,14),-0.752069 # DEPENDENCYPART_ARC
(18,15),0.379318 # DEPENDENCYPART_ARC
(18,16),1.19805 # DEPENDENCYPART_ARC
(18,17),2.70272 # DEPENDENCYPART_ARC
(18,19),-0.185365 # DEPENDENCYPART_ARC
(18,20),1.02789 # DEPENDENCYPART_ARC
(18,21),0.351209 # DEPENDENCYPART_ARC
(18,22),-0.0320759 # DEPENDENCYPART_ARC
(18,23),-0.454883 # DEPENDENCYPART_ARC
(18,24),-0.367895 # DEPENDENCYPART_ARC
(18,25),-0.301107 # DEPENDENCYPART_ARC
(18,26),-1.19339 # DEPENDENCYPART_ARC
(18,27),-0.246863 # DEPENDENCYPART_ARC
(18,28),-0.389574 # DEPENDENCYPART_ARC
(18,29),-0.4112 # DEPENDENCYPART_ARC
(18,30),-2.59974 # DEPENDENCYPART_ARC
(18,31),-1.68582 # DEPENDENCYPART_ARC
(18,32),-2.10491 # DEPENDENCYPART_ARC
(18,33),0.112938 # DEPENDENCYPART_ARC
(19,1),-1.56108 # DEPENDENCYPART_ARC
(19,2),-1.31535 # DEPENDENCYPART_ARC
(19,3),-1.92193 # DEPENDENCYPART_ARC
(19,4),-3.12239 # DEPENDENCYPART_ARC
(19,5),-1.96086 # DEPENDENCYPART_ARC
(19,6),-1.34669 # DEPENDENCYPART_ARC
(19,7),-2.90233 # DEPENDENCYPART_ARC
(19,8),-1.01693 # DEPENDENCYPART_ARC
(19,9),-1.08175 # DEPENDENCYPART_ARC
(19,10),-1.68006 # DEPENDENCYPART_ARC
(19,11),-0.536306 # DEPENDENCYPART_ARC
(19,12),-1.31647 # DEPENDENCYPART_ARC
(19,13),-1.00571 # DEPENDENCYPART_ARC
(19,14),-1.01365 # DEPENDENCYPART_ARC
(19,15),-1.07168 # DEPENDENCYPART_ARC
(19,16),-0.525369 # DEPENDENCYPART_ARC
(19,17),-0.336621 # DEPENDENCYPART_ARC
(19,18),-0.520325 # DEPENDENCYPART_ARC
(19,20),-0.0127285 # DEPENDENCYPART_ARC
(19,21),-0.278869 # DEPENDENCYPART_ARC
(19,22),-0.0644261 # DEPENDENCYPART_ARC
(19,23),-0.644613 # DEPENDENCYPART_ARC
(19,24),-1.80136 # DEPENDENCYPART_ARC
(19,25),-2.00551 # DEPENDENCYPART_ARC
(19,26),-1.57607 # DEPENDENCYPART_ARC
(19,27),-0.738626 # DEPENDENCYPART_ARC
(19,28),-0.789567 # DEPENDENCYPART_ARC
(19,29),-0.911995 # DEPENDENCYPART_ARC
(19,30),-1.74122 # DEPENDENCYPART_ARC
(19,31),-1.27538 # DEPENDENCYPART_ARC
(19,32),-1.85452 # DEPENDENCYPART_ARC
(19,33),-0.621468 # DEPENDENCYPART_ARC
(20,1),-1.76731 # DEPENDENCYPART_ARC
(20,2),-2.79892 # DEPENDENCYPART_ARC
(20,3),-2.80265 # DEPENDENCYPART_ARC
(20,4),-3.32602 # DEPENDENCYPART_ARC
(20,5),-2.96594 # DEPENDENCYPART_ARC
(20,6),-1.08497 # DEPENDENCYPART_ARC
(20,7),-3.15173 # DEPENDENCYPART_ARC
(20,8),-0.905595 # DEPENDENCYPART_ARC
(20,9),-0.847505 # DEPENDENCYPART_ARC
(20,10),-2.67333 # DEPENDENCYPART_ARC
(20,11),-0.247506 # DEPENDENCYPART_ARC
(20,12),-1.58234 # DEPENDENCYPART_ARC
(20,13),-0.915703 # DEPENDENCYPART_ARC
(20,14),-1.13424 # DEPENDENCYPART_ARC
(20,15),-0.366896 # DEPENDENCYPART_ARC
(20,16),-0.304435 # DEPENDENCYPART_ARC
(20,17),0.220487 # DEPENDENCYPART_ARC
(20,18),-0.501044 # DEPENDENCYPART_ARC
(20,19),3.54804 # DEPENDENCYPART_ARC
(20,21),0.48878 # DEPENDENCYPART_ARC
(20,22),0.405675 # DEPENDENCYPART_ARC
(20,23),0.174916 # DEPENDENCYPART_ARC
(20,24),-0.930428 # DEPENDENCYPART_ARC
(20,25),-0.941223 # DEPENDENCYPART_ARC
(20,26),-1.12159 # DEPENDENCYPART_ARC
(20,27),-0.173884 # DEPENDENCYPART_ARC
(20,28),-0.432113 # DEPENDENCYPART_ARC
(20,29),-0.229847 # DEPENDENCYPART_ARC
(20,30),-1.8736 # DEPENDENCYPART_ARC
(20,31),-1.2688 # DEPENDENCYPART_ARC
(20,32),-2.10255 # DEPENDENCYPART_ARC
(20,33),-0.199479 # DEPENDENCYPART_ARC
(21,1),-1.38138 # DEPENDENCYPART_ARC
(21,2),-1.03263 # DEPENDENCYPART_ARC
(21,3),-1.45408 # DEPENDENCYPART_ARC
(21,4),-0.911914 # DEPENDENCYPART_ARC
(21,5),-0.772653 # DEPENDENCYPART_ARC
(21,6),-0.148349 # DEPENDENCYPART_ARC
(21,7),-0.962501 # DEPENDENCYPART_ARC
(21,8),-0.620782 # DEPENDENCYPART_ARC
(21,9),-0.418353 # DEPENDENCYPART_ARC
(21,10),-0.681929 # DEPENDENCYPART_ARC
(21,11),-0.705547 # DEPENDENCYPART_ARC
(21,12),-0.719755 # DEPENDENCYPART_ARC
(21,13),-0.617508 # DEPENDENCYPART_ARC
(21,14),-0.177461 # DEPENDENCYPART_ARC
(21,15),-0.605691 # DEPENDENCYPART_ARC
(21,16),-0.180831 # DEPENDENCYPART_ARC
(21,17),-0.174054 # DEPENDENCYPART_ARC
(21,18),-0.148728 # DEPENDENCYPART_ARC
(21,19),-0.0764017 # DEPENDENCYPART_ARC
(21,20),-0.0737361 # DEPENDENCYPART_ARC
(21,22),0.0741599 # DEPENDENCYPART_ARC
(21,23),-0.363373 # DEPENDENCYPART_ARC
(21,24),-0.309713 # DEPENDENCYPART_ARC
(21,25),-0.397482 # DEPENDENCYPART_ARC
(21,26),-0.24693 # DEPENDENCYPART_ARC
(21,27),-0.506198 # DEPENDENCYPART_ARC
(21,28),-0.237547 # DEPENDENCYPART_ARC
(21,29),-0.425592 # DEPENDENCYPART_ARC
(21,30),-0.851073 # DEPENDENCYPART_ARC
(21,31),-1.06097 # DEPENDENCYPART_ARC
(21,32),-0.858437 # DEPENDENCYPART_ARC
(21,33),-0.164153 # DEPENDENCYPART_ARC
(22,1),-0.0820253 # DEPENDENCYPART_ARC
(22,2),-0.164115 # DEPENDENCYPART_ARC
(22,3),-0.853979 # DEPENDENCYPART_ARC
(22,4),1.91581 # DEPENDENCYPART_ARC
(22,5),0.398786 # DEPENDENCYPART_ARC
(22,6),0.234795 # DEPENDENCYPART_ARC
(22,7),1.83625 # DEPENDENCYPART_ARC
(22,8),0.775219 # DEPENDENCYPART_ARC
(22,9),0.139352 # DEPENDENCYPART_ARC
(22,10),-0.42308 # DEPENDENCYPART_ARC
(22,11),-0.0135825 # DEPENDENCYPART_ARC
(22,12),-0.606312 # DEPENDENCYPART_ARC
(22,13),0.902885 # DEPENDENCYPART_ARC
(22,14),0.858152 # DEPENDENCYPART_ARC
(22,15),0.670355 # DEPENDENCYPART_ARC
(22,16),1.13088 # DEPENDENCYPART_ARC
(22,17),0.390863 # DEPENDENCYPART_ARC
(22,18),0.146654 # DEPENDENCYPART_ARC
(22,19),0.767838 # DEPENDENCYPART_ARC
(22,20),0.0472141 # DEPENDENCYPART_ARC
(22,21),2.13279 # DEPENDENCYPART_ARC
(22,23),1.16109 # DEPENDENCYPART_ARC
(22,24),0.848716 # DEPENDENCYPART_ARC
(22,25),0.646959 # DEPENDENCYPART_ARC
(22,26),-0.0665813 # DEPENDENCYPART_ARC
(22,27),-0.0468353 # DEPENDENCYPART_ARC
(22,28),0.19957 # DEPENDENCYPART_ARC
(22,29),0.0649649 # DEPENDENCYPART_ARC
(22,30),-0.834276 # DEPENDENCYPART_ARC
(22,31),-0.611567 # DEPENDENCYPART_ARC
(22,32),-1.0229 # DEPENDENCYPART_ARC
(22,33),0.851524 # DEPENDENCYPART_ARC
(23,1),-1.58377 # DEPENDENCYPART_ARC
(23,2),-1.26469 # DEPENDENCYPART_ARC
(23,3),-2.17485 # DEPENDENCYPART_ARC
(23,4),-2.21384 # DEPENDENCYPART_ARC
(23,5),-1.57641 # DEPENDENCYPART_ARC
(23,6),-1.14938 # DEPENDENCYPART_ARC
(23,7),-2.11568 # DEPENDENCYPART_ARC
(23,8),-0.476715 # DEPENDENCYPART_ARC
(23,9),-1.00411 # DEPENDENCYPART_ARC
(23,10),-2.21491 # DEPENDENCYPART_ARC
(23,11),-1.26344 # DEPENDENCYPART_ARC
(23,12),-2.32818 # DEPENDENCYPART_ARC
(23,13),-0.492012 # DEPENDENCYPART_ARC
(23,14),-0.94766 # DEPENDENCYPART_ARC
(23,15),-0.943543 # DEPENDENCYPART_ARC
(23,16),-0.391672 # DEPENDENCYPART_ARC
(23,17),-0.757711 # DEPENDENCYPART_ARC
(23,18),-1.86783 # DEPENDENCYPART_ARC
(23,19),-0.742707 # DEPENDENCYPART_ARC
(23,20),-1.75648 # DEPENDENCYPART_ARC
(23,21),0.354835 # DEPENDENCYPART_ARC
(23,22),0.348691 # DEPENDENCYPART_ARC
(23,24),1.96331 # DEPENDENCYPART_ARC
(23,25),1.79295 # DEPENDENCYPART_ARC
(23,26),2.09423 # DEPENDENCYPART_ARC
(23,27),-0.139039 # DEPENDENCYPART_ARC
(23,28),-0.232423 # DEPENDENCYPART_ARC
(23,29),-0.184528 # DEPENDENCYPART_ARC
(23,30),-0.198065 # DEPENDENCYPART_ARC
(23,31),-0.314353 # DEPENDENCYPART_ARC
(23,32),-1.00087 # DEPENDENCYPART_ARC
(23,33),0.262983 # DEPENDENCYPART_ARC
(24,1),-2.64729 # DEPENDENCYPART_ARC
(24,2),-2.62791 # DEPENDENCYPART_ARC
(24,3),-2.36761 # DEPENDENCYPART_ARC
(24,4),-6.87645 # DEPENDENCYPART_ARC
(24,5),-2.77674 # DEPENDENCYPART_ARC
(24,6),-1.85457 # DEPENDENCYPART_ARC
(24,7),-6.67819 # DEPENDENCYPART_ARC
(24,8),-1.7281 # DEPENDENCYPART_ARC
(24,9),-1.4188 # DEPENDENCYPART_ARC
(24,10),-1.94083 # DEPENDENCYPART_ARC
(24,11),-2.43333 # DEPENDENCYPART_ARC
(24,12),-2.81655 # DEPENDENCYPART_ARC
(24,13),-1.73934 # DEPENDENCYPART_ARC
(24,14),-1.99127 # DEPENDENCYPART_ARC
(24,15),-1.63002 # DEPENDENCYPART_ARC
(24,16),-1.48943 # DEPENDENCYPART_ARC
(24,17),-1.18132 # DEPENDENCYPART_ARC
(24,18),-1.48261 # DEPENDENCYPART_ARC
(24,19),-1.57853 # DEPENDENCYPART_ARC
(24,20),-2.14224 # DEPENDENCYPART_ARC
(24,21),-1.10223 # DEPENDENCYPART_ARC
(24,22),-0.775191 # DEPENDENCYPART_ARC
(24,23),-0.568241 # DEPENDENCYPART_ARC
(24,25),0.493762 # DEPENDENCYPART_ARC
(24,26),0.405943 # DEPENDENCYPART_ARC
(24,27),0.0975772 # DEPENDENCYPART_ARC
(24,28),-0.0506852 # DEPENDENCYPART_ARC
(24,29),-0.239924 # DEPENDENCYPART_ARC
(24,30),-1.20545 # DEPENDENCYPART_ARC
(24,31),-1.44183 # DEPENDENCYPART_ARC
(24,32),-1.42992 # DEPENDENCYPART_ARC
(24,33),-0.202734 # DEPENDENCYPART_ARC
(25,1),-1.0902 # DEPENDENCYPART_ARC
(25,2),-0.958257 # DEPENDENCYPART_ARC
(25,3),-0.879588 # DEPENDENCYPART_ARC
(25,4),-5.46499 # DEPENDENCYPART_ARC
(25,5),-1.23943 # DEPENDENCYPART_ARC
(25,6),-0.22964 # DEPENDENCYPART_ARC
(25,7),-5.14489 # DEPENDENCYPART_ARC
(25,8),-0.170022 # DEPENDENCYPART_ARC
(25,9),0.172903 # DEPENDENCYPART_ARC
(25,10),-0.403705 # DEPENDENCYPART_ARC
(25,11),-0.839061 # DEPENDENCYPART_ARC
(25,12),-1.32448 # DEPENDENCYPART_ARC
(25,13),-0.233839 # DEPENDENCYPART_ARC
(25,14),-0.477352 # DEPENDENCYPART_ARC
(25,15),-0.172608 # DEPENDENCYPART_ARC
(25,16),0.136327 # DEPENDENCYPART_ARC
(25,17),0.345831 # DEPENDENCYPART_ARC
(25,18),0.0183272 # DEPENDENCYPART_ARC
(25,19),-0.318773 # DEPENDENCYPART_ARC
(25,20),-0.667367 # DEPENDENCYPART_ARC
(25,21),0.213512 # DEPENDENCYPART_ARC
(25,22),0.522224 # DEPENDENCYPART_ARC
(25,23),0.464781 # DEPENDENCYPART_ARC
(25,24),1.78553 # DEPENDENCYPART_ARC
(25,26),1.18971 # DEPENDENCYPART_ARC
(25,27),0.723636 # DEPENDENCYPART_ARC
(25,28),0.588399 # DEPENDENCYPART_ARC
(25,29),0.262763 # DEPENDENCYPART_ARC
(25,30),-0.381145 # DEPENDENCYPART_ARC
(25,31),-0.969622 # DEPENDENCYPART_ARC
(25,32),-1.05611 # DEPENDENCYPART_ARC
(25,33),0.23809 # DEPENDENCYPART_ARC
(26,1),-1.87269 # DEPENDENCYPART_ARC
(26,2),-2.59614 # DEPENDENCYPART_ARC
(26,3),-3.11659 # DEPENDENCYPART_ARC
(26,4),-3.76909 # DEPENDENCYPART_ARC
(26,5),-3.73598 # DEPENDENCYPART_ARC
(26,6),-1.37074 # DEPENDENCYPART_ARC
(26,7),-3.39703 # DEPENDENCYPART_ARC
(26,8),-1.28183 # DEPENDENCYPART_ARC
(26,9),-1.13535 # DEPENDENCYPART_ARC
(26,10),-3.15737 # DEPENDENCYPART_ARC
(26,11),-2.40544 # DEPENDENCYPART_ARC
(26,12),-2.90991 # DEPENDENCYPART_ARC
(26,13),-1.31984 # DEPENDENCYPART_ARC
(26,14),-1.29319 # DEPENDENCYPART_ARC
(26,15),-1.30455 # DEPENDENCYPART_ARC
(26,16),-1.12563 # DEPENDENCYPART_ARC
(26,17),-0.634605 # DEPENDENCYPART_ARC
(26,18),-2.34225 # DEPENDENCYPART_ARC
(26,19),-0.705772 # DEPENDENCYPART_ARC
(26,20),-1.97637 # DEPENDENCYPART_ARC
(26,21),-0.685905 # DEPENDENCYPART_ARC
(26,22),-0.477086 # DEPENDENCYPART_ARC
(26,23),-0.606711 # DEPENDENCYPART_ARC
(26,24),2.87396 # DEPENDENCYPART_ARC
(26,25),2.86618 # DEPENDENCYPART_ARC
(26,27),0.699788 # DEPENDENCYPART_ARC
(26,28),0.103922 # DEPENDENCYPART_ARC
(26,29),-0.0336665 # DEPENDENCYPART_ARC
(26,30),-0.99091 # DEPENDENCYPART_ARC
(26,31),-1.29589 # DEPENDENCYPART_ARC
(26,32),-1.36372 # DEPENDENCYPART_ARC
(26,33),-0.187799 # DEPENDENCYPART_ARC
(27,1),-0.999082 # DEPENDENCYPART_ARC
(27,2),-1.1308 # DEPENDENCYPART_ARC
(27,3),-1.46916 # DEPENDENCYPART_ARC
(27,4),-0.884462 # DEPENDENCYPART_ARC
(27,5),-1.48583 # DEPENDENCYPART_ARC
(27,6),-0.587639 # DEPENDENCYPART_ARC
(27,7),-0.763003 # DEPENDENCYPART_ARC
(27,8),-0.55328 # DEPENDENCYPART_ARC
(27,9),-0.762859 # DEPENDENCYPART_ARC
(27,10),-0.672651 # DEPENDENCYPART_ARC
(27,11),-0.856132 # DEPENDENCYPART_ARC
(27,12),-1.12318 # DEPENDENCYPART_ARC
(27,13),-0.428208 # DEPENDENCYPART_ARC
(27,14),-0.0539334 # DEPENDENCYPART_ARC
(27,15),-1.04948 # DEPENDENCYPART_ARC
(27,16),-0.398407 # DEPENDENCYPART_ARC
(27,17),-0.673974 # DEPENDENCYPART_ARC
(27,18),-0.428059 # DEPENDENCYPART_ARC
(27,19),-0.657544 # DEPENDENCYPART_ARC
(27,20),-0.880703 # DEPENDENCYPART_ARC
(27,21),-0.00968239 # DEPENDENCYPART_ARC
(27,22),-0.342356 # DEPENDENCYPART_ARC
(27,23),0.317435 # DEPENDENCYPART_ARC
(27,24),-0.123844 # DEPENDENCYPART_ARC
(27,25),0.28772 # DEPENDENCYPART_ARC
(27,26),0.0291439 # DEPENDENCYPART_ARC
(27,28),1.82581 # DEPENDENCYPART_ARC
(27,29),0.230378 # DEPENDENCYPART_ARC
(27,30),-0.0525551 # DEPENDENCYPART_ARC
(27,31),-0.908936 # DEPENDENCYPART_ARC
(27,32),-0.716884 # DEPENDENCYPART_ARC
(27,33),-0.14819 # DEPENDENCYPART_ARC
(28,1),-0.869411 # DEPENDENCYPART_ARC
(28,2),-1.09738 # DEPENDENCYPART_ARC
(28,3),-1.59669 # DEPENDENCYPART_ARC
(28,4),-1.14961 # DEPENDENCYPART_ARC
(28,5),-1.27667 # DEPENDENCYPART_ARC
(28,6),-0.857723 # DEPENDENCYPART_ARC
(28,7),-0.942698 # DEPENDENCYPART_ARC
(28,8),-0.0145757 # DEPENDENCYPART_ARC
(28,9),-0.452648 # DEPENDENCYPART_ARC
(28,10),-1.2413 # DEPENDENCYPART_ARC
(28,11),-0.625338 # DEPENDENCYPART_ARC
(28,12),-1.23314 # DEPENDENCYPART_ARC
(28,13),-0.0839573 # DEPENDENCYPART_ARC
(28,14),-0.373466 # DEPENDENCYPART_ARC
(28,15),-0.896128 # DEPENDENCYPART_ARC
(28,16),-0.102254 # DEPENDENCYPART_ARC
(28,17),-0.401499 # DEPENDENCYPART_ARC
(28,18),-1.1545 # DEPENDENCYPART_ARC
(28,19),-0.402821 # DEPENDENCYPART_ARC
(28,20),-1.10397 # DEPENDENCYPART_ARC
(28,21),0.254261 # DEPENDENCYPART_ARC
(28,22),-0.155008 # DEPENDENCYPART_ARC
(28,23),-0.124527 # DEPENDENCYPART_ARC
(28,24),-0.529858 # DEPENDENCYPART_ARC
(28,25),-0.322324 # DEPENDENCYPART_ARC
(28,26),-0.482328 # DEPENDENCYPART_ARC
(28,27),0.919355 # DEPENDENCYPART_ARC
(28,29),1.38958 # DEPENDENCYPART_ARC
(28,30),2.35948 # DEPENDENCYPART_ARC
(28,31),-0.635858 # DEPENDENCYPART_ARC
(28,32),0.438241 # DEPENDENCYPART_ARC
(28,33),-0.0718527 # DEPENDENCYPART_ARC
(29,1),-2.07528 # DEPENDENCYPART_ARC
(29,2),-1.71283 # DEPENDENCYPART_ARC
(29,3),-2.47559 # DEPENDENCYPART_ARC
(29,4),-2.11609 # DEPENDENCYPART_ARC
(29,5),-2.05176 # DEPENDENCYPART_ARC
(29,6),-1.74042 # DEPENDENCYPART_ARC
(29,7),-1.90105 # DEPENDENCYPART_ARC
(29,8),-1.70313 # DEPENDENCYPART_ARC
(29,9),-1.48251 # DEPENDENCYPART_ARC
(29,10),-2.00553 # DEPENDENCYPART_ARC
(29,11),-1.11231 # DEPENDENCYPART_ARC
(29,12),-2.03322 # DEPENDENCYPART_ARC
(29,13),-1.54478 # DEPENDENCYPART_ARC
(29,14),-1.4678 # DEPENDENCYPART_ARC
(29,15),-1.63075 # DEPENDENCYPART_ARC
(29,16),-1.51166 # DEPENDENCYPART_ARC
(29,17),-1.43304 # DEPENDENCYPART_ARC
(29,18),-1.90776 # DEPENDENCYPART_ARC
(29,19),-0.956949 # DEPENDENCYPART_ARC
(29,20),-1.76891 # DEPENDENCYPART_ARC
(29,21),-1.38323 # DEPENDENCYPART_ARC
(29,22),-0.977126 # DEPENDENCYPART_ARC
(29,23),-1.18766 # DEPENDENCYPART_ARC
(29,24),-1.27322 # DEPENDENCYPART_ARC
(29,25),-1.18355 # DEPENDENCYPART_ARC
(29,26),-1.26026 # DEPENDENCYPART_ARC
(29,27),-0.185705 # DEPENDENCYPART_ARC
(29,28),-0.0967601 # DEPENDENCYPART_ARC
(29,30),0.795211 # DEPENDENCYPART_ARC
(29,31),-0.0302047 # DEPENDENCYPART_ARC
(29,32),0.227125 # DEPENDENCYPART_ARC
(29,33),-0.0165832 # DEPENDENCYPART_ARC
(30,1),-2.12836 # DEPENDENCYPART_ARC
(30,2),-2.78942 # DEPENDENCYPART_ARC
(30,3),-3.2176 # DEPENDENCYPART_ARC
(30,4),-3.09143 # DEPENDENCYPART_ARC
(30,5),-3.87571 # DEPENDENCYPART_ARC
(30,6),-0.894894 # DEPENDENCYPART_ARC
(30,7),-2.87346 # DEPENDENCYPART_ARC
(30,8),-0.763539 # DEPENDENCYPART_ARC
(30,9),-0.277867 # DEPENDENCYPART_ARC
(30,10),-1.75116 # DEPENDENCYPART_ARC
(30,11),-2.36783 # DEPENDENCYPART_ARC
(30,12),-2.76759 # DEPENDENCYPART_ARC
(30,13),-0.609373 # DEPENDENCYPART_ARC
(30,14),-1.54767 # DEPENDENCYPART_ARC
(30,15),-1.66823 # DEPENDENCYPART_ARC
(30,16),-0.549389 # DEPENDENCYPART_ARC
(30,17),0.0640241 # DEPENDENCYPART_ARC
(30,18),-1.14108 # DEPENDENCYPART_ARC
(30,19),-0.964641 # DEPENDENCYPART_ARC
(30,20),-1.99485 # DEPENDENCYPART_ARC
(30,21),-0.323371 # DEPENDENCYPART_ARC
(30,22),-0.358325 # DEPENDENCYPART_ARC
(30,23),-1.31789 # DEPENDENCYPART_ARC
(30,24),-0.140567 # DEPENDENCYPART_ARC
(30,25),-0.065135 # DEPENDENCYPART_ARC
(30,26),-0.474706 # DEPENDENCYPART_ARC
(30,27),0.412147 # DEPENDENCYPART_ARC
(30,28),1.06 # DEPENDENCYPART_ARC
(30,29),2.61895 # DEPENDENCYPART_ARC
(30,31),-0.243058 # DEPENDENCYPART_ARC
(30,32),0.970194 # DEPENDENCYPART_ARC
(30,33),0.294348 # DEPENDENCYPART_ARC
(31,1),-1.7859 # DEPENDENCYPART_ARC
(31,2),-1.51998 # DEPENDENCYPART_ARC
(31,3),-2.15102 # DEPENDENCYPART_ARC
(31,4),-3.37378 # DEPENDENCYPART_ARC
(31,5),-2.18496 # DEPENDENCYPART_ARC
(31,6),-1.54116 # DEPENDENCYPART_ARC
(31,7),-3.16637 # DEPENDENCYPART_ARC
(31,8),-1.32706 # DEPENDENCYPART_ARC
(31,9),-1.31565 # DEPENDENCYPART_ARC
(31,10),-1.99116 # DEPENDENCYPART_ARC
(31,11),-0.706539 # DEPENDENCYPART_ARC
(31,12),-1.52537 # DEPENDENCYPART_ARC
(31,13),-1.27704 # DEPENDENCYPART_ARC
(31,14),-1.2782 # DEPENDENCYPART_ARC
(31,15),-1.45952 # DEPENDENCYPART_ARC
(31,16),-1.07009 # DEPENDENCYPART_ARC
(31,17),-1.1484 # DEPENDENCYPART_ARC
