# _root_ Τα νέα στοιχεία υποδεικνύουν μάλιστα ότι οι ιζηματογενείς αποθέσεις των ωκεανών , οι οποίες καλύπτουν το 70% της επιφάνειας της Γης , περιέχουν περίπου τους μισούς μικροοργανισμούς του πλανήτη .
#goldHeads=3,3,4,0,4,4,9,9,23,11,9,15,14,15,9,17,15,19,17,21,19,15,6,26,27,27,23,29,27,0,
#predictedHeads=3,3,4,0,4,4,9,9,4,11,9,15,14,15,6,17,15,19,17,21,19,23,6,23,27,27,23,29,27,0,
(17,7),-0.107803 # DEPENDENCYPART_ARC
(17,8),-0.616008 # DEPENDENCYPART_ARC
(17,9),-0.948908 # DEPENDENCYPART_ARC
(17,10),0.152471 # DEPENDENCYPART_ARC
(17,11),-0.830242 # DEPENDENCYPART_ARC
(17,12),-0.408561 # DEPENDENCYPART_ARC
(17,13),0.48811 # DEPENDENCYPART_ARC
(17,14),-0.157963 # DEPENDENCYPART_ARC
(17,15),0.530163 # DEPENDENCYPART_ARC
(17,16),2.43613 # DEPENDENCYPART_ARC
(17,18),0.7627 # DEPENDENCYPART_ARC
(17,19),1.19309 # DEPENDENCYPART_ARC
(17,20),0.140442 # DEPENDENCYPART_ARC
(17,21),0.829221 # DEPENDENCYPART_ARC
(17,22),0.0964654 # DEPENDENCYPART_ARC
(17,23),-0.373728 # DEPENDENCYPART_ARC
(17,24),-0.0999506 # DEPENDENCYPART_ARC
(17,25),-0.775946 # DEPENDENCYPART_ARC
(17,26),-0.945416 # DEPENDENCYPART_ARC
(17,27),-0.288545 # DEPENDENCYPART_ARC
(17,28),-0.873741 # DEPENDENCYPART_ARC
(17,29),-0.0873525 # DEPENDENCYPART_ARC
(17,30),-0.446804 # DEPENDENCYPART_ARC
(18,1),-2.30432 # DEPENDENCYPART_ARC
(18,2),-3.63344 # DEPENDENCYPART_ARC
(18,3),-2.84493 # DEPENDENCYPART_ARC
(18,4),-3.04368 # DEPENDENCYPART_ARC
(18,5),-1.45621 # DEPENDENCYPART_ARC
(18,6),-1.38654 # DEPENDENCYPART_ARC
(18,7),-1.89375 # DEPENDENCYPART_ARC
(18,8),-3.12423 # DEPENDENCYPART_ARC
(18,9),-2.52589 # DEPENDENCYPART_ARC
(18,10),-1.6754 # DEPENDENCYPART_ARC
(18,11),-2.39906 # DEPENDENCYPART_ARC
(18,12),-1.39706 # DEPENDENCYPART_ARC
(18,13),-1.47844 # DEPENDENCYPART_ARC
(18,14),-1.83073 # DEPENDENCYPART_ARC
(18,15),-2.3273 # DEPENDENCYPART_ARC
(18,16),-0.73674 # DEPENDENCYPART_ARC
(18,17),-0.0202234 # DEPENDENCYPART_ARC
(18,19),0.289601 # DEPENDENCYPART_ARC
(18,20),-0.428607 # DEPENDENCYPART_ARC
(18,21),-0.62011 # DEPENDENCYPART_ARC
(18,22),-0.51219 # DEPENDENCYPART_ARC
(18,23),-2.38685 # DEPENDENCYPART_ARC
(18,24),-1.13211 # DEPENDENCYPART_ARC
(18,25),-1.75926 # DEPENDENCYPART_ARC
(18,26),-2.7226 # DEPENDENCYPART_ARC
(18,27),-2.42803 # DEPENDENCYPART_ARC
(18,28),-1.67023 # DEPENDENCYPART_ARC
(18,29),-2.20788 # DEPENDENCYPART_ARC
(18,30),-1.12521 # DEPENDENCYPART_ARC
(19,1),-4.99002 # DEPENDENCYPART_ARC
(19,2),-4.52306 # DEPENDENCYPART_ARC
(19,3),-4.65883 # DEPENDENCYPART_ARC
(19,4),-3.53626 # DEPENDENCYPART_ARC
(19,5),-1.38242 # DEPENDENCYPART_ARC
(19,6),-1.63565 # DEPENDENCYPART_ARC
(19,7),-3.54131 # DEPENDENCYPART_ARC
(19,8),-3.10426 # DEPENDENCYPART_ARC
(19,9),-4.06524 # DEPENDENCYPART_ARC
(19,10),-2.72104 # DEPENDENCYPART_ARC
(19,11),-3.09851 # DEPENDENCYPART_ARC
(19,12),-1.22531 # DEPENDENCYPART_ARC
(19,13),-2.11211 # DEPENDENCYPART_ARC
(19,14),-1.42867 # DEPENDENCYPART_ARC
(19,15),-2.58982 # DEPENDENCYPART_ARC
(19,16),-0.977284 # DEPENDENCYPART_ARC
(19,17),0.531903 # DEPENDENCYPART_ARC
(19,18),3.27952 # DEPENDENCYPART_ARC
(19,20),0.830788 # DEPENDENCYPART_ARC
(19,21),2.66365 # DEPENDENCYPART_ARC
(19,22),0.220476 # DEPENDENCYPART_ARC
(19,23),-1.10498 # DEPENDENCYPART_ARC
(19,24),-0.593648 # DEPENDENCYPART_ARC
(19,25),-0.862696 # DEPENDENCYPART_ARC
(19,26),-1.65167 # DEPENDENCYPART_ARC
(19,27),-1.94016 # DEPENDENCYPART_ARC
(19,28),-1.18795 # DEPENDENCYPART_ARC
(19,29),-0.95336 # DEPENDENCYPART_ARC
(19,30),-0.471079 # DEPENDENCYPART_ARC
(20,1),-2.31699 # DEPENDENCYPART_ARC
(20,2),-3.70997 # DEPENDENCYPART_ARC
(20,3),-2.91689 # DEPENDENCYPART_ARC
(20,4),-3.06697 # DEPENDENCYPART_ARC
(20,5),-1.47738 # DEPENDENCYPART_ARC
(20,6),-1.48885 # DEPENDENCYPART_ARC
(20,7),-2.0175 # DEPENDENCYPART_ARC
(20,8),-3.21997 # DEPENDENCYPART_ARC
(20,9),-2.71107 # DEPENDENCYPART_ARC
(20,10),-1.79667 # DEPENDENCYPART_ARC
(20,11),-2.46818 # DEPENDENCYPART_ARC
(20,12),-1.53876 # DEPENDENCYPART_ARC
(20,13),-1.75849 # DEPENDENCYPART_ARC
(20,14),-2.05636 # DEPENDENCYPART_ARC
(20,15),-2.67331 # DEPENDENCYPART_ARC
(20,16),-1.35033 # DEPENDENCYPART_ARC
(20,17),-0.808954 # DEPENDENCYPART_ARC
(20,18),0.068549 # DEPENDENCYPART_ARC
(20,19),-0.791578 # DEPENDENCYPART_ARC
(20,21),0.252016 # DEPENDENCYPART_ARC
(20,22),-0.385043 # DEPENDENCYPART_ARC
(20,23),-2.08872 # DEPENDENCYPART_ARC
(20,24),-1.09456 # DEPENDENCYPART_ARC
(20,25),-1.6754 # DEPENDENCYPART_ARC
(20,26),-2.66688 # DEPENDENCYPART_ARC
(20,27),-2.36872 # DEPENDENCYPART_ARC
(20,28),-1.72812 # DEPENDENCYPART_ARC
(20,29),-2.18944 # DEPENDENCYPART_ARC
(20,30),-0.998654 # DEPENDENCYPART_ARC
(21,1),-5.3436 # DEPENDENCYPART_ARC
(21,2),-4.5959 # DEPENDENCYPART_ARC
(21,3),-4.6872 # DEPENDENCYPART_ARC
(21,4),-3.30012 # DEPENDENCYPART_ARC
(21,5),-1.1881 # DEPENDENCYPART_ARC
(21,6),-1.4773 # DEPENDENCYPART_ARC
(21,7),-4.08116 # DEPENDENCYPART_ARC
(21,8),-3.27835 # DEPENDENCYPART_ARC
(21,9),-4.24947 # DEPENDENCYPART_ARC
(21,10),-3.42072 # DEPENDENCYPART_ARC
(21,11),-3.18431 # DEPENDENCYPART_ARC
(21,12),-1.0094 # DEPENDENCYPART_ARC
(21,13),-2.62088 # DEPENDENCYPART_ARC
(21,14),-1.72631 # DEPENDENCYPART_ARC
(21,15),-2.69425 # DEPENDENCYPART_ARC
(21,16),-1.71784 # DEPENDENCYPART_ARC
(21,17),-0.299018 # DEPENDENCYPART_ARC
(21,18),1.28487 # DEPENDENCYPART_ARC
(21,19),0.250112 # DEPENDENCYPART_ARC
(21,20),3.58083 # DEPENDENCYPART_ARC
(21,22),0.0425685 # DEPENDENCYPART_ARC
(21,23),-1.19452 # DEPENDENCYPART_ARC
(21,24),-0.79498 # DEPENDENCYPART_ARC
(21,25),-1.09338 # DEPENDENCYPART_ARC
(21,26),-1.88717 # DEPENDENCYPART_ARC
(21,27),-2.45851 # DEPENDENCYPART_ARC
(21,28),-1.57574 # DEPENDENCYPART_ARC
(21,29),-1.37904 # DEPENDENCYPART_ARC
(21,30),-0.946101 # DEPENDENCYPART_ARC
(22,1),-1.19446 # DEPENDENCYPART_ARC
(22,2),-0.817204 # DEPENDENCYPART_ARC
(22,3),-1.75538 # DEPENDENCYPART_ARC
(22,4),-0.425173 # DEPENDENCYPART_ARC
(22,5),-0.640669 # DEPENDENCYPART_ARC
(22,6),-0.539819 # DEPENDENCYPART_ARC
(22,7),-0.901238 # DEPENDENCYPART_ARC
(22,8),-0.806701 # DEPENDENCYPART_ARC
(22,9),-1.24885 # DEPENDENCYPART_ARC
(22,10),-0.857266 # DEPENDENCYPART_ARC
(22,11),-1.3292 # DEPENDENCYPART_ARC
(22,12),-1.40178 # DEPENDENCYPART_ARC
(22,13),-0.684451 # DEPENDENCYPART_ARC
(22,14),-0.738875 # DEPENDENCYPART_ARC
(22,15),-0.252727 # DEPENDENCYPART_ARC
(22,16),-0.471335 # DEPENDENCYPART_ARC
(22,17),-0.384342 # DEPENDENCYPART_ARC
(22,18),-0.282713 # DEPENDENCYPART_ARC
(22,19),-0.113108 # DEPENDENCYPART_ARC
(22,20),-0.0323769 # DEPENDENCYPART_ARC
(22,21),-0.0457185 # DEPENDENCYPART_ARC
(22,23),-0.0116404 # DEPENDENCYPART_ARC
(22,24),-0.759222 # DEPENDENCYPART_ARC
(22,25),-1.09972 # DEPENDENCYPART_ARC
(22,26),-0.894739 # DEPENDENCYPART_ARC
(22,27),-0.670837 # DEPENDENCYPART_ARC
(22,28),-1.43606 # DEPENDENCYPART_ARC
(22,29),-1.08972 # DEPENDENCYPART_ARC
(22,30),-0.485817 # DEPENDENCYPART_ARC
(23,1),-0.967328 # DEPENDENCYPART_ARC
(23,2),-2.05392 # DEPENDENCYPART_ARC
(23,3),-0.444199 # DEPENDENCYPART_ARC
(23,4),-2.40503 # DEPENDENCYPART_ARC
(23,5),-0.37965 # DEPENDENCYPART_ARC
(23,6),-0.493519 # DEPENDENCYPART_ARC
(23,7),-1.6157 # DEPENDENCYPART_ARC
(23,8),-0.868155 # DEPENDENCYPART_ARC
(23,9),0.261266 # DEPENDENCYPART_ARC
(23,10),-2.32685 # DEPENDENCYPART_ARC
(23,11),-2.22565 # DEPENDENCYPART_ARC
(23,12),0.358818 # DEPENDENCYPART_ARC
(23,13),-1.56231 # DEPENDENCYPART_ARC
(23,14),0.193531 # DEPENDENCYPART_ARC
(23,15),-1.53637 # DEPENDENCYPART_ARC
(23,16),-0.124078 # DEPENDENCYPART_ARC
(23,17),0.286893 # DEPENDENCYPART_ARC
(23,18),-1.36491 # DEPENDENCYPART_ARC
(23,19),-2.00285 # DEPENDENCYPART_ARC
(23,20),-1.06695 # DEPENDENCYPART_ARC
(23,21),-1.806 # DEPENDENCYPART_ARC
(23,22),1.07752 # DEPENDENCYPART_ARC
(23,24),1.93477 # DEPENDENCYPART_ARC
(23,25),-0.599059 # DEPENDENCYPART_ARC
(23,26),0.114282 # DEPENDENCYPART_ARC
(23,27),2.05386 # DEPENDENCYPART_ARC
(23,28),-2.46937 # DEPENDENCYPART_ARC
(23,29),-1.44108 # DEPENDENCYPART_ARC
(23,30),1.00238 # DEPENDENCYPART_ARC
(24,1),-0.791373 # DEPENDENCYPART_ARC
(24,2),-1.55868 # DEPENDENCYPART_ARC
(24,3),-1.09134 # DEPENDENCYPART_ARC
(24,4),-1.21782 # DEPENDENCYPART_ARC
(24,5),-0.735884 # DEPENDENCYPART_ARC
(24,6),-0.777931 # DEPENDENCYPART_ARC
(24,7),-0.74589 # DEPENDENCYPART_ARC
(24,8),-1.53703 # DEPENDENCYPART_ARC
(24,9),-0.99183 # DEPENDENCYPART_ARC
(24,10),-0.584254 # DEPENDENCYPART_ARC
(24,11),-1.19377 # DEPENDENCYPART_ARC
(24,12),-1.09742 # DEPENDENCYPART_ARC
(24,13),-0.642204 # DEPENDENCYPART_ARC
(24,14),-1.6178 # DEPENDENCYPART_ARC
(24,15),-1.09108 # DEPENDENCYPART_ARC
(24,16),-0.799939 # DEPENDENCYPART_ARC
(24,17),-0.832627 # DEPENDENCYPART_ARC
(24,18),-0.91424 # DEPENDENCYPART_ARC
(24,19),-1.04274 # DEPENDENCYPART_ARC
(24,20),-0.667453 # DEPENDENCYPART_ARC
(24,21),-0.741264 # DEPENDENCYPART_ARC
(24,22),-0.218333 # DEPENDENCYPART_ARC
(24,23),0.0961848 # DEPENDENCYPART_ARC
(24,25),0.366985 # DEPENDENCYPART_ARC
(24,26),-0.0100136 # DEPENDENCYPART_ARC
(24,27),-0.491966 # DEPENDENCYPART_ARC
(24,28),-0.405892 # DEPENDENCYPART_ARC
(24,29),-0.316764 # DEPENDENCYPART_ARC
(24,30),-0.359138 # DEPENDENCYPART_ARC
(25,1),-1.91479 # DEPENDENCYPART_ARC
(25,2),-2.99718 # DEPENDENCYPART_ARC
(25,3),-2.279 # DEPENDENCYPART_ARC
(25,4),-3.23368 # DEPENDENCYPART_ARC
(25,5),-1.45195 # DEPENDENCYPART_ARC
(25,6),-1.4515 # DEPENDENCYPART_ARC
(25,7),-1.76364 # DEPENDENCYPART_ARC
(25,8),-2.78849 # DEPENDENCYPART_ARC
(25,9),-2.08213 # DEPENDENCYPART_ARC
(25,10),-1.53122 # DEPENDENCYPART_ARC
(25,11),-1.63986 # DEPENDENCYPART_ARC
(25,12),-1.66451 # DEPENDENCYPART_ARC
(25,13),-1.68462 # DEPENDENCYPART_ARC
(25,14),-2.17259 # DEPENDENCYPART_ARC
(25,15),-3.03294 # DEPENDENCYPART_ARC
(25,16),-1.41205 # DEPENDENCYPART_ARC
(25,17),-1.35412 # DEPENDENCYPART_ARC
(25,18),-1.70111 # DEPENDENCYPART_ARC
(25,19),-1.86059 # DEPENDENCYPART_ARC
(25,20),-1.4653 # DEPENDENCYPART_ARC
(25,21),-1.67011 # DEPENDENCYPART_ARC
(25,22),-0.964507 # DEPENDENCYPART_ARC
(25,23),-1.97629 # DEPENDENCYPART_ARC
(25,24),0.0882471 # DEPENDENCYPART_ARC
(25,26),-0.200315 # DEPENDENCYPART_ARC
(25,27),-0.225203 # DEPENDENCYPART_ARC
(25,28),-0.827887 # DEPENDENCYPART_ARC
(25,29),-0.580991 # DEPENDENCYPART_ARC
(25,30),-0.405237 # DEPENDENCYPART_ARC
(26,1),-1.91206 # DEPENDENCYPART_ARC
(26,2),-1.59324 # DEPENDENCYPART_ARC
(26,3),-2.18371 # DEPENDENCYPART_ARC
(26,4),-4.35172 # DEPENDENCYPART_ARC
(26,5),-2.14846 # DEPENDENCYPART_ARC
(26,6),-1.38482 # DEPENDENCYPART_ARC
(26,7),-1.00459 # DEPENDENCYPART_ARC
(26,8),-1.96226 # DEPENDENCYPART_ARC
(26,9),-2.55917 # DEPENDENCYPART_ARC
(26,10),-1.46737 # DEPENDENCYPART_ARC
(26,11),-2.34003 # DEPENDENCYPART_ARC
(26,12),-1.67236 # DEPENDENCYPART_ARC
(26,13),-1.13309 # DEPENDENCYPART_ARC
(26,14),-2.58158 # DEPENDENCYPART_ARC
(26,15),-3.96815 # DEPENDENCYPART_ARC
(26,16),-2.12441 # DEPENDENCYPART_ARC
(26,17),-0.884451 # DEPENDENCYPART_ARC
(26,18),-2.19656 # DEPENDENCYPART_ARC
(26,19),-2.74029 # DEPENDENCYPART_ARC
(26,20),-1.9586 # DEPENDENCYPART_ARC
(26,21),-2.48785 # DEPENDENCYPART_ARC
(26,22),-1.00467 # DEPENDENCYPART_ARC
(26,23),-3.11627 # DEPENDENCYPART_ARC
(26,24),-0.0169919 # DEPENDENCYPART_ARC
(26,25),1.55029 # DEPENDENCYPART_ARC
(26,27),0.0272249 # DEPENDENCYPART_ARC
(26,28),-0.41967 # DEPENDENCYPART_ARC
(26,29),0.422899 # DEPENDENCYPART_ARC
(26,30),-0.314883 # DEPENDENCYPART_ARC
(27,1),-4.1889 # DEPENDENCYPART_ARC
(27,2),-2.04058 # DEPENDENCYPART_ARC
(27,3),-3.49058 # DEPENDENCYPART_ARC
(27,4),-3.18807 # DEPENDENCYPART_ARC
(27,5),-1.17157 # DEPENDENCYPART_ARC
(27,6),-1.6498 # DEPENDENCYPART_ARC
(27,7),-3.31641 # DEPENDENCYPART_ARC
(27,8),-1.19739 # DEPENDENCYPART_ARC
(27,9),-2.92816 # DEPENDENCYPART_ARC
(27,10),-2.75682 # DEPENDENCYPART_ARC
(27,11),-1.30028 # DEPENDENCYPART_ARC
(27,12),-0.968098 # DEPENDENCYPART_ARC
(27,13),-2.35642 # DEPENDENCYPART_ARC
(27,14),-1.95656 # DEPENDENCYPART_ARC
(27,15),-2.81736 # DEPENDENCYPART_ARC
(27,16),-2.4833 # DEPENDENCYPART_ARC
(27,17),-0.89847 # DEPENDENCYPART_ARC
(27,18),-1.80828 # DEPENDENCYPART_ARC
(27,19),-1.48137 # DEPENDENCYPART_ARC
(27,20),-1.05745 # DEPENDENCYPART_ARC
(27,21),-1.31586 # DEPENDENCYPART_ARC
(27,22),-0.353892 # DEPENDENCYPART_ARC
(27,23),-1.98898 # DEPENDENCYPART_ARC
(27,24),0.179669 # DEPENDENCYPART_ARC
(27,25),3.35016 # DEPENDENCYPART_ARC
(27,26),4.48169 # DEPENDENCYPART_ARC
(27,28),0.11982 # DEPENDENCYPART_ARC
(27,29),3.19489 # DEPENDENCYPART_ARC
(27,30),0.466439 # DEPENDENCYPART_ARC
(28,1),-2.46781 # DEPENDENCYPART_ARC
(28,2),-3.55849 # DEPENDENCYPART_ARC
(28,3),-2.93674 # DEPENDENCYPART_ARC
(28,4),-3.50192 # DEPENDENCYPART_ARC
(28,5),-1.78591 # DEPENDENCYPART_ARC
(28,6),-1.70663 # DEPENDENCYPART_ARC
(28,7),-2.59709 # DEPENDENCYPART_ARC
(28,8),-3.42637 # DEPENDENCYPART_ARC
(28,9),-2.89379 # DEPENDENCYPART_ARC
(28,10),-1.87232 # DEPENDENCYPART_ARC
(28,11),-2.2126 # DEPENDENCYPART_ARC
(28,12),-1.70307 # DEPENDENCYPART_ARC
(28,13),-2.43401 # DEPENDENCYPART_ARC
(28,14),-2.62584 # DEPENDENCYPART_ARC
(28,15),-3.22856 # DEPENDENCYPART_ARC
(28,16),-1.9308 # DEPENDENCYPART_ARC
(28,17),-1.44535 # DEPENDENCYPART_ARC
(28,18),-1.46042 # DEPENDENCYPART_ARC
(28,19),-2.02976 # DEPENDENCYPART_ARC
(28,20),-1.38095 # DEPENDENCYPART_ARC
(28,21),-1.99873 # DEPENDENCYPART_ARC
(28,22),-1.35104 # DEPENDENCYPART_ARC
(28,23),-2.79941 # DEPENDENCYPART_ARC
(28,24),-0.955828 # DEPENDENCYPART_ARC
(28,25),-1.49963 # DEPENDENCYPART_ARC
(28,26),-1.85917 # DEPENDENCYPART_ARC
(28,27),-1.15946 # DEPENDENCYPART_ARC
(28,29),0.156275 # DEPENDENCYPART_ARC
(28,30),-0.455502 # DEPENDENCYPART_ARC
(29,1),-6.52685 # DEPENDENCYPART_ARC
(29,2),-4.90676 # DEPENDENCYPART_ARC
(29,3),-5.31988 # DEPENDENCYPART_ARC
(29,4),-3.45017 # DEPENDENCYPART_ARC
(29,5),-1.7409 # DEPENDENCYPART_ARC
(29,6),-2.24341 # DEPENDENCYPART_ARC
(29,7),-6.16037 # DEPENDENCYPART_ARC
(29,8),-4.38243 # DEPENDENCYPART_ARC
(29,9),-5.20528 # DEPENDENCYPART_ARC
(29,10),-4.18405 # DEPENDENCYPART_ARC
(29,11),-3.0269 # DEPENDENCYPART_ARC
(29,12),-1.47287 # DEPENDENCYPART_ARC
(29,13),-4.80223 # DEPENDENCYPART_ARC
(29,14),-3.37577 # DEPENDENCYPART_ARC
(29,15),-3.09976 # DEPENDENCYPART_ARC
(29,16),-4.30211 # DEPENDENCYPART_ARC
(29,17),-1.66054 # DEPENDENCYPART_ARC
(29,18),-2.33678 # DEPENDENCYPART_ARC
(29,19),-2.28542 # DEPENDENCYPART_ARC
(29,20),-1.27759 # DEPENDENCYPART_ARC
(29,21),-2.11841 # DEPENDENCYPART_ARC
(29,22),-1.03537 # DEPENDENCYPART_ARC
(29,23),-2.61821 # DEPENDENCYPART_ARC
(29,24),-0.703547 # DEPENDENCYPART_ARC
(29,25),-1.36635 # DEPENDENCYPART_ARC
(29,26),-1.36507 # DEPENDENCYPART_ARC
(29,27),-1.37724 # DEPENDENCYPART_ARC
(29,28),3.21902 # DEPENDENCYPART_ARC
(29,30),0.21001 # DEPENDENCYPART_ARC
(30,1),-2.72253 # DEPENDENCYPART_ARC
(30,2),-2.55585 # DEPENDENCYPART_ARC
(30,3),-4.03232 # DEPENDENCYPART_ARC
(30,4),-2.8057 # DEPENDENCYPART_ARC
(30,5),-2.13809 # DEPENDENCYPART_ARC
(30,6),-2.7725 # DEPENDENCYPART_ARC
(30,7),-2.66848 # DEPENDENCYPART_ARC
(30,8),-2.56611 # DEPENDENCYPART_ARC
(30,9),-3.48011 # DEPENDENCYPART_ARC
(30,10),-2.41852 # DEPENDENCYPART_ARC
(30,11),-3.4515 # DEPENDENCYPART_ARC
(30,12),-2.80034 # DEPENDENCYPART_ARC
(30,13),-2.42961 # DEPENDENCYPART_ARC
(30,14),-2.18258 # DEPENDENCYPART_ARC
(30,15),-2.32733 # DEPENDENCYPART_ARC
(30,16),-2.35334 # DEPENDENCYPART_ARC
(30,17),-2.19755 # DEPENDENCYPART_ARC
(30,18),-2.28117 # DEPENDENCYPART_ARC
(30,19),-2.79999 # DEPENDENCYPART_ARC
(30,20),-2.24849 # DEPENDENCYPART_ARC
(30,21),-2.72407 # DEPENDENCYPART_ARC
(30,22),-2.0275 # DEPENDENCYPART_ARC
(30,23),-1.93408 # DEPENDENCYPART_ARC
(30,24),-1.53714 # DEPENDENCYPART_ARC
(30,25),-1.79197 # DEPENDENCYPART_ARC
(30,26),-1.79793 # DEPENDENCYPART_ARC
(30,27),-1.74552 # DEPENDENCYPART_ARC
(30,28),-1.47679 # DEPENDENCYPART_ARC
(30,29),-1.78599 # DEPENDENCYPART_ARC
