# _root_ Το πιο διάσημο τέκνο της Λέσβου , η Σαπφώ , θεωρήθηκε από πολλούς η πρώτη φεμινίστρια και μιά από τις καλύτερες λυρικές ποιήτριες των εποχών .
#goldHeads=4,3,4,7,6,4,11,9,7,7,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
#predictedHeads=4,3,4,11,6,4,11,9,11,11,0,11,12,16,16,17,11,17,18,23,23,23,19,25,23,0,
(25,12),-1.47602 # DEPENDENCYPART_ARC
(25,13),-1.9974 # DEPENDENCYPART_ARC
(25,14),-2.7258 # DEPENDENCYPART_ARC
(25,15),-2.03062 # DEPENDENCYPART_ARC
(25,16),-3.21042 # DEPENDENCYPART_ARC
(25,17),-1.13056 # DEPENDENCYPART_ARC
(25,18),-2.97217 # DEPENDENCYPART_ARC
(25,19),-1.16305 # DEPENDENCYPART_ARC
(25,20),0.250891 # DEPENDENCYPART_ARC
(25,21),-0.263531 # DEPENDENCYPART_ARC
(25,22),-0.371239 # DEPENDENCYPART_ARC
(25,23),-1.10372 # DEPENDENCYPART_ARC
(25,24),3.64745 # DEPENDENCYPART_ARC
(25,26),0.119121 # DEPENDENCYPART_ARC
(26,2),-2.4182 # DEPENDENCYPART_ARC
(26,3),-2.66846 # DEPENDENCYPART_ARC
(26,4),-3.02632 # DEPENDENCYPART_ARC
(26,6),-2.99941 # DEPENDENCYPART_ARC
(26,7),-2.48206 # DEPENDENCYPART_ARC
(26,9),-3.00596 # DEPENDENCYPART_ARC
(26,10),-2.37929 # DEPENDENCYPART_ARC
(26,11),-2.52692 # DEPENDENCYPART_ARC
(26,12),-2.50727 # DEPENDENCYPART_ARC
(26,13),-2.33721 # DEPENDENCYPART_ARC
(26,16),-2.26912 # DEPENDENCYPART_ARC
(26,17),-2.14755 # DEPENDENCYPART_ARC
(26,18),-2.17424 # DEPENDENCYPART_ARC
(26,19),-1.92751 # DEPENDENCYPART_ARC
(26,21),-2.10406 # DEPENDENCYPART_ARC
(26,22),-1.94757 # DEPENDENCYPART_ARC
(26,23),-1.82099 # DEPENDENCYPART_ARC
(26,25),-1.8855 # DEPENDENCYPART_ARC
