# _root_ Εκτός από την σωρεία καταχρήσεων μεγάλης κλίμακας , διαπράττονται και πολλές καταχρήσεις σε μικρή κλίμακα , διότι ο τομέας των μεταφορών χαρακτηρίζεται σε μεγάλο βαθμό από καταχρήσεις .
#goldHeads=9,1,5,5,2,7,5,9,0,12,12,9,9,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
#predictedHeads=9,1,4,2,4,7,5,9,0,12,12,9,12,15,13,17,9,19,22,21,19,17,22,25,23,22,26,0,
(21,4),-4.44684 # DEPENDENCYPART_ARC
(21,5),-2.27822 # DEPENDENCYPART_ARC
(21,6),-3.16067 # DEPENDENCYPART_ARC
(21,7),-3.21359 # DEPENDENCYPART_ARC
(21,8),-1.85355 # DEPENDENCYPART_ARC
(21,9),-2.76638 # DEPENDENCYPART_ARC
(21,10),-1.04686 # DEPENDENCYPART_ARC
(21,11),-2.06133 # DEPENDENCYPART_ARC
(21,12),-3.22474 # DEPENDENCYPART_ARC
(21,13),-1.44611 # DEPENDENCYPART_ARC
(21,14),-2.77253 # DEPENDENCYPART_ARC
(21,15),-3.77261 # DEPENDENCYPART_ARC
(21,16),-1.10198 # DEPENDENCYPART_ARC
(21,17),-0.765936 # DEPENDENCYPART_ARC
(21,18),-1.77193 # DEPENDENCYPART_ARC
(21,19),-1.79793 # DEPENDENCYPART_ARC
(21,20),3.3912 # DEPENDENCYPART_ARC
(21,22),-1.07158 # DEPENDENCYPART_ARC
(21,23),-0.985371 # DEPENDENCYPART_ARC
(21,24),-2.00423 # DEPENDENCYPART_ARC
(21,25),-2.31926 # DEPENDENCYPART_ARC
(21,26),-1.27496 # DEPENDENCYPART_ARC
(21,27),-3.17999 # DEPENDENCYPART_ARC
(21,28),-1.01524 # DEPENDENCYPART_ARC
(22,1),0.468725 # DEPENDENCYPART_ARC
(22,2),-1.47969 # DEPENDENCYPART_ARC
(22,3),-2.30152 # DEPENDENCYPART_ARC
(22,4),-1.58986 # DEPENDENCYPART_ARC
(22,5),-4.0024 # DEPENDENCYPART_ARC
(22,6),-3.27264 # DEPENDENCYPART_ARC
(22,7),-3.04462 # DEPENDENCYPART_ARC
(22,8),0.236514 # DEPENDENCYPART_ARC
(22,9),-2.61251 # DEPENDENCYPART_ARC
(22,10),-0.0335967 # DEPENDENCYPART_ARC
(22,11),-1.16055 # DEPENDENCYPART_ARC
(22,12),-1.78541 # DEPENDENCYPART_ARC
(22,13),0.155212 # DEPENDENCYPART_ARC
(22,14),-0.965074 # DEPENDENCYPART_ARC
(22,15),-1.31796 # DEPENDENCYPART_ARC
(22,16),0.744101 # DEPENDENCYPART_ARC
(22,17),0.497207 # DEPENDENCYPART_ARC
(22,18),-1.17144 # DEPENDENCYPART_ARC
(22,19),2.28671 # DEPENDENCYPART_ARC
(22,20),-1.36755 # DEPENDENCYPART_ARC
(22,21),-0.81792 # DEPENDENCYPART_ARC
(22,23),2.23079 # DEPENDENCYPART_ARC
(22,24),-0.638925 # DEPENDENCYPART_ARC
(22,25),0.653085 # DEPENDENCYPART_ARC
(22,26),1.06751 # DEPENDENCYPART_ARC
(22,27),-1.42645 # DEPENDENCYPART_ARC
(22,28),0.405497 # DEPENDENCYPART_ARC
(23,1),-1.32215 # DEPENDENCYPART_ARC
(23,2),-1.24696 # DEPENDENCYPART_ARC
(23,3),-1.37859 # DEPENDENCYPART_ARC
(23,4),-1.87926 # DEPENDENCYPART_ARC
(23,5),-1.90724 # DEPENDENCYPART_ARC
(23,6),-1.78556 # DEPENDENCYPART_ARC
(23,7),-1.89537 # DEPENDENCYPART_ARC
(23,8),-1.00103 # DEPENDENCYPART_ARC
(23,9),-1.49875 # DEPENDENCYPART_ARC
(23,10),-0.765263 # DEPENDENCYPART_ARC
(23,11),-1.67223 # DEPENDENCYPART_ARC
(23,12),-1.85911 # DEPENDENCYPART_ARC
(23,13),-0.941938 # DEPENDENCYPART_ARC
(23,14),-1.47347 # DEPENDENCYPART_ARC
(23,15),-1.68548 # DEPENDENCYPART_ARC
(23,16),-0.727757 # DEPENDENCYPART_ARC
(23,17),-0.748624 # DEPENDENCYPART_ARC
(23,18),-0.833636 # DEPENDENCYPART_ARC
(23,19),-1.38377 # DEPENDENCYPART_ARC
(23,20),-0.533374 # DEPENDENCYPART_ARC
(23,21),-1.02352 # DEPENDENCYPART_ARC
(23,22),-0.0922729 # DEPENDENCYPART_ARC
(23,24),1.37395 # DEPENDENCYPART_ARC
(23,25),2.911 # DEPENDENCYPART_ARC
(23,26),-0.0412701 # DEPENDENCYPART_ARC
(23,27),1.15103 # DEPENDENCYPART_ARC
(23,28),0.139685 # DEPENDENCYPART_ARC
(24,1),-2.61536 # DEPENDENCYPART_ARC
(24,2),-2.04311 # DEPENDENCYPART_ARC
(24,3),-2.72074 # DEPENDENCYPART_ARC
(24,4),-3.48074 # DEPENDENCYPART_ARC
(24,5),-4.04756 # DEPENDENCYPART_ARC
(24,6),-2.53404 # DEPENDENCYPART_ARC
(24,7),-4.10739 # DEPENDENCYPART_ARC
(24,8),-1.98068 # DEPENDENCYPART_ARC
(24,9),-4.23682 # DEPENDENCYPART_ARC
(24,10),-1.87104 # DEPENDENCYPART_ARC
(24,11),-2.48267 # DEPENDENCYPART_ARC
(24,12),-3.50592 # DEPENDENCYPART_ARC
(24,13),-1.87658 # DEPENDENCYPART_ARC
(24,14),-2.29368 # DEPENDENCYPART_ARC
(24,15),-3.12228 # DEPENDENCYPART_ARC
(24,16),-1.76263 # DEPENDENCYPART_ARC
(24,17),-1.62311 # DEPENDENCYPART_ARC
(24,18),-1.38305 # DEPENDENCYPART_ARC
(24,19),-1.79627 # DEPENDENCYPART_ARC
(24,20),-1.3431 # DEPENDENCYPART_ARC
(24,21),-2.83444 # DEPENDENCYPART_ARC
(24,22),-3.252 # DEPENDENCYPART_ARC
(24,23),-0.162047 # DEPENDENCYPART_ARC
(24,25),0.204885 # DEPENDENCYPART_ARC
(24,26),-0.235894 # DEPENDENCYPART_ARC
(24,27),-1.24713 # DEPENDENCYPART_ARC
(24,28),-0.591465 # DEPENDENCYPART_ARC
(25,1),-1.26037 # DEPENDENCYPART_ARC
(25,2),-1.17199 # DEPENDENCYPART_ARC
(25,3),-2.74942 # DEPENDENCYPART_ARC
(25,4),-2.49447 # DEPENDENCYPART_ARC
(25,5),-3.14373 # DEPENDENCYPART_ARC
(25,6),-2.58441 # DEPENDENCYPART_ARC
(25,7),-2.40031 # DEPENDENCYPART_ARC
(25,8),-1.11971 # DEPENDENCYPART_ARC
(25,9),-2.804 # DEPENDENCYPART_ARC
(25,10),-0.523496 # DEPENDENCYPART_ARC
(25,11),-2.71105 # DEPENDENCYPART_ARC
(25,12),-3.47009 # DEPENDENCYPART_ARC
(25,13),-1.07887 # DEPENDENCYPART_ARC
(25,14),-1.24606 # DEPENDENCYPART_ARC
(25,15),-2.11725 # DEPENDENCYPART_ARC
(25,16),-0.85272 # DEPENDENCYPART_ARC
(25,17),-0.640296 # DEPENDENCYPART_ARC
(25,18),-0.686161 # DEPENDENCYPART_ARC
(25,19),-0.800241 # DEPENDENCYPART_ARC
(25,20),-0.71693 # DEPENDENCYPART_ARC
(25,21),-1.78811 # DEPENDENCYPART_ARC
(25,22),-1.03389 # DEPENDENCYPART_ARC
(25,23),0.592282 # DEPENDENCYPART_ARC
(25,24),3.37117 # DEPENDENCYPART_ARC
(25,26),0.719981 # DEPENDENCYPART_ARC
(25,27),-0.0432109 # DEPENDENCYPART_ARC
(25,28),0.129728 # DEPENDENCYPART_ARC
(26,1),-1.7457 # DEPENDENCYPART_ARC
(26,2),-1.60562 # DEPENDENCYPART_ARC
(26,3),-1.85594 # DEPENDENCYPART_ARC
(26,4),-2.34452 # DEPENDENCYPART_ARC
(26,5),-2.28237 # DEPENDENCYPART_ARC
(26,6),-2.07344 # DEPENDENCYPART_ARC
(26,7),-2.23966 # DEPENDENCYPART_ARC
(26,8),-1.23267 # DEPENDENCYPART_ARC
(26,9),-1.67543 # DEPENDENCYPART_ARC
(26,10),-1.03059 # DEPENDENCYPART_ARC
(26,11),-2.01931 # DEPENDENCYPART_ARC
(26,12),-2.33322 # DEPENDENCYPART_ARC
(26,13),-1.34544 # DEPENDENCYPART_ARC
(26,14),-1.99065 # DEPENDENCYPART_ARC
(26,15),-2.1315 # DEPENDENCYPART_ARC
(26,16),-1.05286 # DEPENDENCYPART_ARC
(26,17),-1.07492 # DEPENDENCYPART_ARC
(26,18),-1.3904 # DEPENDENCYPART_ARC
(26,19),-1.94846 # DEPENDENCYPART_ARC
(26,20),-1.29845 # DEPENDENCYPART_ARC
(26,21),-1.80286 # DEPENDENCYPART_ARC
(26,22),-1.25677 # DEPENDENCYPART_ARC
(26,23),-0.469212 # DEPENDENCYPART_ARC
(26,24),-0.650076 # DEPENDENCYPART_ARC
(26,25),-0.876519 # DEPENDENCYPART_ARC
(26,27),3.02149 # DEPENDENCYPART_ARC
(26,28),0.326193 # DEPENDENCYPART_ARC
(27,1),-2.63827 # DEPENDENCYPART_ARC
(27,2),-2.44969 # DEPENDENCYPART_ARC
(27,3),-4.52526 # DEPENDENCYPART_ARC
(27,4),-3.84679 # DEPENDENCYPART_ARC
(27,5),-3.08411 # DEPENDENCYPART_ARC
(27,6),-4.75513 # DEPENDENCYPART_ARC
(27,7),-3.89536 # DEPENDENCYPART_ARC
(27,8),-2.23783 # DEPENDENCYPART_ARC
(27,9),-4.20402 # DEPENDENCYPART_ARC
(27,10),-2.1041 # DEPENDENCYPART_ARC
(27,11),-2.66241 # DEPENDENCYPART_ARC
(27,12),-3.19712 # DEPENDENCYPART_ARC
(27,13),-2.26045 # DEPENDENCYPART_ARC
(27,14),-3.08198 # DEPENDENCYPART_ARC
(27,15),-3.75256 # DEPENDENCYPART_ARC
(27,16),-2.17203 # DEPENDENCYPART_ARC
(27,17),-2.02623 # DEPENDENCYPART_ARC
(27,18),-4.15001 # DEPENDENCYPART_ARC
(27,19),-4.2712 # DEPENDENCYPART_ARC
(27,20),-1.08411 # DEPENDENCYPART_ARC
(27,21),-1.94438 # DEPENDENCYPART_ARC
(27,22),-2.93203 # DEPENDENCYPART_ARC
(27,23),-1.47007 # DEPENDENCYPART_ARC
(27,24),-1.17026 # DEPENDENCYPART_ARC
(27,25),-1.55694 # DEPENDENCYPART_ARC
(27,26),-0.0570466 # DEPENDENCYPART_ARC
(27,28),0.492024 # DEPENDENCYPART_ARC
(28,1),-2.7396 # DEPENDENCYPART_ARC
(28,2),-3.76782 # DEPENDENCYPART_ARC
(28,4),-3.12565 # DEPENDENCYPART_ARC
(28,5),-3.06796 # DEPENDENCYPART_ARC
(28,6),-2.78588 # DEPENDENCYPART_ARC
(28,7),-3.26588 # DEPENDENCYPART_ARC
(28,8),-2.36898 # DEPENDENCYPART_ARC
(28,9),-2.82276 # DEPENDENCYPART_ARC
(28,10),-2.7331 # DEPENDENCYPART_ARC
(28,11),-2.52447 # DEPENDENCYPART_ARC
(28,12),-2.75031 # DEPENDENCYPART_ARC
(28,13),-3.03269 # DEPENDENCYPART_ARC
(28,14),-2.49951 # DEPENDENCYPART_ARC
(28,15),-2.98799 # DEPENDENCYPART_ARC
(28,16),-2.40401 # DEPENDENCYPART_ARC
(28,17),-2.30228 # DEPENDENCYPART_ARC
(28,19),-2.58744 # DEPENDENCYPART_ARC
(28,21),-2.55566 # DEPENDENCYPART_ARC
(28,22),-2.39069 # DEPENDENCYPART_ARC
(28,23),-2.1421 # DEPENDENCYPART_ARC
(28,24),-1.96444 # DEPENDENCYPART_ARC
(28,25),-1.83666 # DEPENDENCYPART_ARC
(28,26),-1.66413 # DEPENDENCYPART_ARC
(28,27),-1.60441 # DEPENDENCYPART_ARC
