# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,11,15,16,22,20,21,22,17,22,25,23,0,
(25,11),-1.43964 # DEPENDENCYPART_ARC
(25,12),-3.12087 # DEPENDENCYPART_ARC
(25,13),-3.7003 # DEPENDENCYPART_ARC
(25,14),-1.73318 # DEPENDENCYPART_ARC
(25,15),-3.03348 # DEPENDENCYPART_ARC
(25,16),-2.16638 # DEPENDENCYPART_ARC
(25,17),-2.53986 # DEPENDENCYPART_ARC
(25,18),-1.63068 # DEPENDENCYPART_ARC
(25,19),-1.39779 # DEPENDENCYPART_ARC
(25,20),-1.42082 # DEPENDENCYPART_ARC
(25,21),-2.9563 # DEPENDENCYPART_ARC
(25,22),-2.17213 # DEPENDENCYPART_ARC
(25,23),0.0125746 # DEPENDENCYPART_ARC
(25,24),3.32902 # DEPENDENCYPART_ARC
(25,26),0.141583 # DEPENDENCYPART_ARC
(26,2),-2.79874 # DEPENDENCYPART_ARC
(26,3),-3.55147 # DEPENDENCYPART_ARC
(26,5),-3.50731 # DEPENDENCYPART_ARC
(26,7),-3.42046 # DEPENDENCYPART_ARC
(26,8),-2.73041 # DEPENDENCYPART_ARC
(26,9),-2.25801 # DEPENDENCYPART_ARC
(26,10),-2.74982 # DEPENDENCYPART_ARC
(26,11),-2.79486 # DEPENDENCYPART_ARC
(26,12),-2.97983 # DEPENDENCYPART_ARC
(26,13),-3.25717 # DEPENDENCYPART_ARC
(26,14),-2.62243 # DEPENDENCYPART_ARC
(26,15),-2.52454 # DEPENDENCYPART_ARC
(26,16),-2.50833 # DEPENDENCYPART_ARC
(26,17),-2.67936 # DEPENDENCYPART_ARC
(26,18),-2.04826 # DEPENDENCYPART_ARC
(26,20),-2.42903 # DEPENDENCYPART_ARC
(26,21),-2.39285 # DEPENDENCYPART_ARC
(26,22),-2.31239 # DEPENDENCYPART_ARC
(26,23),-1.64317 # DEPENDENCYPART_ARC
(26,25),-1.88731 # DEPENDENCYPART_ARC
