# _root_ Τα νέα κτίσματα των τελευταίων ετών , που ανεγέρθηκαν κυρίως κοντά στις παραλίες , είναι μονόροφα ή διώροφα κυκλαδίτικα σπίτια τα περισσότερα με ιδιωτικές πισίνες .
#goldHeads=3,3,15,6,6,3,9,9,3,11,9,11,12,9,0,17,20,17,20,15,22,20,20,25,23,0,
#predictedHeads=3,3,15,6,6,3,9,9,3,9,9,11,12,15,0,17,20,20,20,15,22,20,22,25,23,0,
(20,3),-1.99318 # DEPENDENCYPART_ARC
(20,4),0.128045 # DEPENDENCYPART_ARC
(20,5),-0.946558 # DEPENDENCYPART_ARC
(20,6),-1.1539 # DEPENDENCYPART_ARC
(20,7),-0.714892 # DEPENDENCYPART_ARC
(20,8),-1.25716 # DEPENDENCYPART_ARC
(20,9),-2.08783 # DEPENDENCYPART_ARC
(20,10),-0.596042 # DEPENDENCYPART_ARC
(20,11),-0.405748 # DEPENDENCYPART_ARC
(20,12),-1.32165 # DEPENDENCYPART_ARC
(20,13),-1.11235 # DEPENDENCYPART_ARC
(20,14),-0.383857 # DEPENDENCYPART_ARC
(20,15),-1.32069 # DEPENDENCYPART_ARC
(20,16),0.712189 # DEPENDENCYPART_ARC
(20,17),1.54862 # DEPENDENCYPART_ARC
(20,18),3.07947 # DEPENDENCYPART_ARC
(20,19),3.51146 # DEPENDENCYPART_ARC
(20,21),-0.287888 # DEPENDENCYPART_ARC
(20,22),1.61052 # DEPENDENCYPART_ARC
(20,23),0.799447 # DEPENDENCYPART_ARC
(20,24),0.496333 # DEPENDENCYPART_ARC
(20,25),-0.426304 # DEPENDENCYPART_ARC
(20,26),0.13797 # DEPENDENCYPART_ARC
(21,1),-1.24102 # DEPENDENCYPART_ARC
(21,2),-2.66827 # DEPENDENCYPART_ARC
(21,3),-2.03162 # DEPENDENCYPART_ARC
(21,4),-1.2486 # DEPENDENCYPART_ARC
(21,5),-2.77095 # DEPENDENCYPART_ARC
(21,6),-1.71754 # DEPENDENCYPART_ARC
(21,7),-1.59392 # DEPENDENCYPART_ARC
(21,8),-1.60083 # DEPENDENCYPART_ARC
(21,9),-2.4855 # DEPENDENCYPART_ARC
(21,10),-1.1919 # DEPENDENCYPART_ARC
(21,11),-1.28224 # DEPENDENCYPART_ARC
(21,12),-1.53128 # DEPENDENCYPART_ARC
(21,13),-1.68497 # DEPENDENCYPART_ARC
(21,14),-1.29461 # DEPENDENCYPART_ARC
(21,15),-2.12668 # DEPENDENCYPART_ARC
(21,16),-2.01118 # DEPENDENCYPART_ARC
(21,17),-0.897917 # DEPENDENCYPART_ARC
(21,18),-1.38754 # DEPENDENCYPART_ARC
(21,19),-0.928318 # DEPENDENCYPART_ARC
(21,20),-0.0659007 # DEPENDENCYPART_ARC
(21,22),-0.49202 # DEPENDENCYPART_ARC
(21,23),-0.249481 # DEPENDENCYPART_ARC
(21,24),-1.25092 # DEPENDENCYPART_ARC
(21,25),-1.38198 # DEPENDENCYPART_ARC
(21,26),-0.650969 # DEPENDENCYPART_ARC
(22,1),-1.23241 # DEPENDENCYPART_ARC
(22,2),-0.643069 # DEPENDENCYPART_ARC
(22,3),-1.68032 # DEPENDENCYPART_ARC
(22,4),-1.0274 # DEPENDENCYPART_ARC
(22,5),-0.732273 # DEPENDENCYPART_ARC
(22,6),-2.03136 # DEPENDENCYPART_ARC
(22,7),-1.19428 # DEPENDENCYPART_ARC
(22,8),-1.85044 # DEPENDENCYPART_ARC
(22,9),-3.4579 # DEPENDENCYPART_ARC
(22,10),-0.455515 # DEPENDENCYPART_ARC
(22,11),-0.374461 # DEPENDENCYPART_ARC
(22,12),-1.20758 # DEPENDENCYPART_ARC
(22,13),-1.84643 # DEPENDENCYPART_ARC
(22,14),-0.953502 # DEPENDENCYPART_ARC
(22,15),-3.53472 # DEPENDENCYPART_ARC
(22,16),0.379186 # DEPENDENCYPART_ARC
(22,17),-0.477517 # DEPENDENCYPART_ARC
(22,18),0.450351 # DEPENDENCYPART_ARC
(22,19),0.58777 # DEPENDENCYPART_ARC
(22,20),0.0610286 # DEPENDENCYPART_ARC
(22,21),2.04423 # DEPENDENCYPART_ARC
(22,23),1.69116 # DEPENDENCYPART_ARC
(22,24),-0.139684 # DEPENDENCYPART_ARC
(22,25),-0.0375829 # DEPENDENCYPART_ARC
(22,26),0.441492 # DEPENDENCYPART_ARC
(23,1),-1.30417 # DEPENDENCYPART_ARC
(23,2),-1.64875 # DEPENDENCYPART_ARC
(23,3),-1.6474 # DEPENDENCYPART_ARC
(23,4),-1.09981 # DEPENDENCYPART_ARC
(23,5),-1.52628 # DEPENDENCYPART_ARC
(23,6),-1.67318 # DEPENDENCYPART_ARC
(23,7),-0.505649 # DEPENDENCYPART_ARC
(23,8),-1.31981 # DEPENDENCYPART_ARC
(23,9),-1.19707 # DEPENDENCYPART_ARC
(23,10),-0.607079 # DEPENDENCYPART_ARC
(23,11),-0.642085 # DEPENDENCYPART_ARC
(23,12),-0.69255 # DEPENDENCYPART_ARC
(23,13),-1.485 # DEPENDENCYPART_ARC
(23,14),-0.333391 # DEPENDENCYPART_ARC
(23,15),-0.945736 # DEPENDENCYPART_ARC
(23,16),-1.07447 # DEPENDENCYPART_ARC
(23,17),-0.372755 # DEPENDENCYPART_ARC
(23,18),-0.841824 # DEPENDENCYPART_ARC
(23,19),-0.760238 # DEPENDENCYPART_ARC
(23,20),-0.819738 # DEPENDENCYPART_ARC
(23,21),0.292192 # DEPENDENCYPART_ARC
(23,22),0.406615 # DEPENDENCYPART_ARC
(23,24),1.43615 # DEPENDENCYPART_ARC
(23,25),2.82989 # DEPENDENCYPART_ARC
(23,26),0.572746 # DEPENDENCYPART_ARC
(24,1),-1.8489 # DEPENDENCYPART_ARC
(24,2),-1.99048 # DEPENDENCYPART_ARC
(24,3),-2.43736 # DEPENDENCYPART_ARC
(24,4),-1.74757 # DEPENDENCYPART_ARC
(24,5),-1.83145 # DEPENDENCYPART_ARC
(24,6),-2.91308 # DEPENDENCYPART_ARC
(24,7),-1.97453 # DEPENDENCYPART_ARC
(24,8),-2.52188 # DEPENDENCYPART_ARC
(24,9),-3.55203 # DEPENDENCYPART_ARC
(24,10),-1.96317 # DEPENDENCYPART_ARC
(24,11),-1.87453 # DEPENDENCYPART_ARC
(24,12),-2.22219 # DEPENDENCYPART_ARC
(24,13),-2.933 # DEPENDENCYPART_ARC
(24,14),-1.7876 # DEPENDENCYPART_ARC
(24,15),-3.70368 # DEPENDENCYPART_ARC
(24,16),-0.890721 # DEPENDENCYPART_ARC
(24,17),-1.13676 # DEPENDENCYPART_ARC
(24,18),-0.986649 # DEPENDENCYPART_ARC
(24,19),-0.797707 # DEPENDENCYPART_ARC
(24,20),-1.3726 # DEPENDENCYPART_ARC
(24,21),0.150583 # DEPENDENCYPART_ARC
(24,22),0.898993 # DEPENDENCYPART_ARC
(24,23),-0.00067401 # DEPENDENCYPART_ARC
(24,25),0.270558 # DEPENDENCYPART_ARC
(24,26),0.0243949 # DEPENDENCYPART_ARC
(25,1),-2.32787 # DEPENDENCYPART_ARC
(25,2),-2.7019 # DEPENDENCYPART_ARC
(25,3),-2.97038 # DEPENDENCYPART_ARC
(25,4),-1.50118 # DEPENDENCYPART_ARC
(25,5),-2.29667 # DEPENDENCYPART_ARC
(25,6),-2.03415 # DEPENDENCYPART_ARC
(25,7),-0.798447 # DEPENDENCYPART_ARC
(25,8),-2.41411 # DEPENDENCYPART_ARC
(25,9),-2.75964 # DEPENDENCYPART_ARC
(25,10),-1.05824 # DEPENDENCYPART_ARC
(25,11),-1.02048 # DEPENDENCYPART_ARC
(25,12),-0.985162 # DEPENDENCYPART_ARC
(25,13),-1.11981 # DEPENDENCYPART_ARC
(25,14),-0.69229 # DEPENDENCYPART_ARC
(25,15),-2.20788 # DEPENDENCYPART_ARC
(25,16),-1.39337 # DEPENDENCYPART_ARC
(25,17),0.542004 # DEPENDENCYPART_ARC
(25,18),-0.276579 # DEPENDENCYPART_ARC
(25,19),-0.239214 # DEPENDENCYPART_ARC
(25,20),-0.418431 # DEPENDENCYPART_ARC
(25,21),1.81723 # DEPENDENCYPART_ARC
(25,22),0.729464 # DEPENDENCYPART_ARC
(25,23),0.750095 # DEPENDENCYPART_ARC
(25,24),4.09657 # DEPENDENCYPART_ARC
(25,26),0.410943 # DEPENDENCYPART_ARC
(26,1),-2.71238 # DEPENDENCYPART_ARC
(26,2),-2.68786 # DEPENDENCYPART_ARC
(26,3),-3.31303 # DEPENDENCYPART_ARC
(26,4),-2.68241 # DEPENDENCYPART_ARC
(26,5),-2.71473 # DEPENDENCYPART_ARC
(26,6),-3.16382 # DEPENDENCYPART_ARC
(26,7),-2.19737 # DEPENDENCYPART_ARC
(26,8),-2.15851 # DEPENDENCYPART_ARC
(26,9),-2.4089 # DEPENDENCYPART_ARC
(26,10),-1.8716 # DEPENDENCYPART_ARC
(26,11),-1.98941 # DEPENDENCYPART_ARC
(26,12),-2.52335 # DEPENDENCYPART_ARC
(26,13),-2.42883 # DEPENDENCYPART_ARC
(26,14),-1.88652 # DEPENDENCYPART_ARC
(26,15),-1.76613 # DEPENDENCYPART_ARC
(26,16),-2.1485 # DEPENDENCYPART_ARC
(26,17),-1.49952 # DEPENDENCYPART_ARC
(26,18),-2.07745 # DEPENDENCYPART_ARC
(26,19),-1.96178 # DEPENDENCYPART_ARC
(26,20),-2.04231 # DEPENDENCYPART_ARC
(26,21),-1.76131 # DEPENDENCYPART_ARC
(26,22),-1.87912 # DEPENDENCYPART_ARC
(26,23),-1.44132 # DEPENDENCYPART_ARC
(26,24),-1.46751 # DEPENDENCYPART_ARC
(26,25),-1.75589 # DEPENDENCYPART_ARC
