# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,0,9,7,9,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(24,15),-1.59335 # DEPENDENCYPART_ARC
(24,16),-1.79626 # DEPENDENCYPART_ARC
(24,17),-2.82186 # DEPENDENCYPART_ARC
(24,18),-3.10204 # DEPENDENCYPART_ARC
(24,19),-1.93232 # DEPENDENCYPART_ARC
(24,20),-1.25834 # DEPENDENCYPART_ARC
(24,21),-1.48796 # DEPENDENCYPART_ARC
(24,22),-1.67256 # DEPENDENCYPART_ARC
(24,23),0.162006 # DEPENDENCYPART_ARC
(24,25),0.233424 # DEPENDENCYPART_ARC
(25,1),-4.00238 # DEPENDENCYPART_ARC
(25,2),-3.12115 # DEPENDENCYPART_ARC
(25,4),-2.94873 # DEPENDENCYPART_ARC
(25,6),-3.31226 # DEPENDENCYPART_ARC
(25,7),-3.02191 # DEPENDENCYPART_ARC
(25,8),-2.04294 # DEPENDENCYPART_ARC
(25,9),-2.79016 # DEPENDENCYPART_ARC
(25,10),-2.86138 # DEPENDENCYPART_ARC
(25,11),-2.3571 # DEPENDENCYPART_ARC
(25,12),-2.97273 # DEPENDENCYPART_ARC
(25,13),-2.31588 # DEPENDENCYPART_ARC
(25,14),-2.22948 # DEPENDENCYPART_ARC
(25,16),-2.11136 # DEPENDENCYPART_ARC
(25,17),-2.50988 # DEPENDENCYPART_ARC
(25,18),-2.05096 # DEPENDENCYPART_ARC
(25,19),-2.12819 # DEPENDENCYPART_ARC
(25,20),-2.12197 # DEPENDENCYPART_ARC
(25,21),-1.95439 # DEPENDENCYPART_ARC
(25,22),-1.8266 # DEPENDENCYPART_ARC
(25,23),-1.77008 # DEPENDENCYPART_ARC
(25,24),-1.59435 # DEPENDENCYPART_ARC
