# _root_ Στους πρόποδές του , αξίζει να επισκεφθείτε το Δασικό Χωριό της Ελευθερούπολης , στο οποίο μπορείτε να κλείσετε και δωμάτιο για διαμονή .
#goldHeads=5,1,2,5,0,7,5,10,10,7,12,10,7,18,14,10,18,16,18,18,20,21,0,
#predictedHeads=5,1,2,5,0,7,5,10,10,7,12,10,16,16,14,10,18,16,20,18,20,21,0,
(22,23),0.424048 # DEPENDENCYPART_ARC
(23,1),-3.25334 # DEPENDENCYPART_ARC
(23,2),-2.88389 # DEPENDENCYPART_ARC
(23,3),-1.91045 # DEPENDENCYPART_ARC
(23,4),-2.31759 # DEPENDENCYPART_ARC
(23,5),-2.39338 # DEPENDENCYPART_ARC
(23,6),-1.76177 # DEPENDENCYPART_ARC
(23,7),-2.47734 # DEPENDENCYPART_ARC
(23,8),-2.35255 # DEPENDENCYPART_ARC
(23,9),-2.40722 # DEPENDENCYPART_ARC
(23,10),-2.73666 # DEPENDENCYPART_ARC
(23,11),-2.30689 # DEPENDENCYPART_ARC
(23,12),-2.80037 # DEPENDENCYPART_ARC
(23,13),-2.11574 # DEPENDENCYPART_ARC
(23,14),-2.1013 # DEPENDENCYPART_ARC
(23,15),-2.01631 # DEPENDENCYPART_ARC
(23,16),-2.07798 # DEPENDENCYPART_ARC
(23,17),-1.48215 # DEPENDENCYPART_ARC
(23,18),-2.14973 # DEPENDENCYPART_ARC
(23,19),-1.77268 # DEPENDENCYPART_ARC
(23,20),-1.61193 # DEPENDENCYPART_ARC
(23,21),-1.41448 # DEPENDENCYPART_ARC
(23,22),-1.44196 # DEPENDENCYPART_ARC
