# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,3,10,15,10,14,14,11,0,17,15,19,17,19,22,19,24,22,26,24,29,29,26,29,30,33,31,33,0,
(14,24),-1.46718 # DEPENDENCYPART_ARC
(14,25),-2.47987 # DEPENDENCYPART_ARC
(14,26),-2.99916 # DEPENDENCYPART_ARC
(14,27),-2.29743 # DEPENDENCYPART_ARC
(14,28),-2.11664 # DEPENDENCYPART_ARC
(14,29),-2.26321 # DEPENDENCYPART_ARC
(14,30),-1.5242 # DEPENDENCYPART_ARC
(14,31),-2.21277 # DEPENDENCYPART_ARC
(14,32),-2.31521 # DEPENDENCYPART_ARC
(14,33),-4.32275 # DEPENDENCYPART_ARC
(14,34),-3.19973 # DEPENDENCYPART_ARC
(14,35),-1.00329 # DEPENDENCYPART_ARC
(15,1),0.0981255 # DEPENDENCYPART_ARC
(15,2),-0.342034 # DEPENDENCYPART_ARC
(15,3),0.431698 # DEPENDENCYPART_ARC
(15,4),-0.241516 # DEPENDENCYPART_ARC
(15,5),0.0100407 # DEPENDENCYPART_ARC
(15,6),0.384529 # DEPENDENCYPART_ARC
(15,7),0.084769 # DEPENDENCYPART_ARC
(15,8),1.13191 # DEPENDENCYPART_ARC
(15,9),2.07927 # DEPENDENCYPART_ARC
(15,10),2.05101 # DEPENDENCYPART_ARC
(15,11),0.820932 # DEPENDENCYPART_ARC
(15,12),1.04691 # DEPENDENCYPART_ARC
(15,13),1.3196 # DEPENDENCYPART_ARC
(15,14),1.12309 # DEPENDENCYPART_ARC
(15,16),2.21168 # DEPENDENCYPART_ARC
(15,17),1.02597 # DEPENDENCYPART_ARC
(15,18),-0.828524 # DEPENDENCYPART_ARC
(15,19),0.283373 # DEPENDENCYPART_ARC
(15,20),-0.524631 # DEPENDENCYPART_ARC
(15,21),-0.87488 # DEPENDENCYPART_ARC
(15,22),-0.717457 # DEPENDENCYPART_ARC
(15,23),-0.10393 # DEPENDENCYPART_ARC
(15,24),-0.303476 # DEPENDENCYPART_ARC
(15,25),-1.29571 # DEPENDENCYPART_ARC
(15,26),-1.14224 # DEPENDENCYPART_ARC
(15,27),-1.3309 # DEPENDENCYPART_ARC
(15,28),-1.35114 # DEPENDENCYPART_ARC
(15,29),-1.35562 # DEPENDENCYPART_ARC
(15,30),-0.339322 # DEPENDENCYPART_ARC
(15,31),-0.414033 # DEPENDENCYPART_ARC
(15,32),-1.6362 # DEPENDENCYPART_ARC
(15,33),-2.00743 # DEPENDENCYPART_ARC
(15,34),-0.441751 # DEPENDENCYPART_ARC
(15,35),-0.0194266 # DEPENDENCYPART_ARC
(16,1),-1.41892 # DEPENDENCYPART_ARC
(16,2),-3.16145 # DEPENDENCYPART_ARC
(16,3),-2.68052 # DEPENDENCYPART_ARC
(16,4),-3.75693 # DEPENDENCYPART_ARC
(16,5),-1.8087 # DEPENDENCYPART_ARC
(16,6),-1.02141 # DEPENDENCYPART_ARC
(16,7),-3.08291 # DEPENDENCYPART_ARC
(16,8),-3.20909 # DEPENDENCYPART_ARC
(16,9),-3.08111 # DEPENDENCYPART_ARC
(16,10),-4.85278 # DEPENDENCYPART_ARC
(16,11),-0.837501 # DEPENDENCYPART_ARC
(16,12),-1.84791 # DEPENDENCYPART_ARC
(16,13),-1.51036 # DEPENDENCYPART_ARC
(16,14),-1.70946 # DEPENDENCYPART_ARC
(16,15),-0.33305 # DEPENDENCYPART_ARC
(16,17),-0.459266 # DEPENDENCYPART_ARC
(16,18),-2.27302 # DEPENDENCYPART_ARC
(16,19),0.0730214 # DEPENDENCYPART_ARC
(16,20),-4.68186 # DEPENDENCYPART_ARC
(16,21),-1.40283 # DEPENDENCYPART_ARC
(16,22),-2.78782 # DEPENDENCYPART_ARC
(16,23),-0.296303 # DEPENDENCYPART_ARC
(16,24),-1.0872 # DEPENDENCYPART_ARC
(16,25),-3.03492 # DEPENDENCYPART_ARC
(16,26),-1.85178 # DEPENDENCYPART_ARC
(16,27),-4.17927 # DEPENDENCYPART_ARC
(16,28),-4.63229 # DEPENDENCYPART_ARC
(16,29),-4.01546 # DEPENDENCYPART_ARC
(16,30),-1.75505 # DEPENDENCYPART_ARC
(16,31),-2.0209 # DEPENDENCYPART_ARC
(16,32),-4.64563 # DEPENDENCYPART_ARC
(16,33),-2.31918 # DEPENDENCYPART_ARC
(16,34),-6.22795 # DEPENDENCYPART_ARC
(16,35),-0.363079 # DEPENDENCYPART_ARC
(17,1),0.554226 # DEPENDENCYPART_ARC
(17,2),-1.26507 # DEPENDENCYPART_ARC
(17,3),-0.45795 # DEPENDENCYPART_ARC
(17,4),-2.51918 # DEPENDENCYPART_ARC
(17,5),-0.299172 # DEPENDENCYPART_ARC
(17,6),0.261786 # DEPENDENCYPART_ARC
(17,7),-1.30602 # DEPENDENCYPART_ARC
(17,8),-1.28177 # DEPENDENCYPART_ARC
(17,9),1.92308 # DEPENDENCYPART_ARC
(17,10),-5.17859 # DEPENDENCYPART_ARC
(17,11),0.517664 # DEPENDENCYPART_ARC
(17,12),-1.09529 # DEPENDENCYPART_ARC
(17,13),-0.858887 # DEPENDENCYPART_ARC
(17,14),-0.179341 # DEPENDENCYPART_ARC
(17,15),0.781507 # DEPENDENCYPART_ARC
(17,16),4.78763 # DEPENDENCYPART_ARC
(17,18),-0.567951 # DEPENDENCYPART_ARC
(17,19),3.30919 # DEPENDENCYPART_ARC
(17,20),-2.35235 # DEPENDENCYPART_ARC
(17,21),0.378582 # DEPENDENCYPART_ARC
(17,22),-0.747564 # DEPENDENCYPART_ARC
(17,23),0.773408 # DEPENDENCYPART_ARC
(17,24),0.285634 # DEPENDENCYPART_ARC
(17,25),-2.18679 # DEPENDENCYPART_ARC
(17,26),-0.757093 # DEPENDENCYPART_ARC
(17,27),-3.31734 # DEPENDENCYPART_ARC
(17,28),-3.99663 # DEPENDENCYPART_ARC
(17,29),-2.50296 # DEPENDENCYPART_ARC
(17,30),-0.225024 # DEPENDENCYPART_ARC
(17,31),-0.704628 # DEPENDENCYPART_ARC
(17,32),-3.36947 # DEPENDENCYPART_ARC
(17,33),-1.18971 # DEPENDENCYPART_ARC
(17,34),-4.55695 # DEPENDENCYPART_ARC
(17,35),0.429259 # DEPENDENCYPART_ARC
(18,1),-1.59087 # DEPENDENCYPART_ARC
(18,2),-1.68164 # DEPENDENCYPART_ARC
(18,3),-2.2805 # DEPENDENCYPART_ARC
(18,4),-1.81694 # DEPENDENCYPART_ARC
(18,5),-1.71512 # DEPENDENCYPART_ARC
(18,6),-1.71672 # DEPENDENCYPART_ARC
(18,7),-1.8696 # DEPENDENCYPART_ARC
(18,8),-2.40578 # DEPENDENCYPART_ARC
(18,9),-3.24783 # DEPENDENCYPART_ARC
(18,10),-2.91044 # DEPENDENCYPART_ARC
(18,11),-1.3682 # DEPENDENCYPART_ARC
(18,12),-2.28055 # DEPENDENCYPART_ARC
(18,13),-2.1347 # DEPENDENCYPART_ARC
(18,14),-1.59039 # DEPENDENCYPART_ARC
(18,15),-1.09449 # DEPENDENCYPART_ARC
(18,16),-2.39141 # DEPENDENCYPART_ARC
(18,17),-1.46628 # DEPENDENCYPART_ARC
(18,19),0.129198 # DEPENDENCYPART_ARC
(18,20),-1.65794 # DEPENDENCYPART_ARC
(18,21),-0.848709 # DEPENDENCYPART_ARC
(18,22),-2.56452 # DEPENDENCYPART_ARC
(18,23),-1.26236 # DEPENDENCYPART_ARC
(18,24),-1.39823 # DEPENDENCYPART_ARC
(18,25),-1.8959 # DEPENDENCYPART_ARC
(18,26),-2.27349 # DEPENDENCYPART_ARC
(18,27),-2.9521 # DEPENDENCYPART_ARC
(18,28),-2.88562 # DEPENDENCYPART_ARC
(18,29),-2.15276 # DEPENDENCYPART_ARC
(18,30),-1.4211 # DEPENDENCYPART_ARC
(18,31),-2.07216 # DEPENDENCYPART_ARC
(18,32),-2.69489 # DEPENDENCYPART_ARC
(18,33),-2.58448 # DEPENDENCYPART_ARC
(18,34),-3.52175 # DEPENDENCYPART_ARC
(18,35),-1.39889 # DEPENDENCYPART_ARC
(19,1),-1.305 # DEPENDENCYPART_ARC
(19,2),-3.44434 # DEPENDENCYPART_ARC
(19,3),-2.99403 # DEPENDENCYPART_ARC
(19,4),-3.57052 # DEPENDENCYPART_ARC
(19,5),-1.51605 # DEPENDENCYPART_ARC
(19,6),-1.39279 # DEPENDENCYPART_ARC
(19,7),-2.42742 # DEPENDENCYPART_ARC
(19,8),-2.50289 # DEPENDENCYPART_ARC
(19,9),-3.19336 # DEPENDENCYPART_ARC
(19,10),-2.4219 # DEPENDENCYPART_ARC
(19,11),-1.08699 # DEPENDENCYPART_ARC
(19,12),-0.875873 # DEPENDENCYPART_ARC
(19,13),-1.20568 # DEPENDENCYPART_ARC
(19,14),-0.81044 # DEPENDENCYPART_ARC
(19,15),-0.376732 # DEPENDENCYPART_ARC
(19,16),-2.20961 # DEPENDENCYPART_ARC
(19,17),-1.19652 # DEPENDENCYPART_ARC
(19,18),3.55753 # DEPENDENCYPART_ARC
(19,20),2.66618 # DEPENDENCYPART_ARC
(19,21),0.423474 # DEPENDENCYPART_ARC
(19,22),1.13399 # DEPENDENCYPART_ARC
(19,23),-0.0428601 # DEPENDENCYPART_ARC
(19,24),-0.0558073 # DEPENDENCYPART_ARC
(19,25),-1.10928 # DEPENDENCYPART_ARC
(19,26),-1.15374 # DEPENDENCYPART_ARC
(19,27),-0.917518 # DEPENDENCYPART_ARC
(19,28),-0.833452 # DEPENDENCYPART_ARC
(19,29),-0.655318 # DEPENDENCYPART_ARC
(19,30),-0.303785 # DEPENDENCYPART_ARC
(19,31),-1.27567 # DEPENDENCYPART_ARC
(19,32),-1.0369 # DEPENDENCYPART_ARC
(19,33),-2.44591 # DEPENDENCYPART_ARC
(19,34),-0.791037 # DEPENDENCYPART_ARC
(19,35),-0.174038 # DEPENDENCYPART_ARC
(20,1),-1.41089 # DEPENDENCYPART_ARC
(20,2),-1.70986 # DEPENDENCYPART_ARC
(20,3),-3.30725 # DEPENDENCYPART_ARC
(20,4),-1.45664 # DEPENDENCYPART_ARC
(20,5),-1.47437 # DEPENDENCYPART_ARC
(20,6),-1.34466 # DEPENDENCYPART_ARC
(20,7),-1.15648 # DEPENDENCYPART_ARC
(20,8),-2.7248 # DEPENDENCYPART_ARC
(20,9),-2.74435 # DEPENDENCYPART_ARC
(20,10),-2.64665 # DEPENDENCYPART_ARC
(20,11),-1.19884 # DEPENDENCYPART_ARC
(20,12),-4.61839 # DEPENDENCYPART_ARC
(20,13),-4.55398 # DEPENDENCYPART_ARC
(20,14),-3.35882 # DEPENDENCYPART_ARC
(20,15),-0.956943 # DEPENDENCYPART_ARC
(20,16),-2.35937 # DEPENDENCYPART_ARC
(20,17),-1.89267 # DEPENDENCYPART_ARC
(20,18),-0.203224 # DEPENDENCYPART_ARC
(20,19),-1.93229 # DEPENDENCYPART_ARC
(20,21),0.229126 # DEPENDENCYPART_ARC
(20,22),-1.40139 # DEPENDENCYPART_ARC
(20,23),-0.449338 # DEPENDENCYPART_ARC
(20,24),-0.779479 # DEPENDENCYPART_ARC
(20,25),-2.40329 # DEPENDENCYPART_ARC
(20,26),-2.6604 # DEPENDENCYPART_ARC
(20,27),-1.68013 # DEPENDENCYPART_ARC
(20,28),-1.72162 # DEPENDENCYPART_ARC
(20,29),-1.27254 # DEPENDENCYPART_ARC
(20,30),-1.20542 # DEPENDENCYPART_ARC
(20,31),-1.91406 # DEPENDENCYPART_ARC
(20,32),-2.54887 # DEPENDENCYPART_ARC
(20,33),-2.72516 # DEPENDENCYPART_ARC
(20,34),-2.99583 # DEPENDENCYPART_ARC
(20,35),-0.96368 # DEPENDENCYPART_ARC
(21,1),-1.14337 # DEPENDENCYPART_ARC
(21,2),-1.167 # DEPENDENCYPART_ARC
(21,3),-1.6982 # DEPENDENCYPART_ARC
(21,4),-1.17717 # DEPENDENCYPART_ARC
(21,5),-1.33104 # DEPENDENCYPART_ARC
(21,6),-1.22143 # DEPENDENCYPART_ARC
(21,7),-1.19289 # DEPENDENCYPART_ARC
(21,8),-1.68146 # DEPENDENCYPART_ARC
(21,9),-1.58829 # DEPENDENCYPART_ARC
(21,10),-1.54098 # DEPENDENCYPART_ARC
(21,11),-1.09055 # DEPENDENCYPART_ARC
(21,12),-1.55227 # DEPENDENCYPART_ARC
(21,13),-1.57955 # DEPENDENCYPART_ARC
(21,14),-1.47567 # DEPENDENCYPART_ARC
(21,15),-0.92157 # DEPENDENCYPART_ARC
(21,16),-1.29913 # DEPENDENCYPART_ARC
(21,17),-1.05165 # DEPENDENCYPART_ARC
(21,18),-0.144226 # DEPENDENCYPART_ARC
(21,19),-0.646963 # DEPENDENCYPART_ARC
(21,20),0.245647 # DEPENDENCYPART_ARC
(21,22),0.481344 # DEPENDENCYPART_ARC
(21,23),-0.249088 # DEPENDENCYPART_ARC
(21,24),-0.561332 # DEPENDENCYPART_ARC
(21,25),-1.08235 # DEPENDENCYPART_ARC
(21,26),-0.840786 # DEPENDENCYPART_ARC
(21,27),-1.22371 # DEPENDENCYPART_ARC
(21,28),-1.28729 # DEPENDENCYPART_ARC
(21,29),-1.31492 # DEPENDENCYPART_ARC
(21,30),-1.03161 # DEPENDENCYPART_ARC
(21,31),-0.986516 # DEPENDENCYPART_ARC
(21,32),-1.41785 # DEPENDENCYPART_ARC
(21,33),-1.37775 # DEPENDENCYPART_ARC
(21,34),-1.76726 # DEPENDENCYPART_ARC
(21,35),-0.542157 # DEPENDENCYPART_ARC
(22,1),-0.564731 # DEPENDENCYPART_ARC
(22,2),-2.37425 # DEPENDENCYPART_ARC
(22,3),-1.47227 # DEPENDENCYPART_ARC
(22,4),-3.05755 # DEPENDENCYPART_ARC
(22,5),-1.02795 # DEPENDENCYPART_ARC
(22,6),-0.860017 # DEPENDENCYPART_ARC
(22,7),-2.5175 # DEPENDENCYPART_ARC
(22,8),-2.26065 # DEPENDENCYPART_ARC
(22,9),-3.01831 # DEPENDENCYPART_ARC
(22,10),-4.96183 # DEPENDENCYPART_ARC
(22,11),-0.521309 # DEPENDENCYPART_ARC
(22,12),-2.03568 # DEPENDENCYPART_ARC
(22,13),-1.74432 # DEPENDENCYPART_ARC
(22,14),-1.66904 # DEPENDENCYPART_ARC
(22,15),-0.367951 # DEPENDENCYPART_ARC
(22,16),-2.19007 # DEPENDENCYPART_ARC
(22,17),-3.00934 # DEPENDENCYPART_ARC
(22,18),-0.423064 # DEPENDENCYPART_ARC
(22,19),-0.413328 # DEPENDENCYPART_ARC
(22,20),-1.66511 # DEPENDENCYPART_ARC
(22,21),2.3279 # DEPENDENCYPART_ARC
(22,23),0.717519 # DEPENDENCYPART_ARC
(22,24),1.35506 # DEPENDENCYPART_ARC
(22,25),-0.996631 # DEPENDENCYPART_ARC
(22,26),0.89652 # DEPENDENCYPART_ARC
(22,27),-1.80468 # DEPENDENCYPART_ARC
(22,28),-2.80333 # DEPENDENCYPART_ARC
(22,29),-2.18866 # DEPENDENCYPART_ARC
(22,30),0.313885 # DEPENDENCYPART_ARC
(22,31),0.260418 # DEPENDENCYPART_ARC
(22,32),-2.71629 # DEPENDENCYPART_ARC
(22,33),-0.786967 # DEPENDENCYPART_ARC
(22,34),-4.59433 # DEPENDENCYPART_ARC
(22,35),-0.161631 # DEPENDENCYPART_ARC
(23,1),-1.10067 # DEPENDENCYPART_ARC
(23,2),-1.15156 # DEPENDENCYPART_ARC
(23,3),-1.41636 # DEPENDENCYPART_ARC
(23,4),-0.973304 # DEPENDENCYPART_ARC
(23,5),-0.868934 # DEPENDENCYPART_ARC
(23,6),-1.15636 # DEPENDENCYPART_ARC
(23,7),-0.96297 # DEPENDENCYPART_ARC
(23,8),-1.32302 # DEPENDENCYPART_ARC
(23,9),-0.382352 # DEPENDENCYPART_ARC
(23,10),-0.593568 # DEPENDENCYPART_ARC
(23,11),-0.538938 # DEPENDENCYPART_ARC
(23,12),-1.08748 # DEPENDENCYPART_ARC
(23,13),-1.04911 # DEPENDENCYPART_ARC
(23,14),-1.06693 # DEPENDENCYPART_ARC
(23,15),-0.584493 # DEPENDENCYPART_ARC
(23,16),-0.319942 # DEPENDENCYPART_ARC
(23,17),-0.317894 # DEPENDENCYPART_ARC
(23,18),-0.539639 # DEPENDENCYPART_ARC
(23,19),-0.447673 # DEPENDENCYPART_ARC
(23,20),-0.400283 # DEPENDENCYPART_ARC
(23,21),0.531373 # DEPENDENCYPART_ARC
(23,22),0.134047 # DEPENDENCYPART_ARC
(23,24),-0.163927 # DEPENDENCYPART_ARC
(23,25),-0.632074 # DEPENDENCYPART_ARC
(23,26),-0.259798 # DEPENDENCYPART_ARC
(23,27),-0.513624 # DEPENDENCYPART_ARC
(23,28),-0.504379 # DEPENDENCYPART_ARC
(23,29),-0.929541 # DEPENDENCYPART_ARC
(23,30),-0.494685 # DEPENDENCYPART_ARC
(23,31),-0.243033 # DEPENDENCYPART_ARC
(23,32),-0.707885 # DEPENDENCYPART_ARC
(23,33),-1.1369 # DEPENDENCYPART_ARC
(23,34),-1.51859 # DEPENDENCYPART_ARC
(23,35),-0.181091 # DEPENDENCYPART_ARC
(24,1),-1.15316 # DEPENDENCYPART_ARC
(24,2),-1.47548 # DEPENDENCYPART_ARC
(24,3),-1.94073 # DEPENDENCYPART_ARC
(24,4),-1.28446 # DEPENDENCYPART_ARC
(24,5),-1.31444 # DEPENDENCYPART_ARC
(24,6),-0.810546 # DEPENDENCYPART_ARC
(24,7),-1.32473 # DEPENDENCYPART_ARC
(24,8),-1.83502 # DEPENDENCYPART_ARC
(24,9),-1.45155 # DEPENDENCYPART_ARC
(24,10),-1.59479 # DEPENDENCYPART_ARC
(24,11),-1.08954 # DEPENDENCYPART_ARC
(24,12),-1.72261 # DEPENDENCYPART_ARC
(24,13),-1.7071 # DEPENDENCYPART_ARC
(24,14),-1.86734 # DEPENDENCYPART_ARC
(24,15),-0.74598 # DEPENDENCYPART_ARC
(24,16),-1.43694 # DEPENDENCYPART_ARC
(24,17),-1.31827 # DEPENDENCYPART_ARC
(24,18),-0.950301 # DEPENDENCYPART_ARC
(24,19),-1.42792 # DEPENDENCYPART_ARC
(24,20),-1.07888 # DEPENDENCYPART_ARC
(24,21),-0.426167 # DEPENDENCYPART_ARC
(24,22),-0.448928 # DEPENDENCYPART_ARC
(24,23),0.979228 # DEPENDENCYPART_ARC
(24,25),0.367999 # DEPENDENCYPART_ARC
(24,26),2.49122 # DEPENDENCYPART_ARC
(24,27),0.190945 # DEPENDENCYPART_ARC
(24,28),0.28007 # DEPENDENCYPART_ARC
(24,29),1.08997 # DEPENDENCYPART_ARC
(24,30),-0.428619 # DEPENDENCYPART_ARC
(24,31),-0.480864 # DEPENDENCYPART_ARC
(24,32),-0.493545 # DEPENDENCYPART_ARC
(24,33),4.37044e-06 # DEPENDENCYPART_ARC
(24,34),-0.949506 # DEPENDENCYPART_ARC
(24,35),0.169157 # DEPENDENCYPART_ARC
(25,1),-2.41482 # DEPENDENCYPART_ARC
(25,2),-1.96076 # DEPENDENCYPART_ARC
(25,3),-2.76136 # DEPENDENCYPART_ARC
(25,4),-2.68113 # DEPENDENCYPART_ARC
(25,5),-2.25322 # DEPENDENCYPART_ARC
(25,6),-2.28931 # DEPENDENCYPART_ARC
(25,7),-2.14705 # DEPENDENCYPART_ARC
(25,8),-2.93453 # DEPENDENCYPART_ARC
(25,9),-3.9967 # DEPENDENCYPART_ARC
(25,10),-3.76568 # DEPENDENCYPART_ARC
(25,11),-2.20938 # DEPENDENCYPART_ARC
(25,12),-3.27093 # DEPENDENCYPART_ARC
(25,13),-3.2126 # DEPENDENCYPART_ARC
(25,14),-2.91403 # DEPENDENCYPART_ARC
(25,15),-2.14696 # DEPENDENCYPART_ARC
(25,16),-3.90381 # DEPENDENCYPART_ARC
(25,17),-3.74658 # DEPENDENCYPART_ARC
(25,18),-1.81336 # DEPENDENCYPART_ARC
(25,19),-2.4073 # DEPENDENCYPART_ARC
(25,20),-1.83999 # DEPENDENCYPART_ARC
(25,21),-1.75597 # DEPENDENCYPART_ARC
(25,22),-3.24038 # DEPENDENCYPART_ARC
(25,23),-1.27998 # DEPENDENCYPART_ARC
(25,24),-0.656408 # DEPENDENCYPART_ARC
(25,26),0.00116042 # DEPENDENCYPART_ARC
(25,27),-1.35965 # DEPENDENCYPART_ARC
(25,28),-1.69157 # DEPENDENCYPART_ARC
(25,29),-0.858611 # DEPENDENCYPART_ARC
(25,30),-0.698751 # DEPENDENCYPART_ARC
(25,31),-0.695618 # DEPENDENCYPART_ARC
(25,32),-1.98313 # DEPENDENCYPART_ARC
(25,33),-1.78141 # DEPENDENCYPART_ARC
(25,34),-2.74516 # DEPENDENCYPART_ARC
(25,35),-0.451802 # DEPENDENCYPART_ARC
(26,1),-1.96421 # DEPENDENCYPART_ARC
(26,2),-4.48285 # DEPENDENCYPART_ARC
(26,3),-3.53511 # DEPENDENCYPART_ARC
(26,4),-5.94658 # DEPENDENCYPART_ARC
(26,5),-2.08685 # DEPENDENCYPART_ARC
(26,6),-1.85783 # DEPENDENCYPART_ARC
(26,7),-3.44733 # DEPENDENCYPART_ARC
(26,8),-3.18235 # DEPENDENCYPART_ARC
(26,9),-3.85124 # DEPENDENCYPART_ARC
(26,10),-3.40525 # DEPENDENCYPART_ARC
(26,11),-1.80265 # DEPENDENCYPART_ARC
(26,12),-2.63828 # DEPENDENCYPART_ARC
(26,13),-2.969 # DEPENDENCYPART_ARC
(26,14),-3.09874 # DEPENDENCYPART_ARC
(26,15),-1.67209 # DEPENDENCYPART_ARC
(26,16),-3.65345 # DEPENDENCYPART_ARC
(26,17),-3.73472 # DEPENDENCYPART_ARC
(26,18),-2.00948 # DEPENDENCYPART_ARC
(26,19),-2.07558 # DEPENDENCYPART_ARC
(26,20),-0.929942 # DEPENDENCYPART_ARC
(26,21),-0.851822 # DEPENDENCYPART_ARC
(26,22),-2.85086 # DEPENDENCYPART_ARC
(26,23),-0.614383 # DEPENDENCYPART_ARC
(26,24),0.107726 # DEPENDENCYPART_ARC
(26,25),2.95734 # DEPENDENCYPART_ARC
(26,27),0.530757 # DEPENDENCYPART_ARC
(26,28),0.283223 # DEPENDENCYPART_ARC
(26,29),1.72179 # DEPENDENCYPART_ARC
(26,30),0.631411 # DEPENDENCYPART_ARC
(26,31),0.230057 # DEPENDENCYPART_ARC
(26,32),-0.660048 # DEPENDENCYPART_ARC
(26,33),-1.18085 # DEPENDENCYPART_ARC
(26,34),-0.622744 # DEPENDENCYPART_ARC
(26,35),0.215933 # DEPENDENCYPART_ARC
(27,1),-1.21401 # DEPENDENCYPART_ARC
(27,2),-3.06041 # DEPENDENCYPART_ARC
(27,3),-3.18745 # DEPENDENCYPART_ARC
(27,4),-2.35364 # DEPENDENCYPART_ARC
(27,5),-1.36165 # DEPENDENCYPART_ARC
(27,6),-1.35283 # DEPENDENCYPART_ARC
(27,7),-2.28925 # DEPENDENCYPART_ARC
(27,8),-3.01633 # DEPENDENCYPART_ARC
(27,9),-3.72582 # DEPENDENCYPART_ARC
(27,10),-2.06034 # DEPENDENCYPART_ARC
(27,11),-1.10317 # DEPENDENCYPART_ARC
(27,12),-3.55509 # DEPENDENCYPART_ARC
(27,13),-3.5762 # DEPENDENCYPART_ARC
(27,14),-2.38728 # DEPENDENCYPART_ARC
(27,15),-1.02046 # DEPENDENCYPART_ARC
(27,16),-3.62159 # DEPENDENCYPART_ARC
(27,17),-2.29727 # DEPENDENCYPART_ARC
(27,18),-1.59085 # DEPENDENCYPART_ARC
(27,19),-1.52857 # DEPENDENCYPART_ARC
(27,20),-0.982988 # DEPENDENCYPART_ARC
(27,21),-0.648259 # DEPENDENCYPART_ARC
(27,22),-3.01312 # DEPENDENCYPART_ARC
(27,23),-0.383271 # DEPENDENCYPART_ARC
(27,24),-0.0171203 # DEPENDENCYPART_ARC
(27,25),-0.327023 # DEPENDENCYPART_ARC
(27,26),-0.283661 # DEPENDENCYPART_ARC
(27,28),0.231588 # DEPENDENCYPART_ARC
(27,29),0.85639 # DEPENDENCYPART_ARC
(27,30),-0.166806 # DEPENDENCYPART_ARC
(27,31),-0.157185 # DEPENDENCYPART_ARC
(27,32),-2.03057 # DEPENDENCYPART_ARC
(27,33),-1.57339 # DEPENDENCYPART_ARC
(27,34),-0.209265 # DEPENDENCYPART_ARC
(27,35),-0.117479 # DEPENDENCYPART_ARC
(28,1),-1.4012 # DEPENDENCYPART_ARC
(28,2),-3.17534 # DEPENDENCYPART_ARC
(28,3),-3.43459 # DEPENDENCYPART_ARC
(28,4),-2.54943 # DEPENDENCYPART_ARC
(28,5),-1.50063 # DEPENDENCYPART_ARC
(28,6),-1.5659 # DEPENDENCYPART_ARC
(28,7),-2.73937 # DEPENDENCYPART_ARC
(28,8),-3.29446 # DEPENDENCYPART_ARC
(28,9),-3.81347 # DEPENDENCYPART_ARC
(28,10),-2.2087 # DEPENDENCYPART_ARC
(28,11),-1.2833 # DEPENDENCYPART_ARC
(28,12),-3.47711 # DEPENDENCYPART_ARC
(28,13),-3.54796 # DEPENDENCYPART_ARC
(28,14),-2.57839 # DEPENDENCYPART_ARC
(28,15),-1.14589 # DEPENDENCYPART_ARC
(28,16),-3.77604 # DEPENDENCYPART_ARC
(28,17),-2.41626 # DEPENDENCYPART_ARC
(28,18),-2.01699 # DEPENDENCYPART_ARC
(28,19),-1.74362 # DEPENDENCYPART_ARC
(28,20),-1.18173 # DEPENDENCYPART_ARC
(28,21),-0.783858 # DEPENDENCYPART_ARC
(28,22),-3.28309 # DEPENDENCYPART_ARC
(28,23),-0.637141 # DEPENDENCYPART_ARC
(28,24),-0.369102 # DEPENDENCYPART_ARC
(28,25),-1.009 # DEPENDENCYPART_ARC
(28,26),-1.23717 # DEPENDENCYPART_ARC
(28,27),1.25589 # DEPENDENCYPART_ARC
(28,29),0.94672 # DEPENDENCYPART_ARC
(28,30),-0.306797 # DEPENDENCYPART_ARC
(28,31),-0.343194 # DEPENDENCYPART_ARC
(28,32),-2.25923 # DEPENDENCYPART_ARC
(28,33),-1.4205 # DEPENDENCYPART_ARC
(28,34),-0.539461 # DEPENDENCYPART_ARC
(28,35),-0.426828 # DEPENDENCYPART_ARC
(29,1),-0.896513 # DEPENDENCYPART_ARC
(29,2),-6.31434 # DEPENDENCYPART_ARC
(29,3),-5.02326 # DEPENDENCYPART_ARC
(29,4),-4.1746 # DEPENDENCYPART_ARC
(29,5),-1.06118 # DEPENDENCYPART_ARC
(29,6),-0.747395 # DEPENDENCYPART_ARC
(29,7),-4.30993 # DEPENDENCYPART_ARC
(29,8),-2.83825 # DEPENDENCYPART_ARC
(29,9),-2.31161 # DEPENDENCYPART_ARC
(29,10),-1.84687 # DEPENDENCYPART_ARC
(29,11),-0.813522 # DEPENDENCYPART_ARC
(29,12),-2.64418 # DEPENDENCYPART_ARC
(29,13),-3.06684 # DEPENDENCYPART_ARC
(29,14),-3.16664 # DEPENDENCYPART_ARC
(29,15),-0.798415 # DEPENDENCYPART_ARC
(29,16),-2.22242 # DEPENDENCYPART_ARC
(29,17),-2.15866 # DEPENDENCYPART_ARC
(29,18),-2.24453 # DEPENDENCYPART_ARC
(29,19),-2.82409 # DEPENDENCYPART_ARC
(29,20),-0.819844 # DEPENDENCYPART_ARC
(29,21),-0.204245 # DEPENDENCYPART_ARC
(29,22),-1.75683 # DEPENDENCYPART_ARC
