# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=5,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,15,15,22,22,19,15,23,26,24,0,
(19,9),0.722663 # DEPENDENCYPART_ARC
(19,10),-0.205633 # DEPENDENCYPART_ARC
(19,11),0.866661 # DEPENDENCYPART_ARC
(19,12),0.321885 # DEPENDENCYPART_ARC
(19,13),0.154571 # DEPENDENCYPART_ARC
(19,14),0.349829 # DEPENDENCYPART_ARC
(19,15),0.980936 # DEPENDENCYPART_ARC
(19,16),0.678368 # DEPENDENCYPART_ARC
(19,17),0.984992 # DEPENDENCYPART_ARC
(19,18),2.14898 # DEPENDENCYPART_ARC
(19,20),0.128341 # DEPENDENCYPART_ARC
(19,21),1.34992 # DEPENDENCYPART_ARC
(19,22),1.81148 # DEPENDENCYPART_ARC
(19,23),0.243334 # DEPENDENCYPART_ARC
(19,24),1.03356 # DEPENDENCYPART_ARC
(19,25),-0.431565 # DEPENDENCYPART_ARC
(19,26),0.0516423 # DEPENDENCYPART_ARC
(19,27),0.185982 # DEPENDENCYPART_ARC
(20,1),-1.57598 # DEPENDENCYPART_ARC
(20,2),-1.7276 # DEPENDENCYPART_ARC
(20,3),-2.47932 # DEPENDENCYPART_ARC
(20,4),-3.02867 # DEPENDENCYPART_ARC
(20,5),-3.49659 # DEPENDENCYPART_ARC
(20,6),-1.55268 # DEPENDENCYPART_ARC
(20,7),-1.65335 # DEPENDENCYPART_ARC
(20,8),-2.28778 # DEPENDENCYPART_ARC
(20,9),-1.7413 # DEPENDENCYPART_ARC
(20,10),-2.00509 # DEPENDENCYPART_ARC
(20,11),-2.57158 # DEPENDENCYPART_ARC
(20,12),-2.51994 # DEPENDENCYPART_ARC
(20,13),-3.29729 # DEPENDENCYPART_ARC
(20,14),-1.46368 # DEPENDENCYPART_ARC
(20,15),-2.7141 # DEPENDENCYPART_ARC
(20,16),-0.919054 # DEPENDENCYPART_ARC
(20,17),-1.7425 # DEPENDENCYPART_ARC
(20,18),-1.3416 # DEPENDENCYPART_ARC
(20,19),-0.316599 # DEPENDENCYPART_ARC
(20,21),-0.63714 # DEPENDENCYPART_ARC
(20,22),-0.430084 # DEPENDENCYPART_ARC
(20,23),-0.144054 # DEPENDENCYPART_ARC
(20,24),-2.21073 # DEPENDENCYPART_ARC
(20,25),-2.18462 # DEPENDENCYPART_ARC
(20,26),-2.13854 # DEPENDENCYPART_ARC
(20,27),-0.913006 # DEPENDENCYPART_ARC
(21,1),-1.90633 # DEPENDENCYPART_ARC
(21,2),-1.24 # DEPENDENCYPART_ARC
(21,3),-1.03133 # DEPENDENCYPART_ARC
(21,4),-2.04401 # DEPENDENCYPART_ARC
(21,5),-4.50268 # DEPENDENCYPART_ARC
(21,6),-1.58847 # DEPENDENCYPART_ARC
(21,7),-1.29723 # DEPENDENCYPART_ARC
(21,8),-2.98205 # DEPENDENCYPART_ARC
(21,9),-1.52041 # DEPENDENCYPART_ARC
(21,10),-1.06599 # DEPENDENCYPART_ARC
(21,11),-1.58784 # DEPENDENCYPART_ARC
(21,12),-1.2381 # DEPENDENCYPART_ARC
(21,13),-5.34449 # DEPENDENCYPART_ARC
(21,14),-1.13557 # DEPENDENCYPART_ARC
(21,15),-3.76532 # DEPENDENCYPART_ARC
(21,16),-0.296255 # DEPENDENCYPART_ARC
(21,17),-0.940586 # DEPENDENCYPART_ARC
(21,18),-0.982927 # DEPENDENCYPART_ARC
(21,19),-0.215471 # DEPENDENCYPART_ARC
(21,20),1.17993 # DEPENDENCYPART_ARC
(21,22),0.470634 # DEPENDENCYPART_ARC
(21,23),0.177708 # DEPENDENCYPART_ARC
(21,24),-0.7275 # DEPENDENCYPART_ARC
(21,25),-1.96531 # DEPENDENCYPART_ARC
(21,26),-1.50087 # DEPENDENCYPART_ARC
(21,27),-0.63119 # DEPENDENCYPART_ARC
(22,1),-1.41398 # DEPENDENCYPART_ARC
(22,2),-1.3302 # DEPENDENCYPART_ARC
(22,3),-4.64082 # DEPENDENCYPART_ARC
(22,4),-4.07675 # DEPENDENCYPART_ARC
(22,5),-3.10458 # DEPENDENCYPART_ARC
(22,6),-1.25897 # DEPENDENCYPART_ARC
(22,7),-1.11019 # DEPENDENCYPART_ARC
(22,8),-2.81839 # DEPENDENCYPART_ARC
(22,9),-1.22156 # DEPENDENCYPART_ARC
(22,10),-2.34439 # DEPENDENCYPART_ARC
(22,11),-2.46622 # DEPENDENCYPART_ARC
(22,12),-2.37297 # DEPENDENCYPART_ARC
(22,13),-2.98377 # DEPENDENCYPART_ARC
(22,14),-0.715896 # DEPENDENCYPART_ARC
(22,15),-1.86941 # DEPENDENCYPART_ARC
(22,16),-0.0686054 # DEPENDENCYPART_ARC
(22,17),0.306472 # DEPENDENCYPART_ARC
(22,18),-0.682944 # DEPENDENCYPART_ARC
(22,19),0.323877 # DEPENDENCYPART_ARC
(22,20),3.13646 # DEPENDENCYPART_ARC
(22,21),3.63259 # DEPENDENCYPART_ARC
(22,23),0.350658 # DEPENDENCYPART_ARC
(22,24),-1.17216 # DEPENDENCYPART_ARC
(22,25),-1.33079 # DEPENDENCYPART_ARC
(22,26),-1.767 # DEPENDENCYPART_ARC
(22,27),-0.832074 # DEPENDENCYPART_ARC
(23,1),-0.365792 # DEPENDENCYPART_ARC
(23,2),0.432116 # DEPENDENCYPART_ARC
(23,3),-0.285224 # DEPENDENCYPART_ARC
(23,4),0.644108 # DEPENDENCYPART_ARC
(23,5),0.456183 # DEPENDENCYPART_ARC
(23,6),0.0316301 # DEPENDENCYPART_ARC
(23,7),0.139476 # DEPENDENCYPART_ARC
(23,8),0.791141 # DEPENDENCYPART_ARC
(23,9),-0.092838 # DEPENDENCYPART_ARC
(23,10),-0.220922 # DEPENDENCYPART_ARC
(23,11),0.4411 # DEPENDENCYPART_ARC
(23,12),1.24387 # DEPENDENCYPART_ARC
(23,13),0.582793 # DEPENDENCYPART_ARC
(23,14),0.406663 # DEPENDENCYPART_ARC
(23,15),1.47181 # DEPENDENCYPART_ARC
(23,16),0.420339 # DEPENDENCYPART_ARC
(23,17),0.400657 # DEPENDENCYPART_ARC
(23,18),0.579418 # DEPENDENCYPART_ARC
(23,19),0.68549 # DEPENDENCYPART_ARC
(23,20),1.06761 # DEPENDENCYPART_ARC
(23,21),1.17358 # DEPENDENCYPART_ARC
(23,22),0.927709 # DEPENDENCYPART_ARC
(23,24),3.05369 # DEPENDENCYPART_ARC
(23,25),0.40725 # DEPENDENCYPART_ARC
(23,26),0.697277 # DEPENDENCYPART_ARC
(23,27),0.476907 # DEPENDENCYPART_ARC
(24,1),-1.71927 # DEPENDENCYPART_ARC
(24,2),-0.435283 # DEPENDENCYPART_ARC
(24,3),-3.08456 # DEPENDENCYPART_ARC
(24,4),-2.21809 # DEPENDENCYPART_ARC
(24,5),-5.62239 # DEPENDENCYPART_ARC
(24,6),-1.70429 # DEPENDENCYPART_ARC
(24,7),-1.19342 # DEPENDENCYPART_ARC
(24,8),-3.80187 # DEPENDENCYPART_ARC
(24,9),-0.565502 # DEPENDENCYPART_ARC
(24,10),-3.06526 # DEPENDENCYPART_ARC
(24,11),-2.57157 # DEPENDENCYPART_ARC
(24,12),-6.53618 # DEPENDENCYPART_ARC
(24,13),-4.41728 # DEPENDENCYPART_ARC
(24,14),-1.03336 # DEPENDENCYPART_ARC
(24,15),-3.45245 # DEPENDENCYPART_ARC
(24,16),-2.47285 # DEPENDENCYPART_ARC
(24,17),-2.33844 # DEPENDENCYPART_ARC
(24,18),-3.57462 # DEPENDENCYPART_ARC
(24,19),-0.862528 # DEPENDENCYPART_ARC
(24,20),-1.40214 # DEPENDENCYPART_ARC
(24,21),-1.96705 # DEPENDENCYPART_ARC
(24,22),-2.16342 # DEPENDENCYPART_ARC
(24,23),0.100276 # DEPENDENCYPART_ARC
(24,25),0.567339 # DEPENDENCYPART_ARC
(24,26),3.17137 # DEPENDENCYPART_ARC
(24,27),0.568464 # DEPENDENCYPART_ARC
(25,1),-2.1013 # DEPENDENCYPART_ARC
(25,2),-1.22706 # DEPENDENCYPART_ARC
(25,3),-0.914159 # DEPENDENCYPART_ARC
(25,4),-1.81328 # DEPENDENCYPART_ARC
(25,5),-3.61445 # DEPENDENCYPART_ARC
(25,6),-1.61662 # DEPENDENCYPART_ARC
(25,7),-1.17723 # DEPENDENCYPART_ARC
(25,8),-2.67555 # DEPENDENCYPART_ARC
(25,9),-1.38759 # DEPENDENCYPART_ARC
(25,10),-1.5221 # DEPENDENCYPART_ARC
(25,11),-1.66837 # DEPENDENCYPART_ARC
(25,12),-2.01038 # DEPENDENCYPART_ARC
(25,13),-4.67325 # DEPENDENCYPART_ARC
(25,14),-1.23117 # DEPENDENCYPART_ARC
(25,15),-3.15011 # DEPENDENCYPART_ARC
(25,16),-1.30682 # DEPENDENCYPART_ARC
(25,17),-1.88909 # DEPENDENCYPART_ARC
(25,18),-1.55435 # DEPENDENCYPART_ARC
(25,19),-0.786209 # DEPENDENCYPART_ARC
(25,20),-0.894942 # DEPENDENCYPART_ARC
(25,21),-1.42551 # DEPENDENCYPART_ARC
(25,22),-1.65569 # DEPENDENCYPART_ARC
(25,23),-0.0755908 # DEPENDENCYPART_ARC
(25,24),-1.23986 # DEPENDENCYPART_ARC
(25,26),-0.222099 # DEPENDENCYPART_ARC
(25,27),-0.150451 # DEPENDENCYPART_ARC
(26,1),-0.948743 # DEPENDENCYPART_ARC
(26,2),-1.05648 # DEPENDENCYPART_ARC
(26,3),-3.55646 # DEPENDENCYPART_ARC
(26,4),-3.08073 # DEPENDENCYPART_ARC
(26,5),-2.60997 # DEPENDENCYPART_ARC
(26,6),-0.859996 # DEPENDENCYPART_ARC
(26,7),-0.772485 # DEPENDENCYPART_ARC
(26,8),-1.52185 # DEPENDENCYPART_ARC
(26,9),-0.736179 # DEPENDENCYPART_ARC
(26,10),-2.91201 # DEPENDENCYPART_ARC
(26,11),-2.97834 # DEPENDENCYPART_ARC
(26,12),-1.60502 # DEPENDENCYPART_ARC
(26,13),-2.80627 # DEPENDENCYPART_ARC
(26,14),-0.387603 # DEPENDENCYPART_ARC
(26,15),-1.81299 # DEPENDENCYPART_ARC
(26,16),-1.0231 # DEPENDENCYPART_ARC
(26,17),-0.94674 # DEPENDENCYPART_ARC
(26,18),-1.88097 # DEPENDENCYPART_ARC
(26,19),-0.137718 # DEPENDENCYPART_ARC
(26,20),0.54297 # DEPENDENCYPART_ARC
(26,21),0.450436 # DEPENDENCYPART_ARC
(26,22),-0.617324 # DEPENDENCYPART_ARC
(26,23),0.275827 # DEPENDENCYPART_ARC
(26,24),0.221384 # DEPENDENCYPART_ARC
(26,25),4.2232 # DEPENDENCYPART_ARC
(26,27),0.411665 # DEPENDENCYPART_ARC
(27,1),-2.23023 # DEPENDENCYPART_ARC
(27,2),-2.52926 # DEPENDENCYPART_ARC
(27,3),-2.68042 # DEPENDENCYPART_ARC
(27,4),-3.47044 # DEPENDENCYPART_ARC
(27,5),-2.84005 # DEPENDENCYPART_ARC
(27,6),-2.25405 # DEPENDENCYPART_ARC
(27,7),-3.00324 # DEPENDENCYPART_ARC
(27,8),-2.94588 # DEPENDENCYPART_ARC
(27,9),-2.38433 # DEPENDENCYPART_ARC
(27,10),-2.46517 # DEPENDENCYPART_ARC
(27,11),-2.82202 # DEPENDENCYPART_ARC
(27,12),-2.09984 # DEPENDENCYPART_ARC
(27,13),-2.54623 # DEPENDENCYPART_ARC
(27,14),-2.21764 # DEPENDENCYPART_ARC
(27,15),-2.1967 # DEPENDENCYPART_ARC
(27,16),-2.25348 # DEPENDENCYPART_ARC
(27,17),-2.30375 # DEPENDENCYPART_ARC
(27,18),-2.3067 # DEPENDENCYPART_ARC
(27,19),-2.10902 # DEPENDENCYPART_ARC
(27,20),-2.07808 # DEPENDENCYPART_ARC
(27,21),-2.14912 # DEPENDENCYPART_ARC
(27,22),-2.25194 # DEPENDENCYPART_ARC
(27,23),-1.81716 # DEPENDENCYPART_ARC
(27,24),-1.68641 # DEPENDENCYPART_ARC
(27,25),-1.46835 # DEPENDENCYPART_ARC
(27,26),-1.72251 # DEPENDENCYPART_ARC
