# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(4,18),(4,21),-0.00399617 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.270864 # DEPENDENCYPART_SIBL
(4,18),(4,27),-0.288683 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.00355454 # DEPENDENCYPART_SIBL
(4,20),(4,24),-0.0505498 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.0731586 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.00831243 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.0236557 # DEPENDENCYPART_SIBL
(4,24),(4,27),-0.287683 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.015511 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0399975 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00617597 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.000145657 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0206807 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0172943 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.000132291 # DEPENDENCYPART_SIBL
(5,2),(5,20),-0.00012822 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0738562 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00638536 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00486819 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0254548 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0309474 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.00966268 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.00516929 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.040993 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.169476 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.037633 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.00648795 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0152143 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.169045 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0193573 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0385871 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00248509 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.028496 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0192551 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.138115 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.00205899 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00105021 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.119113 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0473272 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.00497432 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.00230797 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0209839 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0227236 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0316101 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0739856 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.034109 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00431409 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0271672 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0312186 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0390866 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.170543 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0396057 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00648112 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0113045 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00761995 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.000895226 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.139832 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00206044 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0472112 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0561702 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0450519 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00151858 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.031402 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.031141 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.00679885 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.00308084 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.000271858 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00679885 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0924553 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.000415975 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.000596067 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0175617 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0062616 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0225843 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.00132813 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0264048 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00933945 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0151845 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0431886 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00656948 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.024995 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0122776 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00656948 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0228602 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0145939 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0142154 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.00863669 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0364174 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0334418 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.0147237 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0592178 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.00592471 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0305476 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0102449 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0296104 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.01534 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0102449 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00844126 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0151933 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0164284 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.0884233 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.021541 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0251863 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0153411 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0252126 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0457744 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0293488 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00515988 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00918834 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0293488 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0184998 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0090679 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0113449 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0198505 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0263796 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0170383 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.00984868 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0354722 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0249325 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00775248 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00658839 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0249325 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0198884 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00646795 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00874497 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0168612 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0270806 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0231775 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.00724873 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0213588 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0538698 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0681034 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0213588 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0866988 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0681189 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0686526 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0208217 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0480868 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0440014 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0681036 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0493141 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00436572 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.019737 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0513443 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0043502 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.00312748 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.00690119 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.017049 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0221374 # DEPENDENCYPART_SIBL
(7,9),(7,27),0.00436572 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00624141 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0156105 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0795813 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00625653 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.00854602 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.00649429 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0337632 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0514919 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0064024 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0109781 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.114822 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.220886 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.206891 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0343929 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0104071 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0302899 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.221061 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0513443 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0043502 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.00312748 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.00690119 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.017049 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0221374 # DEPENDENCYPART_SIBL
(7,13),(7,27),0.00436572 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0351998 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0356652 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.00695276 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0163499 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.00826101 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.0351843 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.210124 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0337275 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0115517 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0314084 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.224294 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0354374 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0129854 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.036359 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.223667 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0111819 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0310454 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.0615769 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0901092 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0108634 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0322862 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00438871 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00438871 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.00860499 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0305441 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0416614 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0416614 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0188939 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0588147 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0203003 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0202974 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0624879 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0540454 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0703992 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.119198 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0666482 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.239052 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.119198 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.1239 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0894484 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0570626 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0109318 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00819447 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0580522 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0502895 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0351066 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.211575 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.021464 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0225301 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.209126 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.215273 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0216934 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0170991 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.000526522 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.085004 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0927703 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0973 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0430392 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0392752 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0421557 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0430418 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0475792 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.324077 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00942484 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0694945 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0870597 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0614997 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0945052 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00787539 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0522957 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0944955 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0979583 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0839282 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0697178 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0875513 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0614478 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0971431 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00570599 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0525866 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0971334 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.100596 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0868165 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.107627 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0887529 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0513369 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0116129 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0339576 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0513395 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0558769 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.261027 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0852512 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.103844 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0857457 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0570833 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.103844 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.109048 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0823 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0012404 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0138602 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0162065 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00124 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00265113 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00704169 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.221588 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0692682 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.039362 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0249447 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0547289 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0678845 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.00321267 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00239158 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00578948 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00880939 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.00885269 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.009358 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0293222 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0544893 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0576755 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0526623 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0219857 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0423677 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.016375 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0423651 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0438945 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0105446 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0285309 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.419737 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0285309 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0192134 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.106577 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0215712 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.105797 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.107603 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0551612 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.462222 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.450912 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0160948 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0137623 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.455246 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0463286 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.101894 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.19064 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.03663 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0249209 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0276798 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0126654 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.016047 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0202672 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.160037 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0553059 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0450591 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.054719 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0208096 # DEPENDENCYPART_SIBL
(12,10),(12,18),-4.95305e-05 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0161607 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0229475 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0224117 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00402686 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00323698 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0561 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0858503 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0636545 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0752535 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00048087 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00505612 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0608554 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0708298 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0147885 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0221286 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0274824 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0137102 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00304695 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0355832 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0274402 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0322828 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0211964 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0161148 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.00236573 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0852617 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.00680026 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0345551 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0115295 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0530491 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.00647953 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0570626 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0109318 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.00819447 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0580522 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0502895 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.331265 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0294929 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0103355 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0225301 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.209126 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.215273 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0216934 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0772185 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0671819 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0170991 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.000526522 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.085004 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0927703 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.202243 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0123877 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0268713 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0421557 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0430418 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0475792 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.324077 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.188098 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.107182 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.00942484 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0694945 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0870597 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.174324 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.00287396 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0349539 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0522957 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0944955 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0979583 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0839282 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.110638 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0779215 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0697178 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0875513 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.179804 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00332822 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0374062 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0525866 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0971334 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.100596 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0868165 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.111932 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0760963 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.107627 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.226284 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00125755 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0153441 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0339576 # DEPENDENCYPART_SIBL
