# _root_ Η πρόταση , κατά την άποψή μας , βελτιώνει και δεν υπονομεύει την ασφαλή και αξιόπιστη επισκευή των αυτοκινήτων .
#goldHeads=2,10,4,10,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
#predictedHeads=2,10,4,9,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
(8,4),(8,10),0.177678 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0650556 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0377804 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0249871 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.152482 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0249871 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0249347 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.051689 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.134611 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0139112 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0065038 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0219216 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0139112 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0464683 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0246162 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0788708 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.186483 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0464683 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0139382 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00774601 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0233234 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0139382 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0234296 # DEPENDENCYPART_SIBL
(9,2),(9,17),-3.20813e-05 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00022369 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0190646 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.058489 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0100765 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0033658 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0106972 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0111315 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00921843 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0239997 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0111315 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0238806 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00128132 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00108971 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0661995 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0303931 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0122366 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0401953 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0136033 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0491864 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0171954 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0136033 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0172263 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0380503 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0378587 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00213364 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00233145 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00820572 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0473894 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0131578 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00196213 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0473894 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.00234496 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0348595 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0334427 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0848065 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0401423 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00895803 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00820664 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.025702 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00895803 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0258082 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00977207 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00996368 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0157035 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0111315 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00921843 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0239997 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0111315 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0238806 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00128132 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00108971 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0661995 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0054231 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0534538 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.117965 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0534538 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0108794 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0108906 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0195206 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.106797 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.186243 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.106797 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0645075 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0645187 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0191106 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.145669 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.103761 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0343067 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0343195 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.065932 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0534538 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0108794 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0108906 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0195206 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0343066 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0343194 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0659319 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.225555 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0701243 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0701243 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.113972 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0582478 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0637615 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0174249 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.113972 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0517257 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0514101 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00589336 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00122764 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0195313 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00139841 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.103108 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.103108 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0398591 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00529682 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.044943 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00461018 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0449192 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.045004 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.015717 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.000276598 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00421935 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0115547 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00412271 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0233943 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0233943 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0394682 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0752623 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0469394 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00190574 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00151297 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0224561 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0235292 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0242168 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.00911109 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0245337 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0500834 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0500834 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0252356 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0393339 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0663923 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0654386 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00624484 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0262995 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0456954 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0191332 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0464346 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0326842 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0342926 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0424022 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.114053 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0425512 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0537611 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0153676 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00310241 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0196726 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00327317 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0983099 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0983099 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0407137 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.045004 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.015717 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.000276598 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00421935 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0115547 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00412271 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0233943 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0233943 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0394682 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0238885 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.461393 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00653067 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00827329 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00627389 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0556479 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0556479 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00160291 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0589377 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0240307 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0246998 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0240307 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0102029 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0102029 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0112696 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0287524 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0222202 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0287524 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0242935 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0242935 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.144218 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.05223 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.101431 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0757749 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0757757 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0796253 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.000271276 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0470122 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0470122 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0731364 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0757749 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0757757 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0796253 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.08665 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.029146 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.029146 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0464683 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0246162 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.186483 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0464683 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0257677 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0482317 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.114516 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0327937 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0233234 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0139382 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0234296 # DEPENDENCYPART_SIBL
(12,2),(12,17),-3.20813e-05 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.00022369 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0190646 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.058489 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0033658 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0106972 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00339296 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0192829 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0122857 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0216075 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0239997 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0111315 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0238806 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00128132 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00108971 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0661995 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0122366 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0401953 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.00990195 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00218569 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.132774 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.026013 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0171954 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0136033 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0172263 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0380503 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0378587 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.00213364 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0401423 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.023562 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.042392 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.11981 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0339828 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.025702 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00895803 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0258082 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00977207 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00996368 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0157035 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00339296 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0192829 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0122857 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0216075 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0239997 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0111315 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0238806 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00128132 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00108971 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0661995 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0180746 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0401875 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00548551 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0166913 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0295689 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0164693 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0134029 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0135945 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0376651 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0349811 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00987355 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0187708 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0418821 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.018741 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00293728 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00274567 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0306685 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0793014 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.093204 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0976778 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0932338 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.102144 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.10157 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0430128 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0567303 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0837308 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0567303 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0166728 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.016684 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0366519 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.145669 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.103761 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0343067 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0343195 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.065932 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0534538 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0108794 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0108906 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0195206 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0343066 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0343194 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0659319 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.225555 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0701243 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0701243 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0280479 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00792475 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0314227 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0755685 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0755685 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00481731 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.051351 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0667448 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0683533 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.00591786 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.00649073 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00639254 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00619851 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00629747 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.108882 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.113972 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0582478 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0174249 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.113972 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0517257 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.00219444 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.00885227 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0517257 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0637615 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0402355 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.00139841 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.103108 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.103108 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0398591 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.00529682 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.00461018 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0449192 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.045004 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0592321 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0513059 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.045004 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.044943 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.000679463 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.00412271 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0233943 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0233943 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0394682 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0469394 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00190574 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.00151297 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0158209 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.014086 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.00151297 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0752623 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0539134 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0245337 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0500834 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0500834 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0252356 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.114053 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0425512 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00337822 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.00728929 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0425512 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0656754 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0421182 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.00327317 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0983099 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0983099 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0407137 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.045004 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0592321 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0513059 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.045004 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.044943 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.000679463 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00412271 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0233943 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0233943 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0394682 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0374847 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.133665 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.056538 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.11802 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.139716 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00627389 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0556479 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0556479 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00160291 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0216173 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0157891 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0387133 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0107867 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00278998 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00985224 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00985224 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0182644 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.050147 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0344754 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0255125 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.017549 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0347543 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0349459 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0799592 # DEPENDENCYPART_SIBL
