# _root_ Επίσης , μέσα στο Κάστρο υπήρχαν οι απαραίτητες δεξαμενές για νερό , ενώ το Νεκροταφείο βρισκόταν έξω από την πόλη .
#goldHeads=13,13,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,17,20,18,0,
#predictedHeads=6,6,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,16,20,18,0,
(6,4),(6,20),0.0177485 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0303602 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0191055 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0325758 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.000875914 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0236074 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00147146 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00798671 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00521599 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.000701523 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00958745 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0035273 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0318757 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00308875 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0173326 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0603098 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.020293 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0205298 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0202931 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.016736 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0168648 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.020293 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.016565 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.00459556 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.000790778 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0208303 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0357414 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0335389 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0268607 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0335391 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00954437 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0188661 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0335389 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00581384 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0305602 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.00493137 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0342497 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0666684 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0179711 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.223131 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0114704 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.071702 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.223131 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0360773 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00321851 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0271173 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.22367 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0716434 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00883513 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0146249 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0176515 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00883493 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00304837 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0136634 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0344751 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00985375 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0199396 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00925823 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0692467 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.220676 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.033622 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0108275 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0295726 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.221214 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0696743 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.024576 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0173796 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.00224825 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.00144716 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0208766 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0156107 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.105286 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0665062 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0247937 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0639168 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0493058 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0670919 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0521749 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0360773 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.00321851 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0271173 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.22367 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0716434 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0242902 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0353061 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0611382 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0262351 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0500935 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0202518 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0275632 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0349895 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.149464 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0778206 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0108404 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0358487 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0645512 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0358486 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.019729 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0358487 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0161525 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0531417 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0951314 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0531482 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0151962 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0531484 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0164646 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.00155354 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.108489 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0434221 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.108489 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0330257 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0017339 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00580247 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00173407 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0193164 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0434221 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.108489 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0330257 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00745226 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.000372356 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0330257 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0404816 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0166884 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0697666 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00835523 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0398937 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00243806 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0244308 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0175005 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00243806 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0108809 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.018573 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0355125 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0362185 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.10078 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.020504 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00429405 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00872693 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0106727 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00415257 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00878853 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00296211 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0233289 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0646445 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.106474 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0271587 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0157164 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00723949 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0278391 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0126696 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00708483 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.101453 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00168332 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0810545 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.060046 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.102509 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0367193 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00315229 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0529549 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0367193 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0522983 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0209152 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0790961 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0217946 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0101758 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0171334 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0357193 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0101814 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.013287 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0231545 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.122759 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00207171 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0302315 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0110953 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00207165 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00752475 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.023672 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0101535 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.040018 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.069804 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.122205 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00835845 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0565705 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0352814 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00928884 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0608782 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0166589 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0644837 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0221042 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0184928 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00485796 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00536839 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0156108 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00835845 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0539936 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0352814 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0552042 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.00647767 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0171854 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0489461 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0105975 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0513674 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0488839 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0428961 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0513368 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0516444 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.342595 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.541529 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.217277 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.199117 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0547558 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0196103 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0212028 # DEPENDENCYPART_SIBL
(10,12),(10,17),-4.30054e-05 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.142515 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0207539 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0463912 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.217277 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.201693 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0117626 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0600465 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0865967 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.043407 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00121589 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0510185 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0347835 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0503619 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.025137 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.00982176 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0171334 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0357193 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0101817 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.013287 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00901814 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0120242 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00542499 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.00328231 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.000152684 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0679851 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0298711 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.054215 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0285781 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00928884 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0608775 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0166589 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0184936 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00485796 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00835845 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.170583 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.00432454 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0446219 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0649272 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0193488 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.041069 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0288331 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.041069 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.100156 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0917644 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0798385 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0660299 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0905301 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.00596296 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.189478 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.245915 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0678593 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.193123 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.00556737 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.186654 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.00381276 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0246367 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00548204 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0158169 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0262951 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0303519 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.027499 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0538626 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0337066 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0727471 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0336334 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.12954 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0878975 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0527646 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.315289 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0848257 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.060015 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0211441 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00102092 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.031639 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.00429157 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0977335 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.234953 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0289591 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0777708 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.234686 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0194344 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0170626 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.00418494 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0170626 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.102287 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0487462 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.26747 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.100481 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.047274 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0213019 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0200546 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.021302 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0852584 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.120188 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0894984 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0685476 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.119942 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0316389 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00371864 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0919265 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.216451 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0250001 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0719519 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.216184 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0457816 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.127646 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0938113 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0711745 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.393417 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0907395 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0919265 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.216411 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0250001 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0719519 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.216144 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0241641 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00671519 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0217241 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0243479 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0547289 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.162514 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0439003 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0315449 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00664301 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0241362 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.010562 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0375511 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.00262979 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0361904 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0216253 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.00397176 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0237705 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0361287 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0237595 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.030399 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.010562 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0346389 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0532491 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00625715 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0154452 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0092437 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0541735 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0161965 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0337592 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.00417201 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0285918 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0230369 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0319761 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0177853 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.039302 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0104657 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0206331 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0127932 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0423388 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0286573 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0942798 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00530585 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.031038 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.026599 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0911691 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.00154636 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0488871 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0022068 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.019527 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0093809 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0488254 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0320656 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0430958 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0237459 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0270508 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0448195 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0142096 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0149526 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00853581 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0457439 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.00886934 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0089813 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0216169 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0357775 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0341214 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00926225 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0357316 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00367904 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0114807 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0335055 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0805073 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0416543 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0277013 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.176163 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0831921 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0248385 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.00287069 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0404491 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0402836 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.00176831 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0405287 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0105026 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0418547 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0492267 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0118395 # DEPENDENCYPART_SIBL
