# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,3,12,12,12,14,14,0,17,17,14,19,17,22,22,19,24,22,0,
(6,1),(6,7),-0.0455327 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.121297 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0793701 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0531132 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0174459 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.00954006 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.106469 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0221332 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0173575 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0347701 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0380923 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0105475 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0229584 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0295579 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0330752 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0278868 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0478346 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00216669 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00796674 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0617578 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0314304 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.00220905 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.00345785 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00716798 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0265898 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0429628 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.000956946 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0170098 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0537104 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0943032 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0238517 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0809254 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00626804 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0928948 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0999254 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0118755 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0522882 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0115546 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0538273 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0249873 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0224205 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0127882 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0261464 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0376859 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0227056 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0168015 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0413256 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00771652 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.048143 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0483844 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0346785 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0100529 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.108134 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0114079 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0346111 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0398521 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00674024 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.052654 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0244051 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0292602 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0676658 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.030492 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.00406504 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0293146 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0306095 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0140619 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0047098 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0127183 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0257429 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.000734495 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0271297 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0126638 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.011369 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00161801 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0428227 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.00981698 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0124098 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0740693 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0427673 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0414734 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.012049 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.031128 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0215966 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0171007 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0119902 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0106659 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0732281 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0081778 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0522908 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0882386 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0895335 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00191771 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0100699 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.000793044 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00208791 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0227798 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00431069 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00563499 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.00457383 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.00325566 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0895335 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0256533 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00999333 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0201654 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0439891 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0471588 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0231004 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0606882 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0313493 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0218583 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00751825 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0114712 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0469216 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0316513 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00340542 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0186901 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0153315 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.025897 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0887529 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.261808 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0604305 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0367534 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0349347 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.298646 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0472485 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0212951 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0204638 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0699315 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0906293 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0114684 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0388811 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0290449 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0761176 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0608439 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00704169 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0171024 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0537375 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.419737 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0143295 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0128231 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0532008 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0416746 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0236326 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.140313 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0337819 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0416746 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.108451 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.183014 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00846791 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.156298 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.088752 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00572771 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.01561 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0296721 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.00426997 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0437126 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0267568 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0264148 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0656094 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.189848 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0674347 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0952047 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.049168 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0187647 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0674347 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00799621 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00434694 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0448212 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0193715 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0115246 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0114897 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.00961683 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0128796 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00410027 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0621631 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0737069 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0473619 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.062714 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00752377 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0104522 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0473619 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0185518 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0295689 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0155197 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0185312 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0548672 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0562706 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0134029 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0137444 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0224991 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0130484 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.030859 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0441645 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.03955 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0527718 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.030859 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0301831 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00501006 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0186353 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0301489 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0069055 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.00663299 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0116071 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.00732588 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.055737 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0181014 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0407938 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00230779 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0163161 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0181014 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0180844 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00840329 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0230666 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.036372 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0191163 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0192843 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.00154086 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.00912534 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.065647 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0929952 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0406223 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0135139 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.065647 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0109898 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0279245 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.030503 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0281651 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0110174 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0109826 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0181896 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0210905 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0144651 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.000344501 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0263007 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.212197 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.089492 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0456997 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0855026 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0653907 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0217848 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0158834 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.00130232 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.0122671 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.014537 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0143904 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0490392 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0292733 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0706734 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0262365 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0413191 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0604206 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0603956 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0524372 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0529867 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.04153 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0504973 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0423738 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0111315 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00083905 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0375802 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00980871 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00922096 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00128132 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.006873 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0139781 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0216112 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00855815 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0502134 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0115928 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0371422 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0374147 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0705874 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0751317 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.089492 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0456997 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0855026 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0653907 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0217848 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0158834 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.00130232 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0122671 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0357273 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0221374 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0147875 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0058916 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.00588399 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.00436572 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.00418431 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0249581 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0473439 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00543021 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0054231 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0108794 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.010894 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0868499 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.054401 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0544074 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0321249 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0322982 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00213912 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00214367 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.00304754 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.00299428 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.193817 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0649233 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0649444 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0645099 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0645309 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.226271 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0606882 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0313493 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0218583 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.00751825 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0114712 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0278738 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0606882 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.081283 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0316231 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.00340542 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0186901 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0153315 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.025897 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00125755 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.102827 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.10215 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.260422 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0604305 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0367534 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0349347 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0802752 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0323122 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.320139 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0469861 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0212951 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0204638 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0225521 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0624938 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0673971 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0905872 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0114684 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0263503 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0653058 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0710139 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0290167 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0715537 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.149109 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0950305 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0608348 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0415979 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.321905 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0702279 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.10215 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.260422 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00267027 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0289916 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0718725 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0561047 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0376603 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.086895 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0873872 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0887514 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.054251 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0289916 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0873872 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0436651 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0222051 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0276717 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0247943 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0159488 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0850934 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0776267 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0456389 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0608337 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.139717 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.181572 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.128671 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.00488088 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0941722 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0955934 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.056538 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.00488088 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00718031 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0139276 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.454402 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.461392 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.00627389 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0556479 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0581209 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.00160291 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0514668 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0509571 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0614742 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0180295 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0736627 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0361288 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0161334 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0180295 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.364469 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.00347332 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0187146 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0155995 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0142488 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0566984 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0541511 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0285411 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00308806 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0165252 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.173906 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0182246 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0139937 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0284974 # DEPENDENCYPART_SIBL
