# _root_ Τα νέα στοιχεία υποδεικνύουν μάλιστα ότι οι ιζηματογενείς αποθέσεις των ωκεανών , οι οποίες καλύπτουν το 70% της επιφάνειας της Γης , περιέχουν περίπου τους μισούς μικροοργανισμούς του πλανήτη .
#goldHeads=3,3,4,0,4,4,9,9,23,11,9,15,14,15,9,17,15,19,17,21,19,15,6,26,27,27,23,29,27,0,
#predictedHeads=3,3,4,0,4,4,9,9,4,11,9,15,14,15,9,17,15,19,17,21,19,23,6,23,27,27,23,29,27,0,
(4,12),(4,19),0.00436572 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.00436572 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.019737 # DEPENDENCYPART_SIBL
(4,12),(4,23),-0.00658064 # DEPENDENCYPART_SIBL
(4,12),(4,24),-0.00323049 # DEPENDENCYPART_SIBL
(4,12),(4,27),0.00436572 # DEPENDENCYPART_SIBL
(4,12),(4,29),0.00436564 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.0404904 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0648095 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0648095 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0221408 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.194664 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.0253586 # DEPENDENCYPART_SIBL
(4,15),(4,27),-0.0648095 # DEPENDENCYPART_SIBL
(4,15),(4,29),-0.0648095 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0397689 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.0397689 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.0190694 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.0156848 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.0147582 # DEPENDENCYPART_SIBL
(4,17),(4,27),-0.0397689 # DEPENDENCYPART_SIBL
(4,17),(4,29),-0.0397689 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.225248 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.010236 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.0407452 # DEPENDENCYPART_SIBL
(4,19),(4,24),0.00345648 # DEPENDENCYPART_SIBL
(4,19),(4,27),-0.225248 # DEPENDENCYPART_SIBL
(4,19),(4,29),-0.225248 # DEPENDENCYPART_SIBL
(4,21),(4,22),-0.010236 # DEPENDENCYPART_SIBL
(4,21),(4,23),-0.0407452 # DEPENDENCYPART_SIBL
(4,21),(4,24),0.00345648 # DEPENDENCYPART_SIBL
(4,21),(4,27),-0.225248 # DEPENDENCYPART_SIBL
(4,21),(4,29),-0.225248 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.00658064 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.00323049 # DEPENDENCYPART_SIBL
(4,22),(4,27),0.00436572 # DEPENDENCYPART_SIBL
(4,22),(4,29),0.00436564 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.0216838 # DEPENDENCYPART_SIBL
(4,23),(4,27),-0.0604817 # DEPENDENCYPART_SIBL
(4,23),(4,29),-0.0604817 # DEPENDENCYPART_SIBL
(4,24),(4,27),0.0247942 # DEPENDENCYPART_SIBL
(4,24),(4,29),0.0247942 # DEPENDENCYPART_SIBL
(4,27),(4,29),-0.225248 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0176073 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0381372 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.000295934 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.115982 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00307614 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00389337 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0211482 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.00290514 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0649381 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.000213661 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00729102 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00977916 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.00977907 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0268105 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.00616658 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.01023 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.00499101 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0129341 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0129341 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0167341 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.136338 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0253114 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.062817 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.062817 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00733668 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00421075 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0224349 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0224349 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0103485 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0123622 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.146446 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0188047 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0311506 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0187765 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0313118 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.000535901 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0331578 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0369219 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0754432 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0369219 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.076073 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0339991 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.175074 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0339991 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.175084 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.122524 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0413105 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.122534 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0382129 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.449968 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.122534 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0201347 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0050139 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0303982 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.07543 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0754258 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0497427 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0325666 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0103982 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0299074 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0299033 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0196049 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0204764 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0243259 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0243217 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00268872 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0532128 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0540599 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0167067 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.108488 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0469429 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0469146 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0684639 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.078024 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.105577 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.339499 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0279154 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0151574 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0449699 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0129019 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0374114 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.12075 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0415786 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0415786 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.024205 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0177229 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0385669 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0154371 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0996129 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0226217 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0178228 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00476327 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.01151 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00245331 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0327839 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00308671 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00308671 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.00563304 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0390801 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.000533337 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.106474 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0286572 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0353779 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00435952 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0265514 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0951776 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00125215 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00603616 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00603616 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0897841 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0143291 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0688716 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0100239 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0160931 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00173507 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0212621 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0117371 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0468301 # DEPENDENCYPART_SIBL
(9,5),(9,19),5.84221e-05 # DEPENDENCYPART_SIBL
(9,5),(9,21),5.84221e-05 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.00677256 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.00687922 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0526 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0162967 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0401108 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00315234 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0522963 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.123185 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0367195 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0367195 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0390911 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.00567596 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0496904 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0126297 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0183013 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0121193 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0265732 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00931636 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00931857 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.00312411 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0329661 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00719867 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0544198 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0376616 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00672376 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0071975 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0071975 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.043679 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.00401206 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0405241 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00746481 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0442673 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.122776 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.122776 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0101174 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0514319 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0166589 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0322865 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0608782 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0608782 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0106415 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0634895 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.029084 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0184157 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0184157 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.098564 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0543395 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0163765 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0163765 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0017485 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0283792 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.122205 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.00922377 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0520031 # DEPENDENCYPART_SIBL
(9,21),(9,23),-0.00922377 # DEPENDENCYPART_SIBL
(9,21),(9,24),0.0520031 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.077415 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.339511 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0279104 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0685192 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.38926 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0129145 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0119731 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0956037 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0374007 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.12074 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0525949 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0865911 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.394194 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00313971 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0109399 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.087797 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0522857 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.123175 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0242356 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0895077 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0183047 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0561467 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.133602 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0121179 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0265746 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.120926 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0120172 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0249883 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0323954 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00182396 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0327317 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0367145 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0371241 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0738079 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0632322 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0949802 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.000483885 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00142171 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0166568 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0322844 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0474763 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0364177 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0039682 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0541893 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0127935 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.029084 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0611967 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00504995 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0199193 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00388991 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.00407837 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0224438 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.216306 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0236125 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0243214 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0100149 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.018688 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0153298 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0155182 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.261808 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0507263 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0116129 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.261472 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0186723 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0366613 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0364728 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0799589 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0917736 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0053862 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0800622 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.021302 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0208285 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0894987 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.12049 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0671406 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0875297 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0039071 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0230268 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.216411 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.024077 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0249044 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0207844 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.211639 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0219435 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.022662 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00655006 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.146957 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.134621 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.22233 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0489465 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.00667987 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0204206 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00646275 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00577458 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0403323 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0444063 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.139266 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0535917 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0375264 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0308057 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.03529 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0293528 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0535867 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0232833 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0536832 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.00325074 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0151299 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0634984 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.00719184 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0227162 # DEPENDENCYPART_SIBL
(15,2),(15,19),-4.80152e-05 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.000136111 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.00522888 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0209504 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0410555 # DEPENDENCYPART_SIBL
(15,2),(15,27),0.000136111 # DEPENDENCYPART_SIBL
(15,2),(15,29),0.000127194 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0208579 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0104209 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0476428 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0563449 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.178833 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0782254 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.178833 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0374386 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0865589 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.144978 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0180278 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0215657 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0102476 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0100658 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.00196154 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0069919 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0282366 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.0100658 # DEPENDENCYPART_SIBL
(15,3),(15,29),-0.010119 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.00602595 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0444561 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0621629 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0734873 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0621412 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0734873 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.00752377 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0647571 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.122032 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0138782 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.00911861 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0164838 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0163019 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0185518 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0551884 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0294079 # DEPENDENCYPART_SIBL
(15,4),(15,27),-0.0163019 # DEPENDENCYPART_SIBL
(15,4),(15,29),-0.0108711 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0028949 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0189595 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0158996 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0184712 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0158996 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00931275 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0234523 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0535778 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00654153 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0184676 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.00682153 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.00663967 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0214286 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0181212 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.00252628 # DEPENDENCYPART_SIBL
(15,5),(15,27),-0.00663967 # DEPENDENCYPART_SIBL
(15,5),(15,29),-0.00663977 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0600856 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0673015 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0368772 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0673015 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0378556 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0267278 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.068895 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0345762 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0424676 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0847029 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.084521 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0736879 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0859055 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0672146 # DEPENDENCYPART_SIBL
(15,6),(15,27),-0.084521 # DEPENDENCYPART_SIBL
(15,6),(15,29),-0.084521 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0555157 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0214127 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0556123 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00230779 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0132593 # DEPENDENCYPART_SIBL
