# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,0,15,16,22,20,22,22,17,22,25,23,0,
(15,9),(15,10),0.133073 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0914538 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.105136 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0178253 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0132686 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0326301 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0137877 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.034181 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0284727 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.055429 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0560206 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.119559 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.0159946 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.0376588 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0215576 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0129735 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0749796 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0191136 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0130152 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0119565 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0294224 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00796131 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0609826 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0582916 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.009796 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0122194 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0307284 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0222797 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0602568 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0190956 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.031191 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0143053 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0160077 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0197682 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0304687 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0385448 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0398391 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0139886 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0242322 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0165244 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0223569 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0226079 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00086804 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0634826 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0167268 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00989172 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00678471 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0112667 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.000751655 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0348666 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0413693 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0206956 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00425417 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0261332 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0219426 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00152883 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.00386387 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0368915 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.00457188 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0129072 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0199081 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0129244 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0746326 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0315919 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0202496 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0160834 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0146076 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0107124 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0767129 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0254365 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0257306 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.105807 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0251744 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0215393 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0409598 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0254244 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.077862 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0102391 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.105479 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0223592 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0186064 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0437977 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.217398 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0434958 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0823063 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00132696 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0019092 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0700795 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.00549627 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.042541 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.00873588 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0120405 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.019916 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0348575 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.0595795 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.190027 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0276675 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0625658 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.0382775 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0307591 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0646198 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.0323065 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0590413 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.171987 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.0439501 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.000739882 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0189049 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.123156 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0251163 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0103018 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0109416 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.000265362 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0640807 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.00225811 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.142047 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0472673 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0625848 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0364799 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0207754 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0399207 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0558891 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0159679 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0237347 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.00817971 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0058442 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.046405 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0237954 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0275759 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0366073 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0351351 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.028265 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0147945 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0168038 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0142442 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.00578701 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0329383 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.099477 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0126971 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.012439 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.00712907 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.0176356 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0272451 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0275434 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0290495 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00328626 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.000735011 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.014609 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0161462 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00511048 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.028117 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0209938 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00197437 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0147584 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.00336897 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0081557 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.00333781 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.00478525 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0977175 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0173009 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0173133 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.000922792 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0154169 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.000308422 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00843145 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0692961 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0416048 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00110432 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00491434 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0102784 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00239385 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0150241 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.00946399 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0143307 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0142978 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0180852 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0179869 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.00317603 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.010204 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0130607 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.012905 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0224859 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.124887 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0180432 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.00144572 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0160889 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.000538523 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.000516583 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0492969 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0304064 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0100597 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.00682227 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0853143 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0161393 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0271462 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0847655 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0670407 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0240779 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0217179 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0631389 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.00288551 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.00142869 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0141553 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0437373 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.0437373 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0437373 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.00652392 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.165374 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0412509 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.021431 # DEPENDENCYPART_SIBL
(21,2),(21,12),0.00592074 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0441046 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.00652392 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0412509 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0190493 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0443844 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.132638 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.014688 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0249715 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0266651 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.031896 # DEPENDENCYPART_SIBL
(21,2),(21,25),0.0567021 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.152894 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.152894 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.0319667 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.275723 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0137703 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0183976 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.034186 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.152369 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0319667 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0137703 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.00426263 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.153541 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.147911 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0784032 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0433637 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0381623 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.00308261 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0174306 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.152894 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0319667 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.275723 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0137703 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0183976 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.034186 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.152369 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0319667 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0137703 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.00426263 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.153541 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.147911 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0784032 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0433637 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0381623 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.00308261 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.0174306 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.0319667 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.275723 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0137703 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0183976 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.034186 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.152369 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0319667 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0137703 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.00426263 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.153541 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.147911 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0784032 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0433637 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0381623 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.00308261 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.0174306 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0109109 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0148079 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0251062 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.153937 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0130403 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0208799 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0148079 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0312449 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0100766 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0399021 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0409825 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.00824795 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0148907 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.00261707 # DEPENDENCYPART_SIBL
(21,8),(21,25),0.0570836 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.126259 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.100729 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.0982655 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0256224 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0132252 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.126259 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.077067 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0237738 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.077378 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0503044 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0295332 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.111683 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.0796227 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.0309488 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.00171875 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0203561 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0499692 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.000851208 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.119193 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0047572 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0517996 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.092446 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0575764 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0504101 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0419166 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.000360884 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0265749 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0143669 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.00149687 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.040368 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.000771172 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.009812 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.00034571 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0950294 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0790301 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0189558 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0203792 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.054732 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.110938 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.000321972 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0305218 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.00143534 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.046246 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.00196551 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.148295 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0514279 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0127666 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0334737 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0296614 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.0285096 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0267758 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0137738 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00426267 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.150533 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.147911 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0784052 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.043364 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0408193 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.00232466 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.0195395 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0148079 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0312449 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0100766 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0399021 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0409825 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.00824795 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0148907 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.00261707 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0570836 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0047572 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0517996 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.092446 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0575764 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0504101 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0419166 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.000360884 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0265749 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.00678036 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.150168 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0600125 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00210264 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0377969 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0757781 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.00399545 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.149092 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0795835 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0445448 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0389438 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.00140337 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0163255 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0178293 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0172968 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0428894 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0838009 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0689097 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0195842 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0454733 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0642976 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0156548 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0190445 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00875364 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0572577 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0376505 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.068362 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0404539 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0555157 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0555157 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0555157 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.00230779 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.158672 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.038102 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0333756 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.00974606 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.055883 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.00230779 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.038102 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0139525 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0561629 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.123866 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0132593 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0232534 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.020496 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0230666 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.00351962 # DEPENDENCYPART_SIBL
